name,pos,source,team,own,inj,pa26,xw26,xc26,d_xw,d_xc,shrunk_gap,pow_axes,proc_axes,career_best,distinguish,score,tier,sub_tag,peak_xc,mlb_yrs
Colson Montgomery,SS,FA,,33.2,False,207,0.335,0.425,-0.009,-0.027,-0.005,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.452,2
Isaac Paredes,3B,FA,,31.5,False,191,0.306,0.314,-0.015,-0.014,-0.009,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.328,7
Gabriel Moreno,C,FA,,30.7,False,109,0.338,0.399,-0.015,0.013,-0.006,1.0,0.0,True,False,1.0,HOT_STREAK,,0.385,5
Jung Hoo Lee,CF,FA,,30.4,False,189,0.312,0.327,-0.009,0.0,-0.005,0.0,0.0,True,False,1.0,HOT_STREAK,,0.326,3
Kyle Stowers,LF,FA,,29.4,False,119,0.331,0.396,-0.048,-0.091,-0.021,0.0,1.0,False,False,0.0,DECLINE,,0.487,5
Spencer Steer,1B,FA,,28.5,False,191,0.382,0.449,0.087,0.116,0.049,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.371,5
Caleb Durbin,3B,FA,,26.8,False,162,0.271,0.264,-0.042,-0.034,-0.022,1.0,0.0,False,False,0.0,DECLINE,,0.298,2
Travis Bazzana,2B,FA,,26.6,False,92,0.339,0.344,,,,,,,,,ROOKIE_DEBUT,,0.344,1
Gavin Sheets,LF,FA,,24.0,False,156,0.361,0.404,0.018,0.014,0.009,1.0,1.0,True,False,1.0,HOT_STREAK,,0.39,6
Giancarlo Stanton,DH,FA,,23.9,False,92,0.321,0.437,-0.04,-0.079,-0.015,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.574,12
Trent Grisham,CF,FA,,21.7,False,187,0.338,0.344,-0.033,-0.09,-0.018,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.443,8
Luis Garcia Jr.,2B,FA,,21.6,False,161,0.312,0.355,-0.028,-0.029,-0.015,2.0,1.0,False,False,1.0,HOT_STREAK,,0.384,7
Carter Jensen,C,FA,,21.1,False,167,0.29,0.352,-0.158,-0.161,-0.083,0.0,0.0,False,True,1.0,DECLINE,,0.513,2
Brooks Lee,SS,FA,,20.6,False,183,0.262,0.286,-0.027,-0.034,-0.015,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.32,3
TJ Rumfield,3B,FA,,20.4,False,206,0.351,0.366,,,,,,,,,ROOKIE_DEBUT,,0.366,1
Luis Robert Jr.,CF,FA,,20.0,False,98,0.323,0.332,-0.005,-0.068,-0.002,2.0,3.0,False,False,2.0,MIXED,,0.47,7
Ezequiel Duran,SS,FA,,19.7,False,148,0.321,0.381,0.074,0.08,0.037,3.0,2.0,False,True,4.0,SUSTAINABLE,,0.415,5
Alec Bohm,3B,FA,,17.9,False,190,0.292,0.3,-0.033,-0.06,-0.019,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.394,7
Carlos Cortes,RF,FA,,16.7,False,133,0.388,0.392,0.074,0.01,0.035,1.0,3.0,True,True,4.0,SUSTAINABLE,,0.392,2
Daulton Varsho,CF,FA,,16.3,False,193,0.319,0.355,-0.009,-0.079,-0.005,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.434,7
Carson Kelly,C,FA,,15.7,False,138,0.323,0.34,0.002,-0.008,0.001,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.394,11
J.T. Realmuto,C,FA,,14.5,False,119,0.289,0.3,-0.028,-0.081,-0.013,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.426,12
Jorge Soler,RF,FA,,14.4,False,201,0.313,0.406,0.017,0.033,0.009,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.508,12
Andres Gimenez,2B,FA,,14.1,False,175,0.255,0.285,-0.053,-0.046,-0.029,0.0,0.0,False,False,0.0,DECLINE,,0.375,7
Jeremiah Jackson,RF,FA,,13.7,False,156,0.296,0.365,0.004,-0.004,0.002,1.0,2.0,True,False,2.0,MIXED,,0.37,2
Trevor Story,SS,FA,,13.2,False,176,0.248,0.34,-0.069,-0.064,-0.037,0.0,0.0,False,True,1.0,DECLINE,,0.517,11
Heliot Ramos,LF,FA,,13.2,False,172,0.336,0.428,0.011,0.053,0.006,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.432,5
Carlos Correa,SS,FA,,12.9,False,141,0.367,0.403,0.027,0.013,0.013,2.0,1.0,False,False,1.0,HOT_STREAK,,0.48,12
Dalton Rushing,C,FA,,12.8,False,87,0.355,0.451,0.072,0.03,0.026,1.0,2.0,True,False,3.0,NARROW,,0.451,2
Jake Burger,1B,FA,,12.2,False,198,0.321,0.393,-0.005,-0.021,-0.003,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.469,6
Luke Raley,RF,FA,,12.1,False,137,0.392,0.588,0.075,0.214,0.036,3.0,0.0,True,True,4.0,SUSTAINABLE,[POWER-ONLY],0.434,6
Ramon Laureano,LF,FA,,11.9,False,182,0.324,0.413,-0.042,-0.039,-0.023,0.0,0.0,False,False,0.0,DECLINE,,0.452,9
Lawrence Butler,RF,FA,,11.1,False,157,0.299,0.361,-0.007,-0.024,-0.003,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.421,4
TJ Friedl,CF,FA,,10.8,False,166,0.259,0.279,-0.043,-0.013,-0.023,0.0,0.0,False,False,0.0,DECLINE,,0.293,6
Keibert Ruiz,C,FA,,10.4,False,102,0.264,0.296,-0.023,-0.004,-0.009,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.339,7
Matt McLain,2B,FA,,10.1,False,205,0.323,0.357,0.031,-0.004,0.018,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.429,3
Francisco Alvarez,C,FA,,9.8,False,128,0.347,0.4,0.018,0.002,0.008,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.398,5
Adolis Garcia,RF,FA,,9.6,False,200,0.301,0.382,-0.003,0.004,-0.002,2.0,1.0,False,False,1.0,HOT_STREAK,,0.47,8
Kerry Carpenter,RF,FA,,9.4,False,117,0.3,0.409,-0.043,-0.008,-0.019,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.486,5
Josh Bell,DH,FA,,9.2,False,195,0.309,0.363,-0.052,-0.025,-0.029,0.0,0.0,False,False,0.0,DECLINE,,0.444,11
Cole Young,2B,FA,,9.1,False,207,0.326,0.371,0.025,0.06,0.015,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.311,2
Sam Antonacci,2B,FA,,8.9,False,126,0.401,0.408,,,,,,,,,ROOKIE_DEBUT,,0.408,1
Zack Gelof,2B,FA,,8.6,False,116,0.325,0.394,0.104,0.031,0.045,2.0,3.0,False,True,4.0,SUSTAINABLE,,0.421,4
Austin Wells,C,FA,,8.6,False,137,0.311,0.354,0.016,-0.01,0.008,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.386,4
Cam Smith,RF,FA,,7.8,False,189,0.338,0.424,0.033,0.047,0.019,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.377,2
J.P. Crawford,SS,FA,,7.5,False,180,0.36,0.351,0.025,-0.006,0.013,1.0,3.0,False,False,1.0,HOT_STREAK,,0.361,10
Jeff McNeil,2B,FA,,7.4,False,174,0.324,0.331,-0.011,0.004,-0.006,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.367,9
Spencer Horwitz,1B,FA,,6.6,False,167,0.32,0.305,-0.009,-0.046,-0.005,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.367,4
Masyn Winn,SS,FA,,6.5,False,183,0.301,0.32,0.014,0.004,0.008,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.33,4
Miguel Andujar,3B,FA,,6.5,False,147,0.306,0.351,0.004,0.024,0.002,3.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.36,10
Colt Keith,DH,FA,,6.4,False,152,0.299,0.36,-0.043,-0.037,-0.022,0.0,1.0,False,False,0.0,DECLINE,,0.397,3
Troy Johnston,RF,FA,,6.3,False,167,0.325,0.383,-0.012,-0.02,-0.007,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.403,2
Chase Meidroth,SS,FA,,6.2,False,203,0.307,0.34,0.006,0.037,0.003,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.303,2
Brenton Doyle,CF,FA,,5.7,False,122,0.253,0.317,-0.045,-0.058,-0.02,0.0,0.0,False,False,0.0,DECLINE,,0.409,4
Willi Castro,RF,FA,,5.7,False,159,0.281,0.359,-0.027,0.003,-0.014,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.376,8
Nolan Schanuel,1B,FA,,5.6,False,205,0.316,0.341,-0.018,0.015,-0.01,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.333,4
Daniel Schneemann,2B,FA,,5.3,False,150,0.322,0.408,0.024,0.039,0.012,1.0,0.0,True,False,1.0,HOT_STREAK,,0.369,3
Mark Vientos,3B,FA,,5.2,False,162,0.338,0.41,0.018,0.015,0.009,1.0,2.0,False,False,1.0,HOT_STREAK,,0.449,5
Marcell Ozuna,DH,FA,,5.1,False,176,0.32,0.393,-0.037,-0.014,-0.02,0.0,0.0,False,False,0.0,DECLINE,,0.533,12
Royce Lewis,3B,FA,,5.1,False,119,0.283,0.35,-0.015,0.007,-0.007,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.379,5
Nick Gonzales,2B,FA,,5.0,False,181,0.344,0.376,0.052,0.046,0.029,2.0,2.0,True,False,4.0,SUSTAINABLE,,0.376,4
Nasim Nunez,SS,FA,,5.0,False,177,0.278,0.262,-0.021,-0.078,-0.011,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.34,3
Brett Baty,3B,FA,,4.7,False,171,0.316,0.387,-0.019,-0.028,-0.01,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.416,5
Moises Ballesteros,DH,FA,,4.6,False,124,0.318,0.361,-0.023,0.001,-0.011,1.0,0.0,True,False,1.0,HOT_STREAK,,0.361,2
Justin Crawford,CF,FA,,4.6,False,159,0.283,0.305,,,,,,,,,ROOKIE_DEBUT,,0.305,1
Javier Sanoja,LF,FA,,4.4,False,113,0.264,0.259,-0.02,-0.033,-0.009,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.292,3
Ezequiel Tovar,SS,FA,,4.2,False,185,0.295,0.361,-0.03,-0.046,-0.017,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.407,5
Nolan Gorman,3B,FA,,4.2,False,183,0.321,0.397,0.023,-0.001,0.012,2.0,1.0,False,False,1.0,HOT_STREAK,,0.484,5
Joey Wiemer,RF,FA,,4.0,False,85,0.315,0.417,0.003,-0.059,0.001,1.0,3.0,True,False,2.0,MIXED,,0.356,4
Dominic Smith,1B,FA,,4.0,False,115,0.378,0.429,0.072,0.085,0.031,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.389,10
Jesus Sanchez,RF,FA,,3.8,False,159,0.335,0.389,0.011,0.008,0.006,1.0,2.0,False,False,1.0,HOT_STREAK,,0.454,7
Austin Martin,LF,FA,,3.7,False,155,0.338,0.319,-0.011,-0.048,-0.005,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.333,3
Evan Carter,CF,FA,,3.6,False,177,0.319,0.322,0.009,-0.004,0.005,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.436,4
Jake Cronenworth,2B,FA,,3.6,False,115,0.303,0.306,-0.021,-0.021,-0.009,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.37,7
Jake McCarthy,LF,FA,,3.3,False,124,0.334,0.365,0.041,0.039,0.019,2.0,2.0,True,False,3.0,NARROW,,0.354,6
Kyle Manzardo,DH,FA,,3.3,False,153,0.328,0.443,0.004,0.052,0.002,1.0,0.0,True,False,1.0,HOT_STREAK,,0.391,3
Gary Sanchez,C,FA,,3.3,False,108,0.36,0.367,0.046,-0.026,0.019,1.0,2.0,False,False,1.0,HOT_STREAK,,0.489,12
Javier Baez,SS,FA,,3.1,False,82,0.293,0.35,0.022,0.007,0.008,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.454,12
Jose Fernandez,SS,FA,,3.1,False,138,0.3,0.377,,,,,,,,,ROOKIE_DEBUT,,0.377,1
Garrett Mitchell,CF,FA,,3.0,False,154,0.337,0.458,0.046,0.08,0.023,3.0,1.0,True,False,3.0,NARROW,,0.458,5
Nathaniel Lowe,1B,FA,,2.8,False,116,0.379,0.471,0.074,0.105,0.032,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.422,8
Owen Caissie,RF,FA,,2.8,False,137,0.296,0.46,0.062,0.084,0.029,3.0,3.0,True,False,4.0,SUSTAINABLE,,0.46,2
Dominic Canzone,RF,FA,,2.7,False,119,0.352,0.406,-0.025,-0.05,-0.011,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.456,4
Zach McKinstry,3B,FA,,2.7,False,101,0.249,0.268,-0.057,-0.076,-0.023,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.359,7
Kyle Isbel,CF,FA,,2.6,False,140,0.289,0.335,0.024,0.059,0.012,1.0,0.0,True,False,1.0,HOT_STREAK,,0.335,6
Curtis Mead,1B,FA,,2.6,False,129,0.379,0.382,0.084,0.044,0.039,3.0,3.0,True,True,5.0,SUSTAINABLE,,0.338,4
Marcelo Mayer,3B,FA,,2.5,False,150,0.272,0.289,0.004,-0.065,0.002,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.354,2
Jacob Young,CF,FA,,2.4,False,180,0.313,0.346,0.006,0.021,0.003,2.0,1.0,True,False,2.0,MIXED,,0.326,4
Trevor Larnach,DH,FA,,2.4,False,137,0.322,0.299,0.004,-0.062,0.002,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.408,6
Cedric Mullins,CF,FA,,2.4,False,166,0.245,0.246,-0.041,-0.075,-0.021,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.384,9
Hyeseong Kim,2B,FA,,2.3,False,119,0.31,0.356,0.053,0.018,0.024,2.0,3.0,True,False,4.0,SUSTAINABLE,,0.356,2
Paul Goldschmidt,1B,FA,,2.3,False,95,0.412,0.484,0.072,0.103,0.028,2.0,0.0,True,False,3.0,NARROW,[POWER-ONLY],0.487,12
Oswald Peraza,3B,FA,,2.3,False,144,0.345,0.388,0.094,0.07,0.046,1.0,2.0,True,True,4.0,SUSTAINABLE,,0.318,5
Andrew Benintendi,LF,FA,,2.2,False,163,0.33,0.417,0.007,0.065,0.004,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.398,11
Nick Fortes,C,FA,,2.2,False,125,0.273,0.3,0.001,0.008,0.001,2.0,2.0,True,False,3.0,NARROW,,0.285,6
Tyler Stephenson,C,FA,,2.1,False,142,0.331,0.389,0.016,-0.042,0.008,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.431,7
Logan O'Hoppe,C,FA,,2.1,False,118,0.284,0.312,-0.018,-0.1,-0.008,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.446,5
Harrison Bader,CF,FA,,2.0,False,88,0.28,0.365,-0.019,0.004,-0.007,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.386,10
Christian Vazquez,C,FA,,2.0,False,104,0.273,0.278,0.001,0.006,0.001,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.362,11
Matt Shaw,3B,FA,,2.0,False,104,0.301,0.332,-0.007,-0.014,-0.003,1.0,2.0,False,False,1.0,HOT_STREAK,,0.346,2
Josh Smith,SS,FA,,1.8,False,109,0.304,0.305,-0.012,-0.024,-0.005,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.341,5
Colton Cowser,CF,FA,,1.8,False,101,0.278,0.362,-0.019,-0.056,-0.008,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.445,4
Rhys Hoskins,1B,FA,,1.7,False,144,0.312,0.319,-0.005,-0.061,-0.003,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.462,9
Brandon Valenzuela,C,FA,,1.7,False,93,0.328,0.396,,,,,,,,,ROOKIE_DEBUT,,0.396,1
Mike Yastrzemski,RF,FA,,1.6,False,152,0.278,0.324,-0.056,-0.033,-0.028,0.0,0.0,False,False,0.0,DECLINE,,0.434,8
Nathan Church,CF,FA,,1.4,False,157,0.297,0.354,0.044,0.063,0.022,2.0,2.0,True,False,4.0,SUSTAINABLE,,0.354,2
Carlos Narvaez,C,FA,,1.4,False,110,0.297,0.365,-0.0,0.013,-0.0,1.0,0.0,True,False,1.0,HOT_STREAK,,0.351,3
Brady House,3B,FA,,1.3,False,177,0.319,0.417,0.035,0.032,0.019,2.0,1.0,True,False,2.0,MIXED,,0.385,2
Connor Norby,3B,FA,,1.3,False,174,0.291,0.334,-0.016,-0.056,-0.009,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.39,3
Ryan McMahon,3B,FA,,1.2,False,143,0.283,0.367,-0.04,-0.059,-0.02,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.449,10
Victor Caratini,C,FA,,1.2,False,135,0.34,0.363,0.011,0.006,0.005,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.393,10
Kody Clemens,1B,FA,,1.2,False,145,0.327,0.37,-0.007,-0.034,-0.003,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.404,5
Lourdes Gurriel Jr.,LF,FA,,1.2,False,102,0.29,0.32,-0.025,-0.018,-0.01,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.428,9
Dylan Beavers,LF,FA,,1.1,False,119,0.31,0.349,-0.037,-0.04,-0.016,1.0,2.0,False,False,1.0,HOT_STREAK,,0.389,2
Victor Scott II,CF,FA,,1.1,False,138,0.275,0.306,-0.018,-0.017,-0.009,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.324,3
Coby Mayo,1B,FA,,1.1,False,143,0.289,0.375,0.0,0.021,0.0,3.0,1.0,True,False,2.0,MIXED,,0.354,3
Leody Taveras,CF,FA,,1.1,False,135,0.326,0.345,0.09,0.036,0.043,1.0,3.0,False,True,3.0,NARROW,,0.38,7
Richie Palacios,LF,FA,,1.1,False,103,0.324,0.335,-0.037,-0.071,-0.015,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.346,5
Amed Rosario,3B,FA,,1.0,False,89,0.326,0.387,-0.006,0.01,-0.002,1.0,0.0,True,False,1.0,HOT_STREAK,,0.372,10
Bo Naylor,C,FA,,0.9,False,90,0.29,0.347,-0.005,0.016,-0.002,2.0,2.0,True,False,3.0,NARROW,,0.345,5
Masataka Yoshida,DH,FA,,0.9,False,105,0.291,0.253,-0.026,-0.076,-0.011,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.349,4
Miguel Amaya,C,FA,,0.9,False,87,0.298,0.298,0.001,-0.055,0.0,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.332,4
Patrick Bailey,C,FA,,0.8,False,105,0.282,0.33,0.016,-0.009,0.007,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.408,4
Nick Castellanos,RF,FA,,0.8,False,106,0.299,0.397,-0.003,0.033,-0.001,2.0,1.0,False,False,1.0,HOT_STREAK,,0.493,12
David Hamilton,2B,FA,,0.8,False,131,0.287,0.276,0.023,-0.032,0.011,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.348,4
Josh Lowe,RF,FA,,0.8,False,134,0.264,0.345,-0.038,-0.018,-0.018,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.43,6
Joey Ortiz,SS,FA,,0.8,False,122,0.299,0.3,0.018,0.006,0.008,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.329,4
Luisangel Acuna,2B,FA,,0.8,False,100,0.27,0.292,-0.003,-0.005,-0.001,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.385,3
Lenyn Sosa,2B,FA,,0.7,False,105,0.245,0.312,-0.083,-0.099,-0.034,0.0,2.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.411,5
Matt Wallner,RF,FA,,0.7,False,135,0.28,0.408,-0.045,0.007,-0.021,0.0,0.0,False,False,0.0,DECLINE,,0.522,5
Brice Matthews,2B,FA,,0.7,False,133,0.266,0.364,-0.035,-0.148,-0.016,1.0,3.0,False,False,1.0,HOT_STREAK,,0.512,2
Jordan Beck,LF,FA,,0.7,False,88,0.27,0.319,-0.032,-0.076,-0.012,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.394,3
Pedro Pages,C,FA,,0.7,False,118,0.274,0.326,0.007,-0.005,0.003,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.332,3
Luis Rengifo,3B,FA,,0.7,False,154,0.291,0.292,-0.012,-0.054,-0.006,1.0,2.0,False,False,1.0,HOT_STREAK,,0.351,8
Isaac Collins,LF,FA,,0.7,False,165,0.299,0.34,-0.025,-0.005,-0.013,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.345,3
Tyler O'Neill,RF,FA,,0.6,False,98,0.276,0.277,-0.087,-0.161,-0.034,0.0,3.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.541,9
Henry Davis,C,FA,,0.6,False,113,0.288,0.288,-0.014,-0.078,-0.006,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.366,4
Vaughn Grissom,2B,FA,,0.6,False,108,0.346,0.333,,,,,,,,,ROOKIE_DEBUT,,0.389,4
Edgar Quero,C,FA,,0.5,False,117,0.256,0.266,-0.034,-0.045,-0.015,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.31,2
Freddy Fermin,C,FA,,0.5,False,100,0.244,0.249,-0.037,-0.058,-0.015,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.313,5
Luis Torrens,C,FA,,0.5,False,80,0.257,0.287,-0.082,-0.107,-0.029,0.0,0.0,False,False,0.0,DECLINE,,0.402,9
Danny Jansen,C,FA,,0.5,False,118,0.266,0.26,-0.034,-0.076,-0.015,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.356,9
Kyle Higashioka,C,FA,,0.5,False,82,0.271,0.34,-0.024,-0.008,-0.009,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.412,10
Jonny DeLuca,CF,FA,,0.5,False,125,0.279,0.332,0.011,0.005,0.005,1.0,1.0,True,False,1.0,HOT_STREAK,,0.316,4
Ke'Bryan Hayes,3B,FA,,0.4,False,128,0.312,0.345,0.025,0.027,0.012,1.0,2.0,False,False,1.0,HOT_STREAK,,0.382,7
Matt Vierling,CF,FA,,0.4,False,143,0.319,0.345,-0.019,-0.062,-0.009,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.375,6
Alek Thomas,CF,FA,,0.4,False,100,0.293,0.359,-0.0,-0.009,-0.0,1.0,2.0,False,False,1.0,HOT_STREAK,,0.368,5
Wenceel Perez,RF,FA,,0.4,False,117,0.256,0.276,-0.054,-0.086,-0.023,0.0,3.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.362,3
Edouard Julien,1B,FA,,0.4,False,142,0.327,0.406,-0.004,-0.016,-0.002,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.44,4
Tyler Freeman,RF,FA,,0.4,False,116,0.329,0.33,0.003,0.006,0.001,0.0,0.0,True,False,1.0,HOT_STREAK,,0.325,5
Jake Mangum,LF,FA,,0.4,False,99,0.285,0.313,0.001,0.01,0.001,1.0,0.0,True,False,1.0,HOT_STREAK,,0.303,2
Taylor Walls,SS,FA,,0.4,False,137,0.263,0.24,-0.008,-0.054,-0.004,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.309,6
Alex Freeland,3B,FA,,0.4,False,113,0.302,0.364,0.039,0.024,0.017,2.0,2.0,True,False,3.0,NARROW,,0.364,2
Edmundo Sosa,2B,FA,,0.4,False,85,0.343,0.42,0.045,0.07,0.016,2.0,1.0,True,False,2.0,MIXED,,0.373,8
Darell Hernaiz,SS,FA,,0.4,False,100,0.27,0.256,-0.038,-0.054,-0.015,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.309,3
Ben Williamson,3B,FA,,0.3,False,128,0.318,0.334,0.044,0.016,0.02,1.0,3.0,True,False,3.0,NARROW,,0.318,2
Ty France,1B,FA,,0.3,False,82,0.373,0.436,0.045,0.077,0.016,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.37,8
Davis Schneider,LF,FA,,0.3,False,87,0.282,0.312,-0.042,-0.052,-0.015,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.377,4
Tristan Peters,CF,FA,,0.3,False,134,0.285,0.324,0.138,-0.031,0.065,1.0,3.0,False,True,3.0,NARROW,,0.354,2
Blaze Alexander,3B,FA,,0.3,False,110,0.321,0.417,0.012,0.019,0.005,2.0,1.0,True,False,2.0,MIXED,,0.398,3
Adrian Del Castillo,DH,FA,,0.3,False,114,0.251,0.338,-0.018,-0.048,-0.008,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.406,3
Tristan Gray,2B,FA,,0.3,False,85,0.334,0.446,-0.018,0.021,-0.006,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.655,4
Lane Thomas,CF,FA,,0.3,False,108,0.309,0.297,0.065,0.007,0.027,1.0,2.0,False,False,2.0,MIXED,,0.402,8
Kyle Karros,3B,FA,,0.2,False,166,0.318,0.356,0.06,0.066,0.031,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.356,2
Joc Pederson,DH,FA,,0.2,False,140,0.341,0.374,0.025,0.031,0.012,2.0,1.0,False,False,1.0,HOT_STREAK,,0.444,12
Brandon Lockridge,LF,FA,,0.2,False,97,0.279,0.322,0.007,-0.002,0.003,1.0,1.0,True,False,1.0,HOT_STREAK,,0.324,3
Michael Massey,2B,FA,,0.2,False,100,0.266,0.322,-0.0,0.025,-0.0,3.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.381,5
Drew Gilbert,RF,FA,,0.2,False,100,0.273,0.279,0.006,-0.011,0.002,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.29,2
Yoan Moncada,3B,FA,,0.2,False,130,0.269,0.331,-0.059,-0.052,-0.028,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.472,11
Dane Myers,CF,FA,,0.2,False,83,0.371,0.452,0.066,0.088,0.024,2.0,2.0,True,False,4.0,SUSTAINABLE,,0.364,4
Myles Straw,CF,FA,,0.2,False,91,0.332,0.338,0.027,0.013,0.01,2.0,3.0,True,False,3.0,NARROW,,0.328,9
David Fry,DH,FA,,0.2,False,83,0.284,0.308,0.081,0.034,0.029,1.0,3.0,False,False,2.0,MIXED,,0.371,4
Andruw Monasterio,SS,FA,,0.2,False,88,0.311,0.356,0.031,0.021,0.011,3.0,3.0,True,False,3.0,NARROW,,0.345,4
