owner,name,team,own,per_start,stuff,src,vol,inj,ret,xfp_ros,xfp_po
FA,Rich Hill,FA,0.0,5.63,,talent_prior·flat↓,,,,45.0,15.0
FA,Andrew Painter,Phi,5.2,10.74,100.0,Stuff+·vol,0.073,,,45.0,15.0
FA,Miles Mikolas,Wsh,0.5,6.73,,rp3_dd·vol,0.113,,,44.0,15.0
FA,Hunter Dobbins,StL,0.2,8.57,,rp3_dd·vol,0.089,,,44.0,15.0
FA,Josiah Gray,Wsh,0.1,8.03,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-08-07,44.0,21.0
FA,Adrian Houser,SF,0.5,8.83,89.0,Stuff+·vol,0.087,,,44.0,15.0
FA,Kendry Rojas,Min,0.1,9.41,,rp3_dd·vol,0.079,,,43.0,14.0
FA,Joe Boyle,TB,0.4,8.76,,rp3_dd·vol,0.086,,,43.0,14.0
FA,Spencer Miles,Tor,1.6,9.28,,rp3_dd·vol,0.08,,,43.0,14.0
FA,Carson Whisenhunt,SF,0.2,8.29,,rp3_dd·vol,0.09,,,43.0,14.0
FA,Sam Aldegheri,LAA,0.1,8.47,89.0,Stuff+·vol,0.089,,,43.0,14.0
FA,Andrew Morris,Min,2.1,11.09,,rp3_dd·vol,0.066,,,42.0,14.0
FA,JR Ritchie,Atl,2.3,8.09,,rp3_dd·vol,0.09,,,42.0,14.0
FA,Mike Burrows,Hou,1.9,9.74,94.0,Stuff+·vol,0.107,FIFTEEN_DAY_DL,2026-08-07,41.0,20.0
FA,Cooper Criswell,Sea,0.1,7.7,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-08-08,41.0,20.0
FA,Kodai Senga,NYM,4.9,9.34,,rp3_dd·vol,0.073,,,39.0,13.0
FA,Jose Suarez,Oak,0.1,9.14,,rp3_dd·vol,0.073,,,39.0,13.0
FA,Carlos Carrasco,Atl,0.0,4.79,,talent_prior·flat↓,,,,38.0,12.0
FA,Kris Bubic,KC,28.0,10.78,93.0,Stuff+·vol,0.097,SIXTY_DAY_DL,2026-08-10,38.0,20.0
FA,Cade Povich,Bal,0.2,7.6,,rp3_dd·vol,0.087,,,38.0,13.0
FA,Tomoyuki Sugano,Col,2.0,7.0,81.0,Stuff+·vol,0.089,FIFTEEN_DAY_DL,2026-07-18,36.0,12.0
FA,Brayan Bello,Bos,2.9,8.89,,rp3_dd·vol,0.07,,,36.0,12.0
FA,Edward Cabrera,ChC,22.0,10.52,94.0,Stuff+·vol,0.094,FIFTEEN_DAY_DL,2026-08-12,35.0,19.0
FA,Luis Gil,NYY,1.0,7.65,,talent_prior·vol,0.077,,,34.0,11.0
FA,Elmer Rodriguez,NYY,0.6,9.52,91.0,Stuff+·vol,0.061,,,34.0,11.0
FA,Chris Paddack,Tex,0.1,7.32,,rp3_dd·vol,0.081,,,34.0,11.0
FA,Chris Bassitt,Bal,3.0,9.89,96.0,Stuff+·vol,0.082,SIXTY_DAY_DL,2026-08-04,34.0,15.0
FA,Shane Smith,ChW,1.8,8.85,,rp3_dd·vol,0.064,,,32.0,11.0
FA,Hurston Waldrep,Atl,1.5,7.94,,rp3_dd·vol,0.07,,,32.0,11.0
FA,Dakota Hudson,LAA,0.0,4.08,,talent_prior·flat↓,,,,32.0,11.0
FA,Lucas Giolito,SD,1.2,7.57,87.0,Stuff+·vol,0.079,FIFTEEN_DAY_DL,2026-07-24,31.0,11.0
FA,Matt Waldron,SD,0.1,8.1,,rp3_dd·vol,0.066,,,31.0,10.0
FA,Cristian Javier,Hou,0.9,7.49,,rp3_dd·vol,0.069,,,30.0,10.0
FA,Jason Alexander,Hou,0.0,7.28,,talent_prior·vol,0.068,,,28.0,9.0
FA,Coleman Crow,Mil,0.1,7.01,,rp3_dd·vol,0.07,,,28.0,9.0
FA,Brandon Williamson,Cin,0.1,9.41,98.0,Stuff+·vol,0.065,SIXTY_DAY_DL,2026-08-01,27.0,12.0
FA,Simeon Woods Richardson,Tor,0.3,6.06,,rp3_dd·vol,0.075,,,26.0,9.0
FA,Chase Petty,Cin,0.1,7.09,,rp3_dd·vol,0.063,,,26.0,9.0
FA,Ty Blach,ChC,0,3.29,,talent_prior·flat↓,,,,26.0,9.0
FA,Sean Sullivan,Col,0.0,5.52,81.0,Stuff+·vol,0.077,,,25.0,8.0
FA,Mitch Bratt,Ari,0.2,6.12,,rp3_dd·vol,0.07,,,25.0,8.0
FA,Spencer Strider,Atl,53.2,11.34,97.0,Stuff+·vol,0.085,SIXTY_DAY_DL,2026-08-25,23.0,14.0
FA,Jesse Scholtens,TB,0.4,6.19,,talent_prior·vol,0.065,FIFTEEN_DAY_DL,2026-07-18,23.0,8.0
FA,Max Scherzer,Tor,2.0,7.68,91.0,Stuff+·vol,0.057,FIFTEEN_DAY_DL,2026-07-27,22.0,8.0
FA,Ryne Nelson,Ari,4.2,11.29,105.0,Stuff+·vol,0.105,SIXTY_DAY_DL,2026-09-01,20.0,13.0
FA,Taijuan Walker,LAA,0.1,5.71,,rp3_dd·vol,0.061,,,20.0,7.0
FA,Bailey Falter,KC,0.0,6.48,,rp3_dd·vol,0.053,,,20.0,7.0
FA,Jose Quintana,Col,0.2,6.52,80.0,Stuff+·vol,0.086,SIXTY_DAY_DL,2026-08-14,19.0,11.0
FA,Antonio Senzatela,Col,4.3,2.33,,talent_prior·flat↓,,,,18.0,6.0
FA,Braxton Garrett,Mia,0.5,7.64,,rp3_dd·vol,0.037,,,16.0,5.0
FA,Mick Abel,Min,2.3,9.88,,talent_prior·vol,0.093,SIXTY_DAY_DL,2026-09-01,16.0,10.0
FA,George Klassen,LAA,0.1,7.43,,rp3_dd·vol,0.035,,,15.0,5.0
FA,Ronel Blanco,Hou,0.6,12.12,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,12.0,7.0
FA,Luis Morales,Oak,0.1,5.84,,rp3_dd·vol,0.036,,,12.0,4.0
FA,Pablo Lopez,Min,3.0,11.46,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,12.0,7.0
FA,Corbin Burnes,Ari,4.8,12.06,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,12.0,7.0
FA,Spencer Schwellenbach,Atl,11.4,12.76,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,12.0,8.0
FA,Joe Musgrove,SD,8.2,10.81,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,11.0,7.0
FA,Justin Steele,ChC,3.0,11.35,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,11.0,7.0
FA,Kutter Crawford,Bos,0.1,9.62,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,DJ Herz,Wsh,0.1,9.6,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,Clarke Schmidt,NYY,0.5,9.64,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,Reese Olson,Det,0.3,9.73,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,Tanner Houck,Bos,0.1,9.74,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,Quinn Priester,Mil,1.2,9.47,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,9.0,6.0
FA,Alec Marsh,KC,0.0,7.79,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,8.0,5.0
FA,Tylor Megill,NYM,0.1,7.74,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,8.0,5.0
FA,Jordan Montgomery,Tex,0.2,7.79,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,8.0,5.0
FA,Bowden Francis,Tor,0.0,8.2,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,8.0,5.0
FA,David Festa,Min,0.1,8.43,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,8.0,5.0
FA,Logan Evans,Sea,0.0,7.1,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,7.0,4.0
FA,Trevor Williams,Wsh,0.0,6.61,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-12,7.0,4.0
FA,Jack Leiter,Tex,11.4,11.94,102.0,Stuff+·vol,0.093,FIFTEEN_DAY_DL,2026-09-15,5.0,3.0
FA,Bradley Blalock,Mia,0.0,0.51,,talent_prior·flat↓,,,,4.0,1.0
FA,Cole Ragans,KC,51.3,13.36,109.0,Stuff+·vol,0.099,SIXTY_DAY_DL,2027-06-01,0.0,0.0
FA,Cade Horton,ChC,7.4,9.73,,talent_prior·vol,0.086,SIXTY_DAY_DL,2027-08-01,0.0,0.0
FA,Ryan Pepiot,TB,32.2,9.86,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-02-01,0.0,0.0
FA,Chase Dollander,Col,3.0,9.11,,talent_prior·vol,0.082,SIXTY_DAY_DL,2027-04-01,0.0,0.0
FA,Jose Berrios,Tor,1.0,9.58,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-08-01,0.0,0.0
FA,Zach Eflin,Bal,0.4,9.56,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-07-01,0.0,0.0
FA,Jack Kochanowicz,LAA,0.8,10.01,95.0,Stuff+·vol,0.089,SIXTY_DAY_DL,2027-09-01,0.0,0.0
FA,Mitchell Parker,Wsh,0.1,6.5,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-09-01,0.0,0.0
FA,Ken Waldichuk,Wsh,0.0,5.93,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-06-01,0.0,0.0
