player_name,bucket,position_group,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank
Drew Gilbert,H,OF,,—,234.0,1.59,1.3170884194006618,high,1.3170884194006618,blended_xfp,hold,-0.0481,0.0106,,True,43.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=46;POWER=42;DISCIPLINE=49,-2.0,0.0,0.398,26.0,PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.295,0.327,0.032,OVERPERFORMING,,,,,0.326,0.376,OVERPERFORMING,143.0,0.344,0.263,16.3,-10.9,HOME,,,,,L21 games,21.0,1.8,2.5,0.0,52.0,-2.0,9.0,2.0,FLAT,-1.0 5.0 5.0 1.0 2.0 1.0 5.0 0.0,6.0,weekly,05-02,06-21,52.0,49.0,-3.0,AVERAGE_HITTER,CONTACT=51;POWER=46;DISCIPLINE=52,CONTACT:-2;POWER:-5;DISCIPLINE:+1,,,,,,,,,FA-H,,97
Alex Call,H,OF,,—,246.0,1.57,1.5769206920137073,high,1.5769206920137073,blended_xfp,hold,-0.0531,-0.0071,,True,39.0,SECONDARY_LEADOFF,AVG/MINUS/PLUS,TRENDING_DOWN,CONTACT=46;POWER=28;DISCIPLINE=70,-8.0,0.0,0.403,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #246); archetype OVERALL changes by >10 (currently 39); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.276,0.261,3.6,-2.1,373.0,632.0,L,0.286,0.329,0.043,OVERPERFORMING,0.299,0.385,OVERPERFORMING,44.0,0.277,0.291,ALIGNED,66.0,0.236,0.334,-17.4,16.8,AWAY,,,,,L21 games,21.0,1.1,2.0,0.0,67.0,-1.0,5.0,1.0,FLAT,-1.0 3.0 2.0 -1.0 -1.0 4.0 -1.0 0.0,6.0,weekly,05-16,06-21,51.0,48.0,-3.0,SECONDARY_LEADOFF,CONTACT=53;POWER=38;DISCIPLINE=60,CONTACT:-3;POWER:+0;DISCIPLINE:-7,,,,,,• stable (phys +0.8σ) — bat speed +1.7mph,,,FA-H,,104
Eli White,H,OF,,—,264.0,1.55,1.573018322078804,high,1.573018322078804,blended_xfp,hold,-0.06,0.0034,,True,52.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=51;POWER=55;DISCIPLINE=44,5.19,0.667,0.474,31.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #264); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.288,0.315,0.027,OVERPERFORMING,0.321,0.38,OVERPERFORMING,56.0,0.246,0.23,ALIGNED,43.0,0.258,0.31,-10.4,7.3,AWAY,,,,,L21 games,21.0,1.0,2.7,5.0,71.0,-3.0,11.0,-1.7,DOWN,2.0 11.0 0.0 0.0 1.0 -3.0 0.0 -2.0,6.0,weekly,05-09,06-21,50.0,50.0,0.0,AVERAGE_HITTER,CONTACT=50;POWER=51;DISCIPLINE=48,CONTACT:+0;POWER:+1;DISCIPLINE:+3,,,,,,• stable (phys +0.7σ) — bat speed +1.0mph,,,FA-H,,117
Hoby Milner,RP,SETUP,,—,145.0,56.5,2.362505729321145,high,2.362505729321145,blended_xfp,drop,-79.8,,,True,42.0,PITCH_TO_CONTACT_RP,MINUS/PLUS/AVG,STABLE,STUFF=33;CONTROL=66;BATTED_BALL=47,-0.5,0.333,2.13,35.0,POST_PEAK,83.4851711026616,FINESSE,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #145); archetype OVERALL changes by >10 (currently 42); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,1.6,5.8,7.0,20.0,-16.9,6.5,3.7,UP,5.2 -16.9 2.3 -0.9 3.3 2.3 3.4 5.3,6.0,weekly,04-25,06-20,37.0,45.0,8.0,GENERIC_MIDDLE,STUFF=41;CONTROL=47;BATTED_BALL=55,STUFF:+9;CONTROL:+7;BATTED_BALL:+3,,,,,,• FB velo -0.7 mph (-0.9σ) — stable,,,FA-RP,,102
Brock Burke,RP,SETUP,,—,126.0,48.2,2.892499723911372,high,2.892499723911372,blended_xfp,drop,-71.4,,,True,41.0,AVG_STUFF_WILD,AVG/MINUS/AVG,TRENDING_DOWN,STUFF=49;CONTROL=36;BATTED_BALL=45,-8.0,0.0,2.87,30.0,PEAK,91.46104347826086,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #126); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.1,2.4,7.0,20.0,-1.8,7.4,2.0,FLAT,3.3 2.3 2.3 4.5 0.3 2.3 4.3 -0.7,6.0,weekly,04-25,06-20,58.0,49.0,-9.0,GENERIC_MIDDLE,STUFF=49;CONTROL=48;BATTED_BALL=48,STUFF:-13;CONTROL:-6;BATTED_BALL:-5,,,,,,• FB velo +0.0 mph (+0.0σ) — stable,,,FA-RP,,87
Jaden Hill,RP,SETUP,,—,138.0,65.4,3.0455825736959525,low,3.0455825736959525,blended_xfp,drop,-77.0,,,True,49.0,AVG_STUFF_WILD,AVG/MINUS/AVG,TRENDING_DOWN,STUFF=57;CONTROL=38;BATTED_BALL=44,-3.0,0.0,3.18,27.0,PEAK,92.28690228690228,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #138); archetype OVERALL changes by >10 (currently 49); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.3,6.4,33.0,27.0,-14.9,9.4,4.2,UP,5.3 -14.9 3.3 -4.9 3.2 8.3 -2.8 7.2,6.0,weekly,04-25,06-20,51.0,53.0,2.0,GENERIC_MIDDLE,STUFF=55;CONTROL=49;BATTED_BALL=54,STUFF:+5;CONTROL:+1;BATTED_BALL:-5,,,,,,• FB velo +0.4 mph (+0.6σ) — stable,,,FA-RP,,97
Ryan Thompson,RP,SETUP,,—,205.0,36.8,2.7549787109194064,high,2.7549787109194064,blended_xfp,drop,-109.7,,,True,40.0,FILLER_RP,MINUS/AVG/AVG,TRENDING_DOWN,STUFF=35;CONTROL=57;BATTED_BALL=50,-7.0,0.0,1.98,34.0,POST_PEAK,86.10081967213115,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN FINESSE velo tier + declining = drop tier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.6,1.9,0.0,7.0,-1.7,5.3,1.3,DOWN,3.2 4.5 4.5 3.3 4.4 2.2 3.3 -1.7,6.0,weekly,04-25,06-20,42.0,43.0,1.0,FILLER_RP,STUFF=36;CONTROL=48;BATTED_BALL=58,STUFF:+0;CONTROL:+4;BATTED_BALL:+1,,,,,,• FB velo -0.5 mph (-0.7σ) — stable,,,FA-RP,,130
Isaac Mattson,RP,SETUP,,—,198.0,57.3,2.8030649724264523,high,2.8030649724264523,blended_xfp,drop,-104.5,,,True,35.0,LIGHT_USE_MIDDLE,AVG/AVG/MINUS,TRENDING_DOWN,STUFF=43;CONTROL=41;BATTED_BALL=30,-9.0,0.0,2.6,31.0,POST_PEAK,91.777,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #198); archetype OVERALL changes by >10 (currently 35); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.0,5.0,7.0,13.0,-12.8,6.3,2.3,FLAT,4.1 -12.8 4.1 -5.9 5.4 1.3 3.4 2.3,6.0,weekly,04-25,06-20,38.0,41.0,3.0,LIGHT_USE_MIDDLE,STUFF=40;CONTROL=47;BATTED_BALL=30,STUFF:+6;CONTROL:-3;BATTED_BALL:-1,,,,,,• FB velo -0.1 mph (-0.1σ) — stable,,,FA-RP,,128
John King,RP,SETUP,,—,80.0,64.3,2.370214016437546,high,2.370214016437546,blended_xfp,drop,-46.0,,,True,48.0,COMMAND_MIDDLE,AVG/PLUS/AVG,CAREER_LOW,STUFF=41;CONTROL=62;BATTED_BALL=50,0.0,0.0,2.56,32.0,POST_PEAK,84.93693045563549,FINESSE,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.2,3.1,0.0,13.0,-6.7,5.5,3.7,UP,5.5 1.2 4.3 -1.8 4.3 4.3 3.4 3.4,6.0,weekly,04-25,06-20,56.0,50.0,-6.0,GENERIC_MIDDLE,STUFF=50;CONTROL=46;BATTED_BALL=59,STUFF:-12;CONTROL:+6;BATTED_BALL:-4,,,,,,"🔻 FB velo -2.5 mph (-3.3σ) — velo decline/health watch, results diverging (tool moved, results hasn't)",,,FA-RP,,46
Nick Loftin,H,1B/3B,,—,187.0,1.67,1.6445864032536035,high,1.6445864032536035,blended_xfp,hold,-0.0495,0.0028,,True,53.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=55;POWER=45;DISCIPLINE=62,4.5,0.667,0.534,28.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #187); archetype OVERALL changes by >10 (currently 53); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.322,0.345,0.023,OVERPERFORMING,0.333,0.332,ALIGNED,67.0,0.311,0.357,OVERPERFORMING,73.0,0.31,0.334,-3.6,3.8,AWAY,,,,,L21 games,21.0,2.0,2.2,0.0,43.0,-2.0,6.0,4.0,UP,0.0 0.0 3.0 2.0 1.0 5.0 1.0 6.0,6.0,weekly,05-16,06-21,54.0,53.0,-1.0,BALANCED_EYE,CONTACT=54;POWER=49;DISCIPLINE=60,CONTACT:-3;POWER:+3;DISCIPLINE:-4,,,,,,• stable (phys -0.5σ) — bat speed -1.0mph,,,FA-H,,69
John Schreiber,RP,SETUP,36.0,36,110.0,66.7,2.6282321019851387,high,2.6282321019851387,blended_xfp,drop,-64.5,,,True,40.0,FILLER_RP,MINUS/AVG/AVG,STABLE,STUFF=37;CONTROL=53;BATTED_BALL=50,-0.5,0.2,2.38,32.0,POST_PEAK,88.99650924024641,BALANCED,FADE — PL chasing outcomes,FADE,pl_outcome_chase,0.5,2.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #36 but model #110 and archetype OVERALL 40 (FILLER_RP) — process doesn't support PL rank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.5,1.3,0.0,0.0,1.1,5.3,3.7,FLAT,1.1 2.3 3.3 5.2 4.3 4.5 2.3 4.3,6.0,weekly,04-25,06-20,35.0,46.0,11.0,GENERIC_MIDDLE,STUFF=40;CONTROL=52;BATTED_BALL=54,STUFF:+16;CONTROL:+5;BATTED_BALL:+0,,,,,,• FB velo -0.5 mph (-0.6σ) — stable,,,FA-RP,,74
Randal Grichuk,H,OF,,UR,89.0,1.9,1.9373224271411926,high,1.9373224271411926,blended_xfp,hold,0.0417,-0.0088,,True,67.0,CONTACT_POWER,PLUS/PLUS/AVG,STABLE,CONTACT=61;POWER=71;DISCIPLINE=40,-0.0,0.818,0.491,35.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #89); archetype OVERALL changes by >10 (currently 67); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.336,0.216,29.2,-17.0,1185.0,2030.0,L,0.377,0.348,-0.029,UNDERPERFORMING,0.434,0.431,ALIGNED,70.0,0.282,0.206,UNDERPERFORMING,41.0,0.447,0.32,18.5,-15.2,HOME,,,,,L21 games,21.0,1.8,3.7,5.0,57.0,-3.0,12.0,2.0,FLAT,1.0 2.0 -1.0 2.0 -3.0 8.0 -1.0 -1.0,6.0,weekly,05-16,06-21,58.0,58.0,0.0,POWER_HITTER,CONTACT=55;POWER=66;DISCIPLINE=44,CONTACT:+0;POWER:-2;DISCIPLINE:+2,,,,,,• stable (phys -0.6σ) — bat speed -0.5mph,,,FA-H,,16
Myles Straw,H,OF,,—,245.0,1.58,1.7465702514361114,high,1.7465702514361114,blended_xfp,hold,-0.0517,-0.011,,True,49.0,GENERIC_NO_POWER,AVG/MINUS/AVG,TRENDING_UP,CONTACT=56;POWER=39;DISCIPLINE=47,3.07,0.833,0.474,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #245); archetype OVERALL changes by >10 (currently 49); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.186,0.214,-9.3,4.2,677.0,1516.0,R,0.312,0.3,-0.012,ALIGNED,0.3,0.288,ALIGNED,78.0,0.329,0.317,ALIGNED,56.0,0.294,0.329,-5.9,5.2,AWAY,,,,,L21 games,21.0,0.7,1.9,0.0,76.0,-2.0,5.0,2.0,UP,0.0 4.0 4.0 -2.0 0.0 2.0 1.0 3.0,6.0,weekly,05-02,06-21,55.0,51.0,-4.0,AVERAGE_HITTER,CONTACT=54;POWER=43;DISCIPLINE=58,CONTACT:-4;POWER:-7;DISCIPLINE:+0,,,,,,• stable (phys +1.0σ) — bat speed +2.0mph,,,FA-H,,103
Greg Weissert,RP,SETUP,,—,143.0,61.4,3.433663319992499,high,3.433663319992499,blended_xfp,drop,-78.0,,,True,48.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_UP,STUFF=44;CONTROL=59;BATTED_BALL=46,3.0,0.667,2.89,31.0,POST_PEAK,90.04728370221328,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #143); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.9,2.7,13.0,7.0,-2.7,8.5,2.6,FLAT,3.3 8.5 0.1 2.1 4.4 3.3 0.3 4.3,6.0,weekly,04-25,06-20,53.0,50.0,-3.0,GENERIC_MIDDLE,STUFF=46;CONTROL=54;BATTED_BALL=56,STUFF:-6;CONTROL:+0;BATTED_BALL:+4,,,,,,• FB velo -0.2 mph (-0.2σ) — stable,,,FA-RP,,101
Jonathan Loáisiga,RP,SETUP,,—,128.0,66.1,3.3535945345826694,high,3.3535945345826694,blended_xfp,drop,-71.8,,,True,50.0,GENERIC_MIDDLE,AVG/AVG/AVG,CAREER_LOW,STUFF=45;CONTROL=58;BATTED_BALL=52,-0.38,0.0,2.76,32.0,POST_PEAK,93.70952380952382,POWER,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.2,2.6,0.0,20.0,-4.7,5.3,4.7,UP,-0.9 -4.7 2.1 3.3 -0.7 4.3 5.3 4.4,6.0,weekly,04-25,06-20,53.0,49.0,-4.0,SOFT_GB_INNINGS_EATER,STUFF=38;CONTROL=64;BATTED_BALL=60,STUFF:-8;CONTROL:-1;BATTED_BALL:+3,,,,,,• FB velo +0.5 mph (+0.7σ) — stable,,,FA-RP,,89
Dylan Dodd,RP,SETUP,,—,114.0,88.1,3.3282390479132022,high,3.3282390479132022,blended_xfp,drop,-65.1,,,True,74.0,ELITE_CLOSER_STUFF,PLUS/PLUS/PLUS,CAREER_LOW,STUFF=63;CONTROL=66;BATTED_BALL=62,,0.0,3.5,27.0,PEAK,88.98619402985075,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,12.0,5.0,4.7,25.0,0.0,0.3,15.9,2.8,DOWN,1.2 5.3 1.3 4.3 7.3 4.5 2.3 1.6,4.0,weekly,05-30,06-20,55.0,51.0,-4.0,GENERIC_MIDDLE,STUFF=52;CONTROL=52;BATTED_BALL=43,STUFF:+3;CONTROL:-14;BATTED_BALL:-9,,,,,,• FB velo +0.1 mph (+0.1σ) — stable,,,FA-RP,,77
Brant Hurter,RP,SETUP,,—,181.0,59.6,3.174627702918056,high,3.174627702918056,blended_xfp,drop,-94.2,,,True,41.0,LOW_K_GB_BULK,MINUS/AVG/PLUS,TRENDING_DOWN,STUFF=37;CONTROL=45;BATTED_BALL=67,-8.0,0.0,2.25,28.0,PEAK,88.95,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #181); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.1,4.4,20.0,13.0,-7.9,10.0,-0.0,DOWN,10.0 3.2 1.5 4.4 -1.8 -7.9 3.4 4.4,6.0,weekly,04-25,06-20,44.0,46.0,2.0,BULK_GB_RP,STUFF=40;CONTROL=46;BATTED_BALL=65,STUFF:+4;CONTROL:-6;BATTED_BALL:+5,,,,,,• FB velo -0.1 mph (-0.1σ) — stable,,,FA-RP,,125
Dane Myers,H,OF,,—,287.0,1.51,1.2163616913861706,high,1.2163616913861706,blended_xfp,hold,-0.0702,-0.0169,,True,57.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=58;POWER=48;DISCIPLINE=63,5.0,0.667,0.465,30.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #287); archetype OVERALL changes by >10 (currently 57); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.376,0.36,-0.016,ALIGNED,0.376,0.357,ALIGNED,71.0,0.376,0.365,ALIGNED,46.0,0.358,0.391,-4.8,3.9,AWAY,,,,,L21 games,21.0,1.6,2.1,0.0,52.0,-1.0,7.0,0.7,FLAT,4.0 1.0 1.0 0.0 2.0 -1.0 0.0 3.0,6.0,weekly,05-02,06-21,58.0,56.0,-2.0,BALANCED_EYE,CONTACT=58;POWER=50;DISCIPLINE=62,CONTACT:-5;POWER:+2;DISCIPLINE:-7,,,,,,• stable (phys +0.3σ) — bat speed +1.5mph,,,FA-H,,127
Chase Silseth,RP,SETUP,,—,140.0,52.8,4.03777553271942,low,4.03777553271942,blended_xfp,drop,-77.1,,,True,50.0,WILD_FIREBALLER_RP,PLUS/MINUS/AVG,CAREER_LOW,STUFF=60;CONTROL=37;BATTED_BALL=41,,0.0,3.28,26.0,PEAK,91.9724609375,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.2,2.0,13.0,7.0,-1.7,6.3,2.3,FLAT,3.3 3.3 1.3 6.3 2.2 4.3 -1.7 4.3,6.0,weekly,04-25,06-20,52.0,54.0,2.0,GENERIC_MIDDLE,STUFF=58;CONTROL=47;BATTED_BALL=50,STUFF:-1;CONTROL:+8;BATTED_BALL:-3,,,,,,• FB velo +0.7 mph (+1.0σ) — stable,,,FA-RP,,99
Cole Winn,RP,SETUP,,—,127.0,83.9,2.9930580622140566,high,2.9930580622140566,blended_xfp,drop,-71.5,,,True,55.0,LIGHT_USE_MIDDLE,AVG/AVG/MINUS,TRENDING_UP,STUFF=57;CONTROL=53;BATTED_BALL=38,11.0,0.5,3.0,27.0,PEAK,90.66556962025317,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #127); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,1.5,2.7,0.0,27.0,-4.9,4.3,1.2,FLAT,1.3 4.3 -4.9 2.2 4.3 -1.8 4.3 1.2,6.0,weekly,04-25,06-20,54.0,51.0,-3.0,GENERIC_MIDDLE,STUFF=50;CONTROL=56;BATTED_BALL=47,STUFF:-8;CONTROL:+6;BATTED_BALL:+1,,,,,,• FB velo -0.8 mph (-1.1σ) — stable,,,FA-RP,,88
Evan Sisk,RP,SETUP,,—,90.0,57.3,3.063425617480044,low,3.063425617480044,blended_xfp,drop,-51.9,,,True,47.0,GENERIC_MIDDLE,AVG/AVG/AVG,CAREER_LOW,STUFF=44;CONTROL=55;BATTED_BALL=48,,0.0,2.38,29.0,PEAK,84.76576728499157,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.3,3.6,27.0,13.0,-4.8,7.6,4.4,UP,4.4 5.5 2.1 -4.8 2.3 4.3 1.3 7.6,6.0,weekly,04-25,06-20,47.0,46.0,-1.0,GENERIC_MIDDLE,STUFF=46;CONTROL=42;BATTED_BALL=55,STUFF:-4;CONTROL:+4;BATTED_BALL:+1,,,,,,• FB velo +1.0 mph (+1.3σ) — stable,,,FA-RP,,56
Tim Mayza,RP,SETUP,,—,78.0,79.4,3.043643548903005,high,3.043643548903005,blended_xfp,drop,-45.0,,,True,55.0,GB_INNINGS_EATER,AVG/PLUS/PLUS,TRENDING_UP,STUFF=45;CONTROL=64;BATTED_BALL=60,3.57,0.429,3.39,34.0,POST_PEAK,91.83799582463466,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #78); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.3,2.5,13.0,7.0,-0.6,8.6,4.0,FLAT,1.2 6.6 3.3 1.2 4.3 0.1 3.3 8.6,6.0,weekly,04-25,06-20,50.0,54.0,4.0,COMMAND_MIDDLE,STUFF=48;CONTROL=62;BATTED_BALL=57,STUFF:+2;CONTROL:+8;BATTED_BALL:+0,,,,,,• FB velo +0.7 mph (+0.9σ) — stable,,,FA-RP,,44
Juan Mejia,RP,CLOSER,,—,87.0,103.4,3.2264857852975095,high,3.2264857852975095,blended_xfp,drop,-50.9,,,True,51.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_DOWN,STUFF=56;CONTROL=41;BATTED_BALL=50,-5.0,0.0,3.17,26.0,PEAK,91.80610119047618,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #87); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,0.6,5.3,7.0,40.0,-8.9,8.3,-0.7,DOWN,-5.8 3.3 -8.9 3.3 5.3 5.4 0.1 -7.5,6.0,weekly,04-25,06-20,50.0,52.0,2.0,GENERIC_MIDDLE,STUFF=54;CONTROL=48;BATTED_BALL=55,STUFF:+8;CONTROL:-9;BATTED_BALL:+3,,,,,,• FB velo +0.6 mph (+0.8σ) — stable,,,FA-RP,,53
