player_name,bucket,position_group,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank
Miguel Andujar,H,1B/3B,,UR,111.0,1.85,1.7996128549536659,high,1.7996128549536659,blended_xfp,hold,0.0,-0.0013,,True,50.0,AVG_HACKER,AVG/AVG/MINUS,STABLE,CONTACT=54;POWER=48;DISCIPLINE=35,0.5,0.333,0.492,31.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #111); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.324,0.303,4.7,-1.9,491.0,1216.0,L,0.295,0.312,0.017,ALIGNED,0.288,0.295,ALIGNED,59.0,0.298,0.32,OVERPERFORMING,136.0,0.298,0.292,1.1,-1.1,HOME,,,,,L21 games,21.0,1.2,2.6,0.0,62.0,-2.0,8.0,0.3,FLAT,3.0 1.0 -1.0 0.0 1.0 1.0 0.0 0.0,6.0,weekly,04-25,06-21,51.0,51.0,0.0,AVERAGE_HITTER,CONTACT=53;POWER=50;DISCIPLINE=40,CONTACT:-3;POWER:+5;DISCIPLINE:-2,,,,,,• stable (phys -0.3σ) — bat speed -1.4mph,,,FA-H,,22
Nathaniel Lowe,H,1B/3B,,UR,71.0,1.95,1.9269918689561747,high,1.9269918689561747,blended_xfp,hold,-0.0185,-0.0208,,True,62.0,POWER_HITTER,AVG/PLUS/AVG,TRENDING_UP,CONTACT=59;POWER=61;DISCIPLINE=50,4.5,0.857,0.491,31.0,POST_PEAK,,,BUY — process upgrade,BUY,process_upgrade,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype POWER_HITTER OVERALL 62 TRENDING_UP; ranked top-80 by at least one outcome lens. Process leads the outcomes.,,,,,,,0.208,0.263,-15.8,6.5,980.0,2374.0,R,0.377,0.382,0.005,ALIGNED,,,,,0.391,0.407,ALIGNED,170.0,0.405,0.354,7.5,-6.0,HOME,,,,,L21 games,21.0,1.2,2.3,0.0,57.0,-1.0,6.0,1.7,FLAT,1.0 -1.0 5.0 -1.0 1.0 -1.0 4.0 2.0,6.0,weekly,05-02,06-21,62.0,57.0,-5.0,AVERAGE_HITTER,CONTACT=56;POWER=59;DISCIPLINE=58,CONTACT:-2;POWER:-12;DISCIPLINE:+1,,,,,,"🔺 breakout watch (phys +1.4σ) — bat speed +1.7mph, intent +2.1σ; contact confirming",,,FA-H,,11
Michael Lorenzen,SP,SP,,—,213.0,7.782900068202629,9.63532627689495,high,9.63532627689495,blended_xfp,drop,-3.787,4.613,,True,41.0,PURE_CONTROL,AVG/AVG/PLUS,STABLE,STUFF=40;MOVEMENT=40;CONTROL=61,0.5,0.333,8.21,34.0,POST_PEAK,87.73170731707317,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #213); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,STABLE,,0.19021274269273647,,-0.7687118320610722,0.402,0.317,12.1,-11.7,180.0,186.0,L,0.362,0.413,0.051,UNDERPERFORMING,0.402,0.47,UNDERPERFORMING,180.0,0.322,0.358,UNDERPERFORMING,184.0,0.353,0.371,-2.5,2.5,AWAY,DECAY,-0.087,-0.238,-0.326,L8 starts,8.0,4.4,9.5,0.0,50.0,-12.0,17.5,12.2,UP,10.5 -3.6 2.5 1.1 -12.0 17.5 12.5 6.6,6.0,per_start,#3,#16,50.0,47.0,-3.0,AVERAGE_4_5,STUFF=41;MOVEMENT=58;CONTROL=44,STUFF:-1;MOVEMENT:+1;CONTROL:-16,88.0,8.71,7.0,35.0,RISKY,• FB velo +0.3 mph (+0.4σ) — stable,43.0,BELOW_AVG,FA-SP,,63
Jorge Mateo,H,2B/SS,,—,258.0,1.56,1.4685042555853578,high,1.4685042555853578,blended_xfp,hold,-0.0768,-0.0196,,True,53.0,AVG_HACKER,AVG/AVG/MINUS,TRENDING_UP,CONTACT=52;POWER=59;DISCIPLINE=32,3.07,0.8,0.479,31.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #258); archetype OVERALL changes by >10 (currently 53); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.174,0.113,28.7,-16.2,500.0,883.0,L,0.341,0.341,0.0,ALIGNED,0.34,0.322,ALIGNED,43.0,0.341,0.353,ALIGNED,64.0,0.251,0.386,-26.2,13.3,AWAY,,,,,L21 games,21.0,1.7,2.7,0.0,52.0,-2.0,6.0,0.0,DOWN,0.0 3.0 -1.0 -1.0 0.0 0.0 1.0 -1.0,6.0,weekly,05-09,06-21,53.0,54.0,1.0,AVERAGE_HITTER,CONTACT=55;POWER=56;DISCIPLINE=42,CONTACT:+2;POWER:+0;DISCIPLINE:+3,,,,,,,,,FA-H,,114
Joe Mack,H,C,,—,229.0,1.59,1.6844347369997406,low,1.6844347369997406,blended_xfp,drop,-0.1156,0.0306,,True,45.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=46;POWER=46;DISCIPLINE=51,,0.0,0.329,,,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.315,0.316,0.001,ALIGNED,,,,,0.319,0.3,ALIGNED,93.0,0.269,0.366,-14.5,16.3,AWAY,,,,,L21 games,21.0,2.0,3.5,5.0,57.0,-2.0,12.0,0.3,DOWN,-1.0 0.0 7.0 3.0 12.0 0.0 2.0 -1.0,6.0,weekly,05-23,06-21,46.0,52.0,6.0,AVERAGE_HITTER,CONTACT=53;POWER=50;DISCIPLINE=52,CONTACT:+5;POWER:+8;DISCIPLINE:-2,,,,,,,,,FA-H,,94
Rhys Hoskins,H,1B/3B,,—,359.0,1.39,1.8555456023849783,high,1.8555456023849783,blended_xfp,drop,-0.1783,-0.0121,,True,38.0,PATIENT_K,MINUS/AVG/PLUS,TRENDING_DOWN,CONTACT=29;POWER=53;DISCIPLINE=64,-6.0,0.0,0.392,33.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #359); archetype OVERALL changes by >10 (currently 38); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.34,0.259,21.2,-7.8,899.0,2426.0,L,0.289,0.304,0.015,ALIGNED,0.292,0.277,ALIGNED,79.0,0.288,0.319,OVERPERFORMING,140.0,0.328,0.26,13.3,-10.0,HOME,,,,,L21 games,21.0,0.9,3.1,5.0,62.0,-3.0,10.0,0.7,FLAT,3.0 -2.0 0.0 -3.0 0.0 6.0 -3.0 -1.0,6.0,weekly,04-25,06-21,51.0,51.0,0.0,BALANCED_EYE,CONTACT=46;POWER=55;DISCIPLINE=64,CONTACT:-3;POWER:+5;DISCIPLINE:+0,,,,,,• stable (phys +0.8σ) — bat speed +1.9mph,,,FA-H,,156
Wade Meckler,H,,,—,331.0,1.45,1.691640392730741,low,1.691640392730741,blended_xfp,hold,-0.0109,-0.0095,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #331); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.332,0.366,0.034,OVERPERFORMING,,,,,0.345,0.404,OVERPERFORMING,78.0,0.409,0.29,23.0,-12.7,HOME,,,,,L21 games,21.0,1.8,3.9,10.0,62.0,-2.0,12.0,0.7,DOWN,-1.0 1.0 2.0 -1.0 1.0 1.0 2.0 -1.0,3.0,weekly,06-13,06-21,54.0,52.0,-2.0,AVERAGE_HITTER,CONTACT=54;POWER=48;DISCIPLINE=54,CONTACT:-2;POWER:-4;DISCIPLINE:+0,,,,,,,,,FA-H,,145
Jose Ferrer,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA-RP,False,1
Garrett Cleavinger,RP,SETUP,,—,96.0,82.6,3.441688762313964,high,3.441688762313964,blended_xfp,drop,-55.0,,,True,45.0,LIGHT_USE_MIDDLE,AVG/AVG/MINUS,STABLE,STUFF=51;CONTROL=43;BATTED_BALL=38,-2.0,0.25,2.91,32.0,POST_PEAK,89.48098159509202,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #96); archetype OVERALL changes by >10 (currently 45); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.5,3.9,27.0,20.0,-3.9,9.6,5.0,UP,-0.7 6.3 5.3 -3.9 6.2 5.3 5.3 4.3,6.0,weekly,05-09,06-20,45.0,49.0,4.0,GENERIC_MIDDLE,STUFF=52;CONTROL=45;BATTED_BALL=44,STUFF:+4;CONTROL:+5;BATTED_BALL:+3,,,,,,• FB velo -0.8 mph (-1.1σ) — stable,,,FA-RP,,62
Kyle Isbel,H,OF,,—,262.0,1.55,1.4531584257045935,high,1.4531584257045935,blended_xfp,hold,-0.0596,0.0034,,True,41.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=46;POWER=41;DISCIPLINE=41,-1.5,0.2,0.398,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #262); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.055,0.217,-70.6,15.5,271.0,1238.0,R,0.281,0.3,0.019,ALIGNED,,,,,0.287,0.331,OVERPERFORMING,143.0,0.28,0.282,-0.4,0.3,AWAY,,,,,L21 games,21.0,0.5,1.3,0.0,71.0,-2.0,3.0,0.3,FLAT,2.0 -1.0 -1.0 0.0 3.0 1.0 -2.0 2.0,6.0,weekly,04-25,06-21,52.0,49.0,-3.0,AVERAGE_HITTER,CONTACT=52;POWER=45;DISCIPLINE=45,CONTACT:-2;POWER:-7;DISCIPLINE:+1,,,,,,• stable (phys +0.7σ) — bat speed +1.3mph,,,FA-H,,116
Mike Yastrzemski,H,OF,,—,227.0,1.59,1.5843071316260382,high,1.5843071316260382,blended_xfp,hold,-0.0472,0.0011,,True,41.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=41;POWER=45;DISCIPLINE=50,-4.5,0.0,0.389,36.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #227); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.123,0.291,-51.7,14.4,636.0,2278.0,R,0.29,0.312,0.022,OVERPERFORMING,,,,,0.297,0.323,OVERPERFORMING,180.0,0.305,0.276,5.3,-4.7,HOME,,,,,L21 games,21.0,1.0,2.1,0.0,67.0,-2.0,6.0,1.3,FLAT,-1.0 0.0 0.0 -1.0 1.0 -2.0 0.0 6.0,6.0,weekly,04-25,06-21,47.0,51.0,4.0,AVERAGE_HITTER,CONTACT=51;POWER=49;DISCIPLINE=54,CONTACT:+3;POWER:+5;DISCIPLINE:+4,,,,,,• stable (phys -0.3σ) — bat speed -0.2mph,,,FA-H,,93
David Hamilton,H,1B/3B,,—,291.0,1.51,1.8083325899727793,high,1.8083325899727793,blended_xfp,drop,-0.0967,0.002,,True,37.0,GENERIC_NO_POWER,AVG/MINUS/AVG,TRENDING_DOWN,CONTACT=41;POWER=38;DISCIPLINE=43,-3.5,0.0,0.424,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #291); archetype OVERALL changes by >10 (currently 37); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.281,0.309,0.028,OVERPERFORMING,,,,,0.287,0.312,OVERPERFORMING,162.0,0.241,0.322,-14.1,14.8,AWAY,,,,,L21 games,21.0,1.5,3.2,0.0,67.0,-2.0,8.0,2.0,FLAT,-1.0 1.0 -2.0 0.0 0.0 -1.0 3.0 4.0,6.0,weekly,04-25,06-21,47.0,49.0,2.0,AVERAGE_HITTER,CONTACT=51;POWER=44;DISCIPLINE=52,CONTACT:+0;POWER:+7;DISCIPLINE:-4,,,,,,• stable (phys -0.5σ) — bat speed -0.4mph,,,FA-H,,129
Taylor Clarke,RP,SETUP,,—,101.0,54.0,2.9123684521786806,high,2.9123684521786806,blended_xfp,drop,-58.9,,,True,50.0,COMMAND_MIDDLE,AVG/PLUS/AVG,STABLE,STUFF=44;CONTROL=60;BATTED_BALL=50,-0.0,0.2,2.74,33.0,POST_PEAK,91.28440366972475,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #101); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.8,2.6,0.0,7.0,-4.8,5.6,3.7,FLAT,2.3 5.3 2.3 4.3 -4.8 5.6 5.3 0.3,6.0,weekly,04-25,06-20,48.0,48.0,0.0,COMMAND_MIDDLE,STUFF=40;CONTROL=60;BATTED_BALL=56,STUFF:+8;CONTROL:-7;BATTED_BALL:-11,,,,,,• FB velo +0.3 mph (+0.4σ) — stable,,,FA-RP,,67
Jose Fernandez,H,1B/3B,,—,176.0,1.69,1.6869709631913288,low,1.6869709631913288,blended_xfp,drop,-0.0921,0.0099,,True,39.0,AVG_HACKER,AVG/AVG/MINUS,CAREER_LOW,CONTACT=45;POWER=41;DISCIPLINE=27,,0.0,0.441,23.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.277,0.311,0.034,OVERPERFORMING,0.306,0.267,UNDERPERFORMING,49.0,0.265,0.329,OVERPERFORMING,123.0,0.292,0.262,5.7,-5.1,HOME,,,,,L21 games,21.0,0.8,1.7,0.0,76.0,-1.0,6.0,0.7,FLAT,0.0 6.0 -1.0 0.0 -1.0 1.0 0.0 1.0,6.0,weekly,04-25,06-21,52.0,49.0,-3.0,AVERAGE_HITTER,CONTACT=52;POWER=46;DISCIPLINE=42,CONTACT:-2;POWER:-5;DISCIPLINE:+0,,,,,,,,,FA-H,,63
Orion Kerkering,RP,SETUP,,—,70.0,81.2,3.4882250341881638,high,3.4882250341881638,blended_xfp,drop,-39.6,,,True,44.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_DOWN,STUFF=46;CONTROL=49;BATTED_BALL=41,-6.5,0.333,3.21,25.0,PRE_PEAK,92.21383399209486,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #70); archetype OVERALL changes by >10 (currently 44); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.5,3.4,33.0,13.0,-2.9,8.3,2.3,DOWN,1.3 4.3 2.3 3.3 6.4 3.3 -0.7 4.3,6.0,weekly,04-25,06-20,43.0,51.0,8.0,GENERIC_MIDDLE,STUFF=50;CONTROL=50;BATTED_BALL=55,STUFF:+9;CONTROL:+6;BATTED_BALL:+7,,,,,,• FB velo -0.2 mph (-0.2σ) — stable,,,FA-RP,,37
Tyler Alexander,RP,SETUP,,—,118.0,68.2,2.97603878302398,high,2.97603878302398,blended_xfp,drop,-67.1,,,True,40.0,FILLER_RP,MINUS/AVG/AVG,TRENDING_DOWN,STUFF=31;CONTROL=59;BATTED_BALL=58,-3.57,0.0,2.11,32.0,POST_PEAK,86.740756302521,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN FINESSE velo tier + declining = drop tier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,1.5,3.7,13.0,33.0,-4.9,7.5,1.0,FLAT,-2.9 2.2 -4.9 6.3 2.3 0.3 3.6 -0.9,6.0,weekly,04-25,06-20,44.0,44.0,0.0,LOW_K_GB_BULK,STUFF=38;CONTROL=46;BATTED_BALL=65,STUFF:+2;CONTROL:-2;BATTED_BALL:-3,,,,,,• FB velo +0.5 mph (+0.6σ) — stable,,,FA-RP,,81
Tristan Peters,H,OF,,—,189.0,1.67,1.6846695277514996,low,1.6846695277514996,blended_xfp,hold,-0.0247,0.0071,,True,46.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=47;POWER=45;DISCIPLINE=53,,0.0,0.477,26.0,PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.307,0.363,0.056,OVERPERFORMING,,,,,0.321,0.391,OVERPERFORMING,184.0,0.321,0.293,4.8,-4.4,HOME,,,,,L21 games,21.0,2.7,2.8,0.0,33.0,-1.0,7.0,1.7,FLAT,6.0 -1.0 2.0 1.0 2.0 -1.0 0.0 6.0,6.0,weekly,04-25,06-21,47.0,50.0,3.0,AVERAGE_HITTER,CONTACT=54;POWER=46;DISCIPLINE=47,CONTACT:+2;POWER:+6;DISCIPLINE:+3,,,,,,,,,FA-H,,71
Joc Pederson,H,1B/3B,,UR,136.0,1.79,1.7589005081340892,high,1.7589005081340892,blended_xfp,hold,-0.0643,-0.0075,,True,55.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=51;POWER=57;DISCIPLINE=56,-5.0,0.364,0.481,34.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #136); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.159,0.337,-49.2,7.2,389.0,2662.0,R,0.347,0.338,-0.009,ALIGNED,,,,,0.341,0.33,ALIGNED,214.0,0.348,0.346,0.3,-0.3,HOME,,,,,L21 games,21.0,1.8,3.1,0.0,57.0,-3.0,9.0,-0.3,DOWN,-1.0 0.0 8.0 1.0 -3.0 1.0 -2.0 0.0,6.0,weekly,04-25,06-21,49.0,53.0,4.0,AVERAGE_HITTER,CONTACT=50;POWER=57;DISCIPLINE=57,CONTACT:+2;POWER:+10;DISCIPLINE:-3,,,,,,"🔻 decline watch (phys -1.2σ) — bat speed -2.1mph, intent -1.6σ; contact diverging (tool moved, contact hasn't)",,,FA-H,,35
Esteury Ruiz,H,OF,,—,220.0,1.61,1.735044933398314,high,1.735044933398314,blended_xfp,hold,-0.0424,0.0215,,True,41.0,GENERIC_NO_POWER,AVG/MINUS/AVG,CAREER_LOW,CONTACT=47;POWER=35;DISCIPLINE=51,,0.0,0.469,24.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.312,0.388,0.076,OVERPERFORMING,0.323,0.449,OVERPERFORMING,43.0,0.3,0.328,OVERPERFORMING,44.0,0.283,0.351,-9.4,12.6,AWAY,,,,,L21 games,21.0,2.0,3.2,0.0,43.0,-3.0,8.0,2.3,FLAT,2.0 3.0 -1.0 6.0 6.0 4.0 3.0 0.0,4.0,weekly,06-06,06-21,50.0,53.0,3.0,AVERAGE_HITTER,CONTACT=50;POWER=58;DISCIPLINE=50,CONTACT:+5;POWER:+0;DISCIPLINE:-2,,,,,,,,,FA-H,,90
Brandon Sproat,SP,SP,,—,176.0,8.476399512499714,11.231469355978621,low,11.231469355978621,blended_xfp,drop,-3.093,0.736,0.5527199462726664,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #176); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,RISING,,3.122814189919964,0.1393879922813568,,0.336,0.342,-0.9,0.9,143.0,133.0,R,0.352,0.373,0.021,UNDERPERFORMING,0.348,0.378,UNDERPERFORMING,139.0,0.357,0.367,ALIGNED,130.0,0.337,0.367,-4.2,4.3,AWAY,,,,,L8 starts,8.0,7.6,5.1,0.0,25.0,0.3,15.8,8.5,FLAT,13.2 9.6 7.4 5.2 0.3 3.5 15.8 6.1,6.0,per_start,#3,#14,39.0,52.0,13.0,WILD_MID,STUFF=52;MOVEMENT=58;CONTROL=36,STUFF:+18;MOVEMENT:+5;CONTROL:+16,99.3,11.25,43.0,28.0,MODERATE,• FB velo +0.4 mph (+0.5σ) — stable,49.0,BELOW_AVG,FA-SP,,47
Brandon Pfaadt,SP,SP,,—,189.0,8.24,10.568467728154246,high,10.568467728154246,blended_xfp,il,-3.329,0.0,,True,45.0,PURE_CONTROL,AVG/AVG/PLUS,CAREER_LOW,STUFF=44;MOVEMENT=41;CONTROL=65,0.0,0.0,10.24,27.0,PEAK,89.38449161246149,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,0.364,0.34,3.2,-3.7,92.0,79.0,L,0.353,0.363,0.01,ALIGNED,0.364,0.404,UNDERPERFORMING,92.0,0.34,0.316,OVERPERFORMING,79.0,0.326,0.392,-7.7,11.2,AWAY,STEEP_DECAY,-0.192,-0.214,-0.406,L8 starts,3.0,6.7,3.8,0.0,33.0,3.4,10.8,6.7,FLAT,5.8 3.4 10.8,6.0,per_start,#3,#9,49.0,51.0,2.0,MOVE_WILD,STUFF=49;MOVEMENT=61;CONTROL=36,STUFF:+8;MOVEMENT:+1;CONTROL:-11,,,,,,• FB velo +0.0 mph (+0.0σ) — stable,42.0,BELOW_AVG,FA-SP,,51
Kevin Ginkel,RP,SETUP,,—,97.0,70.7,3.6786591057488778,high,3.6786591057488778,blended_xfp,drop,-55.8,,,True,60.0,PURE_STUFF_RP,PLUS/AVG/AVG,STABLE,STUFF=60;CONTROL=55;BATTED_BALL=47,1.0,0.857,3.38,32.0,POST_PEAK,89.72854291417165,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #97); archetype OVERALL changes by >10 (currently 60); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.0,1.9,0.0,7.0,-0.7,5.3,2.0,DOWN,4.2 4.3 3.3 0.1 1.3 5.3 -0.7 1.3,6.0,weekly,04-25,06-20,57.0,55.0,-2.0,GENERIC_MIDDLE,STUFF=58;CONTROL=54;BATTED_BALL=47,STUFF:-1;CONTROL:+0;BATTED_BALL:-6,,,,,,• FB velo +0.1 mph (+0.1σ) — stable,,,FA-RP,,63
Patrick Corbin,SP,SP,,—,276.0,6.310824452056085,9.904889491971456,high,9.904889491971456,blended_xfp,drop,-5.259,-3.508,,True,50.0,AVERAGE_4_5,AVG/AVG/AVG,TRENDING_UP,STUFF=51;MOVEMENT=50;CONTROL=49,6.5,0.5,9.98,36.0,POST_PEAK,85.72886398763524,FINESSE,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #276); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,DECLINE-RISK,LOW-VELO,-1.0805061808431873,,-1.1295266974340734,0.335,0.365,-6.4,2.0,69.0,223.0,R,0.364,0.365,0.001,ALIGNED,0.354,0.328,OVERPERFORMING,66.0,0.367,0.376,ALIGNED,222.0,0.364,0.364,0.0,-0.0,HOME,STEEP_DECAY,-0.123,-0.231,-0.354,L8 starts,8.0,4.3,8.3,0.0,75.0,-6.1,19.8,-0.3,DOWN,-0.7 1.2 19.8 13.5 1.5 -6.1 4.1 1.1,6.0,per_start,#3,#14,50.0,45.0,-5.0,SINKER_ONLY,STUFF=33;MOVEMENT=62;CONTROL=48,STUFF:-10;MOVEMENT:+5;CONTROL:-7,93.3,9.71,0.0,35.0,RISKY,• FB velo -0.3 mph (-0.4σ) — stable,30.0,BELOW_AVG_HARD,FA-SP,,83
