pitcher,n_qual_years,starts_pre,starts_playoff,fp_pre,fp_playoff,lift_std,career_rate_pre,career_rate_playoff,career_playoff_lift_pct,player_name
489119,8,146,56,1378.2999999999997,355.29999999999995,43.84229905471961,9.440410958904108,6.344642857142857,-32.792726028959066,"Miley, Wade"
490063,3,52,14,374.2999999999999,17.99999999999998,116.12133630747296,7.198076923076921,1.2857142857142843,-82.13808633258274,
500779,9,187,72,2074.7,750.0999999999999,36.41832098411438,11.094652406417111,10.418055555555554,-6.09840512416789,"Quintana, Jose"
501381,4,81,25,878.8999999999999,273.19999999999993,29.31097650026065,10.850617283950616,10.927999999999997,0.7131641825008435,
501957,3,62,18,492.0999999999999,80.89999999999999,140.61307816351976,7.937096774193547,4.494444444444444,-43.37420126893811,
501985,4,83,24,876.5999999999999,218.69999999999996,41.21262707944586,10.561445783132529,9.112499999999999,-13.719199178644761,
502042,5,117,36,1476.5,392.59999999999997,44.10165966047457,12.61965811965812,10.905555555555555,-13.582797155435152,
502043,9,202,69,1956.5,571.0,87.62807421136638,9.685643564356436,8.27536231884058,-14.56053215406097,"Gibson, Kyle"
502171,5,102,28,965.6999999999998,309.3,36.70289773686353,9.467647058823527,11.046428571428573,16.675542537611545,"Cobb, Alex"
502188,4,97,31,1122.1,388.49999999999994,34.22101440916879,11.568041237113402,12.532258064516126,8.335177992876238,
502190,5,119,35,1122.3,289.99999999999994,29.921233449724802,9.43109243697479,8.285714285714285,-12.144702842377274,
502624,6,115,41,1023.8,404.8999999999999,64.15115071889579,8.902608695652173,9.875609756097559,10.929392650050728,
502706,3,60,16,413.19999999999993,124.39999999999999,87.53377826461322,6.886666666666666,7.7749999999999995,12.899322362052281,
503449,3,40,21,226.19999999999996,166.99999999999997,201.30035857853457,5.654999999999999,7.952380952380951,40.62565786703716,
506433,7,122,47,1684.3999999999999,654.0999999999999,34.5626316664413,13.80655737704918,13.917021276595742,0.8000828630183245,"Darvish, Yu"
517593,3,57,17,828.5999999999999,119.19999999999999,19.079221833592726,14.536842105263156,7.011764705882352,-51.765557779954854,
518516,7,142,52,1913.8999999999999,607.5999999999998,18.206791884717184,13.478169014084505,11.68461538461538,-13.307101488302198,
518633,5,99,26,1032.9999999999998,244.69999999999996,47.74146015875222,10.434343434343432,9.41153846153846,-9.802293543823076,
518774,4,80,23,755.9999999999999,184.19999999999996,80.70921665768178,9.45,8.00869565217391,-15.25189786059353,
518876,6,123,44,1477.7999999999997,473.79999999999995,36.82950342437853,12.01463414634146,10.768181818181818,-10.374450965193946,"Kelly, Merrill"
519043,4,64,25,489.9999999999999,217.79999999999995,534.0287708185091,7.656249999999998,8.711999999999998,13.78938775510204,
519076,3,74,17,760.3999999999999,125.39999999999998,45.176549892131376,10.275675675675673,7.376470588235293,-28.214252560571833,
519144,5,118,41,1199.3999999999996,479.3999999999999,67.97609965388541,10.164406779661014,11.692682926829267,15.035566563769706,
519242,7,142,49,2602.9999999999995,709.1999999999999,28.094205734958862,18.330985915492956,14.4734693877551,-21.043693697225336,"Sale, Chris"
519455,4,80,30,626.6999999999999,191.09999999999997,50.40922616403633,7.833749999999999,6.369999999999999,-18.68517632040849,
527048,8,133,58,1052.4999999999998,404.29999999999995,64.86490812530892,7.913533834586464,6.970689655172413,-11.914325497583732,"Pérez, Martín"
527054,5,119,40,1281.3999999999999,453.49999999999994,43.02556081039715,10.768067226890755,11.337499999999999,5.288161385984076,
541640,3,33,23,281.99999999999994,221.09999999999997,67.71614551341078,8.545454545454543,9.613043478260868,12.493061979648491,
542881,8,159,48,1668.6,398.0,87.69881238548614,10.494339622641508,8.291666666666666,-20.989152583003712,"Anderson, Tyler"
543037,9,198,66,3056.7000000000003,1084.8,55.21393266486699,15.43787878787879,16.436363636363637,6.467759348316809,"Cole, Gerrit"
543101,5,95,39,1044.9999999999998,450.6,34.93679555799247,10.999999999999998,11.553846153846154,5.03496503496505,
543135,6,106,40,1262.6999999999998,370.29999999999995,45.93091740298879,11.912264150943395,9.257499999999999,-22.28597449908926,"Eovaldi, Nathan"
543243,8,172,59,2290.0999999999995,747.1999999999999,29.41234776553864,13.314534883720928,12.664406779661016,-4.8828450241607255,"Gray, Sonny"
543294,9,188,72,1938.4,841.1999999999998,40.99151231572993,10.310638297872341,11.68333333333333,13.31338561012515,"Hendricks, Kyle"
543475,4,91,30,709.3999999999999,305.59999999999997,16.289544577491217,7.795604395604394,10.186666666666666,30.67192932995021,"Lyles, Jordan"
543521,3,53,24,534.5999999999999,298.2,2.3611786356567483,10.086792452830187,12.424999999999999,23.18088290310514,
543557,3,27,20,234.79999999999995,141.39999999999998,52.34469396854006,8.696296296296294,7.0699999999999985,-18.701022146507665,
543606,7,144,52,1484.3999999999999,558.5999999999999,20.599993748017344,10.308333333333332,10.74230769230769,4.209937192960635,
543699,5,100,36,1014.0999999999999,338.69999999999993,33.94721276007384,10.140999999999998,9.408333333333331,-7.224797028563917,
544931,4,75,31,1027.3999999999999,597.8,57.55448226256265,13.698666666666664,19.283870967741933,40.77188267282901,
545333,4,93,30,1066.0,325.9,28.57086794688312,11.46236559139785,10.863333333333333,-5.226078799249535,
