pitcher,year,fp_per_start,prior_fp_per_start,d_velo_all,d_ext_all,d_ivb_all,d_hb_all,d_spin_all,d_vaa_all,d_velo_std_all,d_release_x_std,d_whiff_per_swing,d_velo_fb,d_ivb_fb,d_hb_fb,d_ext_fb,d_spin_fb,d_vaa_fb,d_whiff_fb,d_fb_usage,d_velo_br,d_ivb_br,d_whiff_br,d_br_usage
282332,2019,7.699999999999999,9.86896551724138,-0.8403501232669015,0.07084745598417985,0.17599044883372983,1.0283430535944502,-27.370992159426805,0.1407091989643381,-0.07110544094697069,0.012139996934325131,1.3098734841896231,-0.8058253310943542,0.1258747574873258,1.0031772013629623,0.062811326496786,-15.397191338135144,0.15798656239277786,0.6643705686113357,-1.3493738642270046,-0.7712242715851261,0.14604116546377965,2.986536107711146,-0.6826922788546028
425794,2019,9.687096774193549,8.004347826086954,1.2089290304225528,-0.025345651969097105,0.2866110797060485,0.7777925381571511,47.79342373921554,-0.10733163349119934,-0.5992590017991235,-0.03775218096398719,-4.941542038316232,0.5571965754574393,-0.048998153432936675,0.9492721168373341,-0.06822114039505323,19.935281895776825,-0.2500170018163739,-2.7000506457330946,1.509450283292253,1.2562673617576081,0.6452036492273319,-8.321755475645634,-0.32560273645452753
425844,2019,15.693939393939392,15.218181818181815,-0.043031269366991864,0.004327513257013749,-1.2532392062678683,-0.33226042600031624,-12.639672664356112,-0.048481848863080046,0.604196093034389,0.1784040966491687,-1.431688015399608,0.36750686910586694,-0.7112551052967451,-0.7312748351414595,0.014200524711054818,-10.523263667304946,-0.011433757962040048,2.802491103202847,-2.4808439406392324,-1.2329818072539638,-2.1723234471439468,-3.785574435354171,2.5539853034435893
429719,2019,-1.1076923076923082,10.388235294117646,0.12796291684530559,-0.029990751207481736,-0.06852214571986437,0.6262634878224231,24.60514229144019,0.10954739593658358,0.2697711021232392,0.012038067951896075,2.99308954794126,0.5538902503894576,0.1251402028952473,0.1263401914966371,-0.051749805273756166,19.023099994300537,0.11066337878002575,3.675555342780541,-2.1936553587603385,-0.17134299845990597,0.5596816135528966,2.6289682539682566,3.1442768756812605
430935,2019,10.407407407407405,12.548387096774192,-0.2342129304075513,-0.0480624197064472,0.9885768395473473,0.3172182664708876,-42.72463110726517,0.04117972956725513,-0.1517777674016756,0.03241711870611469,-0.5447485105250109,-0.42909922203402573,0.8940814982119338,-0.22645445134575581,-0.07496470920384102,-34.18582956898149,0.05934083197364126,0.8110579452363673,2.938417318799104,-2.4616564305259914,-3.711263970811795,-1.3333333333333286,-5.499260382236205
433587,2019,4.826666666666665,7.706896551724136,-0.35878222682340777,-0.1568787698575802,-0.7211499928070861,1.4692494451180669,121.78914378362788,0.22040954006342872,0.06942944343311908,-0.02108212837850726,1.8167206852259774,0.25221137858201814,-0.3182475246041605,-0.8840223497161332,-0.12010650568479697,57.697916315262546,0.23913705356420323,-0.8352144469525964,-3.5587231968810897,0.8834163712218839,2.25135662870649,5.882691201840139,11.724537037037038
434378,2019,20.94411764705882,19.632352941176467,-1.1431082204552183,0.0423361772412143,-0.9551053224211312,1.6482689322744184,-62.25165267722605,-0.23196884681732488,-0.19962160889339398,0.003924577311394534,2.837719615066657,-0.4372352350030866,0.4681307977736573,0.8665514842300563,0.009404955163883066,-40.41514958256039,-0.029854013996696516,2.487111665206548,-14.731494539405588,0.7106515935208648,2.645324519827983,0.14886164623467124,6.505143405344619
434671,2019,10.98333333333333,13.820833333333333,0.23689542605362135,-0.0705268622116293,1.0573899935011823,-1.5501316390602469,-1.185034087171971,0.07939753031800656,-0.5601300832497689,0.020552976088461822,-2.079987347527826,-0.4883901292596988,0.2655793184488857,-0.8253651166694642,-0.08585697498740963,-10.949241304796942,0.13471518350117107,-1.360762884388727,1.6605935306025756,-0.8821094925745996,0.19692818809097884,-0.07881995270802733,-5.54429943575828
448179,2019,13.1,13.508695652173913,-0.5200178699352023,-0.0840002303718741,-2.1765212075030345,-2.134803342164255,39.12397846318299,-0.14600591253261763,0.7941403830971367,-0.10512903304501539,0.15939526936034554,1.0371893659993106,0.8118794219479177,0.006680716543728593,-0.018751568066637248,4.375639771187707,-0.16333878318398432,-0.34660671307305435,-6.598877973549868,-0.2386872258706063,-1.5497601693488239,1.7632738233248304,6.281297647981447
450203,2019,15.578787878787876,13.973333333333333,-2.7330093438251453,-0.07193677577524671,-1.2759564002283632,3.957401326045824,62.11393139591701,0.17392749095825577,0.17793421418646904,0.006745960421265046,0.696504796923211,-2.1180268358115057,-0.7018418488407558,1.6971190708191717,-0.05697198647238011,24.211000920684,0.2701506845985202,2.6871005040610427,-5.015352648705232,-1.0455053886703354,1.6613344449365606,-8.147336710940706,8.095660014563332
450306,2019,9.417857142857144,7.536842105263157,-2.388933691059435,-0.026482100733597136,-0.5203734349482865,0.35148456334085054,-48.95857635378616,0.04166214627398235,0.1552498051496567,0.05418128828145449,-2.7739763223634206,-2.1790979822783783,-0.28326811907890814,-0.09782774089496904,-0.04068618624945852,-17.25213283940593,0.07983705644194039,-4.024467915715729,-4.308502539207701,-2.896794546607481,1.080456563094483,-12.759170653907496,-0.8914928545198393
452657,2019,8.69032258064516,11.05625,-0.799573855343084,-0.0005874640490022287,-0.8454521639137038,-0.38767479229017754,31.333563010472062,-0.0736718209132059,-0.2774016509104298,0.060613408012861636,0.36619124003549786,-0.8395488253415806,-1.3509039707124746,-0.9565827807787817,-0.015851275355641903,32.412621132969434,-0.048945462583562804,-0.5977475435911028,-1.9654393690437075,-0.22883959939174758,0.7303964134025485,1.4874059061957112,-0.26844035491291685
453281,2019,2.781818181818181,11.044444444444444,-0.07766424167333241,-0.12890393928865862,-0.12336839946253875,-0.670773584036902,21.520648544702,-0.12414744085140583,-0.08538303572305406,0.02203366671036522,0.31716457575130974,-0.0031140805046163678,0.1243784841908191,-0.518352837709406,-0.07476973015400112,13.68232690752825,-0.11711472401754675,-2.174744347268307,-2.961610236604052,-0.0973353635325509,0.04413399314807709,5.890652557319225,1.819060728623569
453286,2019,19.08148148148148,20.72121212121212,0.21207867897038568,-0.008639369372734684,0.08206833040684547,-0.13386658945716778,34.08918246709209,-0.24086657280280077,0.16599931940409096,-0.009127216597535237,0.385494350540025,0.7269483042872906,0.4114810496437684,-1.7760496175008615,0.001685221209811516,-7.124223454593448,-0.2782018455688444,-3.0282891859677434,-3.4307012789819,0.4832906225654483,0.7992654615147796,2.9457717196073077,4.972196001082686
453329,2019,5.199999999999999,15.65,-1.4483095257972423,-0.0056458499019438335,-0.2122241408855441,0.4293033494588925,-14.339637094352838,-0.18599283480604578,-0.04269303630927723,0.037227279240392236,-0.33639829558196865,-1.331900118569365,-0.4601899233723259,0.9429856831896943,-0.017105314385828407,9.79462544463513,-0.155044973990901,2.49257180587653,-2.969024210056041,-0.7153688524590223,0.3983606557377044,-1.8465909090909083,0.25637955854827155
453385,2019,2.6899999999999986,7.929629629629629,0.34829155940616374,0.3693425277493292,-0.5995557339386055,0.7054143715226839,33.926834500512086,0.3974642544889826,0.6032139450091227,0.00774862059514847,-5.418113072246939,0.3378341508722116,-1.0647383391867185,0.26259832235218994,0.3054533228843166,51.74500769163751,0.3452511336487327,-3.0298579965883032,6.478688675341402,-1.1656296296296347,0.10526984126984162,-4.406514948683629,-2.28113936272932
453562,2019,8.391666666666664,9.274193548387094,-0.7211799042549529,-0.10532487572192384,-0.9024422526939038,-2.6245560117783064,-78.2462869502524,-0.2728520928269438,0.20773270592337312,-0.017440324602173984,-0.5631295214476602,-0.559924820762987,-0.6092147359751667,-0.8774557318888778,-0.13344546865595852,-45.854368737263485,-0.21503654996175303,-0.11342909773958354,0.7868341033842725,-1.860722191477592,-1.8679819221545841,-5.970036319612593,-8.663270544564227
456034,2019,10.352380952380951,13.539999999999996,-0.5147688280602409,-0.04670582657295963,0.5778735078563866,2.251802017940946,15.471299661947342,-0.11488733008215801,0.16979012944259786,-0.2089891371490723,3.32910742721279,-0.07290969302059125,1.1685090592874072,2.3785641535730893,-0.0314287586215114,17.482228370281064,-0.07072623221501173,3.5128684101286822,-3.816979857596877,1.334617501375888,0.2909851403412218,6.370370370370377,-0.4382273799373251
456701,2019,10.103225806451611,4.924999999999999,-0.934038095750509,0.08925630885516522,-0.3602594823385914,1.0110882726585224,-80.36983006708533,-0.2058948927605515,0.37082995577083455,0.06608953227413769,4.419596731458384,-0.09821301786128345,1.1682294084613165,1.4974255554929208,0.14818615211932684,32.17148192574223,-0.07161907784939903,0.49086223055295264,-4.356868032109276,-0.7022906735117829,-0.725840484048405,3.830214543020176,-4.884689375970577
457918,2019,9.183333333333332,13.419354838709676,-0.8228134897478441,-0.01602294252624592,-1.1074618826331335,0.6596870046506931,-34.98018463259996,-0.060860262959296474,-0.2972386916065939,-0.019980133986988724,-0.28685058139038233,-0.5869538159187755,-1.0961696590994965,1.2175672150973842,0.01296734611605288,-35.04935289529794,-0.03953811940690333,0.7621433684425796,-7.473579478855754,0.35827592273645337,1.6398527695983107,-4.301900778313126,3.8537666492030773
458681,2019,14.969696969696969,8.43103448275862,0.7670913220397466,0.141962059039777,1.4349925790982399,0.7273830024736334,121.39104077008187,0.09299272990284368,0.015929630946643236,-0.15059186778296854,3.8623328908513237,0.8391531878771161,1.6191828756280557,0.9133355358249018,0.1384644504095247,127.37492096625601,0.09708677801305221,3.5678301164866966,-3.9300402014694384,1.167285159605541,1.2339057829089786,7.133995037220846,0.14650222011249525
461829,2019,9.358823529411763,9.446875,-0.4999499690002125,0.09424437311228484,1.2318229011628237,0.9411212726786653,-63.556162677314205,-0.1763143780439722,-0.4610955863952917,0.3836511185351235,1.1479555992693555,-0.5198430132376473,1.1280992519613218,-0.5758685398041745,0.08874941717853613,28.748350057775042,-0.1016661856687393,-1.514891141984691,-7.837481283104999,-0.4665372018810814,-0.9999487739334896,-1.2482269503546135,-5.337563736386965
