pitcher,year,ros_fp_per_start,prior_fp_per_start,d_velo_all,d_ext_all,d_ivb_all,d_release_x_std,d_whiff_per_swing,d_spin_fb
282332,2019,6.226666666666665,10.857142857142858,-0.4508298703800335,-0.030908990835787797,0.7901243911164926,-0.02281773063377046,-3.307941017978738,3.2018999422407433
425794,2019,9.97272727272727,8.988888888888887,0.9697342275211156,-0.07841530054644785,0.3085245901639343,-0.05056134042552435,-5.801255801255806,-46.35540799234286
425844,2019,15.03478260869565,17.21,0.05669402170775584,0.012347501413787043,-0.9948079241054701,0.22847073786419267,-4.232557850752201,-26.8481309709141
430935,2019,8.533333333333331,14.155555555555551,0.06759141706243099,-0.053409938831056714,1.2280146497591495,-0.016249839727072696,-2.8939792830253666,-51.23958831024038
433587,2019,3.828571428571428,5.699999999999998,-0.3094274697383952,-0.09569666796824094,-0.7333463490823897,-0.007188555949106723,1.919895502478422,87.6770305359953
434378,2019,21.370833333333334,19.92,-1.064467468195872,0.023783570305182522,-0.6109362385994999,-0.0357975808411265,-0.014271756194489171,-44.60070522774322
434671,2019,12.609523809523807,7.188888888888887,0.028748281277970023,-0.10105266182581563,1.5773118056714601,-0.027197446126700664,-0.3656633221850605,20.160253110253052
448179,2019,13.874999999999998,11.549999999999995,0.005928299837052009,-0.08498987840499961,-1.3015398410434074,-0.15314408730225296,-3.3863516647190934,22.5729872459151
450203,2019,16.491304347826084,13.48,-2.9393320370544984,-0.12141680783750175,-1.8775053243894428,0.004160057012986468,0.8246628911829994,45.845753943191085
450306,2019,9.478260869565217,9.14,-0.17047549224969316,-0.15985756179304556,1.799007121910348,0.0057309246660322555,-7.184750733137829,16.05648848376768
452657,2019,7.430434782608694,12.312499999999998,-0.5638927315397808,-0.10866299836887983,0.7389422501187202,0.007207834210645331,-1.6552546444446392,21.804556187534217
453281,2019,3.585714285714285,1.3749999999999982,0.1784728673026592,-0.11053999990170205,1.0464651066778732,0.01746833384200111,-2.24866785079929,9.901345401776098
453286,2019,20.52941176470588,16.619999999999997,0.17588817749467012,0.032465035154430666,0.21462579219344224,-0.02247150715419688,-0.059005900590062055,21.785483414212194
453329,2019,6.028571428571428,4.039999999999999,-2.434000128872441,-0.06332147229600604,0.17020956090296568,0.042728059081136055,-4.572576625024547,9.039092285997867
453562,2019,6.339999999999998,11.81111111111111,-0.3836440780353172,-0.07080932868905698,0.463556262708793,-0.018925173498890502,1.0569993359379772,7.516636957813262
456034,2019,8.726666666666665,14.416666666666666,-0.5606875803942302,0.06637969059938698,1.1058997947718314,-0.21722170788939288,7.302768849038518,29.139329861992792
