team_name,owner,team_id,player_name,position,pro_team,batter,total_pa,career_mean,career_median,career_min,career_max,current_l150,percentile,form_bucket
Boone's Bad Bullpen,,1,Junior Caminero,3B,TB,691406,1074,0.34133213960803277,0.34090638522959604,0.2799449822465556,0.4203762988291381,0.3934649466666667,0.894054054054054,HIGH
Boone's Bad Bullpen,,1,Gunnar Henderson,SS,Bal,683002,2339,0.3508709594168443,0.35258250305127603,0.26476184666666663,0.41864297391791944,0.28340897333333337,0.021917808219178082,SLUMPING
Boone's Bad Bullpen,,1,William Contreras,C,Mil,661388,2702,0.33775718747827627,0.33458875989772335,0.2728670462630268,0.4253011201196801,0.35655356000000005,0.7869173521347435,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Steven Kwan,LF,Cle,680757,2783,0.3171018033017395,0.31506000437593806,0.2410965666666667,0.3896910916775623,0.29544766666666666,0.20311313591495825,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Pete Crow-Armstrong,CF,ChC,691718,1252,0.3085786574367415,0.3114778394087741,0.22381405109632316,0.37182985194212814,0.33746267333333335,0.7624660018132366,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Freddie Freeman,1B,LAD,518692,6791,0.39516745200074,0.3933552750692749,0.2636745089435711,0.5151585378887358,0.3536169533333334,0.11397169527250828,SLUMPING
Boone's Bad Bullpen,,1,Tyler Soderstrom,LF,Oak,691016,1170,0.3371869628411082,0.33548096135800154,0.27902426893514476,0.39737129363205936,0.3203285866666666,0.23604309500489715,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Bryan Reynolds,RF,Pit,668804,4184,0.3522353241915385,0.35275667999999993,0.27123524195977716,0.4336076594976144,0.3383141866666666,0.32094175960346966,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Zach Neto,SS,LAA,687263,1706,0.32758793727606145,0.3298096985365853,0.2578853607173181,0.3893676702965117,0.32694518,0.4425176621708414,TYPICAL
Boone's Bad Bullpen,,1,Ryan O'Hearn,1B,Pit,656811,2641,0.3325267193686003,0.3324744517039462,0.23558359999999998,0.4152525976745488,0.3476539799999999,0.6573033707865169,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Jac Caglianone,RF,KC,695506,396,0.3243701769769482,0.32312110807017536,0.2998924759952146,0.34987332,0.33241842666666666,0.7611336032388664,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Kazuma Okamoto,3B,Tor,672960,206,0.3581067568421053,0.35765827999999994,0.34344335333333337,0.37523466000000005,0.34344335333333337,0.0,SLUMPING
Boone's Bad Bullpen,,1,Ryan Jeffers,C,Min,680777,1992,0.3212058866782254,0.32105518434760616,0.24881620283786607,0.39478994363636366,0.38966566,0.9967444384156267,PEAK
Boone's Bad Bullpen,,1,Konnor Griffin,SS,Pit,804606,181,0.32188575124999996,0.3234523933333333,0.31292124666666665,0.33002239333333333,0.3211371933333333,0.40625,TYPICAL
Boone's Bad Bullpen,,1,Mauricio Dubon,LF,Atl,643289,2235,0.28833969845750534,0.2871958514242885,0.24002393158166366,0.3473773866666668,0.2931291133333333,0.5891658676893576,TYPICAL
Boone's Bad Bullpen,,1,Angel Martinez,CF,Cle,682657,822,0.2652771415865616,0.26063678645502647,0.23217032327088552,0.3369576799999999,0.3151315333333333,0.9569093610698366,PEAK
Boone's Bad Bullpen,,1,Dillon Dingler,C,Det,693307,736,0.35958821830383364,0.36225714520587343,0.2729558542071313,0.43340745048729057,0.36785102,0.5366269165247018,TYPICAL
Team Solomon,,2,Cal Raleigh,C,Sea,663728,2622,0.34095190824833255,0.338789227841034,0.2105034484266221,0.4132181692539274,0.31033226,0.15891629599676507,SLUMPING
Team Solomon,,2,Manny Machado,3B,SD,592518,7025,0.3543184801123609,0.3560807338043927,0.2613660066666666,0.45789132098490615,0.30227079333333334,0.07169866201279813,SLUMPING
Team Solomon,,2,Brent Rooker,DH,Oak,667670,2246,0.35387693334517184,0.34967708676142323,0.2412435372157891,0.49204497909853,0.31931652666666666,0.22269909394372914,BELOW_MEDIAN
Team Solomon,,2,Matt Olson,1B,Atl,621566,5348,0.3674012074363149,0.37078313738769314,0.2495169894788492,0.45851253607930886,0.38495212666666667,0.6443546835929986,ABOVE_MEDIAN
Team Solomon,,2,James Wood,LF,Wsh,695578,1250,0.37041007010334503,0.37428723585030643,0.2360777938095238,0.4697805733333331,0.43065701999999995,0.885558583106267,HIGH
Team Solomon,,2,Seiya Suzuki,DH,ChC,673548,2398,0.3487165370221711,0.34555236878394024,0.2671472203456546,0.43393773787905493,0.33279862,0.28012449977767895,BELOW_MEDIAN
Team Solomon,,2,Corey Seager,SS,Tex,608369,4993,0.3813820962265923,0.3794065122249859,0.27678624,0.47519659813904347,0.31656124,0.0458298926507019,SLUMPING
Team Solomon,,2,Bryce Harper,1B,Phi,547180,6213,0.39113470851634125,0.38839585913229036,0.2901670112349808,0.5416034154613732,0.39874024,0.5882255936675461,TYPICAL
Team Solomon,,2,Mike Trout,DH,LAA,545361,5088,0.4174105524174236,0.41936241333333335,0.26598652793650795,0.5146983333333333,0.41486212,0.4513059323749747,TYPICAL
Team Solomon,,2,JJ Wetherholt,SS,StL,802139,218,0.36431864628019317,0.36307219999999996,0.34535451999999994,0.38068902,0.37144902,0.8115942028985508,HIGH
Team Solomon,,2,Jazz Chisholm Jr.,2B,NYY,665862,2531,0.3183811488873175,0.32013529068937707,0.21997047258549585,0.4158100704690483,0.30066951333333336,0.2523089840470193,BELOW_MEDIAN
Team Solomon,,2,Austin Riley,3B,Atl,663586,3684,0.35567268880781117,0.35780623274474777,0.20499594666666665,0.47211212891675897,0.31824126,0.15162659123055164,SLUMPING
Team Solomon,,2,Jose Altuve,2B,Hou,514888,6530,0.3369813095352144,0.3362187264882552,0.24215563333333331,0.44680555999999993,0.27830816666666663,0.05798464190565742,SLUMPING
Late Night Bettsing,,4,Jose Ramirez,3B,Cle,608070,6550,0.3483434467364388,0.3482644226206426,0.24972935333333335,0.4580107647769505,0.3812625666666666,0.8183096391188877,HIGH
Late Night Bettsing,,4,Kyle Tucker,RF,LAD,663656,3308,0.3740851982063307,0.3748988202875651,0.29685689333333337,0.4712771234087629,0.34955971999999996,0.2893320671098449,BELOW_MEDIAN
Late Night Bettsing,,4,Yordan Alvarez,DH,Hou,670541,3039,0.4231074349333617,0.4227837206440494,0.3007568028705947,0.5271802976717483,0.44691502000000005,0.7076124567474048,ABOVE_MEDIAN
Late Night Bettsing,,4,Mookie Betts,SS,LAD,605141,6707,0.3662546243606071,0.3595733560795518,0.22787371648983984,0.52411602,0.36515222207732534,0.5372064653857883,TYPICAL
Late Night Bettsing,,4,Ben Rice,1B,NYY,700250,894,0.38676583367014244,0.38651102200086096,0.31733367834675924,0.4707211035398842,0.38831635999999997,0.5248322147651007,TYPICAL
Late Night Bettsing,,4,Jackson Merrill,CF,SD,701538,1252,0.3589257565311341,0.3505726285988624,0.2918510533333334,0.4472336904743687,0.29724677333333344,0.009066183136899365,SLUMPING
Late Night Bettsing,,4,Gleyber Torres,2B,Det,650402,4422,0.3386496527908953,0.33772187333333337,0.25103093928022485,0.42596383274515487,0.3342875333333334,0.458694125906857,TYPICAL
Late Night Bettsing,,4,Alec Burleson,LF,StL,676475,1731,0.3424236556784135,0.3400411957516521,0.260446127070707,0.4072123411384784,0.3760563133333333,0.8305941845764855,HIGH
Late Night Bettsing,,4,Yandy Diaz,DH,TB,650490,3924,0.353732130140764,0.3512336866666666,0.27768025892982834,0.4380568655291042,0.37160180666666665,0.7713907284768212,ABOVE_MEDIAN
Late Night Bettsing,,4,Andy Pages,CF,LAD,681624,1260,0.3234354419666819,0.32027597697582055,0.26985845587944773,0.39567976276552863,0.3311946333333333,0.621962196219622,ABOVE_MEDIAN
Late Night Bettsing,,4,CJ Abrams,SS,Wsh,682928,2352,0.3119018124724481,0.31069301580986863,0.22884705637250022,0.39740874663773273,0.34659429333333325,0.7989105764866091,ABOVE_MEDIAN
Late Night Bettsing,,4,Jackson Holliday,2B,Bal,702616,862,0.30616828323879797,0.31397980604578773,0.23958285543252933,0.35821502761750923,0.3111938048230034,0.47685834502103785,TYPICAL
Late Night Bettsing,,4,Willson Contreras,1B,Bos,575929,4428,0.35185484588095817,0.35059093020168014,0.2559729666666666,0.4466071044321752,0.38866352666666676,0.8247254031315728,HIGH
Late Night Bettsing,,4,Jonathan Aranda,1B,TB,666018,956,0.3594334495695053,0.3649005938514442,0.2497482100280112,0.432156752855516,0.34643672,0.2503097893432466,BELOW_MEDIAN
Late Night Bettsing,,4,Brayan Rocchio,SS,Cle,677587,1089,0.2883741376132444,0.29115790488090176,0.24578506360448893,0.32789135247247253,0.3179645933333334,0.9563829787234043,PEAK
U Just Lost To Edwin Diaz,,5,Ronald Acuna Jr.,RF,Atl,660670,3803,0.4037117049307492,0.39734900819750196,0.3104141333333333,0.5122996237033552,0.37639456000000016,0.31198686371100165,BELOW_MEDIAN
U Just Lost To Edwin Diaz,,5,Vinnie Pasquantino,1B,KC,686469,1984,0.33935389633121055,0.336898715824999,0.2584923152992215,0.4191920309815854,0.3259209666666667,0.3901907356948229,BELOW_MEDIAN
U Just Lost To Edwin Diaz,,5,Geraldo Perdomo,SS,Ari,672695,2282,0.30653305478514586,0.2951766891417309,0.2317673520634921,0.4090273292444135,0.33804008,0.7543366150961087,ABOVE_MEDIAN
U Just Lost To Edwin Diaz,,5,Maikel Garcia,3B,KC,672580,2035,0.32103229747123624,0.32157123722976744,0.2603320658012674,0.38703398491529556,0.29211324,0.06839872746553552,SLUMPING
