game_pk,pitcher,pitches,swings,whiffs,actual_K,actual_BB,actual_PA,baseline_swstr_rate,matchup_xWhiff,n_swings,baseline_xK,matchup_xK,year
744831,671096,103,56,11,1,3,28,0.19642857142857142,13.002812728937728,56.0,3.6666666666666665,4.33427090964591,2024
744832,502043,96,48,16,8,2,23,0.3333333333333333,11.490625457875458,48.0,5.333333333333333,3.830208485958486,2024
744832,687792,102,49,14,4,2,20,0.2857142857142857,11.609,49.0,4.666666666666667,3.869666666666667,2024
744833,571945,93,50,5,3,0,25,0.1,9.472,50.0,1.6666666666666667,3.1573333333333333,2024
744833,680730,91,49,10,6,1,28,0.20408163265306123,12.214,49.0,3.3333333333333335,4.0713333333333335,2024
744834,500779,95,41,7,1,3,28,0.17073170731707318,9.142,41.0,2.3333333333333335,3.047333333333333,2024
744834,663623,99,47,15,8,1,26,0.3191489361702128,9.83,47.0,5.0,3.276666666666667,2024
744835,458681,82,34,6,2,4,22,0.17647058823529413,5.501812728937729,34.0,2.0,1.8339375763125763,2024
744835,669022,90,37,16,5,5,21,0.43243243243243246,7.772,37.0,5.333333333333333,2.590666666666667,2024
744836,543243,88,48,8,6,1,22,0.16666666666666666,10.92,48.0,2.6666666666666665,3.64,2024
744836,571578,91,40,4,3,2,22,0.1,8.923,40.0,1.3333333333333333,2.9743333333333335,2024
744837,680730,84,49,13,5,0,23,0.2653061224489796,13.582812728937729,49.0,4.333333333333333,4.527604242979243,2024
744837,681035,99,50,6,2,2,24,0.12,10.861,50.0,2.0,3.6203333333333334,2024
744838,640455,97,47,9,5,2,29,0.19148936170212766,8.121,47.0,3.0,2.7070000000000003,2024
744838,687792,92,51,14,10,0,22,0.27450980392156865,11.655,51.0,4.666666666666667,3.885,2024
744839,666200,77,32,3,2,3,20,0.09375,6.778625457875458,32.0,1.0,2.2595418192918193,2024
744839,680730,85,52,7,4,0,25,0.1346153846153846,13.831438186813187,52.0,2.3333333333333335,4.610479395604396,2024
744840,656849,86,44,5,2,1,25,0.11363636363636363,7.447,44.0,1.6666666666666667,2.4823333333333335,2024
744840,669022,104,55,18,8,1,22,0.32727272727272727,11.315,55.0,6.0,3.7716666666666665,2024
744841,669022,103,58,9,7,2,27,0.15517241379310345,12.617,58.0,3.0,4.205666666666667,2024
744841,669194,70,37,5,2,0,24,0.13513513513513514,7.078,37.0,1.6666666666666667,2.3593333333333333,2024
744842,571578,90,37,11,7,3,21,0.2972972972972973,7.79,37.0,3.6666666666666665,2.5966666666666667,2024
744842,694297,77,31,0,0,4,25,0.0,5.726625457875458,31.0,0.0,1.9088751526251526,2024
744843,663623,97,43,5,2,4,22,0.11627906976744186,7.928,43.0,1.6666666666666667,2.6426666666666665,2024
744843,677944,70,31,5,6,0,20,0.16129032258064516,6.8149999999999995,31.0,1.6666666666666667,2.2716666666666665,2024
744844,625643,86,45,9,7,1,24,0.2,9.225999999999999,45.0,3.0,3.075333333333333,2024
744844,680730,71,37,4,2,0,25,0.10810810810810811,9.608,37.0,1.3333333333333333,3.202666666666667,2024
744845,519242,102,48,20,10,1,27,0.4166666666666667,9.503625457875458,48.0,6.666666666666667,3.1678751526251525,2024
744845,663623,96,52,16,4,2,24,0.3076923076923077,11.895876373626374,52.0,5.333333333333333,3.9652921245421244,2024
744846,669432,93,42,4,3,0,27,0.09523809523809523,6.677063644688645,42.0,1.3333333333333333,2.2256878815628816,2024
744846,687792,84,45,18,13,0,19,0.4,12.017,45.0,6.0,4.0056666666666665,2024
744847,669022,103,57,20,10,1,28,0.3508771929824561,13.061,57.0,6.666666666666667,4.353666666666666,2024
744848,450203,87,43,1,3,0,23,0.023255813953488372,9.682,43.0,0.3333333333333333,3.2273333333333336,2024
744848,669022,99,51,17,6,1,21,0.3333333333333333,12.629,51.0,5.666666666666667,4.209666666666666,2024
744849,687792,87,35,11,5,3,20,0.3142857142857143,9.093,35.0,3.6666666666666665,3.031,2024
744850,656849,81,41,8,2,2,28,0.1951219512195122,7.968,41.0,2.6666666666666665,2.656,2024
744850,687792,75,33,6,3,2,21,0.18181818181818182,8.183,33.0,2.0,2.7276666666666665,2024
744851,592866,85,44,11,8,0,20,0.25,9.963,44.0,3.6666666666666665,3.3209999999999997,2024
744851,669302,78,43,10,4,0,21,0.23255813953488372,10.415812728937729,43.0,3.3333333333333335,3.4719375763125764,2024
744852,571578,77,38,6,3,1,22,0.15789473684210525,7.579,38.0,2.0,2.526333333333333,2024
744852,622663,92,47,9,4,0,27,0.19148936170212766,8.888,47.0,3.0,2.962666666666667,2024
744853,669022,98,46,15,8,1,26,0.32608695652173914,10.861812728937728,46.0,5.0,3.6206042429792427,2024
744853,669923,82,45,8,3,1,25,0.17777777777777778,9.624625457875458,45.0,2.6666666666666665,3.2082084859584863,2024
744854,656731,87,35,6,4,3,25,0.17142857142857143,7.192,35.0,2.0,2.3973333333333335,2024
744854,669022,92,49,8,2,4,24,0.16326530612244897,9.887,49.0,2.6666666666666665,3.295666666666667,2024
744855,571578,87,40,7,4,2,24,0.175,9.137625457875458,40.0,2.3333333333333335,3.0458751526251526,2024
744855,693433,70,34,2,1,0,24,0.058823529411764705,5.214,34.0,0.6666666666666666,1.7380000000000002,2024
744856,663623,84,42,7,6,0,25,0.16666666666666666,9.71,42.0,2.3333333333333335,3.236666666666667,2024
744856,680573,77,34,2,1,1,18,0.058823529411764705,7.382,34.0,0.6666666666666666,2.4606666666666666,2024
744857,641154,74,44,9,5,1,24,0.20454545454545456,10.829,44.0,3.0,3.609666666666667,2024
744857,680730,94,47,11,7,1,25,0.23404255319148937,11.187876373626374,47.0,3.6666666666666665,3.7292921245421247,2024
744858,680694,90,37,12,9,2,22,0.32432432432432434,7.617,37.0,4.0,2.539,2024
744858,680730,77,40,7,3,1,21,0.175,9.27281272893773,40.0,2.3333333333333335,3.0909375763125766,2024
744859,592866,77,39,7,8,0,18,0.1794871794871795,8.615,39.0,2.3333333333333335,2.8716666666666666,2024
744859,669203,95,49,17,6,3,27,0.3469387755102041,11.377625457875459,49.0,5.666666666666667,3.7925418192918197,2024
744860,571578,106,49,9,3,3,29,0.1836734693877551,10.3,49.0,3.0,3.4333333333333336,2024
744860,657746,95,48,10,6,2,25,0.20833333333333334,13.146438186813187,48.0,3.3333333333333335,4.382146062271063,2024
744861,666201,92,33,7,6,4,24,0.21212121212121213,6.647,33.0,2.3333333333333335,2.215666666666667,2024
744861,669022,76,37,5,4,2,18,0.13513513513513514,6.635,37.0,1.6666666666666667,2.2116666666666664,2024
744862,592332,112,48,13,8,2,21,0.2708333333333333,9.76912728937729,48.0,4.333333333333333,3.2563757631257633,2024
744862,663623,107,49,6,4,1,23,0.12244897959183673,9.185,49.0,2.0,3.061666666666667,2024
744863,571578,86,39,5,3,3,21,0.1282051282051282,7.3260000000000005,39.0,1.6666666666666667,2.442,2024
744863,572020,89,38,2,1,3,21,0.05263157894736842,7.048,38.0,0.6666666666666666,2.3493333333333335,2024
744864,663623,103,48,12,3,1,26,0.25,9.287,48.0,4.0,3.095666666666667,2024
744864,689017,94,42,11,5,3,25,0.2619047619047619,11.098,42.0,3.6666666666666665,3.6993333333333336,2024
744865,592866,77,35,3,4,0,19,0.08571428571428572,6.865,35.0,1.0,2.2883333333333336,2024
744865,669854,98,51,11,6,3,26,0.21568627450980393,15.784,51.0,3.6666666666666665,5.261333333333334,2024
744866,680730,73,42,12,8,0,24,0.2857142857142857,10.660625457875458,42.0,4.0,3.5535418192918193,2024
744866,686613,84,39,11,6,2,17,0.28205128205128205,8.063,39.0,3.6666666666666665,2.687666666666667,2024
744867,669022,102,55,15,4,2,23,0.2727272727272727,11.145,55.0,4.999999999999999,3.715,2024
744867,808967,97,44,8,7,1,23,0.18181818181818182,10.433438186813188,44.0,2.6666666666666665,3.4778127289377294,2024
744868,571578,92,41,5,3,2,26,0.12195121951219512,8.041,41.0,1.6666666666666667,2.6803333333333335,2024
744868,579328,100,41,11,7,1,24,0.2682926829268293,9.098,41.0,3.6666666666666665,3.032666666666667,2024
744869,592866,91,38,9,5,2,21,0.23684210526315788,9.964,38.0,3.0,3.3213333333333335,2024
744869,656605,84,40,7,5,2,27,0.175,9.050812728937728,40.0,2.3333333333333335,3.0169375763125763,2024
744870,527048,85,44,8,6,2,28,0.18181818181818182,8.243625457875458,44.0,2.6666666666666665,2.7478751526251526,2024
744870,680686,96,47,10,3,3,22,0.2127659574468085,14.614,47.0,3.3333333333333335,4.871333333333333,2024
744871,650911,87,41,6,1,3,22,0.14634146341463414,8.785250915750916,41.0,2.0,2.928416971916972,2024
744871,669022,92,46,8,6,2,21,0.17391304347826086,9.978,46.0,2.6666666666666665,3.326,2024
744872,434378,78,40,4,4,0,21,0.1,9.114,40.0,1.3333333333333333,3.0380000000000003,2024
744872,669022,92,49,6,4,1,20,0.12244897959183673,9.688,49.0,2.0,3.2293333333333334,2024
744873,624133,82,40,5,4,0,23,0.125,6.891625457875458,40.0,1.6666666666666667,2.297208485958486,2024
744873,663623,93,40,6,5,0,22,0.15,8.44,40.0,2.0,2.813333333333333,2024
744874,571578,93,53,12,6,3,30,0.22641509433962265,12.11,53.0,4.0,4.036666666666666,2024
744874,605400,95,46,8,4,4,22,0.17391304347826086,9.444438186813187,46.0,2.6666666666666665,3.148146062271062,2024
744875,594835,77,38,3,2,2,20,0.07894736842105263,7.544438186813187,38.0,1.0,2.514812728937729,2024
744875,669022,101,41,14,6,2,25,0.34146341463414637,9.407,41.0,4.666666666666667,3.135666666666667,2024
744876,670102,71,37,7,4,1,18,0.1891891891891892,7.90781272893773,37.0,2.3333333333333335,2.6359375763125765,2024
744877,592332,93,48,5,3,3,25,0.10416666666666667,12.337438186813188,48.0,1.6666666666666667,4.112479395604396,2024
744877,690916,78,41,6,2,2,22,0.14634146341463414,8.952438186813186,41.0,2.0,2.984146062271062,2024
744878,684320,82,40,9,5,2,21,0.225,9.271438186813187,40.0,3.0,3.0904793956043957,2024
744879,670124,95,40,6,3,2,25,0.15,7.279,40.0,2.0,2.4263333333333335,2024
744880,677960,97,44,9,6,2,24,0.20454545454545456,10.12794001831502,44.0,3.0,3.3759800061050065,2024
744881,640455,109,49,15,8,4,27,0.30612244897959184,10.888250915750916,49.0,5.0,3.629416971916972,2024
744881,670102,111,57,9,1,1,28,0.15789473684210525,11.983,57.0,3.0,3.9943333333333335,2024
744882,592332,104,55,9,3,2,31,0.16363636363636364,10.553063644688645,55.0,3.0,3.517687881562882,2024
744882,607200,94,45,6,3,1,20,0.13333333333333333,8.201625457875458,45.0,2.0,2.733875152625153,2024
744883,571945,72,39,4,4,0,17,0.10256410256410256,8.722063644688644,39.0,1.3333333333333333,2.907354548229548,2024
744884,502043,95,40,7,1,3,23,0.175,7.493625457875458,40.0,2.3333333333333335,2.4978751526251526,2024
744884,621244,97,45,10,4,2,25,0.2222222222222222,7.523,45.0,3.3333333333333335,2.5076666666666667,2024
744885,605135,88,38,6,2,7,23,0.15789473684210525,8.440625457875457,38.0,2.0,2.813541819291819,2024
744886,605135,101,41,10,8,1,26,0.24390243902439024,8.851438186813187,41.0,3.3333333333333335,2.9504793956043955,2024
744886,656849,76,36,5,2,2,24,0.1388888888888889,7.546,36.0,1.6666666666666667,2.5153333333333334,2024
744887,650911,96,52,12,7,0,27,0.23076923076923078,10.432,52.0,4.0,3.4773333333333336,2024
744887,670102,89,50,14,6,0,24,0.28,12.304,50.0,4.666666666666667,4.101333333333334,2024
744888,656731,88,42,13,9,2,21,0.30952380952380953,7.482812728937729,42.0,4.333333333333333,2.4942709096459095,2024
744889,605135,98,37,7,6,2,24,0.1891891891891892,7.300625457875458,37.0,2.3333333333333335,2.4335418192918192,2024
744889,686799,74,42,5,1,0,25,0.11904761904761904,6.539250915750916,42.0,1.6666666666666667,2.1797503052503053,2024
744890,608334,88,49,14,8,1,25,0.2857142857142857,10.566,49.0,4.666666666666667,3.5220000000000002,2024
744890,670102,117,64,15,12,3,28,0.234375,16.317689102564103,64.0,5.0,5.439229700854701,2024
744891,605135,92,51,9,7,2,27,0.17647058823529413,11.122,51.0,3.0,3.707333333333333,2024
744892,542881,97,47,11,3,3,22,0.23404255319148937,10.345438186813187,47.0,3.6666666666666665,3.4484793956043958,2024
744892,592332,94,54,17,10,0,23,0.3148148148148148,13.829501831501831,54.0,5.666666666666667,4.6098339438339435,2024
744893,607259,86,40,6,3,3,22,0.15,8.67,40.0,2.0,2.89,2024
744893,684320,87,36,9,6,2,19,0.25,8.577,36.0,3.0,2.859,2024
744895,605135,86,34,7,5,2,22,0.20588235294117646,7.978876373626374,34.0,2.3333333333333335,2.659625457875458,2024
744895,676664,97,44,11,4,3,25,0.25,9.204438186813187,44.0,3.6666666666666665,3.068146062271062,2024
744896,621244,96,50,15,7,2,28,0.3,9.589,50.0,5.0,3.1963333333333335,2024
744896,686730,85,42,11,3,2,28,0.2619047619047619,9.287625457875457,42.0,3.6666666666666665,3.0958751526251524,2024
744897,674370,89,46,9,5,1,21,0.1956521739130435,9.872,46.0,3.0,3.2906666666666666,2024
744897,684320,85,40,11,5,1,23,0.275,10.406,40.0,3.6666666666666665,3.468666666666667,2024
744898,592332,100,50,8,5,2,22,0.16,11.942,50.0,2.6666666666666665,3.9806666666666666,2024
744899,592332,100,51,7,2,3,30,0.13725490196078433,12.383,51.0,2.3333333333333335,4.127666666666666,2024
744899,665152,96,47,10,6,5,23,0.2127659574468085,8.87581272893773,47.0,3.3333333333333335,2.958604242979243,2024
744900,621244,103,50,11,8,1,28,0.22,11.401,50.0,3.6666666666666665,3.800333333333333,2024
744900,687765,81,42,10,2,0,24,0.23809523809523808,8.969,42.0,3.3333333333333335,2.9896666666666665,2024
744901,544150,73,36,11,6,2,18,0.3055555555555556,7.571625457875458,36.0,3.6666666666666665,2.5238751526251524,2024
744901,605135,100,46,12,9,2,25,0.2608695652173913,9.371,46.0,4.0,3.123666666666667,2024
744902,621244,100,55,10,5,0,28,0.18181818181818182,10.285,55.0,3.3333333333333335,3.4283333333333332,2024
744903,669432,94,45,7,2,2,23,0.15555555555555556,8.66781272893773,45.0,2.3333333333333335,2.88927090964591,2024
744903,670102,81,46,13,7,1,19,0.2826086956521739,10.478,46.0,4.333333333333333,3.4926666666666666,2024
744904,621244,97,34,6,5,6,22,0.17647058823529413,7.919,34.0,2.0,2.6396666666666664,2024
744905,621107,85,49,8,4,0,22,0.16326530612244897,8.656812728937728,49.0,2.6666666666666665,2.885604242979243,2024
744905,684320,73,31,6,6,1,20,0.1935483870967742,7.980625457875458,31.0,2.0,2.6602084859584862,2024
744906,571760,83,41,8,4,1,23,0.1951219512195122,9.938,41.0,2.6666666666666665,3.312666666666667,2024
744906,579328,96,46,11,5,2,24,0.2391304347826087,10.957501831501832,46.0,3.6666666666666665,3.6525006105006104,2024
744907,605135,97,43,12,6,1,23,0.27906976744186046,9.393812728937728,43.0,4.0,3.1312709096459095,2024
744907,671737,83,41,11,7,1,21,0.2682926829268293,9.393689102564103,41.0,3.6666666666666665,3.131229700854701,2024
744908,570632,60,31,4,2,0,17,0.12903225806451613,5.615812728937729,31.0,1.3333333333333333,1.8719375763125763,2024
744908,592332,118,60,13,8,3,34,0.21666666666666667,14.780625457875457,60.0,4.333333333333333,4.926875152625152,2024
744909,592332,97,43,7,5,3,27,0.16279069767441862,9.612625457875458,43.0,2.3333333333333335,3.204208485958486,2024
744909,672456,72,37,1,3,0,23,0.02702702702702703,8.14481272893773,37.0,0.3333333333333333,2.7149375763125767,2024
744910,579328,94,45,13,8,2,23,0.28888888888888886,10.505812728937729,45.0,4.333333333333333,3.501937576312576,2024
744911,605135,95,47,9,6,1,28,0.19148936170212766,9.014689102564104,47.0,3.0,3.004896367521368,2024
744911,656427,98,48,17,8,1,21,0.3541666666666667,10.945,48.0,5.666666666666667,3.6483333333333334,2024
744912,605135,105,45,4,3,3,26,0.08888888888888889,9.198063644688645,45.0,1.3333333333333333,3.066021214896215,2024
744912,664285,90,38,4,4,2,25,0.10526315789473684,7.135625457875458,38.0,1.3333333333333333,2.378541819291819,2024
744913,621244,60,31,2,1,2,22,0.06451612903225806,6.233625457875458,31.0,0.6666666666666666,2.0778751526251527,2024
744913,681293,89,39,6,5,4,21,0.15384615384615385,7.3420000000000005,39.0,2.0,2.4473333333333334,2024
744914,684320,83,40,11,6,2,23,0.275,8.91681272893773,40.0,3.6666666666666665,2.97227090964591,2024
744914,686613,99,45,7,5,3,23,0.15555555555555556,7.617,45.0,2.3333333333333335,2.539,2024
744915,579328,95,48,10,5,2,24,0.20833333333333334,10.700063644688646,48.0,3.3333333333333335,3.5666878815628817,2024
744915,669854,99,48,7,4,2,22,0.14583333333333334,12.379,48.0,2.3333333333333335,4.126333333333333,2024
744916,543037,90,47,10,6,1,20,0.2127659574468085,8.811,47.0,3.3333333333333335,2.937,2024
744916,592332,107,48,10,6,5,25,0.20833333333333334,9.728,48.0,3.3333333333333335,3.2426666666666666,2024
744917,605135,99,45,8,6,2,26,0.17777777777777778,9.62181272893773,45.0,2.6666666666666665,3.20727090964591,2024
744917,656557,103,55,9,5,2,26,0.16363636363636364,11.399438186813187,55.0,3.0,3.799812728937729,2024
744918,579328,79,39,12,7,0,18,0.3076923076923077,11.187,39.0,4.0,3.7289999999999996,2024
744918,601713,109,59,6,4,1,29,0.1016949152542373,13.498,59.0,2.0,4.499333333333333,2024
744919,607074,107,53,15,8,1,27,0.2830188679245283,10.526,53.0,5.0,3.5086666666666666,2024
744919,621244,93,37,11,8,3,27,0.2972972972972973,8.019,37.0,3.6666666666666665,2.673,2024
744920,592332,97,46,10,4,3,27,0.21739130434782608,9.054812728937728,46.0,3.3333333333333335,3.0182709096459095,2024
744920,678394,88,41,11,6,2,28,0.2682926829268293,8.6,41.0,3.6666666666666665,2.8666666666666667,2024
744921,605135,94,50,8,8,1,24,0.16,9.714,50.0,2.6666666666666665,3.238,2024
744921,641482,87,37,6,5,1,20,0.16216216216216217,7.506,37.0,2.0,2.5020000000000002,2024
744922,573186,88,38,8,3,3,22,0.21052631578947367,7.362,38.0,2.6666666666666665,2.454,2024
744922,579328,84,38,14,7,1,20,0.3684210526315789,8.616,38.0,4.666666666666667,2.872,2024
744923,579328,89,51,21,6,1,22,0.4117647058823529,13.66,51.0,7.0,4.553333333333334,2024
744923,700249,100,44,8,2,4,25,0.18181818181818182,9.174,44.0,2.6666666666666665,3.058,2024
744924,592332,99,51,10,6,0,23,0.19607843137254902,9.789063644688644,51.0,3.3333333333333335,3.2630212148962148,2024
744924,671106,84,30,8,3,3,19,0.26666666666666666,6.212,30.0,2.6666666666666665,2.0706666666666664,2024
744925,471911,81,39,6,2,2,24,0.15384615384615385,8.246,39.0,2.0,2.748666666666667,2024
744926,594902,88,40,8,4,3,20,0.2,6.854,40.0,2.6666666666666665,2.284666666666667,2024
744926,621244,97,54,4,1,0,26,0.07407407407407407,10.204,54.0,1.3333333333333333,3.4013333333333335,2024
744927,544150,84,39,7,4,1,21,0.1794871794871795,8.44,39.0,2.3333333333333335,2.813333333333333,2024
744927,621244,97,40,6,2,3,25,0.15,8.623,40.0,2.0,2.874333333333333,2024
744928,621244,101,54,10,5,0,27,0.18518518518518517,13.112,54.0,3.3333333333333335,4.370666666666667,2024
744928,663559,81,39,7,5,2,21,0.1794871794871795,6.683,39.0,2.3333333333333335,2.2276666666666665,2024
744929,605135,100,43,10,7,1,27,0.23255813953488372,9.326501831501831,43.0,3.3333333333333335,3.1088339438339436,2024
744929,682990,87,46,8,3,0,22,0.17391304347826086,8.419,46.0,2.6666666666666665,2.8063333333333333,2024
744930,592332,97,57,9,3,1,27,0.15789473684210525,12.373,57.0,3.0,4.124333333333333,2024
744930,680570,86,50,9,4,0,27,0.18,11.442,50.0,3.0,3.814,2024
744931,669203,99,45,6,5,1,26,0.13333333333333333,9.533999999999999,45.0,2.0,3.1779999999999995,2024
744932,579328,89,48,12,4,1,25,0.25,11.564,48.0,4.0,3.8546666666666667,2024
744932,656605,106,52,8,8,1,24,0.15384615384615385,9.127,52.0,2.6666666666666665,3.0423333333333336,2024
744933,605135,107,45,5,4,2,27,0.1111111111111111,8.634250915750917,45.0,1.6666666666666667,2.878083638583639,2024
