game_pk,pitcher,pitches,swings,whiffs,actual_K,actual_BB,actual_PA,baseline_swstr_rate,matchup_xWhiff,n_swings,baseline_xK,matchup_xK,year
746324,669203,98,47,9,4,1,22,0.19148936170212766,10.9,47.0,3.0,3.6333333333333333,2024
746325,665152,91,36,4,3,3,22,0.1111111111111111,8.618,36.0,1.3333333333333333,2.872666666666667,2024
746325,679525,86,40,8,6,2,22,0.2,8.811,40.0,2.6666666666666665,2.937,2024
746326,664299,93,39,7,4,3,25,0.1794871794871795,10.062,39.0,2.3333333333333335,3.3539999999999996,2024
746326,666142,96,51,15,5,1,26,0.29411764705882354,11.479000000000001,51.0,5.0,3.826333333333334,2024
746327,607625,86,39,4,3,2,27,0.10256410256410256,10.040250915750915,39.0,1.3333333333333333,3.346750305250305,2024
746327,647336,91,41,7,2,0,22,0.17073170731707318,8.684,41.0,2.3333333333333335,2.8946666666666663,2024
746328,607200,91,36,3,4,2,23,0.08333333333333333,6.316,36.0,1.0,2.1053333333333333,2024
746328,663903,72,35,9,4,1,21,0.2571428571428571,8.772,35.0,3.0,2.924,2024
746329,608379,93,38,10,8,1,23,0.2631578947368421,8.483,38.0,3.3333333333333335,2.827666666666667,2024
746329,623167,77,38,8,4,2,25,0.21052631578947367,9.125,38.0,2.6666666666666665,3.0416666666666665,2024
746330,676979,77,38,15,5,0,19,0.39473684210526316,8.394,38.0,5.0,2.798,2024
746330,679525,78,38,5,3,1,23,0.13157894736842105,7.897625457875458,38.0,1.6666666666666667,2.6325418192918195,2024
746331,579328,98,50,14,8,1,24,0.28,13.837,50.0,4.666666666666667,4.612333333333333,2024
746331,669923,96,51,11,6,1,24,0.21568627450980393,10.418063644688646,51.0,3.6666666666666665,3.472687881562882,2024
746332,663903,98,45,18,9,1,26,0.4,11.72,45.0,6.0,3.9066666666666667,2024
746333,607625,86,41,12,4,1,22,0.2926829268292683,10.624,41.0,4.0,3.5413333333333337,2024
746333,657746,81,38,7,5,1,20,0.18421052631578946,8.479,38.0,2.3333333333333335,2.826333333333333,2024
746334,682243,97,55,19,5,2,25,0.34545454545454546,12.137,55.0,6.333333333333333,4.0456666666666665,2024
746334,686613,103,47,16,8,3,23,0.3404255319148936,10.847999999999999,47.0,5.333333333333333,3.6159999999999997,2024
746335,641154,84,45,15,7,0,24,0.3333333333333333,10.013,45.0,5.0,3.337666666666667,2024
746335,666142,97,51,19,9,2,25,0.37254901960784315,12.11,51.0,6.333333333333333,4.036666666666666,2024
746336,664285,90,34,6,4,2,26,0.17647058823529413,7.626,34.0,2.0,2.5420000000000003,2024
746336,669302,94,46,19,6,1,24,0.41304347826086957,12.954,46.0,6.333333333333333,4.3180000000000005,2024
746337,664285,96,48,8,6,1,26,0.16666666666666666,12.937000000000001,48.0,2.6666666666666665,4.312333333333334,2024
746337,687765,81,45,7,2,0,28,0.15555555555555556,9.513,45.0,2.3333333333333335,3.171,2024
746338,669854,104,49,17,9,2,27,0.3469387755102041,13.355689102564103,49.0,5.666666666666667,4.451896367521368,2024
746338,672282,66,30,5,3,3,17,0.16666666666666666,6.852,30.0,1.6666666666666667,2.2840000000000003,2024
746339,656288,87,41,6,3,2,21,0.14634146341463414,8.842,41.0,2.0,2.9473333333333334,2024
746339,681293,78,41,10,6,0,22,0.24390243902439024,10.309063644688646,41.0,3.3333333333333335,3.4363545482295486,2024
746340,434378,86,40,8,4,1,24,0.2,10.491625457875458,40.0,2.6666666666666665,3.497208485958486,2024
746340,542881,75,42,10,4,0,18,0.23809523809523808,8.145,42.0,3.3333333333333335,2.715,2024
746341,579328,101,43,12,9,1,24,0.27906976744186046,11.224063644688645,43.0,4.0,3.7413545482295483,2024
746341,660761,96,52,16,5,2,21,0.3076923076923077,11.605,52.0,5.333333333333333,3.8683333333333336,2024
746342,683155,84,49,7,2,1,27,0.14285714285714285,10.878,49.0,2.3333333333333335,3.626,2024
746342,686613,97,51,18,7,1,26,0.35294117647058826,12.107438186813187,51.0,6.0,4.035812728937729,2024
746343,664285,96,41,11,7,3,25,0.2682926829268293,7.6979999999999995,41.0,3.6666666666666665,2.566,2024
746343,694297,88,41,7,5,2,23,0.17073170731707318,8.231,41.0,2.3333333333333335,2.7436666666666665,2024
746344,579328,99,50,13,6,0,26,0.26,12.386000000000001,50.0,4.333333333333333,4.128666666666667,2024
746344,593958,88,36,8,1,3,23,0.2222222222222222,7.734,36.0,2.6666666666666665,2.578,2024
746345,434378,75,32,2,0,1,19,0.0625,6.127,32.0,0.6666666666666666,2.042333333333333,2024
746345,669194,88,42,9,4,2,23,0.21428571428571427,7.179,42.0,3.0,2.3930000000000002,2024
746346,676664,82,44,5,1,2,24,0.11363636363636363,9.246,44.0,1.6666666666666667,3.0820000000000003,2024
746346,681293,97,47,12,7,1,27,0.2553191489361702,13.921876373626374,47.0,3.9999999999999996,4.6406254578754575,2024
746347,669854,101,46,7,3,4,21,0.15217391304347827,10.285,46.0,2.3333333333333335,3.4283333333333332,2024
746347,679525,73,34,9,5,1,19,0.2647058823529412,7.63,34.0,3.0,2.5433333333333334,2024
746348,579328,101,52,18,12,0,26,0.34615384615384615,13.584999999999999,52.0,6.0,4.528333333333333,2024
746348,666142,93,51,20,10,2,22,0.39215686274509803,11.992438186813187,51.0,6.666666666666667,3.9974793956043957,2024
746349,601713,84,39,7,2,3,23,0.1794871794871795,9.21,39.0,2.3333333333333335,3.0700000000000003,2024
746349,669854,84,42,10,5,4,20,0.23809523809523808,10.707,42.0,3.3333333333333335,3.5690000000000004,2024
746350,434378,76,33,9,6,1,20,0.2727272727272727,9.204,33.0,3.0,3.068,2024
746350,681867,80,30,6,4,1,18,0.2,5.538250915750916,30.0,2.0,1.8460836385836386,2024
746351,579328,99,49,14,7,1,25,0.2857142857142857,14.177,49.0,4.666666666666667,4.725666666666666,2024
746351,656557,90,46,16,8,0,26,0.34782608695652173,10.764063644688644,46.0,5.333333333333333,3.5880212148962145,2024
746352,663903,101,40,11,6,1,24,0.275,9.412812728937729,40.0,3.6666666666666665,3.137604242979243,2024
746352,686613,97,44,6,4,2,24,0.13636363636363635,8.926,44.0,2.0,2.9753333333333334,2024
746353,607625,93,47,9,9,1,28,0.19148936170212766,10.529,47.0,3.0,3.5096666666666665,2024
746353,664285,98,48,15,7,3,24,0.3125,11.272314560439561,48.0,5.0,3.757438186813187,2024
746354,579328,95,51,26,11,3,22,0.5098039215686274,15.229,51.0,8.666666666666666,5.076333333333333,2024
746354,669358,80,45,15,5,1,23,0.3333333333333333,10.523,45.0,5.0,3.5076666666666667,2024
746355,623167,73,32,5,1,1,19,0.15625,6.942,32.0,1.6666666666666667,2.314,2024
746355,686613,102,51,8,6,2,25,0.1568627450980392,10.18081272893773,51.0,2.6666666666666665,3.3936042429792432,2024
746356,641302,58,31,10,5,1,16,0.3225806451612903,6.347250915750916,31.0,3.3333333333333335,2.1157503052503053,2024
746356,681293,100,48,19,12,2,23,0.3958333333333333,13.479625457875459,48.0,6.333333333333333,4.493208485958486,2024
746357,676979,55,35,17,9,0,16,0.4857142857142857,6.629812728937729,35.0,5.666666666666667,2.2099375763125764,2024
746357,681293,93,48,13,5,2,25,0.2708333333333333,10.346,48.0,4.333333333333333,3.4486666666666665,2024
746358,641793,79,40,10,3,1,20,0.25,10.713689102564103,40.0,3.3333333333333335,3.571229700854701,2024
746358,669854,89,45,17,7,2,23,0.37777777777777777,13.144,45.0,5.666666666666667,4.381333333333333,2024
746359,664285,82,41,15,9,1,23,0.36585365853658536,9.773,41.0,5.0,3.2576666666666667,2024
746359,681066,87,44,12,5,3,24,0.2727272727272727,10.438689102564103,44.0,4.0,3.4795630341880344,2024
746360,694973,101,50,16,6,3,25,0.32,14.816250915750915,50.0,5.333333333333333,4.938750305250305,2024
746361,664285,96,47,17,9,2,24,0.3617021276595745,10.537,47.0,5.666666666666667,3.5123333333333338,2024
746361,694813,99,53,11,3,2,29,0.20754716981132076,11.019,53.0,3.6666666666666665,3.673,2024
746362,669854,99,39,17,9,3,20,0.4358974358974359,10.451,39.0,5.666666666666667,3.4836666666666667,2024
746362,680736,82,39,4,2,1,21,0.10256410256410256,6.999,39.0,1.3333333333333333,2.3329999999999997,2024
746363,664285,92,48,21,10,0,25,0.4375,14.832,48.0,7.0,4.944,2024
746364,681293,97,43,10,8,2,24,0.23255813953488372,10.513,43.0,3.3333333333333335,3.5043333333333333,2024
746364,689981,91,43,14,8,3,21,0.32558139534883723,9.389000000000001,43.0,4.666666666666667,3.129666666666667,2024
746365,663559,66,36,8,3,0,21,0.2222222222222222,7.062,36.0,2.6666666666666665,2.354,2024
746365,686613,102,47,10,8,2,27,0.2127659574468085,9.443999999999999,47.0,3.3333333333333335,3.1479999999999997,2024
746366,664285,95,44,14,10,1,25,0.3181818181818182,10.867250915750915,44.0,4.666666666666667,3.6224169719169717,2024
746367,682610,94,45,8,2,2,30,0.17777777777777778,8.973876373626373,45.0,2.6666666666666665,2.9912921245421242,2024
746367,814005,82,39,9,4,1,18,0.23076923076923078,9.996,39.0,3.0,3.3320000000000003,2024
746368,669432,107,48,10,5,2,24,0.20833333333333334,9.469000000000001,48.0,3.3333333333333335,3.156333333333334,2024
746368,669854,87,38,11,7,1,25,0.2894736842105263,10.078,38.0,3.6666666666666665,3.3593333333333333,2024
746369,543135,95,59,12,7,0,29,0.2033898305084746,13.981438186813188,59.0,4.0,4.660479395604396,2024
746369,681293,85,39,14,7,3,24,0.358974358974359,9.581,39.0,4.666666666666667,3.1936666666666667,2024
746370,453286,71,36,11,6,1,17,0.3055555555555556,8.32,36.0,3.6666666666666665,2.7733333333333334,2024
746370,669854,90,38,12,5,2,22,0.3157894736842105,9.048,38.0,4.0,3.016,2024
746371,571760,84,42,11,5,2,23,0.2619047619047619,9.485000000000001,42.0,3.6666666666666665,3.161666666666667,2024
746371,686613,93,38,4,5,2,24,0.10526315789473684,7.418,38.0,1.3333333333333333,2.4726666666666666,2024
746372,596295,89,44,6,4,0,24,0.13636363636363635,11.065,44.0,2.0,3.688333333333333,2024
746372,686613,94,47,17,7,3,23,0.3617021276595745,11.798,47.0,5.666666666666667,3.9326666666666665,2024
746373,544150,78,43,6,3,2,26,0.13953488372093023,9.455438186813186,43.0,2.0,3.151812728937729,2024
746373,664285,104,44,10,7,2,29,0.22727272727272727,10.105,44.0,3.3333333333333335,3.3683333333333336,2024
746374,663372,83,35,5,2,1,25,0.14285714285714285,8.100438186813188,35.0,1.6666666666666667,2.7001460622710627,2024
746374,681293,89,48,12,10,0,24,0.25,14.757,48.0,4.0,4.919,2024
746375,680570,94,47,14,8,2,26,0.2978723404255319,10.818625457875457,47.0,4.666666666666667,3.606208485958486,2024
746375,814005,79,44,8,2,0,17,0.18181818181818182,10.683,44.0,2.6666666666666665,3.561,2024
746376,669203,90,48,12,5,0,26,0.25,10.664,48.0,4.0,3.5546666666666664,2024
746376,669854,98,46,14,4,3,27,0.30434782608695654,11.795,46.0,4.666666666666667,3.9316666666666666,2024
746377,628317,94,43,8,1,2,20,0.18604651162790697,9.368250915750917,43.0,2.6666666666666665,3.1227503052503054,2024
746377,669854,94,41,14,8,3,25,0.34146341463414637,10.205,41.0,4.666666666666667,3.401666666666667,2024
746378,669373,84,50,10,2,1,27,0.2,11.051,50.0,3.3333333333333335,3.683666666666667,2024
746378,686613,96,49,13,9,0,25,0.2653061224489796,10.458438186813186,49.0,4.333333333333333,3.4861460622710623,2024
746379,669854,98,52,14,2,2,24,0.2692307692307692,12.84981272893773,52.0,4.666666666666667,4.28327090964591,2024
746380,669467,75,30,2,1,3,19,0.06666666666666667,4.869,30.0,0.6666666666666666,1.623,2024
746381,656427,73,31,8,6,1,19,0.25806451612903225,6.868,31.0,2.6666666666666665,2.2893333333333334,2024
746382,434378,104,55,8,4,2,24,0.14545454545454545,11.297,55.0,2.6666666666666665,3.7656666666666667,2024
746382,502043,96,42,14,8,3,25,0.3333333333333333,10.461,42.0,4.666666666666667,3.487,2024
746383,680573,66,35,11,6,2,18,0.3142857142857143,8.582,35.0,3.6666666666666665,2.860666666666667,2024
746383,686613,95,39,9,7,1,23,0.23076923076923078,8.861,39.0,3.0,2.953666666666667,2024
746384,657746,95,45,8,4,2,23,0.17777777777777778,9.550812728937728,45.0,2.6666666666666665,3.183604242979243,2024
746384,664285,85,33,6,4,2,24,0.18181818181818182,6.723,33.0,2.0,2.241,2024
746385,656288,89,46,7,2,3,21,0.15217391304347827,12.003,46.0,2.3333333333333335,4.001,2024
746385,664299,71,34,6,1,3,21,0.17647058823529413,7.811,34.0,2.0,2.603666666666667,2024
746386,542881,95,50,12,4,2,31,0.24,9.88,50.0,4.0,3.2933333333333334,2024
746386,686613,96,40,8,3,3,23,0.2,8.59681272893773,40.0,2.6666666666666665,2.865604242979243,2024
746387,641154,93,53,16,6,1,28,0.3018867924528302,11.973,53.0,5.333333333333333,3.991,2024
746387,669854,95,51,9,6,3,20,0.17647058823529413,13.958,51.0,3.0,4.652666666666667,2024
746388,642547,97,46,11,6,1,23,0.2391304347826087,10.768,46.0,3.6666666666666665,3.5893333333333337,2024
746388,686613,93,38,11,5,3,21,0.2894736842105263,7.851,38.0,3.6666666666666665,2.617,2024
746389,434378,98,46,8,3,2,20,0.17391304347826086,9.893,46.0,2.6666666666666665,3.2976666666666667,2024
746390,664285,86,41,9,3,1,25,0.21951219512195122,9.649625457875459,41.0,3.0,3.2165418192918196,2024
746390,672282,79,39,6,3,1,21,0.15384615384615385,7.88,39.0,2.0,2.6266666666666665,2024
746391,664299,80,39,15,8,1,21,0.38461538461538464,13.023625457875458,39.0,5.0,4.341208485958486,2024
746391,683155,89,39,7,4,4,23,0.1794871794871795,8.527000000000001,39.0,2.3333333333333335,2.842333333333334,2024
746392,607067,96,37,7,5,4,24,0.1891891891891892,7.590625457875458,37.0,2.3333333333333335,2.530208485958486,2024
746392,681293,99,43,8,6,2,27,0.18604651162790697,9.17,43.0,2.6666666666666665,3.0566666666666666,2024
746393,681293,86,44,12,5,2,21,0.2727272727272727,11.028,44.0,4.0,3.676,2024
746394,664285,91,40,8,3,1,25,0.2,8.771,40.0,2.6666666666666665,2.923666666666667,2024
746394,669302,96,49,13,6,4,27,0.2653061224489796,11.280000000000001,49.0,4.333333333333333,3.7600000000000002,2024
746395,682243,82,48,4,3,1,24,0.08333333333333333,8.847438186813187,48.0,1.3333333333333333,2.9491460622710624,2024
746395,686613,91,42,11,5,4,22,0.2619047619047619,10.334,42.0,3.6666666666666665,3.4446666666666665,2024
746396,676664,100,49,7,2,1,21,0.14285714285714285,10.937000000000001,49.0,2.3333333333333335,3.645666666666667,2024
746397,605156,84,47,9,5,1,28,0.19148936170212766,11.236,47.0,3.0,3.7453333333333334,2024
746397,664285,97,43,13,8,2,24,0.3023255813953488,12.067625457875458,43.0,4.333333333333333,4.02254181929182,2024
746398,471911,76,38,7,3,2,20,0.18421052631578946,7.686,38.0,2.3333333333333335,2.562,2024
746398,686613,97,40,9,7,2,22,0.225,7.342,40.0,3.0,2.4473333333333334,2024
746399,434378,97,46,8,2,3,27,0.17391304347826086,9.001,46.0,2.6666666666666665,3.0003333333333333,2024
746399,663474,90,44,12,6,1,26,0.2727272727272727,8.295,44.0,4.0,2.765,2024
746400,625643,94,45,13,7,1,23,0.28888888888888886,9.255,45.0,4.333333333333333,3.0850000000000004,2024
746400,686613,88,36,11,3,3,23,0.3055555555555556,8.544438186813187,36.0,3.6666666666666665,2.8481460622710624,2024
746401,608331,96,43,8,2,4,24,0.18604651162790697,7.939,43.0,2.6666666666666665,2.646333333333333,2024
746401,641585,90,42,12,4,1,22,0.2857142857142857,10.718,42.0,4.0,3.5726666666666667,2024
746402,669854,94,40,9,6,2,24,0.225,11.186,40.0,3.0,3.728666666666667,2024
746402,669923,88,50,6,3,0,22,0.12,9.58981272893773,50.0,2.0,3.196604242979243,2024
746403,671106,98,52,10,5,1,25,0.19230769230769232,10.405,52.0,3.3333333333333335,3.4683333333333333,2024
746403,681293,94,47,13,6,2,22,0.2765957446808511,10.026,47.0,4.333333333333333,3.342,2024
746404,543135,87,43,10,3,2,27,0.23255813953488372,9.982250915750916,43.0,3.3333333333333335,3.3274169719169717,2024
746404,664299,89,46,12,5,2,27,0.2608695652173913,10.697000000000001,46.0,4.0,3.565666666666667,2024
746405,571760,79,30,5,1,4,20,0.16666666666666666,5.883,30.0,1.6666666666666667,1.961,2024
746405,669854,93,45,11,5,3,24,0.24444444444444444,10.168,45.0,3.6666666666666665,3.389333333333333,2024
746406,670241,80,32,8,4,3,19,0.25,6.3629999999999995,32.0,2.6666666666666665,2.121,2024
746406,681293,87,46,15,5,2,19,0.32608695652173914,10.54,46.0,5.0,3.513333333333333,2024
746407,605135,91,34,3,3,3,24,0.08823529411764706,6.56,34.0,1.0,2.1866666666666665,2024
746407,664299,97,38,9,3,5,20,0.23684210526315788,8.086,38.0,3.0,2.6953333333333336,2024
746408,641540,80,30,4,3,2,22,0.13333333333333333,5.901438186813187,30.0,1.3333333333333333,1.9671460622710624,2024
746408,641585,98,33,3,3,4,25,0.09090909090909091,7.678,33.0,1.0,2.5593333333333335,2024
746409,669854,105,59,17,7,2,29,0.288135593220339,13.629,59.0,5.666666666666667,4.543,2024
746409,670102,79,46,13,7,1,26,0.2826086956521739,10.356,46.0,4.333333333333333,3.452,2024
746410,573186,101,44,13,4,2,25,0.29545454545454547,7.243,44.0,4.333333333333333,2.4143333333333334,2024
746410,686613,88,44,6,5,2,18,0.13636363636363635,9.953,44.0,2.0,3.3176666666666663,2024
746411,621244,88,32,5,2,3,24,0.15625,5.032,32.0,1.6666666666666667,1.6773333333333333,2024
746411,664285,85,44,8,5,0,27,0.18181818181818182,7.798,44.0,2.6666666666666665,2.5993333333333335,2024
746412,607074,87,48,11,4,3,21,0.22916666666666666,8.917,48.0,3.6666666666666665,2.9723333333333333,2024
746412,664299,90,36,8,6,1,23,0.2222222222222222,9.673,36.0,2.6666666666666665,3.2243333333333335,2024
746413,641585,94,38,12,5,1,24,0.3157894736842105,8.665,38.0,4.0,2.888333333333333,2024
746413,657376,75,35,10,5,0,21,0.2857142857142857,7.559,35.0,3.3333333333333335,2.5196666666666667,2024
746414,680732,84,38,8,6,3,19,0.21052631578947367,9.322812728937729,38.0,2.6666666666666665,3.1076042429792428,2024
746415,641302,74,38,12,6,0,19,0.3157894736842105,7.97,38.0,4.0,2.6566666666666667,2024
746415,681857,72,38,12,3,0,16,0.3157894736842105,9.411999999999999,38.0,4.0,3.137333333333333,2024
746416,628317,89,41,10,5,1,21,0.24390243902439024,11.20212728937729,41.0,3.3333333333333335,3.7340424297924297,2024
746416,686563,80,33,8,3,3,21,0.24242424242424243,7.453,33.0,2.6666666666666665,2.4843333333333333,2024
746418,641482,76,37,10,5,2,22,0.2702702702702703,6.343,37.0,3.3333333333333335,2.114333333333333,2024
746419,672456,63,33,2,1,1,20,0.06060606060606061,8.172625457875458,33.0,0.6666666666666666,2.7242084859584863,2024
746419,700249,89,43,13,8,2,19,0.3023255813953488,9.74,43.0,4.333333333333333,3.2466666666666666,2024
746420,641793,91,44,13,7,0,21,0.29545454545454547,12.088063644688646,44.0,4.333333333333333,4.0293545482295485,2024
746421,669373,103,56,16,7,1,23,0.2857142857142857,14.528,56.0,5.333333333333333,4.842666666666667,2024
746421,686752,86,51,15,6,4,22,0.29411764705882354,12.85,51.0,5.0,4.283333333333333,2024
746422,669203,97,43,17,7,1,23,0.3953488372093023,10.905438186813187,43.0,5.666666666666667,3.6351460622710623,2024
746423,621107,100,51,8,3,1,25,0.1568627450980392,12.008000000000001,51.0,2.6666666666666665,4.002666666666667,2024
746424,601713,96,46,11,6,1,25,0.2391304347826087,10.328,46.0,3.6666666666666665,3.4426666666666663,2024
746424,669373,98,53,14,8,0,27,0.2641509433962264,13.699,53.0,4.666666666666667,4.566333333333334,2024
746425,663554,66,37,13,7,0,21,0.35135135135135137,11.044250915750917,37.0,4.333333333333333,3.6814169719169723,2024
746425,685299,67,40,6,1,0,19,0.15,10.070812728937728,40.0,2.0,3.356937576312576,2024
746427,663372,92,43,11,6,2,22,0.2558139534883721,10.317,43.0,3.6666666666666665,3.439,2024
746427,669373,84,50,15,6,0,22,0.3,14.243438186813187,50.0,5.0,4.7478127289377285,2024
746428,672456,96,52,16,5,0,27,0.3076923076923077,17.1,52.0,5.333333333333333,5.7,2024
746428,687134,82,36,6,4,5,21,0.16666666666666666,8.801625457875458,36.0,2.0,2.9338751526251525,2024
746429,456501,83,40,8,5,1,22,0.2,10.017,40.0,2.6666666666666665,3.339,2024
746429,676428,80,39,4,4,2,21,0.10256410256410256,7.490438186813187,39.0,1.3333333333333333,2.496812728937729,2024
746430,656288,93,38,11,4,4,22,0.2894736842105263,9.715250915750916,38.0,3.6666666666666665,3.238416971916972,2024
746431,573186,78,33,8,5,2,21,0.24242424242424243,9.061063644688645,33.0,2.6666666666666665,3.020354548229548,2024
746432,672456,89,40,4,5,3,21,0.1,8.291438186813187,40.0,1.3333333333333333,2.763812728937729,2024
746432,686799,73,42,4,4,0,22,0.09523809523809523,6.337438186813187,42.0,1.3333333333333333,2.1124793956043955,2024
746433,656557,95,32,5,6,2,24,0.15625,8.396063644688645,32.0,1.6666666666666667,2.798687881562882,2024
746433,663554,85,40,8,4,1,25,0.2,11.341,40.0,2.6666666666666665,3.780333333333333,2024
746434,607074,90,45,8,5,1,18,0.17777777777777778,11.076812728937728,45.0,2.6666666666666665,3.6922709096459094,2024
746434,672456,87,40,7,5,2,19,0.175,8.934,40.0,2.3333333333333335,2.9779999999999998,2024
746435,669373,88,35,11,9,1,23,0.3142857142857143,8.686,35.0,3.6666666666666665,2.8953333333333333,2024
746435,669923,86,47,15,5,1,25,0.3191489361702128,11.305438186813188,47.0,5.0,3.768479395604396,2024
746436,693433,85,44,11,6,0,25,0.25,9.923,44.0,3.6666666666666665,3.3076666666666665,2024
746437,682243,90,48,14,9,0,23,0.2916666666666667,12.119876373626374,48.0,4.666666666666667,4.039958791208791,2024
746438,543037,95,44,12,8,2,23,0.2727272727272727,10.787250915750915,44.0,4.0,3.5957503052503053,2024
746439,608379,99,41,4,2,4,28,0.0975609756097561,8.545625457875458,41.0,1.3333333333333333,2.8485418192918193,2024
746440,547179,84,38,11,5,2,24,0.2894736842105263,8.802063644688644,38.0,3.6666666666666665,2.9340212148962146,2024
746441,668909,90,47,11,8,1,19,0.23404255319148937,9.80281272893773,47.0,3.6666666666666665,3.267604242979243,2024
746442,607625,103,47,10,3,1,28,0.2127659574468085,10.621876373626375,47.0,3.3333333333333335,3.5406254578754583,2024
746442,672456,88,44,2,3,1,27,0.045454545454545456,8.198,44.0,0.6666666666666666,2.732666666666667,2024
746443,666142,97,46,11,6,4,22,0.2391304347826087,10.897438186813186,46.0,3.6666666666666665,3.6324793956043955,2024
746443,669373,95,49,9,8,2,28,0.1836734693877551,11.212,49.0,3.0,3.7373333333333334,2024
746444,676440,95,56,9,2,0,24,0.16071428571428573,12.790438186813187,56.0,3.0,4.263479395604396,2024
746444,676614,96,55,12,5,1,27,0.21818181818181817,10.65081272893773,55.0,4.0,3.55027090964591,2024
746445,641927,98,50,20,11,2,27,0.4,12.557438186813187,50.0,6.666666666666667,4.185812728937729,2024
746446,657746,89,39,13,8,1,23,0.3333333333333333,8.601625457875459,39.0,4.333333333333333,2.867208485958486,2024
746446,669373,96,52,9,8,2,28,0.17307692307692307,11.86981272893773,52.0,3.0,3.956604242979243,2024
746447,672456,92,37,10,4,4,25,0.2702702702702703,10.188,37.0,3.3333333333333335,3.3960000000000004,2024
746447,680736,84,35,6,4,2,23,0.17142857142857143,8.404625457875458,35.0,2.0,2.801541819291819,2024
746448,641154,97,56,12,7,1,28,0.21428571428571427,12.237,56.0,4.0,4.079,2024
746448,672456,96,42,9,5,1,24,0.21428571428571427,11.953,42.0,3.0,3.9843333333333333,2024
746450,572020,81,35,4,1,4,20,0.11428571428571428,8.074625457875458,35.0,1.3333333333333333,2.6915418192918192,2024
746450,669373,101,47,12,8,1,22,0.2553191489361702,10.801,47.0,3.9999999999999996,3.6003333333333334,2024
746451,594902,80,36,5,4,1,23,0.1388888888888889,7.481,36.0,1.6666666666666667,2.4936666666666665,2024
746452,656427,83,41,10,4,2,22,0.24390243902439024,9.296,41.0,3.3333333333333335,3.0986666666666665,2024
746452,675921,75,34,6,4,3,19,0.17647058823529413,7.421,34.0,2.0,2.473666666666667,2024
746453,676440,109,53,11,8,3,28,0.20754716981132076,12.24181272893773,53.0,3.6666666666666665,4.080604242979243,2024
746453,681857,95,50,8,3,1,23,0.16,9.834,50.0,2.6666666666666665,3.278,2024
746454,624133,88,44,4,4,0,26,0.09090909090909091,8.862250915750916,44.0,1.3333333333333333,2.9540836385836386,2024
746454,669373,91,42,18,7,1,26,0.42857142857142855,10.413,42.0,6.0,3.471,2024
746455,668909,89,49,9,5,1,21,0.1836734693877551,11.864,49.0,3.0,3.9546666666666668,2024
746455,672456,73,33,7,4,1,21,0.21212121212121213,6.658,33.0,2.3333333333333335,2.2193333333333336,2024
746457,681857,97,44,11,3,0,23,0.25,11.65,44.0,3.6666666666666665,3.8833333333333333,2024
746458,605400,90,45,12,6,0,26,0.26666666666666666,9.204438186813187,45.0,4.0,3.068146062271062,2024
746458,663554,101,54,19,10,0,23,0.35185185185185186,12.774876373626373,54.0,6.333333333333333,4.258292124542124,2024
746459,628317,92,52,12,5,0,22,0.23076923076923078,13.958625457875458,52.0,4.0,4.652875152625152,2024
746459,689672,94,30,11,5,4,23,0.36666666666666664,6.907,30.0,3.6666666666666665,2.3023333333333333,2024
746460,607200,92,43,10,3,1,26,0.23255813953488372,8.104250915750915,43.0,3.3333333333333335,2.701416971916972,2024
746460,656427,98,44,11,8,2,24,0.25,11.455,44.0,3.6666666666666665,3.8183333333333334,2024
746461,642547,94,38,4,3,5,19,0.10526315789473684,8.077,38.0,1.3333333333333333,2.6923333333333335,2024
746461,663554,97,36,1,1,2,25,0.027777777777777776,6.330812728937729,36.0,0.3333333333333333,2.1102709096459096,2024
746462,663623,98,44,7,5,1,25,0.1590909090909091,8.747,44.0,2.3333333333333335,2.9156666666666666,2024
746462,681857,91,50,13,3,2,27,0.26,9.863,50.0,4.333333333333333,3.2876666666666665,2024
746463,669060,89,40,13,4,2,24,0.325,7.676438186813187,40.0,4.333333333333333,2.558812728937729,2024
746463,669373,95,43,15,10,2,27,0.3488372093023256,9.255,43.0,5.0,3.0850000000000004,2024
746465,571578,94,43,8,4,2,22,0.18604651162790697,8.92681272893773,43.0,2.6666666666666665,2.975604242979243,2024
746465,663554,84,33,3,4,1,22,0.09090909090909091,6.609063644688645,33.0,1.0,2.2030212148962147,2024
746466,668964,100,40,5,5,3,27,0.125,8.623,40.0,1.6666666666666667,2.874333333333333,2024
746466,681857,89,43,12,6,1,24,0.27906976744186046,9.762,43.0,4.0,3.254,2024
746467,669373,93,45,15,8,1,25,0.3333333333333333,10.453812728937729,45.0,5.0,3.484604242979243,2024
746467,683003,83,38,4,2,2,21,0.10526315789473684,10.136,38.0,1.3333333333333333,3.3786666666666663,2024
746468,672456,87,41,9,5,1,19,0.21951219512195122,10.787689102564103,41.0,3.0,3.5958963675213678,2024
746468,694973,96,58,16,9,1,22,0.27586206896551724,14.416565476190478,58.0,5.333333333333333,4.805521825396826,2024
746469,579328,56,31,2,0,0,17,0.06451612903225806,7.009,31.0,0.6666666666666666,2.3363333333333336,2024
746469,663554,86,40,4,0,2,22,0.1,6.631812728937729,40.0,1.3333333333333333,2.210604242979243,2024
746470,621244,83,40,7,5,0,25,0.175,8.236,40.0,2.3333333333333335,2.7453333333333334,2024
746470,681857,93,37,8,4,3,26,0.21621621621621623,7.038,37.0,2.6666666666666665,2.346,2024
