team_name,owner,team_id,player_name,player_id,position,pro_team,lineup_slot,injured,injury_status,batter,total_pa,career_mean,career_median,career_min,career_max,current_l150,percentile,form_bucket
Boone's Bad Bullpen,,1,Junior Caminero,4905921,3B,TB,3B,False,ACTIVE,691406,1229,0.34605831212546534,0.3473265437229437,0.2799449822465556,0.42532825042342753,0.38161461333333335,0.8,HIGH
Boone's Bad Bullpen,,1,Gunnar Henderson,42507,SS,Bal,BE,False,ACTIVE,683002,2513,0.3480861173860718,0.34910243345853786,0.2610786666666667,0.41480709494532375,0.3249515333333334,0.2406937394247039,BELOW_MEDIAN
Boone's Bad Bullpen,,1,William Contreras,39895,C,Mil,UTIL,False,ACTIVE,661388,2854,0.33782728714333876,0.33473519757334513,0.27372037959636014,0.42736112011968014,0.33155905333333335,0.4377079482439926,TYPICAL
Boone's Bad Bullpen,,1,Steven Kwan,41996,LF,Cle,OF,False,ACTIVE,680757,2896,0.31688038747584574,0.3145073466666667,0.2410965666666667,0.3918568850108956,0.33300054666666656,0.7466326902074991,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Pete Crow-Armstrong,4717833,CF,ChC,OF,False,ACTIVE,691718,1426,0.32197671827673663,0.31886933157196035,0.22319492442965655,0.4460936533333334,0.41257914000000007,0.9342208300704777,PEAK
Boone's Bad Bullpen,,1,Freddie Freeman,30193,1B,LAD,1B/3B,False,ACTIVE,518692,6961,0.3945176204270282,0.39239789422353644,0.2636745089435711,0.516950175755107,0.3974302866666667,0.551967116852613,TYPICAL
Boone's Bad Bullpen,,1,Tyler Soderstrom,4686066,LF,Oak,IL,True,TEN_DAY_DL,691016,1298,0.33698628057810975,0.33611429469133486,0.27836298893514466,0.3973712936320594,0.3509668466666667,0.7249782419495213,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Bryan Reynolds,38980,RF,Pit,OF,False,ACTIVE,668804,4357,0.3534750403500138,0.3534862674718706,0.2712352419597771,0.43412115156110653,0.3780090466666667,0.8029942965779467,HIGH
Boone's Bad Bullpen,,1,Zach Neto,4666100,SS,LAA,2B/SS,False,ACTIVE,687263,1855,0.3257812970751754,0.32781190661855847,0.2578853607173181,0.38920679696317834,0.2902960133333333,0.0873388042203986,SLUMPING
Boone's Bad Bullpen,,1,Ryan O'Hearn,35183,1B,Pit,OF,False,ACTIVE,656811,2767,0.33044404398773336,0.33100004048057374,0.23475496666666668,0.4125292843412155,0.28068698,0.08097784568372804,SLUMPING
Boone's Bad Bullpen,,1,Jac Caglianone,4926296,RF,KC,OF,False,ACTIVE,695506,543,0.3419177315133737,0.3312678090695952,0.295425809328548,0.43311726666666667,0.4087301333333333,0.9263959390862944,PEAK
Boone's Bad Bullpen,,1,Kazuma Okamoto,5134636,3B,Tor,BE,False,ACTIVE,672960,350,0.33016225383084585,0.33456367333333326,0.28121424,0.38173466,0.32360895999999995,0.3880597014925373,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Konnor Griffin,5218285,SS,Pit,SS,False,ACTIVE,804606,239,0.32197691362962966,0.32386035,0.3028440133333334,0.3349946666666668,0.32858983333333336,0.7888888888888889,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Dillon Dingler,4345620,C,Det,C,False,ACTIVE,693307,892,0.36371635719158135,0.3722431400000001,0.27609585420713134,0.4374007838206239,0.37676694,0.6069986541049798,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Michael Busch,42415,1B,ChC,1B,False,ACTIVE,683737,1619,0.35039823081644705,0.34510475094752113,0.2711353230888125,0.4347911949779143,0.3272450733333333,0.3115646258503401,BELOW_MEDIAN
Team Solomon,,2,Cal Raleigh,41292,C,Sea,C,False,ACTIVE,663728,2691,0.33985734381013394,0.33778269688126206,0.21401011509328877,0.413684835920594,0.28919125999999995,0.053107789142407553,SLUMPING
Team Solomon,,2,Manny Machado,31097,3B,SD,UTIL,False,ACTIVE,592518,7181,0.3531718764399781,0.3545255666666667,0.2584408152729882,0.45220465431823964,0.3333875199999999,0.31868600682593856,BELOW_MEDIAN
Team Solomon,,2,Matt Olson,32767,1B,Atl,1B,False,ACTIVE,621566,5495,0.36694980215389705,0.3707980561985864,0.2457878985697583,0.45644134475033277,0.34909838666666665,0.2822671156004489,BELOW_MEDIAN
Team Solomon,,2,James Wood,4918256,LF,Wsh,OF,False,ACTIVE,695578,1421,0.3783287671671942,0.38122577252602596,0.2360777938095238,0.4698051466666666,0.40144466000000006,0.6525157232704403,ABOVE_MEDIAN
Team Solomon,,2,Seiya Suzuki,4142424,DH,ChC,OF,False,ACTIVE,673548,2547,0.34640246315705514,0.3435679886915156,0.2712598329582672,0.4392319445457216,0.33089162,0.2877397831526272,BELOW_MEDIAN
Team Solomon,,2,Corey Seager,32691,SS,Tex,IL,True,TEN_DAY_DL,608369,5030,0.3810443745287738,0.37994317183156584,0.27962820666666666,0.4738112135236589,0.34409498000000005,0.17598852694120057,SLUMPING
Team Solomon,,2,Bryce Harper,30951,1B,Phi,1B/3B,False,ACTIVE,547180,6371,0.3916555185625881,0.39002721341566177,0.2901670112349808,0.5362319687947067,0.41136253333333334,0.6758277081324333,ABOVE_MEDIAN
Team Solomon,,2,Mike Trout,30836,DH,LAA,BE,True,TEN_DAY_DL,545361,5190,0.4164718555213227,0.4187848152332173,0.27090652793650793,0.5157331066666668,0.37543914,0.13132315016861734,SLUMPING
Team Solomon,,2,JJ Wetherholt,4941056,SS,StL,2B,False,ACTIVE,802139,367,0.35861355284403645,0.35842780333333335,0.33168956,0.38391365333333327,0.3487660000000001,0.25229357798165136,BELOW_MEDIAN
Team Solomon,,2,Jazz Chisholm Jr.,41433,2B,NYY,3B,False,DAY_TO_DAY,665862,2660,0.3188107865362617,0.32018721525151034,0.22958599258549583,0.4107578285642865,0.3259365666666667,0.5957785742731979,TYPICAL
Team Solomon,,2,Casey Schmitt,4301949,2B,SF,2B/SS,False,ACTIVE,669477,1066,0.3210061883606619,0.3273524715156867,0.23489555917329094,0.3846289933333333,0.3507755266666666,0.7699018538713195,ABOVE_MEDIAN
Team Solomon,,2,Brandon Nimmo,32159,LF,Tex,OF,False,ACTIVE,607043,4684,0.3430256617719306,0.3411075459009867,0.2436346684493285,0.43940323600617803,0.3948126666666666,0.9517089305402425,PEAK
Team Solomon,,2,Trea Turner,33710,SS,Phi,SS,False,ACTIVE,607208,5935,0.33613398092771823,0.3384496533333333,0.2505725597887103,0.4343616000000001,0.29020366000000003,0.10508123055651573,SLUMPING
Team Solomon,,2,Esmerlyn Valdez,5137200,RF,Pit,OF,False,ACTIVE,699013,71,,,,,0.3992544788732395,,INSUFFICIENT
Late Night Bettsing,,4,Kyle Tucker,34967,RF,LAD,OF,False,ACTIVE,663656,3453,0.37234465302879266,0.37308786245707437,0.2957168933333334,0.47167045674209607,0.3307991733333333,0.15072639225181597,SLUMPING
Late Night Bettsing,,4,Yordan Alvarez,36018,DH,Hou,OF,False,ACTIVE,670541,3194,0.4251092374244385,0.4258303970148991,0.3027034695372613,0.5274813333333332,0.49592793999999996,0.9316912972085386,PEAK
Late Night Bettsing,,4,Mookie Betts,33039,SS,LAD,2B/SS,False,ACTIVE,605141,6869,0.365362069633885,0.358116987802505,0.22810038315650652,0.5276560199999999,0.3430336599999999,0.36473214285714284,BELOW_MEDIAN
Late Night Bettsing,,4,Ben Rice,5016968,1B,NYY,C,False,ACTIVE,700250,1055,0.3803585942957049,0.3806943862529557,0.3108338466666666,0.4660252738847118,0.32471204,0.04304635761589404,SLUMPING
Late Night Bettsing,,4,Jackson Merrill,4872691,CF,SD,OF,False,ACTIVE,701538,1411,0.3526918524089143,0.34370965120037916,0.2914667733333333,0.4435713601684104,0.3038333866666667,0.089540412044374,SLUMPING
Late Night Bettsing,,4,Gleyber Torres,33804,2B,Det,IL,True,TEN_DAY_DL,650402,4467,0.33863151773247546,0.33772218000000004,0.2527956089098544,0.4306837927451549,0.34142248666666664,0.539138490041686,TYPICAL
Late Night Bettsing,,4,Alec Burleson,4345070,LF,StL,OF,False,ACTIVE,676475,1887,0.34600725021272394,0.3422113750386535,0.2629016313950314,0.40808088666666664,0.3746986400000001,0.7756041426927502,ABOVE_MEDIAN
Late Night Bettsing,,4,Andy Pages,42468,CF,LAD,OF,False,ACTIVE,681624,1438,0.32529622352181337,0.323919041839549,0.26985845587944773,0.3956797627655287,0.3140494933333333,0.365399534522886,BELOW_MEDIAN
Late Night Bettsing,,4,CJ Abrams,42402,SS,Wsh,SS,False,ACTIVE,682928,2493,0.3130314205313979,0.3125048331163899,0.22311879453773917,0.3981087466377327,0.29163996000000003,0.28284982935153585,BELOW_MEDIAN
Late Night Bettsing,,4,Willson Contreras,32532,1B,Bos,UTIL,False,ACTIVE,575929,4577,0.3525746838101368,0.35160112589255943,0.25386943333333334,0.4454088110988419,0.36958037333333327,0.6705058717253839,ABOVE_MEDIAN
Late Night Bettsing,,4,Jonathan Aranda,40810,1B,TB,1B/3B,False,ACTIVE,666018,1109,0.36386636825124025,0.3703787716767546,0.24622821002801124,0.4320448061888494,0.3884006400000001,0.73125,ABOVE_MEDIAN
Late Night Bettsing,,4,Spencer Steer,4722857,1B,Cin,2B,False,ACTIVE,668715,2303,0.3209015180926014,0.318259439135663,0.24171833820148744,0.41880424000000005,0.2846947799999999,0.1360259981429898,SLUMPING
Late Night Bettsing,,4,Isaac Paredes,39706,3B,Hou,3B,False,ACTIVE,670623,2567,0.31123781505212506,0.311485191121456,0.2574896562573099,0.36466933756056025,0.32838098,0.7564102564102564,ABOVE_MEDIAN
