pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-05-23,97.5,-1.09,5.68,"Jones, Jared",690291,683003,field_out,hit_into_play,,,,,5,Jace Jung pops out to third baseman Tyler Callihan.,R,L,R,TOL,IND,X,5.0,popup,2,1,2026,-0.73,1.45,0.1818464229211367,2.343801177762649,,,,0,4,Bot,110.0,166.83,,,,,5.104205840727058,-141.68419946266906,-6.590343001053667,-10.98157743851935,35.59991758047517,-11.390905853927302,3.178756562,1.604232283,132.0,99.3,73.0,97.6,2523,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.86,0.009,0.009,0.0,1.0,0.0,0.0,3.0,32,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Strategic,Standard,217,-0.023,-0.403,,,0.01,0.403,99.3,-4,-4,0.147,0.147,24,25,25,26,2,1,6.0,1,,1,0.98,0.73,-0.73,43.8,,,,,
CH,2026-05-23,92.2,-1.41,5.78,"Jones, Jared",690291,683003,,ball,,,,,13,,R,L,R,TOL,IND,B,,,1,1,2026,-1.01,0.36,-0.993768552748821,2.277980202805218,,,,0,4,Bot,,,,,,,3.291119418560659,-134.28478048557622,-3.65972059425352,-12.949403625948078,29.88047807096889,-27.18774717731544,3.178756562,1.604232283,,,,92.5,1564,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.01,,,,,,,,32,3,Changeup,0,4,0,4,4,0,0,4,Strategic,Standard,230,0.004,0.088,,,,-0.088,,-4,-4,0.143,0.143,24,25,25,26,2,1,6.0,1,,1,2.32,1.01,-1.01,42.0,,,,,
SL,2026-05-23,87.6,-1.27,5.58,"Jones, Jared",690291,683003,,called_strike,,,,,9,,R,L,R,TOL,IND,S,,,1,0,2026,0.36,-0.09,0.7253138222375859,1.9412317440036504,,,,0,4,Bot,,,,,,,4.028871284277374,-127.58404705263884,-2.2643429727070004,3.1180889760445347,26.43937457939981,-32.897660507624494,3.178756562,1.604232283,,,,88.3,2714,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.83,,,,,,,,32,2,Slider,0,4,0,4,4,0,0,4,Strategic,Standard,94,-0.004,-0.082,,,,0.082,,-4,-4,0.147,0.147,24,25,25,26,2,1,6.0,1,,1,3.06,-0.36,0.36,42.2,,,,,
CU,2026-05-23,84.2,-1.17,5.6,"Jones, Jared",690291,683003,,ball,,,,,14,,R,L,R,TOL,IND,B,,,0,0,2026,0.27,-0.95,0.5326566548036116,-0.4665456908513032,,,,0,4,Bot,,,,,,,3.376876775677423,-122.49367245098168,-5.486123039796973,2.00433272370545,25.260068760653954,-40.80996193003126,3.178756562,1.604232283,,,,84.7,2773,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.78,,,,,,,,32,1,Curveball,0,4,0,4,4,0,0,4,Strategic,Standard,41,0.003,0.062,,,,-0.062,,-4,-4,0.144,0.144,24,25,25,26,2,1,6.0,1,,1,4.18,-0.27,0.27,44.7,,,,,
SL,2026-05-23,89.1,-1.1,5.62,"Jones, Jared",801194,683003,strikeout,swinging_strike,,,,,9,Max Anderson strikes out swinging.,R,R,R,TOL,IND,S,2.0,,3,2,2026,0.46,0.04,0.5719923774582943,1.5631713744240292,,,,2,3,Bot,,,,,,,3.0914337824542883,-129.75000100220575,-3.805368562629059,4.563518784355472,27.504644906753576,-31.126100356656917,3.165592192,1.597588583,,,,89.7,2671,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.84,,0.0,0.0,1.0,0.0,0.0,,27,7,Slider,0,4,0,4,4,0,0,4,Standard,Standard,112,-0.009,-0.391,,,,0.391,,-4,-4,0.133,0.133,24,24,25,24,2,1,6.0,1,,1,2.83,-0.46,-0.46,48.5,,,,,
CH,2026-05-23,93.5,-1.22,5.62,"Jones, Jared",801194,683003,,foul,,,,,13,,R,R,R,TOL,IND,S,,,3,2,2026,-1.4,0.31,-1.283092727811954,2.2899765242140613,,,,2,3,Bot,,,,,,,3.0092127121872183,-136.09575556835645,-3.266396647993321,-17.953277238164173,33.12254809140684,-27.833703902369177,3.165592192,1.597588583,4.0,86.5,-29.0,93.7,1742,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.85,,,,,,,,27,6,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,230,0.0,0.0,,,,0.0,88.0,-4,-4,0.133,0.133,24,24,25,24,2,1,6.0,1,,1,2.32,1.4,1.4,39.4,,,,,
SL,2026-05-23,89.5,-1.05,5.6,"Jones, Jared",801194,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,2,2,2026,0.36,0.23,1.5744104982093836,1.2611594741121483,,,,2,3,Bot,,,,,,,5.659741805187101,-130.20399801651783,-4.99630519744693,2.990716231964053,26.8326975219909,-28.734045934529743,3.165592192,1.597588583,,,,90.3,2726,6.8,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.72,,,,,,,,27,5,Slider,0,4,0,4,4,0,0,4,Standard,Standard,116,0.003,0.12,,,,-0.12,,-4,-4,0.13,0.13,24,24,25,24,2,1,6.0,1,,1,2.61,-0.36,-0.36,48.7,,,,,
SL,2026-05-23,89.4,-1.09,5.62,"Jones, Jared",801194,683003,,swinging_strike,,,,,14,,R,R,R,TOL,IND,S,,,2,1,2026,0.36,0.26,0.610874948354116,1.2800630947204756,,,,2,3,Bot,,,,,,,3.397573326179022,-130.1182209012087,-5.0241653352323565,3.3785415320751664,26.77106376349836,-28.439094796529105,3.165592192,1.597588583,,,,90.1,2696,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.84,,,,,,,,27,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,123,-0.002,-0.099,,,,0.099,,-4,-4,0.132,0.132,24,24,25,24,2,1,6.0,1,,1,2.59,-0.36,-0.36,43.8,,,,,
FF,2026-05-23,98.3,-0.86,5.61,"Jones, Jared",801194,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,1,1,2026,-0.87,1.36,0.8366151630468162,0.9268645416956188,,,,2,3,Bot,,,,,,,6.657039617897431,-142.58531218197712,-10.16889149292702,-13.442835862658018,35.088194741783866,-11.437368593580103,3.165592192,1.597588583,,,,98.8,2444,6.9,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.57,,,,,,,,27,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,213,0.001,0.076,,,,-0.076,,-4,-4,0.131,0.131,24,24,25,24,2,1,6.0,1,,1,1.03,0.87,0.87,48.1,,,,,
CH,2026-05-23,92.7,-1.13,5.72,"Jones, Jared",801194,683003,,ball,,,,,11,,R,R,R,TOL,IND,B,,,0,1,2026,-1.17,0.67,-0.5423262372395515,3.494798915997965,,,,2,3,Bot,,,,,,,4.096971748861675,-135.01100819901802,-1.2243720717006707,-15.229293259077872,28.964598667465456,-23.886614897130546,3.165592192,1.597588583,,,,93.2,1515,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.98,,,,,,,,27,2,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,228,0.001,0.049,,,,-0.049,,-4,-4,0.13,0.13,24,24,25,24,2,1,6.0,1,,1,1.97,1.17,1.17,47.4,,,,,
SL,2026-05-23,88.3,-0.97,5.73,"Jones, Jared",801194,683003,,foul_tip,,,,,1,,R,R,R,TOL,IND,S,,,0,0,2026,0.38,0.17,-0.3973415377171878,3.07458274371937,,,,2,3,Bot,,,,,,,0.5542680992987112,-128.6207812947367,-0.5725257631045509,4.165748152204818,25.46403033662155,-30.397366865291342,3.165592192,1.597588583,,,,89.0,2703,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.94,,,,,,,,27,1,Slider,0,4,0,4,4,0,0,4,Standard,Standard,117,-0.001,-0.06,,,,0.06,,-4,-4,0.131,0.131,24,24,25,24,2,1,6.0,1,,1,2.74,-0.38,-0.38,47.3,,,,,
FF,2026-05-23,99.0,-1.0,5.69,"Jones, Jared",701162,683003,strikeout,swinging_strike,,,,,11,Ben Malgeri strikes out swinging.,R,R,R,TOL,IND,S,2.0,,0,2,2026,-0.65,1.52,-0.7848864244971483,3.380200299891311,,,,1,3,Bot,,,,,,,2.1670787442720605,-144.13928614835092,-4.320647485234961,-9.615572180158766,35.798421552230614,-10.24591204297965,3.234924541,1.63257874,,,,99.7,2393,6.8,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.69,,0.0,0.0,1.0,0.0,0.0,,26,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,210,-0.008,-0.189,,,,0.189,,-4,-4,0.139,0.139,24,26,25,26,2,1,6.0,1,,1,0.82,0.65,0.65,48.2,,,,,
CH,2026-05-23,93.4,-1.5,5.72,"Jones, Jared",701162,683003,,foul,,,,,14,,R,R,R,TOL,IND,S,,,0,2,2026,-1.14,0.2,0.4162543590002669,1.225139255162753,,,,1,3,Bot,,,,,,,7.440148200877026,-135.78092322118732,-6.005659640274157,-15.784244617607186,30.07776480429954,-28.58264235665633,3.234924541,1.63257874,1.0,52.4,-49.0,93.6,1519,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.01,,,,,,,,26,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,232,0.0,0.0,,,,0.0,88.0,-4,-4,0.139,0.139,24,26,25,26,2,1,6.0,1,,1,2.42,1.14,1.14,39.3,,,,,
SL,2026-05-23,88.7,-1.09,5.73,"Jones, Jared",701162,683003,,called_strike,,,,,9,,R,R,R,TOL,IND,S,,,0,1,2026,0.44,0.09,0.8268940342456634,1.70783053540762,,,,1,3,Bot,,,,,,,3.712730923135496,-129.1668558007985,-3.742677300410776,4.138035147352584,27.832026761435607,-30.52361268658879,3.234924541,1.63257874,,,,89.1,2596,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.93,,,,,,,,26,2,Slider,0,4,0,4,4,0,0,4,Standard,Standard,84,-0.003,-0.075,,,,0.075,,-4,-4,0.142,0.142,24,26,25,26,2,1,6.0,1,,1,2.81,-0.44,-0.44,46.4,,,,,
CH,2026-05-23,92.0,-1.43,5.65,"Jones, Jared",701162,683003,,foul,,,,,13,,R,R,R,TOL,IND,S,,,0,0,2026,-1.29,0.47,-1.1639562766587568,2.1725991486241094,,,,1,3,Bot,,,,,,,3.531348360373931,-133.96678295772782,-3.826202162472376,-16.334929325526055,29.46048441762437,-25.86551156015593,3.234924541,1.63257874,191.0,111.0,10.0,92.4,1609,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.0,,,,,,,,26,1,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,234,-0.002,-0.063,,,,0.063,111.0,-4,-4,0.144,0.144,24,26,25,26,2,1,6.0,1,,1,2.22,1.29,1.29,41.6,,,,,
SL,2026-05-23,88.8,-1.19,5.6,"Jones, Jared",685382,683003,field_out,hit_into_play,,,,,11,"Andrew Navigato grounds out, shortstop Davis Wendzel to first baseman Rafael Flores Jr.",R,R,R,TOL,IND,X,6.0,ground_ball,3,2,2026,0.3,0.02,-0.9405332366741724,2.4272045243418345,,,,0,3,Bot,114.06,164.8,,,,,-0.0534996167392514,-129.3917804424177,-1.5290108684710253,3.4093401750956214,28.00863170445013,-31.887223987797565,3.166469816,1.598031496,13.0,71.6,-10.0,89.2,2612,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.96,0.045,0.04,0.0,1.0,0.0,0.0,2.0,25,6,Slider,0,4,0,4,4,0,0,4,Standard,Standard,98,-0.025,-0.448,,,0.045,0.448,88.0,-4,-4,0.169,0.169,24,28,25,28,1,0,6.0,2,,2,2.88,-0.3,-0.3,45.0,,,,,
FF,2026-05-23,97.7,-1.05,5.56,"Jones, Jared",685382,683003,,called_strike,,,,,4,,R,R,R,TOL,IND,S,,,3,1,2026,-1.03,1.38,-0.7735407826427831,2.5604206348527274,,,,0,3,Bot,,,,,,,3.185014641910145,-142.0730972943511,-5.556937584412383,-14.577526133404954,37.62377537293427,-12.481100150625323,3.166469816,1.598031496,,,,97.9,2462,6.8,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.7,,,,,,,,25,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,213,-0.008,-0.13,,,,0.13,,-4,-4,0.177,0.177,24,28,25,28,1,0,6.0,2,,2,1.04,1.03,1.03,44.3,,,,,
FF,2026-05-23,96.8,-1.05,5.5,"Jones, Jared",685382,683003,,called_strike,,,,,8,,R,R,R,TOL,IND,S,,,3,0,2026,-0.94,1.31,0.073669798822722,1.9598693455863925,,,,0,3,Bot,,,,,,,5.197002135429908,-140.68252692550004,-6.723116478053464,-13.691905755721349,33.37191074418549,-13.472515211949212,3.166469816,1.598031496,,,,97.3,2339,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.76,,,,,,,,25,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,217,-0.007,-0.114,,,,0.114,,-4,-4,0.184,0.184,24,28,25,28,1,0,6.0,2,,2,1.14,0.94,0.94,40.9,,,,,
CH,2026-05-23,91.9,-1.33,5.6,"Jones, Jared",685382,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,2,0,2026,-1.17,0.4,0.4445309256921892,0.5289046068228584,,,,0,3,Bot,,,,,,,7.054715454713133,-133.5364152228751,-7.632516917212248,-15.560827875223524,28.14311932897993,-25.971134929188413,3.166469816,1.598031496,,,,92.4,1734,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.88,,,,,,,,25,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,229,0.01,0.184,,,,-0.184,,-4,-4,0.174,0.174,24,28,25,28,1,0,6.0,2,,2,2.31,1.17,1.17,39.0,,,,,
FF,2026-05-23,96.8,-0.89,5.7,"Jones, Jared",685382,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,1,0,2026,-0.83,1.61,0.9784610874162964,1.839941437746878,,,,0,3,Bot,,,,,,,6.88518608033263,-140.5742766433452,-8.271218476881181,-12.527935734838064,32.67170683311436,-9.158538435910163,3.166469816,1.598031496,,,,97.4,2514,6.8,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.69,,,,,,,,25,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,206,0.007,0.111,,,,-0.111,,-4,-4,0.167,0.167,24,28,25,28,1,0,6.0,2,,2,0.84,0.83,0.83,45.7,,,,,
FF,2026-05-23,96.4,-0.8,5.77,"Jones, Jared",685382,683003,,ball,,,,,12,,R,R,R,TOL,IND,B,,,0,0,2026,-0.76,1.55,0.7007152818079351,3.6921099950970993,,,,0,3,Bot,,,,,,,5.740950878604582,-140.24717891199782,-3.343483492729306,-11.388432923768036,33.82154145306748,-11.17721857781911,3.166469816,1.598031496,,,,96.7,2462,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.87,,,,,,,,25,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,209,0.003,0.062,,,,-0.062,,-4,-4,0.164,0.164,24,28,25,28,1,0,6.0,2,,2,0.91,0.76,0.76,44.8,,,,,
SL,2026-05-23,88.1,-1.34,5.85,"Jones, Jared",682239,683003,strikeout,foul_tip,,,,,2,Luke Ritter strikes out on a foul tip.,R,R,R,TOL,IND,S,2.0,,0,2,2026,0.3,0.25,0.2447036689500458,2.8975908746774315,,,670276.0,2,2,Bot,,,,,,,3.179865426792447,-128.3294225806188,-1.4424481590598022,2.741546956679759,25.373407550492697,-29.360131143274916,3.189288058,1.609547244,,,,88.8,2652,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.92,,0.0,0.0,1.0,0.0,0.0,,16,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,84,-0.016,-0.183,,,,0.183,,-1,-1,0.404,0.404,24,29,25,29,1,0,6.0,3,,2,2.67,-0.3,-0.3,50.5,,,,,
CH,2026-05-23,92.0,-1.37,5.77,"Jones, Jared",682239,683003,,swinging_strike,,,,,13,,R,R,R,TOL,IND,S,,,0,1,2026,-1.31,0.31,-0.8957748142499415,1.8130019159120956,,,670276.0,2,2,Bot,,,,,,,4.092638591539125,-133.97011152143418,-4.673531989039149,-16.668170875857964,27.79453471913025,-27.68099326029637,3.189288058,1.609547244,,,,92.4,1686,6.4,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.11,,,,,,,,16,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,232,-0.005,-0.068,,,,0.068,,-1,-1,0.409,0.409,24,29,25,29,1,0,6.0,3,,2,2.37,1.31,1.31,46.4,,,,,
FF,2026-05-23,96.5,-1.06,5.72,"Jones, Jared",682239,683003,,foul,,,,,6,,R,R,R,TOL,IND,S,,,0,0,2026,-0.73,1.57,0.537814153557498,2.671071597586634,,,670276.0,2,2,Bot,,,,,,,5.92924713393381,-140.23365559097493,-5.958568148552698,-10.979595782038436,34.45520887859874,-10.373470765941574,3.189288058,1.609547244,259.0,80.4,30.0,96.8,2528,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.78,,,,,,,,16,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,216,-0.004,-0.061,,,,0.061,88.0,-1,-1,0.413,0.413,24,29,25,29,1,0,6.0,3,,2,0.9,0.73,0.73,46.8,,,,,
CH,2026-05-23,91.5,-1.58,5.69,"Jones, Jared",661733,683003,strikeout,swinging_strike,,,,,4,Max Burt strikes out swinging.,R,R,R,TOL,IND,S,2.0,,0,2,2026,-0.93,-0.05,-0.563505389890909,2.1444044634638533,,,670276.0,1,2,Bot,,,,,,,4.570460250898647,-133.13208581324264,-2.735730128851235,-12.036915860780852,29.42901859019304,-32.38950544580283,3.257742782,1.644094488,,,,91.6,1620,6.4,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.11,,0.0,0.0,1.0,0.0,0.0,,15,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,235,-0.021,-0.187,,,,0.187,,-1,-1,0.434,0.434,24,29,25,30,1,0,6.0,1,,1,2.78,0.93,0.93,42.4,,,,,
SL,2026-05-23,87.7,-1.29,5.72,"Jones, Jared",661733,683003,,called_strike,,,,,5,,R,R,R,TOL,IND,S,,,0,1,2026,0.32,0.09,0.1177188675375418,2.69146171231095,,,670276.0,1,2,Bot,,,,,,,2.699093561701185,-127.72854589940208,-1.2030761938733678,2.901831499472092,26.40250563988491,-31.10430221718736,3.257742782,1.644094488,,,,87.9,2660,6.4,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.11,,,,,,,,15,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,135,-0.007,-0.072,,,,0.072,,-1,-1,0.441,0.441,24,29,25,30,1,0,6.0,1,,1,2.86,-0.32,-0.32,46.2,,,,,
SL,2026-05-23,88.1,-1.38,5.65,"Jones, Jared",661733,683003,,called_strike,,,,,1,,R,R,R,TOL,IND,S,,,0,0,2026,0.28,0.14,-0.3721733964112186,3.01411783332801,,,670276.0,1,2,Bot,,,,,,,1.8198354256851792,-128.37914500920093,-0.4296387095352189,2.7769609093748886,26.361087252636214,-30.713359646588035,3.257742782,1.644094488,,,,88.6,2525,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.99,,,,,,,,15,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,109,-0.005,-0.056,,,,0.056,,-1,-1,0.446,0.446,24,29,25,30,1,0,6.0,1,,1,2.78,-0.28,-0.28,40.9,,,,,
FF,2026-05-23,96.7,-1.15,5.48,"Jones, Jared",670276,683003,walk,ball,,,,,12,Cal Stevenson walks.,R,L,R,TOL,IND,B,,,3,0,2026,-0.45,1.5,1.4986940259244306,2.623240313147327,,,,1,2,Bot,,,,,,,8.113072812959926,-140.51365974981908,-5.325430999784752,-7.953959177068906,34.80871704411461,-11.35113836525977,3.086605971,1.557726378,,,,97.3,2395,6.9,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.58,,0.701866,0.7,1.0,0.0,0.0,,14,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,209,0.011,0.156,,,,-0.156,,-1,-1,0.435,0.435,24,29,25,30,1,0,6.0,1,,2,0.97,0.45,-0.45,39.8,,,,,
FF,2026-05-23,97.6,-1.26,5.62,"Jones, Jared",670276,683003,,ball,,,,,11,,R,L,R,TOL,IND,B,,,2,0,2026,-0.6,1.5,-0.5551379141109976,4.359833300440404,,,,1,2,Bot,,,,,,,3.3016189734083263,-142.02164954635526,-1.209429690947552,-8.925436082701843,36.5404314222199,-11.93928095020485,3.086605971,1.557726378,,,,97.8,2457,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.83,,,,,,,,14,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,213,0.009,0.181,,,,-0.181,,-1,-1,0.426,0.426,24,29,25,30,1,0,6.0,1,,2,0.91,0.6,-0.6,41.3,,,,,
CU,2026-05-23,83.7,-1.22,5.78,"Jones, Jared",670276,683003,,ball,,,,,1,,R,L,R,TOL,IND,B,,,1,0,2026,0.28,-0.72,-0.8188160624510572,2.9929486479915464,,,,1,2,Bot,,,,,,,0.3505247381496092,-121.80653682958902,1.690108134789753,2.7226058317096533,25.71473290729725,-39.90467603170345,3.086605971,1.557726378,,,,83.8,2844,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.95,,,,,,,,14,2,Curveball,0,1,0,1,1,0,0,1,Strategic,Standard,44,0.005,0.101,,,,-0.101,,-1,-1,0.421,0.421,24,29,25,30,1,0,6.0,1,,2,3.99,-0.28,0.28,47.2,,,,,
FF,2026-05-23,97.7,-1.32,5.65,"Jones, Jared",670276,683003,,ball,,,,,12,,R,L,R,TOL,IND,B,,,0,0,2026,-0.77,1.41,0.1188076947003178,4.43297513692038,,,,1,2,Bot,,,,,,,5.664414607872213,-142.1834385797597,-0.9154971236957704,-11.777617666497036,35.39840285833384,-13.173490622162827,3.086605971,1.557726378,,,,98.1,2469,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.8,,,,,,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,215,0.003,0.06,,,,-0.06,,-1,-1,0.418,0.418,24,29,25,30,1,0,6.0,1,,2,0.99,0.77,-0.77,44.1,,,,,
FF,2026-05-23,97.6,-0.89,5.67,"Jones, Jared",667452,683003,field_out,hit_into_play,,,,,6,Corey Julks flies out to right fielder Nick Yorke.,R,R,R,TOL,IND,X,9.0,fly_ball,0,0,2026,-0.79,1.45,0.3783259131108641,2.199340100451552,,,,0,2,Bot,182.35,112.7,,,,,5.245679011696663,-141.78310334489385,-6.976040249633159,-11.909658274215982,35.86726431295213,-11.267249499987644,3.152427822,1.590944882,257.0,82.6,42.0,97.8,2451,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.79,0.006,0.005,0.0,1.0,0.0,0.0,3.0,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,208,-0.025,-0.335,,,0.007,0.335,88.0,-1,-1,0.443,0.443,24,30,25,30,1,0,6.0,2,,1,0.98,0.79,0.79,47.9,,,,,
CH,2026-05-23,94.6,-1.15,5.68,"Jones, Jared",680664,683003,field_out,hit_into_play,,,,,4,"Eduardo Valencia grounds out, shortstop Davis Wendzel to first baseman Rafael Flores Jr.",R,R,R,TOL,IND,X,6.0,ground_ball,2,1,2026,-1.22,0.48,-0.6274287707584396,2.147341638555666,701162.0,,,2,1,Bot,119.13,157.2,,,,,4.134507301568203,-137.6527298764793,-4.400377574454955,-16.453970360443634,30.98572068299359,-25.28653991099925,3.256865158,1.643651575,33.0,106.3,-2.0,94.9,1591,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.98,0.46,0.431,0.0,1.0,0.0,0.0,4.0,9,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,234,-0.039,-0.338,,,0.503,0.338,106.3,-1,-1,0.436,0.436,24,26,25,26,1,0,6.0,1,,1,2.07,1.22,1.22,43.7,,,,,
FF,2026-05-23,99.6,-0.9,5.72,"Jones, Jared",680664,683003,,swinging_strike,,,,,5,,R,R,R,TOL,IND,S,,,2,0,2026,-0.6,1.55,-0.0105121514836722,2.4900117012385614,701162.0,,,2,1,Bot,,,,,,,3.870243366542906,-144.78839608338706,-6.941721440211432,-9.340611056322262,37.2304351410934,-8.931407348896665,3.256865158,1.643651575,,,,99.8,2616,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.83,,,,,,,,9,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,207,-0.003,-0.064,,,,0.064,,-1,-1,0.439,0.439,24,26,25,26,1,0,6.0,1,,1,0.77,0.6,0.6,45.1,,,,,
SL,2026-05-23,89.0,-0.93,5.7,"Jones, Jared",680664,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,1,0,2026,0.19,-0.29,0.6130652321910399,0.914813946815212,701162.0,,,2,1,Bot,,,,,,,3.3297152656429088,-129.63717210413563,-4.900572748850143,1.5194277389669797,26.273895195136795,-34.60539948484987,3.256865158,1.643651575,,,,89.6,2752,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.94,,,,,,,,9,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,72,0.003,0.051,,,,-0.051,,-1,-1,0.436,0.436,24,26,25,26,1,0,6.0,1,,1,3.15,-0.19,-0.19,49.2,,,,,
SL,2026-05-23,89.5,-1.14,5.76,"Jones, Jared",680664,683003,,ball,,,,,11,,R,R,R,TOL,IND,B,,,0,0,2026,0.29,-0.17,-0.5664331487018758,3.619975154634437,701162.0,,,2,1,Bot,,,,,,,0.7883448604130423,-130.45428328649984,1.2272549695772237,3.104260885787659,26.531235136972388,-34.55185201122308,3.256865158,1.643651575,,,,90.3,2631,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.91,,,,,,,,9,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,80,0.001,0.032,,,,-0.032,,-1,-1,0.435,0.435,24,26,25,26,1,0,6.0,1,,1,3.0,-0.29,-0.29,43.2,,,,,
