pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-05-23,99.4,-1.26,5.54,"Jones, Jared",690291,683003,grounded_into_double_play,hit_into_play,,,,,8,"Jace Jung grounds into a double play, second baseman Enmanuel Valdez to shortstop Davis Wendzel to first baseman Rafael Flores Jr. Ben Malgeri to 3rd. Max Anderson out at 2nd. Jace Jung out at 1st.",R,L,R,TOL,IND,X,4.0,ground_ball,0,2,2026,-1.04,1.26,-0.1833165985106157,1.943817106224798,,701162.0,801194.0,0,1,Bot,145.51,161.76,,,,,5.422988084914677,-144.43242638993897,-7.175134239710303,-15.833947634239372,36.921207238394345,-13.092815361580197,3.178756562,1.604232283,89.0,88.2,6.0,99.4,2582,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.93,0.44,0.418,0.0,1.0,0.0,0.0,4.0,8,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,215,-0.09,-0.238,,,0.508,0.238,88.2,-1,-1,0.525,0.525,24,25,25,26,1,0,6.0,1,,1,1.08,1.04,-1.04,38.3,,,,,
CU,2026-05-23,85.2,-1.27,5.64,"Jones, Jared",690291,683003,,foul,,,,,7,,R,L,R,TOL,IND,S,,,0,1,2026,0.32,-1.0,-0.3085723047689809,1.7417659432789918,,701162.0,801194.0,0,1,Bot,,,,,,,1.5828311550343337,-124.18183416695769,-0.603430324440809,3.028723632548954,24.74795136414292,-42.617290129317546,3.178756562,1.604232283,,,,85.6,2897,6.4,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.09,,,,,,,,8,2,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,46,-0.011,-0.064,,,,0.064,,-1,-1,0.536,0.536,24,25,25,26,1,0,6.0,1,,1,4.13,-0.32,0.32,45.3,,,,,
FF,2026-05-23,99.0,-1.51,5.49,"Jones, Jared",690291,683003,,swinging_strike,,,,,11,,R,L,R,TOL,IND,S,,,0,0,2026,-0.89,1.51,-0.1666151049538319,3.7155847040316266,,701162.0,801194.0,0,1,Bot,,,,,,,5.788324158337814,-143.9622686325882,-2.77573500484398,-13.85202168693713,38.862663188942335,-10.955993558433748,3.178756562,1.604232283,,,,99.2,2530,6.8,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.7,,,,,,,,8,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,219,-0.008,-0.054,,,,0.054,,-1,-1,0.544,0.544,24,25,25,26,1,0,6.0,1,,1,0.85,0.89,-0.89,41.1,,,,,
CH,2026-05-23,92.9,-1.28,5.51,"Jones, Jared",801194,683003,walk,blocked_ball,,,,,14,Max Anderson walks. Ben Malgeri to 2nd.,R,R,R,TOL,IND,B,,,3,1,2026,-1.23,-0.04,0.8440261505644766,0.099298012587305,,,701162.0,0,1,Bot,,,,,,,8.160276230187433,-134.802595936298,-7.654190529465545,-16.869982255377433,31.045624021739457,-31.11754315083411,3.165592192,1.597588583,,,,93.1,1596,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.81,,0.701866,0.7,1.0,0.0,0.0,,7,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,242,0.035,0.219,,,,-0.219,,-1,-1,0.509,0.509,24,24,25,24,1,0,6.0,1,,1,2.71,1.23,1.23,38.0,,,,,
CH,2026-05-23,92.8,-1.45,5.49,"Jones, Jared",801194,683003,,blocked_ball,,,,,13,,R,R,R,TOL,IND,B,,,2,1,2026,-1.07,0.09,-0.1374538937029077,-0.1488660657542069,,,701162.0,0,1,Bot,,,,,,,5.715337667027561,-134.79482292649217,-8.55729230445983,-14.28600377914218,29.14307266069228,-29.43432371831253,3.165592192,1.597588583,,,,93.1,1543,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.97,,,,,,,,7,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,238,0.017,0.135,,,,-0.135,,-1,-1,0.492,0.492,24,24,25,24,1,0,6.0,1,,1,2.57,1.07,1.07,35.7,,,,,
SL,2026-05-23,88.4,-1.38,5.54,"Jones, Jared",801194,683003,,foul,,,,,5,,R,R,R,TOL,IND,S,,,2,0,2026,0.46,0.14,-0.2478168065254519,2.244548419137899,,,701162.0,0,1,Bot,,,,,,,1.7468168403919648,-128.87888304361152,-2.1059647755306927,4.859294697428833,25.15809685337716,-30.364688296103083,3.165592192,1.597588583,197.0,85.0,67.0,89.1,2614,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.02,,,,,,,,7,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,119,-0.011,-0.09,,,,0.09,88.0,-1,-1,0.503,0.503,24,24,25,24,1,0,6.0,1,,1,2.75,-0.46,-0.46,40.8,,,,,
SL,2026-05-23,87.9,-1.35,5.58,"Jones, Jared",801194,683003,,blocked_ball,,,,,14,,R,R,R,TOL,IND,B,,,1,0,2026,0.39,0.05,0.9327588939370248,0.7520241196437678,,,701162.0,0,1,Bot,,,,,,,4.679527512045381,-128.0062047386731,-5.526439249860529,3.3497697948791085,24.77411556545225,-30.704616689188647,3.165592192,1.597588583,,,,88.7,2726,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.91,,,,,,,,7,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,95,0.011,0.088,,,,-0.088,,-1,-1,0.492,0.492,24,24,25,24,1,0,6.0,1,,1,2.88,-0.39,-0.39,40.1,,,,,
FF,2026-05-23,97.3,-0.91,5.65,"Jones, Jared",801194,683003,,ball,,,,,14,,R,R,R,TOL,IND,B,,,0,0,2026,-0.84,1.57,0.5074543557512329,1.0033214046575285,,,701162.0,0,1,Bot,,,,,,,5.7394833694839305,-141.13159985043757,-10.279353766392235,-12.549705281874475,35.80835687192799,-8.969566145195873,3.165592192,1.597588583,,,,97.2,2549,6.7,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.85,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212,0.006,0.053,,,,-0.053,,-1,-1,0.486,0.486,24,24,25,24,1,0,6.0,1,,1,0.88,0.84,0.84,42.3,,,,,
FF,2026-05-23,98.7,-1.09,5.65,"Jones, Jared",701162,683003,hit_by_pitch,hit_by_pitch,,,,,11,Ben Malgeri hit by pitch.,R,R,R,TOL,IND,B,,,0,1,2026,-1.03,1.35,-2.14478778187698,3.474971865607621,,,,0,1,Bot,,,,,,,-0.4063048432691489,-143.71768029060982,-3.533582488959315,-14.18739115768027,33.412291453021176,-12.830023250491186,3.234924541,1.63257874,,,,99.1,2409,6.5,815606,676566,804668,665839,682997,673995,682927,695257,694377,54.01,,0.733548,0.7,1.0,0.0,0.0,,6,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,216,0.042,0.581,,,,-0.581,,-1,-1,0.444,0.444,24,26,25,26,1,0,6.0,1,,1,0.99,1.03,1.03,42.0,,,,,
FF,2026-05-23,98.3,-0.97,5.73,"Jones, Jared",701162,683003,,foul,,,,,2,,R,R,R,TOL,IND,S,,,0,0,2026,-0.84,1.35,0.2676157013539785,2.783498367218395,,,,0,1,Bot,,,,,,,5.328095779947637,-142.99862201020338,-5.500141830338013,-12.77754698742049,34.783910918508845,-12.631059933246766,3.234924541,1.63257874,185.0,81.4,69.0,98.7,2416,6.6,815606,676566,804668,665839,682997,673995,682927,695257,694377,53.87,,,,,,,,6,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,214,-0.004,-0.065,,,,0.065,88.0,-1,-1,0.448,0.448,24,26,25,26,1,0,6.0,1,,1,1.02,0.84,0.84,38.5,,,,,
FF,2026-05-06,99.0,-1.44,5.43,"Jones, Jared",647351,683003,grounded_into_double_play,hit_into_play,,,,,3,"Abraham Toro grounds into a double play, first baseman Rafael Flores Jr. to catcher Endy Rodríguez to first baseman Rafael Flores Jr. Tyler Tolbert out at home. Abraham Toro out at 1st.",R,L,R,IND,OMA,X,3.0,ground_ball,1,2,2026,-0.69,1.21,0.3962922223345173,2.7350438224578006,686475.0,670224.0,671221.0,1,3,Top,147.38,177.71,,,,,6.64112514853427,-143.9925360149009,-4.6104357277873165,-11.24217346114366,35.0782349941107,-14.536662459917398,3.19718668,1.613533465,28.0,88.9,-4.0,99.5,2541,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.79,0.221,0.199,0.0,1.0,0.0,0.0,2.0,20,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,216,0.135,-0.234,,,0.244,0.234,88.9,-1,1,0.28,0.72,24,29,25,30,2,1,7.0,3,6.0,0,1.13,0.69,-0.69,39.9,,,,,
SL,2026-05-06,91.1,-1.8,5.59,"Jones, Jared",647351,683003,,swinging_strike,,,,,11,,R,L,R,IND,OMA,S,,,1,1,2026,0.1,0.41,-0.9281155402780435,3.047045040545964,686475.0,670224.0,671221.0,1,3,Top,,,,,,,1.944707469997768,-132.7080299624909,-1.2081941285457245,0.7422274251845473,28.786857146029565,-27.29851176417373,3.19718668,1.613533465,,,,91.3,2620,6.4,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.11,,,,,,,,20,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,188,0.015,-0.089,,,,0.089,,-1,1,0.265,0.735,24,29,25,30,2,1,7.0,3,6.0,0,2.33,-0.1,0.1,42.3,,,,,
FF,2026-05-06,99.3,-1.64,5.43,"Jones, Jared",647351,683003,,foul,,,,,11,,R,L,R,IND,OMA,S,,,1,0,2026,-1.13,1.22,-1.2072357010513155,2.871538854201192,686475.0,670224.0,671221.0,1,3,Top,,,,,,,3.877161350045705,-144.53602909159852,-4.314684833612624,-16.66330416394244,36.0444128882566,-14.266560402136893,3.19718668,1.613533465,171.0,81.3,13.0,99.8,2565,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.78,,,,,,,,20,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,224,0.013,-0.07,,,,0.07,88.0,-1,1,0.252,0.748,24,29,25,30,2,1,7.0,3,6.0,0,1.1,1.13,-1.13,35.0,,,,,
SI,2026-05-06,94.3,-1.4,5.58,"Jones, Jared",647351,683003,,ball,,,,,14,,R,L,R,IND,OMA,B,,,0,0,2026,-1.24,0.42,1.118360391193171,0.5497146309471697,686475.0,670224.0,671221.0,1,3,Top,,,,,,,9.29034320959185,-136.90709057082012,-8.104031392982273,-17.582610908542865,27.76468927745085,-25.286006194139112,3.19718668,1.613533465,,,,94.9,1697,6.6,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.95,,,,,,,,20,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,231,-0.009,0.06,,,,-0.06,,-1,1,0.261,0.739,24,29,25,30,2,1,7.0,3,6.0,0,2.14,1.24,-1.24,43.2,,,,,
CU,2026-05-06,86.5,-1.47,5.6,"Jones, Jared",671221,683003,single,hit_into_play,,,,,4,"Drew Waters singles on a ground ball to second baseman Termarr Johnson, deflected by first baseman Rafael Flores Jr. John Rave scores. Tyler Tolbert to 3rd. Kameron Misner to 2nd.",R,L,R,IND,OMA,X,3.0,ground_ball,0,2,2026,0.49,-0.35,-0.5373455244428222,2.4769893122374094,670231.0,686475.0,670224.0,1,3,Top,147.38,177.2,,,,,1.1754090227395473,-125.96872247143996,-0.3155791686686493,5.016217910782068,25.18568445347419,-36.060595883468594,3.234924541,1.63257874,9.0,94.0,-17.0,86.7,2753,6.3,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.19,0.162,0.146,0.9,1.0,1.0,0.0,2.0,19,3,Curveball,0,0,0,0,1,0,1,0,Standard,Standard,43,-0.144,0.567,,,0.185,-0.567,94.0,0,0,0.405,0.595,24,27,25,28,2,1,7.0,3,6.0,0,3.39,-0.49,0.49,48.6,,,,,
FF,2026-05-06,99.3,-1.24,5.57,"Jones, Jared",671221,683003,,foul,,,,,2,,R,L,R,IND,OMA,S,,,0,1,2026,-0.82,1.36,-0.1405355166326449,2.8207898253572283,670231.0,686475.0,670224.0,1,3,Top,,,,,,,4.9600580840858886,-144.43638043593583,-5.182968256259552,-12.608004583879948,33.922568386110136,-12.146290433517702,3.234924541,1.63257874,208.0,74.7,58.0,99.9,2506,6.6,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.85,,,,,,,,19,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0.019,-0.074,,,,0.074,88.0,0,0,0.386,0.614,24,27,25,28,2,1,7.0,3,6.0,0,0.96,0.82,-0.82,45.0,,,,,
FF,2026-05-06,98.9,-1.43,5.53,"Jones, Jared",671221,683003,,foul_tip,,,,,2,,R,L,R,IND,OMA,S,,,0,0,2026,-0.78,1.41,-0.0565372525085663,2.7711225560548893,670231.0,686475.0,670224.0,1,3,Top,,,,,,,5.588286243693756,-143.82984746047137,-5.254424715987956,-12.101484734719628,33.251950780909254,-11.610153108414234,3.234924541,1.63257874,,,,99.6,2541,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.82,,,,,,,,19,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.015,-0.063,,,,0.063,,0,0,0.371,0.629,24,27,25,28,2,1,7.0,3,6.0,0,0.93,0.78,-0.78,40.0,,,,,
CH,2026-05-06,92.6,-1.47,5.46,"Jones, Jared",670224,683003,walk,blocked_ball,,,,,13,Kameron Misner walks. John Rave to 3rd. Tyler Tolbert to 2nd.,R,L,R,IND,OMA,B,,,3,1,2026,-1.34,0.36,-0.7177860606476769,-0.0261224178096379,,670231.0,686475.0,1,3,Top,,,,,,,4.896088037474183,-134.45421930855554,-8.671121223052095,-17.3277971824232,31.13423414167673,-25.9776985730168,3.365690617,1.698572835,,,,92.5,1484,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.0,,0.701866,0.7,1.0,0.0,0.0,,18,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,238,-0.046,0.19,,,,-0.19,,0,0,0.417,0.583,24,28,25,28,2,1,7.0,3,6.0,0,2.32,1.34,-1.34,38.7,,,,,
FF,2026-05-06,98.3,-1.41,5.26,"Jones, Jared",670224,683003,,ball,,,,,14,,R,L,R,IND,OMA,B,,,2,1,2026,-0.97,1.15,1.3545511745093863,1.1121677286720706,,670231.0,686475.0,1,3,Top,,,,,,,9.768084819664962,-142.57049993374972,-8.241482178436419,-15.547363229900776,34.803711527493206,-14.72427440960354,3.365690617,1.698572835,,,,98.8,2515,6.9,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.61,,,,,,,,18,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,219,-0.023,0.116,,,,-0.116,,0,0,0.44,0.56,24,28,25,28,2,1,7.0,3,6.0,0,1.24,0.97,-0.97,40.5,,,,,
SL,2026-05-06,89.8,-1.66,5.49,"Jones, Jared",670224,683003,,ball,,,,,14,,R,L,R,IND,OMA,B,,,1,1,2026,0.03,0.35,1.1275190815292586,1.3925506189116057,,670231.0,686475.0,1,3,Top,,,,,,,6.77519596335089,-130.56483948065411,-4.63236959041183,-1.2499352650223958,29.75490435597598,-27.291841889443155,3.365690617,1.698572835,,,,89.8,2591,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.0,,,,,,,,18,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,157,-0.011,0.07,,,,-0.07,,0,0,0.451,0.5489999999999999,24,28,25,28,2,1,7.0,3,6.0,0,2.5,-0.03,0.03,38.8,,,,,
FF,2026-05-06,98.1,-1.46,5.47,"Jones, Jared",670224,683003,,called_strike,,,,,9,,R,L,R,IND,OMA,S,,,1,0,2026,-1.07,1.28,0.6437048829474021,1.7447897764587434,,670231.0,686475.0,1,3,Top,,,,,,,8.18022888017548,-142.5247407916326,-7.411176592941886,-16.478464445437375,33.08049572351884,-13.170662306875258,3.365690617,1.698572835,,,,98.6,2528,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.83,,,,,,,,18,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.011,-0.065,,,,0.065,,0,0,0.44,0.56,24,28,25,28,2,1,7.0,3,6.0,0,1.1,1.07,-1.07,38.1,,,,,
CU,2026-05-06,86.0,-1.63,5.66,"Jones, Jared",670224,683003,,ball,,,,,11,,R,L,R,IND,OMA,B,,,0,0,2026,0.19,-0.55,-1.2666188410041237,5.032796817668878,,670231.0,686475.0,1,3,Top,,,,,,,0.4467626759907309,-125.14401258168412,5.968816561367647,1.944870028013856,23.311723954190278,-39.31307512659502,3.365690617,1.698572835,,,,86.2,2725,6.2,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.26,,,,,,,,18,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,49,-0.008,0.045,,,,-0.045,,0,0,0.448,0.552,24,28,25,28,2,1,7.0,3,6.0,0,3.61,-0.19,0.19,44.9,,,,,
FF,2026-05-06,97.3,-1.42,5.27,"Jones, Jared",686475,683003,single,hit_into_play,,,,,8,Tyler Tolbert singles on a ground ball to shortstop Alika Williams. John Rave to 2nd.,R,R,R,IND,OMA,X,6.0,ground_ball,1,1,2026,-1.05,1.26,-0.2187630939840332,1.4786261299938137,,,670231.0,1,3,Top,106.43,158.52,,,,,5.663181015489939,-141.4545061689743,-7.336985471133865,-15.357362396827645,35.01276362987712,-13.802658594923452,3.126099081,1.57765748,21.0,94.4,-3.0,97.6,2475,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.82,0.27,0.253,0.9,1.0,1.0,0.0,2.0,17,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,-0.051,0.483,,,0.32,-0.483,94.4,0,0,0.499,0.501,24,28,25,28,2,1,7.0,3,6.0,1,1.17,1.05,1.05,36.7,,,,,
SL,2026-05-06,88.2,-1.61,5.57,"Jones, Jared",686475,683003,,ball,,,,,11,,R,R,R,IND,OMA,B,,,0,1,2026,0.37,0.19,-0.0201510558678401,4.106917351857605,,,670231.0,1,3,Top,,,,,,,3.042134244683894,-128.4070689957424,2.256127943991717,3.53815259088476,25.219685956154905,-30.666584032645275,3.126099081,1.57765748,,,,88.6,2503,6.4,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.09,,,,,,,,17,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,133,-0.004,0.033,,,,-0.033,,0,0,0.503,0.497,24,28,25,28,2,1,7.0,3,6.0,1,2.72,-0.37,-0.37,41.2,,,,,
SL,2026-05-06,89.0,-1.65,5.55,"Jones, Jared",686475,683003,,called_strike,,,,,6,,R,R,R,IND,OMA,S,,,0,0,2026,0.29,0.32,0.6230332397929759,2.5277162681601992,,,670231.0,1,3,Top,,,,,,,4.910223360096121,-129.63646052335966,-1.90048368091061,2.327525679497767,25.84650051005445,-28.38669925047039,3.126099081,1.57765748,,,,89.6,2545,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.01,,,,,,,,17,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,165,0.006,-0.056,,,,0.056,,0,0,0.497,0.503,24,28,25,28,2,1,7.0,3,6.0,1,2.54,-0.29,-0.29,42.7,,,,,
SL,2026-05-06,89.5,-1.78,5.44,"Jones, Jared",670231,683003,force_out,hit_into_play,,,,,8,"John Rave grounds into a force out, first baseman Rafael Flores Jr. to shortstop Alika Williams. Kevin Newman out at 2nd. John Rave to 1st.",R,L,R,IND,OMA,X,3.0,ground_ball,2,2,2026,0.03,0.34,0.1110476664081242,1.6166738789604005,,,621028.0,0,3,Top,147.38,176.19,,,,,4.539107652344959,-130.38067074151732,-3.9972424451926383,-0.4987623878430285,25.40237647959067,-27.698890618362597,3.135752953,1.582529528,3.0,84.8,-31.0,90.1,2528,6.4,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.07,0.068,0.066,0.0,1.0,0.0,0.0,2.0,16,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,150,0.04,-0.332,,,0.075,0.332,88.0,0,0,0.457,0.5429999999999999,24,28,25,29,2,1,7.0,4,6.0,0,2.48,-0.03,0.03,37.5,,,,,
FF,2026-05-06,97.5,-1.56,5.32,"Jones, Jared",670231,683003,,foul,,,,,2,,R,L,R,IND,OMA,S,,,2,1,2026,-1.09,1.27,-0.2623163406809456,2.827992154381809,,,621028.0,0,3,Top,,,,,,,6.03405176991915,-141.7913966415312,-3.9954154010583314,-16.04140559582468,32.69245453984224,-14.305672076945756,3.135752953,1.582529528,262.0,79.6,51.0,98.1,2512,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.8,,,,,,,,16,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223,0.012,-0.098,,,,0.098,88.0,0,0,0.445,0.5549999999999999,24,28,25,29,2,1,7.0,4,6.0,0,1.13,1.09,-1.09,38.1,,,,,
CH,2026-05-06,93.0,-1.63,5.45,"Jones, Jared",670231,683003,,ball,,,,,14,,R,L,R,IND,OMA,B,,,1,1,2026,-1.33,0.29,0.2389563595490031,1.2798763676083942,,,621028.0,0,3,Top,,,,,,,7.733858429975038,-135.22690599710262,-5.386507111332614,-17.97226253315853,27.599779931994732,-27.648782933759307,3.135752953,1.582529528,,,,93.7,1553,6.6,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.88,,,,,,,,16,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,238,-0.009,0.068,,,,-0.068,,0,0,0.454,0.546,24,28,25,29,2,1,7.0,4,6.0,0,2.33,1.33,-1.33,44.4,,,,,
CH,2026-05-06,93.2,-1.55,5.5,"Jones, Jared",670231,683003,,foul,,,,,14,,R,L,R,IND,OMA,S,,,1,0,2026,-1.44,0.51,0.5452472077060666,1.123448043416343,,,621028.0,0,3,Top,,,,,,,8.543103427461459,-135.34002922008875,-6.345304889706253,-19.58000776283363,29.99329872039471,-24.69426873721208,3.135752953,1.582529528,,,,93.2,1719,6.4,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.06,,,,,,,,16,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,230,0.009,-0.07,,,,0.07,,0,0,0.445,0.5549999999999999,24,28,25,29,2,1,7.0,4,6.0,0,2.13,1.44,-1.44,36.4,,,,,
CH,2026-05-06,91.8,-1.5,5.65,"Jones, Jared",670231,683003,,blocked_ball,,,,,14,,R,L,R,IND,OMA,B,,,0,0,2026,-1.17,0.6,0.8990041065089827,1.1048296710755356,,,621028.0,0,3,Top,,,,,,,8.58696958703767,-133.3713412696761,-6.750122882099705,-15.793420272441052,27.909484596179603,-23.697738564433177,3.135752953,1.582529528,,,,92.1,1795,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,54.0,,,,,,,,16,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,225,-0.007,0.053,,,,-0.053,,0,0,0.452,0.548,24,28,25,29,2,1,7.0,4,6.0,0,2.1,1.17,-1.17,43.3,,,,,
FF,2026-05-06,98.0,-1.11,5.59,"Jones, Jared",621028,683003,single,hit_into_play,,,,,2,Kevin Newman singles on a ground ball to center fielder Ronny Simon.,R,R,R,IND,OMA,X,8.0,ground_ball,2,2,2026,-1.02,1.42,0.0463276366614364,2.7497652601743843,,,,0,3,Top,125.29,139.02,,,,,5.509948385870212,-142.6022205725726,-5.360871099441944,-15.128296491490032,34.09788722143499,-11.739598514559168,3.217372047,1.623720472,44.0,93.1,-1.0,98.5,2446,6.7,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.84,0.289,0.26,0.9,1.0,1.0,0.0,2.0,15,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,-0.051,0.555,,,0.316,-0.555,93.1,0,0,0.503,0.497,24,32,25,33,1,0,7.0,5,6.0,0,0.96,1.02,1.02,47.9,,,,,
SL,2026-05-06,89.6,-1.56,5.5,"Jones, Jared",621028,683003,,swinging_strike,,,,,9,,R,R,R,IND,OMA,S,,,2,1,2026,0.42,-0.08,0.4463475231061853,1.7177696688226365,,,,0,3,Top,,,,,,,4.0158068085279925,-130.4865865025439,-2.9850498892209023,3.976398250848925,26.71561472386651,-32.649794862393485,3.217372047,1.623720472,,,,90.2,2604,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.97,,,,,,,,15,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,95,0.008,-0.111,,,,0.111,,0,0,0.495,0.505,24,32,25,33,1,0,7.0,5,6.0,0,2.91,-0.42,-0.42,39.0,,,,,
SL,2026-05-06,89.0,-1.42,5.48,"Jones, Jared",621028,683003,,swinging_strike,,,,,14,,R,R,R,IND,OMA,S,,,2,0,2026,0.41,-0.02,0.2246189540547858,1.0634345177694984,,,,0,3,Top,,,,,,,3.1360392992625843,-129.59582514223996,-4.556111572233965,3.976285287756343,25.67773303447207,-31.706082673107623,3.217372047,1.623720472,,,,89.6,2571,6.5,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.99,,,,,,,,15,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,140,0.009,-0.105,,,,0.105,,0,0,0.486,0.514,24,32,25,33,1,0,7.0,5,6.0,0,2.88,-0.41,-0.41,38.5,,,,,
FF,2026-05-06,97.5,-1.44,5.43,"Jones, Jared",621028,683003,,ball,,,,,11,,R,R,R,IND,OMA,B,,,1,0,2026,-0.98,1.23,-0.1054141362015013,3.61375794641427,,,,0,3,Top,,,,,,,5.843993400022383,-141.86681969034248,-2.055413656482376,-14.528344583560196,33.971675420077304,-15.408216271672158,3.217372047,1.623720472,,,,97.8,2502,6.6,816589,682848,804668,702261,694377,675961,682997,682927,699013,53.92,,,,,,,,15,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,-0.009,0.111,,,,-0.111,,0,0,0.495,0.505,24,32,25,33,1,0,7.0,5,6.0,0,1.18,0.98,0.98,36.8,,,,,
