team_name,player_name,position,pos_group,batter,career_%ile,career_l150_median,current_l150,form_bucket,sust_bucket,fp_2026,fp_prior,n_material,form_gap,rh3_per_pa,rh3_per_game,rh3_signal,rh3_rank,replacement_delta,slump_bounce_pct,slump_n_comparable,slump_next_rate,slump_delta,n_l21d,l21d_xwoba,l21d_xwobacon,anchor_xwoba,shrunk_gap,anchor_in_ci,cal_hist,process_verdict,process_notes,whiff_pct_25,whiff_pct_26,whiff_pct_l21d,chase_pct_25,chase_pct_26,chase_pct_l21d,ev90_25,ev90_26,ev90_l21d,avg_bat_speed_25,avg_bat_speed_26,slump_source,pitch_mix_shift,pitch_mix_note,peak_type,peak_note,player_id,injury_class,injury_overlap,injury_note,should_modify_verdict,mc_p_bounce_median,mc_p_bounce_current,mc_expected_xwoba_30pa,mc_ci95_low,mc_ci95_high,bayes_posterior_mu,bayes_posterior_sigma,bayes_ci95_low,bayes_ci95_high,bayes_p_above_career,bayes_p_above_avg,bayes_games_to_200fp,hist_n_comps,hist_p_bounce_30pa,hist_p_bounce_60pa,hist_median_next_30pa,hist_p10_next_30pa,hist_p90_next_30pa,peak_p_still_peak_30pa,peak_p_still_peak_60pa,peak_expected_weeks_reversion,peak_trade_window,xwobacon_gap,peak_p_still_peak_30pa_ci_low,peak_p_still_peak_30pa_ci_high,peak_p_still_peak_60pa_ci_low,peak_p_still_peak_60pa_ci_high,cross_verdict,verdict_rationale
Late Night Bettsing,Kyle Tucker,RF,OF,663656,0.139,0.3727996251753138,0.329,SLUMPING,REGRESS,1.9,2.51,0,0.0068,0.5417737633164956,1.9,hold,75,0.0348,100.0,40.0,0.3871,0.1971,21,0.334,0.351,0.333,0.0001,True,{},DECLINING,whiff% +3.3pt (worsening); chase% +2.9pt (worsening); z-contact% -2.1pt (worsening); EV90 -1.9mph (power flagging); hard-hit% +2.0pt (up); bat speed +0.6mph,0.1729,0.2037,0.2061,0.175,0.2483,0.2045,103.9,102.5,102.0,69.6,68.7,MIXED,True,Fastball +11pt in L21d; Breaking -8pt in L21d (pitchers adjusting),,,34967,NONE,NO_OVERLAP,,False,0.5658,1.0,0.37,0.3605,0.3808,0.3718,0.0279,0.3171,0.4266,0.5265,0.9682,69.8,946,0.5845665961945031,0.6236786469344608,0.3098940162679426,0.22491272254901962,0.41189291101966957,,,,,0.018,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Late Night Bettsing,Yordan Alvarez,DH,UTIL/DH,670541,0.601,0.4258108040595159,0.437,ABOVE_MEDIAN,NOISE,2.89,1.95,2,-0.0555,0.7935929662858299,2.78,add,1,0.2866,52.9,616.0,0.4254,0.0156,,,,,,False,{},IMPROVING,whiff% -3.7pt (improving); chase% +2.4pt (worsening); z-contact% +1.6pt (improving); EV90 -1.5mph (power flagging); hard-hit% -0.5pt (down); bat speed +0.3mph,0.1989,0.1559,0.162,0.267,0.2738,0.2909,110.3,110.2,108.8,74.8,74.9,UNKNOWN,False,,,,36018,NONE,NO_OVERLAP,,False,0.4825,0.4502,0.4313,0.4153,0.4448,0.4172,0.0312,0.356,0.4784,0.3276,0.9991,72.8,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Late Night Bettsing,Mookie Betts,SS,SS,605141,0.39,0.3579406466666667,0.345,BELOW_MEDIAN,STABLE,2.16,2.21,5,0.004,0.6439427642003905,2.25,add,10,0.1292,,,,,21,0.325,0.286,0.326,-0.0001,True,{},IMPROVING,whiff% -3.2pt (improving); chase% -5.5pt (improving); z-contact% +0.6pt (improving); EV90 -0.4mph (power flagging); hard-hit% +10.7pt (up); bat speed +0.5mph,0.1313,0.109,0.0989,0.2161,0.1909,0.161,101.6,102.0,101.2,66.6,67.3,BABIP_DRIVEN,True,Breaking -7pt in L21d (pitchers adjusting),,,33039,NONE,NO_OVERLAP,,False,0.8354,0.9814,0.3621,0.3471,0.3767,0.3571,0.0314,0.2955,0.4187,0.435,0.8812,73.3,189,0.43915343915343913,0.47619047619047616,0.33546906567175516,0.24635825275292586,0.4508855530158731,,,,,-0.04,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Late Night Bettsing,Ben Rice,1B,1B,700250,0.148,0.3801381750082194,0.341,SLUMPING,STABLE,2.53,2.2,1,-0.0258,0.6098069217281441,2.13,hold,25,0.0455,87.5,152.0,0.3573,0.09,21,0.53,0.6,0.314,0.0266,False,{},DECLINING,whiff% -1.4pt (improving); chase% +5.8pt (worsening); z-contact% +1.8pt (improving); EV90 -2.2mph (power flagging); hard-hit% -10.7pt (down); bat speed -0.3mph,0.1905,0.2206,0.177,0.2127,0.246,0.2704,107.7,105.5,105.5,71.6,70.5,HOLDING,True,Breaking -12pt in L21d; Offspeed +12pt in L21d (pitchers adjusting),,,5016968,NONE,NO_OVERLAP,,False,0.4503,1.0,0.3804,0.3702,0.3919,0.3621,0.0265,0.31,0.4141,0.2435,0.9435,91.6,365,0.6082191780821918,0.6657534246575343,0.298930075862069,0.21841531904761907,0.39316082571428573,,,,,0.286,,,,,CONSENSUS_HOLD_BOUNCE,88% historical bounce rate; shrunk gap +0.027
Late Night Bettsing,Jackson Merrill,CF,OF,701538,0.029,0.3436859526757889,0.299,SLUMPING,STABLE,1.37,1.85,1,-0.0135,0.520057585227681,1.82,hold,116,0.0131,100.0,13.0,0.325,0.1976,21,0.247,0.432,0.307,-0.0074,True,{},DECLINING,whiff% +2.2pt (worsening); chase% -1.7pt (improving); z-contact% -2.7pt (worsening); EV90 -3.9mph (power flagging); hard-hit% -3.2pt (down); bat speed +1.0mph,0.2238,0.2341,0.2455,0.3767,0.3522,0.3596,105.3,103.6,101.4,70.2,71.5,DISCIPLINE_COLLAPSE,True,Offspeed +7pt in L21d (pitchers adjusting),,,4872691,NONE,NO_OVERLAP,,False,0.9672,1.0,0.3491,0.3404,0.3633,0.3103,0.0282,0.255,0.3656,0.084,0.3654,88.8,136,0.7279411764705882,0.7867647058823529,0.30775171851851846,0.22183083553113553,0.39919018156527575,,,,,0.125,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Late Night Bettsing,Gleyber Torres,2B,2B,650402,0.546,0.3380406358394441,0.342,TYPICAL,STABLE,1.92,1.95,1,-0.0105,0.4688507460723587,1.64,hold,203,-0.0486,73.4,503.0,0.2703,0.0649,,,,,,False,{},DECLINING,whiff% +6.3pt (worsening); chase% -0.3pt (improving); z-contact% -2.8pt (worsening); EV90 -3.0mph (power flagging); hard-hit% -3.7pt (down); bat speed -2.6mph,0.1628,0.1931,0.2258,0.171,0.1643,0.1677,104.6,100.2,101.6,68.6,66.3,UNKNOWN,False,,,,33804,DTD,UNKNOWN,"DTD (Strain, Left) — slump window unknown",False,0.5293,0.4545,0.3408,0.3289,0.3517,0.3378,0.0296,0.2797,0.3958,0.4584,0.7258,98.2,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Late Night Bettsing,Alec Burleson,LF,OF,676475,0.76,0.3423551142820449,0.372,ABOVE_MEDIAN,STABLE,2.27,2.04,3,-0.034,0.592402074653167,2.07,hold,31,0.0281,66.6,299.0,0.3433,0.038,,,,,,False,{},DECLINING,whiff% +2.0pt (worsening); chase% +9.4pt (worsening); z-contact% -2.1pt (worsening); EV90 -1.2mph (power flagging); hard-hit% +3.1pt (up); bat speed +1.3mph,0.1486,0.1805,0.1688,0.2882,0.3522,0.3821,106.1,106.2,104.9,70.3,71.5,UNKNOWN,False,,,,4345070,NONE,NO_OVERLAP,,False,0.7086,0.0,0.3493,0.337,0.3577,0.3412,0.0258,0.2906,0.3917,0.3769,0.7941,92.0,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Late Night Bettsing,Andy Pages,CF,OF,681624,0.251,0.3238331416096639,0.305,BELOW_MEDIAN,STABLE,2.2,1.95,2,-0.0077,0.5645031520018996,1.98,hold,43,0.0575,81.2,176.0,0.2874,0.0886,21,0.256,0.185,0.323,-0.0081,True,{},STABLE,whiff% -0.5pt (improving); chase% -4.5pt (improving); z-contact% -1.8pt (worsening); EV90 -0.0mph (power flagging); hard-hit% +5.8pt (up); bat speed +0.3mph,0.1915,0.1878,0.1864,0.3361,0.3247,0.2913,104.4,105.1,104.4,70.6,70.8,BABIP_DRIVEN,True,Breaking -6pt in L21d (pitchers adjusting),,,42468,NONE,NO_OVERLAP,,False,0.5461,1.0,0.3259,0.318,0.335,0.3251,0.0221,0.2819,0.3684,0.4839,0.5918,101.3,422,0.4881516587677725,0.5213270142180095,0.2906061066399286,0.21400469671957673,0.39251141900645664,,,,,-0.138,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Late Night Bettsing,CJ Abrams,SS,SS,682928,0.307,0.3121317660842867,0.294,BELOW_MEDIAN,STABLE,2.45,1.97,3,-0.0219,0.5379882283690463,1.88,hold,82,0.0233,57.6,474.0,0.2847,0.0196,21,0.332,0.349,0.315,0.0022,True,{},STABLE,whiff% -0.3pt (improving); chase% -1.3pt (improving); z-contact% +0.5pt (improving); EV90 +0.3mph (power up); hard-hit% +2.5pt (up); bat speed +0.8mph,0.2123,0.2449,0.209,0.3253,0.3663,0.3123,104.1,104.6,104.4,70.3,70.8,HOLDING,True,Breaking +12pt in L21d; Offspeed -11pt in L21d (pitchers adjusting),,,42402,NONE,NO_OVERLAP,,False,0.5428,1.0,0.3151,0.3025,0.3267,0.3021,0.0285,0.2463,0.3579,0.3252,0.2651,93.6,699,0.5150214592274678,0.5178826895565093,0.312369953846154,0.2316438907936508,0.41664044074074075,,,,,0.034,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Late Night Bettsing,Willson Contreras,1B,1B,575929,0.695,0.3517860969197554,0.372,ABOVE_MEDIAN,STABLE,2.29,1.86,2,-0.0133,0.55938180051223,1.96,hold,53,-0.005,72.6,543.0,0.2822,0.0535,,,,,,False,{},IMPROVING,whiff% -2.8pt (improving); chase% -3.3pt (improving); z-contact% +0.1pt (improving); EV90 +2.4mph (power up); hard-hit% -5.2pt (down); bat speed +0.7mph,0.2476,0.2685,0.2199,0.3008,0.3338,0.2675,108.2,108.9,110.6,74.1,74.4,UNKNOWN,False,,,,32532,NONE,NO_OVERLAP,,False,0.5248,0.006,0.3608,0.3496,0.3702,0.3657,0.026,0.3148,0.4166,0.5734,0.9608,97.5,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Late Night Bettsing,Jonathan Aranda,1B,1B,666018,0.262,0.369991208412151,0.35,BELOW_MEDIAN,STABLE,1.96,1.97,2,-0.0213,0.534794800564696,1.87,hold,87,-0.0296,96.6,119.0,0.2906,0.1131,21,0.215,0.319,0.385,-0.0209,False,{},DECLINING,whiff% -1.2pt (improving); chase% -0.5pt (improving); z-contact% -0.8pt (worsening); EV90 -3.0mph (power flagging); hard-hit% -10.7pt (down); bat speed +0.1mph,0.218,0.1834,0.2055,0.2792,0.2747,0.2746,106.9,105.0,103.9,68.7,68.4,DISCIPLINE_COLLAPSE,True,Breaking -5pt in L21d (pitchers adjusting),,,40810,NONE,NO_OVERLAP,,False,0.2746,0.9766,0.3664,0.3499,0.3748,0.3512,0.0266,0.2991,0.4034,0.2864,0.8796,98.3,374,0.4919786096256685,0.5481283422459893,0.29054817575757574,0.20617726,0.38685571438596483,,,,,-0.066,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Late Night Bettsing,Spencer Steer,1B,1B,668715,0.159,0.318019505894106,0.287,SLUMPING,STABLE,1.81,1.75,4,-0.0341,0.5435693991004588,1.9,hold,72,0.0366,90.8,163.0,0.297,0.1055,21,0.326,0.296,0.314,0.0014,True,{},IMPROVING,whiff% -2.4pt (improving); chase% +2.6pt (worsening); z-contact% +4.1pt (improving); EV90 +0.6mph (power up); hard-hit% +7.8pt (up); bat speed +0.6mph,0.2213,0.2183,0.1969,0.2467,0.2588,0.2723,102.0,102.6,102.6,68.9,69.7,BABIP_DRIVEN,True,Fastball -6pt in L21d; Breaking +10pt in L21d (pitchers adjusting),,,4722857,NONE,NO_OVERLAP,,False,0.6489,1.0,0.321,0.3121,0.3347,0.2963,0.0291,0.2393,0.3533,0.1984,0.2075,97.6,714,0.592436974789916,0.6288515406162465,0.30907815347985346,0.22537113666666664,0.4021852899999999,,,,,-0.018,,,,,CONSENSUS_HOLD_BOUNCE,"process IMPROVING (whiff/chase/Z-contact) despite career-low percentile — outcome noise, not skill decline"
Late Night Bettsing,Isaac Paredes,3B,3B,670623,0.819,0.3113657766582856,0.332,HIGH,STABLE,1.95,2.08,0,-0.0113,0.5364022587736409,1.88,hold,84,0.0107,88.8,233.0,0.35,0.0873,,,,,,False,{},DECLINING,whiff% +2.6pt (worsening); chase% +7.8pt (worsening); z-contact% -0.5pt (worsening); EV90 -1.0mph (power flagging); hard-hit% -5.0pt (down); bat speed -0.9mph,0.1396,0.1494,0.166,0.214,0.2704,0.2918,102.5,101.4,101.5,67.2,66.1,UNKNOWN,False,,,,39706,NONE,NO_OVERLAP,,False,0.4439,0.0,0.3131,0.3064,0.3186,0.3087,0.0186,0.2722,0.3452,0.4085,0.2724,89.2,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
U Just Lost To Edwin Diaz,Geraldo Perdomo,SS,SS,672695,0.71,0.299900996535254,0.334,ABOVE_MEDIAN,REGRESS,1.96,2.53,0,-0.012,0.5677204032164804,1.99,hold,39,0.053,62.9,383.0,0.2723,0.0454,,,,,,False,{},MIXED,whiff% -1.6pt (improving); chase% +4.2pt (worsening); z-contact% +0.6pt (improving); EV90 -1.3mph (power flagging); hard-hit% +5.9pt (up); bat speed -1.6mph,0.1036,0.1049,0.0874,0.187,0.2199,0.2292,101.7,100.1,100.4,65.2,63.4,UNKNOWN,False,,,,41355,NONE,NO_OVERLAP,,False,0.6495,0.0,0.3164,0.3052,0.3293,0.3058,0.0298,0.2473,0.3642,0.3621,0.3165,82.7,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
U Just Lost To Edwin Diaz,Ernie Clement,3B,3B,676391,0.105,0.2879967607700102,0.263,SLUMPING,STABLE,1.94,1.94,0,0.0159,0.5314610514842659,1.86,hold,93,0.014,71.4,280.0,0.345,0.0562,21,0.325,0.325,0.253,0.0088,True,{},DECLINING,whiff% +2.9pt (worsening); chase% +11.2pt (worsening); z-contact% -1.3pt (worsening); EV90 -1.1mph (power flagging); hard-hit% -8.1pt (down); bat speed +0.5mph,0.1249,0.1357,0.1543,0.3626,0.4467,0.4748,100.3,99.0,99.2,64.8,65.3,MIXED,True,Fastball +9pt in L21d; Offspeed -8pt in L21d (pitchers adjusting),,,41287,NONE,NO_OVERLAP,,False,0.4632,1.0,0.2858,0.2798,0.2911,0.2845,0.017,0.2511,0.3179,0.4686,0.0187,92.7,570,0.6508771929824562,0.7210526315789474,0.3085482666666667,0.2244639690476191,0.4044742766666668,,,,,0.072,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
U Just Lost To Edwin Diaz,Shea Langeliers,C,C,669127,0.319,0.3268864912625907,0.304,BELOW_MEDIAN,STABLE,2.07,2.3,3,-0.0306,0.610226034181359,2.14,hold,24,0.0555,63.1,369.0,0.2512,0.0399,21,0.336,0.515,0.285,0.0063,True,{},DECLINING,whiff% +4.2pt (worsening); chase% -3.7pt (improving); z-contact% -4.0pt (worsening); EV90 -3.4mph (power flagging); hard-hit% -1.0pt (down); bat speed +1.7mph,0.217,0.2423,0.2591,0.3206,0.3192,0.2838,107.8,107.2,104.4,72.5,74.2,DISCIPLINE_COLLAPSE,True,Breaking -17pt in L21d; Offspeed +14pt in L21d (pitchers adjusting),,,42598,NONE,NO_OVERLAP,,False,0.4158,1.0,0.3309,0.3164,0.3455,0.3177,0.0323,0.2544,0.381,0.3438,0.4715,97.8,731,0.48700410396716826,0.49247606019151846,0.309070776923077,0.22313735555555556,0.4118074666666667,,,,,0.23,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
U Just Lost To Edwin Diaz,Byron Buxton,CF,OF,621439,0.814,0.3287594399999999,0.372,HIGH,STABLE,2.39,2.41,1,-0.0079,0.6216776051664945,2.18,add,18,0.1147,74.4,585.0,0.25,0.0969,,,,,,False,{},DECLINING,whiff% -0.1pt (improving); chase% +8.2pt (worsening); z-contact% +6.0pt (improving); EV90 -3.2mph (power flagging); hard-hit% -9.3pt (down); bat speed -0.5mph,0.2867,0.287,0.2857,0.2943,0.3475,0.3768,108.6,107.0,105.4,73.2,72.6,UNKNOWN,False,,,,32655,DTD,UNKNOWN,"DTD (Pinched Nerve, Right) — slump window unknown",False,0.446,0.0,0.3412,0.324,0.3561,0.3535,0.033,0.2889,0.4182,0.6448,0.8452,84.5,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
U Just Lost To Edwin Diaz,Otto Lopez,SS,SS,672640,0.855,0.3287400421453311,0.357,HIGH,NOISE,2.47,1.9,2,-0.0016,0.5629030820012593,1.97,hold,46,0.0482,81.1,169.0,0.3064,0.0606,,,,,,False,{},STABLE,whiff% -1.7pt (improving); chase% +0.2pt (worsening); z-contact% +1.4pt (improving); EV90 +1.0mph (power up); hard-hit% +0.0pt (up); bat speed +0.1mph,0.1594,0.1672,0.142,0.2944,0.3319,0.2967,104.6,105.5,105.6,69.9,69.9,UNKNOWN,False,,,,41917,NONE,NO_OVERLAP,,False,0.3906,0.0,0.3276,0.319,0.3349,0.3373,0.0221,0.2941,0.3805,0.6708,0.7833,100.9,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
U Just Lost To Edwin Diaz,Xavier Edwards,2B,2B,669364,0.444,0.3023294060809778,0.298,TYPICAL,STABLE,2.17,1.73,6,-0.0179,0.5413961893461641,1.89,hold,76,0.0239,49.3,201.0,0.2611,-0.0027,,,,,,False,{},MIXED,whiff% +7.0pt (worsening); chase% +0.2pt (worsening); z-contact% -6.0pt (worsening); EV90 +2.4mph (power up); hard-hit% +2.9pt (up); bat speed +2.6mph,0.1043,0.1285,0.1741,0.2579,0.2218,0.2595,100.5,100.0,102.9,63.6,65.8,UNKNOWN,False,,,,41326,NONE,NO_OVERLAP,,False,0.9225,1.0,0.308,0.3004,0.3181,0.3001,0.0248,0.2514,0.3487,0.3757,0.2112,100.3,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
U Just Lost To Edwin Diaz,Chase DeLauter,RF,OF,800050,0.082,0.3326678666666666,0.302,SLUMPING,NO_BASELINE,2.02,0.0,0,-0.0132,0.5808959787851266,2.03,add,36,0.0739,,0.0,,,21,0.279,0.323,0.312,-0.004,True,{},MIXED,no baseline data,,0.1412,0.1534,,0.2057,0.2586,,105.9,103.3,,69.9,UNKNOWN,True,Offspeed -6pt in L21d (pitchers adjusting),,,4619649,NONE,NO_OVERLAP,,False,0.508,1.0,0.3322,0.3262,0.3392,0.328,0.0211,0.2867,0.3694,0.4305,0.6482,102.2,38,0.7894736842105263,0.868421052631579,0.31179808333333336,0.23772028999999997,0.39169150876543213,,,,,0.011,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
U Just Lost To Edwin Diaz,Liam Hicks,C,C,689414,0.029,0.3155124066666667,0.273,SLUMPING,NOISE,2.63,1.74,2,-0.0142,0.5655051360124062,1.98,hold,40,0.0107,64.8,88.0,0.34,0.1597,21,0.302,0.291,0.27,0.004,True,{},IMPROVING,whiff% -3.9pt (improving); chase% +6.5pt (worsening); z-contact% +6.6pt (improving); EV90 +0.5mph (power up); hard-hit% -3.7pt (down); bat speed +1.0mph,0.1252,0.0832,0.0862,0.1756,0.2617,0.2405,100.6,101.4,101.1,65.0,66.2,HOLDING,True,Fastball -6pt in L21d; Breaking +12pt in L21d; Offspeed -6pt in L21d (pitchers adjusting),,,4725251,NONE,NO_OVERLAP,,False,0.5816,1.0,0.3166,0.309,0.3241,0.3052,0.0219,0.2622,0.3481,0.3021,0.2494,105.5,106,0.7735849056603774,0.8867924528301887,0.30266331176046174,0.22703476878306877,0.39159588333333334,,,,,0.021,,,,,CONSENSUS_HOLD_BOUNCE,"process IMPROVING (whiff/chase/Z-contact) despite career-low percentile — outcome noise, not skill decline"
U Just Lost To Edwin Diaz,Christian Walker,1B,1B,572233,0.016,0.340255418226802,0.268,SLUMPING,STABLE,2.04,1.54,2,-0.0067,0.5183553262393117,1.81,hold,117,-0.046,56.7,926.0,0.2822,0.0155,21,0.444,0.441,0.256,0.0231,False,{},DECLINING,whiff% +2.3pt (worsening); chase% +3.7pt (worsening); z-contact% +5.0pt (improving); EV90 -0.8mph (power flagging); hard-hit% -5.2pt (down); bat speed -0.1mph,0.2772,0.2531,0.3004,0.2814,0.2999,0.318,107.5,106.0,106.7,71.6,71.9,HOLDING,False,No significant mix shift,,,32758,NONE,NO_OVERLAP,,False,0.4598,1.0,0.3351,0.3234,0.3451,0.3185,0.0259,0.2679,0.3692,0.2603,0.4774,98.5,226,0.7079646017699115,0.7654867256637168,0.31594906666666667,0.23704298518518518,0.40262628888888885,,,,,0.185,,,,,SLUMP_AMBIGUOUS,mixed signals — run /slump-or-decline for full decomp
U Just Lost To Edwin Diaz,Mickey Moniak,RF,OF,666160,0.588,0.312236062713872,0.324,TYPICAL,STABLE,2.43,2.11,0,-0.003,0.5528065465285128,1.93,hold,61,0.0458,69.1,356.0,0.2344,0.0919,,,,,,False,{},MIXED,whiff% +0.3pt (worsening); chase% -0.7pt (improving); z-contact% +2.5pt (improving); EV90 -2.2mph (power flagging); hard-hit% -1.5pt (down); bat speed +1.7mph,0.2467,0.2535,0.25,0.3774,0.4221,0.3704,106.0,105.1,103.8,71.5,72.6,UNKNOWN,False,,,,36181,NONE,NO_OVERLAP,,False,0.0415,0.078,0.3104,0.2983,0.3198,0.3083,0.0313,0.247,0.3696,0.4737,0.3538,105.4,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
U Just Lost To Edwin Diaz,Brandon Marsh,CF,OF,669016,0.497,0.3246675966102111,0.324,TYPICAL,STABLE,1.99,1.68,2,-0.0162,0.5146885071078066,1.8,hold,123,0.0077,61.9,483.0,0.1733,0.0335,,,,,,False,{},DECLINING,whiff% +2.0pt (worsening); chase% +10.0pt (worsening); z-contact% -3.2pt (worsening); EV90 -0.4mph (power flagging); hard-hit% -2.3pt (down); bat speed -0.0mph,0.199,0.2148,0.2186,0.2876,0.3805,0.3874,103.7,103.8,103.3,69.4,69.8,UNKNOWN,False,,,,40803,NONE,NO_OVERLAP,,False,0.1776,0.4455,0.323,0.313,0.3295,0.3176,0.0224,0.2736,0.3616,0.4047,0.4575,112.4,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
U Just Lost To Edwin Diaz,Jake Bauers,1B,1B,641343,0.96,0.3075170354910914,0.371,PEAK,STABLE,2.28,1.79,2,-0.0183,0.5018289395227208,1.76,hold,142,-0.0625,59.7,523.0,0.1478,0.0331,,,,,,False,{},DECLINING,whiff% -4.4pt (improving); chase% +2.5pt (worsening); z-contact% +3.5pt (improving); EV90 +0.9mph (power up); hard-hit% +9.6pt (up); bat speed +0.6mph,0.2188,0.2368,0.1749,0.204,0.2085,0.2287,107.4,107.0,108.3,74.5,74.7,UNKNOWN,False,,OUTCOME_DRIVEN,No process metrics improved. Surface outcomes likely inflated over true skill.,35013,NONE,NO_OVERLAP,,False,0.0079,0.0,0.326,0.3154,0.335,0.3333,0.028,0.2785,0.3881,0.6037,0.6831,124.2,363,0.15977961432506887,0.10192837465564739,0.3083666666666666,0.22882291333333327,0.39520096565656565,0.892,0.762,5.6,HOLD_SHORT,,0.89,0.895,0.759,0.765,CONSENSUS_HOLD_PEAK,at career peak
U Just Lost To Edwin Diaz,JJ Bleday,CF,OF,668709,0.747,0.3071200667570271,0.334,ABOVE_MEDIAN,IMPROVING,2.14,1.6,6,-0.0309,0.531940516337456,1.86,hold,91,0.025,,,,,,,,,,False,{},IMPROVING,whiff% -7.9pt (improving); chase% -6.2pt (improving); z-contact% +4.3pt (improving); EV90 +1.2mph (power up); hard-hit% +3.3pt (up); bat speed +1.6mph,0.2826,0.2357,0.2033,0.2492,0.227,0.1875,104.2,104.3,105.4,69.6,71.5,UNKNOWN,False,,,,42410,NONE,NO_OVERLAP,,False,0.5799,0.0,0.3126,0.3036,0.3241,0.3073,0.0282,0.2521,0.3626,0.4239,0.3267,109.6,,,,,,,,,,,,,,,,STRENGTHENING,above baseline + sustainability improving
U Just Lost To Edwin Diaz,TJ Rumfield,3B,3B,681198,0.048,0.3263960466666666,0.287,SLUMPING,NO_BASELINE,2.28,0.0,0,-0.0096,0.5260709764839819,1.84,hold,104,-0.0383,,0.0,,,21,0.301,0.308,0.29,0.0013,True,{},MIXED,no baseline data,,0.1711,0.1861,,0.3107,0.3295,,101.6,100.8,,66.8,UNKNOWN,True,Offspeed -8pt in L21d (pitchers adjusting),,,5014349,NONE,NO_OVERLAP,,False,0.3316,1.0,0.3212,0.3148,0.3259,0.3195,0.0185,0.2832,0.3558,0.4635,0.4894,102.2,42,0.7857142857142857,0.8809523809523809,0.3118426833333333,0.2355289766666666,0.3899064366666667,,,,,0.018,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
U Just Lost To Edwin Diaz,Cole Carrigg,CF,OF,694249,,,,INSUFFICIENT,NO_BASELINE,3.12,0.0,0,0.0004,0.4952516713992307,1.73,hold,151,0.0349,,,,,,,,,,False,{},MIXED,no baseline data,,0.2028,0.1944,,0.3713,0.3175,,103.6,102.2,,70.6,UNKNOWN,False,,,,5149102,NONE,NO_OVERLAP,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,no career sample
2015 Draft First Round,Bobby Witt Jr.,SS,SS,677951,0.856,0.3738963199999999,0.408,HIGH,STABLE,2.3,2.39,4,-0.0161,0.6833318405221024,2.39,add,6,0.1686,71.5,172.0,0.2716,0.0287,,,,,,False,{},MIXED,whiff% +1.7pt (worsening); chase% +4.1pt (worsening); z-contact% +5.1pt (improving); EV90 -0.7mph (power flagging); hard-hit% +10.6pt (up); bat speed -0.7mph,0.2097,0.2039,0.2269,0.3063,0.3303,0.3469,108.8,108.2,108.1,72.7,71.9,UNKNOWN,False,,,,42403,NONE,NO_OVERLAP,,False,0.3953,0.0,0.3747,0.3618,0.3846,0.3968,0.0273,0.3433,0.4503,0.792,0.9976,71.6,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
2015 Draft First Round,Ketel Marte,2B,2B,606466,0.639,0.3503026785652681,0.366,ABOVE_MEDIAN,STABLE,2.35,2.52,0,-0.0045,0.668833277021259,2.34,add,7,0.1514,86.8,121.0,0.31,0.1535,,,,,,False,{},STABLE,whiff% -0.3pt (improving); chase% +5.2pt (worsening); z-contact% +5.2pt (improving); EV90 +0.1mph (power up); hard-hit% +0.5pt (up); bat speed +1.2mph,0.1844,0.1799,0.1811,0.2479,0.3119,0.3003,107.4,108.4,107.5,72.8,73.2,UNKNOWN,False,,,,32512,NONE,NO_OVERLAP,,False,0.3411,0.2067,0.3605,0.3457,0.374,0.3739,0.0304,0.3144,0.4334,0.6706,0.9621,74.2,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
