batter,n_qual_years,pa_pre,pa_playoff,fp_pre,fp_playoff,lift_std,career_rate_pre,career_rate_playoff,career_playoff_lift_pct,player_name,team,primary_position
435263,4,1336.0,406.0,413.0,128.0,27.83940327990204,0.3091317365269461,0.31527093596059114,1.985949259890989,,,
594694,3,746.0,315.0,158.0,68.0,46.158854424669016,0.21179624664879357,0.21587301587301588,1.9248543299176246,,,
605141,10,4798.0,1668.0,2054.0,727.0,25.251422076185435,0.42809503959983325,0.43585131894484413,1.8118124779631077,,,
608369,8,3332.0,1094.0,1244.0,415.0,39.85515245611311,0.37334933973589435,0.3793418647166362,1.6050718035234672,Corey Seager,TEX,SS
666185,4,1225.0,388.0,253.0,81.0,148.93536039850795,0.20653061224489797,0.20876288659793815,1.080844301373213,,,
679529,4,1518.0,600.0,328.0,131.0,56.55441495718735,0.2160737812911726,0.21833333333333332,1.0457317073170638,Spencer Torkelson,DET,1B
656185,3,424.0,257.0,64.0,39.0,184.65707449786277,0.1509433962264151,0.1517509727626459,0.5350194552529143,,,
643217,7,3060.0,1024.0,901.0,303.0,48.94033977407736,0.29444444444444445,0.2958984375,0.49380896226414794,Andrew Benintendi,CWS,OF
408234,7,2748.0,848.0,794.0,246.0,22.615659432737502,0.2889374090247453,0.29009433962264153,0.4004087258210136,,,
686668,3,1158.0,414.0,170.0,61.0,534.2631367789324,0.14680483592400692,0.1473429951690821,0.3665814151747488,Brenton Doyle,COL,OF
641487,6,2536.0,893.0,665.0,235.0,22.476858698200065,0.2622239747634069,0.2631578947368421,0.35615354174911185,J.P. Crawford,SEA,SS
571771,9,2713.0,927.0,668.0,229.0,56.413580946145316,0.24622189458164392,0.24703344120819848,0.32959970027582436,,,
592663,10,3941.0,1374.0,1085.0,379.0,33.858137807111646,0.2753108348134991,0.27583697234352256,0.19110672864722794,J.T. Realmuto,PHI,C
543592,3,535.0,323.0,144.0,87.0,27.058906095852652,0.2691588785046729,0.2693498452012384,0.07094943240453842,,,
457705,9,4134.0,1251.0,1197.0,362.0,39.026637692873074,0.2895500725689405,0.28936850519584334,-0.06270672684909362,,,
453568,9,4048.0,1400.0,1478.0,510.0,28.45602264270722,0.3651185770750988,0.36428571428571427,-0.22810748115214127,,,
605137,8,3661.0,1123.0,1187.0,363.0,34.07116380829246,0.32422835290904123,0.3232413178984862,-0.3044258781501223,Josh Bell,MIN,1B
516416,7,2960.0,1086.0,941.0,344.0,18.701317445718125,0.3179054054054054,0.31675874769797424,-0.36069147863934614,,,
471865,4,1685.0,593.0,522.0,183.0,96.1641385869307,0.30979228486646887,0.3086003372681282,-0.38475703126514327,,,
544369,6,2230.0,835.0,732.0,273.0,33.136778835632526,0.32825112107623317,0.3269461077844311,-0.39756552468832895,,,
596142,7,1911.0,854.0,497.0,221.0,28.066848518397457,0.2600732600732601,0.25878220140515223,-0.496421149849923,Gary Sánchez,MIL,C
456078,5,1168.0,464.0,253.0,100.0,55.50135767690106,0.2166095890410959,0.21551724137931033,-0.5042933078915174,,,
571976,7,2301.0,896.0,506.0,196.0,154.19649217580036,0.2199043893959148,0.21875,-0.5249505928853696,,,
543063,8,3228.0,1006.0,828.0,256.0,56.77679900500683,0.25650557620817843,0.2544731610337972,-0.7923473650848608,,,
578428,7,2411.0,724.0,672.0,200.0,40.15963782546774,0.278722521775197,0.27624309392265195,-0.8895685345961548,,,
452252,3,968.0,335.0,318.0,109.0,22.574138763905946,0.3285123966942149,0.3253731343283582,-0.9555993616821683,,,
516782,9,3342.0,1076.0,1002.0,319.0,37.869275511072644,0.2998204667863555,0.29646840148698883,-1.118024174698939,,,
602104,5,1394.0,435.0,308.0,95.0,53.63365556356584,0.22094691535150646,0.21839080459770116,-1.1568890879235658,Ramón Urías,STL,3B
668901,3,723.0,423.0,147.0,85.0,622.5586314960298,0.2033195020746888,0.20094562647754138,-1.167559222270462,Mark Vientos,NYM,1B
683002,3,1449.0,543.0,451.0,167.0,43.7301235004709,0.3112491373360939,0.30755064456721914,-1.1882740625497776,Gunnar Henderson,BAL,SS
544725,3,1081.0,337.0,221.0,68.0,113.16750094499093,0.20444033302497688,0.20178041543026706,-1.301072814425935,,,
543543,5,1472.0,580.0,360.0,140.0,87.57684940776169,0.24456521739130435,0.2413793103448276,-1.302681992337162,,,
660271,7,3145.0,987.0,1219.0,376.0,31.99264766432649,0.3875993640699523,0.38095238095238093,-1.7149107387007405,Shohei Ohtani,LAD,TWP
460086,5,1972.0,698.0,446.0,155.0,36.565415162349126,0.22616632860040567,0.22206303724928367,-1.8142803911238987,,,
453943,5,2111.0,780.0,604.0,219.0,38.64444185495138,0.28612032212221694,0.28076923076923077,-1.8702241467142062,,,
452655,3,1278.0,402.0,415.0,128.0,36.02848068458703,0.32472613458528954,0.31840796019900497,-1.9456932206437783,,,
572821,5,2467.0,747.0,785.0,233.0,45.1171918924809,0.318200243210377,0.3119143239625167,-1.97546022732118,,,
527038,9,3007.0,868.0,1025.0,290.0,43.18963726284725,0.3408713002993016,0.33410138248847926,-1.9860627177700354,,,
572122,6,2755.0,999.0,867.0,308.0,22.382487180631163,0.3147005444646098,0.3083083083083083,-2.0312122964948895,,,
425783,4,1958.0,656.0,570.0,187.0,55.4000917010315,0.29111338100102147,0.2850609756097561,-2.079054343175024,,,
665742,7,3366.0,1241.0,1478.0,532.0,31.275281587646628,0.43909685086155675,0.42868654311039484,-2.3708454594324095,Juan Soto,NYM,OF
663886,4,1365.0,410.0,314.0,92.0,96.91329074990519,0.23003663003663002,0.22439024390243903,-2.4545595774429008,Tyler Stephenson,CIN,C
460075,5,1860.0,646.0,659.0,223.0,37.032023031507684,0.3543010752688172,0.34520123839009287,-2.568390985497311,,,
572816,7,2058.0,826.0,614.0,240.0,24.95962296980625,0.2983479105928086,0.29055690072639223,-2.611384088776031,,,
622110,6,1553.0,723.0,400.0,181.0,38.96820108880987,0.25756600128783,0.2503457814661134,-2.803250345781474,,,
595879,8,3290.0,995.0,711.0,209.0,73.4627237551428,0.21610942249240123,0.2100502512562814,-2.803751528387371,Javier Báez,DET,SS
595777,8,3025.0,1017.0,958.0,313.0,36.360517285735035,0.31669421487603305,0.3077679449360865,-2.8185768860478415,,,
665161,4,1760.0,625.0,455.0,157.0,37.17154385102152,0.2585227272727273,0.2512,-2.8325274725274885,,,
518735,9,2927.0,987.0,818.0,268.0,77.02075751990522,0.2794670310898531,0.27152988855116517,-2.840099781264008,,,
435622,5,2098.0,694.0,452.0,145.0,28.9290503412468,0.21544327931363202,0.20893371757925072,-3.0214735660911445,,,
571697,4,1508.0,559.0,437.0,157.0,11.386764505324882,0.28978779840848806,0.2808586762075134,-3.0812623064232847,,,
609275,3,571.0,312.0,87.0,46.0,167.10846487189178,0.15236427320490367,0.14743589743589744,-3.2346006483937457,,,
656896,3,562.0,226.0,108.0,42.0,157.39695519516067,0.19217081850533807,0.18584070796460178,-3.294001966568328,,,
545361,7,3079.0,1053.0,1326.0,438.0,29.0534454745822,0.43065930496914584,0.41595441595441596,-3.4145062802679718,Mike Trout,LAA,OF
640461,5,1185.0,438.0,216.0,77.0,78.01307695351964,0.18227848101265823,0.17579908675799086,-3.5546676813800153,,,
452104,3,1325.0,431.0,303.0,95.0,54.67768072768019,0.22867924528301886,0.22041763341067286,-3.6127510662899187,,,
543305,6,1847.0,611.0,509.0,162.0,54.709182713800544,0.27558202490525174,0.265139116202946,-3.789401252094048,,,
571448,9,4437.0,1458.0,1853.0,583.0,23.89130074892499,0.41762452107279696,0.3998628257887517,-4.253029788197991,Nolan Arenado,AZ,3B
514888,10,4586.0,1655.0,1859.0,642.0,30.32104885933149,0.4053641517662451,0.3879154078549849,-4.304461515709475,Jose Altuve,HOU,2B
666158,4,1446.0,385.0,331.0,84.0,108.46669386038515,0.2289073305670816,0.21818181818181817,-4.685525954408131,,,
430832,4,1667.0,601.0,521.0,179.0,47.9997387272218,0.3125374925014997,0.2978369384359401,-4.703612980285573,,,
671277,5,1543.0,616.0,426.0,162.0,35.97574932309803,0.2760855476344783,0.262987012987013,-4.744375342966891,Luis García Jr.,WSH,1B
476704,4,1573.0,527.0,496.0,158.0,34.844027192338785,0.31532104259376986,0.2998102466793169,-4.91904878496664,,,
503556,6,1989.0,636.0,510.0,155.0,39.72670546417214,0.2564102564102564,0.24371069182389937,-4.952830188679236,,,
571466,7,1982.0,717.0,448.0,154.0,471.1076117932655,0.2260343087790111,0.21478382147838215,-4.9773361227336075,,,
541645,6,2245.0,799.0,562.0,190.0,24.725077866546524,0.25033407572383076,0.23779724655819776,-5.008039408691476,,,
621020,8,3622.0,1225.0,797.0,256.0,68.8917246801989,0.22004417448923247,0.2089795918367347,-5.0283460937700015,Dansby Swanson,CHC,SS
518934,8,3724.0,1231.0,1227.0,384.0,33.08581917675987,0.329484425349087,0.31194151096669376,-5.324353150776892,,,
543309,4,745.0,302.0,154.0,59.0,51.73740968635694,0.20671140939597316,0.19536423841059603,-5.489378171497378,Kyle Higashioka,TEX,C
408045,4,1771.0,611.0,540.0,176.0,31.510424809759684,0.3049124788255223,0.28805237315875615,-5.529490210341271,,,
660821,4,1163.0,524.0,261.0,111.0,71.96421879193774,0.2244196044711952,0.21183206106870228,-5.608932175133812,Jesús Sánchez,TOR,OF
596748,4,1725.0,421.0,547.0,126.0,18.77982378219692,0.3171014492753623,0.2992874109263658,-5.617772605487937,,,
665862,4,1440.0,602.0,322.0,127.0,27.123359293795122,0.22361111111111112,0.21096345514950166,-5.656094591527214,Jazz Chisholm Jr.,NYY,2B
435063,3,1271.0,327.0,268.0,65.0,62.000425126361336,0.2108575924468922,0.19877675840978593,-5.729380619836596,,,
408252,3,1337.0,473.0,432.0,144.0,19.897182399886848,0.3231114435302917,0.3044397463002114,-5.778717406624382,,,
608070,9,4182.0,1501.0,1879.0,635.0,51.80826011619244,0.4493065518890483,0.4230512991339107,-5.843505429589427,José Ramírez,CLE,3B
592696,8,2797.0,1000.0,804.0,270.0,42.819557717057236,0.2874508401859135,0.27,-6.070895522388057,,,
400121,3,1224.0,379.0,406.0,118.0,19.8485265775211,0.33169934640522875,0.3113456464379947,-6.136189349727694,,,
518595,8,1741.0,852.0,466.0,214.0,62.86438260241445,0.26766226306720275,0.2511737089201878,-6.160208748916957,,,
657136,3,797.0,281.0,124.0,41.0,112.21556121317654,0.15558343789209536,0.14590747330960854,-6.219148203420962,,,
518692,10,4789.0,1685.0,1949.0,643.0,26.511135285938217,0.4069743161411568,0.38160237388724033,-6.234285862186045,Freddie Freeman,LAD,1B
457759,9,3567.0,1318.0,1358.0,470.0,29.83296974659209,0.38071208298289877,0.3566009104704097,-6.333177640062482,,,
592518,10,4978.0,1687.0,1811.0,574.0,26.41182218597254,0.3638007231820008,0.34024896265560167,-6.47380805634538,Manny Machado,SD,3B
514917,7,3230.0,1050.0,820.0,249.0,33.35802217572399,0.25386996904024767,0.23714285714285716,-6.588850174216019,,,
474568,4,1367.0,476.0,369.0,120.0,9.162606267498258,0.26993416239941476,0.25210084033613445,-6.606545057047204,,,
518618,4,1329.0,387.0,357.0,97.0,39.0957515825185,0.2686230248306998,0.25064599483204136,-6.6922893188282995,,,
519203,8,3692.0,1153.0,1521.0,443.0,21.122869333790586,0.4119718309859155,0.3842150910667823,-6.737533450456261,,,
622761,3,834.0,258.0,118.0,34.0,83.2005641888949,0.14148681055155876,0.13178294573643412,-6.858494284588093,,,
542932,3,707.0,408.0,162.0,87.0,79.56862052830643,0.22913719943422914,0.21323529411764705,-6.9399055918663795,,,
502671,10,5059.0,1578.0,1717.0,498.0,52.068095188112146,0.3393951373789286,0.3155893536121673,-7.014179387073131,,,
668731,3,718.0,325.0,131.0,55.0,1190.0579064361639,0.18245125348189414,0.16923076923076924,-7.246036406341741,,,
668715,3,1431.0,458.0,401.0,119.0,43.41453077402451,0.2802236198462614,0.259825327510917,-7.279290855829864,Spencer Steer,CIN,OF
606192,7,2951.0,1023.0,688.0,221.0,25.129517395138116,0.23314130803117586,0.21603128054740958,-7.338908590784053,Teoscar Hernández,LAD,OF
571970,6,2251.0,837.0,749.0,258.0,39.87806196412141,0.33274100399822304,0.30824372759856633,-7.362265577520327,Max Muncy,LAD,3B
519299,3,921.0,221.0,288.0,64.0,94.71345068545874,0.3127035830618892,0.2895927601809955,-7.390648567119139,,,
624428,9,3019.0,1004.0,903.0,278.0,32.059281821971304,0.2991056641271944,0.27689243027888444,-7.426550718499206,Adam Frazier,LAA,2B
543877,7,2092.0,637.0,479.0,135.0,48.39300611309065,0.22896749521988527,0.2119309262166405,-7.440605919579969,Christian Vázquez,HOU,C
493329,6,2494.0,772.0,926.0,265.0,23.883456924569693,0.37129109863672816,0.3432642487046632,-7.548484204165224,,,
572191,6,1952.0,688.0,267.0,87.0,131.62119397431218,0.1367827868852459,0.12645348837209303,-7.551607002874307,,,
664034,6,2331.0,823.0,657.0,214.0,38.53708842314406,0.28185328185328185,0.2600243013365735,-7.744802676475973,Ty France,SD,1B
592567,3,945.0,382.0,234.0,87.0,20.28820272960961,0.24761904761904763,0.22774869109947643,-8.024567055980675,,,
650333,6,2502.0,909.0,1000.0,334.0,20.312089202857013,0.3996802557953637,0.36743674367436746,-8.06732673267326,Luis Arraez,SF,2B
435062,3,886.0,361.0,300.0,112.0,53.91053179312798,0.33860045146726864,0.31024930747922436,-8.37303785780241,,,
572365,3,701.0,349.0,136.0,62.0,66.83222181462553,0.19400855920114124,0.17765042979942694,-8.431653463677739,,,
572233,6,2690.0,878.0,763.0,228.0,25.172517880556658,0.28364312267657993,0.25968109339407747,-8.44795003537767,Christian Walker,HOU,1B
660670,5,2036.0,846.0,763.0,290.0,28.215448544765888,0.37475442043222,0.34278959810874704,-8.529538433891346,Ronald Acuña Jr.,ATL,OF
656305,8,3439.0,1179.0,907.0,284.0,34.09905965488793,0.26373945914510033,0.2408821034775233,-8.666642352899379,Matt Chapman,SF,3B
458731,6,2667.0,924.0,764.0,241.0,39.204675442855816,0.286464191976003,0.26082251082251084,-8.95109471680151,,,
455759,3,648.0,211.0,193.0,57.0,28.59457083048006,0.2978395061728395,0.27014218009478674,-9.2994131080716,,,
502110,9,3858.0,1311.0,1308.0,403.0,33.23277055177536,0.3390357698289269,0.30739893211289093,-9.331415895142722,,,
621043,9,3567.0,1235.0,1154.0,362.0,28.34748572647236,0.32352116624614524,0.2931174089068826,-9.397764508591843,Carlos Correa,HOU,SS
642133,6,1820.0,596.0,452.0,134.0,40.508263248288266,0.24835164835164836,0.22483221476510068,-9.470214408742649,,,
450314,5,1640.0,718.0,616.0,244.0,25.660027288113405,0.375609756097561,0.3398328690807799,-9.525015374597553,,,
593160,8,3409.0,1191.0,1008.0,317.0,45.156832563062686,0.29568788501026694,0.2661628883291352,-9.985189849799413,,,
668939,3,1301.0,494.0,439.0,150.0,30.55960638277032,0.3374327440430438,0.30364372469635625,-10.013556758551365,Adley Rutschman,BAL,C
592626,9,3126.0,986.0,956.0,271.0,35.8159939002971,0.3058221369161868,0.2748478701825558,-10.128196423570142,Joc Pederson,TEX,1B
665489,6,2972.0,1005.0,1215.0,369.0,23.83450765522773,0.4088156123822342,0.36716417910447763,-10.18831767090473,Vladimir Guerrero Jr.,TOR,1B
624413,6,2999.0,1070.0,1065.0,341.0,24.987457502214845,0.35511837279093034,0.3186915887850467,-10.257645561844598,Pete Alonso,BAL,1B
591720,3,591.0,257.0,162.0,63.0,63.26854421733428,0.27411167512690354,0.245136186770428,-10.570687418936446,,,
592743,6,2382.0,806.0,777.0,235.0,25.275396594164143,0.3261964735516373,0.29156327543424315,-10.617281585023527,,,
571788,5,1194.0,465.0,305.0,106.0,105.3724787811017,0.2554438860971524,0.22795698924731184,-10.760444209412997,,,
542194,3,613.0,212.0,94.0,29.0,50.89613872531913,0.1533442088091354,0.13679245283018868,-10.79385788839824,,,
672695,4,1503.0,599.0,442.0,157.0,34.840254450966604,0.2940785096473719,0.2621035058430718,-10.87294812621337,Geraldo Perdomo,AZ,SS
606466,10,3502.0,1395.0,1315.0,466.0,22.585286561603926,0.37549971444888636,0.3340501792114695,-11.038499802390403,Ketel Marte,AZ,2B
543068,7,2449.0,1007.0,730.0,267.0,33.73631983727595,0.2980808493262556,0.26514399205561073,-11.04963882956292,,,
673237,3,1150.0,413.0,351.0,112.0,25.122031433299153,0.30521739130434783,0.2711864406779661,-11.149741658216236,Yainer Diaz,HOU,C
475174,3,1235.0,391.0,370.0,104.0,22.58555132791828,0.29959514170040485,0.2659846547314578,-11.218635515310698,,,
435079,4,1902.0,599.0,659.0,184.0,30.13288383630738,0.34647739221871715,0.3071786310517529,-11.342373860328676,,,
455976,5,2462.0,752.0,831.0,225.0,27.235224561616793,0.33753046303818035,0.2992021276595745,-11.355518857055069,,,
451594,4,1656.0,649.0,490.0,170.0,9.59279698282449,0.29589371980676327,0.26194144838212635,-11.474481934530353,,,
570731,7,2867.0,925.0,737.0,210.0,67.22482109848066,0.25706313219393095,0.22702702702702704,-11.684330191792878,,,
664040,4,1472.0,557.0,401.0,134.0,54.3336089984003,0.27241847826086957,0.24057450628366248,-11.689358291882504,Brandon Lowe,PIT,2B
502517,5,1863.0,679.0,815.0,262.0,22.431260059668265,0.4374664519592056,0.3858615611192931,-11.796308176043798,,,
643289,4,1190.0,393.0,330.0,96.0,59.67238213872009,0.2773109243697479,0.24427480916030533,-11.91302336340505,Mauricio Dubón,ATL,SS
657757,5,1425.0,554.0,357.0,122.0,35.6658380236636,0.2505263157894737,0.22021660649819494,-12.098413372569256,Gavin Sheets,SD,1B
669222,3,941.0,223.0,197.0,41.0,60.63478492784406,0.20935175345377258,0.18385650224215247,-12.178188522910924,,,
136860,3,1216.0,417.0,399.0,120.0,28.08213127780952,0.328125,0.28776978417266186,-12.298732442617338,,,
519048,5,1766.0,621.0,517.0,159.0,49.019134139930486,0.2927519818799547,0.2560386473429952,-12.540763789607448,,,
668804,6,2784.0,1008.0,847.0,268.0,25.208552401807385,0.30423850574712646,0.26587301587301587,-12.610333389554176,Bryan Reynolds,PIT,OF
649557,6,1634.0,515.0,538.0,148.0,60.309392486974836,0.3292533659730722,0.287378640776699,-12.718085682318552,,,
543281,5,1953.0,542.0,570.0,138.0,17.8551524735521,0.29185867895545314,0.25461254612546125,-12.761701301223539,,,
623993,5,2041.0,770.0,640.0,210.0,33.15439193951336,0.3135717785399314,0.2727272727272727,-13.025568181818187,,,
647304,5,1816.0,693.0,643.0,213.0,10.762860923084148,0.3540748898678414,0.30735930735930733,-13.193701063063434,Josh Naylor,SEA,1B
519306,4,1360.0,423.0,241.0,65.0,104.26660214542215,0.17720588235294119,0.1536643026004728,-13.28487488106099,,,
571506,3,864.0,332.0,301.0,100.0,17.78909363302824,0.34837962962962965,0.30120481927710846,-13.541208021454587,,,
593934,5,1430.0,670.0,284.0,115.0,63.39182985677767,0.1986013986013986,0.17164179104477612,-13.574731973933158,,,
641820,5,2310.0,794.0,649.0,192.0,26.748647521033856,0.28095238095238095,0.24181360201511334,-13.930751825129148,,,
592178,7,3060.0,966.0,1049.0,285.0,42.50942612067141,0.3428104575163399,0.2950310559006211,-13.937556620028541,,,
570256,4,1709.0,474.0,512.0,122.0,64.91413683750932,0.29959040374488005,0.25738396624472576,-14.088047204641343,,,
664774,4,1069.0,483.0,315.0,122.0,32.100027932970335,0.29466791393826003,0.2525879917184265,-14.280456143810175,,,
682626,3,739.0,299.0,173.0,60.0,53.41718381020723,0.23410013531799728,0.20066889632107024,-14.280743132213344,Francisco Alvarez,NYM,C
488726,4,1848.0,523.0,802.0,194.0,17.69187721718277,0.43398268398268397,0.37093690248565964,-14.527257382356728,,,
605113,4,1659.0,462.0,412.0,98.0,57.79429799220838,0.24834237492465341,0.21212121212121213,-14.585172109443956,,,
543401,5,2170.0,644.0,655.0,166.0,31.957706214081607,0.30184331797235026,0.2577639751552795,-14.603385330235657,,,
682985,4,1527.0,546.0,344.0,105.0,117.7526573627366,0.22527832351015062,0.19230769230769232,-14.635509838998207,Riley Greene,DET,OF
592669,6,2281.0,720.0,631.0,170.0,51.01318586697802,0.2766330556773345,0.2361111111111111,-14.648265539707692,,,
542364,3,361.0,306.0,94.0,68.0,25.451145123875214,0.26038781163434904,0.2222222222222222,-14.65721040189126,,,
664983,3,664.0,407.0,182.0,95.0,37.880433627545756,0.2740963855421687,0.2334152334152334,-14.841914841914852,Jake McCarthy,COL,OF
641584,4,913.0,361.0,260.0,87.0,39.13894185696081,0.2847754654983571,0.2409972299168975,-15.372895802258688,Jake Fraley,TB,OF
680757,4,1909.0,680.0,700.0,211.0,21.84153849018154,0.3666841278156103,0.31029411764705883,-15.378361344537813,Steven Kwan,CLE,OF
467092,5,1598.0,591.0,509.0,159.0,69.46387188486837,0.31852315394242803,0.26903553299492383,-15.536585122615268,,,
500208,3,1067.0,458.0,400.0,145.0,21.73176176045981,0.37488284910965325,0.3165938864628821,-15.5485807860262,,,
667670,4,1482.0,570.0,416.0,135.0,19.583236925729956,0.2807017543859649,0.23684210526315788,-15.625,Brent Rooker,ATH,OF
465041,3,926.0,381.0,268.0,93.0,21.447614723986245,0.2894168466522678,0.2440944881889764,-15.659889528734272,,,
596146,8,3157.0,966.0,997.0,257.0,34.15250943137848,0.31580614507443777,0.2660455486542443,-15.756690360937894,,,
666969,5,2405.0,690.0,506.0,122.0,55.76760342669486,0.2103950103950104,0.17681159420289855,-15.962078249412851,Adolis García,PHI,OF
456665,4,886.0,340.0,304.0,98.0,50.69874671233644,0.3431151241534989,0.28823529411764703,-15.99458204334366,,,
150029,3,845.0,428.0,214.0,91.0,105.58206908138446,0.2532544378698225,0.21261682242990654,-16.046161236789242,,,
622534,7,2201.0,792.0,567.0,171.0,53.65786018610081,0.2576101771921854,0.2159090909090909,-16.187670354337023,,,
676475,3,1134.0,354.0,387.0,101.0,23.70639312750678,0.3412698412698413,0.2853107344632768,-16.397319668900284,Alec Burleson,STL,1B
543510,10,2409.0,911.0,410.0,129.0,61.077872830365656,0.170195101701951,0.141602634467618,-16.799817943294688,James McCann,AZ,C
553869,5,1299.0,511.0,312.0,102.0,31.672879916540186,0.24018475750577367,0.19960861056751467,-16.89372271564053,,,
623912,4,1185.0,491.0,340.0,117.0,44.36645968755968,0.2869198312236287,0.23828920570264767,-16.94920330657721,,,
664056,6,1723.0,787.0,386.0,146.0,42.305073497959796,0.2240278583865351,0.1855146124523507,-17.19127532243516,Harrison Bader,SF,OF
641355,8,3328.0,1193.0,1150.0,341.0,37.550415131290386,0.34555288461538464,0.28583403185247275,-17.282116695214846,Cody Bellinger,NYY,OF
543333,6,2958.0,956.0,903.0,241.0,46.42406252480245,0.3052738336713996,0.252092050209205,-17.421009466353446,,,
656775,5,2073.0,726.0,599.0,173.0,55.7764689432983,0.28895320791123974,0.23829201101928374,-17.532664633893955,Cedric Mullins,TB,OF
400284,3,986.0,355.0,273.0,81.0,8.911086787494659,0.2768762677484787,0.22816901408450704,-17.5917040705773,,,
457803,4,1646.0,568.0,504.0,143.0,50.52076298649556,0.30619684082624543,0.2517605633802817,-17.778196959534988,,,
518614,4,955.0,364.0,249.0,78.0,44.22887921298493,0.2607329842931937,0.21428571428571427,-17.814113597246124,,,
663898,4,1181.0,546.0,316.0,120.0,690.2401006692319,0.26756985605419137,0.21978021978021978,-17.860620392265965,,,
519317,7,2560.0,1023.0,759.0,249.0,49.8318976692001,0.296484375,0.2434017595307918,-17.904017865767198,Giancarlo Stanton,NYY,DH
596059,7,2765.0,935.0,664.0,184.0,71.13809387505978,0.24014466546112115,0.19679144385026737,-18.052960505122094,,,
666139,3,895.0,428.0,187.0,73.0,64.83850379972183,0.20893854748603352,0.1705607476635514,-18.367984407016845,Josh Lowe,LAA,OF
630105,4,1900.0,588.0,582.0,147.0,11.001346127441199,0.3063157894736842,0.25,-18.38487972508591,Jake Cronenworth,SD,2B
643396,7,2388.0,753.0,572.0,147.0,50.054113987569565,0.23953098827470687,0.1952191235059761,-18.499428857994598,,,
642708,7,2648.0,917.0,645.0,182.0,61.80405834019988,0.24358006042296074,0.1984732824427481,-18.518255518077996,Amed Rosario,NYY,3B
641531,4,1459.0,558.0,321.0,100.0,119.0178412359898,0.22001370801919123,0.17921146953405018,-18.545316495271276,,,
641343,4,928.0,339.0,148.0,44.0,145.14521387698233,0.15948275862068967,0.12979351032448377,-18.615961093837207,Jake Bauers,MIL,1B
657077,4,1899.0,571.0,590.0,144.0,2.9928726721286885,0.31068983675618744,0.2521891418563923,-18.829291460120505,,,
673962,3,894.0,320.0,179.0,52.0,61.817088706521,0.20022371364653244,0.1625,-18.840782122905026,Josh Jung,TEX,3B
686217,3,925.0,416.0,272.0,99.0,19.98931392586501,0.29405405405405405,0.23798076923076922,-19.069039875565615,Sal Frelick,MIL,OF
519390,5,1321.0,496.0,386.0,117.0,25.067169044850857,0.2922028766086298,0.23588709677419356,-19.27283553401303,,,
664728,4,1073.0,353.0,211.0,56.0,49.76554465248428,0.1966449207828518,0.15864022662889518,-19.32655773800733,Kyle Isbel,KC,OF
668227,5,2433.0,827.0,613.0,168.0,31.997796994138962,0.25195232223592273,0.20314389359129384,-19.37208921572302,Randy Arozarena,SEA,OF
665926,5,1695.0,690.0,439.0,144.0,32.020339237982824,0.25899705014749264,0.20869565217391303,-19.421610379320597,Andrés Giménez,TOR,SS
443558,7,3175.0,994.0,1138.0,287.0,29.450030756794167,0.3584251968503937,0.2887323943661972,-19.444169410133913,,,
670623,3,1166.0,427.0,417.0,123.0,21.26001719975181,0.35763293310463123,0.28805620608899296,-19.454787458089744,Isaac Paredes,HOU,3B
444482,7,2536.0,881.0,798.0,223.0,23.6852047997114,0.3146687697160883,0.25312145289443816,-19.559397927281303,,,
807799,3,816.0,390.0,294.0,113.0,36.91710912462194,0.3602941176470588,0.28974358974358977,-19.58137100994243,Masataka Yoshida,BOS,OF
683734,5,2017.0,688.0,547.0,150.0,38.52908807462796,0.27119484382746656,0.2180232558139535,-19.606415543556828,,,
663586,3,1557.0,513.0,525.0,139.0,16.977180401564173,0.3371868978805395,0.2709551656920078,-19.642439431913125,Austin Riley,ATL,3B
546318,5,2169.0,675.0,592.0,148.0,19.471437423501815,0.2729368372521899,0.21925925925925926,-19.666666666666657,,,
663624,5,1895.0,634.0,437.0,117.0,34.264909807052696,0.23060686015831133,0.18454258675078863,-19.975239841477237,,,
642336,3,618.0,202.0,153.0,40.0,31.0288034024539,0.24757281553398058,0.19801980198019803,-20.01553096486119,,,
594807,5,1636.0,656.0,426.0,136.0,52.82838711044843,0.2603911980440098,0.2073170731707317,-20.38245734570022,,,
461235,3,1036.0,355.0,209.0,57.0,94.50350062061005,0.20173745173745175,0.16056338028169015,-20.409731113956468,,,
570482,6,1670.0,705.0,463.0,154.0,51.03783337328249,0.2772455089820359,0.21843971631205675,-21.210728673621,,,
519058,6,2316.0,706.0,829.0,199.0,56.53187147934197,0.3579447322970639,0.2818696883852691,-21.25329332927826,,,
400085,3,734.0,284.0,194.0,59.0,57.876676819279574,0.26430517711171664,0.20774647887323944,-21.39901263249601,,,
572228,3,981.0,338.0,211.0,57.0,70.78942349454921,0.21508664627930682,0.16863905325443787,-21.594828794974617,,,
452234,3,987.0,275.0,293.0,64.0,44.78885609093242,0.2968591691995947,0.23272727272727273,-21.60347502327024,,,
673490,3,962.0,437.0,267.0,95.0,37.70271975380936,0.27754677754677753,0.21739130434782608,-21.673994463442433,,,
670242,3,527.0,380.0,144.0,81.0,11.952326793773326,0.2732447817836812,0.2131578947368421,-21.990131578947373,Matt Wallner,MIN,OF
475253,4,1585.0,474.0,515.0,120.0,51.302112938148,0.3249211356466877,0.25316455696202533,-22.084306255376664,,,
457763,5,2001.0,702.0,798.0,218.0,11.686854364702294,0.3988005997001499,0.31054131054131057,-22.13118265749844,,,
