name,pos,source,team,own,inj,pa26,xw26,xc26,d_xw,d_xc,shrunk_gap,pow_axes,proc_axes,career_best,distinguish,score,tier,sub_tag,peak_xc,mlb_yrs
Jake Rogers,C,FA,,0.1,False,142,0.286,0.327,0.009,0.006,0.004,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.44,6
Victor Bericoto,1B,FA,,0.1,False,85,0.286,0.394,,,,,,,,,ROOKIE_DEBUT,,0.394,1
Yoan Moncada,3B,FA,,0.1,False,130,0.269,0.331,-0.059,-0.052,-0.028,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.472,11
Jimmy Crooks,C,FA,,0.1,False,140,0.28,0.369,0.057,0.028,0.028,3.0,1.0,True,False,3.0,NARROW,,0.369,2
Max Kepler,LF,FA,,0.1,False,124,0.278,0.315,-0.057,-0.056,-0.026,0.0,0.0,False,False,0.0,DECLINE,,0.427,12
David Fry,DH,FA,,0.1,False,168,0.26,0.286,0.058,0.012,0.03,1.0,3.0,False,False,2.0,MIXED,,0.371,4
Brandon Lockridge,LF,FA,,0.1,False,112,0.26,0.31,-0.011,-0.014,-0.005,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.324,3
Nick Yorke,2B,FA,,0.1,False,100,0.304,0.344,0.046,0.038,0.018,3.0,1.0,False,False,1.0,HOT_STREAK,,0.506,3
Kahlil Watson,CF,FA,,0.1,False,91,0.253,0.362,,,,,,,,,ROOKIE_DEBUT,,0.362,1
Jose Trevino,C,FA,,0.1,False,108,0.218,0.259,-0.065,-0.038,-0.027,0.0,0.0,False,False,0.0,DECLINE,,0.339,9
Pavin Smith,DH,FA,,0.1,False,89,0.255,0.258,-0.067,-0.155,-0.025,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.413,7
Mitch Garver,C,FA,,0.1,False,149,0.301,0.373,0.001,0.013,0.001,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.466,10
Adrian Del Castillo,DH,FA,,0.1,False,192,0.265,0.334,-0.004,-0.052,-0.003,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.406,3
Rafael Marchan,C,FA,,0.1,False,92,0.207,0.219,-0.056,-0.038,-0.021,0.0,1.0,False,False,0.0,DECLINE,,0.625,5
Tyler Callihan,2B,FA,,0.1,False,107,0.254,0.339,0.059,0.106,0.025,2.0,0.0,True,False,3.0,NARROW,[POWER-ONLY],0.339,2
Jose Siri,CF,FA,,0.1,False,164,0.32,0.425,0.114,0.117,0.059,3.0,2.0,False,True,4.0,SUSTAINABLE,,0.451,6
MJ Melendez,LF,FA,,0.1,False,145,0.281,0.346,0.074,0.077,0.036,3.0,2.0,False,True,4.0,SUSTAINABLE,,0.413,5
Andrew McCutchen,DH,FA,,0.1,False,83,0.24,0.262,-0.099,-0.117,-0.035,0.0,0.0,False,True,1.0,DECLINE,,0.45,12
Jake Fraley,RF,FA,,0.1,False,90,0.276,0.338,-0.042,-0.02,-0.016,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.387,8
Adam Frazier,2B,FA,,0.1,False,116,0.26,0.305,-0.022,-0.001,-0.009,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.341,11
Jahmai Jones,RF,FA,,0.1,False,132,0.318,0.424,-0.085,-0.046,-0.04,0.0,0.0,False,True,1.0,DECLINE,,0.47,6
Jorbit Vivas,2B,FA,,0.1,False,280,0.296,0.279,-0.023,-0.048,-0.015,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.279,2
Thomas Saggese,2B,FA,,0.1,False,82,0.274,0.365,-0.007,0.002,-0.002,1.0,0.0,True,False,1.0,HOT_STREAK,,0.363,3
Max Schuemann,2B,FA,,0.1,False,89,0.311,0.324,0.01,0.027,0.004,3.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.352,3
Darell Hernaiz,SS,FA,,0.1,False,144,0.271,0.268,-0.036,-0.042,-0.018,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.309,3
LaMonte Wade Jr.,1B,FA,,0.1,False,107,0.29,0.294,0.002,-0.015,0.001,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.414,8
Will Benson,RF,FA,,0.1,False,114,0.307,0.39,-0.046,-0.054,-0.02,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.445,5
Rob Refsnyder,RF,FA,,0.1,False,129,0.259,0.316,-0.082,-0.096,-0.038,0.0,0.0,False,True,1.0,DECLINE,,0.4,11
Jose Tena,3B,FA,,0.1,False,254,0.305,0.394,0.003,0.048,0.002,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.394,4
Nelson Velazquez,RF,FA,,0.1,False,88,0.355,0.474,,,,,,,,,ROOKIE_DEBUT,,0.492,4
J.C. Escarra,C,FA,,0.1,False,92,0.258,0.287,-0.043,-0.006,-0.017,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.293,2
Everson Pereira,CF,FA,,0.1,False,111,0.299,0.403,0.056,0.065,0.024,1.0,2.0,True,False,3.0,NARROW,,0.403,3
James Outman,CF,FA,,0.1,False,174,0.225,0.338,-0.041,-0.078,-0.022,0.0,1.0,False,False,0.0,DECLINE,,0.418,5
Petey Halpin,CF,FA,,0.1,False,148,0.287,0.331,0.006,0.119,0.003,3.0,1.0,True,False,2.0,MIXED,,0.331,2
Leo Rivas,2B,FA,,0.1,False,135,0.255,0.261,-0.034,-0.003,-0.016,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.365,3
Gabriel Rincones Jr.,RF,FA,,0.1,False,89,0.205,0.279,,,,,,,,,ROOKIE_DEBUT,,0.279,1
Alika Williams,3B,FA,,0.1,False,154,0.244,0.29,,,,,,,,,ROOKIE_DEBUT,,0.312,3
Nick Allen,SS,FA,,0.1,False,135,0.248,0.269,-0.009,-0.019,-0.004,2.0,1.0,False,False,1.0,HOT_STREAK,,0.288,5
Alejandro Osuna,LF,FA,,0.1,False,222,0.318,0.296,-0.023,-0.073,-0.014,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.369,2
Colby Thomas,RF,FA,,0.1,False,121,0.254,0.344,-0.028,-0.078,-0.013,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.422,2
Jhonny Pereda,C,FA,,0.1,False,80,0.337,0.378,0.08,0.086,0.028,1.0,2.0,True,False,3.0,NARROW,,0.378,3
Braden Shewmake,SS,FA,,0.1,False,91,0.307,0.35,,,,,,,,,ROOKIE_DEBUT,,0.35,3
Christian Koss,2B,FA,,0.1,False,102,0.236,0.292,-0.078,-0.09,-0.031,0.0,1.0,False,True,1.0,DECLINE,,0.382,2
Drew Millas,C,FA,,0.1,False,152,0.278,0.291,-0.038,-0.028,-0.019,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.363,4
Graham Pauley,3B,FA,,0.1,False,115,0.227,0.261,-0.078,-0.058,-0.034,0.0,1.0,False,True,1.0,DECLINE,,0.402,3
Austin Wynns,C,FA,,0.1,False,89,0.245,0.3,-0.059,-0.099,-0.022,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.399,8
Jorge Barrosa,CF,FA,,0.1,False,158,0.255,0.261,0.062,0.017,0.032,1.0,2.0,False,True,3.0,NARROW,,0.394,3
Leo Jimenez,2B,FA,,0.1,False,176,0.311,0.331,0.064,0.043,0.035,2.0,1.0,False,True,3.0,NARROW,,0.373,3
Jarred Kelenic,RF,FA,,0.1,False,83,0.33,0.486,0.058,0.102,0.02,3.0,1.0,True,False,3.0,NARROW,,0.458,6
Drew Cavanaugh,C,FA,,0.1,False,99,0.324,0.352,,,,,,,,,ROOKIE_DEBUT,,0.352,1
Eric Haase,C,FA,,0.0,False,85,0.278,0.371,-0.006,-0.053,-0.002,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.439,9
Blake Perkins,CF,FA,,0.0,False,102,0.266,0.279,-0.014,-0.061,-0.006,1.0,2.0,False,False,1.0,HOT_STREAK,,0.323,4
Jase Bowen,CF,FA,,0.0,False,81,0.263,0.396,,,,,,,,,ROOKIE_DEBUT,,0.396,1
Josh Rojas,3B,FA,,0.0,False,80,0.209,0.226,-0.055,-0.069,-0.019,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.345,8
Weston Wilson,LF,FA,,0.0,False,122,0.268,0.314,-0.065,-0.101,-0.029,0.0,0.0,False,False,0.0,DECLINE,,0.494,4
Zach Dezenzo,LF,FA,,0.0,False,82,0.254,0.364,-0.064,-0.077,-0.022,0.0,0.0,False,False,0.0,DECLINE,,0.443,3
Rodolfo Duran,C,FA,,0.0,False,91,0.262,0.292,,,,,,,,,ROOKIE_DEBUT,,0.292,1
