name,pos,source,team,own,inj,pa26,xw26,xc26,d_xw,d_xc,shrunk_gap,pow_axes,proc_axes,career_best,distinguish,score,tier,sub_tag,peak_xc,mlb_yrs
Trevor Larnach,DH,FA,,4.3,False,386,0.33,0.351,0.012,-0.01,0.009,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.408,6
Tim Tawa,CF,FA,,4.3,False,234,0.321,0.377,0.029,0.014,0.018,2.0,2.0,True,False,3.0,NARROW,,0.377,2
Troy Johnston,RF,FA,,4.3,False,379,0.333,0.353,-0.005,-0.049,-0.003,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.353,2
Adolis Garcia,RF,FA,,4.3,False,259,0.293,0.39,-0.011,0.011,-0.007,3.0,1.0,False,False,1.0,HOT_STREAK,,0.47,8
Jorge Soler,RF,FA,,4.1,False,362,0.295,0.386,-0.001,0.013,-0.001,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.508,12
Henry Bolte,RF,FA,,4.0,False,328,0.309,0.368,,,,,,,,,ROOKIE_DEBUT,,0.368,1
Colt Emerson,SS,FA,,4.0,False,242,0.249,0.34,,,,,,,,,ROOKIE_DEBUT,,0.34,1
Ramon Laureano,LF,FA,,4.0,False,206,0.318,0.405,-0.048,-0.047,-0.028,0.0,0.0,False,False,0.0,DECLINE,,0.452,9
Justin Crawford,CF,FA,,3.8,False,379,0.285,0.314,,,,,,,,,ROOKIE_DEBUT,,0.314,1
Andrew Vaughn,1B,FA,,3.7,False,273,0.344,0.349,-0.006,-0.049,-0.004,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.398,6
Luke Raley,RF,FA,,3.6,False,287,0.344,0.484,0.027,0.11,0.018,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.484,6
Joey Ortiz,SS,FA,,3.6,False,323,0.297,0.323,0.017,0.029,0.011,3.0,1.0,False,False,1.0,HOT_STREAK,,0.329,4
Marcell Ozuna,DH,FA,,3.5,False,281,0.305,0.382,-0.052,-0.026,-0.034,0.0,0.0,False,True,1.0,DECLINE,,0.533,12
Andrew Benintendi,LF,FA,,3.5,False,387,0.325,0.374,0.002,0.022,0.002,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.398,11
Blaze Alexander,3B,FA,,3.4,False,246,0.369,0.438,0.06,0.04,0.037,2.0,2.0,True,True,5.0,SUSTAINABLE,,0.398,3
Luis Rengifo,3B,FA,,3.3,False,337,0.31,0.307,0.007,-0.038,0.005,1.0,2.0,False,False,1.0,HOT_STREAK,,0.351,8
Jake Cronenworth,2B,FA,,3.2,False,303,0.287,0.313,-0.038,-0.015,-0.025,0.0,0.0,False,False,0.0,DECLINE,,0.37,7
Zach McKinstry,3B,FA,,3.1,False,357,0.294,0.291,-0.012,-0.053,-0.009,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.359,7
Carlos Cortes,RF,FA,,3.0,False,299,0.323,0.333,0.009,-0.049,0.006,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.333,2
Kyle Karros,3B,FA,,3.0,False,405,0.338,0.369,0.08,0.079,0.059,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.369,2
Ezequiel Tovar,SS,FA,,2.9,False,426,0.274,0.333,-0.051,-0.074,-0.037,0.0,1.0,False,True,1.0,DECLINE,,0.407,5
Heriberto Hernandez,LF,FA,,2.8,False,359,0.344,0.439,0.009,0.03,0.006,2.0,1.0,True,False,2.0,MIXED,,0.439,2
Javier Baez,SS,FA,,2.8,False,148,0.269,0.309,-0.003,-0.033,-0.001,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.454,12
Joc Pederson,DH,FA,,2.7,False,388,0.35,0.406,0.033,0.063,0.024,2.0,0.0,False,False,2.0,MIXED,[POWER-ONLY],0.444,12
Christian Encarnacion-Strand,1B,FA,,2.7,False,101,0.347,0.451,0.072,0.11,0.029,1.0,0.0,False,False,1.0,HOT_STREAK,,0.458,4
Brett Baty,3B,FA,,2.6,False,397,0.305,0.379,-0.03,-0.037,-0.022,0.0,0.0,False,False,0.0,DECLINE,,0.416,5
Cooper Pratt,SS,FA,,2.6,False,170,0.312,0.342,,,,,,,,,ROOKIE_DEBUT,,0.342,1
Jonah Heim,C,FA,,2.5,False,302,0.302,0.325,0.023,0.014,0.015,2.0,2.0,False,False,2.0,MIXED,,0.371,7
Lars Nootbaar,LF,FA,,2.5,False,233,0.345,0.37,0.024,0.02,0.015,1.0,2.0,False,False,1.0,HOT_STREAK,,0.4,6
Jasson Dominguez,LF,FA,,2.4,False,214,0.29,0.345,-0.018,-0.03,-0.01,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.375,4
Joey Wiemer,RF,FA,,2.4,False,85,0.315,0.417,0.003,-0.059,0.001,1.0,3.0,True,False,2.0,MIXED,,0.356,4
Owen Caissie,RF,FA,,2.4,False,297,0.301,0.45,0.067,0.075,0.044,3.0,3.0,True,True,5.0,SUSTAINABLE,,0.45,2
Cedric Mullins,CF,FA,,2.4,False,427,0.271,0.271,-0.014,-0.05,-0.011,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.384,9
Vaughn Grissom,2B,FA,,2.3,False,337,0.31,0.342,,,,,,,,,ROOKIE_DEBUT,,0.342,4
Anthony Volpe,SS,FA,,2.3,False,194,0.29,0.322,-0.012,-0.045,-0.007,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.386,4
Kyle Manzardo,DH,FA,,2.2,False,356,0.306,0.397,-0.019,0.006,-0.013,0.0,0.0,True,False,1.0,HOT_STREAK,,0.397,3
Tristan Peters,CF,FA,,2.2,False,383,0.31,0.339,0.163,-0.016,0.117,1.0,3.0,True,True,4.0,SUSTAINABLE,,0.339,2
Jacob Young,CF,FA,,2.2,False,390,0.321,0.345,0.015,0.02,0.011,2.0,1.0,True,False,2.0,MIXED,,0.345,4
Gary Sanchez,C,FA,,2.1,False,229,0.352,0.363,0.037,-0.03,0.022,0.0,2.0,False,False,2.0,MIXED,[DISCIPLINE-ONLY],0.489,12
Nick Fortes,C,FA,,2.1,False,277,0.289,0.295,0.017,0.004,0.011,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.295,6
Luis Lara,CF,FA,,2.0,False,120,0.322,0.351,,,,,,,,,ROOKIE_DEBUT,,0.351,1
Dominic Smith,1B,FA,,2.0,False,286,0.301,0.32,-0.005,-0.023,-0.003,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.389,10
Evan Carter,CF,FA,,2.0,False,371,0.289,0.304,-0.021,-0.022,-0.015,1.0,0.0,True,False,1.0,HOT_STREAK,,0.304,4
Mark Vientos,3B,FA,,1.9,False,254,0.31,0.383,-0.011,-0.013,-0.007,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.449,5
Ryan Waldschmidt,LF,FA,,1.9,False,230,0.319,0.386,,,,,,,,,ROOKIE_DEBUT,,0.386,1
Nathaniel Lowe,1B,FA,,1.9,False,332,0.343,0.414,0.038,0.047,0.026,2.0,2.0,False,False,3.0,NARROW,,0.422,8
Moises Ballesteros,DH,FA,,1.9,False,245,0.306,0.346,-0.036,-0.014,-0.022,1.0,0.0,False,False,0.0,DECLINE,,0.36,2
Michael Massey,2B,FA,,1.8,False,363,0.298,0.337,0.032,0.04,0.023,3.0,0.0,False,False,2.0,MIXED,[POWER-ONLY],0.381,5
Coby Mayo,1B,FA,,1.7,False,337,0.31,0.427,0.021,0.073,0.015,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.427,3
Victor Caratini,C,FA,,1.7,False,336,0.321,0.346,-0.008,-0.011,-0.005,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.393,10
Joe Mack,C,FA,,1.7,False,255,0.304,0.372,,,,,,,,,ROOKIE_DEBUT,,0.372,1
Matt Shaw,3B,FA,,1.7,False,147,0.302,0.321,-0.006,-0.025,-0.003,1.0,2.0,False,False,1.0,HOT_STREAK,,0.346,2
Esteury Ruiz,LF,FA,,1.6,False,184,0.305,0.362,0.056,0.028,0.031,3.0,3.0,True,False,4.0,SUSTAINABLE,,0.31,5
Colton Cowser,CF,FA,,1.6,False,308,0.317,0.404,0.02,-0.014,0.013,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.445,4
Marcelo Mayer,3B,FA,,1.6,False,228,0.262,0.28,-0.005,-0.075,-0.003,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.354,2
Jesus Sanchez,RF,FA,,1.5,False,277,0.331,0.398,0.007,0.018,0.004,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.454,7
Blaze Jordan,1B,FA,,1.4,False,189,0.309,0.345,,,,,,,,,ROOKIE_DEBUT,,0.345,1
Logan O'Hoppe,C,FA,,1.4,False,256,0.267,0.314,-0.035,-0.098,-0.022,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.446,5
Nolan Gorman,3B,FA,,1.4,False,230,0.282,0.362,-0.017,-0.036,-0.01,2.0,1.0,False,False,1.0,HOT_STREAK,,0.484,5
Rhys Hoskins,1B,FA,,1.3,False,319,0.297,0.353,-0.02,-0.027,-0.014,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.462,9
Hao-Yu Lee,3B,FA,,1.3,False,233,0.301,0.362,,,,,,,,,ROOKIE_DEBUT,,0.362,1
Daniel Schneemann,2B,FA,,1.2,False,276,0.285,0.362,-0.014,-0.007,-0.009,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.369,3
Mike Yastrzemski,RF,FA,,1.2,False,327,0.312,0.358,-0.022,0.001,-0.015,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.434,8
Josh Smith,SS,FA,,1.2,False,188,0.281,0.301,-0.034,-0.029,-0.019,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.341,5
Kyle Isbel,CF,FA,,1.2,False,235,0.28,0.311,0.015,0.035,0.009,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.335,6
Pedro Ramirez,3B,FA,,1.2,False,161,0.297,0.326,,,,,,,,,ROOKIE_DEBUT,,0.326,1
Samad Taylor,2B,FA,,1.2,False,102,0.335,0.415,0.126,0.205,0.051,3.0,1.0,True,True,4.0,SUSTAINABLE,,0.415,4
David Hamilton,2B,FA,,1.1,False,312,0.279,0.298,0.016,-0.009,0.011,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.348,4
Harrison Bader,CF,FA,,1.1,False,111,0.271,0.375,-0.028,0.013,-0.012,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.386,10
Jared Young,DH,FA,,1.1,False,262,0.319,0.354,0.023,-0.068,0.015,2.0,3.0,True,False,3.0,NARROW,,0.354,4
Dylan Beavers,LF,FA,,1.1,False,244,0.308,0.374,-0.039,-0.015,-0.024,1.0,0.0,False,False,0.0,DECLINE,,0.389,2
Brandon Valenzuela,C,FA,,1.1,False,236,0.311,0.379,,,,,,,,,ROOKIE_DEBUT,,0.379,1
Miguel Andujar,3B,FA,,1.1,False,254,0.305,0.329,0.003,0.002,0.002,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.36,10
Jose Fernandez,SS,FA,,1.1,False,198,0.288,0.336,,,,,,,,,ROOKIE_DEBUT,,0.336,1
Mickey Gasper,C,FA,,1.0,False,138,0.318,0.333,0.081,0.114,0.039,3.0,2.0,False,True,4.0,SUSTAINABLE,,0.39,3
Lane Thomas,CF,FA,,1.0,False,353,0.314,0.363,0.07,0.072,0.049,3.0,3.0,False,True,4.0,SUSTAINABLE,,0.402,8
Luis Torrens,C,FA,,1.0,False,232,0.307,0.334,-0.032,-0.06,-0.019,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.402,9
Ryan McMahon,3B,FA,,0.9,False,306,0.305,0.402,-0.018,-0.025,-0.012,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.449,10
Carlos Narvaez,C,FA,,0.9,False,242,0.272,0.351,-0.025,-0.0,-0.015,0.0,0.0,True,False,1.0,HOT_STREAK,,0.351,3
Luis Campusano,DH,FA,,0.9,False,159,0.349,0.38,0.14,0.234,0.072,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.318,7
Endy Rodriguez,1B,FA,,0.9,False,159,0.341,0.397,0.09,0.113,0.047,3.0,0.0,True,True,4.0,SUSTAINABLE,[POWER-ONLY],0.397,3
Tommy White,3B,FA,,0.9,False,121,0.29,0.333,,,,,,,,,ROOKIE_DEBUT,,0.333,1
Nathan Church,CF,FA,,0.9,False,360,0.286,0.323,0.033,0.033,0.023,2.0,2.0,True,False,4.0,SUSTAINABLE,,0.323,2
Oswald Peraza,3B,FA,,0.9,False,325,0.275,0.345,0.024,0.028,0.017,1.0,1.0,True,False,1.0,HOT_STREAK,,0.345,5
Hyeseong Kim,2B,FA,,0.9,False,131,0.307,0.358,0.051,0.021,0.024,2.0,3.0,True,False,4.0,SUSTAINABLE,,0.358,2
Masataka Yoshida,DH,FA,,0.9,False,297,0.319,0.314,0.002,-0.015,0.001,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.349,4
Richie Palacios,LF,FA,,0.9,False,318,0.311,0.32,-0.05,-0.086,-0.034,0.0,2.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.346,5
Patrick Bailey,C,FA,,0.9,False,278,0.299,0.365,0.032,0.026,0.021,3.0,2.0,False,False,3.0,NARROW,,0.408,4
Miguel Rojas,2B,FA,,0.8,False,197,0.331,0.328,0.032,0.016,0.018,2.0,2.0,True,False,3.0,NARROW,,0.314,12
Brady House,3B,FA,,0.8,False,260,0.329,0.43,0.045,0.045,0.028,1.0,1.0,True,False,2.0,MIXED,,0.43,2
Tyler Tolbert,CF,FA,,0.8,False,118,0.324,0.33,0.009,-0.028,0.004,1.0,2.0,False,False,1.0,HOT_STREAK,,0.358,2
Nathan Lukes,RF,FA,,0.8,False,343,0.291,0.304,-0.038,-0.025,-0.027,0.0,0.0,False,False,0.0,DECLINE,,0.328,4
Tyler O'Neill,RF,FA,,0.8,False,260,0.307,0.374,-0.056,-0.064,-0.035,1.0,0.0,False,True,1.0,DECLINE,,0.541,9
Bo Naylor,C,FA,,0.7,False,90,0.29,0.347,-0.005,0.016,-0.002,2.0,2.0,True,False,3.0,NARROW,,0.345,5
Leody Taveras,CF,FA,,0.7,False,398,0.288,0.325,0.052,0.017,0.038,2.0,2.0,False,True,4.0,SUSTAINABLE,,0.38,7
Jacob Gonzalez,2B,FA,,0.7,False,179,0.311,0.349,,,,,,,,,ROOKIE_DEBUT,,0.349,1
Connor Norby,3B,FA,,0.7,False,265,0.287,0.342,-0.02,-0.048,-0.013,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.39,3
Nick Loftin,LF,FA,,0.7,False,329,0.303,0.297,0.003,-0.005,0.002,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.297,4
Brett Sullivan,C,FA,,0.7,False,188,0.296,0.313,-0.076,-0.174,-0.042,0.0,2.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.487,4
Christian Vazquez,C,FA,,0.7,False,237,0.249,0.264,-0.022,-0.007,-0.014,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.362,11
Luisangel Acuna,2B,FA,,0.7,False,205,0.263,0.303,-0.01,0.006,-0.006,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.385,3
Miguel Amaya,C,FA,,0.6,False,212,0.291,0.319,-0.007,-0.034,-0.004,2.0,1.0,False,False,1.0,HOT_STREAK,,0.332,4
Josh Lowe,RF,FA,,0.6,False,262,0.294,0.38,-0.008,0.017,-0.005,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.43,6
Victor Scott II,CF,FA,,0.6,False,184,0.293,0.312,-0.001,-0.012,-0.001,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.324,3
Lourdes Gurriel Jr.,LF,FA,,0.6,False,189,0.277,0.307,-0.039,-0.031,-0.022,0.0,0.0,False,False,0.0,DECLINE,,0.428,9
Amed Rosario,3B,FA,,0.6,False,202,0.307,0.389,-0.024,0.012,-0.014,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.372,10
Austin Martin,LF,FA,,0.6,False,336,0.311,0.308,-0.037,-0.059,-0.026,0.0,1.0,False,False,0.0,DECLINE,,0.333,3
Isaac Collins,LF,FA,,0.6,False,428,0.303,0.322,-0.021,-0.023,-0.015,2.0,1.0,False,False,1.0,HOT_STREAK,,0.345,3
Wade Meckler,CF,FA,,0.6,False,229,0.31,0.344,,,,,,,,,ROOKIE_DEBUT,,0.372,2
Henry Davis,C,FA,,0.6,False,261,0.285,0.302,-0.017,-0.064,-0.011,1.0,3.0,False,False,1.0,HOT_STREAK,,0.366,4
Taylor Walls,SS,FA,,0.5,False,368,0.259,0.265,-0.011,-0.029,-0.008,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.309,6
Donovan Walton,2B,FA,,0.5,False,176,0.321,0.33,0.022,0.017,0.012,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.33,7
Jordan Beck,LF,FA,,0.5,False,126,0.256,0.307,-0.046,-0.088,-0.021,0.0,2.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.394,3
Andres Chaparro,1B,FA,,0.5,False,144,0.371,0.43,0.117,0.111,0.057,2.0,3.0,True,True,5.0,SUSTAINABLE,,0.43,3
Matt Wallner,RF,FA,,0.5,False,135,0.28,0.408,-0.045,0.007,-0.021,0.0,0.0,False,False,0.0,DECLINE,,0.522,5
Jorge Mateo,SS,FA,,0.5,False,150,0.316,0.426,0.109,0.134,0.055,3.0,2.0,True,True,5.0,SUSTAINABLE,,0.354,7
Alek Thomas,CF,FA,,0.5,False,104,0.289,0.358,-0.005,-0.01,-0.002,1.0,2.0,False,False,1.0,HOT_STREAK,,0.368,5
Jonny DeLuca,CF,FA,,0.5,False,264,0.28,0.33,0.012,0.003,0.008,1.0,2.0,True,False,2.0,MIXED,,0.33,4
Anthony Seigler,3B,FA,,0.5,False,158,0.313,0.33,0.004,-0.005,0.002,0.0,2.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.335,2
Lenyn Sosa,2B,FA,,0.5,False,117,0.251,0.309,-0.077,-0.102,-0.034,0.0,2.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.411,5
Randal Grichuk,RF,FA,,0.5,False,205,0.341,0.426,0.013,0.036,0.007,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.479,12
Nick Castellanos,RF,FA,,0.5,False,122,0.29,0.386,-0.012,0.021,-0.005,2.0,1.0,False,False,1.0,HOT_STREAK,,0.493,12
Tyrone Taylor,CF,FA,,0.5,False,190,0.317,0.353,0.015,0.0,0.008,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.387,8
Edmundo Sosa,2B,FA,,0.4,False,209,0.333,0.393,0.035,0.042,0.021,3.0,1.0,True,False,3.0,NARROW,,0.373,8
Freddy Fermin,C,FA,,0.4,False,224,0.277,0.29,-0.004,-0.017,-0.003,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.313,5
Edgar Quero,C,FA,,0.4,False,210,0.286,0.303,-0.005,-0.007,-0.003,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.31,2
Drew Gilbert,RF,FA,,0.4,False,313,0.324,0.339,0.058,0.049,0.039,1.0,1.0,True,True,3.0,NARROW,,0.339,2
Kyle Higashioka,C,FA,,0.4,False,186,0.295,0.341,0.0,-0.008,0.0,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.412,10
Michael Conforto,LF,FA,,0.4,False,231,0.316,0.393,-0.018,0.007,-0.011,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.467,11
Starling Marte,DH,FA,,0.4,False,168,0.288,0.345,-0.031,-0.017,-0.017,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.411,12
Jared Triolo,SS,FA,,0.4,False,298,0.292,0.314,-0.022,-0.029,-0.015,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.355,4
Isiah Kiner-Falefa,SS,FA,,0.4,False,133,0.314,0.322,0.049,0.03,0.023,1.0,1.0,False,False,1.0,HOT_STREAK,,0.328,9
Ke'Bryan Hayes,3B,FA,,0.4,False,204,0.303,0.348,0.016,0.029,0.009,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.382,7
Pedro Pages,C,FA,,0.3,False,189,0.275,0.338,0.008,0.006,0.004,1.0,1.0,True,False,1.0,HOT_STREAK,,0.332,3
Tyler Freeman,RF,FA,,0.3,False,288,0.314,0.311,-0.012,-0.013,-0.008,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.325,5
Daniel Susac,C,FA,,0.3,False,161,0.298,0.351,,,,,,,,,ROOKIE_DEBUT,,0.351,1
Jose Fermin,2B,FA,,0.3,False,281,0.309,0.304,-0.027,-0.03,-0.017,1.0,2.0,True,False,2.0,MIXED,,0.304,4
Sung-Mun Song,3B,FA,,0.3,False,134,0.271,0.25,,,,,,,,,ROOKIE_DEBUT,,0.25,1
Connor Wong,C,FA,,0.3,False,195,0.306,0.35,0.038,0.053,0.022,3.0,1.0,False,False,2.0,MIXED,,0.378,6
Ha-Seong Kim,SS,FA,,0.3,False,85,0.208,0.215,-0.09,-0.115,-0.032,0.0,0.0,False,True,1.0,DECLINE,,0.336,6
Alex Freeland,3B,FA,,0.3,False,224,0.282,0.346,0.019,0.006,0.011,1.0,2.0,True,False,2.0,MIXED,,0.346,2
Wenceel Perez,RF,FA,,0.3,False,175,0.272,0.286,-0.038,-0.076,-0.021,0.0,3.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.362,3
Danny Jansen,C,FA,,0.3,False,152,0.249,0.258,-0.051,-0.078,-0.026,0.0,0.0,False,False,0.0,DECLINE,,0.356,9
Jim Jarvis,SS,FA,,0.3,False,124,0.275,0.294,,,,,,,,,ROOKIE_DEBUT,,0.294,1
Tommy Troy,2B,FA,,0.3,False,135,0.315,0.368,,,,,,,,,ROOKIE_DEBUT,,0.368,1
Brice Matthews,2B,FA,,0.3,False,227,0.258,0.34,-0.043,-0.172,-0.026,0.0,3.0,False,False,1.0,DECLINE,[DISCIPLINE-ONLY],0.512,2
Ryan Vilade,RF,FA,,0.3,False,217,0.326,0.381,0.031,0.001,0.018,1.0,1.0,True,False,1.0,HOT_STREAK,,0.381,4
Edwin Arroyo,SS,FA,,0.3,False,142,0.309,0.37,,,,,,,,,ROOKIE_DEBUT,,0.37,1
Victor Robles,RF,FA,,0.3,False,141,0.284,0.296,0.048,0.019,0.023,1.0,3.0,False,False,2.0,MIXED,,0.36,10
Davis Schneider,LF,FA,,0.3,False,140,0.277,0.311,-0.047,-0.053,-0.023,1.0,1.0,False,False,0.0,DECLINE,,0.377,4
Jake Meyers,CF,FA,,0.3,False,153,0.256,0.284,-0.075,-0.075,-0.038,0.0,0.0,False,True,1.0,DECLINE,,0.359,6
Ben Williamson,3B,FA,,0.3,False,271,0.292,0.318,0.018,-0.0,0.012,0.0,3.0,True,False,2.0,MIXED,[DISCIPLINE-ONLY],0.318,2
James McCann,C,FA,,0.3,False,123,0.28,0.34,-0.034,-0.034,-0.015,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.427,12
Denzer Guzman,SS,FA,,0.3,False,204,0.273,0.33,0.061,-0.092,0.035,0.0,2.0,False,True,3.0,NARROW,[DISCIPLINE-ONLY],0.422,2
Dane Myers,CF,FA,,0.2,False,249,0.319,0.361,0.014,-0.003,0.009,0.0,1.0,True,False,1.0,HOT_STREAK,,0.364,4
Victor Mesa Jr.,LF,FA,,0.2,False,179,0.319,0.368,-0.018,0.043,-0.01,1.0,0.0,True,False,1.0,HOT_STREAK,,0.368,2
Edouard Julien,1B,FA,,0.2,False,276,0.338,0.396,0.008,-0.025,0.005,1.0,3.0,False,False,1.0,HOT_STREAK,,0.44,4
Gabriel Arias,SS,FA,,0.2,False,139,0.276,0.455,-0.012,0.049,-0.006,2.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.418,5
Austin Hedges,C,FA,,0.2,False,192,0.298,0.296,0.044,0.027,0.025,1.0,3.0,False,False,2.0,MIXED,,0.346,12
Nicky Lopez,3B,FA,,0.2,False,224,0.259,0.273,0.018,0.076,0.011,1.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.29,8
Joey Bart,C,FA,,0.2,False,128,0.293,0.346,-0.026,-0.034,-0.012,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.443,7
Taylor Trammell,CF,FA,,0.2,False,210,0.302,0.391,0.03,0.069,0.018,2.0,0.0,False,False,1.0,HOT_STREAK,[POWER-ONLY],0.461,6
Derek Hill,CF,FA,,0.2,False,184,0.303,0.418,-0.01,-0.01,-0.006,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.427,7
Ryan Kreidler,CF,FA,,0.2,False,217,0.287,0.334,0.024,-0.043,0.014,1.0,3.0,False,False,1.0,HOT_STREAK,,0.377,5
Matt Vierling,CF,FA,,0.2,False,292,0.304,0.337,-0.034,-0.069,-0.022,0.0,1.0,False,False,0.0,DECLINE,,0.375,6
Hunter Feduccia,C,FA,,0.2,False,195,0.322,0.386,0.046,0.083,0.026,3.0,2.0,True,False,4.0,SUSTAINABLE,,0.386,3
Bryan Torres,RF,FA,,0.2,False,132,0.295,0.327,,,,,,,,,ROOKIE_DEBUT,,0.327,1
Myles Straw,CF,FA,,0.2,False,255,0.296,0.303,-0.01,-0.023,-0.006,0.0,3.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.328,9
Blake Dunn,RF,FA,,0.2,False,155,0.286,0.32,-0.018,-0.03,-0.009,1.0,2.0,False,False,1.0,HOT_STREAK,,0.35,3
Eli White,RF,FA,,0.2,False,166,0.261,0.302,-0.056,-0.101,-0.029,0.0,1.0,False,False,0.0,DECLINE,,0.403,7
Tristan Gray,2B,FA,,0.2,False,189,0.269,0.358,-0.083,-0.067,-0.046,0.0,0.0,False,True,1.0,DECLINE,,0.655,4
Alex Call,RF,FA,,0.2,False,155,0.274,0.255,-0.051,-0.075,-0.026,0.0,1.0,False,False,0.0,DECLINE,,0.33,5
Drew Romo,C,FA,,0.2,False,181,0.257,0.279,0.257,,0.14,0.0,3.0,True,True,4.0,SUSTAINABLE,[DISCIPLINE-ONLY],0.279,3
Elias Diaz,C,FA,,0.2,False,169,0.265,0.328,-0.009,0.006,-0.005,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.37,12
Yohendrick Pinango,LF,FA,,0.2,False,180,0.308,0.381,,,,,,,,,ROOKIE_DEBUT,,0.381,1
Tyler Heineman,C,FA,,0.1,False,156,0.268,0.265,-0.011,-0.014,-0.005,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.355,7
Justin Foscue,2B,FA,,0.1,False,176,0.329,0.389,0.14,0.105,0.076,2.0,1.0,True,True,4.0,SUSTAINABLE,,0.389,3
Joey Loperfido,LF,FA,,0.1,False,120,0.305,0.346,-0.012,-0.054,-0.006,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.369,3
