player_name,bucket,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank,group
David Peterson,SP,,—,192.0,8.152242975713444,10.78878818687856,high,10.78878818687856,blended_xfp,drop,-3.417,0.0,,True,52.0,AVERAGE_4_5,AVG/AVG/AVG,STABLE,STUFF=50;MOVEMENT=58;CONTROL=44,-0.5,0.4,10.13,30.0,PEAK,87.46343090033345,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #192); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.307,0.347,-8.2,3.9,103.0,218.0,R,0.347,0.375,0.028,UNDERPERFORMING,0.307,0.372,UNDERPERFORMING,103.0,0.366,0.377,ALIGNED,212.0,0.334,0.36,-3.6,3.9,AWAY,DECAY,-0.079,-0.207,-0.287,L8 starts,8.0,2.9,6.7,0.0,62.0,-5.5,12.6,2.4,FLAT,12.6 -1.7 4.5 5.5 -4.9 10.5 -5.5 2.2,6.0,per_start,#3,#16,56.0,51.0,-5.0,PURE_MOVEMENT,STUFF=45;MOVEMENT=65;CONTROL=40,STUFF:-3;MOVEMENT:-5;CONTROL:-7,,,,,,• FB velo +0.5 mph (+0.7σ) — stable,41.0,BELOW_AVG,FA-SP,,53,SP
Trevor McDonald,SP,,—,170.0,8.61860507644507,11.161132969974693,low,11.161132969974693,blended_xfp,drop,-2.951,-1.6,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #170); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,STABLE,,,-1.315691844919769,,0.365,0.258,15.8,-18.3,110.0,95.0,L,0.353,0.353,0.0,ALIGNED,0.41,0.435,UNDERPERFORMING,106.0,0.286,0.256,OVERPERFORMING,91.0,0.379,0.333,7.6,-5.7,HOME,,,,,L8 starts,8.0,5.8,8.7,0.0,50.0,-4.1,18.0,2.5,DOWN,4.6 18.0 -3.9 13.9 6.5 13.5 -1.9 -4.1,6.0,per_start,#3,#9,60.0,54.0,-6.0,PURE_MOVEMENT,STUFF=48;MOVEMENT=67;CONTROL=44,STUFF:-5;MOVEMENT:+2;CONTROL:-25,100.7,13.03,15.0,26.0,MODERATE,,49.0,BELOW_AVG,FA-SP,,45,SP
Eric Lauer,SP,100.0,100,226.0,7.409770131153726,12.004391940778037,high,12.004391940778037,blended_xfp,drop,-4.16,5.422,0.2175957018132973,True,53.0,PURE_CONTROL,AVG/AVG/PLUS,STABLE,STUFF=53;MOVEMENT=48;CONTROL=60,0.96,0.8,11.34,30.0,PEAK,86.78045157456923,BALANCED,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 100); model rank changes by >20 (currently #226); archetype OVERALL changes by >10 (currently 53); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,DECLINE-RISK,,-0.4504315719286609,,,0.366,0.346,4.5,-1.0,46.0,205.0,L,0.359,0.356,-0.003,ALIGNED,0.366,0.437,UNDERPERFORMING,46.0,0.357,0.337,ALIGNED,202.0,0.371,0.344,3.6,-4.0,HOME,STEEP_DECAY,-0.175,-0.179,-0.354,L8 starts,8.0,7.5,6.7,0.0,38.0,-3.4,16.8,10.3,UP,-3.4 4.5 7.3 4.3 16.8 6.4 16.7 7.8,6.0,per_start,#3,#12,45.0,43.0,-2.0,FILLER,STUFF=35;MOVEMENT=52;CONTROL=50,STUFF:-10;MOVEMENT:-5;CONTROL:+30,87.2,8.01,-14.0,37.0,RISKY,• FB velo -0.9 mph (-1.1σ) — stable,30.0,BELOW_AVG_HARD,FA-SP,,69,SP
Steven Matz,RP,,UR,,,3.743631720798573,high,3.743631720798573,blended_xfp,—,,,,True,52.0,SOFT_GB_INNINGS_EATER,MINUS/PLUS/PLUS,CAREER_LOW,STUFF=37;CONTROL=72;BATTED_BALL=63,,0.0,3.12,34.0,POST_PEAK,89.27972440944882,BALANCED,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,4.0,1.4,5.4,25.0,50.0,-4.9,7.5,2.1,FLAT,-0.7 -4.9 3.6 7.5,,,,,,,,,,,,,,,,,,,FA-RP,,135,RP
Brad Lord,SP,,—,272.0,6.55,10.348276263311496,high,10.348276263311496,blended_xfp,il,-5.019,0.0,,True,47.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=42;MOVEMENT=54;CONTROL=51,,0.0,10.23,25.0,PRE_PEAK,91.63233082706768,POWER,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,0.371,0.207,29.3,-27.9,101.0,106.0,L,0.304,0.29,-0.014,ALIGNED,0.386,0.351,OVERPERFORMING,100.0,0.225,0.231,ALIGNED,103.0,0.33,0.285,8.5,-6.5,HOME,STEEP_DECAY,-0.553,-0.192,-0.745,L8 starts,,,,,,,,,,,6.0,per_start,#3,#14,54.0,60.0,6.0,MOVE_CTRL_ACE,STUFF=50;MOVEMENT=69;CONTROL=70,STUFF:+5;MOVEMENT:+6;CONTROL:+10,,,,,,• FB velo -0.2 mph (-0.3σ) — stable,54.0,AVG_PROCESS,FA-RP,,19,SP
Matthew Liberatore,SP,97.0,97,187.0,8.296667532551922,10.03998396584021,high,10.03998396584021,blended_xfp,drop,-3.273,0.375,0.2229684351914036,True,34.0,PIT_CHF,MINUS/MINUS/AVG,CAREER_LOW,STUFF=35;MOVEMENT=37;CONTROL=51,-0.29,0.0,7.99,27.0,PEAK,89.4133220910624,BALANCED,FADE — PL chasing outcomes,FADE,pl_outcome_chase,1.0,4.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #97 but model #187 and archetype OVERALL 34 (PIT_CHF) — process doesn't support PL rank.,,STABLE,,0.5542397903986682,-0.2955687063557803,-1.319962101273802,0.356,0.365,-1.8,0.6,77.0,246.0,R,0.368,0.382,0.014,ALIGNED,0.356,0.435,UNDERPERFORMING,77.0,0.372,0.365,ALIGNED,242.0,0.354,0.385,-3.8,4.6,AWAY,DECAY,-0.056,-0.267,-0.323,L8 starts,8.0,7.1,8.9,0.0,38.0,-9.5,17.8,0.0,DOWN,17.8 2.5 7.4 11.5 17.6 5.3 4.3 -9.5,6.0,per_start,#3,#15,43.0,52.0,9.0,AVERAGE_4_5,STUFF=52;MOVEMENT=54;CONTROL=47,STUFF:+21;MOVEMENT:-2;CONTROL:-6,99.2,11.36,24.0,28.0,MODERATE,• FB velo +0.6 mph (+0.7σ) — stable,45.0,BELOW_AVG,FA-SP,,50,SP
Javier Sanoja,H,,UR,,,1.6393852488004634,high,1.6393852488004634,blended_xfp,—,,,,True,44.0,NO_POWER_HACKER,AVG/MINUS/MINUS,TRENDING_DOWN,CONTACT=53;POWER=39;DISCIPLINE=26,-7.0,0.0,0.506,24.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 44); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.8,2.8,0.0,52.0,-2.0,8.0,1.3,FLAT,0.0 5.0 0.0 0.0 0.0 -1.0 0.0 5.0,6.0,weekly,04-25,06-13,50.0,49.0,-1.0,AVERAGE_HITTER,CONTACT=54;POWER=44;DISCIPLINE=42,CONTACT:-3;POWER:+3;DISCIPLINE:-4,,,,,,,,,FA-H,,124,OF
Andrew Benintendi,H,,UR,122.0,1.71,1.8003125328425842,high,1.8003125328425842,blended_xfp,hold,0.0158,0.0118,,True,48.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=44;POWER=57;DISCIPLINE=47,-3.0,0.1,0.44,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #122); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.256,0.306,-12.7,4.4,1012.0,2936.0,R,0.338,0.325,-0.013,ALIGNED,,,,,0.341,0.336,ALIGNED,199.0,0.321,0.352,-5.1,4.2,AWAY,,,,,L21 games,21.0,2.7,4.1,5.0,52.0,-4.0,12.0,0.0,DOWN,0.0 5.0 7.0 -1.0 9.0 0.0 0.0 0.0,6.0,weekly,04-25,06-20,52.0,54.0,2.0,AVERAGE_HITTER,CONTACT=52;POWER=58;DISCIPLINE=49,CONTACT:+2;POWER:+0;DISCIPLINE:+5,,,,,,• stable (phys +0.1σ) — bat speed +1.1mph,,,FA-H,,42,OF
Reynaldo López,SP,,UR,28.0,12.6,12.523042878541988,high,12.523042878541988,blended_xfp,il,1.031,0.0,,True,56.0,PURE_STUFF,PLUS/AVG/AVG,STABLE,STUFF=60;MOVEMENT=50;CONTROL=49,2.27,0.667,12.5,30.0,PEAK,89.89142448785137,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #28); archetype OVERALL changes by >10 (currently 56); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.36,0.305,7.3,-8.9,100.0,82.0,L,0.341,0.335,-0.006,ALIGNED,0.37,0.361,ALIGNED,99.0,0.305,0.303,ALIGNED,82.0,0.325,0.361,-4.7,5.7,AWAY,STEEP_DECAY,-0.112,-0.192,-0.304,L8 starts,5.0,8.3,11.6,0.0,20.0,-11.7,16.4,4.4,DOWN,15.8 12.5 16.4 8.5 -11.7,6.0,per_start,#3,#10,49.0,46.0,-3.0,MOVE_WILD,STUFF=40;MOVEMENT=61;CONTROL=32,STUFF:-3;MOVEMENT:+3;CONTROL:-17,,,,,,,39.0,BELOW_AVG_HARD,FA-SP,,1,SP
Justin Crawford,H,,UR,,,1.8547263151781084,low,1.8547263151781084,blended_xfp,—,,,,True,39.0,NO_POWER_HACKER,AVG/MINUS/MINUS,CAREER_LOW,CONTACT=46;POWER=36;DISCIPLINE=39,,0.0,0.445,22.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.0,2.4,0.0,76.0,-3.0,6.0,2.3,UP,-3.0 -1.0 1.0 6.0 -1.0 1.0 1.0 5.0,6.0,weekly,04-25,06-13,48.0,48.0,0.0,AVERAGE_HITTER,CONTACT=51;POWER=44;DISCIPLINE=44,CONTACT:-1;POWER:+1;DISCIPLINE:-3,,,,,,,,,FA-H,,124,OF
Garrett Mitchell,H,,—,195.0,1.49,1.3820423128577273,high,1.3820423128577273,blended_xfp,hold,-0.0494,-0.0023,,True,46.0,BALANCED_EYE,AVG/AVG/PLUS,CAREER_LOW,CONTACT=41;POWER=53;DISCIPLINE=60,-1.0,0.0,0.403,28.0,PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.334,0.338,0.004,ALIGNED,0.269,0.275,ALIGNED,59.0,0.356,0.358,ALIGNED,178.0,0.325,0.343,-2.6,2.6,AWAY,,,,,L21 games,21.0,1.8,3.7,5.0,62.0,-3.0,10.0,0.0,DOWN,8.0 -2.0 7.0 -2.0 -1.0 1.0 -2.0 1.0,6.0,weekly,04-25,06-20,56.0,54.0,-2.0,AVERAGE_HITTER,CONTACT=52;POWER=56;DISCIPLINE=58,CONTACT:-1;POWER:+0;DISCIPLINE:-11,,,,,,,,,FA-H,,87,OF
Chris Bassitt,SP,,—,136.0,9.15,10.3560867313004,high,10.3560867313004,blended_xfp,il,-2.419,0.0,,True,44.0,FILLER,MINUS/AVG/AVG,CAREER_LOW,STUFF=36;MOVEMENT=59;CONTROL=44,-2.5,0.0,7.37,37.0,POST_PEAK,84.33320825515948,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN Archetype flag: FILLER — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,DECLINE-RISK,LOW-VELO,-1.0254013016899677,0.8467863033172023,-1.5480121572884968,0.376,0.292,9.7,-14.7,158.0,105.0,L,0.345,0.376,0.031,UNDERPERFORMING,0.378,0.411,UNDERPERFORMING,157.0,0.295,0.323,UNDERPERFORMING,104.0,0.295,0.401,-14.3,16.3,AWAY,DECAY,-0.074,-0.17,-0.244,L8 starts,8.0,6.2,8.0,0.0,50.0,-3.1,19.0,5.1,DOWN,7.4 10.5 0.6 19.0 -2.8 4.5 13.8 -3.1,6.0,per_start,#3,#12,46.0,50.0,4.0,SINKER_ONLY,STUFF=37;MOVEMENT=66;CONTROL=53,STUFF:+2;MOVEMENT:-1;CONTROL:+22,95.6,10.01,26.0,38.0,RISKY,• FB velo +0.2 mph (+0.3σ) — stable,33.0,BELOW_AVG_HARD,FA-SP,,32,SP
Shane Drohan,SP,,UR,67.0,10.566656053506213,11.161132969974693,low,11.161132969974693,blended_xfp,hold,-1.003,3.1,0.5527199462726664,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #67); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.289,0.273,3.4,-2.4,81.0,117.0,L,0.279,0.301,0.022,UNDERPERFORMING,0.289,0.315,UNDERPERFORMING,81.0,0.273,0.291,ALIGNED,117.0,0.272,0.295,-2.6,5.8,AWAY,,,,,L8 starts,5.0,7.4,5.8,0.0,20.0,-2.2,12.9,10.3,UP,-2.2 8.2 12.9 7.5 10.5,6.0,per_start,#3,#11,48.0,61.0,13.0,MT_RUSHMORE,STUFF=61;MOVEMENT=62;CONTROL=61,STUFF:+24;MOVEMENT:-7;CONTROL:+23,,,,,,,56.0,AVG_PROCESS,FA-SP,,8,SP
Jesús Sánchez,H,,UR,,,1.897919747161858,high,1.897919747161858,blended_xfp,—,,,,True,56.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=57;POWER=54;DISCIPLINE=42,-1.0,0.333,0.498,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 56); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.5,3.3,5.0,62.0,-2.0,10.0,0.0,DOWN,3.0 0.0 9.0 -1.0 -1.0 2.0 0.0 -2.0,6.0,weekly,04-25,06-13,55.0,55.0,0.0,AVERAGE_HITTER,CONTACT=56;POWER=57;DISCIPLINE=40,CONTACT:+0;POWER:+1;DISCIPLINE:-3,,,,,,,,,FA-H,,124,OF
Rhett Lowder,SP,,—,204.0,7.93833587861806,11.332769782899875,low,11.332769782899875,blended_xfp,drop,-3.631,2.29,0.4177300201477503,True,45.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=40;MOVEMENT=56;CONTROL=47,,0.0,9.27,24.0,PRE_PEAK,89.35979729729729,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,DECLINE-RISK,,,,-0.0317296154505442,0.389,0.275,13.0,-20.1,141.0,91.0,L,0.352,0.331,-0.021,OVERPERFORMING,0.398,0.359,OVERPERFORMING,138.0,0.281,0.287,ALIGNED,89.0,0.303,0.383,-14.1,8.8,AWAY,,,,,L8 starts,8.0,6.0,11.6,0.0,25.0,-19.6,14.7,9.1,UP,14.0 13.8 12.5 -19.6 -0.1 6.9 14.7 5.6,6.0,per_start,#3,#11,50.0,45.0,-5.0,SINKER_WILD,STUFF=38;MOVEMENT=63;CONTROL=27,STUFF:-5;MOVEMENT:+2;CONTROL:-18,85.2,8.19,-11.0,36.0,RISKY,,37.0,BELOW_AVG_HARD,FA-SP,,58,SP
Dominic Smith,H,,UR,,,2.154752907640837,high,2.154752907640837,blended_xfp,—,,,,True,59.0,PURE_HITTER,PLUS/AVG/AVG,TRENDING_UP,CONTACT=63;POWER=50;DISCIPLINE=43,5.5,0.889,0.483,31.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 59); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.4,2.4,0.0,71.0,-2.0,9.0,0.7,FLAT,1.0 3.0 0.0 1.0 1.0 1.0 1.0 0.0,6.0,weekly,04-25,06-13,57.0,53.0,-4.0,AVERAGE_HITTER,CONTACT=56;POWER=52;DISCIPLINE=44,CONTACT:-4;POWER:-6;DISCIPLINE:+7,,,,,,,,,FA-H,,124,1B/3B
Kyle Leahy,SP,,—,240.0,7.213237656339202,45.641671103137455,high,45.641671103137455,blended_xfp,drop,-4.356,-1.838,0.2229684351914036,True,34.0,PIT_CHF,MINUS/MINUS/AVG,CAREER_LOW,STUFF=36;MOVEMENT=36;CONTROL=51,,0.0,8.02,29.0,PEAK,89.44770459081838,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: PIT_CHF — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,DECLINE-RISK,,,,,0.401,0.343,7.4,-8.2,165.0,150.0,L,0.378,0.369,-0.009,ALIGNED,0.405,0.402,ALIGNED,164.0,0.348,0.333,ALIGNED,150.0,0.388,0.368,2.6,-2.6,HOME,UNKNOWN,,-0.202,,L8 starts,8.0,9.0,4.9,0.0,25.0,1.2,15.5,6.2,DOWN,11.6 15.5 11.8 5.5 9.3 1.2 4.5 12.8,6.0,per_start,#3,#14,37.0,51.0,14.0,AVERAGE_4_5,STUFF=47;MOVEMENT=57;CONTROL=49,STUFF:+20;MOVEMENT:+0;CONTROL:+23,88.7,9.26,-9.0,33.0,RISKY,"🔻 FB velo -1.5 mph (-2.0σ) — velo decline/health watch, results confirming",40.0,BELOW_AVG,FA-RP,,16,SP
Kumar Rocker,SP,95.0,95,253.0,6.923353749950822,10.327587357157867,high,10.327587357157867,blended_xfp,drop,-4.646,1.783,,True,43.0,AVERAGE_4_5,AVG/AVG/AVG,STABLE,STUFF=41;MOVEMENT=48;CONTROL=51,1.0,0.5,9.67,27.0,PEAK,89.90947368421052,BALANCED,FADE — PL chasing outcomes,FADE,pl_outcome_chase,0.75,3.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #95 but model #253 and archetype OVERALL 43 (AVERAGE_4_5) — process doesn't support PL rank.,,DECLINE-RISK,SEVERE,-1.4001082752209868,-1.1295662327337794,-1.4895451012095575,0.374,0.312,7.9,-10.0,169.0,133.0,L,0.348,0.328,-0.02,ALIGNED,0.376,0.355,OVERPERFORMING,168.0,0.312,0.294,ALIGNED,133.0,0.352,0.34,1.2,-2.3,HOME,,,,,L8 starts,8.0,5.0,8.6,0.0,38.0,-8.4,15.8,4.0,DOWN,-8.4 2.1 12.5 6.5 15.8 10.5 7.4 -6.0,6.0,per_start,#3,#14,49.0,46.0,-3.0,SINKER_WILD,STUFF=39;MOVEMENT=61;CONTROL=36,STUFF:-5;MOVEMENT:-2;CONTROL:+0,91.9,10.25,-29.0,32.0,RISKY,"🔻 FB velo -1.3 mph (-1.7σ) — velo decline/health watch, results diverging (tool moved, results hasn't)",37.0,BELOW_AVG_HARD,FA-SP,,79,SP
Kyle Manzardo,H,,—,174.0,1.55,2.085092680005013,high,2.085092680005013,blended_xfp,drop,-0.1279,-0.0037,,True,46.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=41;POWER=55;DISCIPLINE=51,0.5,0.333,0.379,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #174); archetype OVERALL changes by >10 (currently 46); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.321,0.326,0.005,ALIGNED,0.402,0.373,UNDERPERFORMING,46.0,0.301,0.315,ALIGNED,192.0,0.338,0.305,5.4,-4.8,HOME,,,,,L21 games,21.0,1.8,3.6,5.0,62.0,-2.0,10.0,2.3,FLAT,-1.0 1.0 -1.0 0.0 8.0 -1.0 7.0 1.0,6.0,weekly,04-25,06-20,48.0,53.0,5.0,AVERAGE_HITTER,CONTACT=51;POWER=57;DISCIPLINE=52,CONTACT:+2;POWER:+12;DISCIPLINE:+2,,,,,,• stable (phys -0.1σ) — bat speed -0.4mph,,,FA-H,,75,DH
JR Ritchie,SP,,—,241.0,7.212205665988455,11.161132969974693,low,11.161132969974693,blended_xfp,drop,-4.357,0.0,0.1665547347212889,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #241); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,DECLINE-RISK,,,,,0.368,0.27,9.9,-19.5,103.0,52.0,L,0.35,0.338,-0.012,ALIGNED,0.379,0.387,ALIGNED,101.0,0.293,0.241,OVERPERFORMING,51.0,0.346,0.354,-1.3,1.0,AWAY,,,,,L8 starts,6.0,7.0,7.5,0.0,50.0,-0.8,19.1,4.3,DOWN,19.1 8.6 1.5 11.3 -0.8 2.5,5.0,per_start,#3,#7,41.0,44.0,3.0,LIABILITY,STUFF=39;MOVEMENT=59;CONTROL=24,STUFF:+2;MOVEMENT:+4;CONTROL:+4,94.1,9.97,6.0,35.0,RISKY,,35.0,BELOW_AVG_HARD,FA-SP,,74,SP
Brett Baty,H,,—,248.0,1.22,1.8272702855982368,high,1.8272702855982368,blended_xfp,drop,-0.1247,-0.0147,,True,37.0,BACKUP_BAT,MINUS/AVG/AVG,CAREER_LOW,CONTACT=38;POWER=41;DISCIPLINE=52,-2.0,0.0,0.357,27.0,PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,0.066,0.188,-58.9,16.5,226.0,808.0,R,0.291,0.283,-0.008,ALIGNED,0.248,0.251,ALIGNED,46.0,0.3,0.29,ALIGNED,206.0,0.297,0.284,2.2,-2.2,HOME,,,,,L21 games,21.0,0.4,2.2,0.0,62.0,-3.0,5.0,-1.0,DOWN,-1.0 -1.0 5.0 -3.0 2.0 -2.0 0.0 -1.0,6.0,weekly,04-25,06-20,50.0,49.0,-1.0,AVERAGE_HITTER,CONTACT=50;POWER=47;DISCIPLINE=52,CONTACT:-1;POWER:-2;DISCIPLINE:+9,,,,,,• stable (phys +0.3σ) — bat speed -0.2mph,,,FA-H,,118,1B/3B
Mark Vientos,H,,UR,,,2.4321389545538663,high,2.4321389545538663,blended_xfp,—,,,,True,52.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=50;POWER=56;DISCIPLINE=42,-3.0,0.25,0.454,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.1,2.7,0.0,67.0,-3.0,6.0,3.3,UP,0.0 0.0 1.0 1.0 6.0 2.0 2.0 6.0,6.0,weekly,04-25,06-13,50.0,51.0,1.0,AVERAGE_HITTER,CONTACT=50;POWER=55;DISCIPLINE=41,CONTACT:+0;POWER:+5;DISCIPLINE:-5,,,,,,,,,FA-H,,124,1B/3B
