team_name,owner,team_id,player_name,player_id,position,pro_team,lineup_slot,injured,injury_status,batter,total_pa,career_mean,career_median,career_min,career_max,current_l150,percentile,form_bucket
Boone's Bad Bullpen,,1,Junior Caminero,4905921,3B,TB,3B,False,ACTIVE,691406,1243,0.3464367025797957,0.3475799162082816,0.27934498224655563,0.42217424418444555,0.3638441066666666,0.6837294332723949,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Gunnar Henderson,42507,SS,Bal,SS,False,ACTIVE,683002,2525,0.3479179074618368,0.3492963952176482,0.26062487333333334,0.4208621005845862,0.3036795466666667,0.0723905723905724,SLUMPING
Boone's Bad Bullpen,,1,William Contreras,39895,C,Mil,UTIL,False,ACTIVE,661388,2863,0.33779876390147184,0.33501964027672565,0.2745559698259798,0.4247411201196801,0.31556817333333326,0.18201915991156964,SLUMPING
Boone's Bad Bullpen,,1,Steven Kwan,41996,LF,Cle,OF,False,ACTIVE,680757,2902,0.31688452199515305,0.31450734666666663,0.2410965666666667,0.39093021834422886,0.33549626000000005,0.7693425354159099,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Pete Crow-Armstrong,4717833,CF,ChC,OF,False,ACTIVE,691718,1439,0.3228827980081281,0.31953665829438044,0.22244825776298985,0.4460936533333334,0.42022762,0.9527131782945737,PEAK
Boone's Bad Bullpen,,1,Freddie Freeman,30193,1B,LAD,1B/3B,False,ACTIVE,518692,6977,0.39451608415479184,0.3921494380443554,0.2636745089435711,0.5166127156665136,0.39787334,0.5566783831282952,TYPICAL
Boone's Bad Bullpen,,1,Tyler Soderstrom,4686066,LF,Oak,BE,True,TEN_DAY_DL,691016,1298,0.33692736705398035,0.3361899288873487,0.27836298893514483,0.39218200070276654,0.35220018000000003,0.731940818102698,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Bryan Reynolds,38980,RF,Pit,OF,False,ACTIVE,668804,4366,0.3534984882110962,0.35357955126034657,0.2724685752931104,0.43109432616428106,0.36157764666666664,0.620583353094617,ABOVE_MEDIAN
Boone's Bad Bullpen,,1,Zach Neto,4666100,SS,LAA,2B/SS,False,ACTIVE,687263,1866,0.3254666281086143,0.3274389466666667,0.2585786940506514,0.38714679696317833,0.2848155333333333,0.064065230052417,SLUMPING
Boone's Bad Bullpen,,1,Ryan O'Hearn,35183,1B,Pit,OF,False,ACTIVE,656811,2778,0.3303066907213965,0.33083345127449043,0.23558360000000003,0.4152992643412155,0.31383691999999996,0.3305439330543933,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Jac Caglianone,4926296,RF,KC,OF,False,ACTIVE,695506,561,0.3441745972819775,0.3306210657362618,0.2954258093285479,0.43749060000000006,0.3873414733333333,0.8592233009708737,HIGH
Boone's Bad Bullpen,,1,Kazuma Okamoto,5134636,3B,Tor,BE,False,ACTIVE,672960,364,0.33017916768992245,0.3334022933333333,0.2793002466666666,0.37591465999999996,0.3319222933333333,0.4790697674418605,TYPICAL
Boone's Bad Bullpen,,1,Konnor Griffin,5218285,SS,Pit,IL,True,TEN_DAY_DL,804606,246,0.3225215210996563,0.32187301999999995,0.30603068000000005,0.33664704,0.31274345333333337,0.09278350515463918,SLUMPING
Boone's Bad Bullpen,,1,Dillon Dingler,4345620,C,Det,C,False,ACTIVE,693307,902,0.3638050813150575,0.37168223333333333,0.27536252087379803,0.4363941171539572,0.3614029266666667,0.398406374501992,BELOW_MEDIAN
Boone's Bad Bullpen,,1,Michael Busch,42415,1B,ChC,1B,False,ACTIVE,683737,1630,0.35022220018684685,0.3440530394302547,0.2718953230888125,0.4344478816445811,0.33138118000000005,0.3551654287643484,BELOW_MEDIAN
Team Solomon,,2,Cal Raleigh,41292,C,Sea,C,False,ACTIVE,663728,2700,0.3396532991321295,0.33730003233421313,0.21189011509328876,0.4131715025872607,0.27589490000000005,0.036456291650333206,SLUMPING
Team Solomon,,2,Manny Machado,31097,3B,SD,UTIL,False,ACTIVE,592518,7196,0.3531493495935756,0.3542195733333333,0.262093701667546,0.45789132098490637,0.3260079066666666,0.2548602242088832,BELOW_MEDIAN
Team Solomon,,2,Matt Olson,32767,1B,Atl,1B,False,ACTIVE,621566,5511,0.36686032661470924,0.3706015051456751,0.2444169894788492,0.45989743654297077,0.3388982466666666,0.21633718761656098,BELOW_MEDIAN
Team Solomon,,2,James Wood,4918256,LF,Wsh,OF,False,ACTIVE,695578,1438,0.37872597798689966,0.38216723585030643,0.23766446047619047,0.47289390666666664,0.4184192066666666,0.7602792862684251,ABOVE_MEDIAN
Team Solomon,,2,Seiya Suzuki,4142424,DH,ChC,OF,False,ACTIVE,673548,2558,0.3463525468013678,0.343061121126969,0.2712598329582673,0.43290452172713095,0.33563828666666673,0.3789954337899543,BELOW_MEDIAN
Team Solomon,,2,Corey Seager,32691,SS,Tex,IL,True,TEN_DAY_DL,608369,5030,0.38105925902512017,0.37993206295007576,0.2769129066666666,0.47519659813904347,0.34017862000000004,0.14853513624257325,SLUMPING
Team Solomon,,2,Bryce Harper,30951,1B,Phi,1B/3B,False,ACTIVE,547180,6386,0.3916652741173254,0.38968826311306576,0.29016701123498084,0.5324132287947065,0.3849487733333333,0.45871412538079204,TYPICAL
Team Solomon,,2,Mike Trout,30836,DH,LAA,BE,True,TEN_DAY_DL,545361,5190,0.4164690255709154,0.41878647999999996,0.2678689553439153,0.51714174,0.37898081333333333,0.15135885736956953,SLUMPING
Team Solomon,,2,JJ Wetherholt,4941056,SS,StL,2B/SS,False,ACTIVE,802139,386,0.3578231701265825,0.35732166666666665,0.33168956,0.3838269866666667,0.3465719533333334,0.21518987341772153,BELOW_MEDIAN
Team Solomon,,2,Jazz Chisholm Jr.,41433,2B,NYY,2B,False,ACTIVE,665862,2672,0.3188330813144353,0.3204229420848111,0.2300219521814555,0.41306780856428643,0.3096731,0.3384859294490686,BELOW_MEDIAN
Team Solomon,,2,Casey Schmitt,4301949,2B,SF,3B,False,ACTIVE,669477,1079,0.32127258754392096,0.327560067806558,0.2338888925066243,0.38343566,0.3460710466666667,0.7268817204301076,ABOVE_MEDIAN
