pitcher,avg_per_active_week,pct_2plus_weeks,player_name
434378,1.2432432432432432,0.24324324324324326,"Verlander, Justin"
450203,1.16,0.16,"Morton, Charlie"
453286,1.1818181818181819,0.18181818181818182,"Scherzer, Max"
458681,1.15,0.15,"Lynn, Lance"
471911,1.1538461538461537,0.15384615384615385,"Carrasco, Carlos"
477132,1.1153846153846154,0.11538461538461539,"Kershaw, Clayton"
500779,1.1702127659574468,0.1702127659574468,"Quintana, Jose"
502043,1.2142857142857142,0.21428571428571427,"Gibson, Kyle"
506433,1.25,0.25,"Darvish, Yu"
518876,1.1842105263157894,0.18421052631578946,"Kelly, Merrill"
519242,1.1395348837209303,0.13953488372093023,"Sale, Chris"
527048,1.1612903225806452,0.16129032258064516,"Pérez, Martín"
542881,1.2391304347826086,0.2391304347826087,"Anderson, Tyler"
543135,1.2142857142857142,0.21428571428571427,"Eovaldi, Nathan"
543243,1.1764705882352942,0.17647058823529413,"Gray, Sonny"
543294,1.1956521739130435,0.1956521739130435,"Hendricks, Kyle"
544150,1.25,0.25,"Suárez, Albert"
547179,1.2195121951219512,0.21951219512195122,"Lorenzen, Michael"
554430,1.2444444444444445,0.24444444444444444,"Wheeler, Zack"
571510,1.21875,0.21875,"Boyd, Matthew"
571578,1.2156862745098038,0.21568627450980393,"Corbin, Patrick"
571760,1.148936170212766,0.14893617021276595,"Heaney, Andrew"
571945,1.1886792452830188,0.18867924528301888,"Mikolas, Miles"
573186,1.0857142857142856,0.08571428571428572,"Stroman, Marcus"
579328,1.2037037037037037,0.2037037037037037,"Kikuchi, Yusei"
592332,1.1886792452830188,0.18867924528301888,"Gausman, Kevin"
592662,1.2580645161290323,0.25806451612903225,"Ray, Robbie"
592791,1.275,0.275,"Taillon, Jameson"
592836,1.1612903225806452,0.16129032258064516,"Walker, Taijuan"
592866,1.2,0.2,"Williams, Trevor"
593423,1.2333333333333334,0.23333333333333334,"Montas, Frankie"
593958,1.21875,0.21875,"Rodriguez, Eduardo"
594798,1.1785714285714286,0.17857142857142858,"deGrom, Jacob"
594902,1.1875,0.1875,"Lively, Ben"
596295,1.1666666666666667,0.16666666666666666,"Gomber, Austin"
601713,1.163265306122449,0.16326530612244897,"Pivetta, Nick"
605135,1.169811320754717,0.16981132075471697,"Bassitt, Chris"
605280,1.1481481481481481,0.14814814814814814,"Holmes, Clay"
605288,1.1666666666666667,0.16666666666666666,"Houser, Adrian"
605400,1.1904761904761905,0.19047619047619047,"Nola, Aaron"
605483,1.24,0.24,"Snell, Blake"
605488,1.15625,0.15625,"Springs, Jeffrey"
607067,1.125,0.125,"Rea, Colin"
607074,1.25,0.25,"Rodón, Carlos"
607192,1.1818181818181819,0.18181818181818182,"Glasnow, Tyler"
607200,1.1956521739130435,0.1956521739130435,"Fedde, Erick"
607259,1.1944444444444444,0.19444444444444445,"Martinez, Nick"
607536,1.1818181818181819,0.18181818181818182,"Freeland, Kyle"
607625,1.2291666666666667,0.22916666666666666,"Lugo, Seth"
608331,1.196078431372549,0.19607843137254902,"Fried, Max"
608337,1.1818181818181819,0.18181818181818182,"Giolito, Lucas"
608372,1.1538461538461537,0.15384615384615385,"Sugano, Tomoyuki"
608379,1.2,0.2,"Wacha, Michael"
608566,1.2272727272727273,0.22727272727272727,"Márquez, Germán"
615698,1.1702127659574468,0.1702127659574468,"Quantrill, Cal"
621107,1.135135135135135,0.13513513513513514,"Eflin, Zach"
621111,1.1764705882352942,0.17647058823529413,"Buehler, Walker"
621244,1.2156862745098038,0.21568627450980393,"Berríos, José"
622491,1.2156862745098038,0.21568627450980393,"Castillo, Luis"
