mlb_id,player_name_fg,team,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
669373,Tarik Skubal,DET,109.0,17.0,17.0,413.0,138.0,77.0,26.0,26.0,14.0,3.0,8.0,2.146789047174429,2.025044545949925,2.4570670604993863,2.5000775122307415,0.33414044,0.03389831,0.16987179,,125.03066099618826,103.32396472387177,126.6331178703783,65.10002394871795,65.97692621153845,-1.133617891025641
676979,Garrett Crochet,BOS,115.1,18.0,18.0,457.0,144.0,88.0,30.0,33.0,32.0,0.0,10.0,2.3410405075957557,2.597564053499614,2.807164619504229,3.008947553274989,0.31509847,0.07002188,0.13646532,,115.06992862073999,98.9147854068144,111.18406083231008,61.73601829418346,58.33305138143177,-0.6779016051454139
694973,Paul Skenes,PIT,111.0,18.0,18.0,429.0,115.0,72.0,25.0,28.0,30.0,3.0,5.0,2.027027061858084,2.5405417133950827,3.2605732175756046,3.45067823684145,0.26806527,0.06993007,0.13409742,,110.67032889870298,111.07046327341166,121.20177082044178,55.43309779369627,57.097499340974224,-0.5974904469914041
554430,Zack Wheeler,PHI,107.0,17.0,17.0,413.0,136.0,72.0,27.0,29.0,25.0,3.0,10.0,2.271028077865816,2.5930802337779095,2.73255215767238,2.8138984935844915,0.32929782,0.06053269,0.13982301,,111.47951133767916,110.0214039003479,122.16249219941777,61.07601274926253,61.83892981710914,-0.996883238938053
657277,Logan Webb,SFG,113.2,18.0,18.0,461.0,127.0,106.0,33.0,37.0,24.0,1.0,7.0,2.612903240421459,2.360942765489318,2.5098144851104434,2.9608131825477866,0.27548807,0.05206074,0.11187215,,106.43630884289296,109.31405552014375,114.48410350783386,56.945983207762566,65.08818359018265,-0.7354504908675799
663460,Kris Bubic,KCR,96.0,16.0,16.0,388.0,101.0,79.0,24.0,28.0,29.0,3.0,5.0,2.2500000447034845,2.7080529763880703,3.476350265939314,3.6376851965953625,0.26030928,0.07474227,0.14035088,,97.44033863693231,102.28771040213508,102.20949261961033,60.78992267881242,55.69379058029688,-0.20845327935222674
686613,Hunter Brown,HOU,98.0,16.0,16.0,368.0,118.0,59.0,19.0,20.0,28.0,3.0,8.0,1.7448979761639223,2.7371771306606294,2.7929270429420545,2.9965338542998974,0.32065217,0.07608696,0.11687459,,107.45714533567411,101.1477303721054,110.09395620346223,53.18777520682863,50.962878049901505,-0.10330748522652664
669022,MacKenzie Gore,WSN,99.0,17.0,17.0,406.0,129.0,89.0,34.0,35.0,30.0,3.0,11.0,3.0909091504590034,2.9735201534769047,3.0863881503933963,3.089565394229793,0.31773399,0.07389163,0.14894895,,101.2084377171289,103.48409372607902,105.74372602013779,59.29536651051052,52.30198521321321,-0.22901769369369368
666200,Jesus Luzardo,PHI,95.1,17.0,17.0,408.0,111.0,102.0,43.0,46.0,32.0,1.0,7.0,4.05944065419472,2.7994719747074823,3.3651030605398433,3.5709182830624284,0.27205882,0.07843137,0.13185459,,105.20455484983155,106.51956039086743,110.69834503198501,58.9427094762785,58.946625027726434,-0.5395257547751078
608331,Max Fried,NYY,114.0,18.0,18.0,448.0,106.0,84.0,27.0,33.0,23.0,6.0,9.0,2.131579000864004,3.0649608778491246,3.336951886607444,3.4594822178112867,0.23660714,0.05133929,0.10465785,,108.93195776286699,105.95051085242886,116.17612464813152,59.4116656066705,48.219965347901095,-0.4014913743530765
664285,Framber Valdez,HOU,109.0,17.0,17.0,439.0,108.0,84.0,33.0,33.0,39.0,4.0,6.0,2.7247706422018347,3.0525675108673376,3.2139238183651497,3.548835526641909,0.24601367,0.08883827,0.11307644,,106.05721508502434,103.18079724285536,113.31938117454108,58.30476878711307,55.70453502210991,-0.5147030385344283
594798,Jacob deGrom,TEX,101.1,17.0,17.0,386.0,100.0,69.0,24.0,24.0,21.0,2.0,10.0,2.1315789741162123,3.1252678970303234,3.3942555001659667,3.464262976337834,0.25906736,0.05440415,0.13686382,,107.70676753782668,110.81866574965612,119.70910591471805,63.22342098349381,64.47375906464926,-1.0857104470426409
519242,Chris Sale,ATL,89.1,15.0,15.0,370.0,114.0,78.0,25.0,27.0,26.0,7.0,7.0,2.5186568060439667,2.7097631687415835,3.2270930268900324,3.1347682270924597,0.30810811,0.07027027,0.13257066,,117.17035087262161,100.41771069395132,111.45299414194119,48.85727610363392,59.00749940107672,-0.3715768573351279
808967,Yoshinobu Yamamoto,LAD,96.2,17.0,17.0,381.0,109.0,66.0,27.0,30.0,32.0,2.0,9.0,2.513793144781723,3.1454811459630907,3.131313372725899,3.3639482108223446,0.28608924,0.0839895,0.11521324,,97.59105354008337,105.45067355672283,106.84464102722283,49.28180346276258,58.92984495225972,-0.2031021896880968
650911,Cristopher Sanchez,PHI,93.2,16.0,16.0,387.0,103.0,81.0,29.0,30.0,28.0,6.0,7.0,2.786476943982676,2.9963462788513278,3.06178660267851,3.296680938788061,0.26614987,0.07235142,0.13217993,,116.36438974596216,94.02269879817116,109.85612853748911,59.02792155017301,53.51723088581315,-0.41145754325259526
680885,Spencer Schwellenbach,ATL,110.2,17.0,17.0,434.0,108.0,89.0,38.0,44.0,18.0,2.0,13.0,3.0903614901686502,3.2526061994120283,3.007184662403089,3.2993169368769912,0.24884793,0.04147465,0.13413859,,107.69682102716632,109.61764421039334,116.84352037822318,58.95822861411315,62.58091586776859,-0.8940177368086459
543243,Sonny Gray,STL,93.2,16.0,16.0,375.0,101.0,85.0,35.0,37.0,17.0,3.0,10.0,3.3629893809109714,3.0070224370292267,3.100508612973364,3.2605553001390772,0.26933333,0.04533333,0.12158273,,102.60377172428832,99.33249757733749,103.61827504658322,53.47759546043166,57.66740668345323,-0.31307048920863306
543135,Nathan Eovaldi,TEX,72.1,13.0,13.0,281.0,75.0,51.0,15.0,17.0,12.0,4.0,4.0,1.8663594798138083,2.4438920664238952,2.89728832757905,3.082473800059616,0.26690391,0.04270463,0.13321332,,102.54630600752382,102.61893370106242,106.10849238000723,46.19174783078307,56.274200540054004,-0.1258572187218722
657746,Joe Ryan,MIN,98.1,17.0,16.0,383.0,108.0,66.0,30.0,31.0,20.0,10.0,11.0,2.745762720740893,3.3080176746978807,3.6881888606485353,3.244088174766847,0.28198433,0.05221932,0.11764706,,108.40522551576625,101.47534936386634,106.7597376753073,46.89816669410151,60.06629684499314,-0.3514371399176954
669461,Matthew Liberatore,STL,92.1,16.0,16.0,381.0,76.0,90.0,38.0,40.0,17.0,2.0,7.0,3.7039711701427027,3.0918150179711996,3.859496920818688,4.0220443079807815,0.19947507,0.04461942,0.10190616,,96.45390832542653,103.37969976658152,98.75160598618167,47.52134738269795,53.532138804985344,0.22322436217008798
656302,Dylan Cease,SDP,91.1,17.0,17.0,393.0,117.0,85.0,46.0,49.0,36.0,3.0,10.0,4.53284692042765,3.2774720910704573,3.4408680355879944,3.491836465784544,0.29770992,0.09160305,0.16594158,,108.6518292907682,100.97129567790871,109.03984030214423,63.369654164077055,50.87918597886886,-0.2850092169049098
624133,Ranger Suarez,PHI,72.0,11.0,11.0,282.0,67.0,55.0,16.0,17.0,17.0,1.0,5.0,2.0000000529819077,2.9268029793545054,3.458699300267643,3.6017017501290636,0.23758865,0.06028369,0.09760766,,95.17843430302273,112.42769666161325,106.9390167878553,38.15076715789474,60.41235921531101,-0.28366434449760763
601713,Nick Pivetta,SDP,91.0,16.0,16.0,362.0,101.0,70.0,34.0,36.0,24.0,1.0,11.0,3.3626373978775925,3.3109604958735894,3.6539994288288695,3.5085472086409255,0.27900552,0.06629834,0.10984308,,101.95683949421134,106.05257178971614,108.43055929762797,50.055519957204,59.16654501426533,-0.5897575178316691
656605,Mitch Keller,PIT,99.1,17.0,17.0,417.0,77.0,96.0,43.0,47.0,25.0,4.0,7.0,3.895973241639018,3.3767470618743234,4.090330581753397,4.2899515534497175,0.18465228,0.05995204,0.08481013,,94.16766105394977,102.28843165741559,95.88966909508339,46.16037052531646,56.920488101265825,-0.09881598734177215
667755,Jose Soriano,LAA,97.0,17.0,17.0,417.0,84.0,98.0,43.0,46.0,45.0,2.0,4.0,3.9896908785511638,3.392868287105441,3.556131487865848,3.971420055958431,0.20143885,0.10791367,0.11690761,,102.54913868263401,100.49659366806111,104.91939550488853,56.62248586423633,40.99765512884978,0.14960129478315526
694477,Chad Patrick,MIL,89.2,18.0,17.0,381.0,93.0,89.0,35.0,35.0,29.0,4.0,9.0,3.5130113267797825,3.4697088255191475,4.107811562452009,4.013445642179512,0.24409449,0.07611549,0.10342556,,105.05015634465244,99.73179729267056,103.43821896736506,33.65811902503294,46.55532735836627,0.65364220685112
701542,Will Warren,NYY,80.1,17.0,17.0,348.0,103.0,71.0,39.0,41.0,35.0,2.0,6.0,4.369294830578819,2.923518050059095,3.2576044581919223,3.5783066760946083,0.29597701,0.10057471,0.10567376,,105.7219163623278,98.40311486823084,104.86279936388433,62.069358375886516,52.08622815602836,-0.3286770354609929
571510,Matthew Boyd,CHC,98.2,17.0,17.0,394.0,87.0,85.0,29.0,34.0,22.0,5.0,10.0,2.6452702873157183,3.5101363206231917,4.13016005807647,4.003889482423984,0.22081218,0.05583756,0.10013175,,100.91704161505957,106.92503356558586,103.05155488116797,43.37523301054018,59.75715710803691,-0.22909424901185768
607074,Carlos Rodon,NYY,106.2,18.0,18.0,425.0,123.0,70.0,35.0,38.0,37.0,4.0,13.0,2.953125044004992,3.566386324632913,3.6297452182636993,3.5249606466928003,0.28941176,0.08705882,0.13078704,,107.15981670324511,98.68066867186953,104.28477794220322,56.74805251736112,47.783037615740746,0.006817025462962944
518876,Merrill Kelly,ARI,98.0,17.0,17.0,395.0,100.0,79.0,38.0,44.0,26.0,1.0,11.0,3.489795986288343,3.380034282156847,3.3996617885662683,3.601237724313329,0.25316456,0.06582278,0.11190168,,91.67177620765892,103.12938510147784,97.37938502968692,38.161226862871935,54.6704122121604,0.28836022639068565
671096,Andrew Abbott,CIN,80.1,14.0,14.0,320.0,76.0,60.0,16.0,21.0,22.0,1.0,9.0,1.7925311487052435,3.5583728394288587,4.232228417840215,4.075304277429581,0.2375,0.06875,0.10982212,,98.77052806954258,101.78507501724093,97.76323672376486,44.508150007733946,55.15627987625676,0.09226862335653514
656849,David Peterson,NYM,95.1,16.0,16.0,402.0,83.0,88.0,35.0,38.0,34.0,4.0,6.0,3.3041959143750623,3.4078636000282208,3.6570397773206973,3.9900866915477287,0.20646766,0.08457711,0.10180844,,90.64687109165195,101.98979778757143,96.34033727889786,48.31984897521768,51.18828129939719,0.23587778298727394
693433,Bryan Woo,SEA,101.1,16.0,16.0,400.0,96.0,81.0,33.0,35.0,17.0,3.0,14.0,2.9309210894097917,3.6285573770299844,3.6734632041409068,3.601251027429581,0.24,0.0425,0.11707317,,107.83284420307334,105.68831771017601,113.48137650183152,53.49286426480836,65.05586506620209,-0.6974401463414635
608379,Michael Wacha,KCR,97.0,17.0,17.0,409.0,75.0,96.0,39.0,39.0,26.0,2.0,11.0,3.6185568077605574,3.9289507746101004,4.489184113749705,4.5013805808235166,0.18337408,0.06356968,0.10466667,,97.65432761379853,102.67406773443234,100.80368955331323,44.52914179333333,60.11555961333334,-0.12364913333333336
592662,Robbie Ray,SFG,98.1,17.0,17.0,400.0,110.0,75.0,30.0,33.0,38.0,0.0,10.0,2.745762720740893,3.3792041156059778,3.844542576973822,3.797722739929581,0.275,0.095,0.1356565,,101.14991025996146,96.83692800983893,97.75223564769047,45.28470319850652,49.8355421966397,0.23134219663970126
579328,Yusei Kikuchi,LAA,96.2,17.0,17.0,411.0,99.0,88.0,30.0,37.0,44.0,1.0,11.0,2.7931035217575473,3.9627225468756904,4.23780522267194,4.314424195003888,0.24087591,0.10705596,0.10423053,,98.67195236944765,103.80551000972511,104.7817125394632,53.35606075413858,56.133775315757205,-0.19694551195585533
605135,Chris Bassitt,TOR,94.1,17.0,17.0,412.0,93.0,103.0,45.0,47.0,25.0,7.0,11.0,4.293286363759609,3.69697379297039,3.7337077331356414,3.8038194653116886,0.22572816,0.06067961,0.09923175,,98.83396052757416,104.29753947410748,100.91103113405342,43.251993610755434,55.06255768886044,-0.20875269526248402
673540,Kodai Senga,NYM,73.2,13.0,13.0,293.0,70.0,51.0,12.0,15.0,31.0,1.0,4.0,1.4660633990279461,3.243733607023672,4.1702811487925375,4.283957979655211,0.23890785,0.10580205,0.12457627,,92.91561329953608,97.41647598285695,94.65949255931316,46.938747991525425,46.262953906779664,0.6265730169491526
641816,Tyler Mahle,TEX,77.0,14.0,14.0,308.0,56.0,60.0,20.0,20.0,27.0,0.0,4.0,2.337662395568015,3.4078635976897225,4.474504148619339,4.754710970445507,0.18181818,0.08766234,0.10607287,,92.9077849587352,112.05604103059807,104.49513788424615,42.68830794331984,68.06319046963563,-0.494710064777328
666142,Cole Ragans,KCR,48.2,10.0,10.0,209.0,76.0,47.0,28.0,29.0,16.0,2.0,5.0,5.178082259427453,2.4570541175674783,2.5786981290309314,2.666690500535081,0.36363636,0.07655502,0.1443299,,111.02699256278555,101.82290941288129,110.9217493716576,55.47698712485682,50.99511176403208,-0.15805358533791522
656876,Drew Rasmussen,TBR,87.1,17.0,17.0,337.0,74.0,66.0,27.0,27.0,21.0,4.0,9.0,2.7824427886037286,3.6389531194354454,3.658578240780494,3.8217095800593044,0.21958457,0.06231454,0.08895706,,108.47781311551866,104.19371393296066,110.2234429939714,49.986419486196326,59.869390306748464,-0.6505161886503068
642547,Freddy Peralta,MIL,93.0,17.0,17.0,385.0,98.0,71.0,30.0,31.0,34.0,5.0,12.0,2.9032258362229237,3.9630933159444357,4.109236593006506,3.952634282092854,0.25454545,0.08831169,0.12484472,,98.16120204625251,104.11024650965061,101.5007991686755,63.721301987577625,48.31802999378882,-0.1265603354037267
592332,Kevin Gausman,TOR,99.0,17.0,17.0,401.0,93.0,81.0,46.0,47.0,29.0,3.0,12.0,4.181818302669476,3.801803004139603,4.1571128632413465,4.075129145578451,0.2319202,0.0723192,0.12289457,,103.30951655062606,104.03317184125916,106.18694795581015,56.084438627573306,62.73512875233937,-0.6620080723643169
