mlb_id,player_name_fg,team,season,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
669373,Tarik Skubal,DET,,83.1,13.0,13.0,314.0,105.0,61.0,20.0,20.0,7.0,3.0,6.0,2.160000057678224,1.9111362855224598,2.4552060422534483,2.411200410413641,0.3343949,0.02229299,0.17621899,,127.43085030550594,104.20378542172674,129.6918542629151,66.60535411462787,68.61303885372114,-1.324584764756202
657277,Logan Webb,SFG,,81.1,13.0,13.0,331.0,91.0,78.0,23.0,27.0,17.0,1.0,4.0,2.545081977160571,2.2007100850463845,2.4333331410443075,2.843252070493783,0.27492447,0.05135952,0.11430855,,106.47799947806256,106.72900125132657,112.78035396465005,57.936210295763395,63.19226526778578,-0.6109047721822541
694973,Paul Skenes,PIT,,83.1,13.0,13.0,320.0,85.0,54.0,19.0,21.0,19.0,2.0,5.0,2.0520000313110356,2.631136310516358,3.18319908692265,3.335880683679581,0.265625,0.059375,0.1349454,,111.49701706418772,111.50087138330893,122.3492715956061,55.95652525741029,58.02446620904836,-0.6467576365054603
663460,Kris Bubic,KCR,,75.1,12.0,12.0,294.0,79.0,53.0,12.0,14.0,22.0,2.0,3.0,1.433628342782558,2.5112425023662297,3.4261330315559815,3.558796015332213,0.26870748,0.07482993,0.14596555,,98.62888878890342,102.69376322446307,103.7385419524957,60.52354313689937,56.14186656391658,-0.2560735630099728
676979,Garrett Crochet,BOS,,82.0,13.0,13.0,327.0,101.0,61.0,18.0,21.0,26.0,0.0,7.0,1.9756098020509347,2.732697284455671,3.0142669165513714,3.1982987631632205,0.3088685,0.0795107,0.13657407,,113.34729183412065,96.61050168204717,107.26237663476898,60.8835320447531,56.37798067129631,-0.5589542669753086
669022,MacKenzie Gore,WSN,,75.1,13.0,13.0,305.0,108.0,64.0,24.0,24.0,22.0,3.0,8.0,2.867256685565116,2.6439858674386887,2.6960445236574566,2.7132662327834476,0.35409836,0.07213115,0.15686275,,102.5257905420992,104.32530196078432,107.29683644752018,59.891527325490195,54.62926129411765,-0.354334462745098
543135,Nathan Eovaldi,TEX,,69.1,12.0,12.0,266.0,73.0,46.0,12.0,14.0,10.0,4.0,4.0,1.5576923362602149,2.385136304451869,2.7914407979993543,2.9542011580403704,0.27443609,0.03759398,0.13320826,,102.7736641410497,102.67327893234554,106.46551128910697,46.437183058161345,56.337978564727955,-0.16053960600375236
686613,Hunter Brown,HOU,,73.2,12.0,12.0,274.0,84.0,47.0,15.0,16.0,20.0,0.0,6.0,1.8325792013365043,2.727896495687564,2.882931070664736,3.114280857157284,0.30656934,0.0729927,0.1121823,,107.75136910618161,102.87423486780676,111.80204722708875,52.533883812445225,53.44541469763365,-0.23220315512708156
608331,Max Fried,NYY,,81.0,13.0,13.0,319.0,77.0,58.0,16.0,21.0,18.0,4.0,5.0,1.7777778405711506,2.8511856908933395,3.323982424768852,3.4825291034126313,0.24137931,0.05642633,0.10227273,,109.18726830326762,106.83316426329043,117.28298763238693,58.920392719155856,50.12564821428572,-0.4533050811688313
607074,Carlos Rodon,NYY,,79.2,13.0,13.0,310.0,98.0,47.0,22.0,24.0,27.0,0.0,8.0,2.4853556981217553,2.9970610016444676,3.162402275960634,3.2403661271945925,0.31612903,0.08709677,0.13070866,,107.77599651251958,100.3914732829812,105.94410869477866,56.26565594488189,49.22434601574803,-0.08615546456692916
