mlb_id,player_name_fg,season,ip,g,gs,so,h,er,bb,hbp,k_pct,bb_pct,swstr_pct,siera,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command
554430,Zack Wheeler,,147.0,24.0,24.0,159.0,129.0,58.0,27.0,5.0,0.26633166,0.04522613,0.13590178,3.5277001810102875,116.68429119258018,107.70690063477265,123.1716530098809,63.75945088060965,64.44295195596953
605483,Blake Snell,,139.0,24.0,24.0,191.0,77.0,24.0,74.0,3.0,0.34168157,0.13237925,0.16025105,3.776957701117356,101.07986668147038,102.40634143612189,109.62061379149074,69.30555076150628,45.293125987447695
621107,Zach Eflin,,137.2,24.0,24.0,142.0,120.0,54.0,19.0,2.0,0.26102941,0.03492647,0.11094601,3.3480206567872703,106.38402144944932,107.82798251879815,109.57983583483546,42.26484436354631,64.3756415601783
657277,Logan Webb,,157.0,24.0,24.0,136.0,146.0,57.0,20.0,3.0,0.22113821,0.03252033,0.08673027,3.1064391718135482,107.12203733523651,105.32036043855888,112.65734673671567,58.177129752818736,63.29954727233305
543037,Gerrit Cole,,152.1,24.0,24.0,160.0,116.0,47.0,30.0,5.0,0.26890756,0.05042017,0.11779449,3.57807699984888,106.3756589651777,105.67033446701038,110.1486470005569,53.313586395154566,62.12258975772767
641154,Pablo Lopez,,140.0,23.0,23.0,168.0,132.0,55.0,34.0,4.0,0.28915663,0.05851979,0.14599542,3.357269176240491,96.9309866329196,115.64669729752106,111.58172780141112,59.500685116704815,65.81115929977118
680694,Kyle Bradish,,143.0,24.0,24.0,144.0,104.0,40.0,34.0,6.0,0.25899281,0.06115108,0.10740402,3.6462980304054207,101.84609297933731,105.88588856971766,109.84710192231618,59.78353686928702,57.15209117915906
657006,Justin Steele,,124.0,22.0,22.0,137.0,130.0,49.0,22.0,5.0,0.26145038,0.04198473,0.11776754,3.3486546180804715,105.10073894542381,104.12398320655079,108.53816647344439,56.69152775751074,60.33326277360515
543243,Sonny Gray,,138.2,24.0,24.0,127.0,123.0,50.0,39.0,6.0,0.22202797,0.06818182,0.11009615,4.111958561759204,99.34995858553961,97.60073774829728,100.41410792619253,59.140846658653835,52.375387615384604
592332,Kevin Gausman,,137.0,23.0,23.0,170.0,117.0,47.0,48.0,3.0,0.29982363,0.08465608,0.12440191,3.601807033940759,97.90555059132453,102.56168649551827,103.5247385327423,56.139531109177895,58.050661461505015
675911,Spencer Strider,,140.0,24.0,24.0,202.0,118.0,67.0,43.0,6.0,0.34887737,0.07426598,0.18439407,3.0214517175606543,114.55845957835935,99.24920662412444,112.4539292769449,61.131424642545774,56.90080391020052
669373,Tarik Skubal,,80.1,15.0,15.0,102.0,58.0,25.0,14.0,3.0,0.32903226,0.04516129,0.14930271,2.7706385788049825,107.41438035251207,108.87949768402214,114.45039995777465,53.10765951599672,65.02176396226416
673540,Kodai Senga,,129.1,22.0,22.0,159.0,93.0,38.0,54.0,5.0,0.29943503,0.10169492,0.12924221,3.809017800719197,101.60614834075108,93.85343192861424,97.15000134489436,48.872729930265,53.45104722919572
607192,Tyler Glasnow,,120.0,21.0,21.0,162.0,93.0,47.0,37.0,1.0,0.33402062,0.07628866,0.16447714,3.0758008365609246,110.68177647695404,99.86479423269492,114.54259084754437,70.46882011035207,54.06671003152917
434378,Justin Verlander,,150.1,25.0,25.0,132.0,132.0,55.0,42.0,5.0,0.2112,0.0672,0.0982659,4.456788826912774,104.74753854568335,98.71776093154214,102.39663723704145,41.79547561106524,58.84599460776218
656756,Jordan Montgomery,,142.2,24.0,24.0,125.0,129.0,46.0,36.0,3.0,0.21626298,0.06228374,0.11983471,4.223352714054343,98.46056166288145,101.60132210168959,99.30307419991301,44.199463484848486,52.02716391184573
676272,Bobby Miller,,124.1,22.0,22.0,119.0,105.0,52.0,32.0,6.0,0.23564356,0.06336634,0.11314985,3.9331005052980967,109.3633899927074,107.2545815031719,115.12939023367741,66.69624700305809,58.54169585117228
664285,Framber Valdez,,141.0,22.0,22.0,135.0,114.0,58.0,45.0,8.0,0.2339688,0.0779896,0.11669058,4.00861728212474,103.437010854267,98.31267796880957,103.33224940446279,52.72883304160688,49.748114820659964
666200,Jesus Luzardo,,133.1,24.0,24.0,160.0,114.0,54.0,39.0,5.0,0.29304029,0.07142857,0.14597544,3.515652673294168,105.33886250595158,101.05567374424518,106.73882667174384,61.11583397908141,52.84194342428376
656302,Dylan Cease,,130.2,24.0,24.0,160.0,127.0,65.0,57.0,4.0,0.27972028,0.09965035,0.14111205,4.0136532390173425,102.55382051808411,96.97407757603486,99.54130441908056,59.4584101137321,45.10921720303286
605400,Aaron Nola,,138.0,23.0,23.0,159.0,128.0,68.0,33.0,0.0,0.27943761,0.05799649,0.12622222,3.478853163035701,109.67599629571778,103.10373062348535,110.99040685123975,48.466051577777776,63.60558339999999
669203,Corbin Burnes,,148.0,24.0,24.0,161.0,108.0,56.0,48.0,5.0,0.26923077,0.08026756,0.12233589,3.8309370512327328,109.2170504103266,100.04570676672954,112.0908249485477,59.27299503836316,40.18161244245523
656945,Tanner Scott,,59.2,56.0,0.0,81.0,41.0,10.0,15.0,3.0,0.34763948,0.06437768,0.19001086,2.4127146241282,125.81400651465798,100.41602605863196,125.9072964169381,74.54383827361565,61.759208783930504
543294,Kyle Hendricks,,137.0,24.0,24.0,93.0,138.0,57.0,27.0,4.0,0.16089965,0.0467128,0.09232955,4.631441776697011,89.11437170052122,103.7633586832177,96.63759881205084,37.940840838068176,60.75999575757575
668678,Zac Gallen,,152.2,25.0,25.0,150.0,147.0,66.0,39.0,4.0,0.2388535,0.06210191,0.10589701,3.981393312530492,96.76506414171848,104.52040341512524,103.7501769550017,49.620981499169424,61.05728116694352
666129,Braxton Garrett,,123.0,23.0,23.0,120.0,105.0,43.0,22.0,9.0,0.24291498,0.04453441,0.11028632,3.5470893048668857,103.87228844378956,98.7168824866564,102.65616377046226,48.93987546659597,54.781215413573705
579328,Yusei Kikuchi,,126.0,24.0,24.0,141.0,119.0,54.0,40.0,3.0,0.26857143,0.07619048,0.12345679,3.8247718758398754,97.31570610035718,103.68601280259884,102.99604816547362,60.85655558879393,54.20491217948719
669923,George Kirby,,139.1,23.0,23.0,131.0,131.0,57.0,15.0,4.0,0.23603604,0.02702703,0.11804223,3.6566855240988883,104.72235176559846,113.28029371753505,113.76427783737216,50.14665197216892,70.5732796353167
571945,Miles Mikolas,,153.2,26.0,26.0,96.0,165.0,81.0,25.0,5.0,0.14953271,0.03894081,0.07383696,4.887019962420524,93.02912476331146,108.53778955249217,98.46631596779696,34.00273439180538,68.88752791293213
676440,Tanner Bibee,,119.2,21.0,21.0,119.0,103.0,39.0,41.0,3.0,0.23943662,0.08249497,0.1132457,4.2519255035371835,100.89529604510825,97.60045897295686,97.2624407862144,51.17686246713852,52.84362688068756
605135,Chris Bassitt,,151.0,25.0,25.0,145.0,145.0,61.0,37.0,7.0,0.23125997,0.05901116,0.09507783,4.029288015799873,97.86430089580381,100.57912305914557,96.70651906128039,43.103322692469504,55.422940084139675
666142,Cole Ragans,,78.2,18.0,12.0,95.0,54.0,25.0,31.0,1.0,0.30254777,0.09872611,0.14341085,3.683179059274952,109.94410450576252,98.8380669974861,107.14623643463929,60.24821096899225,55.78652157364342
605397,Joe Musgrove,,78.1,13.0,13.0,78.0,67.0,19.0,13.0,8.0,0.25080386,0.04180064,0.11302211,3.4938922491418434,104.72171954676656,104.71234512939843,106.07709804346949,45.81344890253891,59.16025407043406
676710,Kutter Crawford,,103.2,24.0,21.0,111.0,86.0,48.0,33.0,5.0,0.26117647,0.07764706,0.12223516,4.021980918873432,99.82129637048453,99.8472388605199,99.15982276278974,44.87459063445867,52.487854784633285
624133,Ranger Suarez,,121.0,21.0,21.0,115.0,122.0,55.0,47.0,2.0,0.22115385,0.09038462,0.09272541,4.394348419753781,100.00235639004411,105.84504848093306,106.08837387623161,44.30373429815573,56.53709293545083
592836,Taijuan Walker,,132.0,23.0,23.0,100.0,116.0,58.0,54.0,8.0,0.17857143,0.09642857,0.08018648,5.118102580460746,90.99358641103072,97.4261275531482,92.40303958752585,40.27257725874127,47.633557002331
642547,Freddy Peralta,,119.2,22.0,22.0,160.0,90.0,50.0,35.0,4.0,0.33126294,0.07246377,0.14891566,3.143897892482476,102.27228249166879,108.16286603435016,108.86828074852602,54.40852325301205,56.85133346506024
650644,Aaron Civale,,109.2,21.0,21.0,108.0,98.0,43.0,31.0,5.0,0.23788546,0.06828194,0.10180624,4.097339984095141,108.46056518310468,102.74729668510639,105.5544463543904,40.934527033388065,56.91007995621237
671096,Andrew Abbott,,109.1,21.0,21.0,120.0,100.0,47.0,44.0,1.0,0.26143791,0.09586057,0.10906217,4.334956211035037,90.11146783371117,102.84004877618969,93.07854148045354,47.680326253951534,53.02931113277133
642585,Felix Bautista,,42.0,37.0,0.0,74.0,19.0,7.0,13.0,2.0,0.47435897,0.08333333,0.2125,1.6944167211976158,126.04045444682261,99.15299471647711,130.4594321535397,80.0,41.384916875
607625,Seth Lugo,,106.2,19.0,19.0,104.0,98.0,44.0,27.0,1.0,0.23744292,0.06164384,0.09683099,3.9504160688221996,99.2485115045495,104.72325958162038,103.55734315836315,44.41675643779343,56.711515099765265
518876,Merrill Kelly,,125.1,21.0,21.0,132.0,107.0,48.0,48.0,2.0,0.25631068,0.09320388,0.12145749,4.134761471234968,95.07181168488344,102.4291842903929,99.34099505532954,43.175079473684214,57.42516696356276
453286,Max Scherzer,,125.0,21.0,21.0,148.0,102.0,49.0,33.0,3.0,0.29306931,0.06534653,0.13175164,3.524982577335768,104.74710642502575,104.65790136326532,107.40773889106659,50.30360069661788,62.0425048409894
601713,Nick Pivetta,,108.0,31.0,9.0,147.0,73.0,40.0,35.0,3.0,0.34265734,0.08158508,0.14046243,2.9615056802635085,104.80583613388897,103.48116426939103,108.18722839091275,58.38021216763006,58.823938624277446
502043,Kyle Gibson,,140.0,24.0,24.0,121.0,141.0,74.0,39.0,5.0,0.20613288,0.06643952,0.11021143,4.221113227169326,92.81395124609004,102.04792397113656,98.31232070048459,47.34493797121008,52.60072224921277
621244,Jose Berrios,,143.2,24.0,24.0,140.0,125.0,53.0,41.0,8.0,0.237691,0.06960951,0.1077683,4.119472616659536,95.72320666647026,106.09922939859169,102.06046987032178,48.45143881903907,58.906867772788495
645261,Sandy Alcantara,,133.1,20.0,20.0,102.0,128.0,57.0,34.0,2.0,0.18613139,0.0620438,0.1174668,4.296237449394047,109.98695608619147,104.84090046066343,114.13283868523895,55.123663161389175,62.61709752808988
680570,Grayson Rodriguez,,85.0,15.0,15.0,85.0,74.0,32.0,25.0,2.0,0.24637681,0.07246377,0.12814975,3.9093937363628477,115.2604007168788,103.39478455340594,116.65656878513549,65.16356603311736,61.45758402447803
605182,Mike Clevinger,,90.0,16.0,16.0,75.0,80.0,33.0,22.0,7.0,0.20491803,0.06010929,0.10591673,4.591791102199468,98.62068065999995,101.62573651161378,99.0130962285399,49.539487428780134,59.8503892768444
641927,Bailey Ober,,120.0,22.0,22.0,124.0,109.0,50.0,23.0,7.0,0.2556701,0.04742268,0.14111055,3.7716883138057495,100.84269072476631,104.74122536605252,102.89480859387544,44.630862231278655,61.666620208863975
672282,Reid Detmers,,113.2,21.0,21.0,127.0,102.0,55.0,46.0,10.0,0.2602459,0.0942623,0.1198578,4.162871630541581,100.79246358968045,100.82598345910436,101.24503308008131,42.355456561706454,51.374609563230074
682227,Brandon Williamson,,117.0,23.0,23.0,98.0,111.0,58.0,39.0,2.0,0.19959267,0.07942974,0.09278351,4.716143816811559,99.28419870605818,98.55432843012834,96.81440405827155,42.830149680412354,51.21422062371134
622491,Luis Castillo,,150.1,25.0,25.0,167.0,123.0,59.0,47.0,4.0,0.27066451,0.07617504,0.14709468,3.846434022702677,105.61158057261812,101.72010174686605,107.71921852053794,57.90503252336448,57.56622829337669
571927,Steven Matz,,63.1,17.0,9.0,61.0,57.0,19.0,16.0,2.0,0.23106061,0.06060606,0.10912343,3.939291915509626,98.69609791166427,107.71836463126478,102.57659065558246,44.608599485018736,61.72356804307116
663903,Brady Singer,,120.0,21.0,21.0,96.0,135.0,64.0,35.0,5.0,0.18390805,0.06704981,0.09778693,4.409931756143163,87.83108550648494,101.30526528159768,91.81006416058585,45.52716325270201,54.57720727225939
450203,Charlie Morton,,116.0,22.0,22.0,134.0,103.0,51.0,65.0,10.0,0.2627451,0.12745098,0.12757794,4.540869775965728,98.12233787076035,95.16080585681419,93.15028648591375,49.10769922302158,45.66060428297363
573186,Marcus Stroman,,86.2,18.0,16.0,72.0,80.0,42.0,33.0,2.0,0.19354839,0.08870968,0.08810888,4.336136163960611,98.47187999617626,99.39955067168636,101.18231709482424,42.25073991741741,46.21242828078078
650633,Michael King,,82.0,36.0,9.0,103.0,68.0,26.0,27.0,3.0,0.30383481,0.07964602,0.11454408,3.3222879366307763,104.74631443802505,100.28105619606963,105.19012997680024,60.7710995327807,54.26327723436322
650911,Cristopher Sanchez,,95.0,18.0,17.0,91.0,83.0,35.0,14.0,3.0,0.24202128,0.03723404,0.11751983,3.2812435489615854,109.37274741648642,94.03676520067293,103.96717231434751,54.79296842105261,58.85307937274693
593958,Eduardo Rodriguez,,101.0,18.0,18.0,96.0,97.0,47.0,38.0,3.0,0.22273782,0.08816705,0.10447761,4.47910448044734,94.10517069703866,98.32627836699803,92.89263785226062,40.16357731343283,56.90152765373135
608379,Michael Wacha,,90.0,16.0,16.0,83.0,74.0,28.0,30.0,1.0,0.22554348,0.08152174,0.11096076,4.430166334740776,98.96648473913697,99.95076576216997,97.40703723466642,49.054483768606225,58.61314807848445
691587,Eury Perez,,86.2,18.0,18.0,101.0,68.0,30.0,29.0,2.0,0.28531073,0.0819209,0.15586207,3.989899621498557,111.08190418916269,97.59491579586923,109.0740449057593,62.59234766206897,50.00899467586206
656288,Griffin Canning,,103.0,19.0,17.0,118.0,97.0,44.0,27.0,3.0,0.27314815,0.0625,0.12775579,3.6047420120696687,94.74386035783628,107.97648908010142,103.04349946159395,50.45541181384249,54.20109758353223
640455,Sean Manaea,,91.2,29.0,4.0,97.0,74.0,35.0,26.0,5.0,0.25935829,0.06951872,0.11176857,3.5514916876627436,98.41625288240503,102.59813026198469,99.19577118334894,40.44340427350427,57.3691830506246
