mlb_id,player_name_fg,season,ip,g,gs,so,h,er,bb,hbp,k_pct,bb_pct,swstr_pct,siera,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command
656557,Tanner Houck,,58.0,9.0,9.0,57.0,48.0,14.0,11.0,5.0,0.24255319,0.04680851,0.11200924,3.138591698578658,106.91031090220072,107.56848334388175,110.95968486768824,52.43612695150116,61.272740103926104
607192,Tyler Glasnow,,62.0,10.0,10.0,81.0,40.0,20.0,16.0,0.0,0.3375,0.06666667,0.13326111,2.76535925092774,110.13854649148024,99.31078605113424,111.77592255821017,68.29112572047671,54.93735606717227
676710,Kutter Crawford,,52.1,9.0,9.0,52.0,42.0,13.0,16.0,2.0,0.24186047,0.0744186,0.11750306,4.003326134769811,102.30240993349162,99.5281508899736,101.44757487723231,46.334838776009796,50.87702986536108
656302,Dylan Cease,,55.0,9.0,9.0,68.0,26.0,15.0,17.0,1.0,0.32692308,0.08173077,0.15151515,3.131546675452481,109.7146265915226,102.5539828590739,112.74520430099925,67.99031746352414,50.912992536475876
624133,Ranger Suarez,,59.0,9.0,9.0,58.0,35.0,9.0,10.0,3.0,0.26484018,0.0456621,0.10216346,2.9499767036483706,100.38593769088965,112.22612656256817,111.20400581940747,42.51859823317307,61.96854055288462
669373,Tarik Skubal,,49.0,8.0,8.0,60.0,34.0,11.0,8.0,1.0,0.31578947,0.04210526,0.14917127,2.7443258760647806,113.92175564602114,101.76372236761333,114.67630842299118,59.66875727900553,64.04887915745856
579328,Yusei Kikuchi,,52.0,9.0,9.0,55.0,47.0,15.0,10.0,0.0,0.26315789,0.04784689,0.11138015,3.3263413860995867,105.06225181598062,109.40844659671778,114.68144686575194,63.64901053268765,64.9200619007264
592351,Jon Gray,,52.0,10.0,9.0,52.0,47.0,12.0,14.0,0.0,0.24074074,0.06481481,0.13064133,3.742088694840655,86.82921194627829,104.71013563061199,92.30150715943797,34.136370118764845,58.38552769596199
554430,Zack Wheeler,,53.1,9.0,9.0,65.0,37.0,15.0,16.0,3.0,0.29953917,0.07373272,0.13656885,3.185609455025873,110.10552075892218,106.12125867931539,113.65722547646939,57.80400620767496,61.781648261851004
684007,Shota Imanaga,,46.2,8.0,8.0,51.0,36.0,5.0,8.0,0.0,0.27868852,0.04371585,0.15107914,3.236466367498145,102.1730286136745,112.6082905563677,113.75300076662795,53.79282890647482,63.54752798561152
668881,Hunter Greene,,52.1,9.0,9.0,58.0,40.0,19.0,22.0,5.0,0.26605505,0.10091743,0.11870101,3.9876237547287334,113.33922846190764,94.28508911980678,106.89100511390706,53.80069638297872,45.7323583762598
519242,Chris Sale,,49.2,8.0,8.0,61.0,36.0,14.0,8.0,4.0,0.31282051,0.04102564,0.15505913,2.651974140852136,109.76055821717519,105.23927025261251,108.79524343423019,48.99381636005257,63.809916872536135
681857,Reese Olson,,47.1,8.0,8.0,41.0,32.0,11.0,15.0,3.0,0.21693122,0.07936508,0.12600536,3.975155841529146,93.6571071553622,99.51060058866571,92.75796441639856,44.11544317694371,44.86719328418231
666142,Cole Ragans,,49.0,9.0,9.0,57.0,47.0,23.0,16.0,1.0,0.27272727,0.07655502,0.14459295,3.528262815145747,114.85728036354712,96.15042267050484,112.05543461862108,65.47171287970838,55.23590944106927
607625,Seth Lugo,,59.2,9.0,9.0,48.0,45.0,11.0,12.0,1.0,0.20689655,0.05172414,0.08675264,4.049959167014057,98.1566992193872,98.17752116180587,96.82441255500387,43.55369172332942,54.509551395076194
695243,Mason Miller,,18.1,14.0,0.0,38.0,7.0,2.0,5.0,0.0,0.56716418,0.07462687,0.21754386,0.7775007420106503,131.47691228070175,101.72273684210528,129.3004210526316,77.67736031578949,64.23609856140351
657746,Joe Ryan,,53.0,9.0,9.0,58.0,47.0,21.0,7.0,1.0,0.27358491,0.03301887,0.12515042,3.1471631330611025,104.90893404949898,115.39564300357434,119.52856221800761,54.51930439024391,72.74538017615176
641793,Zack Littell,,49.2,9.0,9.0,48.0,57.0,19.0,8.0,2.0,0.22641509,0.03773585,0.11633663,3.7160121053284407,90.89765637839295,110.43333220094972,99.29543148237018,41.58928481435644,61.69677422029704
669923,George Kirby,,50.1,9.0,9.0,51.0,43.0,20.0,5.0,3.0,0.25123153,0.02463054,0.10506329,3.3609826131194613,103.05145001762791,106.31863458687303,106.74795709845455,50.30445840506329,61.7661474556962
622491,Luis Castillo,,54.1,9.0,9.0,64.0,50.0,20.0,11.0,0.0,0.28959276,0.04977376,0.13101904,3.155664174475647,106.10300142119422,109.21216808127845,113.96972572956962,51.45274634880803,64.9564983437892
676979,Garrett Crochet,,51.2,10.0,10.0,70.0,40.0,24.0,12.0,2.0,0.33653846,0.05769231,0.14037123,2.7070879027060437,111.32935500617826,107.2178906934777,117.87928243148339,70.72804285382831,63.68574530162413
665871,Javier Assad,,48.1,9.0,9.0,42.0,35.0,8.0,15.0,1.0,0.21649485,0.07731959,0.06382979,4.180406517750705,94.75787084798316,101.3535071123313,96.49954606593481,40.04957871088861,51.62277947434293
657277,Logan Webb,,59.1,10.0,10.0,47.0,63.0,20.0,17.0,2.0,0.187251,0.06772908,0.07084189,3.7373350825373626,103.85666349476635,101.3231532027846,106.36405619271801,60.513593049281326,56.85470390143737
641154,Pablo Lopez,,50.1,9.0,9.0,58.0,45.0,22.0,8.0,1.0,0.28712871,0.03960396,0.13381995,3.0508860346971054,94.92479218421867,110.3695706406134,105.44234931368405,51.938575583941606,49.04275847931874
663776,Patrick Sandoval,,45.0,9.0,9.0,48.0,52.0,25.0,17.0,1.0,0.23762376,0.08415842,0.12289157,3.9232370672369514,102.06042128551208,101.69196624054034,105.81302892234989,50.218655891566264,52.78015444578313
656427,Jack Flaherty,,48.2,8.0,8.0,63.0,45.0,21.0,6.0,3.0,0.32474227,0.03092784,0.15104167,2.4907921088941984,100.82599067982459,107.68896820175439,109.19054029605262,48.05538494783905,59.19680058122206
