mlb_id,player_name_fg,team,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
543037,Gerrit Cole,NYY,37.2,6.0,6.0,140.0,62.0,24.0,6.0,7.0,3.0,1.0,1.0,1.433628342782558,0.5417154940323514,1.836034306072559,1.7081351914618996,0.44285714,0.02142857,0.16360601,,119.44574603505843,113.68309021981078,133.82779980523094,70.7576663772955,66.23927083472455,-1.592361936560935
594798,Jacob deGrom,NYM,35.0,5.0,5.0,123.0,59.0,16.0,2.0,5.0,4.0,0.0,2.0,0.5142857142857142,0.8843198367527556,1.452131702218737,1.517532908795755,0.4796748,0.03252033,0.23044397,,116.60585287323686,120.1581449583175,138.54912225273387,73.80760528541227,68.62657147991543,-1.887270824524313
669203,Corbin Burnes,MIL,29.1,5.0,5.0,108.0,49.0,16.0,5.0,6.0,0.0,3.0,1.0,1.5340909257161717,0.5791250034797288,1.278768661238763,1.4119023101408243,0.4537037,0.0,0.19354839,,125.84839285714285,110.54648502304148,136.2072811059908,68.85274850230414,51.523622419354844,-1.4217293087557605
607192,Tyler Glasnow,TBR,37.2,6.0,6.0,143.0,56.0,19.0,7.0,7.0,11.0,0.0,2.0,1.6725663999129843,1.7629544526989749,2.618457569194869,2.6354709568319197,0.39160839,0.07692308,0.16608392,,119.4948151353597,98.73375856816452,121.10915114588381,76.89319826923077,55.27643176573427,-1.1011575
477132,Clayton Kershaw,LAD,38.2,6.0,6.0,150.0,39.0,30.0,9.0,10.0,5.0,0.0,3.0,2.094827620651436,2.549344457088838,3.22903581353511,3.3748136068811587,0.26,0.03333333,0.15572233,,114.08801259061467,95.47947889636667,113.45403227464806,58.10419510318949,56.40503478424015,-0.176827861163227
669456,Shane Bieber,CLE,42.1,6.0,6.0,172.0,68.0,28.0,13.0,13.0,14.0,1.0,5.0,2.7637795483129572,2.5558608895086063,2.3957967192695846,2.6516852062466985,0.39534884,0.08139535,0.19085174,,104.69110410094638,100.57309148264984,105.88261829652997,58.045393769716085,55.853902413249216,-0.3014460252365931
543135,Nathan Eovaldi,BOS,34.2,6.0,6.0,143.0,32.0,33.0,14.0,14.0,7.0,3.0,0.0,3.634615451273835,2.1892648737106097,3.5634315551982008,3.783506366873773,0.22377622,0.04895105,0.13333333,,112.5032643097643,102.19698947811447,112.34005218855219,53.03953135185184,63.32673927777778,-0.6503822407407408
605540,Brandon Woodruff,MIL,35.0,6.0,6.0,133.0,40.0,19.0,7.0,7.0,9.0,2.0,1.0,1.8,2.1986055510384697,3.03702529498509,3.305656233821653,0.30075188,0.06766917,0.11450382,,118.12829340294991,107.54227874712225,122.33149748300895,63.626338396946565,64.7323891793893,-1.1644693129770995
605400,Aaron Nola,PHI,37.2,6.0,6.0,151.0,39.0,31.0,13.0,13.0,5.0,2.0,3.0,3.1061947426955423,2.6921580082061887,3.436735741403489,3.4659600210464654,0.25827815,0.03311258,0.12007168,,106.73323042548849,103.72429201622748,109.46755216110054,50.15304050179211,64.64830288530464,-0.5718018637992831
571510,Matthew Boyd,DET,35.2,6.0,6.0,139.0,24.0,26.0,9.0,10.0,7.0,3.0,1.0,2.271028138589776,3.02984720033187,5.039829964940608,4.827783057110188,0.17266187,0.05035971,0.09664694,,98.74717948717948,107.31045364891519,99.61783037475347,47.64099856015779,64.21879341222879,-0.49783704142011836
506433,Yu Darvish,SDP,38.0,6.0,6.0,149.0,49.0,23.0,9.0,9.0,11.0,4.0,4.0,2.131579000864004,3.143718332332918,3.586089999670879,3.2492959929102407,0.32885906,0.0738255,0.11937716,,106.97806228373702,101.55006920415227,110.11539792387543,60.4404656401384,62.79735743944636,-0.6435002595155709
518633,Danny Duffy,KCR,30.0,5.0,5.0,118.0,34.0,20.0,2.0,4.0,9.0,0.0,2.0,0.6,2.670034122467041,3.7441657950480782,3.6867798581186735,0.28813559,0.07627119,0.13871636,,104.64050157593967,111.44118651004057,115.73664009241023,59.69545761904762,61.526473768115935,-0.7460967908902691
669432,Trevor Rogers,MIA,28.0,5.0,5.0,109.0,38.0,18.0,4.0,5.0,10.0,1.0,1.0,1.2857142857142858,2.09860555103847,3.1466302309717453,3.2050427311633034,0.34862385,0.09174312,0.17577197,,103.55254464678454,103.31978607665464,103.9132570892349,62.30570394299287,62.47690380047505,-0.8121295486935866
607074,Carlos Rodon,CHW,25.0,4.0,4.0,95.0,36.0,7.0,2.0,3.0,9.0,3.0,1.0,0.72,2.2500341224670413,3.1415238237380985,2.951124550136883,0.37894737,0.09473684,0.17349398,,111.18590118271251,93.14191135182935,104.30408621642532,62.93181212048192,50.171969999999995,-0.3122647710843373
607644,John Means,BAL,37.0,6.0,6.0,139.0,38.0,21.0,7.0,7.0,10.0,0.0,5.0,1.7027027465898346,3.683547649216356,3.881894875683933,3.7648871478379764,0.27338129,0.07194245,0.1443662,,113.74892738985399,107.91224937151512,117.31231481048765,60.449015580985915,60.23262411971831,-0.9854479577464788
502043,Kyle Gibson,TEX,33.1,6.0,6.0,135.0,27.0,27.0,8.0,9.0,11.0,1.0,0.0,2.160000022530556,2.6300341168344024,4.006236589928593,4.3508265410639115,0.2,0.08148148,0.12753036,,98.57788663967612,103.2830145272684,105.19795427482732,54.43508906882591,51.36412036437247,-0.04926740890688259
621107,Zach Eflin,PHI,32.2,5.0,5.0,128.0,27.0,33.0,13.0,13.0,2.0,0.0,3.0,3.581632722769615,2.8945239130232245,3.5910343683325565,3.8592836780548097,0.2109375,0.015625,0.09090909,,96.24431734622544,115.3824676498147,110.14589592536656,43.36644973392461,66.78126277161863,-0.6297550776053216
605397,Joe Musgrove,SDP,29.0,5.0,5.0,110.0,41.0,14.0,4.0,5.0,5.0,3.0,3.0,1.2413793103448276,2.514861708673938,2.2043153690880746,2.3789111825352434,0.37272727,0.04545455,0.16666667,,121.62261261261261,95.97801801801803,111.30013513513514,49.91377662162162,50.24834853603603,-0.23064283783783784
621244,Jose Berrios,MIN,26.2,5.0,5.0,102.0,33.0,18.0,9.0,9.0,8.0,2.0,1.0,3.0375001810491193,2.307534071058032,3.0771421321247825,3.2664964093826208,0.32352941,0.07843137,0.1087963,,105.63291666666666,94.53773148148149,99.71597222222223,54.424679097222224,50.44030402777777,-0.10157201388888887
458681,Lance Lynn,CHW,24.2,4.0,4.0,97.0,29.0,20.0,5.0,7.0,4.0,0.0,2.0,1.8243243713462514,2.3592232907575967,3.3079587021498966,3.2250266276881323,0.29896907,0.04123711,0.12938005,,111.08598382749327,110.89606469002696,118.3377897574124,57.02195741239892,70.72400423180594,-1.109023692722372
554430,Zack Wheeler,PHI,38.2,6.0,6.0,154.0,41.0,31.0,15.0,15.0,12.0,2.0,4.0,3.4913794538637464,3.4803789628104855,3.5500830844064812,3.8269309755215666,0.26623377,0.07792208,0.12006579,,118.23872002486941,105.57297455041198,122.54550576872053,64.29792741776316,66.99482861842105,-1.247449967105263
656629,Michael Kopech,CHW,18.2,7.0,2.0,68.0,30.0,8.0,3.0,3.0,4.0,0.0,1.0,1.4464286206936365,1.2950340586049196,1.732838297752114,1.823663568027101,0.44117647,0.05882353,0.16107383,,118.04610738255033,108.56107382550336,123.78765100671141,64.13707587248322,69.89137533557047,-1.3962239261744966
621111,Walker Buehler,LAD,31.1,5.0,5.0,122.0,31.0,28.0,11.0,11.0,2.0,1.0,4.0,3.1595745001404794,3.1381192285262283,3.3930653684751153,3.3880315193034436,0.25409836,0.01639344,0.11914894,,112.44843373139348,107.05508207888319,116.08504894457992,61.18685987234042,65.23986425531916,-1.2287818510638298
628711,Julio Urias,LAD,30.2,5.0,5.0,122.0,32.0,24.0,11.0,12.0,6.0,1.0,3.0,3.228260936493686,3.039599337154165,3.551400193120937,3.589253570150129,0.26229508,0.04918033,0.13211845,,119.35780127416467,110.98929076778775,125.08447535112617,59.598279931662866,74.75495079726652,-1.6560796355353076
641154,Pablo Lopez,MIA,34.2,6.0,6.0,137.0,34.0,28.0,9.0,10.0,10.0,0.0,3.0,2.3365385043903224,3.1988802768422304,3.448046937697444,3.874262551676513,0.24817518,0.0729927,0.11007463,,101.01472378731343,105.15119695273631,111.03848949004976,59.256239011194026,66.25247669776118,-0.7761469962686566
664299,Cristian Javier,HOU,20.2,4.0,4.0,79.0,26.0,11.0,2.0,2.0,6.0,2.0,0.0,0.8709677687296642,1.8151953711097857,3.351897915735977,3.2377699445318737,0.32911392,0.07594937,0.1284153,,104.09650273224045,99.28284153005465,104.45076502732239,49.213403907103825,47.166160655737706,0.14867016393442622
592836,Taijuan Walker,NYM,31.2,6.0,5.0,136.0,33.0,26.0,12.0,13.0,15.0,2.0,1.0,3.410526486975343,3.1068762245600903,4.312134232563727,4.4889302130273485,0.24264706,0.11029412,0.11334552,,100.94629529840941,95.21046056069814,95.79685560350367,46.56532447897624,51.269749780621574,0.32584674588665447
543101,Anthony DeSclafani,SFG,36.0,6.0,6.0,141.0,33.0,25.0,8.0,8.0,9.0,0.0,3.0,2.0,3.170034122467041,3.557002561291059,3.8188295023984953,0.23404255,0.06382979,0.10958904,,100.42712620848788,99.64598124835705,101.34720156555773,49.47945095890411,57.411338806262236,-0.1509338747553816
545333,Trevor Bauer,LAD,40.0,6.0,6.0,148.0,51.0,19.0,11.0,12.0,8.0,2.0,7.0,2.4750000590086,3.645034133791924,3.2667234108552763,2.8761418443785556,0.34459459,0.05405405,0.13085622,,103.17500802656056,115.76413527788077,119.25845083812382,70.24382893280632,63.02378553359683,-1.225374209486166
573186,Marcus Stroman,NYM,29.1,6.0,6.0,113.0,23.0,22.0,6.0,9.0,6.0,1.0,1.0,1.840909112729748,2.760943208527097,3.28014073827515,3.644040346741083,0.20353982,0.05309735,0.11576355,,103.69828133112989,98.49565465977169,103.32102023684328,51.344561847290635,61.0146586453202,-0.5704222167487684
641816,Tyler Mahle,CIN,25.2,5.0,5.0,102.0,36.0,14.0,5.0,6.0,11.0,2.0,2.0,1.7532467966760115,2.897306842984106,3.6028543863592586,3.3590652290394334,0.35294118,0.10784314,0.12688172,,105.54248338220918,109.14741691104595,115.78924828934505,60.363744000000004,67.40982438709678,-1.0445101505376344
641540,Dane Dunning,TEX,22.2,5.0,5.0,96.0,24.0,24.0,10.0,10.0,5.0,0.0,1.0,3.9705883466661214,2.2876811565412365,3.3487813918204106,3.5803948140669415,0.25,0.05208333,0.09770115,,86.59616421707177,102.83274977792135,90.00436757382433,38.29230606321839,55.95469991379309,0.12624497126436784
456501,Johnny Cueto,SFG,20.0,3.0,3.0,74.0,18.0,13.0,4.0,4.0,4.0,0.0,0.0,1.8000001716613934,1.9700340080261123,3.469741958649906,3.85972045754769,0.24324324,0.05405405,0.10652921,,94.41016990161587,109.576024611874,103.4030839094667,40.35435247422681,60.45852800687285,-0.0819673883161512
596001,Jakob Junis,KCR,23.1,6.0,4.0,94.0,27.0,20.0,9.0,9.0,7.0,0.0,1.0,3.471428618723033,2.3128912536465394,3.268058803735797,3.517378738861154,0.28723404,0.07446809,0.12202381,,91.36689605110337,97.53830284552843,89.14102932636469,42.70255785714286,50.80334,0.2250681547619048
642547,Freddy Peralta,MIL,28.0,6.0,5.0,112.0,45.0,14.0,7.0,7.0,14.0,2.0,3.0,2.25,3.062891265324184,3.3713833159634046,3.1095138351210063,0.40178571,0.125,0.14717742,,107.25614319204803,101.35561526840044,112.70751616029007,70.82861197580644,48.584503185483875,-0.5710194556451612
656427,Jack Flaherty,STL,34.1,6.0,6.0,139.0,36.0,25.0,13.0,16.0,10.0,3.0,3.0,3.4077670218436884,3.3447914056385124,3.956101478405993,3.899042106993867,0.25899281,0.07194245,0.11055276,,98.97584913816395,108.1411516363178,108.40842636119666,49.58686408710218,57.66605100502513,-0.1572208040201005
518774,Matt Harvey,BAL,31.0,6.0,6.0,134.0,22.0,31.0,14.0,14.0,9.0,1.0,2.0,4.064516379111282,3.5571309204776393,4.596613248222359,4.808291735761259,0.1641791,0.06716418,0.07378641,,90.91789585172108,103.86379346866725,95.83280229479259,37.26557481553398,57.44390318446602,0.20126578640776696
645261,Sandy Alcantara,MIA,36.2,6.0,6.0,146.0,36.0,25.0,13.0,14.0,11.0,3.0,3.0,3.1909091462379653,3.415488672177654,3.8916592636390193,3.9769434161116615,0.24657534,0.07534247,0.13970588,,105.90580889537055,98.74235293219633,108.10073165715967,59.729629981617656,51.267289540441176,-0.25612777573529416
453343,Mark Melancon,SDP,13.0,12.0,0.0,43.0,14.0,4.0,1.0,1.0,1.0,0.0,0.0,0.6923076923076923,1.246957199390118,2.061278180892651,1.6621825042470477,0.3255814,0.02325581,0.09944751,,104.26110497237568,112.17071823204421,112.55856353591162,42.94275331491713,55.32588281767956,-0.2589797237569061
592332,Kevin Gausman,SFG,33.2,5.0,5.0,130.0,34.0,19.0,8.0,8.0,10.0,0.0,3.0,2.138613901773092,3.199737093325001,3.9279659157069706,3.917304247611667,0.26153846,0.07692308,0.14226804,,105.16123711340205,107.93513402061856,116.05665979381442,61.13510439175258,64.62287131958763,-1.131465113402062
598264,Matt Barnes,BOS,14.0,13.0,0.0,50.0,25.0,5.0,4.0,4.0,3.0,0.0,1.0,2.5714285714285716,1.1700341224670412,1.6277472219296867,1.2517392534454348,0.5,0.06,0.20379147,,114.22227488151658,113.18824644549764,120.60616113744075,59.989501990521326,69.63169421800947,-1.545986587677725
675916,James Karinchak,CLE,10.2,12.0,0.0,37.0,22.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.11121640314822168,1.046646427900825,0.6208165132301348,0.59459459,0.05405405,0.21387283,,121.93965317919076,110.3928323699422,132.0980346820809,65.17016000000001,55.324162369942194,-1.0268482080924857
547973,Aroldis Chapman,NYY,9.0,9.0,0.0,32.0,22.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.7188547664218476,-0.13073405755890732,0.6292487659454354,0.6875,0.09375,0.23529412,,137.39176470588234,118.93264705882353,157.9469117647059,80.0,62.702402573529405,-2.6760636764705876
664353,Jose Urquidy,HOU,34.0,6.0,6.0,139.0,27.0,31.0,14.0,14.0,8.0,1.0,4.0,3.70588245688838,3.9053282607385453,4.970566712071828,4.752466294813989,0.1942446,0.05755396,0.09302326,,97.49910138536421,110.26375254815495,105.18656321504348,46.06644771019678,64.58893239713774,-0.4507301252236136
547943,Hyun-Jin Ryu,TOR,27.2,5.0,5.0,111.0,26.0,26.0,8.0,9.0,3.0,0.0,3.0,2.6024097880633357,3.025455800907967,3.3376646411781152,3.548159017575648,0.23423423,0.02702703,0.13270142,,92.87592417061612,113.82402843601893,105.7960663507109,43.955119099526065,67.75822369668246,-0.6770175355450236
642232,Ryan Yarbrough,TBR,33.1,6.0,4.0,144.0,26.0,37.0,18.0,21.0,6.0,3.0,2.0,4.860000185394294,3.2000341236114505,4.378476129079037,4.386692351679971,0.18055556,0.04166667,0.11238095,,102.4246125569111,115.05119080246749,117.94967605761599,52.755753600000006,60.99803834285714,-0.6614126095238095
592351,Jon Gray,COL,34.1,6.0,6.0,144.0,30.0,28.0,12.0,13.0,14.0,0.0,3.0,3.1456311844624336,3.781684630556959,4.1874379600794835,4.57510052408395,0.20833333,0.09722222,0.09636364,,90.44244606048112,104.81969620686353,96.36121248841746,38.14607334545455,57.38110072727273,0.3009534545454546
450203,Charlie Morton,ATL,33.2,6.0,6.0,142.0,39.0,29.0,19.0,19.0,12.0,3.0,4.0,5.079208016711093,3.7343905687682737,3.500006004878259,3.6944662940739805,0.27464789,0.08450704,0.11275416,,109.55982507551508,94.1890243902439,102.57597583517426,54.350020554528655,53.48245719038817,-0.21713384473197783
623352,Josh Hader,MIL,10.2,11.0,0.0,40.0,19.0,3.0,1.0,1.0,5.0,0.0,0.0,0.8437500550062431,1.0137839818955312,2.5024646232557815,2.181300953445435,0.475,0.125,0.22560976,,130.66926829268297,95.14329268292683,126.91987804878049,80.0,52.09254273972603,-1.1029584931506848
