mlb_id,player_name_fg,team,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
605400,Aaron Nola,PHI,205.0,32.0,32.0,807.0,235.0,168.0,74.0,75.0,29.0,9.0,19.0,3.248780548259094,2.580723674695879,2.769559263399813,2.8024568154976937,0.29120198,0.03593556,0.12635735,,110.90918522168518,107.35028420731265,115.45467404601077,51.792013267522215,69.84928888121092,-0.8831014346824614
607074,Carlos Rodon,SFG,178.0,31.0,31.0,710.0,237.0,131.0,57.0,59.0,52.0,3.0,12.0,2.882022502792257,2.2528804306549914,2.906745439506,2.826217413757532,0.33380282,0.07323944,0.14103853,,114.12527492235021,102.59982119472693,113.32165542989611,59.55835160134004,56.70168885427136,-0.737817795644891
434378,Justin Verlander,HOU,175.0,28.0,28.0,666.0,185.0,116.0,34.0,43.0,29.0,6.0,12.0,1.748571447629345,2.489573852017461,3.2307812598900143,3.086807218791894,0.27777778,0.04354354,0.11584196,,111.42256584449918,105.41733368099013,114.67894207405146,48.34357216340622,61.33219007288069,-0.4140424280782509
645261,Sandy Alcantara,MIA,228.2,32.0,32.0,886.0,207.0,174.0,58.0,67.0,50.0,9.0,16.0,2.282798868728153,2.985608842289422,3.2930845668638264,3.4178688299183073,0.23363431,0.05643341,0.1216133,,109.21348013451264,103.33034500354879,111.77986975388082,58.16465849753693,61.98253152401477,-0.8119684513546798
660271,Shohei Ohtani,LAA,166.0,28.0,28.0,660.0,219.0,124.0,43.0,45.0,44.0,2.0,14.0,2.3313253413853934,2.401587615917791,2.6518031623851335,2.7331527533206605,0.33181818,0.06666667,0.1494865,,118.02861721769052,96.54634150692569,116.33118686402132,67.83278972993533,52.6003122708254,-0.7123599999999998
592332,Kevin Gausman,TOR,174.2,31.0,31.0,725.0,205.0,188.0,65.0,72.0,28.0,1.0,15.0,3.3492367265594174,2.3796065555100365,2.7548642850906178,2.9391249467730667,0.28275862,0.03862069,0.15522817,,104.9657510521095,108.22297455888062,111.56842102029007,59.805458796263025,66.25396398490837,-0.9864840531800217
608331,Max Fried,ATL,185.1,30.0,30.0,733.0,170.0,156.0,51.0,55.0,32.0,4.0,12.0,2.476618734771967,2.7023590542935576,3.0907235636844876,3.308786015885461,0.2319236,0.04365621,0.11994322,,103.03234268840322,105.47467579266535,110.98121451116702,51.23570452803407,51.557774900638755,-0.1545322959545777
675911,Spencer Strider,ATL,131.2,31.0,20.0,528.0,202.0,86.0,39.0,42.0,45.0,3.0,7.0,2.6658229135355365,1.8288866358868388,2.2958085465930407,2.4066250930191644,0.38257576,0.08522727,0.15458937,,117.43430554376157,95.81087047858331,111.52754937501551,65.21192933245499,54.57011245498464,-0.6678068730786122
669456,Shane Bieber,CLE,200.0,31.0,31.0,791.0,198.0,172.0,64.0,70.0,36.0,2.0,18.0,2.8800000686645526,2.872430995941162,2.9829505330001007,3.212911959733241,0.25031606,0.04551201,0.13843478,,93.02011370428032,101.34964137305505,96.7550115575909,45.49994306086956,56.52333764521739,0.14412325217391306
669203,Corbin Burnes,MIL,202.0,33.0,33.0,797.0,243.0,144.0,66.0,73.0,51.0,13.0,23.0,2.940594142704033,3.137183477611895,2.8515409588532155,2.9111847501339367,0.30489335,0.06398996,0.15088577,,115.32717136949736,99.02093508333817,116.5331628228822,62.52281774282222,37.88063991753208,-0.28571897373243743
