mlb_id,player_name_fg,team,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
592332,Kevin Gausman,TOR,70.2,12.0,12.0,291.0,77.0,74.0,21.0,26.0,10.0,0.0,2.0,2.674528362043137,1.7256385176408409,2.8241176689106715,3.0415977243109307,0.26460481,0.03436426,0.16167121,,104.10780598568931,111.21366806229372,113.20561174985046,58.46851717529518,68.96357260672116,-1.1971695277020888
645261,Sandy Alcantara,MIA,91.1,13.0,13.0,351.0,82.0,61.0,17.0,22.0,27.0,5.0,4.0,1.6751825225658752,2.9372485156432475,3.567328850989916,3.6818880875485007,0.23361823,0.07692308,0.12878788,,107.25176146510253,102.62339765154712,110.60689281791721,58.91677631060606,59.284144007575755,-0.6699799166666667
669373,Tarik Skubal,DET,69.2,12.0,12.0,272.0,75.0,59.0,21.0,24.0,12.0,1.0,4.0,2.7129186850453673,2.2655410417813213,2.879086145753771,2.995242641351924,0.27573529,0.04411765,0.12195122,,104.89533562517815,102.54642465478993,104.52546663520815,44.37799800187618,56.022798452157595,0.009482823639774875
554430,Zack Wheeler,PHI,63.1,11.0,11.0,257.0,75.0,54.0,20.0,22.0,15.0,5.0,2.0,2.842105363016317,2.1019046503685175,2.883465303121693,2.9641405223463533,0.29182879,0.05836576,0.1294964,,107.663167069313,108.56817154068952,113.77933663458843,56.83247341212744,64.4681909455293,-0.9982399075025693
605397,Joe Musgrove,SDP,72.0,11.0,11.0,281.0,72.0,51.0,12.0,16.0,16.0,3.0,4.0,1.5000000198682153,2.6263198841133235,3.178860211507204,3.3209092932205393,0.25622776,0.0569395,0.11310085,,100.70224316682375,101.76102374220189,101.18243480992773,47.29489355325164,59.85744409990575,-0.36387965127238453
608331,Max Fried,ATL,80.2,13.0,13.0,324.0,75.0,72.0,26.0,27.0,13.0,2.0,6.0,2.9008265034389202,2.77772025126641,2.9302310018928583,3.1925881195765635,0.23148148,0.04012346,0.12346688,,104.37530662305805,105.71581357318068,111.55061324611613,52.219247448896155,54.192341529026976,-0.2885147669664758
527048,Martin Perez,TEX,74.1,12.0,12.0,300.0,60.0,64.0,18.0,23.0,18.0,3.0,2.0,2.179372206629647,2.6953906411353126,3.6799388525010563,3.7874906693241717,0.2,0.06,0.08687616,,94.57923872526739,103.78545690536039,102.36324226123514,37.46930001848429,58.2264597689464,0.19624858595194083
641816,Tyler Mahle,CIN,74.2,14.0,14.0,317.0,86.0,63.0,37.0,39.0,30.0,1.0,7.0,4.459821580472046,3.27314529285139,3.8387691472447565,3.730843762511496,0.27129338,0.09463722,0.11808118,,94.23133403383615,107.54259029304842,104.90950998772267,49.87356476752768,58.819546656826574,-0.18036630258302586
663556,Shane McClanahan,TBR,78.1,13.0,13.0,298.0,105.0,52.0,16.0,21.0,15.0,1.0,10.0,1.8382979021810637,2.703920356734083,2.1215508497354,2.312260905376646,0.35234899,0.05033557,0.1642178,,120.04464943184992,103.7129022760216,122.43361834436972,67.34203433016422,61.22134425237684,-0.9840692739844425
605400,Aaron Nola,PHI,81.2,13.0,13.0,317.0,91.0,63.0,31.0,32.0,10.0,6.0,10.0,3.416326597103325,3.0634514088731963,2.9036454822450657,2.804988779657881,0.28706625,0.03154574,0.11093117,,110.1156974815682,105.37753196639007,113.19709028191937,51.972342,68.94629493927127,-0.8259761052631579
607074,Carlos Rodon,SFG,65.0,12.0,12.0,271.0,83.0,54.0,23.0,24.0,25.0,1.0,4.0,3.184615431339784,2.558584839691072,3.261729167872916,3.3011165968191576,0.30627306,0.09225092,0.13089005,,117.98720027500131,100.94489943060624,115.88607893948208,62.76418568062826,53.48589858638743,-0.764677652705061
641482,Nestor Cortes,NYY,69.2,12.0,12.0,270.0,75.0,48.0,15.0,16.0,17.0,1.0,6.0,1.9377990872734263,2.854057790026751,3.4981342716383197,3.3331433764586964,0.27777778,0.06296296,0.10163339,,112.2383059156441,102.64680610641386,108.93518957766673,50.268021234119786,57.32722622504537,-0.544064001814882
669456,Shane Bieber,CLE,71.2,12.0,12.0,291.0,75.0,66.0,24.0,26.0,17.0,1.0,5.0,3.013953595323912,2.679872846778758,3.1775256942405594,3.369141011736695,0.25773196,0.05841924,0.13716404,,88.81248532993158,100.33469550627085,91.70404403397471,41.42902149212234,50.97032633920296,0.5814710101946247
666201,Alek Manoah,TOR,75.2,12.0,12.0,295.0,68.0,55.0,14.0,17.0,14.0,5.0,5.0,1.6651982518771524,2.927408973676858,3.7509125322317263,3.6562679091966737,0.23050847,0.04745763,0.11407544,,102.91666016861642,98.2715071342407,99.04653208782126,53.57151922723091,53.702648666053356,-0.3244660441582337
657140,Kyle Wright,ATL,73.2,12.0,12.0,292.0,80.0,51.0,21.0,23.0,25.0,4.0,4.0,2.5656109150850055,2.8273631222093187,3.2468294654906273,3.4139759460377914,0.2739726,0.08561644,0.12864964,,101.62647246689593,95.98156881784577,96.270785438892,51.788845812043796,50.49936950729927,0.06739379562043797
669203,Corbin Burnes,MIL,78.2,13.0,13.0,312.0,100.0,58.0,22.0,25.0,17.0,5.0,10.0,2.5169492033972416,3.0615835430087186,2.763955533838364,2.7141562477185905,0.32051282,0.05448718,0.16731216,,116.38966692486444,96.92182804027884,115.16120836560808,62.24758984508135,34.33692889233152,-0.12121057319907047
656302,Dylan Cease,CHW,68.0,13.0,13.0,295.0,97.0,58.0,22.0,32.0,34.0,1.0,5.0,2.9117648283915587,2.759489810343019,3.0662754913327763,3.3310071395869407,0.32881356,0.11525424,0.15359741,,107.31540942772644,101.64122292989353,108.06923252668875,64.07003416329832,54.2465623362975,-0.36912493936944224
