mlb_id,player_name_fg,team,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
668678,Zac Gallen,ARI,37.2,6.0,6.0,141.0,51.0,24.0,9.0,10.0,5.0,1.0,2.0,2.1504425686204356,1.7152172856700918,2.166203471144242,2.4658638791828906,0.36170213,0.03546099,0.13854352,,102.06023550869955,105.83716119164485,108.44278728903659,50.33241537974684,64.25487656118143,-0.44991438818565405
543037,Gerrit Cole,NYY,40.2,6.0,6.0,150.0,44.0,23.0,5.0,5.0,11.0,1.0,0.0,1.1065574202989914,1.976351784929347,3.39931851402768,3.5191243933337555,0.29333333,0.07333333,0.12141653,,110.05918922285437,110.7794442447001,118.06400691436231,54.57345927710844,63.69415837349398,-0.8572746586345381
543243,Sonny Gray,MIN,35.0,6.0,6.0,140.0,41.0,25.0,3.0,3.0,12.0,0.0,0.0,0.7714285714285715,1.9407546452113562,3.4523905345371793,3.6661524264031593,0.29285714,0.08571429,0.13368984,,99.2925988809494,96.83309314369743,100.19113284491851,52.112736541889475,48.340898948306595,-0.08578864527629229
543135,Nathan Eovaldi,TEX,36.2,6.0,6.0,147.0,39.0,37.0,16.0,17.0,5.0,1.0,1.0,3.9272727953698037,1.9732221554527596,3.1066932991162726,3.2977949638535877,0.26530612,0.03401361,0.13190731,,104.80770238342805,104.86813936769721,109.19950000447359,49.7041646167558,62.90610745098039,-0.4243053475935829
592332,Kevin Gausman,TOR,38.2,6.0,6.0,154.0,54.0,33.0,10.0,14.0,6.0,0.0,4.0,2.3275862451682623,2.2722817226482483,2.424022536908465,2.6104590160064145,0.35064935,0.03896104,0.15239726,,105.50061643835616,107.90658278737342,113.72464711137582,56.69121541095891,66.07391977739726,-0.9099130821917808
594798,Jacob deGrom,TEX,30.1,6.0,6.0,115.0,45.0,19.0,9.0,11.0,4.0,0.0,2.0,2.670329782269228,1.5407545733489243,2.31879480217858,2.246049668951895,0.39130435,0.03478261,0.20399113,,123.50792781161415,105.50954222683768,128.97239439782203,71.84019666666667,61.91198735449735,-1.322027037037037
622491,Luis Castillo,SEA,34.2,6.0,6.0,135.0,38.0,24.0,7.0,7.0,8.0,0.0,1.0,1.8173077256369174,2.130040338864693,3.281211209777151,3.489188165534152,0.28148148,0.05925926,0.14440433,,108.21581035409785,100.86072394193103,108.83544819110529,54.277447029288695,54.33515983263599,-0.24898108786610876
675911,Spencer Strider,ATL,35.0,6.0,6.0,139.0,57.0,19.0,10.0,10.0,14.0,2.0,2.0,2.5714285714285716,2.1121832166399277,2.880961963108608,2.7711314026433076,0.41007194,0.10071942,0.18968386,,123.40615640599,99.20955074875208,116.32349417637269,62.99206735440933,65.1890671048253,-1.0956942762063226
554430,Zack Wheeler,PHI,32.2,6.0,6.0,140.0,41.0,29.0,14.0,15.0,11.0,3.0,1.0,3.8571429322134314,2.428509731165621,3.5995476429098927,3.597792274959148,0.29285714,0.07857143,0.13367174,,116.39938330273246,105.0650577816179,120.80213845987689,61.01933487309644,61.90323580372251,-1.0477792724196278
656756,Jordan Montgomery,STL,35.0,6.0,6.0,150.0,32.0,35.0,13.0,14.0,8.0,1.0,1.0,3.342857233942774,2.5693260550985526,3.7567720268925715,4.034188393765277,0.21333333,0.05333333,0.09859155,,101.16527880432659,107.90525786592143,110.62315977014448,48.70084267605635,60.92094889084507,-0.3257244014084507
