mlb_id,player_name_fg,team,season,ip,g,gs,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
663158,Robert Suarez,SDP,,26.0,25.0,0.0,0.6923077700758914,3.012633607161819,3.9898754789196285,3.426562500495872,0.25531915,0.06382979,0.12637363,,115.67854029304027,94.82287454212455,107.83947985347986,56.08377892857141,53.406059862637356,-0.6597399725274726
605452,Joe Ross,MIL,,42.0,9.0,9.0,4.500000204358791,3.9521940996857747,4.586109298081831,4.6478113304009625,0.18918919,0.08648649,0.13126844,,91.23063356293565,104.84945972967435,99.2619075319161,42.929297477876105,57.92473153392329,0.11937752212389381
657585,Reed Garrett,NYM,,31.0,24.0,0.0,3.193548697183611,3.3277701165313918,2.9672612740425635,2.80072352116201,0.36567164,0.11940299,0.17234848,,108.84102430555555,86.3666571969697,98.24696969696969,60.929078674242426,38.810525189393935,0.42276138257575757
666129,Braxton Garrett,MIA,,26.1,5.0,5.0,5.810126862833862,3.3563532051797904,3.5747902991702842,3.4050901259718676,0.21052632,0.03508772,0.09336609,,98.9698927005256,94.9649314216403,93.78054676079994,50.40083085995086,51.23620174447175,0.14303651105651105
669713,Hayden Wesneski,CHC,,35.1,16.0,3.0,2.801887136704708,3.534404351796474,3.603243113763371,3.543773341172803,0.22758621,0.05517241,0.10789981,,93.69632811463964,107.9740821651728,102.37907806978544,51.724606782273604,61.63918672447014,-0.5944085934489401
650633,Michael King,SDP,,73.0,13.0,12.0,3.8219179580081506,4.618534629719415,3.919036734980046,4.0637285914046135,0.25407166,0.1009772,0.1130363,,94.39814264407211,100.01710435017861,95.59917312788971,49.04781692244225,51.350697582508246,-0.2556222854785479
656731,Tylor Megill,NYM,,21.0,4.0,4.0,3.0,2.928384540194557,4.253347729146481,3.9851069375378003,0.26966292,0.1011236,0.10826211,,96.64882993836484,88.33172651023149,90.50144128174028,53.829088205128215,35.95514418803419,0.8049095726495726
621389,Ty Blach,COL,,39.2,9.0,6.0,4.537815198783156,4.124462986921795,4.376370839407221,4.815509035922675,0.11377246,0.04191617,0.05799649,,78.75840101970697,108.79368363388906,81.65948162567982,27.592742038664323,67.53451984182777,-0.04735240773286468
664076,Garrett Cleavinger,TBR,,25.2,27.0,0.0,1.402597551342624,2.698947261175587,3.700407480592151,3.603647414664183,0.30841121,0.14018692,0.12582781,,117.71409543559209,83.98422642911825,97.53627055693062,61.6234961915888,44.45446063084113,-0.2498589018691589
595014,Blake Treinen,LAD,,10.2,11.0,0.0,0.0,0.4477296010474565,1.4399851823182581,1.3986975226936307,0.41025641,0.02564103,0.13815789,,110.8971052631579,103.56342105263157,111.7317105263158,59.343805131578954,46.581945394736834,-0.3801203947368421
571945,Miles Mikolas,STL,,71.0,13.0,13.0,5.323943876505995,4.546761524050608,4.117137530913296,4.298576530588595,0.17845118,0.04713805,0.0693802,,93.240555922376,108.95503011021282,98.73926196169256,36.17920934320074,69.6273953746531,-0.24233728954671602
678394,Brayan Bello,BOS,,53.2,10.0,10.0,4.360248576343388,4.452194102083358,3.6130945960387626,3.8420216395900906,0.21491228,0.07894737,0.11098901,,97.25312260772934,110.63553772070624,111.42240079022102,57.45225621978022,56.7424307142857,-0.3706054835164836
669211,Keegan Akin,BAL,,29.1,27.0,0.0,3.988637371335341,3.507388955327004,3.981944559916423,3.58557324648081,0.25833333,0.09166667,0.10061602,,108.86019966497354,96.63248586044165,103.6964149565106,58.04480730684327,62.51210317880795,-0.647246953642384
676702,Hunter Stratton,PIT,,29.1,26.0,0.0,4.602273735699026,3.302843444532729,3.7773990332114282,3.3759370709475087,0.22580645,0.04032258,0.13913043,,105.8304317600558,96.32369290502761,99.51668736935486,55.655403086956525,49.29255254347826,-0.16994430434782606
518886,Craig Kimbrel,BAL,,21.1,25.0,0.0,2.953125336913256,3.0258547622463072,3.366363470010229,2.709071635985942,0.36470588,0.10588235,0.10326087,,108.03795923913044,106.25546014492753,115.51079710144926,62.67606989130437,53.83425184782609,-0.5406589945652174
683232,Nick Mears,COL,,26.2,25.0,0.0,5.062501082523026,2.9039797221589714,3.66388681978421,3.764893240177541,0.27419355,0.12903226,0.10838446,,101.599754601227,90.98186580971854,95.49989093387869,55.44158789366053,44.462625480572605,0.34618253578732106
596133,Luke Weaver,NYY,,38.0,23.0,0.0,2.6052636196657057,3.166479778289795,3.5090156670958677,2.865642859873657,0.28275862,0.04827586,0.14186851,,98.59769633468586,98.71913541134029,99.40642223003609,50.448844619377155,47.48536065743945,-0.0661593079584775
681911,Alex Vesia,LAD,,28.2,27.0,0.0,1.2558142019807979,3.410665873119395,3.9490021176879684,3.2841494921291274,0.36697248,0.13761468,0.14908257,,114.19376020246757,96.07488044395235,108.10404994024393,59.843459197247704,57.6137519266055,-0.5517096100917431
680767,Victor Vodnik,COL,,35.1,27.0,0.0,2.547170188730249,3.2796873422333617,4.195543671896062,4.250395537417424,0.18120805,0.10067114,0.07852564,,100.66942168129671,100.9692863055363,102.98636795449293,53.93685148397976,46.611816492411464,-0.2520131703204047
607644,John Means,BAL,,20.2,4.0,4.0,2.6129033061889926,3.3116410730780723,4.541074295329494,4.614040959014893,0.2,0.025,0.115625,,99.1893746071083,105.76823769946809,102.80305394705029,44.445286281250006,55.320557968749995,0.017412781250000054
670059,Colin Holderman,PIT,,19.2,21.0,0.0,0.9152544097324018,2.8613949750456613,3.7380138584022866,3.159641041156248,0.31707317,0.1097561,0.11550152,,112.36285714285715,94.12632218844985,105.31472644376899,61.012087355623095,50.11123337386018,0.01708592705167177
663559,Bailey Falter,PIT,,68.1,12.0,12.0,3.687804946672485,4.761601759191783,4.859487110515184,4.94982335552996,0.16296296,0.06666667,0.08742004,,96.6467100749559,95.60093160536601,92.94631164794414,33.936774466950965,56.285472665245194,0.2659049253731343
676130,Jose Butto,NYM,,38.0,7.0,7.0,3.07894744569245,4.166479803386489,4.691962128223114,4.6604871354854165,0.24358974,0.13461538,0.10906298,,88.47900848967613,87.13510441073217,79.78190289108805,45.00667064516129,30.870988356374806,1.1851052227342551
696136,Jordan Wicks,CHC,,23.0,5.0,5.0,4.695652368614046,3.2969145663068518,3.941446200335707,3.808081792000286,0.25925926,0.08333333,0.13895216,,104.68709439276516,100.52805244196982,103.62700697251063,51.47592107061503,55.7937773120729,-0.27769669703872435
663423,Trent Thornton,SEA,,25.0,26.0,0.0,3.600000738144072,2.88647972087859,3.697047284552588,3.646948235419388,0.24271845,0.08737864,0.12189055,,105.85183131959249,103.18936152570481,105.92200876569532,58.01987199004976,56.95519527363183,-0.809565671641791
686539,Declan Cronin,MIA,,29.2,21.0,0.0,1.2134833719947213,2.7282774495139233,3.645675979147161,3.4022504668583737,0.23577236,0.09756098,0.13963964,,94.73540540540542,99.08090090090091,93.63914414414417,43.823185923423424,47.45014493243243,0.13774770270270265
519151,Ryan Pressly,HOU,,23.1,25.0,0.0,5.014286013160451,2.7379083241735174,2.854829461923223,2.9814042447008844,0.28301887,0.0754717,0.13270142,,103.50454287582006,99.56686103393798,103.49794326804101,55.207757985781996,52.68050158767773,-0.641408933649289
668933,Graham Ashcraft,CIN,,62.1,12.0,12.0,5.053476193549222,4.770757934972088,4.470445829887941,4.500414069405846,0.17437722,0.0747331,0.10228311,,100.3966835543959,96.76795941146628,99.57588468507647,51.00287905936073,42.16913282191781,0.26710680365296813
623465,Evan Phillips,LAD,,15.2,16.0,0.0,2.2978724380487163,2.3366925089944255,2.7615505662495425,2.7853534605760992,0.29230769,0.06153846,0.1119403,,115.80664179104477,106.15559701492538,119.00074626865673,60.64123764925374,65.29591973880596,-1.0436168656716418
621112,Paul Blackburn,OAK,,46.0,8.0,8.0,4.1086957373556,4.209958060792805,3.927705043365909,4.246973885501756,0.19148936,0.06914894,0.11612022,,90.24356260087553,110.59713186738735,103.92354304504897,39.69251878415301,58.60685976775956,0.10466703551912566
542888,Shawn Armstrong,TBR,,29.1,23.0,5.0,3.6818184760853514,3.2687525137366102,3.537125055397873,3.3356424526885116,0.26612903,0.07258065,0.09401709,,103.22190888174359,106.53776143849903,104.51878960189191,44.888615398633256,67.59278562642369,-0.6494704328018223
650644,Aaron Civale,TBR,,62.0,12.0,12.0,5.370967989781656,4.505189517484622,4.0033930759486065,4.0557979272352185,0.2247191,0.06741573,0.08895406,,107.84573318316106,96.4359585731972,100.23504562077036,40.748072922776146,44.0933259139785,0.47295387096774183
676534,Calvin Faucher,MIA,,22.1,20.0,0.0,2.820895822276865,2.4948379158429224,3.5103660578331044,3.6182244840825484,0.25263158,0.10526316,0.09653465,,101.21606496433724,95.89335738164185,94.3788088727341,52.74408888613861,45.40513321782179,0.09933883663366337
621383,Tanner Banks,CHW,,27.2,22.0,1.0,4.879518888749201,3.564070206261952,3.3787301966794625,3.0614314513403635,0.25833333,0.05,0.11688312,,99.91911517054372,111.85169853955566,111.87139019710449,47.16806274891775,59.806662337662345,-0.3651820562770563
676477,Garrett Whitlock,BOS,,18.1,4.0,4.0,1.9636363976849018,3.330116144763537,3.8581230317368207,4.187445887776053,0.22666667,0.09333333,0.07476636,,92.15703638394169,104.55266090636574,99.79412214189148,57.331011744548285,52.89266224299066,0.12178800623052957
682120,Tim Herrin,CLE,,25.1,28.0,0.0,1.065789744087726,2.653321753358668,3.9663820182166405,3.883083897412914,0.23958333,0.10416667,0.11735941,,99.94319594830597,93.46293747816974,90.00345791128187,53.345970293398544,41.071125794621025,0.43551068459657705
571882,Derek Law,WSN,,35.2,29.0,0.0,2.7757016125935023,3.334704118446977,3.9199078294179155,3.937037623893399,0.20529801,0.08609272,0.12522361,,94.14574611435079,104.15060994819133,99.23943935134632,38.59803248658318,42.046128801431124,0.44680572450805
657097,Jacob Webb,BAL,,28.0,30.0,0.0,1.9285718493772714,3.237908365303768,4.501632533867779,4.323428737258844,0.22123894,0.11504425,0.11421911,,95.17412587412588,98.12617079889804,93.87748675566858,50.10718477108434,52.04728409638554,-0.3360814939759036
571948,Hoby Milner,MIL,,31.1,30.0,0.0,2.872341186847215,3.2622244845180357,3.223933309120432,3.236511100014893,0.24,0.064,0.06198347,,105.26533704174612,105.35668782812084,104.30782250046605,45.33637559917356,63.64931592975208,-0.5175464256198348
543056,Danny Coulombe,BAL,,24.0,28.0,0.0,2.625001020264277,3.0831464125671197,2.9701547748723054,2.559723266489614,0.29069767,0.03488372,0.10743802,,107.03407389402041,103.80005085823267,112.26336349924586,53.28170851239668,47.88577947658403,-0.005336776859504114
669432,Trevor Rogers,MIA,,57.0,12.0,12.0,5.684210811625571,4.587532481196188,4.449996725910394,4.767742049942133,0.17407407,0.1,0.10268714,,87.18662188099808,105.96817658349327,97.59660268714012,43.244749462571974,48.78194385796545,-0.17941719769673703
669711,Greg Weissert,BOS,,25.0,26.0,0.0,2.520000519704926,3.166479778289795,3.0580078258923917,2.8936671544479764,0.27272727,0.05050505,0.09975669,,110.96481751824814,109.43185320356851,117.0346431467964,58.41853520681267,61.38535362530414,-0.6391834793187346
607481,Aaron Bummer,ATL,,21.1,21.0,0.0,3.375000686792331,2.6977296829019712,2.867984052005861,2.827276490316663,0.24444444,0.06666667,0.08401084,,118.20065040650407,102.83631436314363,114.26742547425481,60.25570184281842,60.39345672086721,-0.6667280487804877
572955,Pierce Johnson,ATL,,19.1,20.0,0.0,3.2586212606213474,2.597514161355909,3.176417771387129,3.031116622907086,0.31764706,0.10588235,0.12612613,,108.64900900900899,94.50552552552554,101.12354354354356,54.95785057057057,50.994514234234224,-0.23625132132132134
623149,Paul Sewald,ARI,,10.1,11.0,0.0,0.8709677712416187,3.1664797782897947,3.956942806865136,2.9805077569745464,0.2972973,0.05405405,0.12587413,,122.87380699300701,100.93678881118882,117.43356643356644,61.81551776223776,58.619877762237756,-1.587179020979021
628452,Raisel Iglesias,ATL,,23.1,24.0,0.0,2.314285748771259,3.1236226347940312,4.121688438923147,3.9590563592662917,0.17391304,0.05434783,0.11782477,,98.4804076225889,103.739417150825,106.2233153613758,54.00873570996979,59.74588716012084,-0.2709571601208459
518876,Merrill Kelly,ARI,,24.2,4.0,4.0,2.1891892456155015,3.7745879020718793,3.6646501323189704,3.8881583167831995,0.22826087,0.06521739,0.11357341,,94.77065312403818,105.94066851338874,101.85444875346262,41.59879634349031,62.84728058171745,-0.15354188365650967
669194,Ryne Nelson,ARI,,48.0,10.0,9.0,5.437500216066846,4.333146491315632,4.629657186004864,4.758294163293588,0.14883721,0.06046512,0.08487085,,99.54462463499281,102.0415573607928,101.67852891348703,51.17540911439114,59.82190928659287,-0.153109298892989
