mlb_id,player_name_fg,team,season,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
605483,Blake Snell,SDP,,118.0,20.0,20.0,471.0,165.0,63.0,17.0,18.0,62.0,2.0,6.0,1.2966101694915255,2.746565783225884,3.1784423663454544,3.678225146932083,0.35031847,0.13163482,0.16816817,,102.6382489332904,103.09507308925491,111.47050398481626,69.79000881881883,46.71405092092092,-0.16932432932932928
543037,Gerrit Cole,NYY,,129.1,20.0,20.0,497.0,138.0,95.0,36.0,37.0,20.0,4.0,12.0,2.5051546822776074,2.8839063324929803,3.339594958994517,3.3641313114738693,0.277666,0.04024145,0.12282447,,105.79748759952037,106.46553988762946,110.33181547455656,52.61424653406266,62.89771264545003,-0.5224384982595724
554430,Zack Wheeler,PHI,,123.1,20.0,20.0,493.0,133.0,101.0,44.0,46.0,23.0,4.0,15.0,3.210810843914247,3.3361214414140967,3.484356926128069,3.493877012297372,0.26977688,0.04665314,0.13387839,,116.74378936988983,107.61191584023148,123.01840797615671,64.32261527848746,64.13391489524784,-1.2351264793050585
621107,Zach Eflin,TBR,,111.0,20.0,20.0,446.0,120.0,103.0,47.0,47.0,15.0,2.0,11.0,3.810810843552004,2.840625941522148,3.131214105448626,3.2962667451822782,0.2690583,0.03363229,0.11340206,,107.10056962185452,107.44657168311309,110.0708359918331,42.554334081261366,64.43237443905396,-0.61564320194057
669373,Tarik Skubal,DET,,80.1,15.0,15.0,310.0,102.0,58.0,25.0,28.0,14.0,3.0,4.0,2.800829919851943,1.9977789288079761,2.5647634209741392,2.7706385788049825,0.32903226,0.04516129,0.14930271,,107.41438035251207,108.87949768402214,114.45039995777465,53.10765951599672,65.02176396226416,-0.725957670221493
641154,Pablo Lopez,MIN,,122.2,20.0,20.0,505.0,148.0,114.0,43.0,45.0,27.0,4.0,14.0,3.15489134522743,3.0838447051048843,3.042339033420302,3.2454806643882614,0.29306931,0.05346535,0.14570231,,96.33956278455416,116.27914758652177,111.47889687949859,58.788072557652,65.68655844339624,-0.7966864622641507
675911,Spencer Strider,ATL,,117.0,20.0,20.0,485.0,168.0,102.0,57.0,59.0,32.0,6.0,15.0,4.384615527572486,3.024271121203782,2.954431359921268,2.9496273641185087,0.34639175,0.06597938,0.18358759,,114.04961293716381,98.46047603694716,111.20544252317684,60.48806077853761,55.819907611783286,-0.5342239926354552
657277,Logan Webb,SFG,,137.0,21.0,21.0,541.0,112.0,134.0,53.0,55.0,16.0,3.0,11.0,3.481751921765179,3.079857872867376,2.989454867153502,3.166020269063247,0.20702403,0.02957486,0.08204873,,105.86710952845453,106.59488745465778,113.38799639061811,58.26436607160617,63.088305957235214,-0.43492711586275484
680694,Kyle Bradish,BAL,,120.2,20.0,20.0,466.0,127.0,82.0,31.0,31.0,29.0,6.0,9.0,2.312154726588986,2.9898469858381187,3.1711857782693915,3.409405079173155,0.27253219,0.06223176,0.11147363,,102.09218994810372,105.49597905218675,109.91082346008153,60.33306742251223,58.03379850462209,-0.46972444263186514
543243,Sonny Gray,MIN,,117.0,20.0,20.0,475.0,112.0,97.0,40.0,42.0,31.0,6.0,7.0,3.0769231270834627,3.0670061683975254,3.702349558199519,3.937306120337705,0.23578947,0.06526316,0.11569767,,99.63852075546113,97.82523422200413,101.50849501418307,59.92335194767442,53.33318540116279,-0.27688433139534885
