mlb_id,player_name_fg,team,season,ip,g,gs,tbf,so,h,er,r,bb,hbp,hr,era,fip,xfip,siera,k_pct,bb_pct,swstr_pct,csw_pct,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command,pb_xrv100
594798,Jacob deGrom,NYM,,58.0,9.0,9.0,205.0,93.0,25.0,4.0,7.0,8.0,0.0,3.0,0.6206896551724138,1.0493444672946275,1.563312104138835,1.7646401925607376,0.45365854,0.03902439,0.21212121,,120.6103808355762,112.45261377550298,134.9977648685382,74.7599433596838,62.51787967061924,-1.5687121739130436
669203,Corbin Burnes,MIL,,59.1,10.0,10.0,223.0,94.0,35.0,13.0,14.0,7.0,4.0,2.0,1.9719101229244946,0.9958768074477264,1.747132177712398,1.9055173209972194,0.42152466,0.03139013,0.18485523,,125.00767402955788,105.68369115754795,131.41605995953583,68.1992453674833,50.373726336302894,-1.1913528396436526
543037,Gerrit Cole,NYY,,75.2,12.0,12.0,285.0,104.0,55.0,19.0,20.0,11.0,1.0,6.0,2.25991191326185,1.927743363130118,2.3892302758405592,2.4675580636191947,0.36491228,0.03859649,0.15156647,,118.75459938611347,111.18881544594974,129.61076383008748,69.3218999491956,66.27080542760373,-1.4627666892464013
605540,Brandon Woodruff,MIL,,76.0,12.0,12.0,283.0,92.0,39.0,12.0,13.0,17.0,3.0,4.0,1.4210526672426693,2.222665677638595,2.7224350119710192,2.9967982688000196,0.32508834,0.06007067,0.12765957,,114.98311189964404,108.36331908304369,120.76386003550965,59.48594863475177,63.67918890957447,-0.9902073138297873
592332,Kevin Gausman,SFG,,77.2,12.0,12.0,293.0,93.0,43.0,11.0,13.0,16.0,0.0,5.0,1.274678122022556,2.230119951682732,2.9834077114270876,3.072905932551076,0.31740614,0.05460751,0.15975287,,105.66034189622334,106.47036019882007,113.67349263715336,60.44060001765226,61.7980394439541,-0.9755445366284201
554430,Zack Wheeler,PHI,,82.1,12.0,12.0,319.0,100.0,59.0,23.0,24.0,18.0,3.0,7.0,2.5141701084368266,2.611329653925524,2.8346954718876636,3.06011032359992,0.31347962,0.05642633,0.13240132,,119.21506724927681,105.04370766994285,122.77898643699186,64.9164995888158,66.85167868421054,-1.258516644736842
543135,Nathan Eovaldi,BOS,,66.2,12.0,12.0,279.0,65.0,65.0,28.0,29.0,14.0,4.0,2.0,3.780000090122225,2.4200341045856475,3.4591674518974624,3.754163993792493,0.23297491,0.05017921,0.12303423,,112.49521066352703,103.4141853082163,112.52267176856445,53.19869703977798,67.59925989824235,-0.8525206197964849
477132,Clayton Kershaw,LAD,,76.1,13.0,13.0,304.0,86.0,63.0,31.0,32.0,14.0,2.0,8.0,3.6550218949467337,2.908025384478028,3.1173261470218647,3.2728378874641804,0.28289474,0.04605263,0.15841584,,115.52544044832169,92.87326378980981,111.09986226870522,57.02228357335733,56.46046196219623,-0.10534666066606659
669432,Trevor Rogers,MIA,,68.2,12.0,12.0,273.0,81.0,51.0,15.0,17.0,24.0,2.0,3.0,1.9660194356790508,2.5146943105740243,3.4884087991332517,3.6594843510326918,0.2967033,0.08791209,0.14587332,,100.70653369368729,101.7560626613772,102.05914078825974,61.56460503838771,58.98418468330135,-0.6028219673704415
453286,Max Scherzer,WSN,,77.0,12.0,12.0,288.0,104.0,48.0,19.0,21.0,15.0,4.0,11.0,2.2207792482844173,3.0661380172841444,3.110840050394578,2.745601458647824,0.36111111,0.05208333,0.16694772,,111.56433757282522,98.02253064982278,108.44034657414684,58.615787596964594,58.75803639123103,-0.46438754637436763
