mlb_id,player_name_fg,season,ip,g,gs,so,h,er,bb,hbp,k_pct,bb_pct,swstr_pct,siera,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command
686613,Hunter Brown,,56.2,9.0,9.0,67.0,33.0,9.0,14.0,0.0,0.32211538,0.06730769,0.11866359,2.9140092857581474,107.32506912442396,107.11592165898617,115.6285253456221,52.48953044930876,57.94576807603686
543135,Nathan Eovaldi,,61.1,10.0,10.0,65.0,39.0,11.0,8.0,4.0,0.28017241,0.03448276,0.13665944,2.8776688809797615,101.96064931308749,103.76802723547844,106.43828970836346,45.58620753796095,57.45471347071584
657277,Logan Webb,,63.1,10.0,10.0,69.0,55.0,17.0,16.0,0.0,0.27380952,0.06349206,0.10847107,2.9351201651527346,108.01221582631383,104.86138267509007,111.69144517177898,58.17872633264463,63.64677411157025
669373,Tarik Skubal,,54.0,9.0,9.0,71.0,44.0,16.0,6.0,2.0,0.33649289,0.02843602,0.18946048,2.4307767491061933,127.79819583100614,104.4717871680186,131.20642865462193,67.87983693851945,68.91140978670012
666200,Jesus Luzardo,,54.0,9.0,9.0,57.0,49.0,12.0,15.0,1.0,0.26027397,0.06849315,0.13693901,3.5886171468868233,106.6823757437015,109.04815233722036,115.34390040687956,59.54811700805523,61.511297019562704
666142,Cole Ragans,,45.2,9.0,9.0,72.0,42.0,23.0,13.0,1.0,0.37696335,0.06806283,0.14716981,2.45433934296308,111.20825789533623,104.09190351455187,113.30199451951638,55.359048880503146,53.08247827672957
676979,Garrett Crochet,,63.0,10.0,10.0,73.0,46.0,14.0,21.0,0.0,0.29083665,0.08366534,0.13420787,3.397236921257693,112.55358990938235,95.0635247060257,104.76726381071404,59.96100531786075,53.09863020181635
663460,Kris Bubic,,54.1,9.0,9.0,56.0,45.0,10.0,15.0,2.0,0.25570776,0.06849315,0.14841849,3.6335330573164133,99.22141646491542,101.34581610289875,102.21242308224178,60.28848861313869,56.27049537712895
554430,Zack Wheeler,,58.0,9.0,9.0,74.0,42.0,19.0,11.0,2.0,0.33183857,0.04932735,0.14415437,2.6824820196387162,108.96708286038593,109.92574347332577,119.48197502837684,57.68273265607264,64.58482279228149
669022,MacKenzie Gore,,56.1,10.0,10.0,84.0,55.0,23.0,18.0,1.0,0.3559322,0.07627119,0.15979899,2.74113331095238,103.28161099615726,103.77017085427137,107.33940348802838,60.69211860301508,54.101284311557784
669461,Matthew Liberatore,,46.1,8.0,8.0,42.0,40.0,16.0,7.0,0.0,0.22826087,0.03804348,0.11578947,3.5634303730753225,99.12804587435124,107.17784021059272,104.43535592292827,49.27117257142856,57.54777736842106
608379,Michael Wacha,,51.2,9.0,9.0,37.0,46.0,17.0,16.0,0.0,0.17370892,0.07511737,0.09311224,4.685283742942543,97.47950262376477,101.5400094283784,99.54463538044236,45.206341772959185,60.5402268112245
608331,Max Fried,,56.2,9.0,9.0,52.0,40.0,7.0,13.0,4.0,0.22807018,0.05701754,0.09090909,3.67827411130172,108.99751438434983,104.25514384349826,114.0598158803222,58.84706841196778,51.649396248561565
693433,Bryan Woo,,50.2,8.0,8.0,50.0,37.0,16.0,8.0,1.0,0.25380711,0.04060914,0.11821975,3.533452897433313,108.52063677561428,104.6975614510895,111.95994029902643,53.893166314325455,65.57843225312935
519242,Chris Sale,,54.2,10.0,10.0,72.0,59.0,22.0,15.0,5.0,0.30379747,0.06329114,0.14374354,3.1040147477822337,117.27096021995956,101.30976465986221,111.07189385313255,48.06828531540848,58.15045970010342
694973,Paul Skenes,,54.2,9.0,9.0,53.0,40.0,16.0,15.0,1.0,0.24651163,0.06976744,0.12104072,3.6374364037789624,109.37085506367494,108.07852614638242,117.39364953118442,53.54792988687783,52.773005
657746,Joe Ryan,,52.0,9.0,9.0,63.0,35.0,14.0,6.0,6.0,0.315,0.03,0.13242574,2.864109139929581,108.58940794079408,104.77659704720472,109.51361997449747,45.90432351485149,61.128290420792084
607259,Nick Martinez,,51.2,9.0,9.0,40.0,49.0,21.0,11.0,0.0,0.19230769,0.05288462,0.09715026,4.275001053082799,99.52604331733896,107.26766014085649,108.38573013602719,42.43618757772021,62.004854028497405
808967,Yoshinobu Yamamoto,,51.0,9.0,9.0,59.0,34.0,12.0,16.0,1.0,0.29648241,0.08040201,0.13542926,3.0348934934754035,97.2518954445946,103.8879821150548,106.20939483209648,50.953098524788395,58.29434379685611
668881,Hunter Greene,,45.2,8.0,8.0,61.0,29.0,12.0,8.0,2.0,0.34659091,0.04545455,0.17451524,2.653532973966726,122.84645522157226,105.57528352682675,122.20555232684688,64.47434765927977,62.22285455678671
641154,Pablo Lopez,,39.0,7.0,7.0,43.0,31.0,12.0,7.0,1.0,0.27741935,0.04516129,0.11819596,3.1692144991847053,95.86456013211267,114.40129707716729,111.37683570890317,53.917772970451004,62.85713269051322
681343,Shane Smith,,48.1,9.0,9.0,43.0,39.0,11.0,16.0,5.0,0.21287129,0.07920792,0.12483039,4.218463143828931,93.48993917481346,104.81174380045888,102.67495418729813,53.51573664857531,55.482205115332434
650633,Michael King,,50.1,9.0,9.0,56.0,34.0,13.0,16.0,2.0,0.27860697,0.07960199,0.11245466,3.5867858813592046,103.00476420798066,102.16519951632405,106.27625151148732,59.43453648125757,55.26233873035066
641816,Tyler Mahle,,49.0,9.0,9.0,37.0,31.0,8.0,16.0,0.0,0.1957672,0.08465608,0.10193548,4.480869145655134,92.83207022456514,113.23018151327562,105.59387778973417,42.5111404516129,67.12298954838711
673540,Kodai Senga,,44.1,8.0,8.0,42.0,33.0,5.0,19.0,1.0,0.23728814,0.10734463,0.12034384,4.364388184686526,92.5271843591689,98.02476995961919,94.67023660626411,47.305012936962754,46.84549004297995
605135,Chris Bassitt,,51.1,9.0,9.0,55.0,55.0,18.0,10.0,2.0,0.24886878,0.04524887,0.10955711,3.4027249836629134,99.3546868146014,105.34809027803715,101.43883736592409,44.39018402097903,56.60413505827506
642547,Freddy Peralta,,50.2,9.0,9.0,52.0,36.0,15.0,18.0,1.0,0.25490196,0.08823529,0.13420428,3.9472864235696665,97.80525382348533,101.37007470928097,99.55878910158353,64.05678668646081,45.37014271971497
656302,Dylan Cease,,47.0,9.0,9.0,58.0,45.0,24.0,18.0,1.0,0.28571429,0.08866995,0.15496368,3.59959913454084,108.09806295399514,101.69133171912834,110.12677966101697,63.7692805811138,51.686392227602916
605280,Clay Holmes,,48.2,9.0,9.0,48.0,44.0,17.0,17.0,2.0,0.2364532,0.08374384,0.08894536,3.852104080910277,96.6136202298337,103.13678260748146,103.17990058226398,49.3996627064803,55.178943837357046
601713,Nick Pivetta,,44.1,8.0,8.0,49.0,33.0,15.0,14.0,1.0,0.27683616,0.07909605,0.12191582,3.678501117830632,101.81385961167233,104.07743796938439,106.39703445879037,50.52309619738752,59.02443631349782
694477,Chad Patrick,,48.1,10.0,9.0,38.0,47.0,18.0,15.0,2.0,0.18811881,0.07425743,0.08080808,4.776806477139748,103.01297356457219,100.63170368838605,102.71675947709878,30.897622651515153,45.95955867424242
656731,Tylor Megill,,43.1,9.0,9.0,56.0,38.0,18.0,22.0,3.0,0.29015544,0.11398964,0.10641026,3.830426250842757,109.01702564102564,98.16997435897439,107.34125641025642,61.28239926923078,51.694324564102565
607536,Kyle Freeland,,45.1,9.0,9.0,35.0,64.0,31.0,8.0,1.0,0.16908213,0.03864734,0.10764873,3.972131869242734,92.74062045690985,103.3942215872064,96.53924400634588,44.62354550991502,58.82299706798866
