mlb_id,player_name_fg,season,ip,g,gs,so,h,er,bb,hbp,k_pct,bb_pct,swstr_pct,siera,stuff_plus,location_plus,pitching_plus,pb_stuff,pb_command
519242,Chris Sale,,128.0,21.0,21.0,164.0,105.0,33.0,31.0,4.0,0.3234714,0.06114398,0.13612056,2.8547962283787625,102.19138735936954,112.89678792488922,110.1416171354918,47.29316845892075,63.74793317452601
694973,Paul Skenes,,129.0,22.0,22.0,163.0,88.0,26.0,30.0,5.0,0.32995951,0.06072874,0.13069016,2.7031181257775003,108.17336589033967,110.30275573312827,115.20718440423242,51.67162997552618,56.11169758198727
669373,Tarik Skubal,,143.0,23.0,23.0,168.0,108.0,40.0,27.0,8.0,0.29840142,0.04795737,0.14505597,2.937304343498302,111.5491426182818,99.24893653545567,110.86240136243418,58.77015062966418,59.52319238805971
650633,Michael King,,119.1,21.0,21.0,140.0,96.0,31.0,37.0,7.0,0.28629857,0.07566462,0.12442864,3.400922678584425,96.03755130133115,105.90180649847866,102.1304440053767,49.16115039978678,53.762650815565046
554430,Zack Wheeler,,146.2,23.0,23.0,159.0,102.0,42.0,36.0,5.0,0.27894737,0.06315789,0.12622222,3.361601573127867,110.03895176663757,103.43534845163325,113.20843697495553,60.016504466666674,58.844526777777766
650911,Cristopher Sanchez,,139.2,23.0,23.0,114.0,137.0,51.0,26.0,0.0,0.20070423,0.04577465,0.11716882,3.4583526653290217,106.99451123779424,103.92625091983062,111.77112387996655,58.05044251076039,59.53364361071259
666142,Cole Ragans,,137.1,23.0,23.0,166.0,99.0,42.0,51.0,5.0,0.30018083,0.09222423,0.14379085,3.476961568349238,108.11695867388552,100.4788194829754,108.87237940061937,60.62172633115469,52.882931616557734
676979,Garrett Crochet,,94.1,22.0,22.0,139.0,83.0,34.0,21.0,3.0,0.35917313,0.05426357,0.1741683,2.4395498645016067,118.12178926248788,100.31154453584396,114.68344380813069,69.07050440373085,64.31510054630246
607625,Seth Lugo,,147.0,24.0,24.0,133.0,132.0,58.0,36.0,8.0,0.22019868,0.05960265,0.0978309,3.8919701743226183,96.21354428868719,100.26919770500821,96.72635591313268,41.423143258078795,53.25312351040283
686613,Hunter Brown,,137.2,23.0,23.0,143.0,109.0,38.0,42.0,4.0,0.25812274,0.07581227,0.10549844,3.5834323019848044,106.71671173015264,99.55498651893981,106.97696432562886,49.56541874473068,53.11851459484779
