batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,contact_plus,power_plus,process_plus,batter_name
592450,761,3207,0.0726715022671335,-0.0239457006144762,0.2354626324819059,0.2841884341345632,106.7,91.4,147.9,148.1,Aaron Judge
660271,803,3170,0.0649244262850054,-0.0012413297467421,0.1943909500560647,0.258074046594328,99.1,101.3,139.8,142.7,Shohei Ohtani
665742,798,3318,0.06982229301521,0.0081221435144058,0.1541953048935435,0.2321397414231594,103.9,105.3,131.9,137.2,Juan Soto
670541,644,2356,0.053679318272343,0.0418176973536214,0.1081208730275824,0.203617888653547,88.1,119.9,122.8,131.3,Yordan Álvarez
665487,472,1665,0.0814041640934739,0.0052793818343397,0.113200352889444,0.1998838988172577,115.2,104.1,123.8,130.5,Fernando Tatís
542303,697,2913,0.0792149178294222,-0.0181506138674357,0.1368747115739795,0.197939015535966,113.1,93.9,128.4,130.1,Marcell Ozuna
677951,734,2700,0.073070713131665,0.0262321595371279,0.0963606731014287,0.1956635457702218,107.1,113.2,120.5,129.6,Bobby Witt
667670,618,2409,0.0695742212158381,-0.0126803745087513,0.1333202689440638,0.1902141156511505,103.7,96.3,127.7,128.5,Brent Rooker
665489,708,2662,0.0739723965478406,0.026618803373342,0.0884499652027994,0.189041165123982,108.0,113.3,118.9,128.2,Vladimir Guerrero
681481,340,1313,0.0669333587449314,-0.0078799969466359,0.1293365600137263,0.1883899218120218,101.1,98.4,127.0,128.1,Kerry Carpenter
608369,529,1885,0.0865863433212372,0.0097809656690845,0.0915238599600374,0.1878911689503591,120.3,106.0,119.5,128.0,Corey Seager
519317,536,2132,0.0547734926588769,-0.004012699515905,0.1300585947567679,0.1808193878997397,89.2,100.1,127.1,126.5,Giancarlo Stanton
646240,593,2402,0.0746273523034655,-0.013668626409005,0.109515109341083,0.1704738352355435,108.6,95.9,123.1,124.3,Rafael Devers
701538,625,2331,0.0736139375244502,0.0131361015360616,0.0791890605766511,0.165939099637163,107.6,107.5,117.1,123.4,Jackson Merrill
656976,158,633,0.0557100230790991,0.0229463861093946,0.0868990840899783,0.1655554932784721,90.1,111.8,118.6,123.3,Pavin Smith
521692,673,2373,0.0726635629366645,0.0095650418513436,0.0813937975156667,0.1636224023036749,106.7,106.0,117.5,122.9,Salvador Pérez
670242,267,1061,0.0776688625183066,-0.0514050193374926,0.135475810641631,0.1617396538224451,111.6,79.5,128.2,122.5,Matt Wallner
656941,718,2969,0.0597574521622007,-0.0215389055877391,0.1194203089644534,0.1576388555389149,94.1,92.5,125.0,121.6,Kyle Schwarber
606466,596,2215,0.0712319385248528,0.0118934592199205,0.0704952201014259,0.1536206178461993,105.3,107.0,115.4,120.8,Ketel Marte
665833,617,2478,0.0470647369978672,-0.0085676302364545,0.1151386369897482,0.1536357437511609,81.6,98.1,124.2,120.8,Oneil Cruz
669911,470,1973,0.062302294316404,-0.0314176671972399,0.1214269912210656,0.1523116183402297,96.6,88.2,125.4,120.5,Michael Toglia
663586,472,1829,0.0821849962154055,-0.0152156570270747,0.0832626569721617,0.1502319961604924,116.0,95.2,117.9,120.1,Austin Riley
677594,620,2407,0.0738338072484128,-0.0099757802240615,0.083407151111598,0.1472651781359493,107.8,97.5,117.9,119.5,Julio Rodríguez
676059,466,1708,0.0772578172433776,0.0075358791626477,0.0612914145342038,0.1460851109402292,111.2,105.1,113.5,119.2,Jordan Westburg
660821,552,2048,0.0624385108800139,0.0035932747268387,0.0796713682609193,0.1457031538677721,96.7,103.4,117.2,119.1,Jesús Sánchez
621439,394,1475,0.0795140190435002,-0.0098107372042033,0.0750190156339347,0.1447222974732316,113.4,97.6,116.3,118.9,Byron Buxton
673237,641,2204,0.0754964503801117,0.0199832648162953,0.0460749364171172,0.1415546516135244,109.5,110.5,110.6,118.3,Yainer Diaz
683002,729,2942,0.0613574430760305,0.0017390254348809,0.0769913972688359,0.1400878657797474,95.6,102.6,116.6,118.0,Gunnar Henderson
547180,647,2574,0.0821104199399631,-0.0173265332099872,0.0739690529931726,0.1387529397231485,115.9,94.3,116.0,117.7,Bryce Harper
671739,482,1727,0.0586989938917454,0.0160095754213114,0.0635030481638322,0.1382116174768892,93.0,108.7,114.0,117.6,Michael Harris
668901,531,2052,0.0676311424642739,-0.0166431297874981,0.0866043868396892,0.137592399516465,101.8,94.6,118.5,117.4,Mark Vientos
695578,338,1404,0.0445361957366926,-0.0042459760764397,0.0966709864357028,0.1369612060959557,79.2,100.0,120.5,117.3,James Wood
606192,728,2903,0.0812375512177608,-0.0306386695926705,0.0864767236416215,0.1370756052667117,115.1,88.5,118.5,117.3,Teoscar Hernández
664040,435,1680,0.0853655736873785,-0.0217830348055392,0.0716491539891849,0.1352316928710243,119.1,92.4,115.6,117.0,Brandon Lowe
596019,774,3028,0.0727395553245103,0.0040140116186473,0.0584098757587019,0.1351634427018596,106.8,103.5,113.0,116.9,Francisco Lindor
669394,593,2124,0.0615115474969436,0.006364854619665,0.066838229622473,0.1347146317390818,95.8,104.6,114.6,116.8,Jake Burger
663656,355,1417,0.0723954896660758,0.0144515663740309,0.0461192604790737,0.1329663165191804,106.4,108.1,110.6,116.5,Kyle Tucker
502110,519,2157,0.0767655594912204,-0.0266714479226332,0.0825813113746896,0.1326754229432769,110.7,90.2,117.7,116.4,J. D. Martinez
592626,467,1887,0.0507705854911384,-0.0108333819517878,0.0919454710659595,0.1318826746053101,85.3,97.1,119.6,116.3,Joc Pederson
681351,532,2015,0.0735833511507248,-0.0207274261994424,0.0783260803817065,0.131182005332989,107.6,92.8,116.9,116.1,Logan O'Hoppe
592885,314,1268,0.0762687854563464,0.006931882049912,0.0457006870686484,0.1289013545749069,110.2,104.8,110.5,115.6,Christian Yelich
641933,477,2015,0.066463474774425,-0.0432597580828768,0.104060448551217,0.1272641652427651,100.6,83.1,122.0,115.3,Tyler O'Neill
663728,629,2523,0.0732817566933421,-0.0252579279201466,0.0788021388147472,0.1268259675879427,107.3,90.9,117.0,115.2,Cal Raleigh
682985,637,2625,0.0645040485417978,-0.0150998623283476,0.0758345806655125,0.1252387668789626,98.7,95.3,116.4,114.9,Riley Greene
592206,703,2479,0.0785535204537961,0.002301633031346,0.0441560139516172,0.1250111674367594,112.4,102.8,110.2,114.8,Nick Castellanos
592518,674,2518,0.0705823016617733,0.0119092991133473,0.0420108748382465,0.1245024756133673,104.7,107.0,109.7,114.7,Manny Machado
624413,770,3097,0.0581244727344906,0.0031657858797092,0.0633892504679849,0.1246795090821848,92.5,103.2,114.0,114.7,Pete Alonso
671056,269,1069,0.0533279390061907,0.0108624062080466,0.0598583220255551,0.1240486672397924,87.8,106.5,113.3,114.6,Iván Herrera
575929,364,1408,0.0797704512329166,-0.0255982706127835,0.0691463587649484,0.1233185393850814,113.6,90.7,115.1,114.5,Willson Contreras
642350,458,1824,0.0646174888610927,-0.037012805747338,0.0958849200896691,0.1234896032034238,98.8,85.8,120.4,114.5,José Siri
518692,697,2744,0.0801706747167457,0.0032322047516814,0.0383422428482396,0.1217451223166668,114.0,103.2,109.0,114.1,Freddie Freeman
691016,214,770,0.0592383622568457,0.0046408017738843,0.0570532336930641,0.1209323977237943,93.6,103.8,112.7,114.0,Tyler Soderstrom
621043,378,1426,0.0671536009982279,0.0287585890350643,0.0251182593530902,0.1210304493863825,101.3,114.3,106.4,114.0,Carlos Correa
