game_pk,game_date,pitcher,actual,player_name,data_quality_tag,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,xfp_rp3_p25,xfp_rp3_p75,snap_date,tier,gap_days,gap_bucket,err,p10,p90,p25_rc,p75_rc
824350,2026-06-05,663372,17.8,"Feltner, Ryan",data_driven_thin,7.563089693994861,8.774999,3.6410782303351534,1.644353,13.481827,2026-06-03,T3_low,2,1-2d,10.23691030600514,-3.682949024405138,18.809128412394863,2.6024746242227117,14.43994862422271
823293,2026-06-05,681035,16.7,Christian Scott,data_driven_thin,9.121731487507244,8.774999,3.6410782303351534,3.202995,15.040468,2026-06-03,T2_mid,2,1-2d,7.578268512492755,-2.1243072308927555,20.36777020590724,4.161116624222712,15.998589624222712
825073,2026-06-05,518876,-3.5,"Kelly, Merrill",data_driven_full,8.39388733425298,8.897569556101145,3.691937575145703,2.3924766686627583,14.3952979998432,2026-06-04,T3_low,1,1-2d,-11.89388733425298,-3.0092378088462475,19.797012477352208,3.35059829288547,15.35341962406591
825073,2026-06-05,656492,16.5,"Griffin, Foster",data_driven_full,9.281060734783928,8.774999,3.6410782303351534,3.362324,15.199798,2026-06-03,T2_mid,2,1-2d,7.218939265216072,-1.9649779836160715,20.52709945318393,4.320445624222712,16.15791962422271
823293,2026-06-05,650633,9.8,"King, Michael",data_driven_full,11.370677713948556,8.774999,3.6410782303351534,5.451941,17.289415,2026-06-03,T1_high,2,1-2d,-1.5706777139485553,0.12463899554855651,22.616716432348554,6.410062624222711,18.247536624222715
823943,2026-06-05,808963,29.1,"Sasaki, Roki",data_driven_full,9.878048375473282,8.774999,3.6410782303351534,3.959312,15.796785,2026-06-03,T2_mid,2,1-2d,19.221951624526717,-1.367990342926717,21.124087093873282,4.917433624222712,16.754906624222713
823943,2026-06-05,672282,21.8,"Detmers, Reid",data_driven_full,11.499551920177456,8.774999,3.6410782303351534,5.580815,17.418289,2026-06-03,T1_high,2,1-2d,10.300448079822544,0.25351320177745684,22.745590638577454,6.538936624222712,18.376410624222714
824350,2026-06-05,687075,3.5,"Sproat, Brandon",data_driven_full,9.819454999690198,8.774999,3.6410782303351534,3.900718,15.738192,2026-06-03,T2_mid,2,1-2d,-6.319454999690198,-1.4265837187098018,21.065493718090195,4.858839624222711,16.69631362422271
823455,2026-06-05,641743,-3.8,"Kay, Anthony",data_driven_full,7.464889740019028,8.774999,3.6410782303351534,1.546153,13.383627,2026-06-03,T3_low,2,1-2d,-11.264889740019028,-3.7811489783809717,18.710928458419026,2.5042746242227114,14.341748624222712
824914,2026-06-05,656605,-3.6,"Keller, Mitch",data_driven_full,9.441196977682871,8.774999,3.6410782303351534,3.52246,15.359934,2026-06-03,T2_mid,2,1-2d,-13.041196977682871,-1.8048417407171282,20.687235696082872,4.480581624222712,16.318055624222712
824186,2026-06-05,663567,10.6,"Lambert, Peter",data_driven_thin,9.156361412138216,8.774999,3.6410782303351534,3.237625,15.075098,2026-06-03,T2_mid,2,1-2d,1.4436385878617841,-2.089677306261784,20.402400130538215,4.1957466242227115,16.033219624222713
824673,2026-06-05,592662,13.5,"Ray, Robbie",data_driven_full,8.474893384774521,8.897569556101145,3.691937575145703,2.4734827191842994,14.476304050364742,2026-06-04,T3_low,1,1-2d,5.025106615225479,-2.9282317583247064,19.87801852787375,3.431604343407011,15.434425674587454
824271,2026-06-05,664285,11.5,"Valdez, Framber",data_driven_full,10.411120487995063,8.774999,3.6410782303351534,4.492384,16.329857,2026-06-03,T1_high,2,1-2d,1.0888795120049366,-0.8349182304049361,21.657159206395065,5.450505624222712,17.287978624222713
824271,2026-06-05,693433,8.9,"Woo, Bryan",data_driven_full,12.691557990835896,8.774999,3.6410782303351534,6.772821,18.610295,2026-06-03,T1_high,2,1-2d,-3.791557990835896,1.445519272435897,23.937596709235898,7.7309426242227115,19.568416624222714
823455,2026-06-05,666200,1.8,"Luzardo, Jesús",data_driven_full,12.921944079006504,8.774999,3.6410782303351534,7.003207,18.840681,2026-06-03,T1_high,2,1-2d,-11.121944079006504,1.6759053606065049,24.167982797406502,7.961328624222711,19.798802624222713
823538,2026-06-05,677960,5.8,"Weathers, Ryan",data_driven_full,10.277924087091014,8.774999,3.6410782303351534,4.359187,16.196661,2026-06-03,T1_high,2,1-2d,-4.477924087091014,-0.9681146313089855,21.523962805491013,5.317308624222711,17.15478262422271
824673,2026-06-05,665795,-6.9,"Cabrera, Edward",data_driven_full,9.878813410520312,8.774999,3.6410782303351534,3.960077,15.79755,2026-06-03,T2_mid,2,1-2d,-16.778813410520314,-1.3672253078796874,21.12485212892031,4.918198624222711,16.75567162422271
822810,2026-06-05,702056,4.7,Trey Yesavage,data_driven_thin,11.27525322812756,8.774999,3.6410782303351534,5.356516,17.19399,2026-06-03,T1_high,2,1-2d,-6.57525322812756,0.029214509727561122,22.521291946527562,6.314637624222712,18.152111624222712
822810,2026-06-05,687064,11.9,"Young, Brandon",data_driven_thin,6.270249470671583,8.774999,3.6410782303351534,0.351513,12.188986,2026-06-03,T3_low,2,1-2d,5.629750529328417,-4.975789247728416,17.51628818907158,1.3096346242227115,13.147107624222711
823860,2026-06-05,656876,31.1,"Rasmussen, Drew",data_driven_full,11.13523388298397,8.774999,3.6410782303351534,5.216497,17.053971,2026-06-03,T1_high,2,1-2d,19.964766117016033,-0.11080483541602959,22.38127260138397,6.1746186242227115,18.012092624222714
824914,2026-06-05,527048,10.5,"Pérez, Martín",data_driven_thin,8.397007394949068,8.774999,3.6410782303351534,2.478271,14.315744,2026-06-03,T2_mid,2,1-2d,2.1029926050509324,-2.849031323450932,19.643046113349065,3.4363926242227114,15.273865624222712
823538,2026-06-05,543243,7.9,"Gray, Sonny",data_driven_full,9.87261903331003,8.774999,3.6410782303351534,3.953882,15.791356,2026-06-03,T2_mid,2,1-2d,-1.9726190333100302,-1.373419685089969,21.118657751710032,4.912003624222711,16.749477624222713
824915,2026-06-06,675911,6.5,"Strider, Spencer",data_driven_thin,12.016217667596246,7.851911209243567,3.2580544436695296,6.72010355696146,17.312331778231034,2026-06-05,T1_high,1,1-2d,-5.516217667596246,1.9532082618296904,22.0792270733628,7.678225181184171,18.270453402453747
824915,2026-06-06,677952,-0.5,"Ashcraft, Braxton",data_driven_full,12.55763018711096,7.851911209243567,3.2580544436695296,7.261516076476173,17.853744297745745,2026-06-05,T1_high,1,1-2d,-13.05763018711096,2.4946207813444037,22.620639592877517,8.219637700698884,18.811865921968458
823859,2026-06-06,663556,3.5,"McClanahan, Shane",data_driven_full,11.509888699944334,8.10159321225471,3.3616569345455223,6.045364078278532,16.974413321610136,2026-06-05,T1_high,1,1-2d,-8.009888699944334,1.126886839118697,21.89289056076997,7.003485702501244,17.93253494583285
822891,2026-06-06,683004,-1.6,"Leiter, Jack",data_driven_full,10.359504477253614,8.10159321225471,3.3616569345455223,4.894979855587812,15.824029098919414,2026-06-05,T1_high,1,1-2d,-11.959504477253613,-0.023497383572022912,20.742506338079252,5.853101479810524,16.782150723142127
824351,2026-06-06,694819,23.1,"Misiorowski, Jacob",data_driven_full,17.366806323720386,7.851911209243567,3.2580544436695296,12.0706922130856,22.66292043435517,2026-06-05,T1_high,1,1-2d,5.733193676279615,7.3037969179538305,27.42981572948694,13.028813837308311,23.62104205857788
823942,2026-06-06,808967,26.4,"Yamamoto, Yoshinobu",data_driven_full,13.11175408443146,7.851911209243567,3.2580544436695296,7.815639973796674,18.407868195066246,2026-06-05,T1_high,1,1-2d,13.288245915568538,3.048744678664905,23.174763490198018,8.773761598019385,19.36598981928896
823292,2026-06-06,690997,16.8,"McLean, Nolan",data_driven_full,10.97798093129752,8.10159321225471,3.3616569345455223,5.513456309631718,16.442505552963322,2026-06-05,T1_high,1,1-2d,5.822019068702481,0.5949790704718829,21.360982792123156,6.47157793385443,17.400627177186035
823292,2026-06-06,656288,15.5,"Canning, Griffin",data_driven_thin,8.899617324939708,8.191507962824565,3.3989659596782427,3.374445204014539,14.424789445864878,2026-06-05,T2_mid,1,1-2d,6.600382675060292,-1.5986192802162549,19.39785393009567,4.332566828237251,15.382911070087589
822891,2026-06-06,676440,24.4,"Bibee, Tanner",data_driven_full,10.40511446068556,8.10159321225471,3.3616569345455223,4.940589839019759,15.869639082351362,2026-06-05,T1_high,1,1-2d,13.994885539314438,0.02211259985992342,20.788116321511197,5.898711463242471,16.827760706574075
824184,2026-06-06,837227,11.5,,data_driven_thin,8.69321193856161,8.191507962824565,3.3989659596782427,3.168039817636441,14.21838405948678,2026-06-05,T3_low,1,1-2d,2.8067880614383895,-1.8050246665943526,19.191448543717573,4.126161441859153,15.176505683709491
823942,2026-06-06,686799,-18.9,"Kochanowicz, Jack",data_driven_full,7.311089527663995,8.897569556101145,3.691937575145703,1.3096788620737732,13.312500193254216,2026-06-05,T3_low,1,1-2d,-26.211089527663994,-4.092035615435233,18.714214670763223,2.2678004862964847,14.270621817476927
825075,2026-06-06,593958,10.9,"Rodriguez, Eduardo",data_driven_full,8.654528177582462,8.191507962824565,3.3989659596782427,3.1293560566572927,14.17970029850763,2026-06-05,T3_low,1,1-2d,2.2454718224175387,-1.8437084275735014,19.152764782738423,4.087477680880005,15.13782192273034
824269,2026-06-06,672456,1.5,"Montero, Keider",data_driven_full,8.384169386201364,8.897569556101145,3.691937575145703,2.3827587206111422,14.385580051791584,2026-06-05,T3_low,1,1-2d,-6.884169386201364,-3.0189557568978636,19.787294529300592,3.3408803448338538,15.343701676014295
824269,2026-06-06,682243,25.8,"Miller, Bryce",data_driven_thin,11.3859549555137,8.10159321225471,3.3616569345455223,5.921430333847899,16.850479577179502,2026-06-05,T1_high,1,1-2d,14.4140450444863,1.0029530946880634,21.768956816339337,6.879551958070611,17.808601201402215
823697,2026-06-06,657746,14.8,"Ryan, Joe",data_driven_full,13.190853885664971,7.851911209243567,3.2580544436695296,7.894739775030185,18.48696799629976,2026-06-05,T1_high,1,1-2d,1.6091461143350294,3.1278444798984157,23.25386329143153,8.852861399252896,19.445089620522474
823697,2026-06-06,679883,12.5,Luinder Avila,data_driven_thin,7.355793124242403,8.897569556101145,3.691937575145703,1.354382458652181,13.357203789832624,2026-06-05,T3_low,1,1-2d,5.144206875757597,-4.0473320188568245,18.75891826734163,2.3125040828748924,14.315325414055335
823048,2026-06-06,669461,5.3,"Liberatore, Matthew",data_driven_full,8.437835215985913,8.897569556101145,3.691937575145703,2.4364245503956914,14.439245881576134,2026-06-05,T3_low,1,1-2d,-3.1378352159859135,-2.9652899271133144,19.84096035908514,3.394546174618403,15.397367505798845
823048,2026-06-06,666157,0.5,"Lodolo, Nick",data_driven_thin,8.972297543381458,8.191507962824565,3.3989659596782427,3.4471254224562893,14.497469664306628,2026-06-05,T2_mid,1,1-2d,-8.472297543381458,-1.5259390617745048,19.47053414853742,4.405247046679001,15.45559128852934
825075,2026-06-06,641793,14.5,"Littell, Zack",data_driven_thin,6.317290042757673,8.897569556101145,3.691937575145703,0.3158793771674508,12.318700708347894,2026-06-05,T3_low,1,1-2d,8.182709957242327,-5.085835100341555,17.7204151858569,1.2740010013901624,13.276822332570605
824669,2026-06-06,694738,15.7,"Roupp, Landen",data_driven_full,9.771178057912604,8.191507962824565,3.3989659596782427,4.246005936987436,15.296350178837772,2026-06-05,T2_mid,1,1-2d,5.928821942087396,-0.7270585472433595,20.269414663068567,5.204127561210148,16.254471803060483
822808,2026-06-06,680755,3.3,Braydon Fisher,data_driven_thin,9.077170310105554,8.774999,3.6410782303351534,3.158433,14.995907,2026-06-03,T2_mid,3,3-5d,-5.7771703101055545,-2.168868408294445,20.323209028505552,4.116554624222712,15.954028624222712
822808,2026-06-06,680694,-5.8,"Bradish, Kyle",data_driven_full,10.502579047389997,8.10159321225471,3.3616569345455223,5.0380544257241935,15.967103669055795,2026-06-05,T1_high,1,1-2d,-16.302579047389997,0.11957718656436,20.885580908215633,5.9961760499469055,16.92522529327851
823454,2026-06-06,691725,-3.6,"Painter, Andrew",data_driven_full,8.565690162344849,8.897569556101145,3.691937575145703,2.5642794967546267,14.567100827935072,2026-06-05,T3_low,1,1-2d,-12.165690162344848,-2.837434980754379,19.968815305444075,3.5224011209773383,15.525222452157783
824669,2026-06-06,676962,19.6,"Brown, Ben",data_driven_thin,10.91827006806962,8.774999,3.6410782303351534,4.999533,16.837007,2026-06-03,T1_high,3,3-5d,8.68172993193038,-0.3277686503303787,22.16430878646962,5.957654624222711,17.795128624222713
823047,2026-06-07,695076,6.9,"Lowder, Rhett",data_driven_full,7.353602476017448,9.054809164619462,3.757182225983179,1.246133694481621,13.461071257553275,2026-06-06,T3_low,1,1-2d,-0.45360247601744774,-4.251040949358854,18.958245901393752,2.2042553187043326,14.419192881775986
822890,2026-06-07,594798,20.8,"deGrom, Jacob",data_driven_full,14.180750335602635,7.81224009224129,3.241593399270245,8.911394393385887,19.450106277819387,2026-06-06,T1_high,1,1-2d,6.6192496643973655,4.168583433386196,24.192917237819074,9.869516017608598,20.4082279020421
822890,2026-06-07,676282,-1.5,"Cantillo, Joey",data_driven_full,9.084917446451769,8.136237151716475,3.376032013160363,3.597025487619004,14.57280940528453,2026-06-06,T2_mid,1,1-2d,-10.584917446451769,-1.3424840871880672,19.512318980091607,4.555147111841716,15.530931029507242
824349,2026-06-07,607536,4.5,"Freeland, Kyle",data_driven_full,7.108817273484899,9.054809164619462,3.757182225983179,1.0013484919490718,13.216286055020726,2026-06-06,T3_low,1,1-2d,-2.608817273484899,-4.4958261518914036,18.7134606988612,1.9594701161717833,14.174407679243437
824349,2026-06-07,675660,12.9,Shane Drohan,data_driven_thin,10.130164223440442,8.366899462610949,3.4717425156062025,4.486690535909357,15.773637910971528,2026-06-06,T1_high,1,1-2d,2.7698357765595585,-0.5928541278417505,20.853182574722634,5.444812160132068,16.73175953519424
825074,2026-06-07,676917,2.5,"Cavalli, Cade",data_driven_full,9.938533138188742,8.136237151716475,3.376032013160363,4.450641179355979,15.426425097021504,2026-06-06,T2_mid,1,1-2d,-7.438533138188742,-0.4888683954510942,20.365934671828576,5.408762803578691,16.384546721244217
823291,2026-06-07,681190,-1.8,"Vásquez, Randy",data_driven_full,7.527812258010472,9.054809164619462,3.757182225983179,1.4203434764746454,13.6352810395463,2026-06-06,T3_low,1,1-2d,-9.327812258010471,-4.076831167365831,19.132455683386773,2.378465100697357,14.59340266376901
823941,2026-06-07,667755,3.8,"Soriano, José",data_driven_full,11.934557500552948,7.81224009224129,3.241593399270245,6.665201558336198,17.203913442769696,2026-06-06,T1_high,1,1-2d,-8.134557500552948,1.9223905983365093,21.946724402769387,7.623323182558909,18.16203506699241
823291,2026-06-07,623211,1.3,Huascar Brazobán,data_driven_thin,8.99714845847037,8.136237151716475,3.376032013160363,3.5092564996376074,14.485040417303132,2026-06-06,T2_mid,1,1-2d,-7.69714845847037,-1.4302530751694658,19.424549992110208,4.467378123860319,15.443162041525843
824670,2026-06-07,592791,-0.7,"Taillon, Jameson",data_driven_full,9.399523848337118,8.136237151716475,3.376032013160363,3.9116318895043554,14.88741580716988,2026-06-06,T2_mid,1,1-2d,-10.099523848337117,-1.0278776853027178,19.826925381976956,4.869753513727067,15.845537431392591
824670,2026-06-07,686790,13.5,Trevor McDonald,data_driven_thin,8.952657716661976,8.136237151716475,3.376032013160363,3.464765757829213,14.44054967549474,2026-06-06,T2_mid,1,1-2d,4.547342283338024,-1.4747438169778597,19.380059250301812,4.4228873820519246,15.398671299717451
823047,2026-06-07,700241,15.8,"McGreevy, Michael",data_driven_full,6.7577088928272495,9.054809164619462,3.757182225983179,0.6502401112914225,12.865177674363077,2026-06-06,T3_low,1,1-2d,9.042291107172751,-4.846934532549053,18.362352318203552,1.608361735514134,13.823299298585788
823941,2026-06-07,686218,-2.6,"Sheehan, Emmet",data_driven_full,11.077115545375694,8.366899462610949,3.4717425156062025,5.433641857844609,16.72058923290678,2026-06-06,T1_high,1,1-2d,-13.677115545375694,0.3540971940935016,21.800133896657886,6.39176348206732,17.67871085712949
823696,2026-06-07,702070,23.8,"Cameron, Noah",data_driven_full,10.079922521085471,8.366899462610949,3.4717425156062025,4.436448833554387,15.723396208616556,2026-06-06,T1_high,1,1-2d,13.72007747891453,-0.6430958301967209,20.802940872367664,5.394570457777098,16.68151783283927
825074,2026-06-07,647336,22.1,"Soroka, Michael",data_driven_full,9.49337433821501,8.136237151716475,3.376032013160363,4.005482379382248,14.981266297047776,2026-06-06,T2_mid,1,1-2d,12.60662566178499,-0.9340271954248252,19.920775871854847,4.96360400360496,15.939387921270487
824183,2026-06-07,695611,17.9,Gage Jump,data_driven_thin,9.268938070566891,8.136237151716475,3.376032013160363,3.7810461117341294,14.756830029399657,2026-06-06,T2_mid,1,1-2d,8.631061929433107,-1.1584634630729447,19.696339604206727,4.7391677359568405,15.714951653622368
824916,2026-06-07,693821,15.8,"Elder, Bryce",data_driven_full,10.057709719801757,8.366899462610949,3.4717425156062025,4.414236032270672,15.701183407332842,2026-06-06,T2_mid,1,1-2d,5.742290280198244,-0.6653086314804355,20.78072807108395,5.372357656493383,16.659305031555554
824916,2026-06-07,682254,2.3,Mason Montgomery,data_driven_thin,9.965945356503122,8.366899462610949,3.4717425156062025,4.322471668972037,15.609419044034206,2026-06-06,T2_mid,1,1-2d,-7.665945356503122,-0.7570729947790706,20.688963707785312,5.280593293194748,16.567540668256918
823453,2026-06-07,605400,-1.7,"Nola, Aaron",data_driven_full,10.6414665517004,8.366899462610949,3.4717425156062025,4.997992864169316,16.284940239231485,2026-06-06,T1_high,1,1-2d,-12.3414665517004,-0.08155179958179204,21.364484902982593,5.956114488392027,17.243061863454198
823537,2026-06-07,693645,16.7,"Schlittler, Cam",data_driven_full,13.932354055331354,7.81224009224129,3.241593399270245,8.662998113114604,19.201709997548104,2026-06-06,T1_high,1,1-2d,2.7676459446686454,3.920187153114915,23.944520957547795,9.621119737337315,20.159831621770817
823537,2026-06-07,624133,18.9,"Suarez, Ranger",data_driven_full,10.30201513875693,8.366899462610949,3.4717425156062025,4.658541451225846,15.945488826288017,2026-06-06,T1_high,1,1-2d,8.597984861243068,-0.42100321252526207,21.02503349003912,5.616663075448557,16.90361045051073
822807,2026-06-07,592332,8.5,"Gausman, Kevin",data_driven_full,12.380365415143796,7.81224009224129,3.241593399270245,7.111009472927046,17.649721357360548,2026-06-06,T1_high,1,1-2d,-3.880365415143796,2.368198512927357,22.392532317360235,8.069131097149757,18.60784298158326
822807,2026-06-07,669358,11.7,"Baz, Shane",data_driven_full,9.730551801409256,8.136237151716475,3.376032013160363,4.242659842576495,15.21844376024202,2026-06-06,T2_mid,1,1-2d,1.9694481985907437,-0.6968497322305804,20.157953335049093,5.2007814667992065,16.17656538446473
824268,2026-06-07,656427,10.5,"Flaherty, Jack",data_driven_full,9.894353978207436,8.136237151716475,3.376032013160363,4.406462019374675,15.3822459370402,2026-06-06,T2_mid,1,1-2d,0.6056460217925643,-0.5330475554324003,20.32175551184727,5.364583643597387,16.340367561262912
824268,2026-06-07,622491,18.7,"Castillo, Luis",data_driven_full,10.602172678230618,8.366899462610949,3.4717425156062025,4.958698990699533,16.2456463657617,2026-06-06,T1_high,1,1-2d,8.097827321769381,-0.12084567305157456,21.32519102951281,5.916820614922244,17.203767989984414
823857,2026-06-07,645261,21.1,"Alcantara, Sandy",data_driven_full,9.67230350120992,8.136237151716475,3.376032013160363,4.184411542377156,15.160195460042685,2026-06-06,T2_mid,1,1-2d,11.427696498790082,-0.7550980324299168,20.099705034849755,5.142533166599868,16.118317084265396
823857,2026-06-07,643377,15.5,"Jax, Griffin",data_driven_thin,9.751320628802056,8.136237151716475,3.376032013160363,4.263428669969295,15.23921258763482,2026-06-06,T2_mid,1,1-2d,5.7486793711979445,-0.6760809048377805,20.178722162441893,5.2215502941920064,16.19733421185753
824183,2026-06-07,681347,1.5,"Burrows, Mike",data_driven_full,8.627409942078447,8.136237151716475,3.376032013160363,3.1395179832456845,14.11530190091121,2026-06-06,T2_mid,1,1-2d,-7.127409942078447,-1.7999915915613887,19.05481147571828,4.0976396074683965,15.07342352513392
823696,2026-06-07,687570,12.3,"Prielipp, Connor",data_driven_full,9.001146549168565,8.136237151716475,3.376032013160363,3.5132545903358023,14.489038508001329,2026-06-06,T2_mid,1,1-2d,3.2988534508314356,-1.4262549844712709,19.4285480828084,4.471376214558514,15.44716013222404
824025,2026-06-08,680570,11.6,"Rodriguez, Grayson",data_driven_thin,8.102233850123383,9.054597483368704,3.757094391439296,1.9949078475911923,14.209559852655572,2026-06-07,T3_low,1,1-2d,3.4977661498766164,-3.5021382845619495,19.706605984808718,2.953029471813904,15.167681476878283
824998,2026-06-08,605488,-0.5,"Springs, Jeffrey",data_driven_full,8.710550165270286,8.139283696675376,3.3772961396993257,3.220603311862745,14.200497018677826,2026-06-07,T2_mid,1,1-2d,-9.210550165270286,-1.7207558203888755,19.14185615092945,4.178724936085457,15.158618642900537
823218,2026-06-08,663992,2.3,Richard Lovelady,data_driven_thin,7.013755709177914,9.054597483368704,3.757094391439296,0.9064297066457234,13.121081711710104,2026-06-07,T3_low,1,1-2d,-4.7137557091779145,-4.590616425507418,18.61812784386325,1.864551330868435,14.079203335932815
823218,2026-06-08,657277,26.4,"Webb, Logan",data_driven_full,10.316702939424058,8.363725243758422,3.470425412347893,4.675370262509002,15.958035616339114,2026-06-07,T1_high,1,1-2d,16.08329706057594,-0.40224733297673687,21.03565321182485,5.633491886731713,16.916157240561827
