game_pk,game_date,pitcher,actual,player_name,data_quality_tag,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,xfp_rp3_p25,xfp_rp3_p75,snap_date,tier,gap_days,gap_bucket,err,p10,p90,p25_rc,p75_rc
824588,2026-06-12,808963,-5.7,"Sasaki, Roki",data_driven_full,11.07801106219523,8.363725243758422,3.470425412347893,5.436678385280175,16.719343739110286,2026-06-07,T1_high,5,3-5d,-16.77801106219523,0.35906078979443556,21.796961334596027,6.394800009502887,17.677465363333
824102,2026-06-12,679883,-21.8,Luinder Avila,data_driven_thin,7.868015179408676,9.054597483368704,3.757094391439296,1.7606891768764852,13.975341181940866,2026-06-07,T3_low,5,3-5d,-29.668015179408677,-3.7363569552766567,19.472387314094007,2.7188108010991967,14.933462806163577
824102,2026-06-12,837227,-11.8,,data_driven_thin,9.18497903013156,8.139283696675376,3.3772961396993257,3.695032176724019,14.6749258835391,2026-06-07,T2_mid,5,3-5d,-20.984979030131562,-1.2463269555276018,19.616285015790723,4.653153800946731,15.63304750776181
823695,2026-06-12,657746,15.8,"Ryan, Joe",data_driven_full,13.165166664430268,7.812216847680743,3.2415837542243744,7.895826400669607,18.434506928190928,2026-06-07,T1_high,5,3-5d,2.6348333355697324,3.1530295524426286,23.177303776417908,8.853948024892318,19.39262855241364
824020,2026-06-12,663556,3.2,"McClanahan, Shane",data_driven_full,11.317328253070798,8.363725243758422,3.470425412347893,5.675995576155742,16.958660929985854,2026-06-07,T1_high,5,3-5d,-8.117328253070799,0.5983779806700031,22.036278525471594,6.634117200378453,17.916782554208567
824588,2026-06-12,641743,12.5,"Kay, Anthony",data_driven_full,7.266478140999261,9.054597483368704,3.757094391439296,1.1591521384670704,13.373804143531451,2026-06-07,T3_low,5,3-5d,5.233521859000739,-4.337893993686071,18.870850275684596,2.117273762689782,14.331925767754162
824997,2026-06-12,695611,10.5,Gage Jump,data_driven_thin,9.268938070566891,8.139395814568648,3.377342661646741,3.77891559364034,14.758960547493446,2026-06-11,T2_mid,1,1-2d,1.2310619294331087,-1.1625116053842888,19.70038774651807,4.737037217863051,15.717082171716157
823211,2026-06-12,694738,6.4,"Roupp, Landen",data_driven_full,9.734897327994446,8.139283696675376,3.3772961396993257,4.244950474586905,15.224844181401988,2026-06-07,T2_mid,5,3-5d,-3.3348973279944456,-0.6964086576647155,20.166203313653607,5.203072098809617,16.1829658056247
823211,2026-06-12,665871,20.8,"Assad, Javier",data_driven_thin,7.0678792142310325,9.054597483368704,3.757094391439296,0.9605532116988416,13.175205216763224,2026-06-07,T3_low,5,3-5d,13.732120785768968,-4.5364929204543,18.672251348916365,1.918674835921553,14.133326840985935
823695,2026-06-12,681517,4.5,"Leahy, Kyle",data_driven_full,7.262699982050061,9.054597483368704,3.757094391439296,1.1553739795178704,13.370025984582252,2026-06-07,T3_low,5,3-5d,-2.7626999820500613,-4.3416721526352715,18.867072116735393,2.113495603740582,14.328147608804963
822803,2026-06-12,677960,-2.7,"Weathers, Ryan",data_driven_full,10.156517281069627,8.363725243758422,3.470425412347893,4.515184604154573,15.797849957984685,2026-06-07,T1_high,5,3-5d,-12.856517281069628,-0.5624329913311676,20.875467553470422,5.473306228377284,16.755971582207398
823778,2026-06-12,694819,43.7,"Misiorowski, Jacob",data_driven_full,16.856244153394492,7.812216847680743,3.2415837542243744,11.586903889633833,22.12558441715516,2026-06-07,T1_high,5,3-5d,26.84375584660551,6.844107041406852,26.868381265382133,12.545025513856544,23.083706041377873
823617,2026-06-12,675911,-9.1,"Strider, Spencer",data_driven_thin,11.490749060338189,8.363725243758422,3.470425412347893,5.849416383423131,17.132081737253245,2026-06-07,T1_high,5,3-5d,-20.59074906033819,0.771798787937394,22.209699332738985,6.807538007645842,18.090203361475957
822803,2026-06-12,702056,-0.5,Trey Yesavage,data_driven_full,10.299573606518562,8.363725243758422,3.470425412347893,4.658240929603506,15.940906283433618,2026-06-07,T1_high,5,3-5d,-10.799573606518562,-0.41937666588223266,21.018523878919357,5.616362553826217,16.89902790765633
823370,2026-06-12,677952,9.5,"Ashcraft, Braxton",data_driven_full,13.022438796418612,7.812216847680743,3.2415837542243744,7.753098532657951,18.29177906017928,2026-06-07,T1_high,5,3-5d,-3.522438796418612,3.0103016844309725,23.034575908406254,8.711220156880662,19.249900684401993
823370,2026-06-12,645261,21.4,"Alcantara, Sandy",data_driven_full,9.741723208829,8.139395814568648,3.377342661646741,4.251700731902446,15.231745685755552,2026-06-11,T2_mid,1,1-2d,11.658276791170998,-0.6897264671221794,20.17317288478018,5.209822356125157,16.189867309978265
822726,2026-06-12,641793,-9.5,"Littell, Zack",data_driven_full,7.268142862241857,9.054597483368704,3.757094391439296,1.1608168597096655,13.375468864774048,2026-06-07,T3_low,5,3-5d,-16.768142862241856,-4.336229272443476,18.87251499692719,2.118938483932377,14.333590488996759
824826,2026-06-12,669358,4.5,"Baz, Shane",data_driven_full,9.730551801409256,8.139395814568648,3.377342661646741,4.240529324482704,15.22057427833581,2026-06-11,T2_mid,1,1-2d,-5.230551801409256,-0.7008978745419245,20.162001477360434,5.198650948705415,16.178695902558523
824826,2026-06-12,656288,-2.5,"Canning, Griffin",data_driven_thin,8.799831584508048,8.139283696675376,3.3772961396993257,3.3098847311005075,14.28977843791559,2026-06-07,T2_mid,5,3-5d,-11.299831584508048,-1.631474401151113,19.23113757016721,4.2680063553232195,15.247900062138301
822726,2026-06-12,682243,25.4,"Miller, Bryce",data_driven_thin,13.144833447912765,7.812216847680743,3.2415837542243744,7.875493184152102,18.414173711673424,2026-06-07,T1_high,5,3-5d,12.255166552087234,3.132696335925125,23.156970559900405,8.833614808374813,19.372295335896137
824425,2026-06-12,656427,2.9,"Flaherty, Jack",data_driven_full,9.894353978207436,8.139395814568648,3.377342661646741,4.404331501280884,15.38437645513399,2026-06-11,T2_mid,1,1-2d,-6.994353978207435,-0.5370956977437444,20.325803654158616,5.362453125503595,16.3424980793567
824752,2026-06-12,543243,19.8,"Gray, Sonny",data_driven_full,10.019451918467457,8.363725243758422,3.470425412347893,4.378119241552399,15.66078459538251,2026-06-07,T2_mid,5,3-5d,9.780548081532544,-0.6994983539333379,20.73840219086825,5.33624086577511,16.618906219605222
824752,2026-06-12,683004,2.5,"Leiter, Jack",data_driven_full,10.473833142411287,8.363725243758422,3.470425412347893,4.832500465496233,16.115165819326343,2026-06-07,T1_high,5,3-5d,-7.973833142411287,-0.24511712998950763,21.192783414812084,5.790622089718944,17.073287443549056
824507,2026-06-12,666157,9.6,"Lodolo, Nick",data_driven_thin,8.434916863095358,9.054597483368704,3.757094391439296,2.327590860563167,14.54224286562755,2026-06-07,T2_mid,5,3-5d,1.1650831369046415,-3.1694552715899746,20.03928899778069,3.2857124847858787,15.500364489850261
824507,2026-06-12,593958,2.8,"Rodriguez, Eduardo",data_driven_full,8.515017886358304,9.054597483368704,3.757094391439296,2.407691883826113,14.622343888890494,2026-06-07,T2_mid,5,3-5d,-5.7150178863583045,-3.0893542483270284,20.119390021043635,3.3658135080488245,15.580465513113205
823617,2026-06-12,690997,8.2,"McLean, Nolan",data_driven_full,10.491322758582095,8.363725243758422,3.470425412347893,4.849990081667041,16.132655435497153,2026-06-07,T1_high,5,3-5d,-2.291322758582096,-0.2276275138186996,21.21027303098289,5.808111705889752,17.090777059719866
824425,2026-06-12,676440,23.1,"Bibee, Tanner",data_driven_full,10.554405758664078,8.363725243758422,3.470425412347893,4.913073081749023,16.195738435579134,2026-06-07,T1_high,5,3-5d,12.545594241335923,-0.16454451373671652,21.27335603106487,5.871194705971735,17.153860059801847
824100,2026-06-13,681347,4.5,"Burrows, Mike",data_driven_full,8.627409942078447,8.139395814568648,3.377342661646741,3.1373874651518943,14.117432419005,2026-06-11,T3_low,2,1-2d,-4.127409942078447,-1.8040397338727328,19.05885961802963,4.095509089374605,15.075554043227712
823616,2026-06-13,527048,14.6,"Pérez, Martín",data_driven_full,8.04939693430962,9.054597483368704,3.757094391439296,1.9420709317774287,14.15672293684181,2026-06-07,T3_low,6,6-10d,6.55060306569038,-3.554975200375713,19.653769068994954,2.9001925560001403,15.11484456106452
824587,2026-06-13,680732,0.2,"Burke, Sean",data_driven_full,8.778824343940606,8.139283696675376,3.3772961396993257,3.288877490533065,14.268771197348148,2026-06-07,T2_mid,6,6-10d,-8.578824343940607,-1.6524816417185555,19.210130329599767,4.246999114755777,15.226892821570859
824587,2026-06-13,808967,31.5,"Yamamoto, Yoshinobu",data_driven_full,13.84412984582984,7.812216847680743,3.2415837542243744,8.57478958206918,19.1134701095905,2026-06-07,T1_high,6,6-10d,17.65587015417016,3.831992733842201,23.856266957817482,9.53291120629189,20.071591733813214
824100,2026-06-13,702070,0.3,"Cameron, Noah",data_driven_full,10.157505669268833,8.363237442890851,3.4702230053489007,4.516502014038954,15.798509324498712,2026-06-11,T2_mid,2,1-2d,-9.857505669268832,-0.5608194375400828,20.87583077607775,5.474623638261665,16.756630948721423
823776,2026-06-13,675660,7.5,Shane Drohan,data_driven_thin,10.130164223440442,8.363237442890851,3.4702230053489007,4.489160568210563,15.77116787867032,2026-06-11,T2_mid,2,1-2d,-2.630164223440442,-0.5881608833684737,20.848489330249357,5.447282192433274,16.72928950289303
824995,2026-06-13,607536,0.7,"Freeland, Kyle",data_driven_full,7.108817273484899,9.054416336326067,3.7570192266913134,1.0016134546329667,13.216021092336833,2026-06-11,T3_low,2,1-2d,-6.408817273484899,-4.49532270315059,18.71295725012039,1.9597350788556782,14.174142716559544
823213,2026-06-13,686790,-1.9,Trevor McDonald,data_driven_thin,8.930692192181741,8.139395814568648,3.377342661646741,3.440669715255188,14.420714669108294,2026-06-11,T2_mid,2,1-2d,-10.830692192181742,-1.5007574837694388,19.362141868132923,4.398791339477899,15.378836293331005
824019,2026-06-13,643377,16.5,"Jax, Griffin",data_driven_thin,9.751320628802056,8.139395814568648,3.377342661646741,4.261298151875504,15.24134310572861,2026-06-11,T2_mid,2,1-2d,6.7486793711979445,-0.6801290471491246,20.182770304753234,5.219419776098215,16.199464729951323
824019,2026-06-13,667755,16.5,"Soriano, José",data_driven_full,12.008680536435806,7.809713393223138,3.240544976441136,6.741028852706799,17.27633222016481,2026-06-11,T1_high,2,1-2d,4.491319463564194,1.9997518516810313,22.017609221190583,7.6991504769295105,18.234453844387524
823776,2026-06-13,605400,4.4,"Nola, Aaron",data_driven_full,10.6414665517004,8.363237442890851,3.4702230053489007,5.000462896470522,16.282470206930277,2026-06-11,T1_high,2,1-2d,-6.2414665517004,-0.07685855510851525,21.359791658509316,5.958584520693233,17.24059183115299
824749,2026-06-13,594798,14.8,"deGrom, Jacob",data_driven_full,14.22204311052372,7.809713393223138,3.240544976441136,8.954391426794713,19.489694794252728,2026-06-11,T1_high,2,1-2d,0.5779568894762814,4.213114425768945,24.230971795278492,9.912513051017424,20.44781641847544
823213,2026-06-13,676962,7.5,"Brown, Ben",data_driven_thin,11.116871762862232,8.363725243758422,3.470425412347893,5.475539085947176,16.758204439777288,2026-06-07,T1_high,6,6-10d,-3.6168717628622318,0.397921490461437,21.83582203526303,6.433660710169887,17.716326064
824426,2026-06-13,669373,8.4,"Skubal, Tarik",data_driven_thin,14.860793113641394,7.812216847680743,3.2415837542243744,9.591452849880731,20.130133377402053,2026-06-07,T1_high,6,6-10d,-6.460793113641394,4.8486560016537545,24.872930225629034,10.549574474103443,21.088255001624766
824749,2026-06-13,624133,11.5,"Suarez, Ranger",data_driven_full,10.30201513875693,8.363237442890851,3.4702230053489007,4.661011483527052,15.943018793986807,2026-06-11,T1_high,2,1-2d,1.1979848612430697,-0.4163099680519853,21.020340245565848,5.619133107749764,16.90114041820952
823694,2026-06-13,669461,4.3,"Liberatore, Matthew",data_driven_full,8.38138782968858,9.054597483368704,3.757094391439296,2.2740618271563884,14.488713832220771,2026-06-07,T2_mid,6,6-10d,-4.0813878296885795,-3.2229843049967535,19.985759964373912,3.2321834513791,15.446835456443482
822802,2026-06-13,592332,25.1,"Gausman, Kevin",data_driven_full,12.380365415143796,7.809713393223138,3.240544976441136,7.1127137314147895,17.648017098872803,2026-06-11,T1_high,2,1-2d,12.719634584856205,2.3714367303890214,22.38929409989857,8.0708353556375,18.606138723095516
822802,2026-06-13,693645,18.1,"Schlittler, Cam",data_driven_full,13.932354055331354,7.809713393223138,3.240544976441136,8.664702371602347,19.20000573906036,2026-06-11,T1_high,2,1-2d,4.167645944668648,3.923425370576579,23.94128274008613,9.622823995825058,20.15812736328307
824828,2026-06-13,694346,0.3,Trey Gibson,data_driven_thin,6.245379382525847,9.054416336326067,3.7570192266913134,0.138175563673915,12.35258320137778,2026-06-11,T3_low,2,1-2d,-5.945379382525847,-5.358760594109642,17.849519359161334,1.0962971878966266,13.31070482560049
824828,2026-06-13,681190,9.5,"Vásquez, Randy",data_driven_full,7.527812258010472,9.054416336326067,3.7570192266913134,1.4206084391585403,13.635016076862405,2026-06-11,T3_low,2,1-2d,1.9721877419895284,-4.076327718625017,19.13195223464596,2.378730063381252,14.593137701085116
823694,2026-06-13,687570,3.8,"Prielipp, Connor",data_driven_full,9.042119832471808,8.139395814568648,3.377342661646741,3.5520973555452557,14.53214230939836,2026-06-11,T2_mid,2,1-2d,-5.242119832471809,-1.3893298434793717,19.47356950842299,4.510218979767967,15.49026393362107
822725,2026-06-13,622491,9.7,"Castillo, Luis",data_driven_full,10.602172678230618,8.363237442890851,3.4702230053489007,4.961169023000739,16.243176333460497,2026-06-11,T1_high,2,1-2d,-0.9021726782306185,-0.11615242857829777,21.320497785039535,5.91929064722345,17.20129795768321
823369,2026-06-13,696149,15.7,"Chandler, Bubba",data_driven_full,9.200427243632747,8.139283696675376,3.3772961396993257,3.7104803902252064,14.690374097040287,2026-06-07,T2_mid,6,6-10d,6.499572756367252,-1.2308787420264142,19.63173322929191,4.668602014447918,15.648495721262998
823369,2026-06-13,669199,5.6,Lake Bachar,data_driven_thin,10.327570272371332,8.363725243758422,3.470425412347893,4.6862375954562765,15.968902949286388,2026-06-07,T1_high,6,6-10d,-4.727570272371333,-0.3913800000294625,21.04652054477213,5.644359219678988,16.9270245735091
824508,2026-06-13,695076,14.7,"Lowder, Rhett",data_driven_full,7.353602476017448,9.054416336326067,3.7570192266913134,1.246398657165516,13.46080629486938,2026-06-11,T3_low,2,1-2d,7.346397523982551,-4.250537500618041,18.957742452652937,2.2045202813882274,14.418927919092091
824508,2026-06-13,647336,25.1,"Soroka, Michael",data_driven_full,9.49337433821501,8.139395814568648,3.377342661646741,4.003351861288458,14.983396815141564,2026-06-11,T2_mid,2,1-2d,15.60662566178499,-0.9380753377361692,19.92482401416619,4.961473485511169,15.941518439364275
824426,2026-06-13,676282,12.5,"Cantillo, Joey",data_driven_full,9.04847168552552,8.139395814568648,3.377342661646741,3.558449208598967,14.538494162452071,2026-06-11,T2_mid,2,1-2d,3.45152831447448,-1.38297799042566,19.4799213614767,4.516570832821678,15.496615786674782
822725,2026-06-13,676917,10.5,"Cavalli, Cade",data_driven_full,9.908207791597594,8.139395814568648,3.377342661646741,4.418185314671041,15.398230268524149,2026-06-11,T2_mid,2,1-2d,0.5917922084024063,-0.5232418843535864,20.339657467548776,5.376306938893752,16.35635189274686
824586,2026-06-14,663542,0.3,Bryan Hudson,data_driven_thin,8.979663776836682,8.139283696675376,3.3772961396993257,3.4897169234291416,14.469610630244222,2026-06-07,T2_mid,7,6-10d,-8.679663776836682,-1.451642208822479,19.410969762495846,4.447838547651854,15.427732254466934
824586,2026-06-14,686218,12.5,"Sheehan, Emmet",data_driven_full,11.077115545375694,8.363237442890851,3.4702230053489007,5.436111890145815,16.71811920060557,2026-06-11,T1_high,3,3-5d,1.422884454624306,0.3587904385667784,21.79544065218461,6.394233514368526,17.676240824828284
823777,2026-06-14,690986,18.8,"Harrison, Kyle",data_driven_full,12.412881381176424,7.809713393223138,3.240544976441136,7.145229697447418,17.680533064905433,2026-06-11,T1_high,3,3-5d,6.3871186188235765,2.4039526964216495,22.421810065931197,8.103351321670129,18.638654689128145
823777,2026-06-14,650911,4.7,"Sánchez, Cristopher",data_driven_full,15.719247693060264,7.809713393223138,3.240544976441136,10.451596009331258,20.98689937678927,2026-06-11,T1_high,3,3-5d,-11.019247693060265,5.71031900830549,25.72817637781504,11.409717633553969,21.945021001011984
824994,2026-06-14,605488,-0.8,"Springs, Jeffrey",data_driven_full,8.710550165270286,8.139395814568648,3.377342661646741,3.220527688343733,14.20057264219684,2026-06-11,T2_mid,3,3-5d,-9.510550165270287,-1.7208995106808942,19.141999841221466,4.178649312566444,15.158694266419552
823212,2026-06-14,657277,26.4,"Webb, Logan",data_driven_full,10.316702939424058,8.363237442890851,3.4702230053489007,4.675699284194179,15.957706594653937,2026-06-11,T1_high,3,3-5d,16.08329706057594,-0.4016221673848577,21.035028046232974,5.63382090841689,16.915828218876648
824021,2026-06-14,680570,-1.3,"Rodriguez, Grayson",data_driven_thin,8.102233850123383,9.054416336326067,3.7570192266913134,1.995030031271451,14.209437668975315,2026-06-11,T3_low,3,3-5d,-9.402233850123384,-3.5019061265121056,19.70637382675887,2.9531516554941626,15.167559293198027
824751,2026-06-14,813349,-6.6,"Early, Connelly",data_driven_full,9.408436634934723,8.139395814568648,3.377342661646741,3.9184141580081695,14.898459111861277,2026-06-11,T2_mid,3,3-5d,-16.008436634934725,-1.0230130410164566,19.839886310885902,4.8765357822308815,15.856580736083988
824751,2026-06-14,543135,16.1,"Eovaldi, Nathan",data_driven_full,12.452237262899729,7.809713393223138,3.240544976441136,7.184585579170722,17.719888946628735,2026-06-11,T1_high,3,3-5d,3.6477627371002725,2.443308578144954,22.461165947654504,8.142707203393433,18.67801057085145
823693,2026-06-14,700241,8.8,"McGreevy, Michael",data_driven_full,6.7577088928272495,9.054416336326067,3.7570192266913134,0.6505050739753173,12.864912711679182,2026-06-11,T3_low,3,3-5d,2.042291107172751,-4.846431083808239,18.36184886946274,1.6086266981980288,13.823034335901893
824994,2026-06-14,608372,-3.5,"Sugano, Tomoyuki",data_driven_full,5.546636229468918,9.054416336326067,3.7570192266913134,0.0,11.65384004832085,2026-06-11,T3_low,3,3-5d,-9.046636229468918,-6.057503747166571,17.150776206104407,0.9581216242227115,12.611961672543561
823693,2026-06-14,671737,15.0,"Bradley, Taj",data_driven_full,11.561340866119714,8.363237442890851,3.4702230053489007,5.920337210889835,17.202344521349595,2026-06-11,T1_high,3,3-5d,3.438659133880286,0.8430157593107985,22.27966597292863,6.878458835112546,18.160466145572308
824099,2026-06-14,663568,22.2,"Kolek, Stephen",data_driven_thin,9.652726731680763,8.139395814568648,3.377342661646741,4.162704254754212,15.142749208607318,2026-06-11,T2_mid,3,3-5d,12.547273268319236,-0.7787229442704167,20.084176407631944,5.120825878976923,16.10087083283003
823368,2026-06-14,694973,20.8,"Skenes, Paul",data_driven_full,14.772765096335997,7.809713393223138,3.240544976441136,9.505113412606988,20.040416780065,2026-06-11,T1_high,3,3-5d,6.027234903664004,4.763836411581222,24.781693781090773,10.4632350368297,20.998538404287714
823368,2026-06-14,676974,16.8,"Meyer, Max",data_driven_full,11.039783742124849,8.363237442890851,3.4702230053489007,5.39878008689497,16.680787397354727,2026-06-11,T1_high,3,3-5d,5.760216257875152,0.321458635315933,21.758108848933766,6.356901711117681,17.63890902157744
824823,2026-06-14,621111,13.5,"Buehler, Walker",data_driven_full,7.702107955609776,9.054416336326067,3.7570192266913134,1.5949041367578438,13.809311774461708,2026-06-11,T3_low,3,3-5d,5.797892044390224,-3.902032021025713,19.306247932245263,2.5530257609805553,14.76743339868442
822722,2026-06-14,676571,-0.7,"Poulin, PJ",data_driven_thin,6.276426772284939,9.054597483368704,3.757094391439296,0.169100769752748,12.383752774817127,2026-06-07,T3_low,7,6-10d,-6.976426772284939,-5.327945362400394,17.88079890697027,1.1272223939754595,13.341874399039838
822722,2026-06-14,676106,-5.8,"Hancock, Emerson",data_driven_full,9.225946102603949,8.139395814568648,3.377342661646741,3.735923625677396,14.715968579530502,2026-06-11,T2_mid,3,3-5d,-15.02594610260395,-1.2055035733472312,19.657395778555127,4.694045249900108,15.674090203753213
824823,2026-06-14,669432,12.8,"Rogers, Trevor",data_driven_full,9.340952430771466,8.139395814568648,3.377342661646741,3.850929953844913,14.83097490769802,2026-06-11,T2_mid,3,3-5d,3.4590475692285345,-1.090497245179714,19.772402106722645,4.809051578067624,15.78909653192073
822801,2026-06-14,701542,-0.8,"Warren, Will",data_driven_full,10.405271067274674,8.363237442890851,3.4702230053489007,4.764267412044795,16.046274722504553,2026-06-11,T1_high,3,3-5d,-11.205271067274674,-0.3130540395342418,21.123596174083588,5.722389036267506,17.004396346727265
822801,2026-06-14,571578,4.1,"Corbin, Patrick",data_driven_full,6.524151922315884,9.054416336326067,3.7570192266913134,0.4169481034639517,12.631355741167816,2026-06-11,T3_low,3,3-5d,-2.4241519223158843,-5.079988054319605,18.128291898951375,1.3750697276866632,13.589477365390527
823615,2026-06-14,693821,-8.8,"Elder, Bryce",data_driven_full,9.995044118676551,8.363237442890851,3.4702230053489007,4.3540404634466725,15.63604777390643,2026-06-11,T2_mid,3,3-5d,-18.79504411867655,-0.7232809881323643,20.713369225485465,5.312162087669384,16.594169398129143
823615,2026-06-14,642547,11.5,"Peralta, Freddy",data_driven_full,11.548332134842047,8.363237442890851,3.4702230053489007,5.90732847961217,17.18933579007193,2026-06-11,T1_high,3,3-5d,-0.048332134842047125,0.8300070280331315,22.26665724165096,6.865450103834881,18.147457414294642
824099,2026-06-14,681293,9.8,"Arrighetti, Spencer",data_driven_full,7.964866246552667,9.054416336326067,3.7570192266913134,1.8576624277007348,14.0720700654046,2026-06-11,T3_low,3,3-5d,1.8351337534473338,-3.639273730082822,19.569006223188154,2.8157840519234463,15.03019168962731
824506,2026-06-14,668678,8.8,"Gallen, Zac",data_driven_full,8.337471017919151,9.054416336326067,3.7570192266913134,2.230267199067219,14.444674836771084,2026-06-11,T3_low,3,3-5d,0.46252898208084936,-3.2666689587163376,19.94161099455464,3.1883888232899307,15.402796460993795
824506,2026-06-14,671096,12.5,"Abbott, Andrew",data_driven_full,8.66546792923904,8.139395814568648,3.377342661646741,3.175445452312488,14.155490406165594,2026-06-11,T3_low,3,3-5d,3.834532070760959,-1.7659817467121393,19.09691760519022,4.1335670765352,15.113612030388305
823938,2026-06-15,607259,11.6,"Martinez, Nick",data_driven_full,8.150526112346522,9.054416336326067,3.7570192266913134,2.0433222934945903,14.257729931198456,2026-06-11,T3_low,4,3-5d,3.449473887653477,-3.4536138642889664,19.754666088982013,3.001443917717302,15.215851555421168
823938,2026-06-15,641778,7.8,"Lauer, Eric",data_driven_full,6.837136764315517,9.054416336326067,3.7570192266913134,0.7299329454635846,12.944340583167447,2026-06-11,T3_low,4,3-5d,0.9628632356844831,-4.767003212319972,18.441276740951004,1.688054569686296,13.902462207390158
824993,2026-06-15,669372,14.8,"Ginn, J.T.",data_driven_full,9.920819638240356,8.139395814568648,3.377342661646741,4.430797161313803,15.41084211516691,2026-06-11,T2_mid,4,3-5d,4.879180361759644,-0.5106300377108237,20.35226931419154,5.388918785536514,16.36896373938962
825071,2026-06-15,700712,10.1,"Ureña, Walbert",data_driven_full,10.397870386449805,8.363237442890851,3.4702230053489007,4.756866731219926,16.038874041679684,2026-06-11,T1_high,4,3-5d,-0.2978703864498051,-0.3204547203591108,21.116195493258722,5.714988355442637,16.996995665902396
825071,2026-06-15,669194,14.1,"Nelson, Ryne",data_driven_full,9.59268590244231,8.139283696675376,3.3772961396993257,4.10273904903477,15.08263275584985,2026-06-07,T2_mid,8,6-10d,4.507314097557689,-0.8386200832168509,20.02399188810147,5.060860673257482,16.040754380072563
824181,2026-06-15,678906,0.0,Kai-Wei Teng,data_driven_thin,8.690611612255948,8.139395814568648,3.377342661646741,3.2005891353293947,14.1806340891825,2026-06-11,T3_low,4,3-5d,-8.690611612255948,-1.7408380636952323,19.122061288207128,4.158710759552106,15.13875571340521
822887,2026-06-15,669022,19.1,"Gore, MacKenzie",data_driven_full,10.440829577017832,8.363725243758422,3.470425412347893,4.799496900102776,16.082162253932886,2026-06-07,T1_high,8,6-10d,8.65917042298217,-0.27812069538296313,21.159779849418626,5.757618524325487,17.0402838781556
824993,2026-06-15,683003,-1.8,"Jones, Jared",data_driven_thin,10.665214299635206,8.363725243758422,3.470425412347893,5.02388162272015,16.306546976550262,2026-06-07,T1_high,8,6-10d,-12.465214299635207,-0.05373597276558861,21.384164572036,5.9820032469428615,17.264668600772975
824666,2026-06-15,547179,12.5,"Lorenzen, Michael",data_driven_full,7.697946296242287,9.054597483368704,3.757094391439296,1.5906202937100966,13.80527229877448,2026-06-07,T3_low,8,6-10d,4.802053703757713,-3.906425838443046,19.30231843092762,2.548741917932808,14.76339392299719
823046,2026-06-15,669160,36.7,"May, Dustin",data_driven_full,9.812661487639614,8.139395814568648,3.377342661646741,4.322639010713061,15.302683964566167,2026-06-11,T2_mid,4,3-5d,26.887338512360387,-0.6187881883115658,20.244111163590794,5.280760634935772,16.26080558878888
824505,2026-06-15,668964,-15.6,"Myers, Tobias",data_driven_thin,8.795385677262272,8.139283696675376,3.3772961396993257,3.305438823854732,14.285332530669812,2026-06-07,T2_mid,8,6-10d,-24.395385677262272,-1.635920308396889,19.226691662921432,4.263560448077444,15.243454154892524
824505,2026-06-15,695505,16.5,"Burns, Chase",data_driven_full,13.214183957673209,7.809713393223138,3.240544976441136,7.9465322739442,18.481835641402213,2026-06-11,T1_high,4,3-5d,3.2858160423267915,3.205255272918434,23.223112642427985,8.904653898166911,19.439957265624926
823452,2026-06-15,554430,23.8,"Wheeler, Zack",data_driven_full,13.663435627042611,7.809713393223138,3.240544976441136,8.395783943313605,18.931087310771616,2026-06-11,T1_high,4,3-5d,10.13656437295739,3.6545069422878367,23.672364311797388,9.353905567536316,19.88920893499433
824666,2026-06-15,684007,13.7,"Imanaga, Shota",data_driven_full,11.826437580602972,7.812216847680743,3.2415837542243744,6.557097316842311,17.09577784436363,2026-06-07,T1_high,8,6-10d,1.873562419397027,1.8143004686153326,21.838574692590612,7.515218941065022,18.053899468586344
824667,2026-06-16,663372,9.4,"Feltner, Ryan",data_driven_full,7.381648872236296,9.102824899408969,3.777105767389613,1.2417934775849462,13.521504266887646,2026-06-15,T3_low,1,1-2d,2.0183511277637045,-4.284531518846238,19.04782926331883,2.1999151018076577,14.479625891110357
822888,2026-06-16,677958,-6.0,"Rocker, Kumar",data_driven_full,6.923353749950822,9.102824899408969,3.777105767389613,0.7834983552994723,13.063209144602173,2026-06-15,T3_low,1,1-2d,-12.923353749950822,-4.742826641131712,18.589534141033354,1.7416199795221838,14.021330768824884
822888,2026-06-16,805673,15.1,"Matthews, Zebby",data_driven_thin,8.771030591027394,8.489679613944276,3.5226886364914005,3.0447416914219803,14.497319490632808,2026-06-15,T2_mid,1,1-2d,6.328969408972606,-2.1093428022035905,19.65140398425838,4.002863315644692,15.45544111485552
824182,2026-06-16,686613,17.7,"Brown, Hunter",data_driven_thin,12.95404315865066,7.923281433061716,3.2876686444239485,7.609789832050533,18.298296485250788,2026-06-15,T1_high,1,1-2d,4.74595684134934,2.7995656740387638,23.108520643262555,8.567911456273244,19.2564181094735
824182,2026-06-16,664285,16.8,"Valdez, Framber",data_driven_full,10.162578433111523,8.224647414184624,3.412716769371213,4.6150537522439965,15.710103113979054,2026-06-15,T1_high,1,1-2d,6.637421566888477,-0.3781296929074909,20.70328655913054,5.573175376466708,16.668224738201765
825070,2026-06-16,518876,-2.4,"Kelly, Merrill",data_driven_full,7.784582620102366,9.102824899408969,3.777105767389613,1.6447272254510166,13.924438014753717,2026-06-15,T3_low,1,1-2d,-10.184582620102367,-3.881597770980168,19.4507630111849,2.602848849673728,14.882559638976428
