date,pl_name,pl_rank,pl_tier,opp,fetched,src,key,mlbam_id,fp,so,ipf,er,_d,snapshot_date,our_rank,our_proj,data_quality_tag,source,asof_lag_days
2026-05-25,Tatsuya Imai,20,Do Not Start,@ TEX,2026-05-25,streamers_2026-05-25.json,tatsuya imai,837227,17.799999999999997,2,6.0,0,2026-05-25,2026-05-24,145.0,8.942696107673706,,git,1.0
2026-05-25,Anthony Kay,24,Do Not Start,,2026-05-25,streamers_2026-05-25.json,anthony kay,641743,15.799999999999997,5,6.0,1,2026-05-25,2026-05-24,241.0,7.307432391216819,,git,1.0
2026-05-25,Carmen Mlodzinski,22,Do Not Start,,2026-05-25,streamers_2026-05-25.json,carmen mlodzinski,669387,8.5,2,5.0,1,2026-05-25,2026-05-24,244.0,7.225557957589912,,git,1.0
2026-05-25,Aaron Civale,23,Do Not Start,,2026-05-25,streamers_2026-05-25.json,aaron civale,650644,-8.8,2,4.0,7,2026-05-25,2026-05-24,200.0,8.054591055736168,,git,1.0
2026-05-25,Tanner Gordon,26,Do Not Start,@ LAD,2026-05-25,streamers_2026-05-25.json,tanner gordon,685299,10.5,3,5.0,1,2026-05-25,2026-05-24,298.0,4.92,,git,1.0
2026-05-25,Janson Junk,16,Questionable,@ TOR,2026-05-25,streamers_2026-05-25.json,janson junk,676083,9.5,3,5.0,1,2026-05-25,2026-05-24,183.0,8.45847241671502,,git,1.0
2026-05-25,Kumar Rocker,21,Do Not Start,,2026-05-25,streamers_2026-05-25.json,kumar rocker,677958,6.5,5,5.0,4,2026-05-25,2026-05-24,250.0,7.099825039957885,,git,1.0
2026-05-25,Michael Wacha,14,Questionable,,2026-05-25,streamers_2026-05-25.json,michael wacha,608379,17.099999999999998,5,7.0,2,2026-05-25,2026-05-24,55.0,10.930241335981837,,git,1.0
2026-05-25,Nolan McLean,2,Auto-Start,,2026-05-25,streamers_2026-05-25.json,nolan mclean,690997,-6.000109999999999,6,3.3333,7,2026-05-25,2026-05-24,57.0,10.862039956558654,,git,1.0
2026-05-25,Kyle Bradish,11,Probably Start,,2026-05-25,streamers_2026-05-25.json,kyle bradish,680694,13.799999999999997,3,6.0,1,2026-05-25,2026-05-24,60.0,10.696230406840018,,git,1.0
2026-05-25,Merrill Kelly,10,Probably Start,@ SFG,2026-05-25,streamers_2026-05-25.json,merrill kelly,518876,17.099999999999998,4,7.0,2,2026-05-25,2026-05-24,172.0,8.614102118986704,,git,1.0
2026-05-25,Nick Lodolo,9,Probably Start,@ NYM,2026-05-25,streamers_2026-05-25.json,nick lodolo,666157,16.799999999999997,7,6.0,1,2026-05-25,2026-05-24,174.0,8.574350500241065,,git,1.0
2026-05-25,Will Warren,8,Probably Start,@ KCR,2026-05-25,streamers_2026-05-25.json,will warren,701542,12.799999999999997,3,6.0,2,2026-05-25,2026-05-24,76.0,10.252893037004217,,git,1.0
2026-05-25,Landen Roupp,7,Probably Start,,2026-05-25,streamers_2026-05-25.json,landen roupp,694738,11.5,7,5.0,2,2026-05-25,2026-05-24,127.0,9.281357376641331,,git,1.0
2026-05-25,Emmet Sheehan,6,Probably Start,,2026-05-25,streamers_2026-05-25.json,emmet sheehan,686218,16.799999999999997,8,6.0,2,2026-05-25,2026-05-24,42.0,11.515337864670546,,git,1.0
2026-05-25,Shane McClanahan,5,Probably Start,@ BAL,2026-05-25,streamers_2026-05-25.json,shane mcclanahan,663556,14.599890000000002,3,5.3333,0,2026-05-25,2026-05-24,44.0,11.431110170954623,,git,1.0
2026-05-25,Trey Yesavage,4,Probably Start,,2026-05-25,streamers_2026-05-25.json,trey yesavage,702056,11.000109999999996,6,6.6667,5,2026-05-25,2026-05-24,54.0,11.026098080092313,,git,1.0
2026-05-25,Jesús Luzardo,3,Auto-Start,@ SDP,2026-05-25,streamers_2026-05-25.json,jesus luzardo,666200,18.799999999999997,6,6.0,0,2026-05-25,2026-05-24,18.0,12.809761117779402,,git,1.0
2026-05-25,Jacob Misiorowski,1,Auto-Start,,2026-05-25,streamers_2026-05-25.json,jacob misiorowski,694819,30.099999999999994,12,7.0,1,2026-05-25,2026-05-24,1.0,16.42931191900609,,git,1.0
2026-05-25,Zebby Matthews,13,Questionable,@ CHW,2026-05-25,streamers_2026-05-25.json,zebby matthews,805673,12.799999999999997,6,6.0,3,2026-05-25,2026-05-24,110.0,9.54868481226234,,git,1.0
2026-05-26,Joey Cantillo,18,Questionable,,2026-05-25,streamers_2026-05-25.json,joey cantillo,676282,-7.4,1,2.0,4,2026-05-26,2026-05-24,100.0,9.678981888341877,,git,2.0
2026-05-26,Keider Montero,19,Questionable,,2026-05-25,streamers_2026-05-25.json,keider montero,672456,7.700109999999999,7,5.6667,4,2026-05-26,2026-05-24,216.0,7.7782601123055235,,git,2.0
2026-05-26,Ranger Suarez,20,Questionable,,2026-05-25,streamers_2026-05-25.json,ranger suarez,624133,0.5,4,5.0,5,2026-05-26,2026-05-24,77.0,10.243840912768777,,git,2.0
2026-05-26,Aaron Nola,21,Do Not Start,@ SDP,2026-05-25,streamers_2026-05-25.json,aaron nola,605400,17.799999999999997,5,6.0,2,2026-05-26,2026-05-24,113.0,9.475922772009946,,git,2.0
2026-05-26,Kyle Freeland,29,Do Not Start,@ LAD,2026-05-25,streamers_2026-05-25.json,kyle freeland,607536,-8.8,4,4.0,8,2026-05-26,2026-05-24,218.0,7.69415752395752,,git,2.0
2026-05-26,David Peterson,26,Do Not Start,,2026-05-25,streamers_2026-05-25.json,david peterson,656849,-5.5,4,5.0,6,2026-05-26,2026-05-24,123.0,9.337127980645564,,git,2.0
2026-05-26,Sean Burke,27,Do Not Start,,2026-05-25,streamers_2026-05-25.json,sean burke,680732,22.099999999999998,8,7.0,2,2026-05-26,2026-05-24,204.0,7.978215032050823,,git,2.0
2026-05-26,Jack Kochanowicz,28,Do Not Start,@ DET,2026-05-25,streamers_2026-05-25.json,jack kochanowicz,686799,-1.8000000000000007,4,4.0,5,2026-05-26,2026-05-24,265.0,6.627814820454575,,git,2.0
2026-05-26,Shane Baz,17,Questionable,,2026-05-25,streamers_2026-05-25.json,shane baz,669358,21.099999999999994,9,7.0,1,2026-05-26,2026-05-24,163.0,8.746734410198725,,git,2.0
2026-05-26,Tyler Mahle,25,Do Not Start,,2026-05-25,streamers_2026-05-25.json,tyler mahle,641816,7.5,3,5.0,3,2026-05-26,2026-05-24,99.0,9.695515443528905,,git,2.0
2026-05-26,Michael McGreevy,15,Questionable,@ MIL,2026-05-25,streamers_2026-05-25.json,michael mcgreevy,700241,-0.8000000000000007,6,4.0,5,2026-05-26,2026-05-24,273.0,6.532480482959107,,git,2.0
2026-05-26,Jack Leiter,16,Questionable,,2026-05-25,streamers_2026-05-25.json,jack leiter,683004,6.799999999999997,4,6.0,4,2026-05-26,2026-05-24,56.0,10.926768882801133,,git,2.0
2026-05-26,Eduardo Rodriguez,12,Questionable,@ SFG,2026-05-25,streamers_2026-05-25.json,eduardo rodriguez,593958,13.799999999999997,6,6.0,2,2026-05-26,2026-05-24,178.0,8.55218010560056,,git,2.0
2026-05-26,Eric Lauer,13,Questionable,,2026-05-25,streamers_2026-05-25.json,eric lauer,641778,16.799999999999997,4,6.0,1,2026-05-26,2026-05-24,255.0,6.958647603969204,,git,2.0
2026-05-26,Cam Schlittler,1,Auto-Start,@ KCR,2026-05-25,streamers_2026-05-25.json,cam schlittler,693645,19.799999999999997,6,6.0,1,2026-05-26,2026-05-24,7.0,14.27211543205978,,git,2.0
2026-05-26,Chase Burns,2,Auto-Start,@ NYM,2026-05-25,streamers_2026-05-25.json,chase burns,695505,15.599890000000002,8,5.3333,2,2026-05-26,2026-05-24,26.0,12.39055032697956,,git,2.0
2026-05-26,Joe Ryan,3,Auto-Start,@ CHW,2026-05-25,streamers_2026-05-25.json,joe ryan,657746,23.300109999999997,9,7.6667,2,2026-05-26,2026-05-24,21.0,12.627331025773955,,git,2.0
2026-05-26,Braxton Ashcraft,5,Auto-Start,,2026-05-25,streamers_2026-05-25.json,braxton ashcraft,677952,13.89989,5,6.3333,1,2026-05-26,2026-05-24,27.0,12.295171211808782,,git,2.0
2026-05-26,Spencer Strider,6,Probably Start,@ BOS,2026-05-25,streamers_2026-05-25.json,spencer strider,675911,9.5,5,5.0,3,2026-05-26,2026-05-24,30.0,12.179180763253765,,git,2.0
2026-05-26,Kyle Harrison,4,Auto-Start,,2026-05-25,streamers_2026-05-25.json,kyle harrison,690986,17.799999999999997,2,6.0,0,2026-05-26,2026-05-24,33.0,12.104738753298136,,git,2.0
2026-05-26,Griffin Jax,8,Probably Start,@ BAL,2026-05-25,streamers_2026-05-25.json,griffin jax,643377,3.5999999999999996,3,2.0,1,2026-05-26,2026-05-24,112.0,9.48803947684462,,git,2.0
2026-05-26,Sandy Alcantara,9,Questionable,@ TOR,2026-05-25,streamers_2026-05-25.json,sandy alcantara,645261,-8.299890000000001,4,5.6667,8,2026-05-26,2026-05-24,89.0,9.933625469849355,,git,2.0
2026-05-26,Cade Cavalli,10,Questionable,@ CLE,2026-05-25,streamers_2026-05-25.json,cade cavalli,676917,17.799999999999997,7,6.0,1,2026-05-26,2026-05-24,151.0,8.895830672588858,,git,2.0
2026-05-26,Jason Alexander,11,Questionable,@ TEX,2026-05-25,streamers_2026-05-25.json,jason alexander,669920,-3.200000000000003,4,6.0,9,2026-05-26,2026-05-24,182.0,8.46,,git,2.0
2026-05-26,Emerson Hancock,7,Probably Start,@ ATH,2026-05-25,streamers_2026-05-25.json,emerson hancock,676106,18.799999999999997,3,6.0,0,2026-05-26,2026-05-24,121.0,9.38283762052252,,git,2.0
2026-05-27,Casey Mize,17,Questionable,,2026-05-27,streamers_2026-05-27.json,casey mize,663554,16.2,6,4.0,0,2026-05-27,2026-05-24,63.0,10.638181844782563,,git,3.0
2026-05-27,Steven Matz,18,Questionable,@ BAL,2026-05-27,streamers_2026-05-27.json,steven matz,571927,-9.100000000000001,2,3.0,6,2026-05-27,2026-05-24,161.0,8.776955701987301,,git,3.0
2026-05-27,Chad Patrick,19,Do Not Start,,2026-05-27,streamers_2026-05-27.json,chad patrick,694477,9.2,4,4.0,1,2026-05-27,2026-05-24,126.0,9.295965696903478,,git,3.0
2026-05-27,Tomoyuki Sugano,29,Do Not Start,@ LAD,2026-05-27,streamers_2026-05-27.json,tomoyuki sugano,608372,5.400109999999998,3,4.6667,3,2026-05-27,2026-05-24,295.0,5.346770371199831,,git,3.0
2026-05-27,Walker Buehler,28,Do Not Start,,2026-05-27,streamers_2026-05-27.json,walker buehler,621111,11.599890000000002,2,5.3333,2,2026-05-27,2026-05-24,240.0,7.309470073210061,,git,3.0
2026-05-27,Mike Burrows,23,Do Not Start,@ TEX,2026-05-27,streamers_2026-05-27.json,mike burrows,681347,19.099999999999998,6,7.0,2,2026-05-27,2026-05-24,167.0,8.696358194288564,,git,3.0
2026-05-27,Jameson Taillon,24,Do Not Start,@ PIT,2026-05-27,streamers_2026-05-27.json,jameson taillon,592791,5.5,4,5.0,4,2026-05-27,2026-05-24,124.0,9.331657991815264,,git,3.0
2026-05-27,Jeffrey Springs,25,Do Not Start,,2026-05-27,streamers_2026-05-27.json,jeffrey springs,605488,12.5,7,5.0,2,2026-05-27,2026-05-24,153.0,8.84757635423474,,git,3.0
2026-05-27,Noah Cameron,26,Do Not Start,,2026-05-27,streamers_2026-05-27.json,noah cameron,702070,11.5,4,5.0,2,2026-05-27,2026-05-24,101.0,9.656385810786276,,git,3.0
2026-05-27,Trevor McDonald,16,Questionable,,2026-05-27,streamers_2026-05-27.json,trevor mcdonald,686790,13.89989,6,6.3333,2,2026-05-27,2026-05-24,155.0,8.8208644993144,,git,3.0
2026-05-27,Dustin May,22,Do Not Start,@ MIL,2026-05-27,streamers_2026-05-27.json,dustin may,669160,27.099999999999994,9,7.0,1,2026-05-27,2026-05-24,192.0,8.253496911954588,,git,3.0
2026-05-27,Bubba Chandler,15,Questionable,,2026-05-27,streamers_2026-05-27.json,bubba chandler,696149,3.5,5,5.0,4,2026-05-27,2026-05-24,119.0,9.387262859483547,,git,3.0
2026-05-27,José Soriano,7,Auto-Start,@ DET,2026-05-27,streamers_2026-05-27.json,jose soriano,667755,3.5,4,5.0,3,2026-05-27,2026-05-24,29.0,12.248956968734795,,git,3.0
2026-05-27,Andrew Abbott,13,Questionable,@ NYM,2026-05-27,streamers_2026-05-27.json,andrew abbott,671096,10.799999999999997,4,6.0,3,2026-05-27,2026-05-24,170.0,8.662745359750353,,git,3.0
2026-05-27,Cristopher Sánchez,1,Auto-Start,@ SDP,2026-05-27,streamers_2026-05-27.json,cristopher sanchez,650911,26.099999999999994,9,7.0,0,2026-05-27,2026-05-24,4.0,14.864389777810436,,git,3.0
2026-05-27,Shohei Ohtani,2,Auto-Start,,2026-05-27,streamers_2026-05-27.json,shohei ohtani,660271,19.799999999999997,7,6.0,1,2026-05-27,2026-05-24,14.0,13.10733887974726,,git,3.0
2026-05-27,Jacob deGrom,3,Auto-Start,,2026-05-27,streamers_2026-05-27.json,jacob degrom,594798,16.799999999999997,6,6.0,2,2026-05-27,2026-05-24,9.0,13.90413421237326,,git,3.0
2026-05-27,Gerrit Cole,5,Auto-Start,@ KCR,2026-05-27,streamers_2026-05-27.json,gerrit cole,543037,28.000109999999992,10,6.6667,0,2026-05-27,2026-05-24,13.0,13.11,,git,3.0
2026-05-27,Gavin Williams,6,Auto-Start,,2026-05-27,streamers_2026-05-27.json,gavin williams,668909,19.099999999999998,4,7.0,1,2026-05-27,2026-05-24,19.0,12.806779969684008,,git,3.0
2026-05-27,Kevin Gausman,4,Auto-Start,,2026-05-27,streamers_2026-05-27.json,kevin gausman,592332,10.5,5,5.0,1,2026-05-27,2026-05-24,24.0,12.421393941264558,,git,3.0
2026-05-27,Bryce Elder,9,Probably Start,@ BOS,2026-05-27,streamers_2026-05-27.json,bryce elder,693821,-8.000110000000001,1,3.3333,5,2026-05-27,2026-05-24,81.0,10.169299892327984,,git,3.0
2026-05-27,Michael Soroka,10,Probably Start,@ SFG,2026-05-27,streamers_2026-05-27.json,michael soroka,647336,14.799999999999997,3,6.0,2,2026-05-27,2026-05-24,136.0,9.138553386255026,,git,3.0
2026-05-27,Connor Prielipp,11,Probably Start,@ CHW,2026-05-27,streamers_2026-05-27.json,connor prielipp,687570,-3.7001099999999987,5,4.3333,6,2026-05-27,2026-05-24,164.0,8.74163325767419,,git,3.0
2026-05-27,Connelly Early,12,Questionable,,2026-05-27,streamers_2026-05-27.json,connelly early,813349,23.099999999999998,7,7.0,0,2026-05-27,2026-05-24,146.0,8.940910098952646,,git,3.0
2026-05-27,Logan Gilbert,8,Auto-Start,@ ATH,2026-05-27,streamers_2026-05-27.json,logan gilbert,669302,18.799999999999997,6,6.0,0,2026-05-27,2026-05-24,16.0,12.964581021768348,,git,3.0
2026-05-27,Eury Pérez,14,Questionable,@ TOR,2026-05-27,streamers_2026-05-27.json,eury perez,691587,18.2,9,4.0,0,2026-05-27,2026-05-24,50.0,11.146005045599416,,git,3.0
2026-05-28,Colin Rea,8,Questionable,@ PIT,2026-05-27,streamers_2026-05-27.json,colin rea,607067,10.599890000000002,5,5.3333,2,2026-05-28,2026-05-28,161.0,8.32,,git,0.0
2026-05-28,Patrick Corbin,12,Do Not Start,@ BAL,2026-05-27,streamers_2026-05-27.json,patrick corbin,571578,13.5,4,5.0,1,2026-05-28,2026-05-28,220.0,6.84,,git,0.0
2026-05-28,Chris Bassitt,11,Do Not Start,,2026-05-27,streamers_2026-05-27.json,chris bassitt,605135,13.799999999999997,2,6.0,1,2026-05-28,2026-05-28,117.0,9.15,,git,0.0
2026-05-28,Grayson Rodriguez,10,Do Not Start,@ DET,2026-05-27,streamers_2026-05-27.json,grayson rodriguez,680570,15.5,5,5.0,1,2026-05-28,2026-05-28,67.0,10.33,,git,0.0
2026-05-28,Jack Flaherty,9,Do Not Start,,2026-05-27,streamers_2026-05-27.json,jack flaherty,656427,14.700109999999999,9,5.6667,3,2026-05-28,2026-05-28,73.0,10.07,,git,0.0
2026-05-28,Spencer Arrighetti,6,Probably Start,@ TEX,2026-05-27,streamers_2026-05-27.json,spencer arrighetti,681293,14.799999999999997,3,6.0,1,2026-05-28,2026-05-28,111.0,9.22,,git,0.0
2026-05-28,Davis Martin,4,Probably Start,,2026-05-27,streamers_2026-05-27.json,davis martin,663436,18.799999999999997,5,6.0,1,2026-05-28,2026-05-28,194.0,7.52,,git,0.0
2026-05-28,Nathan Eovaldi,3,Auto-Start,,2026-05-27,streamers_2026-05-27.json,nathan eovaldi,543135,13.099999999999998,6,7.0,5,2026-05-28,2026-05-28,23.0,12.54,,git,0.0
2026-05-28,Chris Sale,2,Auto-Start,@ BOS,2026-05-27,streamers_2026-05-27.json,chris sale,519242,10.5,8,5.0,2,2026-05-28,2026-05-28,8.0,13.76,,git,0.0
2026-05-28,Paul Skenes,1,Auto-Start,,2026-05-27,streamers_2026-05-27.json,paul skenes,694973,18.599890000000002,10,5.3333,1,2026-05-28,2026-05-28,2.0,14.87,,git,0.0
2026-05-28,Payton Tolle,7,Probably Start,,2026-05-27,streamers_2026-05-27.json,payton tolle,801139,11.400109999999998,7,4.6667,2,2026-05-28,2026-05-24,37.0,11.739360181133115,,git,4.0
2026-05-29,Coleman Crow,15,Questionable,@ HOU,2026-05-29,streamers_2026-05-29.json,coleman crow,689441,4.199999999999999,1,4.0,2,2026-05-29,2026-05-24,201.0,8.032797607952318,,git,5.0
2026-05-29,Logan Webb,18,Do Not Start,@ COL,2026-05-29,streamers_2026-05-29.json,logan webb,657277,10.299890000000001,5,4.3333,1,2026-05-29,2026-05-28,39.0,11.74,,git,1.0
2026-05-29,Kai-Wei Teng,19,Do Not Start,,2026-05-29,streamers_2026-05-29.json,kai wei teng,678906,10.5,7,5.0,3,2026-05-29,2026-05-24,198.0,8.142095446310595,,git,5.0
2026-05-29,Slade Cecconi,20,Do Not Start,,2026-05-29,streamers_2026-05-29.json,slade cecconi,677944,4.299890000000001,3,4.3333,3,2026-05-29,2026-05-28,150.0,8.57,,git,1.0
2026-05-29,Trevor Rogers,21,Do Not Start,,2026-05-29,streamers_2026-05-29.json,trevor rogers,669432,7.799999999999997,3,6.0,4,2026-05-29,2026-05-28,79.0,9.94,,git,1.0
2026-05-29,Grant Holmes,25,Do Not Start,@ CIN,2026-05-29,streamers_2026-05-29.json,grant holmes,656550,6.400109999999998,5,4.6667,3,2026-05-29,2026-05-28,102.0,9.51,,git,1.0
2026-05-29,Luis Severino,26,Do Not Start,,2026-05-29,streamers_2026-05-29.json,luis severino,622663,1.2999999999999998,1,1.0,0,2026-05-29,2026-05-28,189.0,7.71,,git,1.0
2026-05-29,Chris Paddack,28,Do Not Start,,2026-05-29,streamers_2026-05-29.json,chris paddack,663978,-1.5,0,5.0,4,2026-05-29,2026-05-28,205.0,7.19,,git,1.0
2026-05-29,Michael Lorenzen,29,Do Not Start,,2026-05-29,streamers_2026-05-29.json,michael lorenzen,547179,1.100109999999999,2,3.6667,3,2026-05-29,2026-05-28,130.0,8.89,,git,1.0
2026-05-29,Stephen Kolek,14,Questionable,@ TEX,2026-05-29,streamers_2026-05-29.json,stephen kolek,663568,6.5,5,5.0,4,2026-05-29,2026-05-28,83.0,9.9,,git,1.0
2026-05-29,Lucas Giolito,24,Do Not Start,@ WSH,2026-05-29,streamers_2026-05-29.json,lucas giolito,608337,-7.19989,1,2.6667,4,2026-05-29,2026-05-28,116.0,9.16,,git,1.0
2026-05-29,Justin Wrobleski,13,Questionable,,2026-05-29,streamers_2026-05-29.json,justin wrobleski,680736,29.099999999999994,9,7.0,1,2026-05-29,2026-05-24,220.0,7.689218125378735,,git,5.0
2026-05-29,Zac Gallen,12,Questionable,@ SEA,2026-05-29,streamers_2026-05-29.json,zac gallen,668678,-0.5,2,5.0,5,2026-05-29,2026-05-28,57.0,10.47,,git,1.0
2026-05-29,Walbert Ureña,11,Questionable,@ TBR,2026-05-29,streamers_2026-05-29.json,walbert urena,700712,13.799999999999997,5,6.0,1,2026-05-29,2026-05-24,116.0,9.40092239960988,,git,5.0
2026-05-29,MacKenzie Gore,10,Probably Start,,2026-05-29,streamers_2026-05-29.json,mackenzie gore,669022,17.89989,3,6.3333,0,2026-05-29,2026-05-28,132.0,8.88,,git,1.0
2026-05-29,Taj Bradley,8,Probably Start,@ PIT,2026-05-29,streamers_2026-05-29.json,taj bradley,671737,4.199999999999999,6,4.0,4,2026-05-29,2026-05-28,133.0,8.86,,git,1.0
2026-05-29,Nick Martinez,7,Probably Start,,2026-05-29,streamers_2026-05-29.json,nick martinez,607259,16.099999999999998,5,7.0,2,2026-05-29,2026-05-28,152.0,8.52,,git,1.0
2026-05-29,Carlos Rodón,6,Probably Start,@ ATH,2026-05-29,streamers_2026-05-29.json,carlos rodon,607074,14.799999999999997,3,6.0,1,2026-05-29,2026-05-28,47.0,11.07,,git,1.0
2026-05-29,Shota Imanaga,5,Auto-Start,@ STL,2026-05-29,streamers_2026-05-29.json,shota imanaga,684007,1.599890000000002,2,5.3333,5,2026-05-29,2026-05-28,37.0,11.91,,git,1.0
2026-05-29,Freddy Peralta,4,Auto-Start,,2026-05-29,streamers_2026-05-29.json,freddy peralta,642547,3.400109999999998,5,4.6667,4,2026-05-29,2026-05-28,38.0,11.84,,git,1.0
2026-05-29,George Kirby,3,Auto-Start,,2026-05-29,streamers_2026-05-29.json,george kirby,669923,6.599890000000002,4,5.3333,4,2026-05-29,2026-05-28,46.0,11.07,,git,1.0
2026-05-29,Zack Wheeler,2,Auto-Start,@ LAD,2026-05-29,streamers_2026-05-29.json,zack wheeler,554430,9.799999999999997,4,6.0,4,2026-05-29,2026-05-28,4.0,14.41,,git,1.0
2026-05-29,Max Meyer,1,Auto-Start,@ NYM,2026-05-29,streamers_2026-05-29.json,max meyer,676974,6.799999999999997,6,6.0,5,2026-05-29,2026-05-28,209.0,7.1,,git,1.0
2026-05-30,Brandon Young,18,Do Not Start,,2026-05-29,streamers_2026-05-29.json,brandon young,687064,16.000109999999996,7,6.6667,2,2026-05-30,2026-05-28,250.0,5.06,,git,2.0
2026-05-30,Brandon Sproat,19,Do Not Start,@ HOU,2026-05-29,streamers_2026-05-29.json,brandon sproat,687075,0.2998900000000013,4,4.3333,5,2026-05-30,2026-05-24,122.0,9.342468637215848,,git,6.0
2026-05-30,Roki Sasaki,20,Do Not Start,,2026-05-29,streamers_2026-05-29.json,roki sasaki,808963,18.599890000000002,7,5.3333,1,2026-05-30,2026-05-24,91.0,9.890416290414096,,git,6.0
2026-05-30,Mitch Keller,21,Do Not Start,,2026-05-29,streamers_2026-05-29.json,mitch keller,656605,-6.800000000000001,5,4.0,7,2026-05-30,2026-05-28,114.0,9.17,,git,2.0
2026-05-30,Ryan Feltner,30,Do Not Start,,2026-05-29,streamers_2026-05-29.json,ryan feltner,663372,17.799999999999997,2,6.0,0,2026-05-30,2026-05-28,210.0,7.1,,git,2.0
2026-05-30,Martín Pérez,25,Do Not Start,@ CIN,2026-05-29,streamers_2026-05-29.json,martin perez,527048,7.5,2,5.0,2,2026-05-30,2026-05-28,208.0,7.12,,git,2.0
2026-05-30,Brady Singer,26,Do Not Start,,2026-05-29,streamers_2026-05-29.json,brady singer,663903,4.5,2,5.0,3,2026-05-30,2026-05-28,143.0,8.68,,git,2.0
2026-05-30,J.T. Ginn,27,Do Not Start,,2026-05-29,streamers_2026-05-29.json,jt ginn,669372,16.799999999999997,4,6.0,0,2026-05-30,2026-05-28,204.0,7.19,,git,2.0
2026-05-30,Adrian Houser,29,Do Not Start,@ COL,2026-05-29,streamers_2026-05-29.json,adrian houser,605288,-2.899889999999999,4,3.6667,4,2026-05-30,2026-05-28,148.0,8.65,,git,2.0
2026-05-30,Kumar Rocker,17,Do Not Start,,2026-05-29,streamers_2026-05-29.json,kumar rocker,677958,15.799999999999997,2,6.0,0,2026-05-30,2026-05-28,239.0,5.92,,git,2.0
2026-05-30,Bailey Ober,24,Do Not Start,@ PIT,2026-05-29,streamers_2026-05-29.json,bailey ober,641927,-8.599890000000002,3,4.6667,7,2026-05-30,2026-05-28,82.0,9.9,,git,2.0
2026-05-30,Peter Lambert,15,Questionable,,2026-05-29,streamers_2026-05-29.json,peter lambert,663567,7.5,3,5.0,2,2026-05-30,2026-05-24,111.0,9.505443385532509,,git,6.0
2026-05-30,Anthony Kay,16,Questionable,,2026-05-29,streamers_2026-05-29.json,anthony kay,641743,10.5,3,5.0,1,2026-05-30,2026-05-24,241.0,7.307432391216819,,git,6.0
2026-05-30,Ben Brown,13,Questionable,@ STL,2026-05-29,streamers_2026-05-29.json,ben brown,676962,23.099999999999998,6,7.0,1,2026-05-30,2026-05-28,236.0,6.26,,git,2.0
2026-05-30,Seth Lugo,14,Questionable,@ TEX,2026-05-29,streamers_2026-05-29.json,seth lugo,607625,16.799999999999997,6,6.0,1,2026-05-30,2026-05-28,56.0,10.55,,git,2.0
2026-05-30,Drew Rasmussen,2,Auto-Start,,2026-05-29,streamers_2026-05-29.json,drew rasmussen,656876,1.1999999999999993,4,4.0,5,2026-05-30,2026-05-28,81.0,9.92,,git,2.0
2026-05-30,Parker Messick,3,Auto-Start,,2026-05-29,streamers_2026-05-29.json,parker messick,800048,11.5,4,5.0,1,2026-05-30,2026-05-24,72.0,10.376152902199433,,git,6.0
2026-05-30,Trey Yesavage,4,Probably Start,@ BAL,2026-05-29,streamers_2026-05-29.json,trey yesavage,702056,9.5,4,5.0,1,2026-05-30,2026-05-24,54.0,11.026098080092313,,git,6.0
2026-05-30,Sonny Gray,5,Probably Start,@ CLE,2026-05-29,streamers_2026-05-29.json,sonny gray,543243,17.799999999999997,7,6.0,1,2026-05-30,2026-05-28,42.0,11.37,,git,2.0
2026-05-30,Michael King,6,Probably Start,@ WSH,2026-05-29,streamers_2026-05-29.json,michael king,650633,4.799999999999997,2,6.0,5,2026-05-30,2026-05-28,49.0,10.9,,git,2.0
2026-05-30,Bryan Woo,1,Auto-Start,,2026-05-29,streamers_2026-05-29.json,bryan woo,693433,30.099999999999994,9,7.0,0,2026-05-30,2026-05-28,17.0,12.76,,git,2.0
2026-05-30,Christian Scott,8,Probably Start,,2026-05-29,streamers_2026-05-29.json,christian scott,681035,15.5,8,5.0,1,2026-05-30,2026-05-24,134.0,9.14295224137794,,git,6.0
2026-05-30,Reid Detmers,9,Probably Start,@ TBR,2026-05-29,streamers_2026-05-29.json,reid detmers,672282,9.5,7,5.0,3,2026-05-30,2026-05-28,185.0,7.77,,git,2.0
2026-05-30,Ryan Weathers,10,Probably Start,@ ATH,2026-05-29,streamers_2026-05-29.json,ryan weathers,677960,13.000109999999992,10,6.6667,5,2026-05-30,2026-05-28,203.0,7.27,,git,2.0
2026-05-30,Foster Griffin,11,Probably Start,,2026-05-29,streamers_2026-05-29.json,foster griffin,656492,7.5,5,5.0,3,2026-05-30,2026-05-24,150.0,8.899716661088032,,git,6.0
2026-05-30,Framber Valdez,12,Questionable,@ CHW,2026-05-29,streamers_2026-05-29.json,framber valdez,664285,10.000109999999996,4,6.6667,4,2026-05-30,2026-05-28,29.0,12.23,,git,2.0
2026-05-30,Ryne Nelson,7,Probably Start,@ SEA,2026-05-29,streamers_2026-05-29.json,ryne nelson,669194,4.599890000000002,3,5.3333,4,2026-05-30,2026-05-28,141.0,8.7,,git,2.0
2026-05-31,Matthew Liberatore,18,Do Not Start,,2026-05-31,streamers_2026-05-31.json,matthew liberatore,669461,17.599890000000002,4,5.3333,0,2026-05-31,2026-05-28,195.0,7.49,,git,3.0
2026-05-31,Sean Burke,20,Do Not Start,,2026-05-31,streamers_2026-05-31.json,sean burke,680732,16.599890000000002,6,5.3333,1,2026-05-31,2026-05-28,178.0,7.817260737546695,,git,3.0
