mlbam_id,player_name,team,proj_ros_g_per_teamgame,naive_pace,proj_ros_g,team_games_remaining_implied,volume_percentile,g_to,team_games_to,g_per_teamgame_to,g_last21,ip_per_g_to,gf_pct_to,sv_per_g_to,hld_per_g_to,fp_skill_per_g_to,prior1_g_per_g,career_stage,is_on_il_at_split,days_since_il_return_imp,il_stints_to,split_day
673929,Jordan Leasure,CWS,0.0778,0.1683,4.7,61.0,20.0,17,101.0,0.1683,0.0,1.0196,0.0,0.0,0.1176,1.3059,0.4198,2.0,1.0,0.0,1.0,119
666126,Carlos Cortes,ATH,0.0777,0.0588,4.7,60.0,19.7,6,102.0,0.0588,3.0,1.0,0.0,0.0,0.0,-1.8667,0.0,0.0,0.0,173.0,0.0,119
691769,Philip Abner,AZ,0.0771,0.049,4.6,60.0,19.4,5,102.0,0.049,2.0,1.8667,0.2,0.0,0.0,1.56,0.0,0.0,0.0,173.0,0.0,119
472610,Luis García,MIN,0.0763,0.1456,4.5,59.0,19.1,15,103.0,0.1456,0.0,1.0,0.3333,0.1333,0.0667,-0.5667,0.358,9.0,0.0,173.0,0.0,119
676051,Codi Heuer,CLE,0.0762,0.0777,4.5,59.0,18.8,8,103.0,0.0777,1.0,1.1667,0.125,0.0,0.125,0.35,0.0,6.0,0.0,173.0,0.0,119
664208,Phil Maton,CHC,0.0754,0.3039,4.5,60.0,18.6,31,102.0,0.3039,1.0,0.8817,0.0323,0.0,0.0968,0.7806,0.3889,9.0,1.0,0.0,3.0,119
669084,DL Hall,MIL,0.0752,0.2255,4.5,60.0,18.3,23,102.0,0.2255,0.0,1.2174,0.1304,0.0,0.087,2.8435,0.1235,1.0,1.0,0.0,1.0,119
608650,Dietrich Enns,BAL,0.0751,0.1262,4.4,59.0,18.0,13,103.0,0.1262,0.0,1.2051,0.0,0.0,0.0,1.5923,0.1481,1.0,0.0,82.0,1.0,119
702303,Riley Martin,CHC,0.0744,0.0686,4.5,60.0,17.7,7,102.0,0.0686,0.0,1.0476,0.0,0.0,0.0,3.0286,0.0,0.0,1.0,0.0,1.0,119
696131,Mason Black,KC,0.0735,0.1068,4.3,59.0,17.4,11,103.0,0.1068,0.0,1.3333,0.0909,0.0,0.0,1.5818,0.0,0.0,0.0,173.0,0.0,119
672582,Angel Zerpa,MIL,0.0732,0.1176,4.4,60.0,17.1,12,102.0,0.1176,0.0,0.9722,0.25,0.1667,0.0833,0.5417,0.4259,2.0,1.0,0.0,1.0,119
663893,Brendon Little,TOR,0.0721,0.0784,4.3,60.0,16.8,8,102.0,0.0784,2.0,0.875,0.0,0.0,0.0,-2.8625,0.4877,2.0,0.0,173.0,0.0,119
677020,Josh Walker,BAL,0.071,0.0485,4.2,59.0,16.5,5,103.0,0.0485,0.0,1.0667,0.0,0.0,0.0,1.32,0.0,0.0,0.0,173.0,0.0,119
681168,Luis Curvelo,TEX,0.0699,0.0784,4.2,60.0,16.2,8,102.0,0.0784,0.0,1.0,0.25,0.0,0.125,0.3,0.0,0.0,0.0,64.0,1.0,119
656686,Corbin Martin,CHC,0.0697,0.0686,4.2,60.0,15.9,7,102.0,0.0686,0.0,0.7143,0.4286,0.1429,0.0,0.6429,0.0,0.0,0.0,37.0,2.0,119
684049,Brandan Bidois,PIT,0.0693,0.1456,4.1,59.0,15.7,15,103.0,0.1456,0.0,1.0444,0.0667,0.0,0.0,0.2467,0.0,0.0,0.0,173.0,0.0,119
702752,Jonathan Pintaro,NYM,0.068,0.0485,4.0,59.0,15.4,5,103.0,0.0485,0.0,2.4667,0.0,0.0,0.0,4.34,0.0,0.0,0.0,11.0,1.0,119
663765,Jake Woodford,CHC,0.0672,0.1667,4.0,60.0,15.1,17,102.0,0.1667,1.0,1.5098,0.2941,0.0588,0.0,0.5706,0.1358,4.0,0.0,173.0,0.0,119
572143,Burch Smith,DET,0.065,0.1275,3.9,60.0,14.8,13,102.0,0.1275,0.0,1.2821,0.0769,0.0,0.0,2.7692,0.0,5.0,1.0,0.0,1.0,119
674370,Osvaldo Bido,CWS,0.0643,0.1089,3.9,61.0,14.5,11,101.0,0.1089,0.0,1.697,0.2727,0.0909,0.0,1.7818,0.0,0.0,0.0,173.0,0.0,119
694795,Josh Ekness,MIA,0.0642,0.0583,3.8,59.0,14.2,6,103.0,0.0583,0.0,0.8889,0.3333,0.1667,0.0,2.2667,0.0,0.0,1.0,0.0,1.0,119
687209,Zach Maxwell,CIN,0.064,0.099,3.9,61.0,13.9,10,101.0,0.099,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,173.0,0.0,119
660787,Yerry De los Santos,NYY,0.0632,0.049,3.8,60.0,13.6,5,102.0,0.049,0.0,1.8,0.0,0.0,0.0,3.34,0.1543,4.0,0.0,173.0,0.0,119
677161,Zack Kelly,BOS,0.0632,0.1683,3.9,61.0,13.3,17,101.0,0.1683,0.0,0.9608,0.0588,0.0,0.2353,1.5235,0.1728,2.0,1.0,0.0,1.0,119
669211,Keegan Akin,BAL,0.0629,0.2136,3.7,59.0,13.0,22,103.0,0.2136,0.0,1.0606,0.0909,0.0,0.0455,0.8182,0.3951,4.0,1.0,0.0,1.0,119
663941,Tristan Beck,SF,0.0624,0.0784,3.7,60.0,12.8,8,102.0,0.0784,0.0,1.3333,0.125,0.125,0.0,1.275,0.1914,3.0,0.0,173.0,0.0,119
592454,Tommy Kahnle,BOS,0.0592,0.0792,3.6,61.0,12.5,8,101.0,0.0792,0.0,1.0417,0.25,0.0,0.0,-0.1875,0.4074,9.0,0.0,173.0,0.0,119
687849,Zak Kent,WSH,0.0557,0.0971,3.3,59.0,12.2,10,103.0,0.0971,1.0,1.4,0.4,0.0,0.0,0.02,0.0,0.0,0.0,173.0,0.0,119
471911,Carlos Carrasco,ATL,0.0547,0.0792,3.3,61.0,11.9,8,101.0,0.0792,1.0,2.0417,0.125,0.0,0.0,1.6125,0.0,0.0,0.0,173.0,0.0,119
641312,Shaun Anderson,LAA,0.0542,0.0874,3.2,59.0,11.6,9,103.0,0.0874,0.0,1.7778,0.0,0.0,0.0,1.8667,0.0,0.0,0.0,173.0,0.0,119
664954,Brett Sullivan,COL,0.0532,0.0481,3.1,58.0,11.3,5,104.0,0.0481,0.0,1.2,0.0,0.0,0.0,0.76,0.0,0.0,0.0,173.0,0.0,119
683742,Jose Franco,CIN,0.0519,0.0891,3.2,61.0,11.0,9,101.0,0.0891,0.0,1.8519,0.0,0.0,0.1111,1.5556,0.0,0.0,0.0,173.0,0.0,119
670090,Wyatt Mills,LAD,0.0508,0.0485,3.0,59.0,10.7,5,103.0,0.0485,0.0,0.8667,0.2,0.0,0.0,0.06,0.0,4.0,0.0,173.0,0.0,119
680730,Mitchell Parker,WSH,0.0506,0.2136,3.0,59.0,10.4,22,103.0,0.2136,0.0,1.803,0.0909,0.0455,0.2727,2.0864,0.0,0.0,1.0,0.0,1.0,119
642546,Jonathan Hernández,LAD,0.0502,0.1165,3.0,59.0,10.1,12,103.0,0.1165,0.0,1.4167,0.1667,0.0,0.0,0.5917,0.0,6.0,0.0,173.0,0.0,119
678020,Seth Halvorsen,COL,0.0499,0.2019,2.9,58.0,9.9,21,104.0,0.2019,0.0,0.9048,0.0476,0.0,0.0476,0.8429,0.2593,1.0,1.0,0.0,1.0,119
691008,Max Rajcic,STL,0.0498,0.0594,3.0,61.0,9.6,6,101.0,0.0594,1.0,1.5,0.0,0.0,0.1667,2.2833,0.0,0.0,1.0,0.0,1.0,119
682825,Luis Mey,CIN,0.049,0.0693,3.0,61.0,9.3,7,101.0,0.0693,0.0,1.2381,0.0,0.0,0.0,0.9429,0.142,1.0,0.0,173.0,0.0,119
682445,Domingo Gonzalez,SEA,0.0484,0.0485,2.9,59.0,9.0,5,103.0,0.0485,0.0,1.4,0.4,0.0,0.0,1.22,0.0,0.0,0.0,173.0,0.0,119
680704,Nick Sandlin,LAA,0.0474,0.0777,2.8,59.0,8.7,8,103.0,0.0777,0.0,0.9583,0.0,0.0,0.0,-0.7125,0.0,5.0,0.0,173.0,0.0,119
666711,Joel Peguero,SF,0.0411,0.1078,2.5,60.0,8.4,11,102.0,0.1078,0.0,1.0,0.1818,0.0,0.0,1.3909,0.0,0.0,1.0,0.0,1.0,119
676508,Ben Casparius,LAD,0.0411,0.0485,2.4,59.0,8.1,5,103.0,0.0485,0.0,0.9333,0.2,0.0,0.0,1.08,0.284,1.0,1.0,0.0,1.0,119
694363,Jared Shuster,STL,0.0408,0.0495,2.5,61.0,7.8,5,101.0,0.0495,1.0,1.8,0.0,0.0,0.0,0.34,0.0,2.0,0.0,173.0,0.0,119
685005,Christian Roa,HOU,0.0395,0.0673,2.3,58.0,7.5,7,104.0,0.0673,0.0,1.0952,0.0,0.0,0.0,-0.3857,0.0,0.0,0.0,173.0,0.0,119
688158,David Morgan,SD,0.0392,0.1765,2.4,60.0,7.2,18,102.0,0.1765,0.0,1.2037,0.0556,0.0,0.1111,1.1389,0.2531,1.0,1.0,0.0,1.0,119
681799,Ethan Roberts,CHC,0.0377,0.2255,2.3,60.0,7.0,23,102.0,0.2255,0.0,1.1014,0.087,0.0,0.0,1.2,0.0,2.0,1.0,0.0,2.0,119
694680,Trevor Martin,TB,0.0371,0.0594,2.3,61.0,6.7,6,101.0,0.0594,0.0,1.8889,0.3333,0.0,0.0,1.7333,0.0,0.0,0.0,173.0,0.0,119
689520,Cody Laweryson,MIN,0.0368,0.1456,2.2,59.0,6.4,15,103.0,0.1456,0.0,1.1111,0.2667,0.0,0.0667,1.8667,0.0,0.0,1.0,0.0,2.0,119
702153,Brian Fitzpatrick,MIL,0.0355,0.049,2.1,60.0,6.1,5,102.0,0.049,0.0,1.3333,0.2,0.0,0.0,2.6,0.0,0.0,1.0,0.0,1.0,119
669947,Jesse Scholtens,TB,0.0286,0.0693,1.7,61.0,5.8,7,101.0,0.0693,0.0,3.8095,0.1429,0.0,0.2857,7.1429,0.0,0.0,1.0,0.0,1.0,119
605452,Joe Ross,TEX,0.0263,0.0784,1.6,60.0,5.5,8,102.0,0.0784,0.0,1.4583,0.0,0.0,0.0,-0.0625,0.2284,1.0,0.0,173.0,0.0,119
681151,Jayden Murray,CHC,0.0256,0.098,1.5,60.0,5.2,10,102.0,0.098,0.0,1.5333,0.2,0.1,0.0,-0.54,0.0,0.0,0.0,173.0,0.0,119
701552,Andre Granillo,WSH,0.0253,0.0777,1.5,59.0,4.9,8,103.0,0.0777,0.0,1.1667,0.0,0.0,0.0,-1.025,0.0,0.0,0.0,173.0,0.0,119
664192,Joey Lucchesi,LAA,0.0215,0.0485,1.3,59.0,4.6,5,103.0,0.0485,0.0,0.6667,0.2,0.0,0.2,-2.6,0.2346,1.0,0.0,173.0,0.0,119
693312,Kyle Nicolas,CIN,0.0205,0.0693,1.3,61.0,4.3,7,101.0,0.0693,0.0,1.0476,0.1429,0.0,0.0,-1.4,0.1914,2.0,0.0,173.0,0.0,119
680604,Blas Castaño,COL,0.0203,0.0962,1.2,58.0,4.1,10,104.0,0.0962,0.0,1.9333,0.1,0.0,0.1,2.68,0.0,0.0,1.0,0.0,1.0,119
669371,Cole Henry,WSH,0.0154,0.1068,0.9,59.0,3.8,11,103.0,0.1068,1.0,1.2424,0.2727,0.0,0.0,0.1909,0.3519,1.0,1.0,0.0,2.0,119
657756,Connor Seabold,KC,0.0149,0.2039,0.9,59.0,3.5,21,103.0,0.2039,0.0,1.127,0.1905,0.0,0.0476,0.3857,0.0,0.0,1.0,0.0,2.0,119
684320,Yariel Rodríguez,TOR,0.0113,0.098,0.7,60.0,3.2,10,102.0,0.098,0.0,0.8667,0.0,0.0,0.0,-0.34,0.4074,1.0,1.0,0.0,2.0,119
664353,José Urquidy,PIT,0.0095,0.0485,0.6,59.0,2.9,5,103.0,0.0485,0.0,1.2,0.6,0.2,0.0,-1.84,0.0,0.0,0.0,173.0,0.0,119
686610,Ken Waldichuk,WSH,0.008,0.0485,0.5,59.0,2.6,5,103.0,0.0485,0.0,1.8667,0.0,0.0,0.0,1.76,0.0,0.0,1.0,0.0,1.0,119
624522,Keegan Thompson,COL,0.0026,0.0481,0.1,58.0,2.3,5,104.0,0.0481,0.0,2.4,0.0,0.0,0.0,1.12,0.0,2.0,0.0,173.0,0.0,119
547184,Michael Kelly,ATH,0.0,0.049,0.0,60.0,1.2,5,102.0,0.049,0.0,0.8667,0.0,0.0,0.0,-4.54,0.2593,2.0,1.0,0.0,1.0,119
694851,Andrew Hoffmann,AZ,0.0,0.0686,0.0,60.0,1.2,7,102.0,0.0686,0.0,1.2381,0.0,0.0,0.0,-0.9143,0.0,0.0,1.0,0.0,1.0,119
676568,Ricky Vanasco,DET,0.0,0.049,0.0,60.0,1.2,5,102.0,0.049,0.0,1.2,0.0,0.0,0.2,-4.04,0.0,0.0,0.0,173.0,0.0,119
671382,Cameron Foster,BAL,0.0,0.0583,0.0,59.0,1.2,6,103.0,0.0583,0.0,1.5,0.3333,0.1667,0.0,-1.05,0.0,0.0,1.0,0.0,1.0,119
682995,Hunter Barco,PIT,0.0,0.0485,0.0,59.0,1.2,5,103.0,0.0485,0.0,2.3333,0.2,0.0,0.0,-0.9,0.0,0.0,0.0,5.0,1.0,119
686475,Tyler Tolbert,KC,0.0,0.0485,0.0,59.0,1.2,5,103.0,0.0485,1.0,0.9333,0.0,0.0,0.0,-6.32,0.0,0.0,0.0,173.0,0.0,119
642152,Lou Trivino III,PHI,0.0,0.0485,0.0,59.0,1.2,5,103.0,0.0485,1.0,1.2,0.2,0.0,0.0,-2.24,0.2901,8.0,1.0,0.0,1.0,119
