mlbam_id,player_name,team,proj_ros_g_per_teamgame,naive_pace,proj_ros_g,team_games_remaining_implied,volume_percentile,g_to,team_games_to,g_per_teamgame_to,g_last21,ip_per_g_to,gf_pct_to,sv_per_g_to,hld_per_g_to,fp_skill_per_g_to,prior1_g_per_g,career_stage,is_on_il_at_split,days_since_il_return_imp,il_stints_to,split_day
657571,Caleb Ferguson,CIN,0.2644,0.2079,16.1,61.0,61.2,21,101.0,0.2079,6.0,0.9683,0.0476,0.0476,0.0476,1.5762,0.4321,8.0,0.0,173.0,0.0,119
694360,Beck Way,KC,0.2636,0.1748,15.6,59.0,60.9,18,103.0,0.1748,7.0,1.2222,0.0556,0.0,0.0556,2.4222,0.0,0.0,0.0,173.0,0.0,119
684974,Craig Yoho,MIL,0.2614,0.1176,15.7,60.0,60.6,12,102.0,0.1176,7.0,1.3333,0.1667,0.0,0.0,3.4,0.0,0.0,0.0,173.0,0.0,119
519141,Drew Pomeranz,CHC,0.261,0.3039,15.7,60.0,60.3,31,102.0,0.3039,6.0,0.9355,0.129,0.0323,0.2258,0.5387,0.3519,6.0,0.0,56.0,1.0,119
665660,Elvis Alvarado,ATH,0.2589,0.2647,15.5,60.0,60.0,27,102.0,0.2647,6.0,1.0247,0.1852,0.0741,0.1111,1.6778,0.2284,1.0,0.0,173.0,0.0,119
594027,Tyron Guerrero,BOS,0.2582,0.2079,15.8,61.0,59.7,21,101.0,0.2079,5.0,1.0317,0.0,0.0,0.381,2.7381,0.0,8.0,0.0,173.0,0.0,119
656638,Alex Lange,KC,0.2581,0.3883,15.2,59.0,59.4,40,103.0,0.3883,5.0,0.9917,0.275,0.225,0.0,1.1725,0.0,5.0,0.0,173.0,0.0,119
623454,Drew Anderson,DET,0.258,0.3333,15.5,60.0,59.1,34,102.0,0.3333,5.0,1.4902,0.2059,0.0588,0.1471,2.9765,0.0,0.0,0.0,173.0,0.0,119
605447,Jordan Romano,COL,0.258,0.1635,15.0,58.0,58.8,17,104.0,0.1635,6.0,0.8039,0.7059,0.3529,0.0588,1.3588,0.3025,5.0,0.0,173.0,0.0,119
664875,Justin Lawrence,WSH,0.2578,0.3592,15.2,59.0,58.6,37,103.0,0.3592,6.0,0.9279,0.0811,0.027,0.0541,0.3324,0.0,4.0,0.0,173.0,0.0,119
656234,Jake Bird,NYY,0.2573,0.3529,15.4,60.0,58.3,36,102.0,0.3529,5.0,0.8426,0.0556,0.0,0.1667,0.9194,0.2963,4.0,0.0,173.0,0.0,119
622088,Tejay Antone,CIN,0.2559,0.297,15.6,61.0,58.0,30,101.0,0.297,5.0,1.0111,0.0667,0.0333,0.1,2.4033,0.0,5.0,0.0,173.0,0.0,119
677865,Justin Bruihl,STL,0.2546,0.4158,15.5,61.0,57.7,42,101.0,0.4158,5.0,1.0714,0.0,0.0,0.119,1.3214,0.0,5.0,0.0,173.0,0.0,119
666808,Camilo Doval,NYY,0.2524,0.402,15.1,60.0,57.4,41,102.0,0.402,4.0,0.8862,0.0976,0.0244,0.0732,0.9,0.4259,5.0,0.0,173.0,0.0,119
667297,Tommy Nance,MIN,0.2523,0.3398,14.9,59.0,57.1,35,103.0,0.3398,5.0,1.019,0.0286,0.0,0.0857,1.9343,0.1852,5.0,0.0,45.0,1.0,119
686993,Justin Sterner,ATH,0.2518,0.451,15.1,60.0,56.8,46,102.0,0.451,6.0,0.9058,0.0435,0.0217,0.2174,1.163,0.3642,1.0,1.0,0.0,1.0,119
681916,Dylan Smith,SF,0.2518,0.1667,15.1,60.0,56.5,17,102.0,0.1667,6.0,0.8824,0.1765,0.0588,0.1176,1.7941,0.0,0.0,0.0,173.0,0.0,119
680767,Victor Vodnik,COL,0.2517,0.2788,14.6,58.0,56.2,29,104.0,0.2788,5.0,1.069,0.2069,0.1724,0.1034,0.9414,0.321,2.0,0.0,38.0,1.0,119
687377,Orlando Ribalta,WSH,0.2512,0.301,14.8,59.0,55.9,31,103.0,0.301,5.0,0.9032,0.0968,0.0968,0.1613,1.8194,0.1358,1.0,0.0,173.0,0.0,119
676604,Tyler Zuber,MIA,0.2449,0.1553,14.4,59.0,55.7,16,103.0,0.1553,6.0,0.875,0.25,0.0625,0.1875,1.575,0.0,6.0,0.0,173.0,0.0,119
805123,AJ Blubaugh,HOU,0.2432,0.3654,14.1,58.0,55.4,38,104.0,0.3654,4.0,1.6579,0.0263,0.0,0.1316,3.5763,0.0,0.0,0.0,173.0,0.0,119
689296,Anthony Nunez,BAL,0.2419,0.3495,14.3,59.0,55.1,36,103.0,0.3495,4.0,1.1204,0.1389,0.0833,0.1667,1.975,0.0,0.0,0.0,173.0,0.0,119
689546,Nick Davila,SEA,0.2411,0.1845,14.2,59.0,54.8,19,103.0,0.1845,6.0,1.0877,0.0526,0.0526,0.1053,1.5895,0.0,0.0,0.0,173.0,0.0,119
668970,Gavin Hollowell,CHC,0.2361,0.1078,14.2,60.0,54.5,11,102.0,0.1078,6.0,1.0606,0.0,0.0,0.0909,2.5909,0.0,3.0,0.0,89.0,1.0,119
596001,Jakob Junis,TEX,0.236,0.3137,14.2,60.0,54.2,32,102.0,0.3137,2.0,1.0625,0.1875,0.1562,0.375,2.5375,0.3519,3.0,0.0,5.0,1.0,119
805427,Drew Sommers,DET,0.2354,0.1863,14.1,60.0,53.9,19,102.0,0.1863,5.0,0.5789,0.0,0.0,0.2105,0.9105,0.0,0.0,0.0,173.0,0.0,119
806188,Cade Gibson,MIA,0.2346,0.1942,13.8,59.0,53.6,20,103.0,0.1942,6.0,1.25,0.15,0.0,0.05,1.975,0.2716,1.0,0.0,173.0,0.0,119
815083,Mitch Farris,LAA,0.2335,0.2039,13.8,59.0,53.3,21,103.0,0.2039,6.0,1.9683,0.1905,0.0476,0.0476,3.4952,0.0,0.0,0.0,173.0,0.0,119
670062,Julian Garcia,CIN,0.2313,0.0891,14.1,61.0,53.0,9,101.0,0.0891,6.0,1.5556,0.0,0.0,0.1111,3.6889,0.0,0.0,0.0,100.0,1.0,119
677961,Cole Wilcox,SEA,0.2307,0.165,13.6,59.0,52.8,17,103.0,0.165,6.0,1.2353,0.1176,0.0,0.0,2.1941,0.0,0.0,0.0,173.0,0.0,119
676760,Ron Marinaccio,SD,0.2305,0.3235,13.8,60.0,52.5,33,102.0,0.3235,5.0,1.4141,0.0303,0.0,0.0303,2.1515,0.0,4.0,0.0,173.0,0.0,119
664141,JT Brubaker,SF,0.2305,0.3039,13.8,60.0,52.2,31,102.0,0.3039,4.0,1.5699,0.0968,0.0323,0.0645,3.471,0.0,0.0,0.0,173.0,0.0,119
606996,Kyle Hart,SD,0.2294,0.2353,13.8,60.0,51.9,24,102.0,0.2353,5.0,1.3194,0.0833,0.0,0.2083,2.0208,0.0,0.0,0.0,173.0,0.0,119
687239,Ben Peoples,TEX,0.2289,0.0588,13.7,60.0,51.6,6,102.0,0.0588,6.0,1.0556,0.0,0.0,0.0,2.65,0.0,0.0,0.0,173.0,0.0,119
672335,Cionel Pérez,NYM,0.2253,0.301,13.3,59.0,51.3,31,103.0,0.301,4.0,1.1183,0.0968,0.0323,0.129,1.6581,0.0,5.0,0.0,173.0,0.0,119
669165,Kyle Hurt,LAD,0.2225,0.3107,13.1,59.0,51.0,32,103.0,0.3107,3.0,0.9688,0.125,0.0312,0.1875,2.1969,0.0,0.0,0.0,173.0,0.0,119
701519,Travis Adams,MIN,0.2183,0.1942,12.9,59.0,50.7,20,103.0,0.1942,5.0,1.4833,0.15,0.15,0.1,2.145,0.0,0.0,0.0,173.0,0.0,119
682989,Victor Mederos,ATL,0.2178,0.0594,13.3,61.0,50.4,6,101.0,0.0594,5.0,1.6111,0.6667,0.1667,0.0,4.3167,0.0,0.0,0.0,173.0,0.0,119
670245,Ryan Watson,BOS,0.2156,0.3267,13.2,61.0,50.1,33,101.0,0.3267,4.0,1.596,0.2424,0.0303,0.0303,2.7515,0.0,0.0,0.0,173.0,0.0,119
669684,Chris Murphy,CWS,0.2147,0.2079,13.1,61.0,49.9,21,101.0,0.2079,5.0,1.0159,0.1429,0.0476,0.0476,1.781,0.142,3.0,0.0,78.0,1.0,119
694335,Matt Svanson,STL,0.2145,0.3663,13.1,61.0,49.6,37,101.0,0.3663,4.0,1.0901,0.1622,0.0,0.0541,1.1378,0.2407,1.0,0.0,173.0,0.0,119
623465,Evan Phillips,LAD,0.2133,0.0485,12.6,59.0,49.3,5,103.0,0.0485,5.0,1.0,0.0,0.0,0.2,2.1,0.0,7.0,0.0,173.0,0.0,119
621097,Jacob Waguespack,DET,0.2048,0.1078,12.3,60.0,49.0,11,102.0,0.1078,4.0,1.303,0.0909,0.0,0.0909,3.4818,0.0,0.0,0.0,173.0,0.0,119
676254,Ryan Walker,SF,0.202,0.2647,12.1,60.0,48.7,27,102.0,0.2647,3.0,0.963,0.1852,0.1111,0.0741,0.5481,0.4198,2.0,0.0,173.0,0.0,119
682120,Tim Herrin,CLE,0.2012,0.3981,11.9,59.0,48.4,41,103.0,0.3981,3.0,0.7886,0.0488,0.0,0.3415,1.3341,0.3333,3.0,1.0,0.0,1.0,119
686560,Gavin Collyer,TEX,0.1993,0.2255,12.0,60.0,48.1,23,102.0,0.2255,4.0,0.971,0.2174,0.0,0.0435,1.4217,0.0,0.0,0.0,173.0,0.0,119
671936,Adam Macko,TOR,0.1976,0.1765,11.9,60.0,47.8,18,102.0,0.1765,4.0,0.963,0.0,0.0,0.1667,1.2889,0.0,0.0,0.0,173.0,0.0,119
703725,Luis Gastelum,STL,0.195,0.0594,11.9,61.0,47.5,6,101.0,0.0594,6.0,0.8889,0.1667,0.0,0.0,0.6,0.0,0.0,0.0,173.0,0.0,119
686751,Seth Johnson,PHI,0.1945,0.1359,11.5,59.0,47.2,14,103.0,0.1359,5.0,1.0952,0.0,0.0,0.0,1.3286,0.0,0.0,0.0,173.0,0.0,119
543056,Danny Coulombe,BOS,0.1939,0.2871,11.8,61.0,47.0,29,101.0,0.2871,2.0,0.7471,0.1034,0.0,0.2414,1.1552,0.3395,9.0,0.0,60.0,1.0,119
686930,Mason Barnett,ATH,0.1859,0.1275,11.2,60.0,46.7,13,102.0,0.1275,4.0,1.6154,0.2308,0.1538,0.0,2.9462,0.0,0.0,0.0,173.0,0.0,119
679358,Eric Orze,MIN,0.1818,0.3495,10.7,59.0,46.4,36,103.0,0.3495,2.0,1.1296,0.0278,0.0278,0.2222,1.3667,0.2037,1.0,0.0,173.0,0.0,119
642232,Ryan Yarbrough,NYY,0.1815,0.2353,10.9,60.0,46.1,24,102.0,0.2353,3.0,1.5,0.2083,0.0833,0.0,2.45,0.0,2.0,0.0,173.0,0.0,119
676742,Cam Sanders,BAL,0.1803,0.1068,10.6,59.0,45.8,11,103.0,0.1068,4.0,1.0,0.2727,0.0909,0.0,1.5727,0.0,0.0,0.0,173.0,0.0,119
640454,Matt Krook,WSH,0.1785,0.0971,10.5,59.0,45.5,10,103.0,0.0971,5.0,0.8,0.0,0.0,0.1,-0.16,0.0,0.0,0.0,173.0,0.0,119
621016,Jose Cuas,KC,0.1748,0.0485,10.3,59.0,45.2,5,103.0,0.0485,4.0,1.2667,0.2,0.0,0.0,2.98,0.0,4.0,0.0,173.0,0.0,119
605130,Scott Barlow,ATH,0.1728,0.3529,10.4,60.0,44.9,36,102.0,0.3529,0.0,0.9167,0.0556,0.0556,0.25,1.025,0.463,7.0,0.0,173.0,0.0,119
663878,Nate Pearson,HOU,0.1681,0.1538,9.8,58.0,44.6,16,104.0,0.1538,3.0,1.1875,0.0625,0.0625,0.0,1.7312,0.0,3.0,0.0,173.0,0.0,119
686753,Drey Jameson,AZ,0.1675,0.1078,10.1,60.0,44.3,11,102.0,0.1078,4.0,1.5455,0.3636,0.0,0.0,2.6455,0.0,0.0,0.0,173.0,0.0,119
663767,Chase Shugart,PHI,0.1666,0.2718,9.8,59.0,44.1,28,103.0,0.2718,2.0,1.1071,0.1071,0.0,0.0,2.1179,0.216,1.0,0.0,173.0,0.0,119
657649,Jared Koenig,MIL,0.1648,0.0882,9.9,60.0,43.8,9,102.0,0.0882,3.0,0.7778,0.0,0.0,0.1111,-0.5444,0.4444,1.0,0.0,27.0,1.0,119
669724,Brenan Hanifee,DET,0.1637,0.1471,9.8,60.0,43.5,15,102.0,0.1471,3.0,0.9778,0.2,0.0,0.0667,1.0267,0.3333,2.0,0.0,173.0,0.0,119
699823,Tyler Davis,CWS,0.1609,0.2376,9.8,61.0,43.2,24,101.0,0.2376,2.0,1.0833,0.0833,0.0417,0.0,1.7417,0.0,0.0,0.0,173.0,0.0,119
663158,Robert Suarez,ATL,0.1595,0.3069,9.7,61.0,42.9,31,101.0,0.3069,0.0,1.0215,0.1935,0.129,0.3226,3.1452,0.4321,4.0,1.0,0.0,1.0,119
681676,Ryan Fernandez,STL,0.1578,0.1089,9.6,61.0,42.6,11,101.0,0.1089,2.0,1.1818,0.0,0.0,0.0909,2.4455,0.1975,2.0,0.0,23.0,1.0,119
687941,Alec Gamboa,BOS,0.1573,0.0594,9.6,61.0,42.3,6,101.0,0.0594,3.0,1.4444,0.5,0.1667,0.0,2.9333,0.0,0.0,0.0,173.0,0.0,119
642048,Tayler Saucedo,LAA,0.1516,0.0583,8.9,59.0,42.0,6,103.0,0.0583,2.0,0.5,0.0,0.0,0.1667,0.9833,0.0,5.0,0.0,173.0,0.0,119
695534,Chase Petty,CIN,0.1505,0.099,9.2,61.0,41.7,10,101.0,0.099,3.0,1.5,0.4,0.1,0.0,2.85,0.0,0.0,0.0,91.0,1.0,119
592094,Jason Adam,SD,0.1504,0.3529,9.0,60.0,41.4,36,102.0,0.3529,0.0,0.8889,0.0556,0.0278,0.4722,1.9889,0.4012,8.0,1.0,0.0,1.0,119
667463,John King,MIA,0.1496,0.3786,8.8,59.0,41.2,39,103.0,0.3786,1.0,0.9744,0.1026,0.0256,0.1026,2.6256,0.3148,5.0,1.0,0.0,1.0,119
669270,Joel Kuhnel,MIL,0.1454,0.3431,8.7,60.0,40.9,35,102.0,0.3431,0.0,1.0,0.2857,0.1714,0.1429,1.2143,0.0,4.0,0.0,173.0,0.0,119
679775,Kyle Backhus,PHI,0.1454,0.1553,8.6,59.0,40.6,16,103.0,0.1553,2.0,0.8958,0.0625,0.0625,0.0625,0.5812,0.1975,1.0,0.0,31.0,1.0,119
688642,Zach Agnos,COL,0.1428,0.2404,8.3,58.0,40.3,25,104.0,0.2404,4.0,2.0933,0.16,0.08,0.0,1.388,0.1852,1.0,0.0,173.0,0.0,119
681402,Gus Varland,WSH,0.1427,0.3107,8.4,59.0,40.0,32,103.0,0.3107,0.0,0.9688,0.2188,0.1875,0.1875,0.8219,0.0,2.0,0.0,173.0,0.0,119
680744,Ty Madden,DET,0.1403,0.0588,8.4,60.0,39.7,6,102.0,0.0588,0.0,2.6667,0.0,0.0,0.1667,8.1333,0.0,0.0,0.0,52.0,1.0,119
689225,Beau Brieske,DET,0.1388,0.0784,8.3,60.0,39.4,8,102.0,0.0784,3.0,1.1667,0.375,0.0,0.0,2.225,0.1358,3.0,0.0,173.0,0.0,119
668933,Graham Ashcraft,CIN,0.1388,0.2574,8.5,61.0,39.1,26,101.0,0.2574,0.0,1.0256,0.1538,0.0769,0.3846,2.7692,0.3827,1.0,1.0,0.0,1.0,119
669622,Anthony Bender,MIA,0.138,0.3398,8.1,59.0,38.8,35,103.0,0.3398,0.0,0.981,0.0857,0.0571,0.2571,2.6657,0.3148,5.0,1.0,0.0,1.0,119
805326,Tyler Schweitzer,CWS,0.1353,0.0792,8.3,61.0,38.6,8,101.0,0.0792,3.0,1.9583,0.5,0.25,0.125,2.2125,0.0,0.0,0.0,173.0,0.0,119
663574,Tony Santillan,CIN,0.1343,0.3366,8.2,61.0,38.3,34,101.0,0.3366,0.0,0.8922,0.1765,0.1471,0.3235,1.2088,0.4938,5.0,1.0,0.0,1.0,119
680702,Joey Gerber,NYM,0.1343,0.068,7.9,59.0,38.0,7,103.0,0.068,2.0,1.1905,0.1429,0.0,0.0,2.5,0.0,0.0,0.0,74.0,1.0,119
695001,Alimber Santa,HOU,0.1341,0.0962,7.8,58.0,37.7,10,104.0,0.0962,2.0,1.5,0.2,0.0,0.0,3.05,0.0,0.0,0.0,173.0,0.0,119
641745,Brad Keller,PHI,0.1333,0.3107,7.9,59.0,37.4,32,103.0,0.3107,1.0,0.9583,0.0938,0.0938,0.375,1.7875,0.4198,1.0,1.0,0.0,2.0,119
688297,Chris Roycroft,TB,0.1328,0.1188,8.1,61.0,37.1,12,101.0,0.1188,5.0,1.2778,0.0,0.0,0.0,-0.7,0.1235,2.0,0.0,173.0,0.0,119
683000,Riley Cornelio,WSH,0.1319,0.0777,7.8,59.0,36.8,8,103.0,0.0777,4.0,2.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,173.0,0.0,119
680723,Drew Rom,MIL,0.1312,0.049,7.9,60.0,36.5,5,102.0,0.049,1.0,1.1333,0.2,0.0,0.0,3.54,0.0,0.0,0.0,173.0,0.0,119
669212,Eli Morgan,KC,0.1311,0.1553,7.7,59.0,36.2,16,103.0,0.1553,2.0,1.1875,0.1875,0.0625,0.0,1.2312,0.0,4.0,0.0,173.0,0.0,119
675916,James Karinchak,ATL,0.1279,0.0891,7.8,61.0,35.9,9,101.0,0.0891,1.0,1.0,0.0,0.0,0.1111,2.4111,0.0,6.0,0.0,173.0,0.0,119
676661,Max Lazar,PHI,0.1265,0.0583,7.5,59.0,35.7,6,103.0,0.0583,3.0,1.3333,0.1667,0.0,0.0,1.7333,0.2222,1.0,0.0,173.0,0.0,119
656986,Bennett Sousa,HOU,0.1264,0.0577,7.3,58.0,35.4,6,104.0,0.0577,1.0,0.6667,0.0,0.0,0.1667,0.3667,0.2716,4.0,0.0,3.0,1.0,119
607455,Anthony Banda,MIN,0.126,0.3786,7.4,59.0,35.1,39,103.0,0.3786,0.0,0.8718,0.0513,0.0513,0.2564,1.0308,0.4383,5.0,1.0,0.0,1.0,119
669620,Brady Basso,ATH,0.1235,0.0686,7.4,60.0,34.8,7,102.0,0.0686,3.0,1.1905,0.0,0.0,0.1429,0.3571,0.0,0.0,0.0,173.0,0.0,119
701719,Tyler Samaniego,BOS,0.1233,0.1881,7.5,61.0,34.5,19,101.0,0.1881,0.0,0.9825,0.1053,0.0,0.0526,2.2421,0.0,0.0,0.0,173.0,0.0,119
702021,Will Dion,CLE,0.123,0.0874,7.3,59.0,34.2,9,103.0,0.0874,3.0,1.6296,0.0,0.0,0.0,1.7111,0.0,0.0,0.0,173.0,0.0,119
641401,Connor Brogdon,CLE,0.1204,0.1456,7.1,59.0,33.9,15,103.0,0.1456,0.0,1.0222,0.0667,0.0667,0.2667,1.84,0.2654,5.0,0.0,173.0,0.0,119
571948,Hoby Milner,CHC,0.1198,0.3725,7.2,60.0,33.6,38,102.0,0.3725,0.0,0.9386,0.1053,0.0263,0.1316,1.4395,0.4506,9.0,1.0,0.0,1.0,119
669093,Jeremiah Estrada,SD,0.1192,0.2059,7.2,60.0,33.3,21,102.0,0.2059,0.0,0.9841,0.0952,0.0476,0.2857,2.581,0.4753,2.0,1.0,0.0,2.0,119
694918,Blade Tidwell,SF,0.1192,0.0784,7.2,60.0,33.0,8,102.0,0.0784,0.0,1.5,0.375,0.25,0.125,3.45,0.0,0.0,0.0,173.0,0.0,119
687531,William Kempner,MIA,0.118,0.0874,7.0,59.0,32.8,9,103.0,0.0874,3.0,1.3704,0.1111,0.0,0.0,3.6333,0.0,0.0,1.0,0.0,1.0,119
646241,Enmanuel De Jesus,DET,0.1178,0.2157,7.1,60.0,32.5,22,102.0,0.2157,0.0,1.4394,0.1818,0.0455,0.0,2.8864,0.0,0.0,0.0,173.0,0.0,119
810938,Ben Williamson,TB,0.116,0.0495,7.1,61.0,32.2,5,101.0,0.0495,2.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,55.0,1.0,119
621383,Tanner Banks,PHI,0.1146,0.2621,6.8,59.0,31.9,27,103.0,0.2621,2.0,1.037,0.0741,0.0,0.0741,0.6815,0.4259,4.0,1.0,0.0,1.0,119
687606,Paxton Schultz,WSH,0.1136,0.233,6.7,59.0,31.6,24,103.0,0.233,0.0,1.1944,0.125,0.0417,0.0417,1.7333,0.0,0.0,0.0,173.0,0.0,119
696070,,MIN,0.1126,0.0606,7.1,63.0,31.3,6,99.0,0.0606,2.0,2.1667,0.1667,0.0,0.1667,3.9833,0.0,0.0,0.0,27.0,2.0,114
669060,Bryse Wilson,MIL,0.1115,0.0588,6.7,60.0,31.0,6,102.0,0.0588,4.0,2.8889,0.0,0.0,0.0,4.2,0.1235,3.0,0.0,173.0,0.0,119
685801,Hunter Bigge,TB,0.1113,0.1782,6.8,61.0,30.7,18,101.0,0.1782,0.0,1.037,0.0556,0.0,0.2778,1.0333,0.0,0.0,0.0,36.0,1.0,119
683175,Connor Phillips,CIN,0.1104,0.2475,6.7,61.0,30.4,25,101.0,0.2475,0.0,1.0933,0.12,0.04,0.2,0.888,0.1296,1.0,0.0,11.0,1.0,119
681810,Austin Warren,NYM,0.11,0.233,6.5,59.0,30.1,24,103.0,0.233,2.0,1.3611,0.125,0.0,0.0417,2.6583,0.0,0.0,1.0,0.0,1.0,119
663485,Cole Sands,MIN,0.1098,0.1165,6.5,59.0,29.9,12,103.0,0.1165,0.0,0.9722,0.3333,0.25,0.25,1.625,0.4259,2.0,1.0,0.0,1.0,119
656222,Jalen Beeks,TEX,0.1092,0.2843,6.6,60.0,29.6,29,102.0,0.2843,0.0,0.8966,0.0345,0.0,0.2069,1.4414,0.3765,7.0,1.0,0.0,1.0,119
677053,Andrew Nardi,MIA,0.1091,0.2427,6.4,59.0,29.3,25,103.0,0.2427,0.0,0.9067,0.08,0.04,0.36,1.552,0.0,3.0,1.0,0.0,1.0,119
701121,Logan VanWey,HOU,0.1085,0.0481,6.3,58.0,29.0,5,104.0,0.0481,0.0,1.2,0.6,0.2,0.0,3.16,0.0,0.0,0.0,173.0,0.0,119
607481,Aaron Bummer,ATL,0.1078,0.1881,6.6,61.0,28.7,19,101.0,0.1881,0.0,0.807,0.0526,0.0526,0.3158,-0.0737,0.2593,9.0,0.0,173.0,0.0,119
623437,Justin Topa,MIN,0.1077,0.2233,6.4,59.0,28.4,23,103.0,0.2233,0.0,0.8261,0.2174,0.087,0.087,0.1609,0.3333,3.0,0.0,173.0,0.0,119
544150,Albert Suárez,BAL,0.1048,0.1553,6.2,59.0,28.1,16,103.0,0.1553,1.0,2.4583,0.0625,0.0625,0.0,4.175,0.0,0.0,0.0,173.0,0.0,119
695380,Alex Hoppe,SEA,0.1033,0.2039,6.1,59.0,27.8,21,103.0,0.2039,0.0,1.1429,0.0952,0.0,0.0476,1.4857,0.0,0.0,0.0,173.0,0.0,119
681895,Evan Sisk,PIT,0.1019,0.3107,6.0,59.0,27.5,32,103.0,0.3107,0.0,1.0625,0.0625,0.0,0.1562,2.4438,0.0,0.0,1.0,0.0,1.0,119
647315,Zach Pop,PHI,0.1017,0.0583,6.0,59.0,27.2,6,103.0,0.0583,0.0,0.8889,0.1667,0.0,0.0,1.7667,0.0,5.0,0.0,54.0,1.0,119
694037,Daniel Palencia,CHC,0.1011,0.1863,6.1,60.0,27.0,19,102.0,0.1863,0.0,0.8421,0.3158,0.1053,0.0,2.0947,0.3333,3.0,1.0,0.0,1.0,119
606303,Joel Payamps,ATL,0.0987,0.1188,6.0,61.0,26.7,12,101.0,0.1188,0.0,0.6389,0.1667,0.0,0.0833,0.775,0.1852,5.0,0.0,173.0,0.0,119
595014,Blake Treinen,LAD,0.0981,0.2816,5.8,59.0,26.4,29,103.0,0.2816,0.0,0.7816,0.0345,0.0345,0.2414,1.4414,0.1975,9.0,1.0,0.0,1.0,119
695418,Brad Lord,WSH,0.0968,0.2524,5.7,59.0,26.1,26,103.0,0.2524,1.0,2.1026,0.1154,0.0385,0.3077,3.7462,0.0,0.0,1.0,0.0,1.0,119
664854,Ryan Helsley,BAL,0.0955,0.165,5.6,59.0,25.8,17,103.0,0.165,0.0,0.902,0.7647,0.5294,0.0,1.9176,0.358,7.0,1.0,0.0,2.0,119
676395,Robert Garcia,TEX,0.0954,0.0882,5.7,60.0,25.5,9,102.0,0.0882,0.0,0.8889,0.1111,0.0,0.2222,1.6,0.4383,3.0,1.0,0.0,1.0,119
682982,Daniel Espino,CLE,0.0937,0.0485,5.5,59.0,25.2,5,103.0,0.0485,0.0,1.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,173.0,0.0,119
608371,Lucas Sims,CWS,0.0931,0.0891,5.7,61.0,24.9,9,101.0,0.0891,0.0,1.0741,0.1111,0.0,0.1111,1.2111,0.0,7.0,0.0,27.0,1.0,119
688883,Peyton Pallette,CLE,0.0925,0.1553,5.5,59.0,24.6,16,103.0,0.1553,0.0,1.2917,0.125,0.0,0.0625,1.7625,0.0,0.0,0.0,173.0,0.0,119
455119,Chris Martin,TEX,0.0915,0.1569,5.5,60.0,24.3,16,102.0,0.1569,4.0,0.8542,0.0625,0.0625,0.0625,-0.3688,0.3025,8.0,1.0,0.0,3.0,119
621242,Edwin Díaz,LAD,0.0901,0.068,5.3,59.0,24.1,7,103.0,0.068,0.0,0.8571,0.7143,0.7143,0.0,0.5429,0.3827,9.0,1.0,0.0,1.0,119
677955,Jaden Hill,COL,0.0896,0.3077,5.2,58.0,23.8,32,104.0,0.3077,0.0,0.8229,0.0938,0.0625,0.3125,0.8094,0.1728,1.0,1.0,0.0,1.0,119
666374,Matt Brash,SEA,0.0887,0.1942,5.2,59.0,23.5,20,103.0,0.1942,0.0,0.8167,0.0,0.0,0.2,2.345,0.3272,4.0,1.0,0.0,2.0,119
683232,Nick Mears,KC,0.0886,0.2039,5.2,59.0,23.2,21,103.0,0.2039,0.0,0.9048,0.0,0.0,0.1429,1.2238,0.3889,5.0,1.0,0.0,1.0,119
676684,Will Vest,DET,0.0868,0.2647,5.2,60.0,22.9,27,102.0,0.2647,0.0,0.963,0.1852,0.0741,0.1481,0.7704,0.3951,5.0,1.0,0.0,1.0,119
681867,Cooper Criswell,SEA,0.0867,0.2524,5.1,59.0,22.6,26,103.0,0.2524,0.0,1.1538,0.1923,0.0385,0.1154,2.2308,0.0,0.0,1.0,0.0,1.0,119
696062,Wilber Dotel,PIT,0.0838,0.0971,4.9,59.0,22.3,10,103.0,0.0971,1.0,2.1333,0.1,0.1,0.1,4.84,0.0,0.0,1.0,0.0,1.0,119
621366,Ryan Borucki,SF,0.0834,0.2059,5.0,60.0,22.0,21,102.0,0.2059,0.0,1.127,0.0,0.0,0.0476,0.6714,0.2407,6.0,0.0,173.0,0.0,119
690155,Matt Pushard,STL,0.0819,0.0594,5.0,61.0,21.7,6,101.0,0.0594,0.0,1.1667,0.0,0.0,0.0,1.6833,0.0,0.0,0.0,68.0,1.0,119
573009,Joe Mantiply,TOR,0.0819,0.1667,4.9,60.0,21.4,17,102.0,0.1667,0.0,1.0196,0.0,0.0,0.0588,2.1294,0.0,5.0,1.0,0.0,1.0,119
664129,Geoff Hartlieb,ATH,0.0804,0.0588,4.8,60.0,21.2,6,102.0,0.0588,2.0,1.8333,0.0,0.0,0.0,1.7167,0.0,7.0,0.0,173.0,0.0,119
657424,Matt Gage,SF,0.0796,0.3333,4.8,60.0,20.9,34,102.0,0.3333,1.0,0.7941,0.0882,0.0294,0.1176,0.4441,0.2037,1.0,1.0,0.0,2.0,119
669438,Mason Englert,TB,0.079,0.1183,5.4,69.0,20.6,11,93.0,0.1183,0.0,1.9091,0.1818,0.0909,0.0,3.5727,0.179,3.0,0.0,64.0,1.0,107
676428,Brant Hurter,DET,0.0786,0.1961,4.7,60.0,20.3,20,102.0,0.1961,0.0,1.2,0.05,0.0,0.1,2.41,0.2654,1.0,1.0,0.0,1.0,119
