batter_name,batter,pa,confidence,primary_position,fantasy_positions,fantasy_positions_display,process_plus,discipline_plus,k_avoidance_plus,power_plus,swing_pct,chase_pct,xwoba_on_contact,rank_gap,rolling_trend,xwoba_vs_expected,tag,season_stage
Otto Lopez,672640,458,Tier A,SS,SS,SS,100.3,82.8,126.7,101.2,0.469,0.344,0.362,0.181,cold,-0.002,Process+ above avg; process ahead of results,mature
