batter,total_pa,annual_rate,n_parks,hot1_park,hot1_lift,hot1_pa,hot2_park,hot2_lift,hot3_park,hot3_lift,cold1_park,cold1_lift,cold1_pa,cold2_park,cold2_lift,cold3_park,cold3_lift,player_name,team,rank
621035,2550,0.1788,15,COL,121.2,134,MIA,64.5,AZ,20.9,CHC,-190.2,62,ATL,-100.0,PHI,-79.7,,,
621043,3309,0.3046,17,TOR,94.7,59,DET,32.9,LAA,31.3,LAD,-68.0,41,BOS,-32.6,NYY,-31.1,Carlos Correa,HOU,95.0
621438,1325,0.2234,11,STL,68.6,77,COL,66.6,PIT,63.9,MIA,-124.4,55,CIN,-38.0,PHI,-37.5,Tyrone Taylor,NYM,227.0
621439,1888,0.2664,11,CWS,42.8,92,BAL,21.7,KC,17.0,ATH,-70.4,76,SEA,-51.0,LAA,-49.1,Byron Buxton,MIN,34.0
621493,2330,0.2416,13,TB,87.5,64,CWS,65.5,TEX,62.7,SEA,-70.2,111,NYY,-50.1,HOU,-41.3,Taylor Ward,BAL,84.0
621550,1099,0.1501,8,PIT,207.4,52,STL,84.6,CHC,6.7,PHI,-150.0,40,CIN,-122.5,WSH,-62.3,,,
621563,1618,0.2342,12,BAL,97.3,106,BOS,60.1,LAA,42.3,NYY,-89.3,80,NYM,-20.6,TB,-16.0,,,
621566,4660,0.3339,29,CIN,94.4,57,BOS,66.4,WSH,55.3,SF,-60.9,92,LAD,-48.5,STL,-43.8,Matt Olson,ATL,7.0
622110,1052,0.2243,9,KC,43.7,121,LAA,26.6,TEX,20.7,TOR,-49.7,62,CHC,-42.7,BOS,-28.4,,,
622534,2231,0.2532,20,MIA,144.4,42,ATH,100.8,SEA,82.2,WSH,-80.3,40,DET,-42.4,COL,-38.6,,,
622761,1006,0.1352,7,CWS,376.7,45,TB,104.8,BOS,79.9,TOR,-162.5,71,SD,-129.0,NYY,-79.7,,,
623912,1449,0.2519,11,BAL,63.0,56,TOR,57.8,KC,22.9,BOS,-68.0,62,NYM,-55.9,NYY,-20.6,,,
623993,2885,0.2835,16,KC,111.6,65,MIN,72.7,WSH,39.6,DET,-69.3,69,TB,-49.6,CWS,-43.1,,,
624413,3774,0.3466,18,ATH,94.6,43,STL,71.1,COL,54.8,SD,-92.2,74,AZ,-49.5,PIT,-42.3,Pete Alonso,BAL,41.0
624415,1338,0.1861,9,BAL,101.5,112,KC,39.1,BOS,34.3,NYY,-111.7,92,ATH,-60.2,TB,-52.2,,,
624424,2888,0.2597,16,PIT,65.9,65,MIL,56.9,AZ,52.5,CHC,-49.1,53,LAD,-38.0,NYY,-37.1,,,
624428,3409,0.2889,30,LAA,91.1,67,BOS,69.9,NYY,61.5,CLE,-128.3,49,CWS,-77.3,PHI,-68.5,Adam Frazier,LAA,261.0
624431,1192,0.2307,11,BAL,133.4,65,CLE,85.8,TB,30.0,HOU,-132.5,40,LAA,-108.5,TOR,-89.7,,,
624512,803,0.2142,7,BAL,55.6,48,TOR,43.6,NYY,12.0,CHC,-50.2,75,CWS,-48.7,BOS,-16.4,,,
624585,3073,0.2668,22,COL,148.3,83,DET,99.6,LAD,54.3,TEX,-76.0,78,STL,-75.7,TB,-65.9,Jorge Soler,LAA,183.0
624641,1005,0.2249,8,PIT,101.4,53,PHI,14.5,STL,3.7,ATL,-195.3,42,CIN,-39.7,MIL,-32.9,,,
628451,841,0.2913,6,CLE,98.0,52,ATH,16.2,DET,-1.0,KC,-92.7,47,NYY,-10.1,TEX,-4.4,,,
630105,2710,0.2871,15,COL,84.4,170,PIT,32.4,AZ,22.0,MIA,-73.2,65,PHI,-68.9,LAD,-58.4,Jake Cronenworth,SD,237.0
640457,1108,0.3357,7,BAL,98.6,60,TOR,39.5,TB,-3.5,BOS,-53.5,64,DET,-16.3,NYY,-12.2,,,
640461,959,0.196,5,HOU,97.1,88,SEA,15.2,ATH,-5.1,TEX,-57.0,83,LAA,-27.1,ATH,-5.1,,,
641313,2483,0.2046,14,DET,103.4,149,MIN,73.3,CWS,14.2,MIA,-117.9,109,BAL,-109.8,HOU,-100.0,,,
641343,1664,0.1334,15,TEX,174.2,41,DET,149.8,HOU,129.5,MIA,-197.8,46,TOR,-134.6,CIN,-100.0,Jake Bauers,MIL,149.0
641355,3744,0.3323,22,TOR,65.5,40,TB,47.1,NYY,40.6,WSH,-92.6,81,SD,-61.8,SF,-42.0,Cody Bellinger,NYY,10.0
641432,893,0.3068,6,TEX,12.3,447,LAA,8.0,ATH,6.8,SEA,-62.0,60,HOU,-57.8,NYY,-3.4,,,
641487,3334,0.2597,20,AZ,105.3,45,KC,82.4,TB,59.0,NYM,-75.4,47,ATL,-35.8,HOU,-31.1,J.P. Crawford,SEA,129.0
641531,1777,0.2037,10,DET,59.8,129,LAA,31.5,HOU,30.2,ATH,-74.2,57,CWS,-71.9,MIN,-62.6,,,
641553,848,0.1144,5,KC,200.5,64,MIN,133.1,DET,100.3,CLE,-145.2,58,CWS,-38.7,DET,100.3,,,
641584,1008,0.2619,7,MIA,79.7,51,PIT,19.8,CIN,10.5,MIL,-55.5,60,ATL,-46.5,SEA,-30.8,Jake Fraley,TB,171.0
641598,1924,0.2531,14,KC,74.1,59,NYY,59.7,LAA,55.0,ATH,-118.0,66,SEA,-77.2,CLE,-71.8,,,
641658,1302,0.1475,10,COL,55.4,550,WSH,39.9,MIA,26.5,SD,-157.3,71,AZ,-106.8,STL,-100.0,,,
641680,1848,0.2316,13,KC,162.8,46,ATH,47.7,TOR,41.3,CWS,-129.4,44,SEA,-115.1,HOU,-55.6,,,
641820,2595,0.2624,17,DET,42.9,72,SEA,35.5,WSH,29.9,ATH,-114.1,54,TB,-44.8,CHC,-44.8,,,
641857,3541,0.1954,19,BOS,66.3,40,WSH,42.5,COL,30.7,MIL,-143.2,83,STL,-72.8,NYY,-59.1,Ryan McMahon,NYY,282.0
641933,1807,0.2319,14,KC,110.8,45,COL,54.6,TOR,54.6,TB,-90.2,44,MIA,-78.4,BAL,-69.2,Tyler O'Neill,BAL,238.0
642086,1814,0.2277,14,AZ,73.0,66,CIN,56.9,COL,37.7,MIA,-37.9,92,NYM,-27.1,CHC,-26.8,Dominic Smith,ATL,76.0
642133,2160,0.256,18,SD,139.7,44,CLE,66.2,BOS,53.2,NYY,-122.5,52,NYM,-109.5,MIN,-90.2,,,
642708,3454,0.2444,26,COL,84.2,60,MIN,76.6,LAD,52.3,SEA,-77.7,55,SD,-51.9,LAA,-51.3,Amed Rosario,NYY,113.0
642715,3920,0.223,25,ATH,106.3,50,SD,93.1,CLE,92.2,HOU,-109.5,47,BOS,-100.0,PHI,-92.0,Willy Adames,SF,209.0
642731,1436,0.2333,10,COL,52.0,189,SD,25.0,CHC,17.9,MIL,-89.8,42,ATL,-82.1,NYM,-48.6,,,
643217,3593,0.2961,15,MIN,35.9,164,DET,27.8,BOS,22.3,TEX,-73.3,76,TOR,-45.9,TB,-32.5,Andrew Benintendi,CWS,221.0
643265,1417,0.2124,10,PHI,75.0,78,SD,52.0,AZ,17.7,SF,-79.5,46,BOS,-68.6,WSH,-42.9,,,
643289,1430,0.2476,11,LAD,73.1,49,TEX,28.5,SF,8.4,BAL,-75.3,49,SEA,-67.4,BOS,-47.3,Mauricio Dubón,ATL,133.0
643376,1470,0.2816,9,TOR,16.5,716,BAL,12.3,TEX,1.4,CLE,-65.4,41,BOS,-32.4,DET,-26.0,Danny Jansen,TEX,258.0
643393,1565,0.2978,10,CLE,52.1,53,DET,39.2,TEX,22.7,TB,-72.0,48,NYY,-52.0,LAA,-46.0,,,
643396,2907,0.2312,20,DET,93.7,67,STL,84.1,CLE,74.2,BAL,-69.1,84,MIL,-54.9,LAD,-50.1,,,
643446,3102,0.3636,15,NYY,75.4,58,COL,43.3,SF,27.2,MIL,-62.1,58,CIN,-31.2,CHC,-26.0,Jeff McNeil,ATH,85.0
643565,1187,0.2317,11,NYM,72.7,45,CHC,47.9,NYY,19.6,LAA,-100.0,52,SF,-80.8,TB,-80.4,,,
645277,3823,0.321,18,CHC,101.1,79,MIA,36.3,COL,27.5,SF,-54.7,55,LAD,-48.7,PIT,-46.8,Ozzie Albies,ATL,47.0
645302,1639,0.2178,12,PHI,33.3,93,SEA,30.1,MIA,16.0,SD,-100.0,41,LAD,-81.3,ATL,-62.1,,,
646240,4184,0.3442,21,CLE,107.1,101,KC,34.8,WSH,30.8,AZ,-124.2,48,HOU,-77.9,MIN,-60.4,Rafael Devers,SF,223.0
647304,2405,0.3351,18,CWS,55.6,117,SF,46.0,ATH,40.1,LAD,-76.1,50,NYY,-56.6,SD,-39.9,Josh Naylor,SEA,48.0
647351,1119,0.2341,9,TB,92.2,40,NYY,84.2,HOU,18.1,LAA,-43.6,53,TEX,-39.0,SEA,-13.5,,,
649557,1455,0.2804,11,SEA,110.3,78,TOR,18.9,LAA,15.5,MIN,-73.3,40,TB,-66.6,TEX,-60.4,,,
649966,1659,0.2664,16,COL,153.1,43,STL,45.3,HOU,45.0,PIT,-76.9,65,MIN,-73.8,BOS,-58.9,,,
650333,3245,0.3886,25,WSH,74.8,53,CIN,58.8,LAA,24.4,NYY,-54.9,57,ATL,-29.8,TB,-28.8,Luis Arraez,SF,64.0
650391,1549,0.2563,10,ATH,132.4,47,DET,28.9,CWS,5.9,TEX,-79.8,58,TB,-41.9,TOR,-39.3,,,
650402,3866,0.2892,19,TEX,85.1,71,BAL,44.2,DET,28.8,MIA,-78.8,49,TB,-56.5,SEA,-45.4,Gleyber Torres,DET,163.0
650489,2063,0.1953,13,LAA,82.2,59,SEA,58.4,ATH,34.4,TB,-129.5,52,CLE,-34.1,HOU,-29.7,Willi Castro,COL,298.0
650490,3162,0.365,17,HOU,54.4,55,CWS,25.3,CLE,21.8,SEA,-94.7,52,LAA,-34.2,NYY,-21.7,Yandy Díaz,TB,12.0
650559,1563,0.1919,12,COL,65.2,41,STL,62.8,MIA,40.1,CIN,-155.8,56,ATL,-146.8,MIL,-88.4,,,
650859,2051,0.2394,13,TOR,67.1,55,BAL,56.6,HOU,35.6,TB,-100.0,61,NYY,-47.8,LAD,-47.8,Luis Rengifo,MIL,153.0
656305,4052,0.2574,23,PIT,83.5,72,KC,81.7,COL,77.2,HOU,-92.0,146,SEA,-60.4,TB,-51.0,Matt Chapman,SF,246.0
656555,3019,0.2779,15,PIT,39.3,93,CIN,36.2,PHI,27.0,SD,-49.4,64,ATL,-39.2,WSH,-37.8,Rhys Hoskins,CLE,255.0
656582,1240,0.2589,9,SF,61.8,74,CHC,40.5,COL,27.3,SD,-133.6,69,CIN,-57.1,MIA,-34.2,,,
656716,1290,0.238,11,COL,68.1,40,DET,26.9,CLE,6.8,MIN,-146.7,63,SEA,-81.7,PIT,-80.0,,,
656775,2850,0.2611,17,HOU,80.3,51,SEA,38.2,KC,24.5,TB,-89.5,146,NYM,-88.2,CLE,-81.5,Cedric Mullins,TB,197.0
656811,2047,0.2618,14,NYY,64.4,79,BOS,40.9,TB,34.8,KC,-35.8,446,HOU,-33.6,TEX,-15.1,Ryan O'Hearn,PIT,45.0
656941,4273,0.3061,24,BOS,101.3,99,WSH,44.7,NYY,40.0,STL,-66.4,146,SEA,-58.3,TOR,-53.3,Kyle Schwarber,PHI,24.0
656976,1260,0.2437,11,STL,167.7,46,CHC,84.7,MIA,73.6,LAD,-122.4,55,SD,-91.3,SF,-62.1,,,
657041,1934,0.2389,16,CIN,100.5,71,MIL,99.3,COL,80.6,CHC,-110.2,41,NYM,-85.7,LAD,-59.0,Lane Thomas,KC,179.0
657077,3046,0.3033,25,COL,97.8,45,CLE,61.6,MIN,59.3,BAL,-42.0,125,TB,-39.3,CWS,-37.2,,,
657557,2589,0.1846,17,NYM,84.2,50,MIL,76.9,PIT,64.5,TOR,-179.3,41,KC,-38.1,CLE,-34.6,,,
657656,2289,0.2224,15,TEX,75.4,100,BAL,59.8,SF,46.8,NYY,-100.0,49,ATL,-91.8,DET,-63.3,Ramón Laureano,SD,178.0
657757,1455,0.2522,9,SEA,26.1,44,CWS,12.5,BAL,9.0,ATH,-100.0,42,MIN,-58.3,CLE,-35.9,Gavin Sheets,SD,115.0
660162,2702,0.2102,15,ATH,83.9,75,BAL,43.5,MIN,42.7,TEX,-132.6,73,BOS,-88.7,TB,-62.7,Yoán Moncada,LAA,281.0
660271,3981,0.3886,25,MIA,105.9,40,COL,90.6,KC,47.0,PHI,-75.3,52,SD,-52.8,NYY,-50.8,Shohei Ohtani,LAD,6.0
660670,3171,0.3639,16,COL,61.6,51,LAD,59.8,AZ,48.3,CLE,-55.3,43,CHC,-45.6,SF,-37.7,Ronald Acuña Jr.,ATL,36.0
660688,1443,0.3063,9,MIA,51.6,84,CIN,42.2,COL,25.0,PIT,-23.8,60,PHI,-11.0,WSH,-9.0,Keibert Ruiz,WSH,140.0
660821,1687,0.23,14,CIN,65.2,50,AZ,51.7,SD,25.6,MIL,-143.5,40,PIT,-119.8,NYM,-105.9,Jesús Sánchez,TOR,104.0
661388,2109,0.3082,13,AZ,101.9,45,COL,56.0,WSH,24.5,NYM,-78.9,77,MIA,-40.6,PIT,-28.6,William Contreras,MIL,29.0
662139,1901,0.2441,17,COL,142.6,76,BOS,119.1,KC,65.5,PIT,-71.4,43,SEA,-71.4,NYY,-61.3,Daulton Varsho,TOR,105.0
663457,1483,0.2792,9,AZ,197.1,41,ATL,36.5,CHC,18.3,SF,-28.4,45,PIT,-27.1,MIL,-13.4,,,
663538,2426,0.3425,15,PHI,65.2,53,CWS,63.8,PIT,42.5,MIL,-56.6,121,NYM,-44.4,WSH,-33.4,Nico Hoerner,CHC,23.0
663586,2966,0.2832,16,COL,56.9,81,CIN,54.9,AZ,44.9,SD,-95.9,87,CHC,-85.6,LAD,-66.9,Austin Riley,ATL,226.0
663616,1271,0.1935,9,SEA,52.7,44,DET,38.4,MIN,24.8,CWS,-118.2,85,TB,-88.8,TOR,-74.2,Trevor Larnach,MIN,188.0
663624,2284,0.2338,15,WSH,61.6,45,TOR,58.0,DET,46.0,TEX,-117.8,48,HOU,-74.3,CWS,-50.9,,,
663647,2149,0.2094,14,MIA,43.8,83,CHC,31.7,CIN,24.1,SD,-100.0,44,MIL,-82.3,PHI,-78.0,Ke'Bryan Hayes,CIN,217.0
663656,2596,0.4025,18,COL,38.7,43,TEX,37.1,ATH,24.2,TOR,-49.5,59,NYY,-34.2,SEA,-27.5,Kyle Tucker,LAD,31.0
663697,2481,0.2753,18,STL,98.4,141,COL,92.7,WSH,32.1,MIA,-118.9,77,CLE,-81.8,CWS,-77.8,Jonathan India,KC,182.0
663728,2116,0.2476,14,CWS,196.1,45,TOR,63.2,CLE,54.7,HOU,-50.4,122,NYY,-25.2,SEA,-16.1,Cal Raleigh,SEA,135.0
663757,2196,0.2058,17,MIA,117.5,67,PIT,94.3,WSH,84.3,LAD,-114.0,104,CHC,-78.4,SF,-53.5,Trent Grisham,NYY,44.0
663837,1102,0.2632,8,WSH,183.0,47,MIN,61.5,KC,52.0,CLE,-62.0,60,PIT,-47.0,PHI,-16.4,Matt Vierling,DET,166.0
663886,1482,0.2395,9,LAD,45.6,43,CIN,13.1,CHC,2.2,ATL,-61.5,65,MIL,-41.2,WSH,-37.4,Tyler Stephenson,CIN,192.0
663898,1562,0.242,11,WSH,111.4,43,SD,56.2,COL,28.7,NYM,-133.7,49,HOU,-100.0,SF,-93.8,,,
663993,3053,0.2545,19,LAD,65.9,45,CWS,57.2,LAA,51.7,DET,-64.3,44,SEA,-51.2,TB,-50.5,Nathaniel Lowe,CIN,49.0
664023,3452,0.2616,16,COL,67.6,73,STL,46.9,CIN,46.2,NYM,-100.0,74,ATL,-80.6,MIA,-70.6,Ian Happ,CHC,107.0
664034,2941,0.2849,21,KC,154.0,76,DET,61.4,LAA,49.5,ATL,-108.2,43,TB,-59.3,BAL,-44.6,Ty France,SD,67.0
664040,2486,0.2558,15,BOS,66.8,82,KC,59.4,HOU,56.4,MIN,-71.0,54,CWS,-54.7,MIA,-45.5,Brandon Lowe,PIT,81.0
664056,2467,0.2063,17,SD,142.3,40,CHC,105.2,AZ,81.8,LAD,-109.9,49,MIA,-54.4,PHI,-34.9,Harrison Bader,SF,249.0
664058,1724,0.3039,12,SEA,52.3,108,CWS,31.6,DET,22.4,BOS,-85.4,45,CLE,-43.8,MIN,-35.8,,,
664238,1466,0.1262,11,BAL,236.8,40,KC,136.0,HOU,116.1,SEA,-46.4,813,MIN,-24.5,LAA,-9.2,,,
664702,2002,0.2098,15,BAL,103.2,61,KC,73.3,ATH,54.8,NYY,-100.0,56,TEX,-59.6,SEA,-58.6,Myles Straw,TOR,127.0
664728,1079,0.2002,5,KC,12.1,771,CLE,-8.7,DET,-14.4,MIN,-54.0,76,CWS,-49.3,DET,-14.4,Kyle Isbel,KC,194.0
664761,2467,0.2736,15,CIN,91.4,63,AZ,63.6,PIT,40.2,ATL,-61.4,142,NYM,-45.7,WSH,-32.0,Alec Bohm,PHI,145.0
664774,1408,0.2734,9,LAD,49.0,81,MIN,10.8,COL,10.4,MIL,-107.5,49,LAA,-83.6,SD,-17.8,,,
664913,1421,0.2048,9,KC,113.6,48,TEX,79.0,LAA,68.4,MIN,-52.4,41,HOU,-36.1,SEA,-24.2,,,
664983,1016,0.2421,6,COL,71.4,53,SD,54.9,SF,25.7,MIL,-109.6,43,LAD,-78.6,AZ,-1.2,Jake McCarthy,COL,202.0
665120,1036,0.1496,7,TEX,174.8,90,CWS,122.8,SEA,116.5,TB,-303.4,46,ATH,-127.8,HOU,-92.4,,,
665161,2106,0.2707,15,TB,120.3,52,BOS,64.2,DET,43.7,TEX,-68.6,106,CWS,-63.1,CLE,-57.0,,,
665487,2469,0.3333,17,COL,56.1,123,SEA,42.9,LAD,22.3,PIT,-122.5,40,MIL,-105.7,MIA,-72.2,Fernando Tatis Jr.,SD,110.0
665489,3694,0.4023,18,COL,78.3,46,DET,37.8,BOS,33.5,HOU,-85.2,67,ATH,-42.4,MIN,-42.1,Vladimir Guerrero Jr.,TOR,20.0
665742,4433,0.4322,24,CIN,43.5,79,ATH,41.1,DET,29.0,CHC,-48.9,86,AZ,-30.0,STL,-29.3,Juan Soto,NYM,5.0
665750,1385,0.1661,9,DET,90.9,41,MIN,74.0,BAL,57.1,SEA,-139.5,122,LAA,-93.4,HOU,-57.5,Leody Taveras,BAL,212.0
665833,1066,0.2186,6,CIN,28.9,71,MIA,22.0,PIT,12.4,CHC,-118.3,50,STL,-74.1,MIL,-51.8,Oneil Cruz,PIT,151.0
665862,1851,0.2377,12,BOS,72.1,44,WSH,42.6,NYM,24.5,CHC,-85.5,58,CIN,-57.9,ATL,-25.3,Jazz Chisholm Jr.,NYY,208.0
665926,2110,0.2408,15,ATH,129.8,47,BAL,73.9,TEX,72.2,NYY,-74.8,66,HOU,-70.3,DET,-40.7,Andrés Giménez,TOR,167.0
666139,1016,0.1663,6,NYY,148.3,46,BOS,67.3,TOR,43.1,TB,-23.2,697,KC,-14.1,BAL,10.1,Josh Lowe,LAA,241.0
666158,1618,0.2108,13,WSH,85.2,41,COL,59.7,SF,30.4,SD,-123.7,60,CHC,-69.1,MIA,-47.3,,,
666160,881,0.1782,6,COL,136.1,271,LAA,-34.7,HOU,-36.2,PHI,-169.3,81,TEX,-112.5,SEA,-62.6,Mickey Moniak,COL,32.0
666176,1090,0.1817,7,TOR,87.7,44,TEX,35.7,LAA,11.2,SEA,-135.9,46,HOU,-76.1,ATH,-48.6,Jo Adell,LAA,161.0
666182,2966,0.3021,19,TEX,112.8,56,DET,61.4,PIT,57.2,HOU,-100.0,57,CLE,-100.0,PHI,-58.6,Bo Bichette,NYM,92.0
666185,1535,0.2195,13,BOS,51.8,42,LAD,37.7,PIT,26.5,PHI,-91.9,56,MIL,-74.9,CHC,-42.3,,,
666624,1267,0.1823,8,CHC,23.9,624,SF,12.2,MIL,3.8,NYY,-178.4,42,CIN,-31.4,PIT,-24.7,,,
666969,2722,0.2134,14,CWS,77.5,66,BOS,73.3,LAA,33.4,NYY,-100.0,62,BAL,-67.0,CLE,-38.9,Adolis García,PHI,177.0
666971,3012,0.3068,21,LAA,74.2,58,DET,37.3,BAL,34.1,CLE,-87.9,54,NYY,-57.1,STL,-37.9,,,
667670,1702,0.2697,13,LAA,143.1,90,BOS,54.5,TOR,32.4,SEA,-76.8,80,HOU,-64.1,DET,-58.8,Brent Rooker,ATH,214.0
668227,2928,0.2418,16,CIN,83.8,45,MIN,80.6,BAL,32.2,HOU,-56.5,76,CLE,-54.0,TOR,-53.4,Randy Arozarena,SEA,148.0
668709,876,0.2546,4,LAA,68.4,42,ATH,10.0,SEA,-25.5,MIA,-53.6,144,SEA,-25.5,ATH,10.0,,,
668715,1469,0.2716,8,COL,79.8,43,STL,16.9,CIN,3.2,MIL,-50.2,74,WSH,-44.8,PIT,-19.5,Spencer Steer,CIN,83.0
668731,812,0.181,5,KC,66.6,63,MIN,42.0,CWS,33.6,CLE,-68.9,71,DET,-7.9,CWS,33.6,,,
668804,3431,0.299,16,ATL,61.2,83,WSH,59.7,COL,39.3,CHC,-53.8,181,SF,-49.2,NYM,-46.2,Bryan Reynolds,PIT,169.0
668930,1256,0.211,8,COL,72.3,44,AZ,54.0,CHC,49.3,PIT,-44.9,86,STL,-42.6,MIL,-6.6,Brice Turang,MIL,38.0
668939,1854,0.3269,14,CWS,87.7,44,ATH,53.0,TEX,49.4,MIN,-78.1,42,WSH,-77.1,NYY,-21.9,Adley Rutschman,BAL,35.0
668942,1877,0.195,14,COL,63.0,107,CWS,9.9,SEA,8.7,STL,-74.4,40,PHI,-61.5,MIL,-41.7,,,
669004,1251,0.1926,7,BOS,224.4,40,KC,18.8,DET,-13.5,CWS,-199.2,68,MIN,-78.1,NYY,-22.7,,,
669016,1659,0.1477,13,MIA,159.2,81,PHI,39.9,HOU,30.7,LAD,-176.9,44,ATL,-159.2,SEA,-100.0,Brandon Marsh,PHI,90.0
669127,1199,0.2177,6,TEX,72.9,85,LAA,57.7,ATH,-8.4,HOU,-19.6,80,BAL,-12.0,SEA,-10.7,Shea Langeliers,ATH,14.0
669221,1631,0.2397,11,TEX,160.7,104,TB,143.3,CLE,89.6,LAA,-67.1,76,PHI,-63.7,ATL,-26.2,,,
669222,1228,0.2125,10,MIA,130.6,51,COL,93.2,MIL,27.6,PIT,-26.8,45,CIN,-18.3,WSH,-15.5,,,
669242,2521,0.2939,16,KC,70.1,50,PIT,61.4,WSH,43.6,SD,-73.0,63,MIL,-37.7,ATL,-37.6,,,
669257,2471,0.3472,14,MIL,41.6,59,CIN,41.2,AZ,24.7,PHI,-44.6,52,WSH,-28.0,SD,-23.7,Will Smith,LAD,51.0
669261,1020,0.151,7,CHC,109.2,57,PIT,23.6,ATL,-38.4,MIA,-100.0,43,MIL,-100.0,CIN,-89.1,,,
669289,1209,0.2647,9,BAL,79.9,42,CLE,31.8,TOR,9.7,LAA,-109.0,42,STL,-84.6,BOS,-22.9,,,
669357,1143,0.1487,7,ATL,166.1,48,WSH,152.1,MIL,113.9,CIN,-117.2,78,CHC,-69.8,STL,-9.1,Nolan Gorman,STL,289.0
669394,1194,0.2697,9,TB,67.7,42,CWS,38.7,WSH,17.4,MIN,-117.9,62,NYM,-62.3,DET,-52.7,Jake Burger,TEX,213.0
669701,1178,0.2402,7,LAA,64.6,86,ATH,53.0,TEX,1.7,KC,-90.5,44,SEA,-54.4,HOU,-24.8,Josh Smith,TEX,251.0
669720,2062,0.2643,14,ATH,111.6,59,HOU,52.8,NYY,48.8,SEA,-107.9,48,TB,-62.5,KC,-43.2,,,
670032,1874,0.2417,13,BAL,98.9,52,DET,43.7,TOR,18.2,HOU,-80.8,43,STL,-73.6,ATL,-53.2,,,
670042,821,0.1693,7,BAL,254.4,45,SEA,41.0,TB,-18.5,LAD,-167.8,61,TEX,-139.4,DET,-85.2,Luke Raley,SEA,270.0
670541,2533,0.4299,13,BOS,132.6,55,KC,53.0,TEX,30.6,CWS,-67.3,64,MIN,-32.5,SEA,-9.7,Yordan Alvarez,HOU,1.0
670623,1844,0.3416,17,LAA,43.2,47,TB,25.7,CWS,20.0,CHC,-116.9,104,CLE,-67.5,BAL,-57.5,Isaac Paredes,HOU,101.0
670764,1162,0.1127,7,NYY,150.5,85,TB,28.1,TOR,-16.5,SEA,-306.3,43,BOS,-131.3,TEX,-80.7,Taylor Walls,TB,317.0
670770,1362,0.3069,7,WSH,62.9,44,CLE,22.2,CIN,5.4,PIT,-32.3,130,STL,-22.8,MIL,-12.5,TJ Friedl,CIN,204.0
671218,828,0.2065,4,AZ,119.3,53,SF,-2.0,LAD,-33.5,COL,-69.1,47,LAD,-33.5,SF,-2.0,Heliot Ramos,SF,159.0
671277,1804,0.2849,12,LAD,56.0,54,COL,45.5,MIL,40.4,STL,-100.0,50,PIT,-72.5,CIN,-59.7,Luis García Jr.,WSH,77.0
671732,870,0.1747,6,CWS,67.5,41,ATH,23.8,TEX,-53.8,HOU,-112.7,45,LAA,-81.5,SEA,-61.2,Lawrence Butler,ATH,235.0
671739,1647,0.2775,10,CIN,90.0,55,MIA,67.5,PIT,57.3,NYM,-55.0,80,CHC,-41.2,ATL,-13.1,Michael Harris II,ATL,25.0
672275,811,0.1554,5,COL,93.1,40,SF,14.0,AZ,-26.9,SD,-112.1,53,LAD,-100.0,AZ,-26.9,Patrick Bailey,SF,309.0
672284,1115,0.1139,8,TEX,267.5,43,ATH,201.8,NYY,165.0,SD,-179.8,44,HOU,-141.8,LAA,-85.8,,,
672386,1606,0.34,10,BAL,32.1,69,SEA,25.2,TOR,9.1,TEX,-58.0,42,TB,-55.2,MIN,-43.7,,,
672580,1431,0.2795,10,BAL,123.6,40,DET,26.5,KC,2.8,TOR,-74.4,42,NYY,-57.9,CWS,-23.7,Maikel Garcia,KC,58.0
672695,1707,0.2648,10,PHI,25.9,42,PIT,20.5,MIL,19.6,CHC,-86.5,56,LAD,-61.8,SF,-34.2,Geraldo Perdomo,AZ,33.0
673237,1086,0.2956,6,HOU,20.5,786,BAL,-0.0,ATH,-44.5,SEA,-106.9,49,LAA,-62.4,TEX,-49.7,Yainer Diaz,HOU,158.0
673357,1893,0.2161,14,CLE,84.0,83,HOU,59.6,ATH,40.5,MIN,-92.9,65,TEX,-83.8,TB,-70.5,Luis Robert Jr.,NYM,168.0
673490,1787,0.2602,13,CHC,84.1,48,COL,52.3,DET,38.3,SF,-77.4,102,MIL,-27.1,PHI,-26.8,,,
673548,1882,0.2763,13,PIT,120.5,87,MIA,85.2,COL,65.1,PHI,-63.1,49,STL,-53.5,WSH,-43.8,Seiya Suzuki,CHC,69.0
673962,943,0.1527,6,ATH,170.5,46,TB,75.7,SEA,2.3,NYY,-132.7,40,LAA,-112.6,TEX,0.1,Josh Jung,TEX,59.0
676391,1004,0.2849,8,NYY,30.8,51,DET,19.4,TOR,10.8,ATH,-73.5,53,CLE,-21.5,BOS,-14.4,Ernie Clement,TOR,74.0
676475,1078,0.3312,6,STL,15.3,765,SF,9.8,CHC,-11.5,CIN,-134.2,53,PIT,-36.1,MIL,-17.3,Alec Burleson,STL,16.0
676694,1074,0.149,5,TEX,42.6,80,LAA,17.5,HOU,-2.6,ATH,-18.0,90,SEA,-17.2,HOU,-2.6,,,
676801,1173,0.2208,8,TOR,36.9,43,TEX,32.9,ATH,17.2,BAL,-120.1,45,SEA,-42.4,KC,-3.6,,,
677551,801,0.3733,5,BOS,54.4,59,BAL,14.0,TB,-3.8,TOR,-16.0,67,NYY,-10.7,TB,-3.8,,,
677594,2253,0.265,15,DET,151.6,51,LAA,105.0,KC,54.0,NYY,-100.0,43,TOR,-82.4,BOS,-34.4,Julio Rodríguez,SEA,120.0
