pitcher_id,pitcher_name,week_start,starts,games,on_ligers
671096,Andrew Abbott,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'CIN', 'opp': 'HOU', 'is_home': True}, {'date': '2026-05-10', 'team': 'HOU', 'opp': 'HOU', 'is_home': True}]",False
678906,Kai-Wei Teng,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'CIN', 'opp': 'CIN', 'is_home': False}, {'date': '2026-05-10', 'team': 'HOU', 'opp': 'CIN', 'is_home': False}]",False
663903,Brady Singer,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'CIN', 'opp': 'WSH', 'is_home': True}, {'date': '2026-05-12', 'team': 'WSH', 'opp': 'WSH', 'is_home': True}]",False
571945,Miles Mikolas,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'CIN', 'opp': 'CIN', 'is_home': False}, {'date': '2026-05-12', 'team': 'WSH', 'opp': 'CIN', 'is_home': False}]",False
666157,Nick Lodolo,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'CIN', 'opp': 'WSH', 'is_home': True}, {'date': '2026-05-13', 'team': 'WSH', 'opp': 'WSH', 'is_home': True}]",False
663623,Jake Irvin,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'CIN', 'opp': 'CIN', 'is_home': False}, {'date': '2026-05-13', 'team': 'WSH', 'opp': 'CIN', 'is_home': False}]",False
695505,Chase Burns,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'CIN', 'opp': 'WSH', 'is_home': True}, {'date': '2026-05-14', 'team': 'WSH', 'opp': 'WSH', 'is_home': True}]",False
656492,Foster Griffin,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'CIN', 'opp': 'CIN', 'is_home': False}, {'date': '2026-05-14', 'team': 'WSH', 'opp': 'CIN', 'is_home': False}]",False
668909,Gavin Williams,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'CLE', 'opp': 'MIN', 'is_home': True}, {'date': '2026-05-10', 'team': 'MIN', 'opp': 'MIN', 'is_home': True}]",False
702193,Andrew Morris,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'CLE', 'opp': 'CLE', 'is_home': False}, {'date': '2026-05-10', 'team': 'MIN', 'opp': 'CLE', 'is_home': False}]",False
650911,Cristopher Sánchez,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'COL', 'opp': 'COL', 'is_home': True}, {'date': '2026-05-10', 'team': 'PHI', 'opp': 'COL', 'is_home': True}]",False
608372,Tomoyuki Sugano,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'COL', 'opp': 'PHI', 'is_home': False}, {'date': '2026-05-10', 'team': 'PHI', 'opp': 'PHI', 'is_home': False}]",False
694973,Paul Skenes,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'COL', 'opp': 'COL', 'is_home': True}, {'date': '2026-05-12', 'team': 'PIT', 'opp': 'COL', 'is_home': True}]",False
547179,Michael Lorenzen,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'COL', 'opp': 'PIT', 'is_home': False}, {'date': '2026-05-12', 'team': 'PIT', 'opp': 'PIT', 'is_home': False}]",False
656605,Mitch Keller,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'COL', 'opp': 'COL', 'is_home': True}, {'date': '2026-05-13', 'team': 'PIT', 'opp': 'COL', 'is_home': True}]",False
500779,Jose Quintana,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'COL', 'opp': 'PIT', 'is_home': False}, {'date': '2026-05-13', 'team': 'PIT', 'opp': 'PIT', 'is_home': False}]",False
669387,Carmen Mlodzinski,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'COL', 'opp': 'COL', 'is_home': True}, {'date': '2026-05-14', 'team': 'PIT', 'opp': 'COL', 'is_home': True}]",False
801403,Chase Dollander,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'COL', 'opp': 'PIT', 'is_home': False}, {'date': '2026-05-14', 'team': 'PIT', 'opp': 'PIT', 'is_home': False}]",False
702070,Noah Cameron,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'DET', 'opp': 'DET', 'is_home': True}, {'date': '2026-05-10', 'team': 'KC', 'opp': 'DET', 'is_home': True}]",False
669724,Brenan Hanifee,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'DET', 'opp': 'KC', 'is_home': False}, {'date': '2026-05-10', 'team': 'KC', 'opp': 'KC', 'is_home': False}]",False
642547,Freddy Peralta,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'DET', 'opp': 'DET', 'is_home': True}, {'date': '2026-05-12', 'team': 'NYM', 'opp': 'DET', 'is_home': True}]",True
656427,Jack Flaherty,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'DET', 'opp': 'NYM', 'is_home': False}, {'date': '2026-05-12', 'team': 'NYM', 'opp': 'NYM', 'is_home': False}]",False
663567,Peter Lambert,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'HOU', 'opp': 'SEA', 'is_home': True}, {'date': '2026-05-11', 'team': 'SEA', 'opp': 'SEA', 'is_home': True}]",False
669923,George Kirby,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'HOU', 'opp': 'HOU', 'is_home': False}, {'date': '2026-05-11', 'team': 'SEA', 'opp': 'HOU', 'is_home': False}]",False
837227,Tatsuya Imai,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'HOU', 'opp': 'SEA', 'is_home': True}, {'date': '2026-05-12', 'team': 'SEA', 'opp': 'SEA', 'is_home': True}]",False
693433,Bryan Woo,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'HOU', 'opp': 'HOU', 'is_home': False}, {'date': '2026-05-12', 'team': 'SEA', 'opp': 'HOU', 'is_home': False}]",False
621121,Lance McCullers Jr.,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'HOU', 'opp': 'SEA', 'is_home': True}, {'date': '2026-05-13', 'team': 'SEA', 'opp': 'SEA', 'is_home': True}]",False
682243,Bryce Miller,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'HOU', 'opp': 'HOU', 'is_home': False}, {'date': '2026-05-13', 'team': 'SEA', 'opp': 'HOU', 'is_home': False}]",False
681347,Mike Burrows,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'HOU', 'opp': 'SEA', 'is_home': True}, {'date': '2026-05-14', 'team': 'SEA', 'opp': 'SEA', 'is_home': True}]",False
622491,Luis Castillo,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'HOU', 'opp': 'HOU', 'is_home': False}, {'date': '2026-05-14', 'team': 'SEA', 'opp': 'HOU', 'is_home': False}]",False
607200,Erick Fedde,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'KC', 'opp': 'KC', 'is_home': True}, {'date': '2026-05-12', 'team': 'CWS', 'opp': 'KC', 'is_home': True}]",False
663568,Stephen Kolek,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'KC', 'opp': 'CWS', 'is_home': False}, {'date': '2026-05-12', 'team': 'CWS', 'opp': 'CWS', 'is_home': False}]",False
702273,Noah Schultz,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'KC', 'opp': 'KC', 'is_home': True}, {'date': '2026-05-13', 'team': 'CWS', 'opp': 'KC', 'is_home': True}]",False
607625,Seth Lugo,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'KC', 'opp': 'CWS', 'is_home': False}, {'date': '2026-05-13', 'team': 'CWS', 'opp': 'CWS', 'is_home': False}]",False
663460,Kris Bubic,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'KC', 'opp': 'CWS', 'is_home': False}, {'date': '2026-05-14', 'team': 'CWS', 'opp': 'CWS', 'is_home': False}]",False
680736,Justin Wrobleski,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'LAD', 'opp': 'ATL', 'is_home': True}, {'date': '2026-05-10', 'team': 'ATL', 'opp': 'ATL', 'is_home': True}]",False
693821,Bryce Elder,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'LAD', 'opp': 'LAD', 'is_home': False}, {'date': '2026-05-10', 'team': 'ATL', 'opp': 'LAD', 'is_home': False}]",False
808963,Roki Sasaki,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'LAD', 'opp': 'SF', 'is_home': True}, {'date': '2026-05-11', 'team': 'SF', 'opp': 'SF', 'is_home': True}]",False
686790,Trevor McDonald,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'LAD', 'opp': 'LAD', 'is_home': False}, {'date': '2026-05-11', 'team': 'SF', 'opp': 'LAD', 'is_home': False}]",False
808967,Yoshinobu Yamamoto,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'LAD', 'opp': 'SF', 'is_home': True}, {'date': '2026-05-12', 'team': 'SF', 'opp': 'SF', 'is_home': True}]",False
605288,Adrian Houser,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'LAD', 'opp': 'LAD', 'is_home': False}, {'date': '2026-05-12', 'team': 'SF', 'opp': 'LAD', 'is_home': False}]",False
660271,Shohei Ohtani,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'LAD', 'opp': 'SF', 'is_home': True}, {'date': '2026-05-13', 'team': 'SF', 'opp': 'SF', 'is_home': True}]",False
592662,Robbie Ray,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'LAD', 'opp': 'LAD', 'is_home': False}, {'date': '2026-05-13', 'team': 'SF', 'opp': 'LAD', 'is_home': False}]",False
686218,Emmet Sheehan,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'LAD', 'opp': 'SF', 'is_home': True}, {'date': '2026-05-14', 'team': 'SF', 'opp': 'SF', 'is_home': True}]",False
694738,Landen Roupp,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'LAD', 'opp': 'LAD', 'is_home': False}, {'date': '2026-05-14', 'team': 'SF', 'opp': 'LAD', 'is_home': False}]",False
645261,Sandy Alcantara,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'WSH', 'opp': 'WSH', 'is_home': True}, {'date': '2026-05-10', 'team': 'MIA', 'opp': 'WSH', 'is_home': True}]",False
676917,Cade Cavalli,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'WSH', 'opp': 'MIA', 'is_home': False}, {'date': '2026-05-10', 'team': 'MIA', 'opp': 'MIA', 'is_home': False}]",False
605488,Jeffrey Springs,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'ATH', 'opp': 'STL', 'is_home': True}, {'date': '2026-05-12', 'team': 'STL', 'opp': 'STL', 'is_home': True}]",False
669467,Andre Pallante,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'ATH', 'opp': 'ATH', 'is_home': False}, {'date': '2026-05-12', 'team': 'STL', 'opp': 'ATH', 'is_home': False}]",False
669372,J.T. Ginn,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'ATH', 'opp': 'STL', 'is_home': True}, {'date': '2026-05-13', 'team': 'STL', 'opp': 'STL', 'is_home': True}]",False
669461,Matthew Liberatore,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'ATH', 'opp': 'ATH', 'is_home': False}, {'date': '2026-05-13', 'team': 'STL', 'opp': 'ATH', 'is_home': False}]",False
682052,Jacob Lopez,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'ATH', 'opp': 'STL', 'is_home': True}, {'date': '2026-05-14', 'team': 'STL', 'opp': 'STL', 'is_home': True}]",False
700241,Michael McGreevy,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'ATH', 'opp': 'ATH', 'is_home': False}, {'date': '2026-05-14', 'team': 'STL', 'opp': 'ATH', 'is_home': False}]",False
641816,Tyler Mahle,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'PIT', 'opp': 'PIT', 'is_home': True}, {'date': '2026-05-10', 'team': 'SF', 'opp': 'PIT', 'is_home': True}]",False
696149,Bubba Chandler,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'PIT', 'opp': 'SF', 'is_home': False}, {'date': '2026-05-10', 'team': 'SF', 'opp': 'SF', 'is_home': False}]",False
621111,Walker Buehler,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'SD', 'opp': 'STL', 'is_home': True}, {'date': '2026-05-10', 'team': 'STL', 'opp': 'STL', 'is_home': True}]",False
681517,Kyle Leahy,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'SD', 'opp': 'SD', 'is_home': False}, {'date': '2026-05-10', 'team': 'STL', 'opp': 'SD', 'is_home': False}]",False
687075,Brandon Sproat,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'SD', 'opp': 'SD', 'is_home': True}, {'date': '2026-05-12', 'team': 'MIL', 'opp': 'SD', 'is_home': True}]",False
663362,Matt Waldron,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'SD', 'opp': 'MIL', 'is_home': False}, {'date': '2026-05-12', 'team': 'MIL', 'opp': 'MIL', 'is_home': False}]",False
694819,Jacob Misiorowski,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'SD', 'opp': 'SD', 'is_home': True}, {'date': '2026-05-13', 'team': 'MIL', 'opp': 'SD', 'is_home': True}]",False
650633,Michael King,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'SD', 'opp': 'MIL', 'is_home': False}, {'date': '2026-05-13', 'team': 'MIL', 'opp': 'MIL', 'is_home': False}]",False
690986,Kyle Harrison,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'SD', 'opp': 'SD', 'is_home': True}, {'date': '2026-05-14', 'team': 'MIL', 'opp': 'SD', 'is_home': True}]",False
656288,Griffin Canning,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'SD', 'opp': 'MIL', 'is_home': False}, {'date': '2026-05-14', 'team': 'MIL', 'opp': 'MIL', 'is_home': False}]",False
676106,Emerson Hancock,2026-05-11,2,"[{'date': '2026-05-15', 'team': 'SD', 'opp': 'SD', 'is_home': True}, {'date': '2026-05-15', 'team': 'SEA', 'opp': 'SD', 'is_home': True}]",False
663436,Davis Martin,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'SEA', 'opp': 'SEA', 'is_home': True}, {'date': '2026-05-10', 'team': 'CWS', 'opp': 'SEA', 'is_home': True}]",False
669302,Logan Gilbert,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'SEA', 'opp': 'CWS', 'is_home': False}, {'date': '2026-05-10', 'team': 'CWS', 'opp': 'CWS', 'is_home': False}]",False
592332,Kevin Gausman,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'TB', 'opp': 'TB', 'is_home': True}, {'date': '2026-05-11', 'team': 'TOR', 'opp': 'TB', 'is_home': True}]",False
656876,Drew Rasmussen,2026-05-11,2,"[{'date': '2026-05-11', 'team': 'TB', 'opp': 'TOR', 'is_home': False}, {'date': '2026-05-11', 'team': 'TOR', 'opp': 'TOR', 'is_home': False}]",False
571578,Patrick Corbin,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'TB', 'opp': 'TB', 'is_home': True}, {'date': '2026-05-12', 'team': 'TOR', 'opp': 'TB', 'is_home': True}]",False
663556,Shane McClanahan,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'TB', 'opp': 'TOR', 'is_home': False}, {'date': '2026-05-12', 'team': 'TOR', 'opp': 'TOR', 'is_home': False}]",False
656302,Dylan Cease,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'TB', 'opp': 'TB', 'is_home': True}, {'date': '2026-05-13', 'team': 'TOR', 'opp': 'TB', 'is_home': True}]",False
643377,Griffin Jax,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'TB', 'opp': 'TOR', 'is_home': False}, {'date': '2026-05-13', 'team': 'TOR', 'opp': 'TOR', 'is_home': False}]",False
676083,Janson Junk,2026-05-11,2,"[{'date': '2026-05-15', 'team': 'TB', 'opp': 'TB', 'is_home': False}, {'date': '2026-05-15', 'team': 'MIA', 'opp': 'TB', 'is_home': False}]",False
641927,Bailey Ober,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'MIN', 'opp': 'MIA', 'is_home': True}, {'date': '2026-05-12', 'team': 'MIA', 'opp': 'MIA', 'is_home': True}]",False
691587,Eury Pérez,2026-05-11,2,"[{'date': '2026-05-12', 'team': 'MIN', 'opp': 'MIN', 'is_home': False}, {'date': '2026-05-12', 'team': 'MIA', 'opp': 'MIN', 'is_home': False}]",False
680573,Simeon Woods Richardson,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'MIN', 'opp': 'MIA', 'is_home': True}, {'date': '2026-05-13', 'team': 'MIA', 'opp': 'MIA', 'is_home': True}]",False
676974,Max Meyer,2026-05-11,2,"[{'date': '2026-05-13', 'team': 'MIN', 'opp': 'MIN', 'is_home': False}, {'date': '2026-05-13', 'team': 'MIA', 'opp': 'MIN', 'is_home': False}]",False
702281,Robby Snelling,2026-05-11,2,"[{'date': '2026-05-14', 'team': 'MIN', 'opp': 'MIN', 'is_home': False}, {'date': '2026-05-14', 'team': 'MIA', 'opp': 'MIN', 'is_home': False}]",False
701656,Logan Henderson,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'NYY', 'opp': 'NYY', 'is_home': True}, {'date': '2026-05-10', 'team': 'MIL', 'opp': 'NYY', 'is_home': True}]",False
607074,Carlos Rodón,2026-05-04,2,"[{'date': '2026-05-10', 'team': 'NYY', 'opp': 'MIL', 'is_home': False}, {'date': '2026-05-10', 'team': 'MIL', 'opp': 'MIL', 'is_home': False}]",False
