batter,name,pa_total,ev_p90_first,ev_p90_last,ev_p90_delta,ev_p90_drift_adj,k_pct_first,k_pct_last,k_pct_delta,k_pct_drift_adj,whiff_per_swing_first,whiff_per_swing_last,whiff_per_swing_delta,whiff_per_swing_drift_adj,ev_mean_first,ev_mean_last,ev_mean_delta,ev_mean_drift_adj,hard_hit_pct_first,hard_hit_pct_last,hard_hit_pct_delta,hard_hit_pct_drift_adj,bb_pct_first,bb_pct_last,bb_pct_delta,bb_pct_drift_adj,barrel_pct_first,barrel_pct_last,barrel_pct_delta,barrel_pct_drift_adj
609280,Miguel Andujar,106,103.07,103.66,0.59,103.383,18.182,17.742,-0.44,17.975,18.519,15.254,-3.264,16.984,84.093,83.143,-0.95,83.666,27.586,27.273,-0.313,27.445,4.545,1.613,-2.933,3.46,0.0,2.273,2.273,0.364
624641,Edmundo Sosa,64,100.32,101.61,1.29,101.004,18.519,16.216,-2.302,17.436,21.311,17.722,-3.59,19.624,81.233,82.282,1.049,81.705,25.0,28.333,3.333,26.5,7.407,0.0,-7.407,4.667,2.5,1.667,-0.833,2.367
676356,Jonny DeLuca,94,105.3,101.62,-3.68,103.35,15.789,23.214,7.425,19.279,18.31,24.762,6.452,21.342,82.008,78.248,-3.76,80.316,23.529,21.333,-2.196,22.541,5.263,5.357,0.094,5.298,0.0,0.0,0.0,0.0
669701,Josh Smith,108,101.3,103.53,2.23,102.482,20.29,15.385,-4.905,17.984,25.758,8.824,-16.934,17.799,79.895,83.45,3.555,81.494,24.176,24.138,-0.038,24.159,10.145,17.949,7.804,13.032,1.099,0.0,-1.099,0.923
700932,Kyle Manzardo,128,101.84,99.71,-2.13,100.711,35.385,25.397,-9.988,30.69,31.387,25.641,-5.746,28.686,84.787,85.388,0.601,85.057,22.472,27.5,5.028,24.735,7.692,11.111,3.419,8.957,2.247,5.0,2.753,2.688
500743,Miguel Rojas,66,100.01,101.74,1.73,100.927,18.75,5.882,-12.868,12.702,25.926,13.793,-12.133,20.223,82.958,80.486,-2.472,81.845,28.947,24.49,-4.458,26.941,9.375,2.941,-6.434,6.994,0.0,2.041,2.041,0.327
691718,Pete Crow-Armstrong,167,104.8,104.32,-0.48,104.546,29.63,20.93,-8.699,25.541,24.242,25.15,0.907,24.669,82.86,85.807,2.948,84.186,27.523,31.818,4.295,29.456,4.938,9.302,4.364,6.553,0.917,0.909,-0.008,0.916
691720,Kyle Karros,138,99.18,98.92,-0.26,99.042,23.438,28.378,4.941,25.76,26.852,24.46,-2.391,25.728,84.018,80.578,-3.439,82.47,24.658,17.526,-7.132,21.448,17.188,13.514,-3.674,15.828,1.37,1.031,-0.339,1.316
595978,Austin Hedges,57,99.87,100.95,1.08,100.442,18.519,23.333,4.815,20.781,23.529,24.528,0.999,23.999,83.032,82.053,-0.98,82.592,29.412,22.222,-7.19,26.176,7.407,10.0,2.593,8.367,0.0,2.778,2.778,0.444
681481,Kerry Carpenter,117,102.6,101.06,-1.54,101.784,37.097,30.909,-6.188,34.189,36.449,28.571,-7.877,32.746,84.981,85.285,0.304,85.118,30.159,30.556,0.397,30.337,11.29,7.273,-4.018,9.804,3.175,2.778,-0.397,3.111
699912,Jose Fernandez,108,102.62,103.95,1.33,103.325,26.415,23.636,-2.779,25.109,25.243,28.261,3.018,26.661,80.346,83.482,3.136,81.757,24.286,35.0,10.714,29.107,0.0,9.091,9.091,3.364,2.857,1.667,-1.19,2.667
691723,Coby Mayo,113,108.54,106.5,-2.04,107.459,29.091,34.483,5.392,31.625,29.474,33.0,3.526,31.131,82.31,86.775,4.466,84.319,26.984,32.787,5.803,29.595,12.727,3.448,-9.279,9.294,0.0,0.0,0.0,0.0
666126,Carlos Cortes,103,101.5,103.16,1.66,102.38,5.128,10.938,5.809,7.859,10.606,21.774,11.168,15.855,80.961,85.781,4.82,83.13,24.074,28.09,4.016,25.881,15.385,3.125,-12.26,10.849,1.852,3.371,1.519,2.095
808975,Hyeseong Kim,88,95.31,95.66,0.35,95.495,29.63,18.033,-11.597,24.179,25.0,22.124,-2.876,23.648,77.688,80.573,2.885,78.987,11.765,12.658,0.894,12.167,18.519,4.918,-13.6,13.486,2.941,1.266,-1.675,2.673
543760,Marcus Semien,156,99.55,96.81,-2.74,98.098,20.513,19.231,-1.282,19.91,23.188,17.808,-5.38,20.66,81.697,78.24,-3.456,80.141,25.532,17.308,-8.224,21.831,6.41,7.692,1.282,6.885,1.064,1.923,0.859,1.201
667472,Dane Myers,62,98.3,99.45,1.15,98.909,18.519,28.571,10.053,23.243,8.333,24.074,15.741,15.731,86.758,82.319,-4.439,84.761,25.806,13.889,-11.918,20.444,7.407,22.857,15.45,13.124,3.226,2.778,-0.448,3.154
672275,Patrick Bailey,89,98.48,102.36,3.88,100.536,14.894,35.714,20.821,24.679,18.605,32.941,14.337,25.343,83.605,85.771,2.166,84.579,25.0,29.167,4.167,26.875,6.383,9.524,3.141,7.545,0.0,0.0,0.0,0.0
593428,Xander Bogaerts,158,103.34,100.45,-2.89,101.808,8.75,24.359,15.609,16.086,14.394,22.794,8.4,18.342,84.675,80.58,-4.095,82.832,29.897,19.792,-10.105,25.35,8.75,11.538,2.788,9.782,2.062,1.042,-1.02,1.899
687637,Dylan Beavers,119,100.29,101.8,1.51,101.09,20.37,26.154,5.783,23.089,18.0,21.667,3.667,19.723,81.458,80.297,-1.162,80.936,22.222,21.591,-0.631,21.938,12.963,10.769,-2.194,12.151,0.0,1.136,1.136,0.182
667670,Brent Rooker,103,104.93,104.4,-0.53,104.649,34.694,31.481,-3.212,33.184,43.59,34.375,-9.215,39.259,83.602,85.496,1.894,84.455,27.5,31.481,3.981,29.292,12.245,9.259,-2.986,11.14,0.0,0.0,0.0,0.0
808982,Jung Hoo Lee,162,99.5,97.6,-1.9,98.493,14.865,11.364,-3.501,13.219,10.744,12.752,2.008,11.688,81.96,82.656,0.696,82.274,25.743,15.702,-10.04,21.225,9.459,3.409,-6.05,7.221,0.0,0.0,0.0,0.0
666139,Josh Lowe,111,96.18,99.4,3.22,97.887,30.645,26.531,-4.115,28.711,26.241,18.692,-7.55,22.693,79.72,83.007,3.287,81.199,11.828,22.535,10.707,16.646,8.065,0.0,-8.065,5.081,2.151,2.817,0.666,2.257
663586,Austin Riley,172,104.7,103.59,-1.11,104.112,20.238,32.955,12.716,26.215,26.19,33.133,6.942,29.453,84.063,85.54,1.477,84.728,28.704,28.261,-0.443,28.504,10.714,5.682,-5.032,8.852,2.778,2.174,-0.604,2.681
670242,Matt Wallner,131,106.1,102.71,-3.39,104.303,41.25,31.373,-9.877,36.608,40.12,39.823,-0.297,39.98,80.795,79.584,-1.211,80.25,26.744,17.241,-9.503,22.468,7.5,7.843,0.343,7.627,0.0,0.0,0.0,0.0
518692,Freddie Freeman,169,104.15,101.96,-2.19,102.989,11.765,14.286,2.521,12.95,15.116,19.375,4.259,17.118,86.237,85.106,-1.131,85.728,32.353,26.087,-6.266,29.533,7.059,9.524,2.465,7.971,2.206,2.609,0.403,2.27
669003,Garrett Mitchell,129,107.01,103.18,-3.83,104.98,39.655,33.803,-5.852,36.905,39.048,30.645,-8.402,35.098,83.806,83.708,-0.098,83.761,31.481,25.316,-6.165,28.707,20.69,12.676,-8.014,17.725,1.852,2.532,0.68,1.961
642086,Dominic Smith,84,100.78,100.06,-0.72,100.398,12.0,14.706,2.706,13.272,17.0,20.635,3.635,18.708,85.206,81.404,-3.802,83.496,24.675,28.889,4.214,26.571,4.0,5.882,1.882,4.696,1.299,0.0,-1.299,1.091
676391,Ernie Clement,168,98.88,98.44,-0.44,98.647,6.494,7.692,1.199,7.057,14.925,12.025,-2.9,13.562,81.41,80.011,-1.399,80.781,20.183,16.418,-3.766,18.489,1.299,4.396,3.097,2.445,0.0,0.746,0.746,0.119
666152,David Hamilton,110,93.8,97.45,3.65,95.735,17.857,22.222,4.365,19.909,19.444,17.241,-2.203,18.409,72.084,75.289,3.205,73.527,10.39,18.182,7.792,13.896,16.071,5.556,-10.516,12.181,1.299,0.0,-1.299,1.091
669224,Austin Wells,112,105.3,101.01,-4.29,103.026,21.429,23.214,1.786,22.268,26.263,24.576,-1.686,25.47,84.358,84.227,-0.13,84.299,34.848,28.571,-6.277,32.024,17.857,14.286,-3.571,16.536,3.03,1.19,-1.84,2.736
668715,Spencer Steer,150,102.64,102.05,-0.59,102.327,29.412,18.293,-11.119,24.186,22.034,20.155,-1.879,21.151,83.721,88.179,4.459,85.727,23.288,34.884,11.596,28.506,4.412,10.976,6.564,6.84,4.11,4.651,0.542,4.196
670764,Taylor Walls,102,96.7,94.98,-1.72,95.788,17.143,28.358,11.215,22.414,16.364,20.968,4.604,18.528,79.836,78.384,-1.452,79.183,15.909,10.112,-5.797,13.301,5.714,13.433,7.719,8.57,0.0,1.124,1.124,0.18
656941,Kyle Schwarber,184,103.58,108.6,5.02,106.241,36.905,28.0,-8.905,32.72,30.769,27.363,-3.406,29.168,86.213,87.698,1.485,86.881,29.114,37.037,7.923,32.679,15.476,13.0,-2.476,14.56,5.063,1.481,-3.582,4.49
671277,Luis García Jr.,122,103.38,104.3,0.92,103.868,13.636,17.857,4.221,15.62,11.667,15.596,3.93,13.514,84.226,85.883,1.656,84.971,31.522,26.744,-4.778,29.372,6.061,0.0,-6.061,3.818,1.087,1.163,0.076,1.099
641584,Jake Fraley,82,97.6,93.11,-4.49,95.22,21.739,33.333,11.594,27.188,19.512,18.919,-0.593,19.233,82.151,76.636,-5.515,79.669,18.033,8.0,-10.033,13.518,8.696,8.333,-0.362,8.562,0.0,4.0,4.0,0.64
666160,Mickey Moniak,129,103.74,104.28,0.54,104.026,26.0,27.848,1.848,26.869,22.727,29.56,6.832,25.939,83.339,84.437,1.098,83.833,23.377,32.99,9.613,27.703,6.0,6.329,0.329,6.122,1.299,3.093,1.794,1.586
670770,TJ Friedl,153,98.1,99.44,1.34,98.81,23.171,21.127,-2.044,22.21,22.481,26.891,4.41,24.553,79.42,82.527,3.107,80.818,16.049,25.882,9.833,20.474,12.195,2.817,-9.378,8.725,0.0,1.176,1.176,0.188
676914,Davis Schneider,71,106.3,99.02,-7.28,102.442,31.579,33.333,1.754,32.404,21.053,30.357,9.305,25.426,89.056,78.852,-10.205,84.464,34.146,24.242,-9.904,29.69,18.421,24.242,5.821,20.575,2.439,0.0,-2.439,2.049
663604,Brandon Lockridge,96,100.5,103.42,2.92,102.048,20.755,32.558,11.803,26.302,22.222,23.611,1.389,22.875,79.253,76.964,-2.289,78.223,16.216,20.455,4.238,18.123,9.434,11.628,2.194,10.246,0.0,0.0,0.0,0.0
672820,Lenyn Sosa,88,99.99,103.96,3.97,102.094,15.556,30.233,14.677,22.454,17.204,24.176,6.972,20.481,80.968,83.291,2.323,82.013,25.0,21.875,-3.125,23.594,0.0,0.0,0.0,0.0,0.0,3.125,3.125,0.5
677942,Blaze Alexander,96,100.65,101.75,1.1,101.233,30.0,30.435,0.435,30.204,33.333,31.915,-1.418,32.667,82.077,85.8,3.723,83.752,25.758,28.333,2.576,26.917,6.0,6.522,0.522,6.193,1.515,1.667,0.152,1.539
669236,Jeremiah Jackson,131,103.3,103.62,0.32,103.47,25.806,18.841,-6.966,22.532,28.571,23.611,-4.96,26.24,84.663,83.951,-0.712,84.343,21.127,23.404,2.277,22.152,0.0,4.348,4.348,1.609,5.634,1.064,-4.57,4.903
571448,Nolan Arenado,140,100.09,101.92,1.83,101.06,23.188,16.901,-6.287,20.234,26.446,20.0,-6.446,23.417,81.631,80.62,-1.011,81.176,19.048,23.158,4.11,20.897,1.449,12.676,11.227,5.603,0.0,4.211,4.211,0.674
693304,Nick Gonzales,150,99.8,99.8,0.0,99.8,20.0,15.294,-4.706,17.788,18.939,20.67,1.731,19.753,81.352,80.966,-0.386,81.178,21.978,22.481,0.503,22.204,6.154,8.235,2.081,6.924,1.099,0.0,-1.099,0.923
671289,Tyler Freeman,93,100.46,100.26,-0.2,100.354,14.286,12.069,-2.217,13.244,9.677,11.458,1.781,10.514,81.416,76.857,-4.559,79.365,22.449,18.987,-3.462,20.891,2.857,3.448,0.591,3.076,0.0,0.0,0.0,0.0
693307,Dillon Dingler,139,104.58,102.22,-2.36,103.329,18.182,19.178,0.996,18.65,21.93,17.308,-4.622,19.757,83.443,81.614,-1.828,82.62,34.667,22.689,-11.978,29.277,6.061,5.479,-0.581,5.846,5.333,0.84,-4.493,4.614
702284,Cole Young,164,97.79,103.92,6.13,101.039,24.39,23.171,-1.22,23.817,24.845,20.0,-4.845,22.568,78.599,83.865,5.266,80.969,17.308,28.319,11.011,22.263,12.195,3.659,-8.537,9.037,3.846,1.77,-2.076,3.514
677950,Alek Thomas,100,102.6,101.09,-1.51,101.8,25.862,19.048,-6.814,22.659,24.771,19.78,-4.99,22.425,82.55,83.629,1.079,83.036,28.788,27.419,-1.369,28.172,3.448,2.381,-1.067,3.053,1.515,1.613,0.098,1.531
677951,Bobby Witt Jr.,183,105.45,104.62,-0.83,105.01,19.54,14.583,-4.957,17.21,21.341,19.653,-1.688,20.548,84.217,85.927,1.71,84.987,28.448,33.6,5.152,30.767,11.494,9.375,-2.119,10.71,2.586,2.4,-0.186,2.556
663616,Trevor Larnach,114,104.54,102.03,-2.51,103.21,15.385,18.667,3.282,16.927,26.316,26.667,0.351,26.481,84.665,81.77,-2.895,83.362,35.135,20.238,-14.897,28.431,23.077,12.0,-11.077,18.978,2.703,0.0,-2.703,2.27
623168,Tyler Heineman,63,97.7,93.23,-4.47,95.331,19.231,24.324,5.094,21.625,14.0,29.167,15.167,21.128,78.723,75.431,-3.292,77.242,12.821,8.333,-4.487,10.801,3.846,0.0,-3.846,2.423,0.0,0.0,0.0,0.0
666176,Jo Adell,176,105.2,105.6,0.4,105.412,18.681,25.882,7.201,22.066,24.479,25.389,0.909,24.907,84.371,81.892,-2.479,83.256,32.061,26.515,-5.546,29.565,2.198,2.353,0.155,2.255,0.763,0.758,-0.006,0.762
571970,Max Muncy,152,106.42,104.38,-2.04,105.339,33.803,16.049,-17.753,25.459,28.261,25.373,-2.888,26.904,85.009,86.012,1.003,85.46,32.584,35.106,2.522,33.719,11.268,14.815,3.547,12.58,4.494,1.064,-3.431,3.945
608324,Alex Bregman,183,100.8,101.58,0.78,101.213,16.854,17.021,0.167,16.933,16.312,20.149,3.837,18.116,84.127,84.528,0.401,84.308,30.631,32.323,1.693,31.392,10.112,13.83,3.717,11.488,0.901,2.02,1.119,1.08
592450,Aaron Judge,180,107.07,108.76,1.69,107.966,24.691,30.303,5.612,27.329,30.625,33.918,3.293,32.173,84.577,88.362,3.785,86.28,28.846,31.373,2.526,29.983,11.111,23.232,12.121,15.596,3.846,2.941,-0.905,3.701
668227,Randy Arozarena,175,101.35,102.92,1.57,102.182,15.73,32.558,16.828,23.639,23.313,26.061,2.748,24.604,82.635,84.153,1.518,83.318,21.818,26.606,4.787,23.972,13.483,5.814,-7.669,10.646,1.818,1.835,0.017,1.821
666181,Will Benson,76,97.9,103.43,5.53,100.831,29.412,30.952,1.541,30.136,30.137,30.303,0.166,30.215,79.982,84.008,4.026,81.794,12.821,26.316,13.495,18.893,11.765,21.429,9.664,15.34,0.0,2.632,2.632,0.421
666182,Bo Bichette,175,100.85,104.35,3.5,102.705,24.444,9.412,-15.033,17.379,20.942,8.904,-12.038,15.284,82.949,85.166,2.218,83.947,23.529,32.031,8.502,27.355,5.556,7.059,1.503,6.112,0.0,0.0,0.0,0.0
691777,Max Muncy,104,106.48,96.4,-10.08,101.138,37.838,30.0,-7.838,34.154,34.459,31.034,-3.425,32.85,87.186,79.577,-7.608,83.762,42.169,16.129,-26.04,30.451,5.405,6.667,1.261,5.872,1.205,0.0,-1.205,1.012
691781,Brady House,149,102.18,105.4,3.22,103.887,28.75,28.986,0.236,28.861,26.994,36.364,9.37,31.398,82.861,84.104,1.243,83.421,25.243,33.333,8.091,28.883,6.25,8.696,2.446,7.155,0.971,2.899,1.928,1.279
683083,Nasim Nuñez,138,96.2,93.84,-2.36,94.949,20.588,17.143,-3.445,18.969,25.18,13.71,-11.47,19.789,78.246,77.464,-0.783,77.894,10.989,10.101,-0.888,10.589,11.765,14.286,2.521,12.697,0.0,0.0,0.0,0.0
686668,Brenton Doyle,107,100.94,101.08,0.14,101.014,35.484,31.111,-4.373,33.429,25.0,29.213,4.213,26.98,79.818,80.429,0.611,80.093,16.438,17.308,0.869,16.83,9.677,8.889,-0.789,9.386,0.0,0.0,0.0,0.0
543309,Kyle Higashioka,66,101.72,104.78,3.06,103.342,27.586,32.432,4.846,29.864,34.091,29.87,-4.221,32.107,86.576,84.027,-2.549,85.429,37.931,29.167,-8.764,33.987,13.793,5.405,-8.388,10.69,6.897,0.0,-6.897,5.793
669257,Will Smith,128,100.3,101.99,1.69,101.196,15.942,18.644,2.702,17.212,12.295,17.757,5.462,14.862,84.047,85.062,1.015,84.504,21.212,21.951,0.739,21.545,11.594,6.78,-4.815,9.813,5.051,0.0,-5.051,4.242
691785,Marcelo Mayer,117,99.38,103.6,4.22,101.617,22.034,15.517,-6.517,18.971,27.551,23.423,-4.128,25.611,84.142,81.497,-2.645,82.952,30.645,29.333,-1.312,30.055,10.169,5.172,-4.997,8.321,1.613,1.333,-0.28,1.568
545361,Mike Trout,186,106.53,103.3,-3.23,104.818,20.213,31.522,11.309,25.528,16.892,23.239,6.348,19.875,84.527,81.445,-3.082,83.14,26.364,26.316,-0.048,26.342,21.277,19.565,-1.711,20.643,2.727,2.105,-0.622,2.628
678489,Jorge Barrosa,88,97.58,96.18,-1.4,96.838,33.962,22.857,-11.105,28.743,21.212,25.806,4.594,23.371,76.778,79.73,2.952,78.106,14.706,16.279,1.573,15.414,3.774,14.286,10.512,7.663,1.471,4.651,3.181,1.979
608348,Carson Kelly,114,103.3,100.56,-2.74,101.848,13.559,20.0,6.441,16.586,16.842,25.253,8.41,20.795,84.453,81.794,-2.66,83.257,32.877,22.222,-10.654,28.082,16.949,7.273,-9.676,13.369,4.11,0.0,-4.11,3.452
650333,Luis Arraez,160,94.75,95.56,0.81,95.179,5.263,3.571,-1.692,4.468,6.338,8.589,2.251,7.396,81.152,81.647,0.495,81.374,9.524,12.587,3.064,10.902,5.263,3.571,-1.692,4.637,0.0,0.0,0.0,0.0
663647,Ke'Bryan Hayes,108,103.04,102.97,-0.07,103.003,7.843,26.316,18.473,16.525,20.896,17.241,-3.654,19.178,88.826,82.545,-6.28,85.999,34.043,29.032,-5.01,31.788,7.843,5.263,-2.58,6.889,0.0,1.613,1.613,0.258
646240,Rafael Devers,164,102.3,101.32,-0.98,101.781,32.5,27.381,-5.119,30.094,25.714,29.213,3.499,27.359,82.884,84.409,1.525,83.571,26.214,25.455,-0.759,25.872,6.25,8.333,2.083,7.021,1.942,1.818,-0.124,1.922
542303,Marcell Ozuna,145,100.58,101.98,1.4,101.322,21.538,28.75,7.212,24.928,25.21,26.277,1.067,25.712,83.04,83.217,0.177,83.12,24.675,22.472,-2.203,23.684,9.231,10.0,0.769,9.515,1.299,3.371,2.072,1.63
701538,Jackson Merrill,167,101.82,100.04,-1.78,100.877,17.857,30.12,12.263,23.621,24.339,24.064,-0.274,24.21,84.058,81.058,-3.0,82.708,27.907,19.355,-8.552,24.059,7.143,10.843,3.701,8.512,1.55,0.806,-0.744,1.431
656484,Tristan Gray,68,103.9,104.13,0.23,104.022,30.303,34.286,3.983,32.175,31.081,32.941,1.86,31.955,80.512,81.104,0.593,80.778,23.256,27.083,3.828,24.978,6.061,2.857,-3.203,4.875,0.0,2.083,2.083,0.333
663656,Kyle Tucker,173,101.5,101.79,0.29,101.654,22.353,17.045,-5.307,19.858,22.674,20.513,-2.162,21.658,81.712,83.411,1.699,82.477,23.14,29.825,6.684,26.148,14.118,12.5,-1.618,13.519,0.0,1.754,1.754,0.281
694377,Nick Yorke,83,103.79,102.95,-0.84,103.345,17.544,23.077,5.533,20.144,13.265,21.154,7.889,16.973,81.763,83.233,1.471,82.425,25.641,25.0,-0.641,25.353,12.281,0.0,-12.281,7.737,1.282,0.0,-1.282,1.077
679529,Spencer Torkelson,157,101.24,105.02,3.78,103.243,26.027,36.905,10.877,31.14,27.5,24.691,-2.809,26.18,83.311,84.507,1.196,83.849,28.916,28.571,-0.344,28.761,17.808,11.905,-5.903,15.624,2.41,3.81,1.4,2.634
650859,Luis Rengifo,124,100.62,99.95,-0.67,100.265,15.789,7.463,-8.327,11.876,21.101,12.15,-8.951,16.894,79.896,84.73,4.834,82.072,21.25,23.256,2.006,22.153,5.263,11.94,6.677,7.734,0.0,3.488,3.488,0.558
802415,Chandler Simpson,168,93.74,94.84,1.1,94.323,6.329,12.36,6.03,9.163,5.645,8.571,2.926,7.021,75.434,76.762,1.328,76.031,8.257,10.569,2.312,9.297,3.797,4.494,0.697,4.055,0.0,0.0,0.0,0.0
694384,Nolan Schanuel,166,99.5,98.25,-1.25,98.838,14.286,17.073,2.787,15.596,16.406,15.254,-1.152,15.865,83.006,79.261,-3.745,81.321,21.649,17.361,-4.288,19.72,9.524,3.659,-5.865,7.354,1.031,0.0,-1.031,0.866
608369,Corey Seager,174,104.52,103.87,-0.65,104.176,24.096,29.67,5.574,26.716,31.507,32.62,1.113,32.03,84.184,85.916,1.732,84.963,26.437,26.786,0.349,26.594,14.458,10.989,-3.469,13.174,5.747,0.0,-5.747,4.828
681082,Bryson Stott,132,101.74,100.36,-1.38,101.009,16.949,19.178,2.229,17.997,18.75,12.295,-6.455,15.716,85.775,82.13,-3.645,84.135,34.247,23.656,-10.591,29.481,6.78,4.11,-2.67,5.792,2.74,0.0,-2.74,2.301
662139,Daulton Varsho,150,98.72,102.55,3.83,100.75,15.278,20.513,5.235,17.738,16.176,17.834,1.658,16.956,77.977,79.321,1.344,78.581,19.417,25.0,5.583,21.93,9.722,6.41,-3.312,8.497,0.971,0.862,-0.109,0.953
676475,Alec Burleson,173,103.4,104.36,0.96,103.909,10.588,20.455,9.866,15.225,18.667,18.954,0.288,18.802,85.292,84.321,-0.97,84.855,29.73,25.893,-3.837,28.003,14.118,6.818,-7.299,11.417,0.901,1.786,0.885,1.042
680574,Matt McLain,166,98.27,99.1,0.83,98.71,24.138,22.785,-1.353,23.502,21.429,23.256,1.827,22.287,81.847,81.448,-0.399,81.668,16.327,19.78,3.454,17.881,16.092,8.861,-7.231,13.416,2.041,3.297,1.256,2.242
573262,Mike Yastrzemski,125,100.3,100.75,0.45,100.538,25.352,24.074,-1.278,24.751,22.314,22.115,-0.199,22.221,81.642,83.649,2.006,82.545,22.353,18.421,-3.932,20.584,11.268,0.0,-11.268,7.099,0.0,0.0,0.0,0.0
682626,Francisco Alvarez,126,105.74,105.87,0.13,105.809,17.46,26.984,9.524,21.937,25.0,26.613,1.613,25.758,84.082,85.822,1.74,84.865,31.343,28.205,-3.138,29.931,12.698,4.762,-7.937,9.762,4.478,1.282,-3.196,3.966
668804,Bryan Reynolds,178,105.8,102.5,-3.3,104.051,26.437,24.176,-2.261,25.374,26.49,30.464,3.974,28.358,86.535,84.542,-1.993,85.638,29.67,26.042,-3.629,28.037,14.943,21.978,7.035,17.546,1.099,2.083,0.984,1.256
543877,Christian Vázquez,77,96.69,99.39,2.7,98.121,21.212,15.909,-5.303,18.72,17.742,17.722,-0.02,17.732,80.0,83.815,3.815,81.717,12.5,20.0,7.5,15.875,6.061,9.091,3.03,7.182,0.0,1.667,1.667,0.267
592518,Manny Machado,161,100.1,104.98,4.88,102.686,20.0,24.691,4.691,22.205,25.0,21.512,-3.488,23.36,81.213,84.721,3.509,82.792,18.085,29.508,11.423,23.225,20.0,6.173,-13.827,14.884,2.128,0.82,-1.308,1.918
647304,Josh Naylor,168,100.48,102.56,2.08,101.582,17.241,14.815,-2.427,16.101,20.126,19.424,-0.701,19.796,82.547,83.297,0.75,82.884,27.434,31.068,3.634,29.069,9.195,6.173,-3.023,8.077,3.54,2.913,-0.627,3.439
686217,Sal Frelick,139,99.42,101.54,2.12,100.544,16.438,3.03,-13.408,10.137,13.223,7.921,-5.302,10.731,80.201,81.248,1.047,80.672,15.464,20.69,5.226,17.815,12.329,10.606,-1.723,11.691,0.0,3.448,3.448,0.552
683146,Brett Baty,126,101.7,102.4,0.7,102.071,33.333,19.048,-14.286,26.619,26.154,25.0,-1.154,25.612,82.445,83.406,0.961,82.877,21.176,22.059,0.882,21.574,0.0,17.46,17.46,6.46,2.353,1.471,-0.882,2.212
665742,Juan Soto,107,105.6,104.65,-0.95,105.097,17.647,13.699,-3.948,15.791,23.438,16.822,-6.615,20.328,82.04,89.521,7.482,85.406,18.605,38.095,19.491,27.375,8.824,16.438,7.615,11.641,2.326,5.952,3.627,2.906
643217,Andrew Benintendi,125,100.51,100.7,0.19,100.611,37.288,28.788,-8.5,33.293,36.8,27.132,-9.668,32.256,80.204,81.801,1.597,80.923,29.167,31.395,2.229,30.17,8.475,3.03,-5.444,6.46,1.389,1.163,-0.226,1.353
663698,Joey Bart,62,97.5,104.64,7.14,101.284,41.935,25.806,-16.129,34.355,31.667,16.981,-14.686,24.764,76.367,84.113,7.746,79.852,13.889,30.769,16.88,21.485,6.452,0.0,-6.452,4.065,2.778,0.0,-2.778,2.333
596115,Trevor Story,165,100.1,100.3,0.2,100.206,30.588,36.25,5.662,33.249,26.036,28.409,2.374,27.151,82.199,81.749,-0.45,81.996,25.225,18.349,-6.877,22.131,2.353,6.25,3.897,3.795,0.0,0.917,0.917,0.147
657041,Lane Thomas,90,96.54,101.12,4.58,98.967,19.048,18.75,-0.298,18.908,21.918,17.442,-4.476,19.814,81.044,79.288,-1.756,80.254,18.0,21.667,3.667,19.65,16.667,18.75,2.083,17.438,0.0,1.667,1.667,0.267
642708,Amed Rosario,76,104.98,103.35,-1.63,104.116,17.5,22.222,4.722,19.719,26.506,19.697,-6.809,23.306,83.658,83.346,-0.312,83.518,21.818,25.0,3.182,23.25,5.0,11.111,6.111,7.261,1.818,0.0,-1.818,1.527
665750,Leody Taveras,114,98.21,102.56,4.35,100.516,20.455,21.429,0.974,20.912,20.779,23.932,3.152,22.261,78.344,80.123,1.778,79.145,22.222,19.277,-2.945,20.897,18.182,11.429,-6.753,15.683,0.0,2.41,2.41,0.386
664728,Kyle Isbel,110,103.42,99.4,-4.02,101.289,20.37,25.0,4.63,22.546,17.073,14.423,-2.65,15.828,80.505,78.997,-1.507,79.826,26.154,15.789,-10.364,21.49,7.407,3.571,-3.836,5.988,1.538,1.316,-0.223,1.503
681624,Andy Pages,164,103.38,103.91,0.53,103.661,24.0,16.854,-7.146,20.641,22.152,22.917,0.765,22.511,83.692,83.273,-0.419,83.503,29.907,27.143,-2.764,28.663,6.667,5.618,-1.049,6.279,2.804,0.714,-2.089,2.469
678554,Curtis Mead,99,103.06,100.88,-2.18,101.905,12.195,17.241,5.046,14.567,11.842,20.792,8.95,16.049,81.369,82.576,1.207,81.912,24.615,30.667,6.051,27.338,9.756,15.517,5.761,11.888,1.538,2.667,1.128,1.719
642715,Willy Adames,166,100.56,101.56,1.0,101.09,25.0,33.721,8.721,29.099,19.048,29.268,10.221,23.851,82.043,82.905,0.861,82.431,21.239,23.81,2.571,22.396,6.25,1.163,-5.087,4.368,2.655,2.857,0.202,2.687
645277,Ozzie Albies,177,99.35,100.4,1.05,99.906,15.294,9.783,-5.512,12.704,21.818,22.414,0.596,22.098,81.999,82.235,0.236,82.105,22.881,19.2,-3.681,21.225,5.882,8.696,2.813,6.923,2.542,2.4,-0.142,2.52
687263,Zach Neto,194,102.43,100.5,-1.93,101.407,28.0,34.043,6.043,30.84,28.272,28.713,0.441,28.479,81.872,82.506,0.634,82.157,22.951,21.374,-1.577,22.241,14.0,10.638,-3.362,12.756,1.639,0.763,-0.876,1.499
