batter,name,pa_total,ev_p90_first,ev_p90_last,ev_p90_delta,ev_p90_drift_adj,k_pct_first,k_pct_last,k_pct_delta,k_pct_drift_adj,whiff_per_swing_first,whiff_per_swing_last,whiff_per_swing_delta,whiff_per_swing_drift_adj,ev_mean_first,ev_mean_last,ev_mean_delta,ev_mean_drift_adj,hard_hit_pct_first,hard_hit_pct_last,hard_hit_pct_delta,hard_hit_pct_drift_adj,bb_pct_first,bb_pct_last,bb_pct_delta,bb_pct_drift_adj,barrel_pct_first,barrel_pct_last,barrel_pct_delta,barrel_pct_drift_adj
595879,Javier Báez,82,100.5,98.56,-1.94,99.472,20.37,17.857,-2.513,19.189,24.561,26.415,1.854,25.433,77.454,82.122,4.668,79.555,18.519,18.75,0.231,18.623,3.704,0.0,-3.704,2.333,0.0,0.0,0.0,0.0
677800,Wilyer Abreu,167,103.66,100.1,-3.56,101.773,22.667,16.304,-6.362,19.676,19.697,17.442,-2.255,18.637,83.545,81.932,-1.614,82.819,28.866,23.016,-5.85,26.233,6.667,16.304,9.638,10.233,2.062,1.587,-0.475,1.986
656811,Ryan O'Hearn,164,101.55,102.6,1.05,102.106,16.25,21.429,5.179,18.684,16.892,25.18,8.288,20.787,84.005,85.447,1.442,84.654,26.316,27.551,1.235,26.872,12.5,9.524,-2.976,11.399,2.632,1.02,-1.611,2.374
701358,Cam Smith,162,105.06,102.85,-2.21,103.889,22.619,33.333,10.714,27.655,27.647,29.932,2.285,28.721,84.539,80.111,-4.428,82.547,31.776,22.727,-9.048,27.704,10.714,11.538,0.824,11.019,2.804,1.136,-1.667,2.537
682928,CJ Abrams,169,103.6,102.46,-1.14,102.996,13.58,23.864,10.283,18.413,26.087,27.222,1.135,26.621,84.678,82.033,-2.645,83.488,33.333,22.5,-10.833,28.458,11.111,10.227,-0.884,10.784,2.151,4.167,2.016,2.473
656305,Matt Chapman,167,105.14,99.02,-6.12,101.896,20.0,27.586,7.586,23.566,18.321,28.571,10.251,23.138,83.481,80.251,-3.23,82.027,25.843,16.667,-9.176,21.713,5.0,12.644,7.644,7.828,0.0,1.961,1.961,0.314
805808,Kevin McGonigle,172,102.65,100.44,-2.21,101.479,12.941,11.494,-1.447,12.261,11.511,12.27,0.759,11.868,82.556,83.111,0.555,82.806,24.138,23.134,-1.004,23.686,15.294,11.494,-3.8,13.888,0.862,2.239,1.377,1.082
681393,Connor Norby,137,97.39,98.7,1.31,98.084,24.286,38.806,14.52,31.11,29.268,32.331,3.063,30.708,82.701,81.224,-1.477,82.037,20.732,20.513,-0.219,20.633,8.571,13.433,4.861,10.37,1.22,1.282,0.063,1.23
805300,Jakob Marsee,177,99.82,102.01,2.19,100.981,23.077,29.07,5.993,25.894,12.245,22.901,10.656,17.253,78.619,82.144,3.525,80.206,20.8,28.889,8.089,24.44,13.187,12.791,-0.396,13.04,0.0,0.0,0.0,0.0
621493,Taylor Ward,187,101.26,100.63,-0.63,100.926,19.149,16.129,-3.02,17.73,18.605,9.402,-9.203,14.279,83.885,81.109,-2.776,82.636,22.34,21.429,-0.912,21.93,13.83,30.108,16.278,19.853,1.064,0.0,-1.064,0.894
695734,Daylen Lile,176,101.27,100.2,-1.07,100.703,15.385,21.176,5.792,18.107,20.126,24.26,4.135,22.069,83.586,79.656,-3.93,81.817,28.07,18.103,-9.967,23.585,5.495,12.941,7.447,8.25,0.877,1.724,0.847,1.013
672695,Geraldo Perdomo,154,99.04,98.37,-0.67,98.685,9.877,16.438,6.562,12.961,9.924,10.811,0.887,10.341,80.405,79.292,-1.113,79.904,17.273,20.0,2.727,18.5,13.58,16.438,2.858,14.638,0.0,2.222,2.222,0.356
700337,Edgar Quero,98,98.52,98.5,-0.02,98.509,23.214,23.81,0.595,23.494,23.214,23.611,0.397,23.401,83.385,80.441,-2.944,82.06,17.333,19.608,2.275,18.357,10.714,7.143,-3.571,9.393,0.0,0.0,0.0,0.0
575929,Willson Contreras,166,105.08,107.8,2.72,106.522,26.316,30.0,3.684,28.047,37.5,30.0,-7.5,33.975,84.759,82.107,-2.652,83.566,28.767,27.027,-1.74,27.984,14.474,10.0,-4.474,12.818,1.37,1.802,0.432,1.439
663993,Nathaniel Lowe,90,105.28,100.53,-4.75,102.763,19.231,25.0,5.769,21.942,20.0,18.852,-1.148,19.461,83.915,81.289,-2.626,82.733,32.353,21.25,-11.103,27.357,15.385,7.812,-7.572,12.583,0.0,3.75,3.75,0.6
665019,Kody Clemens,108,101.72,103.0,1.28,102.398,35.897,23.188,-12.709,29.924,29.73,22.901,-6.829,26.52,82.733,81.817,-0.916,82.321,17.778,22.581,4.803,19.939,12.821,8.696,-4.125,11.294,6.667,1.075,-5.591,5.772
810938,Ben Williamson,120,100.06,102.25,2.19,101.221,21.311,15.254,-6.057,18.465,16.495,14.286,-2.209,15.457,80.544,83.636,3.092,81.935,19.231,30.233,11.002,24.182,9.836,11.864,2.028,10.587,0.0,0.0,0.0,0.0
686527,Dominic Canzone,92,103.78,107.45,3.67,105.725,18.367,30.233,11.865,23.944,25.287,34.177,8.89,29.466,86.687,84.216,-2.471,85.575,32.727,32.0,-0.727,32.4,8.163,9.302,1.139,8.585,3.636,2.0,-1.636,3.375
694208,Moisés Ballesteros,110,104.46,101.88,-2.58,103.093,20.455,16.667,-3.788,18.674,24.324,26.277,1.953,25.242,86.698,82.789,-3.909,84.939,40.426,22.727,-17.698,32.461,6.818,10.606,3.788,8.22,4.255,3.409,-0.846,4.12
694212,Samuel Basallo,126,107.95,108.35,0.4,108.162,26.23,24.615,-1.614,25.471,32.432,29.167,-3.266,30.898,86.583,87.238,0.654,86.878,30.303,36.111,5.808,32.917,11.475,6.154,-5.322,9.506,3.03,2.778,-0.253,2.99
681807,David Fry,67,100.2,99.39,-0.81,99.771,35.484,19.444,-16.039,27.945,34.545,19.444,-15.101,27.448,81.5,80.231,-1.269,80.929,31.034,18.519,-12.516,25.402,16.129,19.444,3.315,17.356,0.0,1.852,1.852,0.296
669127,Shea Langeliers,165,104.47,106.78,2.31,105.694,27.711,14.634,-13.077,21.565,25.455,21.569,-3.886,23.628,83.632,86.577,2.945,84.957,24.545,32.407,7.862,28.083,9.639,7.317,-2.321,8.78,1.818,1.852,0.034,1.824
694728,Brice Matthews,98,96.54,104.36,7.82,100.685,51.613,28.358,-23.255,40.683,42.029,36.441,-5.588,39.402,78.86,81.888,3.028,80.223,16.667,25.373,8.706,20.585,9.677,7.463,-2.215,8.858,3.333,1.493,-1.841,3.039
624585,Jorge Soler,161,103.64,105.45,1.81,104.599,33.333,28.916,-4.418,31.257,33.987,35.333,1.346,34.62,83.481,81.776,-1.705,82.713,26.506,29.07,2.564,27.66,12.821,9.639,-3.182,11.643,2.41,2.326,-0.084,2.396
669134,Luis Campusano,58,101.84,102.6,0.76,102.243,21.212,32.0,10.788,26.282,25.424,31.373,5.949,28.22,80.94,85.758,4.818,83.108,27.5,34.615,7.115,30.702,9.091,8.0,-1.091,8.687,0.0,0.0,0.0,0.0
641487,J.P. Crawford,145,102.61,100.58,-2.03,101.534,21.569,12.766,-8.803,17.431,15.625,12.987,-2.638,14.385,81.97,80.927,-1.043,81.5,22.0,20.161,-1.839,21.173,21.569,15.957,-5.611,19.492,0.0,2.419,2.419,0.387
605137,Josh Bell,158,100.83,100.14,-0.69,100.464,21.519,22.785,1.266,22.114,25.0,23.429,-1.571,24.261,83.658,82.413,-1.245,83.098,29.592,20.168,-9.424,25.351,12.658,5.063,-7.595,9.848,2.041,0.84,-1.2,1.849
672724,Oswald Peraza,117,102.11,103.68,1.57,102.942,20.312,26.415,6.103,23.181,25.185,29.167,3.981,27.056,80.051,80.61,0.559,80.303,21.111,23.333,2.222,22.111,9.375,3.774,-5.601,7.302,0.0,1.667,1.667,0.267
673237,Yainer Diaz,106,99.28,102.51,3.23,100.992,15.873,13.953,-1.92,14.971,24.37,17.949,-6.421,21.352,81.868,83.352,1.483,82.536,17.722,20.0,2.278,18.747,4.762,0.0,-4.762,3.0,0.0,1.667,1.667,0.267
701398,Sal Stewart,177,104.08,101.9,-2.18,102.925,19.048,19.355,0.307,19.192,21.951,22.222,0.271,22.079,84.318,84.869,0.551,84.566,25.714,25.862,0.148,25.781,15.476,7.527,-7.949,12.535,3.81,1.724,-2.085,3.476
664023,Ian Happ,177,103.3,104.91,1.61,104.153,33.75,27.835,-5.915,30.97,32.857,30.625,-2.232,31.808,83.035,82.61,-0.425,82.844,26.744,25.0,-1.744,25.959,11.25,20.619,9.369,14.716,2.326,4.0,1.674,2.593
686555,Isaac Collins,128,103.7,105.0,1.3,104.389,30.612,27.848,-2.764,29.313,25.316,23.214,-2.102,24.328,83.11,82.028,-1.082,82.623,23.529,28.947,5.418,25.967,12.245,13.924,1.679,12.866,1.961,0.0,-1.961,1.647
621020,Dansby Swanson,160,101.34,101.58,0.24,101.467,24.051,16.049,-8.001,20.29,28.676,25.161,-3.515,27.024,82.135,87.439,5.304,84.522,27.273,28.571,1.299,27.857,18.987,8.642,-10.345,15.16,2.273,0.952,-1.32,2.061
521692,Salvador Perez,163,104.46,100.84,-3.62,102.541,20.988,24.39,3.403,22.587,25.14,27.072,1.932,26.048,81.906,80.96,-0.946,81.48,24.8,23.529,-1.271,24.228,4.938,2.439,-2.499,4.014,2.4,0.0,-2.4,2.016
696285,Jacob Young,144,100.62,98.3,-2.32,99.39,17.544,19.54,1.996,18.482,20.408,17.518,-2.89,19.05,84.016,82.867,-1.149,83.499,28.767,15.385,-13.383,22.745,3.509,4.598,1.089,3.912,0.0,0.962,0.962,0.154
664034,Ty France,68,105.0,105.02,0.02,105.011,11.111,14.634,3.523,12.767,19.149,21.429,2.28,20.22,83.448,86.956,3.508,85.027,35.484,38.182,2.698,36.698,3.704,2.439,-1.265,3.236,3.226,1.818,-1.408,3.001
678882,Ceddanne Rafaela,143,98.6,99.4,0.8,99.024,18.033,25.61,7.577,21.594,26.263,20.886,-5.377,23.736,83.375,81.449,-1.926,82.508,23.438,20.87,-2.568,22.282,6.557,4.878,-1.679,5.936,3.125,4.348,1.223,3.321
664040,Brandon Lowe,158,101.87,103.31,1.44,102.633,20.732,22.368,1.637,21.501,32.716,33.544,0.828,33.105,81.679,83.094,1.415,82.316,29.348,24.49,-4.858,27.162,13.415,13.158,-0.257,13.32,3.261,2.041,-1.22,3.066
607208,Trea Turner,180,102.7,102.94,0.24,102.827,20.482,20.619,0.137,20.546,24.224,25.143,0.919,24.656,84.097,85.356,1.258,84.663,27.523,33.333,5.81,30.138,7.229,6.186,-1.043,6.843,1.835,1.709,-0.125,1.815
457705,Andrew McCutchen,62,98.92,96.12,-2.8,97.436,43.75,16.667,-27.083,31.021,44.304,17.647,-26.657,31.775,82.897,82.953,0.055,82.922,17.5,12.5,-5.0,15.25,6.25,13.333,7.083,8.871,2.5,0.0,-2.5,2.1
682985,Riley Greene,170,103.84,104.19,0.35,104.025,23.457,31.461,8.004,27.219,26.974,26.115,-0.859,26.57,82.812,82.569,-0.244,82.703,29.592,28.431,-1.16,29.07,12.346,16.854,4.508,14.014,2.041,3.922,1.881,2.342
687597,Jordan Beck,83,100.33,96.92,-3.41,98.523,21.951,28.571,6.62,25.063,32.5,25.532,-6.968,29.225,80.544,77.366,-3.178,79.114,17.308,13.559,-3.748,15.621,7.317,4.762,-2.555,6.372,0.0,3.39,3.39,0.542
606192,Teoscar Hernández,146,102.92,102.68,-0.24,102.793,32.353,25.641,-6.712,29.198,29.851,26.613,-3.238,28.329,84.356,86.1,1.744,85.141,23.171,28.916,5.745,25.756,5.882,14.103,8.22,8.924,3.659,2.41,-1.249,3.459
605170,Victor Caratini,114,100.24,98.25,-1.99,99.185,12.676,32.558,19.882,22.021,14.423,23.171,8.748,18.534,82.635,83.979,1.345,83.24,26.923,20.69,-6.233,24.118,9.859,4.651,-5.208,7.932,2.564,1.724,-0.84,2.43
621043,Carlos Correa,141,104.7,102.28,-2.42,103.417,15.385,22.222,6.838,18.598,20.261,22.018,1.757,21.087,81.567,80.374,-1.193,81.03,22.523,22.5,-0.023,22.512,10.256,15.873,5.617,12.335,1.802,0.0,-1.802,1.514
671218,Heliot Ramos,157,104.1,105.8,1.7,105.001,31.884,23.864,-8.02,28.114,24.503,24.623,0.12,24.56,81.597,84.834,3.237,83.053,22.772,27.481,4.709,24.891,5.797,5.682,-0.115,5.754,0.99,1.527,0.537,1.076
663538,Nico Hoerner,185,98.81,99.36,0.55,99.102,10.227,6.186,-4.042,8.328,8.392,11.278,2.887,9.748,81.716,82.504,0.789,82.071,16.667,21.239,4.572,18.724,10.227,7.216,-3.011,9.113,1.667,0.885,-0.782,1.542
682998,Corbin Carroll,158,101.95,102.26,0.31,102.114,26.316,23.171,-3.145,24.838,30.075,29.73,-0.345,29.913,85.394,84.261,-1.133,84.884,26.829,26.882,0.052,26.853,13.158,12.195,-0.963,12.802,0.0,2.151,2.151,0.344
805367,Chase Meidroth,164,100.76,97.2,-3.56,98.873,20.513,29.07,8.557,24.535,15.929,18.0,2.071,16.902,84.713,79.28,-5.432,82.268,31.034,16.216,-14.818,24.366,11.538,8.14,-3.399,10.281,2.299,0.901,-1.398,2.075
602104,Ramón Urías,68,101.84,95.71,-6.13,98.591,21.053,13.333,-7.719,17.425,19.355,25.0,5.645,22.008,83.051,82.834,-0.217,82.953,29.787,13.158,-16.629,22.304,10.526,6.667,-3.86,9.098,2.128,0.0,-2.128,1.787
671732,Lawrence Butler,133,106.1,103.26,-2.84,104.595,26.471,27.692,1.222,27.045,26.087,24.627,-1.46,25.401,83.561,83.564,0.004,83.562,32.895,23.81,-9.085,28.806,7.353,16.923,9.57,10.894,2.632,1.19,-1.441,2.401
683002,Gunnar Henderson,190,102.26,101.52,-0.74,101.868,28.421,31.579,3.158,29.905,26.042,22.46,-3.582,24.358,82.709,80.618,-2.09,81.768,28.0,21.538,-6.462,25.092,8.421,5.263,-3.158,7.253,1.6,0.0,-1.6,1.344
671739,Michael Harris II,135,107.56,107.96,0.4,107.772,21.739,15.152,-6.588,18.643,19.858,25.0,5.142,22.275,87.903,87.159,-0.745,87.568,34.831,43.478,8.647,38.723,4.348,4.545,0.198,4.421,2.247,1.087,-1.16,2.062
621566,Matt Olson,183,106.9,105.61,-1.29,106.216,26.966,21.277,-5.69,24.292,19.88,21.762,1.882,20.764,85.187,86.078,0.89,85.588,31.092,33.333,2.241,32.101,13.483,10.638,-2.845,12.431,5.882,2.174,-3.708,5.289
808959,Munetaka Murakami,173,108.06,107.05,-1.01,107.525,33.735,35.556,1.821,34.591,39.394,40.805,1.411,40.057,86.799,90.223,3.424,88.339,38.806,44.318,5.512,41.286,20.482,14.444,-6.037,18.248,1.493,4.545,3.053,1.981
