pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,sample_warning
674370,Osvaldo Bido,1055,4.908,1.458,-0.059,0.476,0.328,0.484,0.331,0.672,30.7,P,False
676440,Tanner Bibee,3186,4.908,1.446,-0.059,0.511,0.3,0.509,0.336,0.7,30.5,P,False
663474,Triston Mckenzie,1387,4.908,1.499,-0.059,0.416,0.339,0.462,0.335,0.661,30.4,P,False
542881,Tyler Anderson,2913,4.908,1.305,-0.059,0.479,0.341,0.47,0.329,0.659,30.2,P,False
700270,Yilber Díaz,469,4.905,1.433,-0.059,0.453,0.319,0.506,0.34,0.681,30.1,P,False
663765,Jake Woodford,617,4.902,1.578,-0.059,0.418,0.311,0.499,0.32,0.689,30.0,P,False
622075,Yency Almonte,276,4.901,1.572,-0.059,0.471,0.341,0.434,0.304,0.659,29.8,P,False
666129,Braxton Garrett,588,4.899,1.692,-0.059,0.467,0.317,0.493,0.335,0.683,29.7,P,False
669912,Kirby Snead,196,4.899,1.479,-0.059,0.442,0.293,0.456,0.311,0.707,29.6,P,True
690986,Kyle Harrison,2078,4.899,1.467,-0.059,0.461,0.28,0.496,0.347,0.72,29.4,P,False
624647,Victor González,414,4.898,1.53,-0.059,0.429,0.352,0.451,0.31,0.648,29.3,P,False
642239,Rob Zastryzny,119,4.897,1.41,-0.059,0.519,0.353,0.495,0.332,0.647,29.1,P,True
657265,Peter Strzelecki,192,4.897,1.476,-0.059,0.455,0.308,0.454,0.327,0.692,29.0,P,True
608717,Chris Stratton,994,4.897,1.553,-0.059,0.451,0.345,0.469,0.332,0.655,28.9,P,False
682610,Roddery Muñoz,1485,4.896,1.567,-0.059,0.435,0.342,0.465,0.325,0.658,28.7,P,False
608334,Carson Fulmer,1472,4.896,1.508,-0.059,0.463,0.357,0.466,0.327,0.643,28.6,P,False
664079,Tyler Jay,173,4.896,1.591,-0.059,0.459,0.289,0.503,0.331,0.711,28.5,P,True
641149,Wes Parsons,175,4.895,1.503,-0.059,0.487,0.338,0.499,0.334,0.662,28.3,P,True
666720,Yerry Rodríguez,438,4.892,1.435,-0.06,0.478,0.323,0.489,0.336,0.677,28.2,P,False
665896,José Marte,311,4.891,1.574,-0.06,0.454,0.332,0.468,0.319,0.668,28.0,P,False
681190,Randy Vásquez,1719,4.89,1.458,-0.06,0.488,0.312,0.501,0.333,0.688,27.9,P,False
455119,Chris Martin,673,4.89,1.454,-0.06,0.567,0.257,0.551,0.341,0.743,27.8,P,False
686539,Declan Cronin,1142,4.888,1.627,-0.06,0.439,0.349,0.513,0.32,0.651,27.6,P,False
682052,Jacob Lopez,178,4.887,1.479,-0.06,0.416,0.323,0.465,0.339,0.677,27.5,P,True
641745,Brad Keller,743,4.887,1.538,-0.06,0.461,0.35,0.474,0.325,0.65,27.3,P,False
573009,Joe Mantiply,887,4.887,1.518,-0.06,0.479,0.293,0.479,0.315,0.707,27.2,P,False
657053,Touki Toussaint,491,4.886,1.696,-0.06,0.429,0.394,0.402,0.309,0.606,27.1,P,False
605397,Joe Musgrove,1626,4.886,1.562,-0.06,0.48,0.302,0.51,0.328,0.698,26.9,P,False
593974,Wandy Peralta,636,4.886,1.475,-0.06,0.488,0.357,0.418,0.309,0.643,26.8,P,False
672851,Joan Adon,178,4.886,1.452,-0.06,0.483,0.3,0.488,0.332,0.7,26.7,P,True
621112,Paul Blackburn,1286,4.886,1.499,-0.06,0.485,0.314,0.471,0.328,0.686,26.5,P,False
622072,Alex Wood,756,4.886,1.618,-0.06,0.468,0.307,0.514,0.336,0.693,26.4,P,False
663776,Patrick Sandoval,1521,4.884,1.473,-0.06,0.497,0.333,0.497,0.339,0.667,26.2,P,False
663623,Jake Irvin,3124,4.883,1.512,-0.06,0.478,0.277,0.521,0.337,0.723,26.1,P,False
543351,Jay Jackson,474,4.882,1.442,-0.06,0.506,0.356,0.512,0.332,0.644,26.0,P,False
669422,Matt Sauer,327,4.882,1.592,-0.06,0.474,0.352,0.457,0.332,0.648,25.8,P,False
640470,Adbert Alzolay,329,4.882,1.467,-0.06,0.498,0.323,0.482,0.325,0.677,25.7,P,False
670174,Josh Winckowski,1256,4.882,1.57,-0.06,0.489,0.31,0.51,0.321,0.69,25.6,P,False
682847,Luis Ortiz,2233,4.881,1.472,-0.06,0.488,0.319,0.509,0.325,0.681,25.4,P,False
669724,Brenan Hanifee,536,4.881,1.54,-0.06,0.465,0.293,0.518,0.312,0.707,25.3,P,False
669952,Mitch White,561,4.881,1.539,-0.06,0.495,0.318,0.517,0.34,0.682,25.1,P,False
669459,Kyle Nelson,195,4.88,1.738,-0.06,0.506,0.366,0.496,0.332,0.634,25.0,P,True
666204,Dany Jiménez,461,4.879,1.478,-0.06,0.456,0.347,0.494,0.34,0.653,24.9,P,False
666214,Joey Wentz,1327,4.879,1.535,-0.06,0.476,0.374,0.457,0.332,0.626,24.7,P,False
656234,Jake Bird,710,4.878,1.63,-0.06,0.455,0.308,0.495,0.313,0.692,24.6,P,False
682989,Victor Mederos,107,4.878,1.406,-0.06,0.446,0.364,0.454,0.314,0.636,24.4,P,True
472610,Luis García,908,4.877,1.536,-0.06,0.493,0.312,0.482,0.314,0.688,24.3,P,False
502043,Kyle Gibson,2838,4.876,1.564,-0.06,0.431,0.348,0.449,0.322,0.652,24.2,P,False
668968,Hans Crouse,437,4.876,1.539,-0.06,0.433,0.367,0.455,0.321,0.633,24.0,P,False
647336,Michael Soroka,1442,4.875,1.594,-0.06,0.439,0.343,0.464,0.329,0.657,23.9,P,False
676702,Hunter Stratton,587,4.873,1.402,-0.06,0.492,0.332,0.504,0.328,0.668,23.8,P,False
544150,Albert Suárez,2233,4.872,1.361,-0.06,0.477,0.323,0.455,0.33,0.677,23.6,P,False
641312,Shaun Anderson,244,4.871,1.537,-0.06,0.473,0.29,0.602,0.348,0.71,23.5,P,False
500779,Jose Quintana,3231,4.87,1.483,-0.06,0.431,0.328,0.419,0.322,0.672,23.3,P,False
672710,Roansy Contreras,1149,4.869,1.431,-0.06,0.483,0.322,0.504,0.339,0.678,23.2,P,False
643256,Adam Cimber,443,4.869,1.492,-0.06,0.439,0.28,0.517,0.321,0.72,23.1,P,False
608331,Max Fried,2806,4.868,1.6,-0.06,0.471,0.307,0.486,0.326,0.693,22.9,P,False
573186,Marcus Stroman,2742,4.868,1.58,-0.06,0.429,0.363,0.455,0.313,0.637,22.8,P,False
606149,Giovanny Gallegos,412,4.868,1.418,-0.06,0.467,0.383,0.451,0.337,0.617,22.7,P,False
647315,Zach Pop,814,4.867,1.564,-0.06,0.488,0.319,0.459,0.295,0.681,22.5,P,False
607259,Nick Martínez,2125,4.867,1.499,-0.06,0.516,0.294,0.504,0.333,0.706,22.4,P,False
592836,Taijuan Walker,1435,4.864,1.554,-0.061,0.454,0.303,0.49,0.33,0.697,22.2,P,False
622694,Elieser Hernández,251,4.861,1.539,-0.061,0.482,0.345,0.52,0.338,0.655,22.1,P,False
543056,Danny Coulombe,477,4.861,1.641,-0.061,0.493,0.336,0.483,0.332,0.664,22.0,P,False
519293,Will Smith,673,4.861,1.546,-0.061,0.493,0.348,0.503,0.339,0.652,21.8,P,False
572020,James Paxton,1788,4.859,1.617,-0.061,0.476,0.324,0.475,0.349,0.676,21.7,P,False
677976,Randy Dobnak,183,4.858,1.655,-0.061,0.445,0.321,0.468,0.317,0.679,21.5,P,True
669432,Trevor Rogers,2313,4.858,1.532,-0.061,0.484,0.321,0.472,0.336,0.679,21.4,P,False
458681,Lance Lynn,2123,4.857,1.518,-0.061,0.471,0.328,0.475,0.334,0.672,21.3,P,False
650895,Diego Castillo,177,4.857,1.477,-0.061,0.48,0.354,0.52,0.317,0.646,21.1,P,True
593334,Domingo Germán,373,4.857,1.436,-0.061,0.433,0.312,0.476,0.333,0.688,21.0,P,False
596295,Austin Gomber,2697,4.856,1.495,-0.061,0.492,0.296,0.523,0.349,0.704,20.9,P,False
671106,Logan Allen,1665,4.856,1.518,-0.061,0.464,0.321,0.476,0.344,0.679,20.7,P,False
681066,Ky Bush,328,4.854,1.566,-0.061,0.418,0.319,0.457,0.345,0.681,20.6,P,False
542585,José Cisnero,328,4.852,1.568,-0.061,0.482,0.328,0.476,0.325,0.672,20.4,P,False
687134,Bradley Blalock,551,4.852,1.532,-0.061,0.469,0.299,0.514,0.337,0.701,20.3,P,False
519043,Matt Moore,874,4.851,1.475,-0.061,0.455,0.313,0.468,0.337,0.687,20.2,P,False
622065,Alex Young,267,4.851,1.593,-0.061,0.483,0.339,0.442,0.313,0.661,20.0,P,False
670046,Kenny Rosenberg,403,4.851,1.396,-0.061,0.457,0.339,0.485,0.347,0.661,19.9,P,False
674003,Cody Bradford,1175,4.851,1.396,-0.061,0.514,0.285,0.51,0.34,0.715,19.8,P,False
541640,Erasmo Ramírez,355,4.848,1.502,-0.061,0.464,0.275,0.546,0.332,0.725,19.6,P,False
683155,Joey Estes,2027,4.848,1.443,-0.061,0.537,0.267,0.542,0.347,0.733,19.5,P,False
623167,Chris Flexen,2797,4.847,1.462,-0.061,0.44,0.334,0.458,0.327,0.666,19.3,P,False
596001,Jakob Junis,943,4.847,1.659,-0.061,0.505,0.288,0.569,0.331,0.712,19.2,P,False
571578,Patrick Corbin,2974,4.844,1.638,-0.061,0.48,0.334,0.475,0.337,0.666,19.1,P,False
671131,Jackson Rutledge,139,4.844,1.716,-0.061,0.465,0.343,0.513,0.315,0.657,18.9,P,True
547179,Michael Lorenzen,2133,4.842,1.501,-0.061,0.452,0.324,0.474,0.328,0.676,18.8,P,False
663542,Bryan Hudson,927,4.841,1.618,-0.061,0.509,0.299,0.535,0.351,0.701,18.6,P,False
656786,Parker Mushinski,211,4.841,1.705,-0.061,0.491,0.349,0.505,0.335,0.651,18.5,P,False
593576,Héctor Neris,1024,4.839,1.573,-0.061,0.515,0.322,0.463,0.338,0.678,18.4,P,False
670241,Darius Vines,257,4.839,1.34,-0.061,0.47,0.347,0.513,0.333,0.653,18.2,P,False
666277,George Soriano,527,4.837,1.511,-0.062,0.478,0.318,0.499,0.334,0.682,18.1,P,False
663903,Brady Singer,2972,4.836,1.633,-0.062,0.451,0.342,0.486,0.327,0.658,18.0,P,False
670871,Guillo Zuñiga,299,4.836,1.477,-0.062,0.47,0.31,0.501,0.318,0.69,17.8,P,False
656420,J. P. Feyereisen,179,4.836,1.599,-0.062,0.498,0.317,0.463,0.327,0.683,17.7,P,True
676428,Brant Hurter,797,4.835,1.688,-0.062,0.483,0.272,0.558,0.324,0.728,17.5,P,False
598264,Matt Barnes,267,4.835,1.718,-0.062,0.436,0.377,0.424,0.333,0.623,17.4,P,False
689672,Drew Thorpe,721,4.834,1.394,-0.062,0.454,0.353,0.454,0.323,0.647,17.3,P,False
623433,Nick Anderson,573,4.833,1.629,-0.062,0.481,0.299,0.532,0.344,0.701,17.1,P,False
676106,Emerson Hancock,1068,4.833,1.494,-0.062,0.486,0.293,0.501,0.33,0.707,17.0,P,False
676596,Josh Fleming,611,4.831,1.5,-0.062,0.469,0.332,0.421,0.309,0.668,16.9,P,False
594902,Ben Lively,2432,4.83,1.551,-0.062,0.456,0.276,0.51,0.341,0.724,16.7,P,False
663372,Ryan Feltner,2719,4.829,1.555,-0.062,0.49,0.318,0.516,0.334,0.682,16.6,P,False
687014,Nick Avila,235,4.828,1.673,-0.062,0.478,0.361,0.477,0.325,0.639,16.4,P,False
666201,Alek Manoah,394,4.822,1.556,-0.062,0.45,0.312,0.482,0.336,0.688,16.3,P,False
669060,Bryse Wilson,1643,4.821,1.616,-0.062,0.469,0.29,0.529,0.334,0.71,16.2,P,False
593423,Frankie Montas,2693,4.82,1.629,-0.062,0.493,0.326,0.482,0.326,0.674,16.0,P,False
642028,Josh Rogers,170,4.82,1.375,-0.062,0.469,0.271,0.538,0.34,0.729,15.9,P,True
695076,Rhett Lowder,498,4.82,1.497,-0.062,0.469,0.288,0.492,0.33,0.712,15.7,P,False
694363,Jared Shuster,1290,4.818,1.428,-0.062,0.481,0.365,0.467,0.338,0.635,15.6,P,False
656354,Austin Davis,142,4.816,1.742,-0.062,0.448,0.307,0.458,0.315,0.693,15.5,P,True
607536,Kyle Freeland,1840,4.813,1.676,-0.062,0.502,0.292,0.525,0.34,0.708,15.3,P,False
656756,Jordan Montgomery,1929,4.813,1.618,-0.062,0.462,0.349,0.445,0.335,0.651,15.2,P,False
683568,Jairo Iriarte,137,4.813,1.807,-0.062,0.381,0.363,0.405,0.323,0.637,15.1,P,True
686730,Carson Spiers,1554,4.812,1.521,-0.062,0.5,0.295,0.521,0.335,0.705,14.9,P,False
607067,Colin Rea,2650,4.811,1.627,-0.062,0.465,0.289,0.518,0.335,0.711,14.8,P,False
687362,Connor Gillispie,138,4.81,1.535,-0.062,0.461,0.34,0.459,0.334,0.66,14.6,P,True
592454,Tommy Kahnle,893,4.81,1.516,-0.063,0.473,0.403,0.441,0.318,0.597,14.5,P,False
605156,Aaron Brooks,403,4.809,1.683,-0.063,0.454,0.324,0.49,0.323,0.676,14.4,P,False
605155,Colten Brewer,391,4.809,1.702,-0.063,0.476,0.333,0.508,0.333,0.667,14.2,P,False
666818,Luis Frías,237,4.807,1.579,-0.063,0.455,0.382,0.415,0.315,0.618,14.1,P,False
656222,Jalen Beeks,1211,4.807,1.446,-0.063,0.456,0.355,0.46,0.331,0.645,14.0,P,False
656849,David Peterson,2071,4.801,1.609,-0.063,0.485,0.336,0.47,0.331,0.664,13.8,P,False
663969,Tyler Phillips,634,4.801,1.615,-0.063,0.471,0.316,0.494,0.322,0.684,13.7,P,False
661269,Vladimir Gutiérrez,159,4.799,1.656,-0.063,0.495,0.32,0.449,0.331,0.68,13.5,P,True
660853,Enyel De Los Santos,1127,4.798,1.505,-0.063,0.525,0.332,0.525,0.339,0.668,13.4,P,False
641726,Daulton Jefferies,281,4.797,1.542,-0.063,0.502,0.301,0.506,0.324,0.699,13.3,P,False
641835,Tim Mayza,816,4.797,1.7,-0.063,0.461,0.314,0.497,0.318,0.686,13.1,P,False
542888,Shawn Armstrong,1130,4.797,1.58,-0.063,0.507,0.282,0.533,0.337,0.718,13.0,P,False
605288,Adrian Houser,1195,4.791,1.652,-0.063,0.446,0.278,0.521,0.33,0.722,12.8,P,False
693821,Bryce Elder,864,4.79,1.667,-0.063,0.448,0.347,0.458,0.328,0.653,12.7,P,False
643361,Kevin Herget,151,4.787,1.255,-0.063,0.49,0.282,0.539,0.346,0.718,12.6,P,True
668984,Casey Legumina,166,4.786,1.357,-0.063,0.531,0.288,0.572,0.35,0.712,12.4,P,True
595881,Tyler Beede,308,4.785,1.68,-0.063,0.459,0.33,0.444,0.325,0.67,12.3,P,False
663362,Matt Waldron,2450,4.785,1.608,-0.063,0.458,0.272,0.513,0.345,0.728,12.2,P,False
593958,Eduardo Rodríguez,866,4.785,1.571,-0.063,0.481,0.294,0.488,0.339,0.706,12.0,P,False
682842,Abner Uribe,258,4.784,1.591,-0.063,0.474,0.343,0.489,0.309,0.657,11.9,P,False
605135,Chris Bassitt,3115,4.784,1.629,-0.063,0.459,0.284,0.501,0.324,0.716,11.7,P,False
623211,Huascar Brazobán,899,4.784,1.535,-0.063,0.471,0.339,0.449,0.312,0.661,11.6,P,False
456501,Johnny Cueto,167,4.783,1.611,-0.063,0.438,0.299,0.52,0.331,0.701,11.5,P,True
642232,Ryan Yarbrough,1542,4.781,1.519,-0.064,0.496,0.264,0.515,0.323,0.736,11.3,P,False
667463,John King,888,4.78,1.538,-0.064,0.513,0.299,0.514,0.307,0.701,11.2,P,False
571670,Dylan Floro,1018,4.772,1.603,-0.064,0.465,0.292,0.534,0.329,0.708,11.0,P,False
675921,Spencer Howard,562,4.771,1.444,-0.064,0.525,0.282,0.543,0.347,0.718,10.9,P,False
571510,Matt Boyd,849,4.765,1.578,-0.064,0.487,0.295,0.495,0.339,0.705,10.8,P,False
700241,Michael Mcgreevy,311,4.762,1.668,-0.064,0.5,0.294,0.51,0.331,0.706,10.6,P,False
686796,Blake Walston,343,4.759,1.673,-0.064,0.459,0.289,0.466,0.34,0.711,10.5,P,False
471911,Carlos Carrasco,1693,4.758,1.618,-0.064,0.471,0.33,0.463,0.324,0.67,10.4,P,False
624133,Ranger Suárez,2509,4.757,1.573,-0.064,0.481,0.288,0.476,0.33,0.712,10.2,P,False
641582,Matt Foster,108,4.755,1.355,-0.065,0.458,0.312,0.477,0.343,0.688,10.1,P,True
527048,Martín Pérez,2347,4.754,1.555,-0.065,0.467,0.283,0.489,0.332,0.717,9.9,P,False
669169,Jonathan Heasley,121,4.75,1.669,-0.065,0.48,0.333,0.568,0.342,0.667,9.8,P,True
663531,Logan Allen,509,4.749,1.543,-0.065,0.507,0.295,0.535,0.335,0.705,9.7,P,False
694462,Hurston Waldrep,133,4.747,1.713,-0.065,0.432,0.349,0.458,0.325,0.651,9.5,P,True
685299,Tanner Gordon,607,4.746,1.469,-0.065,0.532,0.278,0.542,0.346,0.722,9.4,P,False
702352,Spencer Bivens,768,4.742,1.661,-0.065,0.493,0.293,0.524,0.321,0.707,9.3,P,False
615698,Cal Quantrill,2643,4.742,1.573,-0.065,0.481,0.32,0.474,0.329,0.68,9.1,P,False
665622,Luis Medina,720,4.741,1.548,-0.065,0.476,0.317,0.485,0.332,0.683,9.0,P,False
641703,Brent Honeywell,790,4.74,1.522,-0.065,0.5,0.285,0.51,0.342,0.715,8.8,P,False
641540,Dane Dunning,1755,4.738,1.613,-0.065,0.461,0.33,0.487,0.324,0.67,8.7,P,False
547001,Cody Poteet,473,4.736,1.541,-0.065,0.451,0.288,0.494,0.329,0.712,8.6,P,False
682990,Quinn Priester,925,4.736,1.673,-0.065,0.487,0.334,0.504,0.324,0.666,8.4,P,False
683627,Anthony Molina,1057,4.735,1.53,-0.065,0.475,0.324,0.503,0.343,0.676,8.3,P,False
669270,Joel Kuhnel,167,4.735,1.659,-0.065,0.514,0.297,0.535,0.331,0.703,8.1,P,True
592791,Jameson Taillon,2483,4.734,1.619,-0.065,0.503,0.271,0.539,0.345,0.729,8.0,P,False
622253,Dillon Tate,598,4.73,1.575,-0.065,0.452,0.305,0.515,0.314,0.695,7.9,P,False
686826,Bryce Jarvis,1056,4.728,1.619,-0.065,0.488,0.317,0.505,0.331,0.683,7.7,P,False
663562,Noah Davis,365,4.723,1.535,-0.066,0.454,0.298,0.505,0.321,0.702,7.6,P,False
548389,Ross Stripling,1439,4.719,1.543,-0.066,0.498,0.271,0.528,0.34,0.729,7.5,P,False
674072,Tommy Henry,823,4.718,1.558,-0.066,0.476,0.274,0.501,0.344,0.726,7.3,P,False
643511,Tyler Rogers,1009,4.717,1.506,-0.066,0.532,0.226,0.606,0.321,0.774,7.2,P,False
700669,Gordon Graceffo,105,4.716,1.536,-0.066,0.465,0.316,0.502,0.34,0.684,7.0,P,True
663567,Peter Lambert,1120,4.715,1.555,-0.066,0.464,0.339,0.489,0.334,0.661,6.9,P,False
571527,David Buchanan,141,4.715,1.646,-0.066,0.488,0.316,0.493,0.325,0.684,6.8,P,True
658648,Pedro Avila,1471,4.714,1.602,-0.066,0.454,0.344,0.468,0.33,0.656,6.6,P,False
605335,Brandon Leibrandt,117,4.712,1.485,-0.066,0.539,0.333,0.521,0.338,0.667,6.5,P,True
663738,Daniel Lynch,631,4.712,1.59,-0.066,0.492,0.317,0.506,0.344,0.683,6.4,P,False
620982,Ricardo Pinto,277,4.711,1.593,-0.066,0.458,0.326,0.472,0.321,0.674,6.2,P,False
664129,Geoff Hartlieb,147,4.71,1.543,-0.066,0.504,0.32,0.516,0.322,0.68,6.1,P,True
702674,Caden Dana,206,4.71,1.494,-0.066,0.428,0.324,0.458,0.336,0.676,5.9,P,False
598286,Nick Ramirez,246,4.708,1.532,-0.066,0.437,0.308,0.494,0.321,0.692,5.8,P,False
594835,Marco Gonzales,667,4.706,1.51,-0.066,0.497,0.269,0.506,0.343,0.731,5.7,P,False
622608,Antonio Senzatela,218,4.705,1.576,-0.066,0.469,0.306,0.491,0.326,0.694,5.5,P,False
669620,Brady Basso,350,4.705,1.551,-0.066,0.49,0.303,0.516,0.348,0.697,5.4,P,False
691951,Sam Aldegheri,222,4.7,1.676,-0.067,0.411,0.28,0.492,0.35,0.72,5.2,P,False
571945,Miles Mikolas,2768,4.692,1.665,-0.067,0.525,0.261,0.563,0.34,0.739,5.1,P,False
592288,Kent Emanuel,340,4.691,1.763,-0.067,0.413,0.265,0.518,0.321,0.735,5.0,P,False
668873,Caleb Kilian,167,4.685,1.733,-0.067,0.43,0.337,0.49,0.338,0.663,4.8,P,True
518397,Scott Alexander,566,4.684,1.566,-0.067,0.467,0.335,0.487,0.308,0.665,4.7,P,False
657612,Tim Hill,1106,4.683,1.588,-0.067,0.471,0.218,0.549,0.321,0.782,4.6,P,False
678368,Valente Bellozo,1094,4.678,1.505,-0.067,0.467,0.291,0.508,0.337,0.709,4.4,P,False
489119,Wade Miley,118,4.677,1.53,-0.067,0.487,0.301,0.469,0.332,0.699,4.3,P,True
543294,Kyle Hendricks,2135,4.676,1.582,-0.067,0.472,0.282,0.493,0.323,0.718,4.1,P,False
687924,Julian Aguiar,530,4.667,1.475,-0.068,0.489,0.287,0.522,0.335,0.713,4.0,P,False
527054,Julio Teherán,127,4.667,1.635,-0.068,0.437,0.239,0.51,0.326,0.761,3.9,P,True
665871,Javier Assad,2538,4.664,1.674,-0.068,0.447,0.301,0.491,0.335,0.699,3.7,P,False
686799,Jack Kochanowicz,859,4.658,1.627,-0.068,0.49,0.28,0.566,0.32,0.72,3.6,P,False
608344,Cole Irvin,1922,4.657,1.639,-0.068,0.489,0.253,0.544,0.344,0.747,3.5,P,False
656457,Tyler Gilbert,145,4.652,1.717,-0.068,0.464,0.267,0.512,0.336,0.733,3.3,P,True
664192,Joey Lucchesi,179,4.65,1.629,-0.068,0.446,0.287,0.477,0.334,0.713,3.2,P,True
666205,Kyle Muller,808,4.647,1.618,-0.068,0.517,0.294,0.568,0.35,0.706,3.0,P,False
663465,Kolby Allard,473,4.646,1.608,-0.068,0.506,0.258,0.534,0.349,0.742,2.9,P,False
686747,Joe La Sorsa,271,4.644,1.512,-0.069,0.485,0.219,0.585,0.333,0.781,2.8,P,False
676661,Max Lazar,266,4.637,1.728,-0.069,0.497,0.289,0.523,0.347,0.711,2.6,P,False
669165,Kyle Hurt,107,4.636,1.576,-0.069,0.551,0.294,0.532,0.354,0.706,2.5,P,True
656924,Ryder Ryan,354,4.635,1.701,-0.069,0.502,0.31,0.516,0.321,0.69,2.3,P,False
683409,Angel Chivilli,512,4.627,1.669,-0.069,0.485,0.342,0.448,0.327,0.658,2.2,P,False
623451,Jackson Stephens,100,4.623,1.799,-0.069,0.467,0.207,0.529,0.339,0.793,2.1,P,True
642216,Allan Winans,147,4.62,1.685,-0.069,0.491,0.322,0.54,0.331,0.678,1.9,P,True
677955,Jaden Hill,151,4.619,1.608,-0.069,0.465,0.272,0.552,0.321,0.728,1.8,P,True
664350,Sixto Sánchez,693,4.616,1.523,-0.07,0.509,0.282,0.541,0.338,0.718,1.7,P,False
608718,Brent Suter,1022,4.612,1.602,-0.07,0.488,0.305,0.497,0.339,0.695,1.5,P,False
656232,Brandon Bielak,510,4.609,1.635,-0.07,0.466,0.328,0.468,0.325,0.672,1.4,P,False
669467,Andre Pallante,1982,4.605,1.666,-0.07,0.483,0.295,0.489,0.327,0.705,1.2,P,False
641712,Dakota Hudson,1593,4.594,1.738,-0.07,0.45,0.32,0.488,0.323,0.68,1.1,P,False
571539,Matt Carasiti,212,4.593,1.669,-0.07,0.511,0.29,0.521,0.331,0.71,1.0,P,False
657006,Justin Steele,2046,4.572,1.736,-0.071,0.54,0.255,0.559,0.354,0.745,0.8,P,False
668676,Zach Plesac,207,4.553,1.525,-0.072,0.478,0.281,0.511,0.342,0.719,0.7,P,False
642834,Jonathan Bermúdez,121,4.547,1.627,-0.072,0.426,0.317,0.487,0.343,0.683,0.6,P,True
672552,Jack O'Loughlin,232,4.542,1.685,-0.072,0.452,0.303,0.481,0.352,0.697,0.4,P,False
676961,Caleb Boushley,112,4.518,1.733,-0.073,0.5,0.269,0.519,0.335,0.731,0.3,P,True
682227,Brandon Williamson,256,4.513,1.588,-0.073,0.498,0.313,0.476,0.34,0.687,0.1,P,False
621389,Ty Blach,1133,4.482,1.708,-0.074,0.495,0.242,0.539,0.337,0.758,0.0,P,False
