mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
519242,"Sale, Chris",SP,12.4639,0.1319,20.8003,93,100,19,HIGH
543135,"Eovaldi, Nathan",SP,9.0812,2.1255,15.4802,93,100,19,HIGH
547179,"Lorenzen, Michael",SP,6.9887,-2.617,13.3114,93,100,19,HIGH
571927,"Matz, Steven",SP,8.1413,0.2311,14.7306,93,100,19,MED
579328,"Kikuchi, Yusei",SP,10.6783,-3.6069,20.9956,93,100,19,MED
592332,"Gausman, Kevin",SP,11.4448,0.5924,19.0753,93,100,19,HIGH
592662,"Ray, Robbie",SP,11.1762,3.0363,16.1384,93,100,19,HIGH
592791,"Taillon, Jameson",SP,8.9424,-0.9075,14.6477,93,100,19,HIGH
593958,"Rodriguez, Eduardo",SP,7.457,0.5047,15.0833,93,100,19,HIGH
594798,"deGrom, Jacob",SP,14.889,2.5103,20.598,93,100,19,HIGH
605135,"Bassitt, Chris",SP,5.6913,-6.9033,12.5477,93,100,19,MED
605280,"Holmes, Clay",SP,9.7946,-5.5982,16.3854,93,100,19,MED
605288,"Houser, Adrian",SP,3.82,-7.4064,10.2092,93,100,19,HIGH
605400,"Nola, Aaron",SP,8.4118,-6.981,13.9743,93,100,19,HIGH
605488,"Springs, Jeffrey",SP,12.737,5.3296,18.2734,93,100,19,HIGH
605540,"Woodruff, Brandon",SP,11.5642,1.1234,16.7371,93,100,19,MED
607192,"Glasnow, Tyler",SP,15.0238,5.3952,21.3453,93,100,19,MED
607259,"Martinez, Nick",SP,12.1758,4.2647,17.6132,93,100,19,HIGH
607625,"Lugo, Seth",SP,11.4274,1.7989,16.4345,93,100,19,HIGH
608331,"Fried, Max",SP,11.8342,-0.3819,17.5566,93,100,19,MED
608372,"Sugano, Tomoyuki",SP,6.858,0.7918,12.5593,93,100,19,HIGH
608379,"Wacha, Michael",SP,9.5194,-0.0173,16.2883,93,100,19,HIGH
608566,"Márquez, Germán",SP,5.5744,-3.4521,14.0909,93,100,19,MED
621111,"Buehler, Walker",SP,7.7277,-1.8967,14.3637,93,100,19,HIGH
621121,"McCullers Jr., Lance",SP,8.8288,-1.2866,15.8975,93,100,19,MED
622491,"Castillo, Luis",SP,5.3514,-4.2886,11.0439,93,100,19,HIGH
622663,"Severino, Luis",SP,7.5643,-7.8285,14.0319,93,100,19,HIGH
624133,"Suarez, Ranger",SP,6.7622,-7.4571,17.34,93,100,19,HIGH
641816,"Mahle, Tyler",SP,7.5042,-3.8098,13.8269,93,100,19,HIGH
641927,"Ober, Bailey",SP,9.1787,2.371,14.8902,93,100,19,HIGH
642547,"Peralta, Freddy",SP,11.8639,5.86,18.7746,93,100,19,HIGH
645261,"Alcantara, Sandy",SP,12.1315,2.6848,18.7568,93,100,19,HIGH
647336,"Soroka, Michael",SP,8.4409,1.7999,14.7958,93,100,19,HIGH
650633,"King, Michael",SP,11.1965,2.363,17.4632,93,100,19,HIGH
650644,"Civale, Aaron",SP,8.346,-3.9649,12.981,93,100,19,HIGH
650911,"Sánchez, Cristopher",SP,11.8022,-0.3648,18.2706,93,100,19,HIGH
656302,"Cease, Dylan",SP,15.5141,-0.4967,21.7757,93,100,19,HIGH
656427,"Flaherty, Jack",SP,2.9498,-4.9648,12.8286,93,100,19,HIGH
656492,"Griffin, Foster",SP,7.7547,-1.8463,16.8322,93,100,19,HIGH
656550,"Holmes, Grant",SP,7.8854,-2.967,14.4713,93,100,19,HIGH
656605,"Keller, Mitch",SP,14.0682,4.412,19.7824,93,100,19,HIGH
656876,"Rasmussen, Drew",SP,13.3048,2.7895,21.6512,93,100,19,HIGH
657277,"Webb, Logan",SP,7.8909,-4.4411,13.525,93,100,19,HIGH
657746,"Ryan, Joe",SP,10.8508,1.009,17.2009,93,100,19,HIGH
663436,"Martin, Davis",SP,10.2742,0.675,16.6793,93,100,19,HIGH
663460,"Bubic, Kris",SP,11.9127,0.9867,17.9196,93,100,19,MED
663554,"Mize, Casey",SP,11.7318,1.5726,16.3861,93,100,19,MED
663556,"McClanahan, Shane",SP,10.899,1.3107,15.5525,93,100,19,HIGH
663623,"Irvin, Jake",SP,9.4224,1.4762,15.4376,93,100,19,MED
663903,"Singer, Brady",SP,4.2375,-3.6472,11.0139,93,100,19,HIGH
663978,"Paddack, Chris",SP,5.9779,-1.4419,12.3233,93,100,19,MED
664285,"Valdez, Framber",SP,10.6225,0.9381,16.311,93,100,19,HIGH
665795,"Cabrera, Edward",SP,10.6472,1.0696,17.2303,93,100,19,HIGH
666142,"Ragans, Cole",SP,7.584,-0.3658,15.9072,93,100,19,MED
666200,"Luzardo, Jesús",SP,16.2163,5.559,25.3138,93,100,19,HIGH
667755,"Soriano, José",SP,15.8754,7.7294,22.2245,93,100,19,HIGH
668678,"Gallen, Zac",SP,5.1234,-2.2605,11.9245,93,100,19,HIGH
668909,"Williams, Gavin",SP,12.5674,4.656,18.5857,93,100,19,HIGH
669022,"Gore, MacKenzie",SP,9.5595,-4.6204,15.6309,93,100,19,HIGH
669160,"May, Dustin",SP,6.8294,-7.4816,12.2685,93,100,19,HIGH
669194,"Nelson, Ryne",SP,6.6641,0.5854,15.451,93,100,19,HIGH
669302,"Gilbert, Logan",SP,14.1079,6.8596,20.1338,93,100,19,HIGH
669358,"Baz, Shane",SP,11.1833,0.3397,17.1997,93,100,19,HIGH
669373,"Skubal, Tarik",SP,16.0034,6.5336,21.7212,93,100,19,MED
669387,"Mlodzinski, Carmen",SP,11.0224,-4.3403,17.6131,93,100,19,MED
669432,"Rogers, Trevor",SP,12.5052,2.9011,19.4613,93,100,19,HIGH
669461,"Liberatore, Matthew",SP,3.4401,-8.7376,9.9963,93,100,19,HIGH
669467,"Pallante, Andre",SP,7.7306,-0.0766,14.0552,93,100,19,HIGH
669923,"Kirby, George",SP,10.9161,3.1123,17.3072,93,100,19,HIGH
671096,"Abbott, Andrew",SP,6.0984,-5.1563,12.368,93,100,19,HIGH
671737,"Bradley, Taj",SP,10.5052,0.3533,17.4238,93,100,19,HIGH
672282,"Detmers, Reid",SP,14.1494,1.7708,19.8687,93,100,19,HIGH
672456,"Montero, Keider",SP,11.4448,3.3638,18.2632,93,100,19,HIGH
676083,"Junk, Janson",SP,9.3571,-0.069,16.1282,93,100,19,MED
676106,"Hancock, Emerson",SP,11.6175,-2.5502,24.9173,93,100,19,HIGH
676282,"Cantillo, Joey",SP,8.1168,-1.4122,16.4138,93,100,19,HIGH
676440,"Bibee, Tanner",SP,9.7768,0.3004,15.3217,93,100,19,HIGH
676917,"Cavalli, Cade",SP,12.0978,2.5918,16.6226,93,100,19,HIGH
676974,"Meyer, Max",SP,12.3996,-3.0289,19.5058,93,100,19,HIGH
676979,"Crochet, Garrett",SP,8.7268,-0.8742,13.146,93,100,19,MED
677944,"Cecconi, Slade",SP,5.0719,-0.8747,9.6807,93,100,19,HIGH
677952,"Ashcraft, Braxton",SP,14.7762,6.8618,21.5451,93,100,19,HIGH
677958,"Rocker, Kumar",SP,7.7584,0.51,14.0251,93,100,19,HIGH
677960,"Weathers, Ryan",SP,12.622,-0.0403,19.7349,93,100,19,HIGH
678394,"Bello, Brayan",SP,3.1653,-6.6255,9.708,93,100,19,MED
680573,"Woods Richardson, Simeon",SP,3.3435,-6.0951,9.3613,93,100,19,MED
680694,"Bradish, Kyle",SP,5.0887,-4.5057,12.7193,93,100,19,HIGH
681190,"Vásquez, Randy",SP,12.2008,2.0854,19.8264,93,100,19,HIGH
681347,"Burrows, Mike",SP,11.002,1.5802,15.7408,93,100,19,HIGH
681517,"Leahy, Kyle",SP,4.2697,-5.5656,11.3832,93,100,19,HIGH
682052,"Lopez, Jacob",SP,4.3506,-5.2379,10.5731,93,100,19,MED
682227,"Williamson, Brandon",SP,3.8546,-5.8187,10.0727,93,100,19,MED
683004,"Leiter, Jack",SP,10.6532,-0.8366,17.2361,93,100,19,HIGH
684007,"Imanaga, Shota",SP,12.8686,5.0648,17.603,93,100,19,HIGH
686218,"Sheehan, Emmet",SP,11.1466,3.7646,16.8715,93,100,19,HIGH
686799,"Kochanowicz, Jack",SP,9.4428,-0.6726,15.7882,93,100,19,HIGH
690986,"Harrison, Kyle",SP,12.0993,4.6693,18.6303,93,100,19,HIGH
690997,"McLean, Nolan",SP,17.3084,7.8211,23.5948,93,100,19,HIGH
691587,"Pérez, Eury",SP,7.995,-1.9478,13.4377,93,100,19,HIGH
693433,"Woo, Bryan",SP,7.5549,-2.3704,13.8165,93,100,19,HIGH
693645,"Schlittler, Cam",SP,19.1992,5.0157,24.9006,93,100,19,HIGH
693821,"Elder, Bryce",SP,8.9174,3.0445,15.3831,93,100,19,HIGH
694738,"Roupp, Landen",SP,12.0357,2.989,16.8455,93,100,19,HIGH
694819,"Misiorowski, Jacob",SP,15.1944,5.6169,20.9058,93,100,19,HIGH
694973,"Skenes, Paul",SP,13.0284,3.4771,19.5719,93,100,19,HIGH
695076,"Lowder, Rhett",SP,9.2172,2.5461,15.9936,93,100,19,HIGH
695505,"Burns, Chase",SP,15.1429,5.2824,21.4703,93,100,19,HIGH
696149,"Chandler, Bubba",SP,6.103,-6.2289,10.6336,93,100,19,HIGH
700241,"McGreevy, Michael",SP,6.6543,-2.897,13.7874,93,100,19,HIGH
