pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,sample_warning,pitcher_role,avg_pitches_per_game,rolling_plv_30d,plv_blended,est_k_per_ip,est_bb_per_ip,est_h_per_ip,est_er_per_ip,est_hb_per_ip,fp_per_ip,fp_per_start,fp_per_app,sv_upside,hd_upside,est_sv_per_162,est_hd_per_162,sv_hd_fp_per_162,pl_plv,pl_pla
623352,Josh Hader,876,5.757,1.458,-0.028,0.492,0.423,0.458,0.332,0.577,99.9,P,False,RP,17.877551020408163,5.982,5.8245,1.3298366428792665,0.32685689021250985,0.5601699544457468,0.28889255462520785,0.033,3.132,,3.13,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.177152221021701,2.831154510872193
547973,Aroldis Chapman,972,5.782,1.391,-0.027,0.549,0.4,0.503,0.336,0.6,100.0,P,False,RP,13.885714285714286,5.744,5.7706,1.2898016517941646,0.24175927829764365,0.6000954812715644,0.30448017483663437,0.033,3.106,,3.11,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.42300249635047,1.788073557212301
656730,Trevor Megill,841,5.751,1.406,-0.028,0.536,0.389,0.512,0.332,0.611,99.7,P,False,RP,15.017857142857142,5.575,5.6982,1.245650959183844,0.2297357050754658,0.6261770468268195,0.31647088058987544,0.033,3.0238,,3.02,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.410492304638655,1.7888516014505689
682254,Mason Montgomery,876,5.659,1.452,-0.032,0.517,0.412,0.489,0.33,0.588,99.2,P,False,RP,15.10344827586207,5.771,5.6926,1.253775737481457,0.27591764413768305,0.6031221835983849,0.3157845487909709,0.033,3.0102,,3.01,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.1659600698522805,2.776052817482972
640462,A. J. Puk,180,5.64,1.484,-0.032,0.552,0.377,0.548,0.355,0.623,99.0,P,True,RP,18.0,5.81,5.690999999999999,1.2359835940092556,0.15874533878512187,0.6590861067284473,0.339997964995175,0.033,3.0052,,3.01,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
694819,Jacob Misiorowski,1348,5.66,1.431,-0.032,0.544,0.397,0.52,0.335,0.603,99.3,P,False,SP,74.88888888888889,5.686,5.6678,1.2332178946763765,0.2162950784406361,0.6285076512005023,0.3259725797722317,0.033,3.0035,16.52,,,,0,0,0.0,5.354352759836086,1.9669065346608596
656945,Tanner Scott,914,5.635,1.382,-0.033,0.538,0.401,0.507,0.342,0.599,98.8,P,False,RP,14.98360655737705,5.679,5.648199999999999,1.2246416155946602,0.24373039227716609,0.6353798564392994,0.33693428483573784,0.033,2.9387,,2.94,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.309462944863566,2.192941100793228
678495,Randy Rodríguez,826,5.678,1.349,-0.031,0.487,0.385,0.512,0.338,0.615,99.5,P,False,RP,16.19607843137255,5.528,5.632999999999999,1.2087484812171718,0.2350219089911405,0.651805624433446,0.33643504407133046,0.033,2.9161,,2.92,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.240435232327947,2.433790673630816
695243,Mason Miller,1027,5.581,1.532,-0.035,0.486,0.419,0.448,0.325,0.581,98.2,P,False,RP,16.3015873015873,5.811,5.6499999999999995,1.2343159084811235,0.36088648228029285,0.6028969238297076,0.3203136925525335,0.033,2.8969,,2.9,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.033578619724572,3.362061863818493
686973,Louis Varland,1343,5.512,1.521,-0.037,0.511,0.404,0.517,0.334,0.596,97.5,P,False,RP,14.758241758241759,5.625,5.5459,1.1712289921626333,0.2321428438268478,0.6518790136676862,0.35163557873732376,0.033,2.8509,,2.85,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.235398511704704,2.362166331835244
695505,Chase Burns,777,5.593,1.318,-0.034,0.529,0.39,0.491,0.328,0.61,98.4,P,False,SP,55.5,5.559,5.5828,1.1842450656652208,0.28084353104004833,0.6513407687573098,0.33785088180218803,0.033,2.8434,15.64,,,,0,0,0.0,5.242115444423652,2.4637243338185364
642207,Devin Williams,1212,5.581,1.289,-0.035,0.503,0.41,0.442,0.326,0.59,98.1,P,False,RP,16.833333333333332,5.712,5.620299999999999,1.2140331464365526,0.37522348148299367,0.6202488373312733,0.32775341897337695,0.033,2.8301,,2.83,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.246625398402445,2.5339308685484294
678692,Ronny Henriquez,1158,5.515,1.358,-0.037,0.481,0.45,0.461,0.323,0.55,97.7,P,False,RP,16.782608695652176,5.499,5.510199999999999,1.1743390493747756,0.34637480194312664,0.6061975333651943,0.3489306968142654,0.033,2.7909,,2.79,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.144220695733448,2.7897901503706013
801139,Payton Tolle,311,5.44,1.445,-0.04,0.504,0.33,0.54,0.355,0.67,96.3,P,False,RP,38.875,5.898,5.5774,1.1523192063687056,0.18386101701285207,0.73474587780606,0.3648031734637913,0.033,2.7711,,2.77,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
621345,A. J. Minter,215,5.413,1.341,-0.041,0.465,0.4,0.459,0.329,0.6,95.5,P,False,RP,14.333333333333334,5.884,5.5543,1.1737986429549396,0.3467756573300226,0.6495351735498212,0.3450285813730109,0.033,2.7544,,2.75,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
594798,Jacob Degrom,2684,5.495,1.319,-0.038,0.51,0.405,0.492,0.329,0.595,97.3,P,False,SP,86.58064516129032,5.498,5.4959,1.1448975174053848,0.2859009304007645,0.6594976120668661,0.35778055474068,0.033,2.7509,15.13,,,,0,0,0.0,5.241108937728522,2.393871271273949
691799,Grant Taylor,609,5.411,1.413,-0.041,0.498,0.36,0.53,0.333,0.64,95.2,P,False,RP,16.916666666666668,5.644,5.4809,1.115080571167906,0.21156662280114724,0.7113101817939784,0.3648741378972722,0.033,2.7295,,2.73,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.192574499490126,2.498716089881478
669093,Jeremiah Estrada,1290,5.683,1.37,-0.031,0.528,0.416,0.477,0.325,0.584,99.6,P,False,RP,16.125,5.007,5.480199999999999,1.1417996428463306,0.3169963848605415,0.6492630718978714,0.3573904918304479,0.033,2.7278,,2.73,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.2951683670015575,2.2811138655876864
554340,Yimi García,379,5.456,1.308,-0.039,0.492,0.361,0.523,0.336,0.639,96.6,P,False,RP,16.47826086956522,5.578,5.4925999999999995,1.1218391826121377,0.22453521463949988,0.7098278558375055,0.3651830617580727,0.033,2.7241,,2.72,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
593833,Wander Suero,142,5.602,1.238,-0.034,0.479,0.354,0.444,0.324,0.646,98.5,P,True,RP,28.4,5.504,5.5725999999999996,1.1613568596503214,0.37511450238592026,0.6863318847892127,0.3362598624960281,0.033,2.6944,,2.69,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
642547,Freddy Peralta,3362,5.541,1.387,-0.036,0.474,0.411,0.454,0.331,0.589,97.8,P,False,SP,93.38888888888889,5.4,5.4986999999999995,1.1493021551148634,0.36122437431589116,0.6544955937622889,0.3590782825229661,0.033,2.6824,14.75,,,,0,0,0.0,5.120057632692516,2.9860116053858228
657585,Reed Garrett,979,5.188,1.547,-0.049,0.475,0.381,0.446,0.306,0.619,76.5,P,False,RP,16.879310344827587,6.183,5.4864999999999995,1.128244317542553,0.37811887038028735,0.6665478523598495,0.3378781750939988,0.033,2.6748,,2.67,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.976249407075652,3.4280097075933105
623149,Paul Sewald,330,5.617,1.213,-0.033,0.527,0.368,0.534,0.35,0.632,98.6,P,False,RP,14.347826086956522,5.092,5.459499999999999,1.107474261535857,0.2053489853162045,0.7230056590567958,0.38577450206414626,0.033,2.6746,,2.67,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
672282,Reid Detmers,1082,5.637,1.332,-0.032,0.502,0.339,0.512,0.337,0.661,98.9,P,False,RP,17.737704918032787,5.148,5.4902999999999995,1.109961416252289,0.24659156081271627,0.7330760963253875,0.3666398417701125,0.033,2.664,,2.66,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.377146701120436,1.9286520417833035
571946,Shelby Miller,712,5.494,1.225,-0.038,0.498,0.365,0.493,0.344,0.635,97.1,P,False,RP,14.53061224489796,5.523,5.502699999999999,1.1291911946193025,0.28336143855137763,0.709943888849631,0.3706141641664025,0.033,2.6617,,2.66,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.232940974577847,2.50654649094032
689254,Mason Fluharty,1009,5.453,1.251,-0.039,0.453,0.399,0.449,0.316,0.601,96.4,P,False,RP,15.059701492537313,5.497,5.4662,1.1260662456793775,0.373800218442065,0.6622083927066489,0.3518564148018512,0.033,2.6533,,2.65,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.994209579408691,3.433754387652537
664849,Danny Young,198,5.339,1.408,-0.043,0.366,0.394,0.441,0.292,0.606,92.6,P,True,RP,16.5,5.635,5.4277999999999995,1.1030529410133196,0.3928189252823917,0.6569850635822221,0.3373317888145007,0.033,2.6456,,2.65,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
671922,Cade Smith,1257,5.48,1.315,-0.038,0.538,0.371,0.494,0.342,0.629,97.0,P,False,RP,15.7125,5.471,5.4773,1.1184720003858035,0.2834326179609591,0.7088151672785201,0.37425127539283765,0.033,2.6447,,2.64,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.216312414144417,2.5914501605770592
621051,Steven Wilson,997,5.287,1.287,-0.045,0.477,0.378,0.497,0.331,0.622,88.7,P,False,RP,16.616666666666667,5.784,5.4361,1.099762999921646,0.28080847003865095,0.7032330111313485,0.37274734986570696,0.033,2.6372,,2.64,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.148187061243826,2.6844131915859317
656302,Dylan Cease,3187,5.398,1.358,-0.041,0.491,0.401,0.449,0.32,0.599,94.8,P,False,SP,93.73529411764706,5.592,5.456199999999999,1.1216708449190653,0.37461098591379427,0.6661121978684174,0.35785821941669127,0.033,2.6322,14.48,,,,0,0,0.0,5.077517077976297,3.120331304694072
656848,Michael Petersen,327,5.385,1.303,-0.042,0.544,0.383,0.469,0.334,0.617,94.4,P,False,RP,21.8,5.665,5.468999999999999,1.1198266210527257,0.3338098041777646,0.6923647578824956,0.368427132709477,0.033,2.6238,,2.62,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
676263,Jack Dreyer,1213,5.27,1.418,-0.046,0.493,0.37,0.517,0.345,0.63,87.0,P,False,RP,17.08450704225352,5.809,5.431699999999999,1.0935326122441618,0.24140180835399572,0.7239592488367728,0.3870719813421216,0.033,2.621,,2.62,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.069683877669008,3.0065767693817405
668881,Hunter Greene,1897,5.475,1.358,-0.038,0.551,0.381,0.522,0.332,0.619,96.8,P,False,SP,90.33333333333333,5.146,5.3763,1.06914338562354,0.23595261030432146,0.7163706907318304,0.38675958310790043,0.033,2.6103,14.36,,,,0,0,0.0,5.262965714261033,2.2835059955170847
445276,Kenley Jansen,916,5.331,1.231,-0.044,0.496,0.286,0.563,0.34,0.714,92.2,P,False,RP,14.092307692307692,5.685,5.4372,1.05584056685937,0.14950006768844726,0.8017285324457247,0.3810982155320251,0.033,2.6094,,2.61,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.180055557951757,2.529718852253846
687209,Zach Maxwell,165,5.428,1.395,-0.04,0.467,0.399,0.509,0.331,0.601,96.0,P,True,RP,20.625,5.225,5.3671,1.0729183114400467,0.2625447259702529,0.7000296964758401,0.3878138937418913,0.033,2.6017,,2.6,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
669622,Anthony Bender,783,5.22,1.509,-0.048,0.463,0.317,0.551,0.319,0.683,80.4,P,False,RP,15.352941176470589,5.711,5.367299999999999,1.0333515039521057,0.1790253719391639,0.7713366690754337,0.3763154800062165,0.033,2.5974,,2.6,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.128292263448078,2.603500006709808
666171,Ryan Zeferjahn,1073,5.247,1.415,-0.047,0.469,0.369,0.5,0.326,0.631,84.3,P,False,RP,16.765625,5.734,5.3931,1.0723473667834014,0.2783302602612543,0.7189843799646441,0.37736383591060985,0.033,2.5873,,2.59,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.964002380867406,3.405867105135042
676534,Calvin Faucher,1054,5.202,1.429,-0.048,0.452,0.394,0.473,0.314,0.606,79.0,P,False,RP,16.215384615384615,5.738,5.3628,1.0681930446908527,0.3344674748530857,0.6919249935495428,0.37252527127962515,0.033,2.5638,,2.56,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.887638839266435,3.702061634372871
696149,Bubba Chandler,461,5.414,1.281,-0.041,0.505,0.345,0.481,0.329,0.655,95.6,P,False,SP,65.85714285714286,5.484,5.435,1.0832066697104554,0.3127083739583142,0.7345886966431305,0.37107841737922515,0.033,2.5608,14.08,,,,0,0,0.0,5.195653422858999,2.6507607927173016
694361,Will Klein,391,5.42,1.376,-0.04,0.482,0.361,0.461,0.325,0.639,95.7,P,False,RP,24.4375,5.478,5.437399999999999,1.0922350860429038,0.3522771891373154,0.7147682340502175,0.3667361161478492,0.033,2.5587,,2.56,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
691587,Eury Pérez,1673,5.354,1.361,-0.043,0.49,0.365,0.494,0.336,0.635,93.5,P,False,SP,83.65,5.514,5.402,1.0751851706243425,0.2895376970230802,0.729010644273226,0.3849660889346276,0.033,2.5537,14.05,,,,0,0,0.0,5.0936760006974735,2.986945202768183
681911,Alex Vesia,1109,5.436,1.336,-0.04,0.525,0.361,0.503,0.331,0.639,96.2,P,False,RP,14.786666666666667,5.242,5.3778,1.0602712426456884,0.2736062245871673,0.7349972167916408,0.38547748766254103,0.033,2.5477,,2.55,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.206635414539933,2.552232052089244
642397,Gregory Soto,1054,5.193,1.428,-0.049,0.454,0.354,0.488,0.308,0.646,77.1,P,False,RP,14.845070422535212,5.72,5.3511,1.0425650591052993,0.30559352326584677,0.7296016316483422,0.3693526617703236,0.033,2.5357,,2.54,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.955768141073354,3.406506817580161
592155,Cam Booser,597,5.374,1.384,-0.042,0.484,0.348,0.492,0.338,0.652,94.1,P,False,RP,14.214285714285714,5.504,5.412999999999999,1.0728594258891064,0.29262219274139967,0.744732717593698,0.38447329990843976,0.033,2.5336,,2.53,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.085203551079291,3.058411410229908
674384,Eduarniel Núñez,249,5.285,1.4,-0.045,0.439,0.405,0.442,0.325,0.595,88.2,P,False,RP,24.9,5.649,5.3942,1.0903551873131556,0.39355493401879127,0.6821526673514541,0.3761690827485905,0.033,2.5293,,2.53,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
681799,Ethan Roberts,144,5.42,1.326,-0.04,0.442,0.364,0.482,0.326,0.636,95.9,P,True,RP,14.4,5.283,5.3789,1.0623126696712468,0.31526860950610436,0.727573719281768,0.3804644869691868,0.033,2.5255,,2.53,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
668933,Graham Ashcraft,1095,5.322,1.431,-0.044,0.504,0.409,0.468,0.3,0.591,91.6,P,False,RP,17.109375,5.23,5.2943999999999996,1.0387671592304877,0.34995397420276764,0.6828565839636545,0.3740969353711269,0.033,2.5248,,2.52,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.068681933151704,3.009901541939592
689147,Orion Kerkering,1139,5.299,1.416,-0.045,0.497,0.325,0.529,0.329,0.675,89.7,P,False,RP,15.186666666666667,5.474,5.3515,1.0287485084647623,0.2240461238539342,0.7757688151812168,0.3893111190264917,0.033,2.5173,,2.52,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.172437656699524,2.5728871492339493
685126,Brandon Eisert,1255,5.231,1.3,-0.047,0.449,0.418,0.434,0.324,0.582,81.7,P,False,RP,16.95945945945946,5.726,5.3795,1.0887612790637464,0.41065212195111955,0.6721778654820467,0.378424349778509,0.033,2.5161,,2.52,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.997717212187695,3.37315030460244
670280,David Bednar,1126,5.311,1.37,-0.044,0.497,0.358,0.506,0.336,0.642,90.9,P,False,RP,16.085714285714285,5.484,5.3629,1.0508287914778212,0.26884975821421153,0.7459470852947854,0.39350379713113215,0.033,2.516,,2.52,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.1663561379233895,2.648603929292637
693312,Kyle Nicolas,652,5.251,1.389,-0.046,0.464,0.4,0.468,0.328,0.6,85.3,P,False,RP,21.032258064516128,5.601,5.356,1.0674491438665519,0.34495964657691547,0.6993744000855955,0.38737395645608064,0.033,2.5154,,2.52,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.8597399250070215,3.895410920053352
640451,Hunter Harvey,202,5.353,1.438,-0.043,0.517,0.385,0.453,0.333,0.615,93.3,P,False,RP,14.428571428571429,5.53,5.4060999999999995,1.0870606277468986,0.37072025107271445,0.7056203613546659,0.38120714488188945,0.033,2.5153,,2.52,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
642585,Félix Bautista,626,5.56,1.388,-0.035,0.472,0.394,0.445,0.314,0.606,97.9,P,False,RP,17.885714285714286,4.907,5.3641,1.068890242617302,0.39003083420286366,0.6915927991806115,0.3722414088587695,0.033,2.5098,,2.51,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.068326126575734,3.204586707614877
687863,Porter Hodge,609,5.409,1.377,-0.041,0.456,0.392,0.477,0.33,0.608,95.1,P,False,RP,17.4,5.215,5.3508,1.0607897113112523,0.3274877159447176,0.7103067679018411,0.39041852990517073,0.033,2.5092,,2.51,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.988085369368118,3.4108450036267897
683175,Connor Phillips,400,5.408,1.403,-0.041,0.433,0.401,0.459,0.327,0.599,94.9,P,False,RP,18.181818181818183,5.235,5.3561,1.0679866045824662,0.3628450686196957,0.6975235043054648,0.3863975590024119,0.033,2.5018,,2.5,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.872855498038005,3.89825668534168
683618,Edgardo Henriquez,342,5.313,1.438,-0.044,0.485,0.369,0.49,0.315,0.631,91.1,P,False,RP,13.68,5.308,5.3115,1.0285847892462738,0.30482782251667273,0.7306708592079629,0.3846814810008394,0.033,2.4907,,2.49,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
690997,Nolan Mclean,738,5.28,1.496,-0.045,0.457,0.318,0.524,0.322,0.682,87.9,P,False,SP,92.25,5.439,5.3277,1.0125976126064529,0.23591660027970374,0.7829632439852534,0.38782605170539736,0.033,2.4851,13.67,,,,0,0,0.0,5.106069057580066,2.801064429265248
641941,Emilio Pagán,1092,5.314,1.444,-0.044,0.518,0.352,0.477,0.337,0.648,91.2,P,False,RP,15.380281690140846,5.563,5.3887,1.0617625081502278,0.32441490722686384,0.7461404017811559,0.3888247817385229,0.033,2.4806,,2.48,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.106614902225753,3.016270329315967
554430,Zack Wheeler,2465,5.38,1.314,-0.042,0.515,0.35,0.471,0.328,0.65,94.2,P,False,SP,98.6,5.381,5.3803,1.056289876720795,0.3370249717147812,0.7427724674466094,0.38206791274316354,0.033,2.4794,13.64,,,,0,0,0.0,5.15840004584976,2.8225020426324114
666374,Matt Brash,980,5.362,1.465,-0.042,0.428,0.417,0.427,0.304,0.583,93.8,P,False,RP,15.806451612903226,5.226,5.321199999999999,1.0570108034867916,0.42929608609157677,0.6714038275371175,0.37206324991866846,0.033,2.4792,,2.48,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.943515733068731,3.592324279013184
680736,Justin Wrobleski,1171,5.14,1.571,-0.051,0.536,0.306,0.551,0.345,0.694,67.7,P,False,RP,41.82142857142857,5.819,5.343699999999999,1.0153725488884988,0.18093878317244494,0.8099439120721055,0.4062872836769652,0.033,2.4789,,2.48,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.155906832300395,2.62218182075593
686218,Emmet Sheehan,1299,5.315,1.385,-0.044,0.498,0.387,0.461,0.329,0.613,91.3,P,False,SP,61.857142857142854,5.449,5.3552,1.0607303076082966,0.35894169775492946,0.713309980969185,0.38850320290559476,0.033,2.4785,13.63,,,,0,0,0.0,5.051256023901092,3.2058018775916164
660271,Shohei Ohtani,1086,5.286,1.443,-0.045,0.513,0.365,0.513,0.331,0.635,88.5,P,False,SP,60.333333333333336,5.346,5.303999999999999,1.0226271730920073,0.2597079888424212,0.7498870318442479,0.4015921389388079,0.033,2.4768,13.62,,,,0,0,0.0,5.142703840268583,2.7081611237362404
518886,Craig Kimbrel,230,5.346,1.314,-0.043,0.446,0.415,0.421,0.337,0.585,93.0,P,False,RP,16.428571428571427,5.523,5.3991,1.09782138825165,0.4349092272984708,0.6809773379641031,0.3865538823716779,0.033,2.4758,,2.48,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
681870,Erik Sabrowski,534,5.471,1.46,-0.039,0.472,0.352,0.478,0.335,0.648,96.7,P,False,RP,14.833333333333334,5.163,5.3786,1.0563458165678135,0.3232456124046995,0.7470549136281002,0.3891210506271956,0.033,2.4748,,2.47,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.012281545658434,3.415697001862463
657746,Joe Ryan,2794,5.277,1.366,-0.046,0.494,0.323,0.529,0.342,0.677,87.6,P,False,SP,90.12903225806451,5.515,5.3484,1.0261182993508537,0.2242974617701703,0.7893767614787004,0.40239732619921675,0.033,2.4746,13.61,,,,0,0,0.0,5.123846283400856,2.8045155420309484
800311,Didier Fuentes,293,5.396,1.394,-0.041,0.486,0.392,0.478,0.343,0.608,94.5,P,False,SP,73.25,5.239,5.3488999999999995,1.0597707297264418,0.3256535917957354,0.7216237713746388,0.40324271022787517,0.033,2.473,13.6,,,,0,0,0.0,,
681982,Grant Anderson,1190,5.245,1.334,-0.047,0.445,0.344,0.489,0.327,0.656,83.8,P,False,RP,17.5,5.603,5.352399999999999,1.0384239559698711,0.30349995352591097,0.7550215838456237,0.38720547512330883,0.033,2.4725,,2.47,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.998697787172631,3.304773954706711
673929,Jordan Leasure,1144,5.398,1.397,-0.041,0.477,0.411,0.462,0.328,0.589,94.6,P,False,RP,16.579710144927535,5.135,5.3191,1.0529815800454008,0.35988039835926133,0.6978899492025277,0.39543128209421397,0.033,2.4713,,2.47,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.0002663843118125,3.393856282866204
677865,Justin Bruihl,231,5.259,1.469,-0.046,0.446,0.251,0.573,0.309,0.749,86.0,P,False,RP,14.4375,5.365,5.2908,0.9603913005026583,0.14148800378845494,0.8480350773575083,0.38347407286669216,0.033,2.4709,,2.47,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
680755,Braydon Fisher,964,5.294,1.417,-0.045,0.447,0.363,0.483,0.325,0.637,89.3,P,False,RP,16.066666666666666,5.428,5.334199999999999,1.0378559570171468,0.3169045701361233,0.7391550543920224,0.3892704252496205,0.033,2.4703,,2.47,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.064104050464779,3.0481614755351547
674444,Steven Cruz,642,5.282,1.465,-0.045,0.499,0.353,0.553,0.341,0.647,88.0,P,False,RP,13.659574468085106,5.245,5.270899999999999,0.9990694799981596,0.18286483042941226,0.7785829370856109,0.4183653317135466,0.033,2.4679,,2.47,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.978184105392622,3.293008708380415
672391,Kaleb Ort,788,5.347,1.409,-0.043,0.469,0.384,0.46,0.334,0.616,93.1,P,False,RP,16.081632653061224,5.389,5.3596,1.0616385641177155,0.36057313003597946,0.7193280407643479,0.39231524720302113,0.033,2.4641,,2.46,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.936075928451367,3.6847277013834976
683004,Jack Leiter,2667,5.246,1.453,-0.047,0.476,0.37,0.498,0.332,0.63,83.9,P,False,SP,88.9,5.471,5.3135,1.0301412315469993,0.28876030927344054,0.7433318943706371,0.40047232159231155,0.033,2.4641,13.55,,,,0,0,0.0,4.967829380683456,3.4200185472426146
664875,Justin Lawrence,285,5.303,1.33,-0.045,0.412,0.354,0.459,0.304,0.646,90.1,P,False,RP,15.833333333333334,5.394,5.330299999999999,1.0314098922821093,0.3649368486967569,0.7315839758201992,0.3700762129726791,0.033,2.4617,,2.46,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,,
670329,Rico Garcia,586,5.248,1.412,-0.047,0.503,0.373,0.516,0.337,0.627,84.8,P,False,RP,20.20689655172414,5.383,5.2885,1.0181850694338443,0.25500016851776874,0.7509097519800012,0.41070402371524267,0.033,2.4579,,2.46,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.153590227483972,2.6377229463590943
621242,Edwin Díaz,1067,5.326,1.383,-0.044,0.486,0.384,0.471,0.329,0.616,91.8,P,False,RP,17.20967741935484,5.323,5.325099999999999,1.0431360037619442,0.3415004081587266,0.7239780110837208,0.395075709726945,0.033,2.4545,,2.45,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.950579759946711,3.5882738869871007
656546,Jeff Hoffman,1341,5.334,1.389,-0.044,0.475,0.379,0.467,0.322,0.621,92.3,P,False,RP,16.353658536585368,5.288,5.3202,1.0380889533543889,0.349850364094317,0.7243585429630055,0.389463719518026,0.033,2.452,,2.45,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.005796780016493,3.350028997673107
607455,Anthony Banda,1148,5.233,1.458,-0.047,0.461,0.399,0.464,0.321,0.601,82.6,P,False,RP,14.717948717948717,5.452,5.298699999999999,1.0362349743868657,0.3575580240643672,0.709176316636617,0.39320380536472826,0.033,2.4501,,2.45,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.883463493172679,3.780178101964907
661403,Emmanuel Clase,760,5.226,1.354,-0.047,0.551,0.371,0.521,0.309,0.629,80.8,P,False,RP,15.510204081632653,5.194,5.2164,0.9785497396083938,0.2509049521458824,0.7479887045006268,0.39971973756796914,0.033,2.4472,,2.45,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.19856198619762,2.39354232565881
640448,Kyle Finnegan,967,5.219,1.375,-0.048,0.527,0.344,0.528,0.346,0.656,80.1,P,False,RP,15.596774193548388,5.532,5.3129,1.0172398651277565,0.22916385626341973,0.7809458192010053,0.41396720137699405,0.033,2.4462,,2.45,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.16526865306873,2.62796135164458
650556,Bryan Abreu,1205,5.511,1.37,-0.037,0.462,0.421,0.441,0.329,0.579,97.4,P,False,RP,16.971830985915492,4.876,5.3205,1.0585707096434547,0.40151846025404625,0.6884438835096163,0.39608014598535707,0.033,2.4434,,2.44,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,4.985454893419131,3.53829834493523
694037,Daniel Palencia,940,5.342,1.407,-0.043,0.519,0.341,0.505,0.339,0.659,92.9,P,False,RP,15.666666666666666,5.314,5.3336,1.026889911022656,0.273213476874989,0.772800375484892,0.4027653050343028,0.033,2.4423,,2.44,+5/save (role-dependent),+3/hold (role-dependent),28,0,140.0,5.1107537119851365,2.9488798538010474
