rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_p25,xfp_rp3_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,mlb_id,atc,steamer,thebatx,zips,ext_n_systems,ext_mean_fp_per_g,ensemble_fp_per_start
140,518876,"Kelly, Merrill",4,4.0,-2.4000000000000017,-2.4000000000000017,0.0,12.772230460186794,mlb_lag,0,8.25775495569492,3.550589473597954,5.862882355753101,10.65262755563674,,,,1.0,8.26,11.285,-3.027,drop,0.0,0.0,,,,518876,12.223204985685568,11.615006858710563,11.554171013058207,11.711111111111112,4,11.775873492141361,9.665002370273498
141,593958,"Rodriguez, Eduardo",6,3.0,10.3,3.8,-6.5,9.627144594318452,mlb_lag,0,8.21449831656566,3.550589473597954,5.81962571662384,10.60937091650748,,,,1.0,8.21,11.285,-3.07,drop,42.2,97.0,81.2,0.6484,0.1433,593958,10.21958373441143,10.955132275132273,9.535502459893044,10.429583333333332,4,10.28495045069252,9.042679170216404
142,675989,"Bolton, Cody",3,1.0,5.433333333333333,5.699999999999999,0.267,10.354950255469117,mlb_lag,0,8.197108866959962,3.550589473597954,5.8022362670181415,10.591981466901782,,,,1.0,8.2,11.285,-3.088,drop,,0.0,,,,675989,,1.74234,,17.472499999999997,2,9.607419999999998,8.761233320175975
143,663903,"Singer, Brady",7,4.0,3.7857142857142847,4.999999999999999,1.214,10.21440724020354,mlb_lag,0,8.154137716254453,3.550589473597954,5.759265116312633,10.549010316196274,,,,1.0,8.15,11.285,-3.13,drop,4.7,7.0,100.0,0.6941,0.4541,663903,10.953353442035231,10.906224821312538,9.724282119342275,10.167419354838712,4,10.43781993438219,9.067610603505548
144,571578,"Corbin, Patrick",5,4.0,8.6,10.95,2.35,8.042941296246296,mlb_lag,0,8.130032444595408,3.550589473597954,5.735159844653587,10.524905044537228,,,,1.0,8.13,11.285,-3.155,drop,53.8,162.0,67.3,0.4485,0.117,571578,8.827275878748786,9.293471781305115,9.092304095453079,7.604583333333333,4,8.704408772210078,8.359782975641275
145,621121,"McCullers Jr., Lance",6,3.0,8.549999999999997,5.233333333333332,-3.317,6.265765404266853,mlb_lag,0,8.128701142601985,3.550589473597954,5.733828542660165,10.523573742543803,,,,1.0,8.13,11.285,-3.156,drop,11.9,16.0,100.0,0.8075,0.4652,621121,9.63986939592234,11.262561728395061,9.827844250659089,8.159999999999998,4,9.722568843744122,8.76624822305884
146,669160,"May, Dustin",7,4.0,5.585714285714284,9.349999999999998,3.764,8.714789593977878,mlb_lag,0,8.127980941416794,3.550589473597954,5.733108341474974,10.522853541358614,SD,0.9851,0.9851,1.034259162488992,8.41,11.285,-3.157,drop,3.9,2.0,100.0,0.3874,0.0016,669160,11.095631173161072,11.704436728395065,10.570602208793499,11.868421052631579,4,11.309772790745303,9.400697681148198
147,677944,"Cecconi, Slade",7,4.0,4.67142857142857,2.249999999999999,-2.421,10.084736926031075,mlb_lag,0,8.0923071138975,3.550589473597954,5.697434513955679,10.48717971383932,KC,0.98,0.98,0.9658382993519226,7.82,11.285,-3.192,drop,0.0,0.0,,,,677944,10.267468657747866,10.208188090050832,9.802810516431922,11.036363636363633,4,10.328707725148563,8.986867358397925
148,527048,"Pérez, Martín",4,2.0,12.075,15.65,3.575,8.373400690764134,mlb_lag,0,8.065808226089732,3.550589473597954,5.670935626147912,10.460680826031552,,,,1.0,8.07,11.285,-3.219,drop,87.2,211.0,55.8,0.4847,0.0374,527048,8.671240562528206,8.708962962962962,6.642873913706357,9.636315789473683,4,8.414848307167802,8.20542425852096
149,679883,Luinder Avila,2,0.0,-4.750000000000001,-4.750000000000001,0.0,9.132315620787333,milb_translation,0,8.034725303202828,3.550589473597954,5.639852703261008,10.429597903144648,,,,1.0,8.03,11.285,-3.25,drop,,,,,,679883,2.1757501365021277,1.8785785714285712,2.446864788262754,9.01933333333333,4,3.880131707381696,6.372887864874375
150,686799,"Kochanowicz, Jack",7,4.0,12.914285714285713,13.599999999999998,0.686,4.723016776081376,mlb_lag,0,7.968067280703697,3.550589473597954,5.573194680761877,10.362939880645516,TOR,0.9595,0.9595,1.053481738710508,8.39,11.285,-3.317,drop,100.0,28.0,24.0,0.3048,-0.0868,686799,9.08908261454227,9.436599647266313,9.638247800586509,6.617083333333333,4,8.695253348932106,8.25894170799506
151,605135,"Bassitt, Chris",6,3.0,3.0333333333333314,9.966666666666663,6.933,10.766513710906906,mlb_lag,0,7.966591834074249,3.550589473597954,5.571719234132429,10.361464434016067,,,,1.0,7.97,11.285,-3.318,drop,0.5,1.0,100.0,0.6222,0.4524,605135,10.954003733474497,11.408971193415635,10.195650053982515,10.573703703703703,4,10.783082171144088,9.093187968902184
152,680736,"Wrobleski, Justin",5,4.0,16.52,17.75,1.23,10.354950255469117,mlb_lag,0,7.95583590047405,3.550589473597954,5.56096330053223,10.35070850041587,ATL,1.0667,1.0667,0.9616070407636668,7.65,11.285,-3.329,drop,100.0,4.0,,,,680736,27.27380432001364,25.53212757201645,,14.266666666666667,3,22.357532852898917,13.716514681443996
153,663978,"Paddack, Chris",6,4.0,1.9666666666666648,1.4499999999999988,-0.517,8.464200710222277,mlb_lag,0,7.926020698861299,3.550589473597954,5.531148098919479,10.32089329880312,,,,1.0,7.93,11.285,-3.359,drop,1.9,2.0,100.0,0.4976,0.4024,663978,9.404742361211397,10.370886243386245,8.704838349017045,9.326521739130435,4,9.45174717318628,8.53631128859129
154,663372,"Feltner, Ryan",5,2.0,4.56,7.15,2.59,8.356611298563518,mlb_lag,1,7.817673647127908,3.550589473597954,5.422801047186088,10.212546247069728,,,,1.0,7.82,11.285,-3.467,il,20.6,13.0,100.0,0.5401,0.349,663372,8.588727434889124,9.060967078189298,7.194044709561589,6.875,4,7.929684805660003,7.862478110540746
155,677958,"Rocker, Kumar",6,4.0,7.583333333333332,7.124999999999998,-0.458,6.963663350364607,mlb_lag,0,7.784172223566259,3.550589473597954,5.389299623624439,10.17904482350808,,,,1.0,7.78,11.285,-3.5,drop,50.0,6.0,100.0,0.5854,0.2137,677958,11.113055160931578,11.414440035273369,10.856020185137567,9.181874999999998,4,10.641347595335628,8.927042372274006
156,682052,"Lopez, Jacob",6,3.0,3.9166666666666656,5.533333333333332,1.617,10.997497236414947,mlb_lag,0,7.766422865535604,3.550589473597954,5.371550265593784,10.161295465477425,,,,1.0,7.77,11.285,-3.518,drop,0.0,0.0,,,,682052,10.98252269835265,10.633284832451501,10.819337116327057,12.199473684210524,4,11.158654582835434,9.123315552455535
157,665871,"Assad, Javier",3,2.0,7.233333333333332,1.4999999999999982,-5.733,9.90115729322745,mlb_lag,0,7.717032958926064,3.550589473597954,5.322160358984244,10.111905558867884,,,,1.0,7.72,11.285,-3.568,drop,15.4,8.0,100.0,0.5419,0.4944,665871,29.53257767449387,39.071762345679005,,10.063157894736841,3,26.222499304969904,15.1192194973436
158,608372,"Sugano, Tomoyuki",6,3.0,11.233333333333333,7.133333333333333,-4.1,8.05983710501513,mlb_lag,0,7.694268594421475,3.550589473597954,5.299395994479655,10.089141194363297,,,,1.0,7.69,11.285,-3.59,drop,72.0,18.0,61.5,0.5434,0.0623,608372,7.4196629157981056,6.583879392212723,6.245360106698284,7.387916666666665,4,6.909204770343945,7.380243064790463
159,681517,"Leahy, Kyle",6,3.0,5.266666666666666,5.799999999999998,0.533,10.354950255469117,mlb_lag,0,7.678867922540832,3.550589473597954,5.283995322599012,10.073740522482652,SD,0.9851,0.9851,1.034259162488992,7.94,11.285,-3.606,drop,,0.0,,,,681517,12.703118178983473,14.120829903978048,13.060236455761988,34.222,4,18.526546134680878,12.01793920739685
160,641778,"Lauer, Eric",5,2.0,4.899999999999999,5.9,1.0,10.890934390966818,mlb_lag,0,7.648288425287966,3.550589473597954,5.253415825346146,10.043161025229786,LAA,0.9785,0.9785,1.0330257826190417,7.9,11.285,-3.636,drop,18.7,23.0,100.0,0.6701,0.4563,641778,36.26648838153754,41.70101543209875,36.45043922651932,11.539444444444444,4,31.489346871150012,17.184711803632787
161,669461,"Liberatore, Matthew",7,4.0,6.928571428571428,5.699999999999998,-1.229,8.815970840429696,mlb_lag,0,7.595918069948926,3.550589473597954,5.201045470007106,9.990790669890746,SD,0.9851,0.9851,1.034259162488992,7.86,11.285,-3.689,drop,44.7,21.0,100.0,0.6016,0.2819,669461,9.958552043434334,10.149745824255627,9.715616164552818,10.816666666666663,4,10.160145174727361,8.6216089118603
162,571945,"Mikolas, Miles",5,2.0,1.019999999999999,9.2,8.18,8.315063464813706,mlb_lag,0,7.562274435725941,3.550589473597954,5.167401835784121,9.95714703566776,,,,1.0,7.56,11.285,-3.722,drop,0.0,0.0,,,,571945,8.549232679992238,8.698676697530864,7.418504560450223,7.228,4,7.9736034844933315,7.726806055232897
163,605288,"Houser, Adrian",6,3.0,1.7999999999999985,-1.933333333333335,-3.733,10.173264458250552,mlb_lag,0,7.562103750150496,3.550589473597954,5.167231150208676,9.956976350092315,,,,1.0,7.56,11.285,-3.723,drop,4.2,5.0,100.0,0.6097,0.5087,605288,9.253306948992503,9.170659722222224,8.941310217365102,9.627272727272725,4,9.248137403963138,8.236517211675553
164,691946,George Klassen,2,0.0,-4.800000000000001,-4.800000000000001,0.0,8.560173897399773,milb_translation,0,7.56066239791893,3.550589473597954,5.16578979797711,9.95553499786075,,,,1.0,7.56,11.285,-3.724,drop,,,,,,691946,13.148831994164821,13.687932098765431,14.004537342386033,7.691739130434781,4,12.133260141437766,9.389701495326465
165,621111,"Buehler, Walker",6,3.0,6.399999999999999,4.866666666666665,-1.533,6.06759127659971,mlb_lag,0,7.558577840456031,3.550589473597954,5.1637052405142105,9.953450440397852,,,,1.0,7.56,11.285,-3.726,drop,19.9,28.0,83.3,0.4437,0.2533,621111,9.847504043937853,11.888238977072309,9.971686259757357,8.689499999999999,4,10.09923232019188,8.574839632350372
166,500779,"Quintana, Jose",5,4.0,7.039999999999999,7.999999999999998,0.96,10.178384553046335,mlb_lag,0,7.465496545785003,3.550589473597954,5.070623945843183,9.860369145726825,NYM,0.9556,0.9556,0.9608511203850754,7.17,11.285,-3.819,drop,19.9,53.0,96.1,0.6672,0.3465,500779,7.695228105077541,6.813981481481481,4.976072252113755,7.069565217391303,4,6.63871176401602,7.13478263307741
167,676571,"Poulin, PJ",4,3.0,3.925,3.8,-0.125,10.354950255469117,mlb_lag,0,7.27933995349063,3.550589473597954,4.88446735354881,9.67421255343245,,,,1.0,7.28,11.285,-4.005,drop,,0.0,,,,676571,2.010856547819734,1.9616203389830509,2.0455916905192546,58.844999999999985,4,16.215767144330506,10.85391082982658
168,663362,"Waldron, Matt",3,3.0,-0.6333333333333329,-0.6333333333333329,0.0,10.3979334979573,mlb_lag,0,7.218740712176683,3.550589473597954,4.823868112234863,9.613613312118504,,,,1.0,7.22,11.285,-4.066,drop,6.451612903225806,2.0,,,,663362,8.652709260144162,9.065209876543205,8.719944481830419,8.276190476190473,4,8.678513523677065,7.802649836776836
169,453286,"Scherzer, Max",5,2.0,0.0599999999999994,-4.4,-4.46,12.07876356191172,mlb_lag,1,7.099919426594617,3.550589473597954,4.705046826652797,9.494792026536436,,,,1.0,7.1,11.285,-4.185,il,0.3676470588235294,1.0,,,,453286,11.603460798974575,13.95006734006734,11.105215252152522,10.446842105263155,4,11.776396374114398,8.97051020560253
170,700241,"McGreevy, Michael",7,4.0,13.499999999999998,12.4,-1.1,8.062055897380535,mlb_lag,0,7.082725731557304,3.550589473597954,4.6878531316154834,9.477598331499124,SD,0.9851,0.9851,1.034259162488992,7.33,11.285,-4.202,drop,100.0,13.0,90.0,0.6635,0.2175,700241,10.279673023135397,10.481247795414456,10.018090488519164,10.400000000000002,4,10.294752826767255,8.367536569641285
171,641743,"Kay, Anthony",5,3.0,3.7399999999999993,-2.8000000000000007,-6.54,10.354950255469117,mlb_lag,0,6.969719964456743,3.550589473597954,4.574847364514923,9.364592564398563,SEA,1.0127,1.0127,0.9786514046632544,6.82,11.285,-4.315,drop,0.0,0.0,,,,641743,10.389034520242225,11.572070275403608,9.311883507286808,9.9055,4,10.294622075733159,8.29968080896731
172,680573,"Woods Richardson, Simeon",7,4.0,1.5999999999999996,-2.8500000000000005,-4.45,9.776540754525753,mlb_lag,0,6.9121071282184605,3.550589473597954,4.51723452827664,9.30697972816028,WSH,1.0023,1.0023,0.9626642974343108,6.65,11.285,-4.373,drop,0.0,0.0,,,,680573,9.688942501160808,10.206134259259256,9.503045581179384,9.976399999999998,4,9.843630585399861,8.08471651109102
173,682227,"Williamson, Brandon",6,3.0,4.0666666666666655,1.2666666666666646,-2.8,9.723983125369534,mlb_lag,1,6.635367266373969,3.550589473597954,4.240494666432149,9.030239866315789,,,,1.0,6.64,11.285,-4.649,il,0.0,0.0,,,,682227,13.629152388743902,12.568643518518519,13.59767765957447,6.477777777777776,4,11.568312836153666,8.608545494285847
174,664299,"Javier, Cristian",3,0.0,-3.7333333333333343,-3.7333333333333343,0.0,10.327293380381075,mlb_lag,1,6.586840339349117,3.550589473597954,4.191967739407297,8.981712939290937,,,,1.0,6.59,11.285,-4.698,il,1.1,1.0,100.0,0.6714,1.2902,664299,9.860558995011118,9.69542846768337,9.968602684832694,10.143888888888888,4,9.917119759104018,7.918952107251077
175,641793,"Littell, Zack",5,3.0,-1.2000000000000004,-9.0,-7.8,11.205184988474754,mlb_lag,0,6.581498391115747,3.550589473597954,4.186625791173927,8.976370991057568,,,,1.0,6.58,11.285,-4.703,drop,1.3,1.0,100.0,0.7384,0.8453,641793,10.089033928112713,9.958553240740738,9.015538868908823,10.72653846153846,4,9.947416124825184,7.927865484599521
176,687064,"Young, Brandon",3,2.0,1.3999999999999992,-3.5500000000000007,-4.95,5.950380788882238,mlb_lag,0,6.513273605165154,3.550589473597954,4.118401005223334,8.908146205106974,,,,1.0,6.51,11.285,-4.771,drop,0.0,0.0,,,,687064,17.992476703005355,30.985703703703695,,8.511111111111111,3,19.163097172606722,11.57320303214178
177,592836,"Walker, Taijuan",4,1.0,-0.9000000000000012,-7.800000000000001,-6.9,7.120287504912866,mlb_lag,0,6.044264458962751,3.550589473597954,3.6493918590209313,8.43913705890457,,,,1.0,6.04,11.285,-5.24,drop,3.2,7.0,100.0,0.5857,0.7448,592836,9.39564719288731,11.125456790123454,9.743872638634981,7.81,4,9.518744155411436,7.434056337542225
178,806960,Luis Morales,2,0.0,-4.400000000000002,-4.400000000000002,0.0,8.816784380668306,milb_translation,0,6.018990432533244,3.550589473597954,3.624117832591424,8.413863032475064,,,,1.0,6.02,11.285,-5.266,drop,,,,,,806960,10.271990684487648,10.78841049382716,10.760017719724583,10.544999999999998,4,10.591354724509847,7.8479361493238855
179,608566,"Márquez, Germán",6,3.0,4.899999999999998,5.566666666666664,0.667,4.4751903944411175,mlb_lag,1,5.865854915433922,3.550589473597954,3.470982315492102,8.260727515375741,,,,1.0,5.87,11.285,-5.419,il,15.9,31.0,92.3,0.4917,0.2939,608566,7.676331857375903,9.315097736625516,6.475490561640643,7.900434782608695,4,7.841838734562689,6.656248443085429
