event,n,seasons,dkbb_pct,ctrl_dkbb_pct,excess_dkbb_pct,t_dkbb,dfp,ctrl_dfp,excess_dfp,t_dfp
IL_SHORT,244,219,4.3962117942310295,4.372552228576747,0.023659565654282844,0.6551274104783681,3.414944760981584,3.4102273555205995,0.004717405460984647,-0.09234820775362389
IL_MED,136,134,5.050120088306866,4.914167057959006,0.13595303034786,1.868625333421178,3.988724557347133,4.002484048898672,-0.013759491551538883,-0.15496916875306896
ROLE_ROT,92,77,4.5948879600923505,4.574218030232262,0.02066992986008831,0.06133473780416187,4.215391049723859,4.159059990048057,0.05633105967580221,0.6145128234826096
TRADE,88,86,3.9159964517813757,3.8281689092427427,0.08782754253863301,0.9867916025414478,3.6183175921421333,3.513729637767908,0.10458795437422541,1.0755538204373671
ROLE_PEN,87,75,4.7984095825822415,4.799535284708057,-0.0011257021258153088,0.14484329257287068,4.319430589783158,4.191878436691198,0.1275521530919601,1.8392191557804278
IL_LONG,37,37,4.043221205676232,4.10930435453083,-0.06608314885459787,-0.5697417975163037,4.035646549988656,3.9525773058033526,0.08306924418530359,0.667576359629555
