batter,name,level,anchor_season,plateAppearances,k_pct,bb_pct,iso,hr_per_pa,projected_fp_per_pa,sample_quality
683227,Cody Freeman,AAA,2025,426.0,0.10406736499021643,0.08162030228406283,0.19740519966550876,0.04460093896713615,0.5239485905210206,med
805779,Jacob Wilson,AAA,2025,131.0,0.09726041562955594,0.09061592641306082,0.18755862534927034,0.03816793893129771,0.5234727809179386,low
650968,Yohel Pozo,AAA,2025,773.0,0.10273318053450803,0.04115954066599891,0.209456524633987,0.045278137128072445,0.5212745018543306,high
665877,José Fermín,AAA,2025,614.0,0.0972948655567436,0.14276229552019193,0.18819665274114233,0.030944625407166124,0.5109548393054246,high
669364,Xavier Edwards,AAA,2025,560.0,0.08802699900845998,0.10898830151729855,0.12174289534718358,0.014285714285714285,0.5106776992360185,high
669236,Jeremiah Jackson,AAA,2025,171.0,0.14535385015257654,0.062480734322572146,0.22445706646165806,0.06432748538011696,0.5101264031595182,low
691594,Javier Sanoja,AAA,2024,492.0,0.07921467766308192,0.092785108634977,0.14807051605129307,0.012195121951219513,0.5099137573159211,med
681460,Brooks Baldwin,AAA,2025,167.0,0.16553629685130036,0.10461527715886536,0.2571499408127513,0.08383233532934131,0.5074791628751387,low
609280,Miguel Andujar,AAA,2025,502.0,0.13091946509830105,0.0978941511651446,0.18629030467164867,0.03187250996015936,0.5035899435313315,high
701675,Nathan Church,AAA,2025,242.0,0.1277375476332622,0.1021411666708101,0.1756338479741221,0.028925619834710745,0.4996855447061347,med
702332,Caleb Durbin,AAA,2025,433.0,0.11273172289096386,0.11431947279815582,0.17930018148612697,0.02771362586605081,0.49773691058178676,med
686527,Dominic Canzone,AAA,2025,631.0,0.17304882689615803,0.1093464829020753,0.24043890148275487,0.05705229793977813,0.4913493372876543,high
669134,Luis Campusano,AAA,2025,530.0,0.17555379556821218,0.13957504603399531,0.22658356446037156,0.0509433962264151,0.4906683093206811,high
689041,Rhylan Thomas,AAA,2026,1155.0,0.07720186757079832,0.07569705232491075,0.0981060385026843,0.012987012987012988,0.49022806238057004,high
664983,Jake McCarthy,AAA,2025,458.0,0.14590104128425713,0.09306860036096246,0.17360283794353512,0.021834061135371178,0.4896224002056325,med
641343,Jake Bauers,AAA,2025,119.0,0.20992591835332505,0.1503757032028176,0.30219661261316044,0.11764705882352941,0.4895634626542795,low
664770,Nathan Lukes,AAA,2025,460.0,0.14533988343316384,0.08916478393110187,0.1566305087270292,0.02826086956521739,0.48921987909835374,med
695506,Jac Caglianone,AAA,2025,129.0,0.177654705742038,0.10014095633806572,0.2356430025767518,0.08527131782945736,0.4890896962610955,low
682641,Luis Matos,AAA,2026,542.0,0.12259180913375409,0.07632367705259034,0.1884785618763442,0.03874538745387454,0.4882380050044668,high
681508,Mickey Gasper,AAA,2026,545.0,0.16330622991490903,0.14263534987250076,0.21257054124676414,0.044036697247706424,0.4861454226341959,high
702176,Alan Roden,AAA,2026,515.0,0.14226133756264342,0.13008097669554958,0.17842378805839046,0.02912621359223301,0.486045568626768,high
669397,Nick Allen,AAA,2024,747.0,0.12977261718713906,0.12624413732220352,0.14819875442075967,0.01606425702811245,0.4856892078115005,high
666135,Alex Kirilloff,AAA,2024,235.0,0.18890339684752955,0.11620532630419818,0.23050971440678117,0.06382978723404255,0.4856748489816344,med
595777,Jurickson Profar,AAA,2025,79.0,0.15522834090104448,0.13369988268948074,0.19907666258629472,0.06329113924050633,0.48561016699576376,low
691458,Blaze Jordan,AAA,2026,495.0,0.1293698542315675,0.06890722801304705,0.18925965310332177,0.04242424242424243,0.4851079070554143,med
695238,Will Wagner,AAA,2026,533.0,0.12107971180188863,0.14533933754780887,0.14379547110556296,0.020637898686679174,0.48499789310982133,high
688005,Francisco Urbaez,AAA,2026,597.0,0.12450573683184164,0.10760373123064992,0.14571613433273853,0.010050251256281407,0.484686684859152,high
622569,Pablo Reyes,AAA,2026,567.0,0.14960170510130774,0.12743598301013942,0.19684837905816327,0.04056437389770723,0.4842284254945226,high
701398,Sal Stewart,AAA,2025,165.0,0.1758966194899786,0.11295199623176246,0.23158899154434362,0.06060606060606061,0.483714207474305,low
802139,JJ Wetherholt,AAA,2025,221.0,0.16575352094393303,0.1212843582598662,0.2079768559191445,0.04524886877828054,0.4820217420177257,med
683021,Michael Stefanic,AAA,2026,760.0,0.10829301109575605,0.12209279147414302,0.1130384365371707,0.011842105263157895,0.48036416049521047,high
702284,Cole Young,AAA,2025,245.0,0.1363171783122793,0.12154283768526679,0.1748338870739102,0.02040816326530612,0.4802512316246486,med
800325,Luis Lara,AAA,2026,143.0,0.15665157191389142,0.12345596982618516,0.18386793189519024,0.04895104895104895,0.48008386276733706,low
680709,Nick Dunn,AAA,2025,732.0,0.11183931740561262,0.1020820661074724,0.1272440440344072,0.01639344262295082,0.47961894674285765,high
656024,Carlos Pérez,AAA,2024,1175.0,0.11070971827532085,0.06582649749953443,0.17390422313832504,0.03829787234042553,0.47958060832356114,high
680728,Adrian Del Castillo,AAA,2026,553.0,0.18890745366805867,0.1194483930593614,0.25014580354707117,0.054249547920433995,0.4792345452403019,high
687231,Darell Hernaiz,AAA,2025,855.0,0.12412758402759037,0.09731128691247858,0.1336981021620812,0.0152046783625731,0.4791298082987918,high
677950,Alek Thomas,AAA,2024,328.0,0.1616662424485083,0.09796444932688408,0.17936703937715762,0.027439024390243903,0.47899755700235325,med
702331,Noah Mendlinger,AAA,2025,102.0,0.13318974929163693,0.10857563862087649,0.16087022716909377,0.00980392156862745,0.47815878328829514,low
691182,Adael Amador,AAA,2026,509.0,0.13321664164941996,0.1330045987976404,0.15987757535071614,0.0275049115913556,0.4779557637259906,high
669394,Jake Burger,AAA,2025,75.0,0.15242029174255692,0.10247016572238314,0.1755583519332846,0.04,0.47784340948034176,low
682653,Warming Bernabel,AAA,2025,316.0,0.13983175368416273,0.08156797836879098,0.15440064879426846,0.02531645569620253,0.47770955911828844,med
663494,Bryan Torres,AAA,2026,529.0,0.14906667079544986,0.15898219502029093,0.1463812314547586,0.020793950850661626,0.4773952747702118,high
807713,Matt Shaw,AAA,2025,262.0,0.16949297945728317,0.12412231768347251,0.21362985948203153,0.04961832061068702,0.4772944312643042,med
679845,Nick Loftin,AAA,2026,490.0,0.14145503472458176,0.15254203503010677,0.15860093208057408,0.022448979591836733,0.4770345308340678,med
687462,Spencer Horwitz,AAA,2025,776.0,0.15978078873833157,0.15289072945367244,0.1648789606767723,0.019329896907216496,0.47671443266141283,high
695578,James Wood,AAA,2024,231.0,0.19150000711347498,0.15386339671270813,0.2077871241569545,0.04329004329004329,0.4765194179897919,med
676857,Jancarlos Cintron,AAA,2024,411.0,0.13530042902339962,0.07618157399590292,0.1305810391752495,0.0072992700729927005,0.47529994192301506,med
656976,Pavin Smith,AAA,2025,596.0,0.17618405394092254,0.1550751135077831,0.20293657944159102,0.03691275167785235,0.4752954566834247,high
592622,Mark Payton,AAA,2024,1018.0,0.15837337854361894,0.10548191798918281,0.19702897050371515,0.0343811394891945,0.4751008130423502,high
672478,Jordan Diaz,AAA,2024,725.0,0.17417388798728817,0.07385307189321987,0.2054080905316557,0.044137931034482755,0.4745226449512302,high
643393,Tony Kemp,AAA,2024,326.0,0.12882513489642802,0.10781404768053143,0.15372550703606896,0.027607361963190184,0.47415966027958717,med
693409,César Prieto,AAA,2026,1165.0,0.13453083191715914,0.06245043531048458,0.16718592702076698,0.024892703862660945,0.4741476391314856,high
677595,Ronny Mauricio,AAA,2026,102.0,0.19012511789209852,0.10395940924635146,0.21623453762908892,0.08823529411764706,0.47407551701988454,low
802415,Chandler Simpson,AAA,2025,156.0,0.1322997193761351,0.07786046484928535,0.11898007019833844,0.0,0.47406610105558533,low
800050,Chase DeLauter,AAA,2025,176.0,0.16346076010697114,0.133812605077598,0.19667336933458274,0.03977272727272727,0.4737940288838104,low
663527,Tyler Nevin,AAA,2024,639.0,0.17986624044352106,0.10274531030027928,0.20994127066636498,0.0406885758998435,0.47367086512629,high
493329,Yuli Gurriel,AAA,2024,333.0,0.15960942002549927,0.1153089706972434,0.18332534512003343,0.036036036036036036,0.47342776346900434,med
663611,Nick Madrigal,AAA,2026,115.0,0.11314439484868548,0.12092930543145579,0.12746076491472236,0.0,0.4733836786563947,low
545121,Ildemaro Vargas,AAA,2025,252.0,0.12043826726040123,0.09355761079948026,0.14367961985940084,0.01984126984126984,0.4732664957281487,med
810938,Ben Williamson,AAA,2025,240.0,0.15192246461748393,0.10568317353357956,0.15462608277086345,0.020833333333333332,0.47292999380607853,med
669256,Nick Solak,AAA,2026,939.0,0.14394421331183177,0.11260808533952166,0.14455913455060507,0.025559105431309903,0.47281312722732527,high
691001,Robert Moore,AAA,2026,91.0,0.144372643036556,0.13088900873174342,0.1870324973801073,0.054945054945054944,0.4724159662552032,low
686823,Will Brennan,AAA,2026,253.0,0.15271651469175707,0.065155242684881,0.145018241634217,0.019762845849802372,0.472118512243089,med
677587,Brayan Rocchio,AAA,2025,725.0,0.13576654698757348,0.1138573078805055,0.16400625790613652,0.019310344827586208,0.471765214287683,high
700250,Ben Rice,AAA,2024,138.0,0.2006388993435415,0.15096127862145542,0.24932584780188194,0.08695652173913043,0.47167193688927345,low
683679,Jesus Rodriguez,AAA,2026,650.0,0.13633840718101403,0.11733306755701733,0.11632692089713724,0.013846153846153847,0.4708052551831707,high
665998,Ismael Munguia,AAA,2026,520.0,0.10655218810089649,0.09354806559316613,0.11798666504326726,0.011538461538461539,0.47024721482784604,high
671289,Tyler Freeman,AAA,2025,160.0,0.15716699720565994,0.11512415000545019,0.16056598717863685,0.01875,0.47015117769861714,low
664954,Brett Sullivan,AAA,2025,1027.0,0.1366851328291124,0.10020610381669658,0.1791768532300411,0.027263875365141188,0.4694266028687124,high
678246,Miguel Vargas,AAA,2024,996.0,0.1701955512026716,0.15139487619699488,0.20707906752408342,0.035140562248995984,0.46933032215328424,high
672569,Gustavo Campero,AAA,2025,223.0,0.1504478423506897,0.09886154489602803,0.14537332234823352,0.008968609865470852,0.46923659826128283,med
542208,Carlos Pérez,AAA,2026,1062.0,0.17807510614841351,0.1084335633973864,0.2546060383312003,0.05555555555555555,0.4690663255929834,high
694249,Cole Carrigg,AAA,2026,144.0,0.17058955440450962,0.09426147814656964,0.1597034744161328,0.013888888888888888,0.46900767239066277,low
685341,Ripken Reyes,AAA,2025,139.0,0.13355145419721198,0.10850325942015503,0.1371885102967802,0.0,0.46882672614978105,low
605353,Vimael Machín,AAA,2026,621.0,0.16270230410942726,0.10818280259051734,0.17988726644165678,0.0322061191626409,0.4686511504466098,high
686452,Drew Millas,AAA,2025,679.0,0.1428643293440395,0.09233925417383446,0.15906419943845046,0.023564064801178203,0.46840032882455346,high
664058,David Fletcher,AAA,2025,757.0,0.10352110083873341,0.07109950875311209,0.09780834738123917,0.009247027741083224,0.4683058433190115,high
670092,Trenton Brooks,AAA,2025,1329.0,0.15448289372587848,0.1511072631220553,0.19676695524909216,0.035364936042136946,0.4681987830334562,high
672613,Eliezer Alfonzo,AAA,2026,112.0,0.13255970406116255,0.12264056918756129,0.13144163484277102,0.008928571428571428,0.46772160644995825,low
686797,Brooks Lee,AAA,2025,293.0,0.16877263281939145,0.09397526463464899,0.20019701938036158,0.04436860068259386,0.4675615613732058,med
805367,Chase Meidroth,AAA,2025,598.0,0.13613486228760668,0.17755340831148578,0.13232606309836198,0.016722408026755852,0.46747668703891604,high
660758,Sandro Fabian,AAA,2024,1093.0,0.15674458115353096,0.07202748056320736,0.20343280187556073,0.04025617566331199,0.4673379264592125,high
608385,Jesse Winker,AAA,2025,102.0,0.170226786328674,0.1778825693139458,0.18692404249921962,0.049019607843137254,0.46598734453613444,low
686948,Drake Baldwin,AAA,2024,346.0,0.1742032070690178,0.14109592895046277,0.1808259707295622,0.03757225433526012,0.46591854352189943,med
622268,Donovan Walton,AAA,2026,1009.0,0.13358303938121605,0.11361569041277096,0.14336743783437048,0.02576808721506442,0.4658716847973907,high
665953,Andrés Chaparro,AAA,2026,777.0,0.19808873249524486,0.11516510908524857,0.2350517184263661,0.05405405405405406,0.4657700825640054,high
641555,J.C. Escarra,AAA,2025,334.0,0.16897649590163755,0.1288762188972743,0.1709108674129097,0.029940119760479042,0.4657599865269049,med
667442,Connor Hollis,AAA,2024,130.0,0.1617184319474801,0.11708167092133213,0.1551439463325493,0.0,0.4653262207815888,low
668709,JJ Bleday,AAA,2026,236.0,0.20878469290040527,0.12499940674929463,0.21328023446744795,0.05084745762711865,0.46521225928222265,med
679822,Justin Foscue,AAA,2026,812.0,0.1557342535533486,0.12938574634623135,0.18990917454998812,0.03694581280788178,0.4651126620458346,high
608841,Joey Meneses,AAA,2026,762.0,0.1542582349130413,0.08120626527582714,0.1805879310660999,0.03280839895013123,0.46467600496732836,high
696100,Hunter Goodman,AAA,2024,206.0,0.23581391755647074,0.09780648467943265,0.28246087450749396,0.0825242718446602,0.46458938789606263,med
641432,Willie Calhoun,AAA,2024,486.0,0.14785073639198026,0.1039740346619563,0.1554577539784489,0.02880658436213992,0.4645164800646587,med
694374,Tim Tawa,AAA,2025,235.0,0.19856521825506843,0.10427545970572254,0.23353334366228976,0.05531914893617021,0.46436130903788253,med
676059,Jordan Westburg,AAA,2025,356.0,0.21292485429145477,0.09634271710837072,0.246490189512873,0.06460674157303371,0.46430599788765503,med
678554,Curtis Mead,AAA,2025,757.0,0.17451253290727686,0.0956035927671144,0.19611575498929062,0.03302509907529723,0.4639474771950576,high
690022,Ryan Ritter,AAA,2026,298.0,0.21452589133664793,0.12562763986875125,0.2428831505307869,0.06040268456375839,0.46377951202066936,med
665750,Leody Taveras,AAA,2025,377.0,0.16379116564129334,0.11096913836775063,0.16971059690312112,0.03183023872679045,0.4637282800730621,med
578428,Jose Iglesias,AAA,2024,310.0,0.17493649208113846,0.07055801051684485,0.18202220315894624,0.035483870967741936,0.46370373825220135,med
681581,Andy Weber,AAA,2025,445.0,0.15955789977276275,0.0861142733970955,0.143229495183866,0.01348314606741573,0.46345148168915384,med
681624,Andy Pages,AAA,2024,118.0,0.20632866331472596,0.10059075372434124,0.21636167184041075,0.06779661016949153,0.4633796756652786,low
694876,Cooper Ingle,AAA,2026,174.0,0.17436012435264941,0.2007291995173832,0.18439083161316983,0.034482758620689655,0.46307437386423234,low
694208,Moisés Ballesteros,AAA,2025,794.0,0.16460976508810912,0.09276541275326292,0.16291869477968318,0.028967254408060455,0.4629347743568893,high
660707,Elehuris Montero,AAA,2024,757.0,0.22365544929011164,0.10260068181085925,0.2531845583258995,0.0607661822985469,0.46248035843133395,high
592144,Wynton Bernard,AAA,2024,1311.0,0.16610248145151074,0.08357816039114556,0.1774796206975992,0.02822273073989321,0.46247686273270144,high
605612,Harold Castro,AAA,2025,403.0,0.19778993387741942,0.07342401391931819,0.20844302507635698,0.052109181141439205,0.46233137236616473,med
676724,Jared Young,AAA,2025,983.0,0.19901892558508646,0.13197809695421703,0.236821193768193,0.04984740590030519,0.46221887149086266,high
676356,Jonny DeLuca,AAA,2025,265.0,0.16792842887767748,0.11214323014086863,0.18560719466503836,0.033962264150943396,0.4621371670957986,med
689070,Spencer Packard,AAA,2026,682.0,0.14124025484975736,0.12531943819407032,0.13928185445181418,0.017595307917888565,0.4617151446271173,high
641943,Joshua Palacios,AAA,2025,380.0,0.19903804405737544,0.11444224791961885,0.21297784549893362,0.042105263157894736,0.4610607464015353,med
666906,Jake Alu,AAA,2024,793.0,0.156771983669427,0.08950591748253794,0.15620421529305487,0.02395964691046658,0.4606584198412577,high
