batter,xw_L225,n_L225,pa26_in_L225,pa25_in_L225,L225_from,L225_to,xw_2026,pa_2026,xw_2025,days_since_last_pa,k,name,pos,tm,own,inj,full_225
681481,0.3001804355555555,225,225,0,2026-04-04,2026-07-26,0.29882651361867707,257,0.33845430044771285,14,kerry carpenter,Kerry Carpenter,RF,Det,7.22,TEN_DAY_DL,True
807713,0.3001452334386478,225,146,79,2025-09-02,2026-06-28,0.30182444520547946,146,0.30553036461679584,42,matt shaw,Matt Shaw,3B,ChC,1.71,TEN_DAY_DL,True
656555,0.2999419333333333,225,225,0,2026-04-27,2026-08-09,0.3003423039215687,306,0.31374679123883614,0,rhys hoskins,Rhys Hoskins,1B,Cle,1.4,ACTIVE,True
691723,0.29981827111111115,225,225,0,2026-04-24,2026-08-09,0.30184477516778524,298,0.2885185528147777,0,coby mayo,Coby Mayo,1B,Bal,1.36,ACTIVE,True
676439,0.2998040828803717,225,166,59,2025-08-27,2026-08-08,0.30818474096385545,166,0.2748100247044864,1,hunter feduccia,Hunter Feduccia,C,LAD,0.16,ACTIVE,True
596103,0.29968704281982766,225,73,152,2025-03-31,2026-06-17,0.2360530410958904,73,0.3324462775518324,53,austin slater,Austin Slater,LF,TB,0.01,ACTIVE,True
695600,0.29966882222222224,225,225,0,2026-06-04,2026-08-08,0.28353256682027655,434,0.44694860957400095,1,carter jensen,Carter Jensen,C,KC,35.75,ACTIVE,True
680869,0.2996218133333333,225,225,0,2026-04-24,2026-07-09,0.29006986776859506,242,0.21874415638281342,31,zack gelof,Zack Gelof,2B,Oak,15.15,ACTIVE,True
545121,0.29959962222222225,225,225,0,2026-05-10,2026-08-09,0.3172788225352113,355,0.2874277874999999,0,ildemaro vargas,Ildemaro Vargas,2B,Ari,26.1,ACTIVE,True
691176,0.29951677757745376,225,212,13,2025-09-13,2026-08-03,0.29041573113207547,212,0.3063527544205548,6,jasson dominguez,Jasson Dominguez,LF,NYY,2.72,ACTIVE,True
521692,0.2994284488888889,225,225,0,2026-05-31,2026-08-09,0.29667902832244014,459,0.35885643749678914,0,salvador perez,Salvador Perez,C,KC,66.92,ACTIVE,True
656582,0.2985045010741355,124,45,79,2025-04-15,2026-06-20,0.33797886666666666,45,0.27601910295180765,50,connor joe,Connor Joe,RF,Sea,0.03,ACTIVE,False
663611,0.29810484615384614,52,52,0,2026-05-29,2026-06-18,0.29810484615384614,52,,52,nick madrigal,Nick Madrigal,3B,LAA,0.02,ACTIVE,False
700932,0.29810198666666665,225,225,0,2026-05-12,2026-08-02,0.3064291436619718,355,0.32234784631910846,7,kyle manzardo,Kyle Manzardo,DH,Cle,2.43,ACTIVE,True
693304,0.2979789866666667,225,225,0,2026-06-09,2026-08-09,0.3191062345415778,469,0.29146483769822573,0,nick gonzales,Nick Gonzales,2B,Pit,23.07,ACTIVE,True
608348,0.2976614488888889,225,225,0,2026-04-28,2026-08-08,0.31967863022508036,311,0.3207606333883667,1,carson kelly,Carson Kelly,C,ChC,11.54,ACTIVE,True
665804,0.2976129427160494,225,193,32,2025-05-04,2026-08-09,0.2981913575129534,193,0.2954895435802522,0,miguel amaya,Miguel Amaya,C,ChC,0.63,ACTIVE,True
657656,0.2971795150877193,225,205,20,2025-09-18,2026-05-30,0.30910359024390244,205,0.3623046033945191,71,ramon laureano,Ramon Laureano,LF,SD,4.09,SIXTY_DAY_DL,True
699393,0.2970258770491803,122,122,0,2026-05-23,2026-08-09,0.2970258770491803,122,,0,pedro ramirez,Pedro Ramirez,3B,ChC,1.06,ACTIVE,False
669707,0.2969582266666666,225,225,0,2026-05-13,2026-08-09,0.2914687794676807,263,0.31048929834063793,0,jared triolo,Jared Triolo,SS,Pit,0.38,ACTIVE,True
680474,0.29691914532514085,225,87,138,2025-06-05,2026-08-01,0.3122220804597702,87,0.2972955896108419,8,max schuemann,Max Schuemann,2B,NYY,0.1,ACTIVE,True
805904,0.29667583727400876,105,53,52,2025-09-12,2026-05-25,0.2887586226415094,53,0.30474530603405603,76,zach cole,Zach Cole,LF,Hou,0.17,ACTIVE,False
691740,0.29656783018867927,159,159,0,2026-04-02,2026-08-09,0.29656783018867927,159,,0,daniel susac,Daniel Susac,C,SF,0.58,DAY_TO_DAY,False
641584,0.2962466008465951,225,90,135,2025-04-30,2026-05-15,0.2767115,90,0.3151848700493664,86,jake fraley,Jake Fraley,RF,TB,0.1,SIXTY_DAY_DL,True
657136,0.2961998622222222,225,177,48,2025-08-19,2026-08-08,0.2974886101694915,177,0.2659893472376715,1,connor wong,Connor Wong,C,Bos,0.36,ACTIVE,True
805367,0.29571052444444446,225,225,0,2026-06-02,2026-08-08,0.2989856530172414,464,0.2996354412849565,1,chase meidroth,Chase Meidroth,SS,ChW,10.47,DAY_TO_DAY,True
666310,0.29567634023066264,225,90,135,2025-08-01,2026-05-07,0.2903524888888889,90,0.2922177914496911,94,bo naylor,Bo Naylor,C,Mil,0.74,ACTIVE,True
678391,0.29467559555555556,225,225,0,2026-04-10,2026-08-09,0.29770372399999995,250,0.31947449148670204,0,jorbit vivas,Jorbit Vivas,2B,Wsh,0.1,ACTIVE,True
669236,0.2946201511111111,225,225,0,2026-03-31,2026-08-09,0.2943826239316239,234,0.2913634306625952,0,jeremiah jackson,Jeremiah Jackson,RF,Bal,5.34,ACTIVE,True
663494,0.29454980909090905,110,110,0,2026-05-23,2026-08-09,0.29454980909090905,110,,0,bryan torres,Bryan Torres,RF,StL,0.21,ACTIVE,False
669699,0.2945097159090909,88,88,0,2026-04-24,2026-07-19,0.2945097159090909,88,,21,braden shewmake,Braden Shewmake,SS,Mil,0.07,ACTIVE,False
686217,0.2944157822222222,225,225,0,2026-04-22,2026-07-17,0.2910060550161812,309,0.301835162670465,23,sal frelick,Sal Frelick,RF,Mil,24.11,TEN_DAY_DL,True
642715,0.29431592444444443,225,225,0,2026-05-31,2026-08-09,0.29126248297872337,470,0.32781877077166605,0,willy adames,Willy Adames,SS,SF,49.05,ACTIVE,True
543309,0.2942785797174967,225,186,39,2025-09-05,2026-07-20,0.2957062311827957,186,0.29463888167163693,20,kyle higashioka,Kyle Higashioka,C,Tex,0.42,TEN_DAY_DL,True
666971,0.294089366607249,225,189,36,2025-08-23,2026-07-17,0.27727542857142856,189,0.3150656539333104,23,lourdes gurriel jr,Lourdes Gurriel Jr.,LF,Ari,0.65,TEN_DAY_DL,True
680700,0.29379363555555554,225,225,0,2026-04-25,2026-08-09,0.3104366763636364,275,0.3596313716662236,0,richie palacios,Richie Palacios,LF,TB,0.41,ACTIVE,True
657757,0.2936483733333333,225,225,0,2026-05-22,2026-08-09,0.31884359042553195,376,0.34028529680324293,0,gavin sheets,Gavin Sheets,LF,SD,9.07,ACTIVE,True
672580,0.29361496000000004,225,225,0,2026-04-12,2026-06-22,0.3169100136054422,294,0.3349305996443815,48,maikel garcia,Maikel Garcia,3B,KC,62.42,TEN_DAY_DL,True
663968,0.29353860444444446,225,225,0,2026-06-04,2026-08-09,0.2924994825581395,344,0.2761210143380573,0,jake mangum,Jake Mangum,LF,Pit,6.08,ACTIVE,True
630105,0.2930306577777778,225,225,0,2026-04-03,2026-08-09,0.29215641434262946,251,0.319852819487212,0,jake cronenworth,Jake Cronenworth,2B,SD,3.15,ACTIVE,True
641487,0.2926761422222222,225,225,0,2026-05-10,2026-07-28,0.3260643691460055,363,0.3289211922194083,12,jp crawford,J.P. Crawford,SS,Sea,5.01,TEN_DAY_DL,True
683357,0.2925705244444444,225,225,0,2026-04-11,2026-08-09,0.30630841635687733,269,0.2341073924963925,0,owen caissie,Owen Caissie,RF,Mia,2.61,ACTIVE,True
669394,0.2924862266666666,225,225,0,2026-05-30,2026-08-09,0.29904287919463085,447,0.32448046358612215,0,jake burger,Jake Burger,1B,Tex,9.01,ACTIVE,True
680779,0.29225221333333334,225,225,0,2026-03-30,2026-08-09,0.29306210169491526,236,0.29637228073946287,0,henry davis,Henry Davis,C,Pit,0.55,ACTIVE,True
681987,0.2920970346319892,128,39,89,2025-06-17,2026-07-12,0.2910125384615385,39,0.29257226329095076,28,nate eaton,Nate Eaton,RF,Bos,0.04,ACTIVE,False
814439,0.2920204759358289,187,187,0,2026-05-08,2026-08-09,0.2920204759358289,187,,0,ryan waldschmidt,Ryan Waldschmidt,LF,Ari,2.17,ACTIVE,False
694514,0.2919933066666667,75,75,0,2026-05-15,2026-06-21,0.2919933066666667,75,,49,sterlin thompson,Sterlin Thompson,LF,Col,0.03,ACTIVE,False
666969,0.2918919422222222,225,225,0,2026-04-05,2026-06-10,0.29437892277992284,259,0.3036135186371105,60,adolis garcia,Adolis Garcia,RF,Phi,4.38,SIXTY_DAY_DL,True
683011,0.2917457924771525,225,193,32,2025-09-18,2026-08-01,0.2904270310880829,193,0.300665230531178,8,anthony volpe,Anthony Volpe,SS,NYY,2.5,ACTIVE,True
664702,0.29153491111111113,225,221,4,2025-09-27,2026-08-09,0.2947617873303167,221,0.2947099584288576,0,myles straw,Myles Straw,CF,Tor,0.2,ACTIVE,True
810938,0.2915342977777778,225,225,0,2026-04-10,2026-08-05,0.28936920973782776,267,0.26882469901878053,4,ben williamson,Ben Williamson,3B,TB,0.29,TEN_DAY_DL,True
660162,0.2914385686669317,225,128,97,2025-08-18,2026-05-21,0.2708362421875,128,0.32425710677648717,80,yoan moncada,Yoan Moncada,3B,LAA,0.12,SIXTY_DAY_DL,True
672275,0.29142966666666664,225,225,0,2026-04-03,2026-08-09,0.29086360408163264,245,0.2641255001294123,0,patrick bailey,Patrick Bailey,C,Cle,0.83,ACTIVE,True
642350,0.2913597032526177,168,132,36,2025-03-29,2026-08-09,0.31489250757575754,132,0.2050727540677713,0,jose siri,Jose Siri,CF,LAA,0.1,ACTIVE,False
666139,0.2909932177777778,225,225,0,2026-03-26,2026-08-09,0.2909932177777778,225,0.29756068298196914,0,josh lowe,Josh Lowe,RF,LAA,0.62,ACTIVE,True
595978,0.29095896634920637,225,174,51,2025-08-14,2026-08-08,0.2840378505747126,174,0.24888796189625323,1,austin hedges,Austin Hedges,C,Cle,0.22,ACTIVE,True
666211,0.2904318355555555,225,180,45,2025-08-08,2026-08-09,0.31502875,180,0.27055797662858,0,taylor trammell,Taylor Trammell,CF,Hou,0.61,ACTIVE,True
679845,0.29018543999999996,225,225,0,2026-05-13,2026-08-09,0.30068335,280,0.29395750970553924,0,nick loftin,Nick Loftin,LF,KC,0.88,ACTIVE,True
640902,0.2901267568245503,148,71,77,2025-03-30,2026-08-06,0.32951099999999994,71,0.2538114157147201,3,jhonny pereda,Jhonny Pereda,C,Sea,0.07,ACTIVE,False
701305,0.28963340627852924,190,81,109,2025-03-29,2026-08-03,0.25372765432098765,81,0.31631566232037217,6,zach dezenzo,Zach Dezenzo,LF,Hou,0.04,ACTIVE,False
649966,0.28959616046964654,225,59,166,2025-06-02,2026-08-06,0.2992241355932203,59,0.3034474217154088,3,luis urias,Luis Urias,2B,Tor,0.06,TEN_DAY_DL,True
668952,0.2892693644444445,225,205,20,2025-04-07,2026-08-09,0.29713715121951223,205,0.23638369009826155,0,ryan kreidler,Ryan Kreidler,CF,Min,0.26,ACTIVE,True
656305,0.2891234711111111,225,225,0,2026-04-30,2026-06-30,0.28549372832369946,346,0.33971684879687314,40,matt chapman,Matt Chapman,3B,SF,47.7,TEN_DAY_DL,True
676914,0.28897352429539397,225,138,87,2025-08-09,2026-08-09,0.2765341231884058,138,0.32302663102377754,0,davis schneider,Davis Schneider,LF,Tor,0.29,ACTIVE,True
669743,0.2889197664197531,225,145,80,2025-08-03,2026-08-05,0.2795683103448276,145,0.3210878107055591,4,alex call,Alex Call,RF,LAD,0.16,ACTIVE,True
691783,0.28884451257442306,118,44,74,2025-05-13,2026-06-19,0.3487438636363636,44,0.25322868221326916,51,jordan lawlar,Jordan Lawlar,3B,Ari,2.83,TEN_DAY_DL,False
642215,0.2887736194001896,225,104,121,2025-04-29,2026-08-09,0.24329040384615386,104,0.33027308358905355,0,weston wilson,Weston Wilson,LF,Sea,0.04,ACTIVE,True
683766,0.2887126357074441,225,61,164,2025-04-27,2026-08-09,0.19708640983606557,61,0.31070137252220703,0,christian koss,Christian Koss,2B,SF,0.05,ACTIVE,True
682674,0.28858862711864414,59,59,0,2026-05-22,2026-07-09,0.28858862711864414,59,,31,victor bericoto,Victor Bericoto,1B,SF,0.2,TEN_DAY_DL,False
701678,0.28858182125603865,207,207,0,2026-04-17,2026-08-09,0.28858182125603865,207,,0,haoyu lee,Hao-Yu Lee,3B,Det,1.38,ACTIVE,False
670242,0.28852014496670175,225,135,90,2025-08-22,2026-05-13,0.28224634074074073,135,0.3247978380220252,88,matt wallner,Matt Wallner,RF,Min,0.51,ACTIVE,True
694362,0.2882500560795588,224,149,75,2025-03-30,2026-06-26,0.28012932214765096,149,0.30438324749094875,44,blake dunn,Blake Dunn,RF,Cin,0.2,SIXTY_DAY_DL,False
687957,0.28780997720364737,94,51,43,2025-04-11,2026-05-03,0.3354020392156862,51,0.23136357807308972,98,dustin harris,Dustin Harris,LF,Hou,0.02,ACTIVE,False
663647,0.28764128485112567,225,171,54,2025-09-08,2026-08-09,0.29933184210526315,171,0.2823192567710428,0,kebryan hayes,Ke'Bryan Hayes,3B,Cin,0.36,ACTIVE,True
642201,0.28760368106467576,225,155,70,2025-07-31,2026-08-09,0.26431430322580646,155,0.3102963480650449,0,eli white,Eli White,RF,Bos,0.16,ACTIVE,True
543510,0.287323880297261,225,107,118,2025-07-05,2026-08-08,0.2768533084112149,107,0.3125056775279913,1,james mccann,James McCann,C,Ari,0.48,ACTIVE,True
643446,0.2872551688888889,225,225,0,2026-05-08,2026-08-09,0.3024198080229226,349,0.3301513312716929,0,jeff mcneil,Jeff McNeil,2B,Oak,5.47,ACTIVE,True
664731,0.28720986206896554,29,29,0,2026-04-09,2026-06-10,0.28720986206896554,29,,60,pj higgins,P.J. Higgins,C,Cin,0.03,ACTIVE,False
663586,0.2871366355555556,225,225,0,2026-06-02,2026-08-09,0.295599889596603,471,0.3304245974490776,0,austin riley,Austin Riley,3B,Atl,62.67,ACTIVE,True
683953,0.2869396533333333,225,225,0,2026-06-06,2026-08-09,0.3011906576086957,368,,0,travis bazzana,Travis Bazzana,2B,Cle,20.08,ACTIVE,True
650559,0.28672350034354377,82,32,50,2025-03-29,2026-08-08,0.35158309375,32,0.24521336056341178,1,bryan de la cruz,Bryan De La Cruz,LF,Phi,0.32,ACTIVE,False
516782,0.2866870358793895,225,157,68,2025-08-27,2026-08-09,0.2969875286624204,157,0.31871512485857345,0,starling marte,Starling Marte,DH,KC,0.41,ACTIVE,True
592206,0.28663577196581197,225,120,105,2025-08-15,2026-05-31,0.28725024166666663,120,0.30214668511900733,70,nick castellanos,Nick Castellanos,RF,FA,0.47,ACTIVE,True
694374,0.2865555854265125,225,182,43,2025-09-12,2026-08-09,0.29527765384615384,182,0.28954118602548656,0,tim tawa,Tim Tawa,CF,Ari,3.01,ACTIVE,True
676609,0.28654318666666667,225,225,0,2026-05-04,2026-08-08,0.27820867335243554,349,0.29882285082832977,1,jose caballero,Jose Caballero,RF,NYY,28.65,ACTIVE,True
694410,0.2862426981132075,53,53,0,2026-06-05,2026-07-03,0.2862426981132075,53,,37,lujames groover,LuJames Groover,3B,Ari,0.03,ACTIVE,False
669016,0.2857251733333333,225,225,0,2026-06-06,2026-08-09,0.3129090921348314,445,0.33054041203200174,0,brandon marsh,Brandon Marsh,CF,Phi,38.6,ACTIVE,True
677950,0.28543138484828146,225,97,128,2025-08-12,2026-05-07,0.2924921443298969,97,0.2891224217175478,94,alek thomas,Alek Thomas,CF,LAD,0.41,ACTIVE,True
602104,0.2851127597218313,225,68,157,2025-07-01,2026-05-03,0.30720358823529414,68,0.28860495835104744,98,ramon urias,Ramon Urias,3B,StL,0.09,SIXTY_DAY_DL,True
695336,0.28500482107394626,225,82,143,2025-08-19,2026-06-03,0.2743235,82,0.27978716101085604,67,thomas saggese,Thomas Saggese,2B,StL,0.11,ACTIVE,True
656976,0.2849867187441535,225,89,136,2025-05-21,2026-07-08,0.25570780898876405,89,0.32035383951851204,32,pavin smith,Pavin Smith,DH,Ari,0.1,ACTIVE,True
694377,0.2843398632838139,157,86,71,2025-09-02,2026-05-16,0.3067527674418605,86,0.25719183852899696,85,nick yorke,Nick Yorke,2B,Pit,0.09,DAY_TO_DAY,False
664774,0.2842698923010744,225,88,137,2025-05-04,2026-08-09,0.27773712500000003,88,0.2812510197787268,0,lamonte wade jr,LaMonte Wade Jr.,1B,Hou,0.1,ACTIVE,True
695657,0.284233,225,225,0,2026-05-31,2026-08-09,0.30868708893709323,461,0.3423067929052185,0,colson montgomery,Colson Montgomery,SS,ChW,34.06,ACTIVE,True
662139,0.28367109777777777,225,225,0,2026-05-16,2026-08-09,0.29472319329896907,388,0.32661689027720725,0,daulton varsho,Daulton Varsho,CF,Hou,9.11,ACTIVE,True
691907,0.2833969019607843,51,44,7,2025-04-09,2026-07-22,0.3022555,44,0.16485714285714284,18,tsungche cheng,Tsung-Che Cheng,SS,Bos,0.07,ACTIVE,False
620443,0.28332470666666665,225,212,13,2025-09-20,2026-08-07,0.2871087688679245,212,0.3381978021637383,2,luis torrens,Luis Torrens,C,NYM,0.55,ACTIVE,True
642086,0.2830538222222222,225,225,0,2026-04-15,2026-08-09,0.30608556877323423,269,0.3055248198809026,0,dominic smith,Dominic Smith,1B,Atl,2.15,ACTIVE,True
702222,0.28303448,225,225,0,2026-05-07,2026-08-09,0.28200276967930027,343,,0,justin crawford,Justin Crawford,CF,Phi,4.56,ACTIVE,True
701675,0.28299548888888887,225,225,0,2026-05-03,2026-08-09,0.29146823475609757,328,0.24730835791090633,0,nathan church,Nathan Church,CF,StL,1.26,ACTIVE,True
686452,0.28287517222511727,202,148,54,2025-06-29,2026-07-11,0.2720910878378378,148,0.3124315516569201,29,drew millas,Drew Millas,C,Wsh,0.05,TEN_DAY_DL,False
691594,0.2827365288888889,225,225,0,2026-05-10,2026-08-09,0.27785713015873015,315,0.2815050869326184,0,javier sanoja,Javier Sanoja,LF,Mia,5.36,ACTIVE,True
669701,0.28249516876838565,225,169,56,2025-09-05,2026-08-09,0.2766433372781065,169,0.3111590659188903,0,josh smith,Josh Smith,SS,Tor,1.26,ACTIVE,True
680776,0.2823833555555556,225,225,0,2026-05-31,2026-08-09,0.29719273695652176,460,0.3257216119054771,0,jarren duran,Jarren Duran,LF,Bos,70.86,ACTIVE,True
518595,0.28216968813586923,225,49,176,2025-05-12,2026-08-05,0.2993045306122449,49,0.268731142156231,4,travis darnaud,Travis d'Arnaud,C,LAA,0.1,ACTIVE,True
695720,0.2820211882352941,85,85,0,2026-07-17,2026-08-09,0.2820211882352941,85,,0,tommy white,Tommy White,3B,Oak,1.09,ACTIVE,False
656775,0.2817694844444445,225,225,0,2026-05-20,2026-08-09,0.26007252493438326,381,0.2839013704845465,0,cedric mullins,Cedric Mullins,CF,TB,2.53,ACTIVE,True
664059,0.281411787927444,223,45,178,2025-05-09,2026-05-30,0.18379702222222222,45,0.3060896781338202,71,sam haggerty,Sam Haggerty,LF,FA,0.02,ACTIVE,False
593871,0.28120948679868024,225,126,99,2025-08-30,2026-08-08,0.2302845,126,0.34268687608880954,1,jorge polanco,Jorge Polanco,DH,NYM,5.77,ACTIVE,True
668885,0.28099247111111114,225,225,0,2026-05-07,2026-08-09,0.31001521846153846,325,0.3452782184934098,0,austin martin,Austin Martin,LF,Min,0.67,ACTIVE,True
669357,0.2807535511111111,225,225,0,2026-03-26,2026-06-11,0.27904647136563876,227,0.29556357885902973,59,nolan gorman,Nolan Gorman,3B,StL,1.44,ACTIVE,True
666624,0.28040137233262763,225,73,152,2025-06-10,2026-06-10,0.2206444383561644,73,0.30419513082485716,60,christopher morel,Christopher Morel,LF,NYM,0.15,ACTIVE,True
676356,0.28032254666666667,225,225,0,2026-03-26,2026-08-08,0.2805664008810573,227,0.26725185397653195,1,jonny deluca,Jonny DeLuca,CF,TB,0.5,ACTIVE,True
680728,0.27991320602745684,225,186,39,2025-09-03,2026-08-03,0.26287722580645156,186,0.2688548555690645,6,adrian del castillo,Adrian Del Castillo,DH,Ari,0.11,ACTIVE,True
641555,0.2799045683199268,189,91,98,2025-03-29,2026-06-20,0.25787081318681315,91,0.3003644838006754,50,jc escarra,J.C. Escarra,C,NYY,0.09,ACTIVE,False
676694,0.2794222494305519,225,153,72,2025-07-03,2026-08-08,0.2565305816993464,153,0.3247750607529332,1,jake meyers,Jake Meyers,CF,Hou,0.26,ACTIVE,True
687515,0.2794135802027585,225,118,107,2025-08-01,2026-07-30,0.25147716949152543,118,0.2809430194322189,10,colby thomas,Colby Thomas,RF,Phi,0.07,ACTIVE,True
668670,0.27925846063647997,225,124,101,2025-06-07,2026-08-09,0.2714709516129032,124,0.2741571238016052,0,jake rogers,Jake Rogers,C,Bos,0.16,ACTIVE,True
687231,0.279149668990589,225,132,93,2025-08-26,2026-06-06,0.26397015909090904,132,0.30451206453924917,64,darell hernaiz,Darell Hernaiz,SS,Oak,0.1,ACTIVE,True
663697,0.278903263575325,225,58,167,2025-07-20,2026-04-17,0.2858998620689655,58,0.314841768548532,114,jonathan india,Jonathan India,2B,KC,3.72,SIXTY_DAY_DL,True
677587,0.27843258666666665,225,225,0,2026-06-04,2026-08-09,0.2971336426966292,445,0.2947478094033224,0,brayan rocchio,Brayan Rocchio,SS,Cle,23.92,ACTIVE,True
622761,0.2780418119441165,220,137,83,2025-03-28,2026-07-24,0.3218859854014598,137,0.2056725135868148,16,jorge mateo,Jorge Mateo,SS,FA,0.56,ACTIVE,False
682988,0.27740647814415026,154,38,116,2025-08-01,2026-08-09,0.3536306315789473,38,0.2524364968465443,0,tyler locklear,Tyler Locklear,1B,Ari,0.15,ACTIVE,False
699625,0.27736443090036406,159,113,46,2025-08-31,2026-08-09,0.29932207079646017,113,0.22342501115560637,0,jimmy crooks,Jimmy Crooks,C,StL,0.16,ACTIVE,False
669384,0.27715282857142853,35,35,0,2026-06-14,2026-07-19,0.27715282857142853,35,,21,raynel delgado,Raynel Delgado,2B,Hou,0.02,ACTIVE,False
672356,0.2766914335483871,225,134,91,2025-08-26,2026-08-08,0.2659169552238806,134,0.28623759386963776,1,gabriel arias,Gabriel Arias,SS,NYM,0.23,ACTIVE,True
643396,0.27647548079772083,225,130,95,2025-08-08,2026-06-18,0.3122650769230769,130,0.26188375699948035,52,isiah kinerfalefa,Isiah Kiner-Falefa,SS,Bos,0.41,TEN_DAY_DL,True
624585,0.2764560311111111,225,225,0,2026-05-03,2026-08-01,0.2958512765363129,358,0.29568880773948236,8,jorge soler,Jorge Soler,RF,FA,4.67,ACTIVE,True
665966,0.2761738506459948,225,209,16,2025-09-20,2026-08-09,0.2736963397129186,209,0.29341426560087525,0,carlos narvaez,Carlos Narvaez,C,Bal,0.97,ACTIVE,True
681393,0.2761548888888889,225,225,0,2026-03-29,2026-06-23,0.28285154506437776,233,0.3069272418489877,47,connor norby,Connor Norby,3B,Col,0.56,ACTIVE,True
553869,0.2759240807363133,225,141,84,2025-07-08,2026-08-09,0.2606579290780142,141,0.26710203683590694,0,elias diaz,Elias Diaz,C,Tex,0.18,ACTIVE,True
690984,0.2758829453125,128,120,8,2025-09-20,2026-08-06,0.2756751916666667,120,0.27899925000000003,3,petey halpin,Petey Halpin,CF,Cle,0.11,ACTIVE,False
695020,0.27587851612903225,31,31,0,2026-04-05,2026-04-26,0.27587851612903225,31,,105,tanner murray,Tanner Murray,3B,ChW,0.02,SIXTY_DAY_DL,False
677592,0.27539714362041473,165,92,73,2025-08-11,2026-08-08,0.30155301086956526,92,0.24243358489545783,1,everson pereira,Everson Pereira,CF,StL,0.08,ACTIVE,False
663743,0.27525148444444447,225,225,0,2026-04-07,2026-08-08,0.2834799147286822,258,0.2703235137940995,1,nick fortes,Nick Fortes,C,TB,2.74,ACTIVE,True
645305,0.2749907581125898,83,60,23,2025-05-25,2026-08-05,0.28253461666666674,60,0.25531112710195425,4,ali sanchez,Ali Sanchez,C,NYY,0.07,ACTIVE,False
666023,0.27471139933087246,225,197,28,2025-09-18,2026-08-09,0.2757626294416244,197,0.2709695759526818,0,freddy fermin,Freddy Fermin,C,SD,0.42,ACTIVE,True
663368,0.27455884100447203,225,100,125,2025-08-03,2026-07-03,0.26472131,100,0.27913829392211825,37,blake perkins,Blake Perkins,CF,Cle,0.04,ACTIVE,True
687363,0.2740541362962963,225,172,53,2025-09-03,2026-06-07,0.2737392325581396,172,0.28733702073120365,63,victor scott ii,Victor Scott II,CF,StL,0.65,ACTIVE,True
665926,0.27362790666666664,225,225,0,2026-05-16,2026-08-09,0.2677504353562005,379,0.3076201716171693,0,andres gimenez,Andres Gimenez,2B,Tor,8.77,ACTIVE,True
642851,0.27277947023085153,186,77,109,2025-03-30,2026-08-09,0.24090274025974023,77,0.29529789415539803,0,austin wynns,Austin Wynns,C,Tex,0.05,ACTIVE,False
656484,0.27221084308972077,225,186,39,2025-09-11,2026-08-06,0.2631659946236559,186,0.34907464068252353,3,tristan gray,Tristan Gray,2B,Min,0.19,ACTIVE,True
683083,0.27215725333333335,225,225,0,2026-05-19,2026-08-09,0.2713426109660575,383,0.29586483823080656,0,nasim nunez,Nasim Nunez,SS,Wsh,9.05,ACTIVE,True
606992,0.2721208692112447,157,81,76,2025-03-29,2026-07-08,0.2714296172839506,81,0.27285759823901856,32,eric haase,Eric Haase,C,FA,0.04,ACTIVE,False
663604,0.27206114057770686,225,97,128,2025-04-08,2026-08-09,0.269459175257732,97,0.26680145262057964,0,brandon lockridge,Brandon Lockridge,LF,Mil,0.14,ACTIVE,True
699912,0.2718553837209302,172,172,0,2026-03-31,2026-06-04,0.2718553837209302,172,,66,jose fernandez,Jose Fernandez,SS,Ari,0.91,ACTIVE,False
672761,0.2716564270344891,225,175,50,2025-09-16,2026-06-16,0.2722192114285714,175,0.3095097000080704,54,wenceel perez,Wenceel Perez,RF,Det,0.31,SIXTY_DAY_DL,True
664770,0.27137747111111116,225,225,0,2026-05-30,2026-08-09,0.285273393939394,297,0.3146484156252603,0,nathan lukes,Nathan Lukes,RF,Tor,0.87,ACTIVE,True
596115,0.27130410373737374,225,176,49,2025-09-16,2026-05-14,0.24877223863636366,176,0.311497441745981,87,trevor story,Trevor Story,SS,Bos,9.78,SIXTY_DAY_DL,True
687529,0.27124536923076925,65,40,25,2025-08-01,2026-08-09,0.301492625,40,0.22284976000000004,0,grant mccray,Grant McCray,RF,SF,0.03,ACTIVE,False
664728,0.2710387911111112,225,196,29,2025-09-06,2026-08-09,0.2709703826530612,196,0.25092227416398954,0,kyle isbel,Kyle Isbel,CF,KC,1.14,ACTIVE,True
690976,0.27083736888888893,225,220,5,2025-09-02,2026-07-26,0.27671094545454544,220,0.2601564786129355,14,alex freeland,Alex Freeland,3B,LAD,0.34,ACTIVE,True
823550,0.27047898387096775,124,124,0,2026-05-05,2026-08-07,0.27047898387096775,124,,2,sungmun song,Sung-Mun Song,3B,SD,0.34,ACTIVE,False
694497,0.2704437466666667,225,225,0,2026-04-27,2026-08-09,0.2892729413580247,324,0.3080596816651003,0,evan carter,Evan Carter,CF,Tex,2.18,ACTIVE,True
672820,0.2703205298771751,225,116,109,2025-08-26,2026-05-26,0.24928436206896554,116,0.32624956794886756,75,lenyn sosa,Lenyn Sosa,2B,Tor,0.5,SIXTY_DAY_DL,True
805347,0.27021887000000006,100,100,0,2026-05-06,2026-08-09,0.27021887000000006,100,,0,jim jarvis,Jim Jarvis,SS,Atl,0.39,ACTIVE,False
669369,0.2700445515388604,129,48,81,2025-06-17,2026-06-10,0.17168260416666667,48,0.3283331129446049,60,bryce johnson,Bryce Johnson,LF,SD,0.02,ACTIVE,False
