mlbam_id,player_name,team,proj_ros_pa_per_teamgame,naive_pace,volume_percentile,pa_to,team_games_to,pa_per_teamgame_to,started_pct_to,lineup_spot_to,pa_per_started_game_to,pa_last21,prior1_pa_per_g,is_catcher,is_on_il_at_split,career_stage,split_day
694025,Felix Reyes,PHI,1.1008,0.3861,19.9,39,101.0,0.3861,0.9167,6.1818,3.3636,0.0,0.0,0,0.0,0,117
681987,Nate Eaton,BOS,1.0909,0.3939,19.7,39,99.0,0.3939,0.6923,4.8889,3.7778,14.0,0.5556,0,0.0,4,117
687231,Darell Hernaiz,ATH,1.0879,1.34,19.5,134,100.0,1.34,0.878,8.2778,3.5556,0.0,1.216,0,0.0,2,117
682674,Victor Bericoto,SF,1.073,0.59,19.3,59,100.0,0.59,0.7619,7.8125,3.3125,23.0,0.0,0,1.0,0,117
808975,Hyeseong Kim,LAD,1.0657,1.297,19.1,131,101.0,1.297,0.9,8.3333,3.4444,0.0,1.0494,0,0.0,1,117
663611,Nick Madrigal,LAA,1.0648,0.5149,18.9,52,101.0,0.5149,0.8667,6.4615,3.8462,0.0,0.0,0,0.0,6,117
687749,Jase Bowen,SD,1.064,0.5,18.7,50,100.0,0.5,0.6316,7.8333,3.5,17.0,0.0,0,0.0,0,117
691373,Jhostynxon Garcia,PIT,1.0597,0.3663,18.5,37,101.0,0.3663,0.75,6.6667,3.8889,0.0,0.0556,0,0.0,1,117
545341,Randal Grichuk,CWS,1.0589,1.5354,18.3,152,99.0,1.5354,0.541,4.4242,3.303,28.0,1.8086,0,0.0,11,117
694208,Moisés Ballesteros,CHC,1.0571,1.75,18.1,175,100.0,1.75,0.7966,5.234,3.4043,0.0,0.4074,1,0.0,1,117
686475,Tyler Tolbert,KC,1.0519,0.6436,17.9,65,101.0,0.6436,0.6667,8.4375,3.4375,27.0,0.3519,0,0.0,1,117
700246,Carson Williams,TB,1.0476,0.3333,17.7,33,99.0,0.3333,1.0,8.5556,3.6667,0.0,0.6543,0,0.0,1,117
670224,Kameron Misner,KC,1.044,0.4356,17.5,44,101.0,0.4356,0.7857,8.1818,3.6364,10.0,1.3395,0,0.0,2,117
592206,Nick Castellanos,SD,1.041,1.22,17.3,122,100.0,1.22,0.7949,7.0,3.6452,0.0,3.6358,0,0.0,11,117
694377,Nick Yorke,PIT,1.0385,0.8515,17.2,86,101.0,0.8515,0.72,5.8889,4.1111,0.0,0.4444,0,1.0,2,117
668942,Josh Rojas,KC,1.0362,0.4356,17.0,44,101.0,0.4356,0.5,7.3333,3.8889,29.0,1.3025,0,0.0,7,117
543877,Christian Vázquez,HOU,1.0347,1.902,16.8,194,102.0,1.902,0.85,8.7451,3.5098,16.0,1.321,1,0.0,10,117
649966,Luis Urías,TOR,1.0341,0.32,16.6,32,100.0,0.32,0.6667,7.75,3.5,18.0,2.037,0,0.0,8,117
668670,Jake Rogers,DET,1.0309,1.04,16.4,104,100.0,1.04,0.9062,8.8621,3.4138,21.0,0.8765,1,0.0,7,117
701162,Ben Malgeri,DET,1.0194,0.31,16.2,31,100.0,0.31,0.6364,7.8571,3.4286,18.0,0.0,0,0.0,0,117
669899,Ryan Ward,LAD,1.0176,0.5941,16.0,60,101.0,0.5941,0.85,7.0588,3.3529,0.0,0.0,0,0.0,0,117
677595,Ronny Mauricio,NYM,1.0168,0.495,15.8,50,101.0,0.495,0.7059,8.3333,3.5833,6.0,1.1358,0,0.0,3,117
643376,Danny Jansen,TEX,1.0158,1.42,15.6,142,100.0,1.42,0.9,7.8611,3.8056,0.0,2.0802,1,1.0,8,117
695336,Thomas Saggese,STL,1.013,0.8283,15.4,82,99.0,0.8283,0.8462,7.3636,3.4091,0.0,1.821,0,0.0,2,117
602104,Ramón Urías,STL,1.0122,0.6869,15.2,68,99.0,0.6869,0.8182,6.5556,3.5556,0.0,2.4136,0,1.0,6,117
686894,Joey Wiemer,WSH,1.0104,0.8416,15.0,85,101.0,0.8416,0.6538,6.1765,4.1176,0.0,0.3765,0,0.0,3,117
665923,Esteury Ruiz,MIA,1.0043,1.2277,14.8,124,101.0,1.2277,0.5918,7.2759,3.4138,27.0,0.142,0,0.0,4,117
660162,Yoán Moncada,LAA,1.0015,1.2871,14.6,130,101.0,1.2871,0.7805,5.125,3.7812,0.0,1.784,0,1.0,10,117
694514,Sterlin Thompson,COL,0.9982,0.7549,14.4,77,102.0,0.7549,0.7308,7.5263,3.5789,0.0,0.0,0,0.0,0,117
640902,Jhonny Pereda,SEA,0.9943,0.6832,14.2,69,101.0,0.6832,1.0,8.2632,3.6316,0.0,0.4815,1,0.0,2,117
641584,Jake Fraley,TB,0.9935,0.9091,14.0,90,99.0,0.9091,0.8929,4.52,3.4,0.0,1.3395,0,1.0,7,117
500743,Miguel Rojas,LAD,0.987,1.604,13.8,162,101.0,1.604,0.5556,7.5714,3.4571,27.0,1.9568,0,0.0,11,117
664702,Myles Straw,TOR,0.9818,1.72,13.6,172,100.0,1.72,0.4932,6.9444,3.4167,23.0,1.8457,0,0.0,8,117
678489,Jorge Barrosa,AZ,0.9801,1.34,13.5,134,100.0,1.34,0.6327,8.6452,3.6452,13.0,0.4753,0,0.0,2,117
805904,Zach Cole,HOU,0.9787,0.5196,13.3,53,102.0,0.5196,0.7778,6.1429,3.5,0.0,0.321,0,1.0,1,117
701305,Zach Dezenzo,HOU,0.9783,0.7059,13.1,72,102.0,0.7059,0.6207,6.5556,3.3333,21.0,0.6728,0,0.0,2,117
678577,Junior Perez,CWS,0.9596,0.3434,12.9,34,99.0,0.3434,0.6429,6.5556,3.0,21.0,0.0,0,0.0,0,117
670156,Miles Mastrobuoni,SEA,0.9595,0.297,12.7,30,101.0,0.297,0.9,7.8889,3.2222,3.0,1.0802,0,0.0,4,117
699625,Jimmy Crooks,STL,0.9594,0.7879,12.5,78,99.0,0.7879,0.7143,7.8,3.35,21.0,0.284,1,0.0,1,117
642201,Eli White,ATL,0.9525,1.3434,12.3,133,99.0,1.3434,0.6346,7.2424,3.0,20.0,1.6728,0,0.0,6,117
643396,Isiah Kiner-Falefa,BOS,0.9456,1.3434,12.1,133,99.0,1.3434,0.8333,7.7714,3.5714,0.0,2.8333,0,1.0,8,117
690984,Petey Halpin,CLE,0.9399,0.7525,11.9,76,101.0,0.7525,0.6207,8.3889,3.5556,20.0,0.0494,0,0.0,1,117
656537,Derek Hill,CWS,0.9365,1.5253,11.7,151,99.0,1.5253,0.5079,7.8438,3.375,27.0,0.9198,0,0.0,6,117
683679,Jesus Rodriguez,SF,0.9336,0.46,11.5,46,100.0,0.46,0.8,8.1667,3.5,3.0,0.0,1,0.0,0,117
671655,George Valera,CLE,0.9319,0.3762,11.3,38,101.0,0.3762,0.6923,5.2222,3.7778,0.0,0.2963,0,0.0,1,117
622761,Jorge Mateo,ATL,0.9231,1.3636,11.1,135,99.0,1.3636,0.7255,8.4324,3.2432,22.0,0.5123,0,0.0,6,117
669384,Raynel Delgado,HOU,0.9227,0.3529,10.9,36,102.0,0.3529,0.7692,8.7,3.3,9.0,0.0,0,0.0,0,117
595879,Javier Báez,DET,0.9193,0.82,10.7,82,100.0,0.82,0.9583,8.7391,3.5217,0.0,2.6975,0,1.0,11,117
678009,Parker Meadows,DET,0.9143,0.39,10.5,39,100.0,0.39,0.9167,8.0,3.2727,0.0,1.3148,0,1.0,3,117
650391,Eloy Jiménez,TOR,0.8992,0.35,10.3,35,100.0,0.35,0.75,5.3333,3.5556,0.0,0.0,0,0.0,7,117
673490,Ha-Seong Kim,ATL,0.8982,0.8283,10.1,82,99.0,0.8283,1.0,8.2174,3.5652,0.0,1.179,0,1.0,5,117
641555,J.C. Escarra,NYY,0.8914,0.92,9.9,92,100.0,0.92,0.8621,8.28,3.52,0.0,0.6049,1,0.0,1,117
621550,Patrick Wisdom,SEA,0.8614,0.4356,9.7,44,101.0,0.4356,0.6,6.6667,3.8889,0.0,0.0,0,0.0,8,117
623168,Tyler Heineman,TOR,0.8604,1.11,9.6,111,100.0,1.11,0.8919,8.8485,3.2424,14.0,1.0741,1,0.0,7,117
676914,Davis Schneider,TOR,0.8599,1.18,9.4,118,100.0,1.18,0.6744,6.0,3.3103,0.0,1.4012,0,0.0,3,117
688363,Graham Pauley,MIA,0.8448,0.9802,9.2,99,101.0,0.9802,0.8235,8.5357,3.25,2.0,1.1358,0,0.0,2,117
543510,James McCann,AZ,0.8229,0.73,9.0,73,100.0,0.73,0.8261,7.7368,3.3684,11.0,0.8457,1,0.0,11,117
695020,Tanner Murray,CWS,0.8163,0.3333,8.8,33,99.0,0.3333,0.9167,6.8182,2.7273,0.0,0.0,0,1.0,0,117
606992,Eric Haase,SF,0.8055,0.85,8.6,85,100.0,0.85,0.8846,8.5652,3.5217,11.0,0.4753,1,0.0,8,117
642851,Austin Wynns,ATH,0.7919,0.57,8.4,57,100.0,0.57,0.9375,7.8667,3.7333,0.0,0.679,1,0.0,8,117
665561,Rafael Marchán,PHI,0.7851,0.8812,8.2,89,101.0,0.8812,0.7857,8.6364,3.5909,8.0,0.7284,1,0.0,6,117
676572,Eric Wagaman,NYM,0.7749,0.4257,8.0,43,101.0,0.4257,0.45,6.0,3.0,13.0,3.1728,0,0.0,2,117
669004,MJ Melendez,NYM,0.7692,1.4356,7.8,145,101.0,1.4356,0.7091,6.1795,3.2564,0.0,0.4012,0,0.0,4,117
642350,Jose Siri,LAA,0.7621,0.9901,7.6,100,101.0,0.9901,0.575,8.0,3.4348,18.0,0.2222,0,0.0,5,117
677956,Rece Hinds,CIN,0.759,0.3838,7.4,38,99.0,0.3838,0.7692,7.6,3.5,2.0,0.2716,0,0.0,2,117
672016,Denzel Clarke,ATH,0.7476,0.6,7.2,60,100.0,0.6,0.8095,8.9412,3.1765,0.0,0.9815,0,1.0,1,117
687957,Dustin Harris,HOU,0.7424,0.5098,7.0,52,102.0,0.5098,0.7647,7.3077,3.4615,0.0,0.2654,0,0.0,2,117
807747,Rikuu Nishida,CWS,0.7381,0.303,6.8,30,99.0,0.303,0.9091,8.8,2.9,0.0,0.0,0,0.0,0,117
695238,Will Wagner,SD,0.7353,0.45,6.6,45,100.0,0.45,0.8125,6.9231,3.1538,0.0,0.9198,0,0.0,2,117
664731,P.J. Higgins,CIN,0.7323,0.3232,6.4,32,99.0,0.3232,0.9,8.8889,3.4444,0.0,0.0,1,0.0,5,117
642215,Weston Wilson,BAL,0.7235,0.6832,6.2,69,101.0,0.6832,0.7037,7.5263,2.9474,15.0,0.7716,0,0.0,3,117
666181,Will Benson,CIN,0.7079,1.1515,6.0,114,99.0,1.1515,0.5833,6.1786,3.25,0.0,1.5617,0,0.0,4,117
656577,Alex Jackson,MIN,0.6931,0.5644,5.8,57,101.0,0.5644,0.7895,9.0,3.5333,11.0,0.6173,1,0.0,7,117
606115,Orlando Arcia,MIN,0.693,0.495,5.7,50,101.0,0.495,0.6471,6.0,3.8182,0.0,1.321,0,0.0,10,117
596103,Austin Slater,MIA,0.692,0.7327,5.5,74,101.0,0.7327,0.6071,3.0,3.4706,0.0,0.9877,0,0.0,9,117
624512,Reese McGuire,CWS,0.6776,0.3434,5.3,34,99.0,0.3434,0.9,8.4444,3.6667,0.0,0.8642,1,0.0,8,117
672284,Jarred Kelenic,CWS,0.6753,0.697,5.1,69,99.0,0.697,0.8261,6.7895,3.2105,0.0,0.4012,0,0.0,5,117
663368,Blake Perkins,MIL,0.6197,1.02,4.9,102,100.0,1.02,0.5476,7.5217,3.3478,1.0,1.0556,0,0.0,3,117
680737,Michael Helman,TEX,0.6112,0.35,4.7,35,100.0,0.35,0.8182,8.4444,3.3333,0.0,0.679,0,1.0,2,117
690924,Braxton Fulford,COL,0.6042,0.6667,4.5,68,102.0,0.6667,0.5161,7.6875,3.0625,17.0,0.7407,1,0.0,1,117
518595,Travis d'Arnaud,LAA,0.5187,0.396,4.3,40,101.0,0.396,0.9231,8.0,3.25,0.0,1.4259,1,1.0,11,117
670097,Zack Short,DET,0.5122,0.62,4.1,62,100.0,0.62,0.7917,9.0,3.0,7.0,0.3457,0,0.0,5,117
669326,Bryce Teodosio,LAA,0.5069,0.505,3.9,51,101.0,0.505,0.75,8.9333,3.0,0.0,0.9259,0,0.0,2,117
624428,Adam Frazier,LAA,0.4947,0.9208,3.7,93,101.0,0.9208,0.6571,8.913,3.3478,0.0,2.8333,0,1.0,10,117
669087,Sam Huff,BAL,0.4697,0.297,3.5,30,101.0,0.297,0.7,8.7143,3.4286,7.0,0.358,1,0.0,6,117
669398,Gage Workman,DET,0.4685,0.38,3.3,38,100.0,0.38,0.5,6.625,3.375,0.0,0.1049,0,0.0,1,117
665861,Sebastián Rivero,LAA,0.4431,0.5644,3.1,57,101.0,0.5644,0.8421,8.25,3.25,0.0,0.2099,1,1.0,5,117
596117,Garrett Stubbs,PHI,0.4357,0.3168,2.9,32,101.0,0.3168,0.8182,8.7778,3.3333,4.0,0.0062,1,0.0,7,117
608701,Rob Refsnyder,SEA,0.432,1.1782,2.7,119,101.0,1.1782,0.4898,3.0,3.3333,0.0,1.2901,0,1.0,11,117
669369,Bryce Johnson,SD,0.4255,0.49,2.5,49,100.0,0.49,0.6,8.25,3.3333,0.0,0.5185,0,0.0,4,117
457705,Andrew McCutchen,TEX,0.4078,0.83,2.3,83,100.0,0.83,0.4324,4.4375,2.9375,0.0,3.4012,0,0.0,11,117
695257,Billy Cook,PIT,0.3938,0.4059,2.1,41,101.0,0.4059,0.55,8.8182,2.9091,15.0,0.037,0,0.0,2,117
645305,Ali Sánchez,NYY,0.3621,0.38,1.9,38,100.0,0.38,0.75,9.0,2.8333,15.0,0.142,1,0.0,6,117
669289,Santiago Espinal,LAD,0.3374,0.5941,1.8,60,101.0,0.5941,0.4444,8.3333,3.25,0.0,2.0247,0,0.0,6,117
650968,Yohel Pozo,STL,0.3328,0.3333,1.6,33,99.0,0.3333,0.3125,7.0,3.8,0.0,1.037,1,0.0,5,117
663330,Jahmai Jones,DET,0.3023,1.11,1.4,111,100.0,1.11,0.4237,3.64,2.44,8.0,0.9259,0,0.0,6,117
656582,Connor Joe,SEA,0.2781,0.4455,1.2,45,101.0,0.4455,0.5556,7.1,3.2,0.0,0.4938,0,0.0,7,117
677060,Chad Stevens,COL,0.2708,0.3333,1.0,34,102.0,0.3333,0.5333,8.75,3.125,0.0,0.0864,0,0.0,1,117
666464,Jerar Encarnacion,SF,0.2068,0.35,0.8,35,100.0,0.35,0.625,7.7,2.8,0.0,0.3457,0,0.0,4,117
644433,Chadwick Tromp,ATL,0.0387,0.303,0.6,30,99.0,0.303,0.5385,9.0,3.1429,0.0,0.1358,1,0.0,6,117
664059,Sam Haggerty,TEX,0.0,0.47,0.3,47,100.0,0.47,0.3704,7.8,2.3,0.0,1.1235,0,0.0,7,117
506702,Sandy León,ATL,0.0,0.4444,0.3,44,99.0,0.4444,0.8947,8.7647,2.4706,0.0,0.0741,1,0.0,11,117
