mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
519242,"Sale, Chris",SP,13.3288,3.8629,19.2381,93,93,19,HIGH
543135,"Eovaldi, Nathan",SP,8.6428,2.7364,13.6737,93,93,19,HIGH
547179,"Lorenzen, Michael",SP,6.8632,1.04,12.7957,93,93,19,HIGH
571927,"Matz, Steven",SP,8.6431,2.4456,14.1876,93,93,19,MED
579328,"Kikuchi, Yusei",SP,10.4267,4.4353,15.6923,93,93,19,MED
592332,"Gausman, Kevin",SP,11.3813,5.4615,16.4626,93,93,19,HIGH
592662,"Ray, Robbie",SP,10.7231,3.4917,15.9947,93,93,19,HIGH
592791,"Taillon, Jameson",SP,8.5162,-0.656,13.4435,93,93,19,HIGH
593958,"Rodriguez, Eduardo",SP,6.2085,-3.2575,10.8178,93,93,19,HIGH
594798,"deGrom, Jacob",SP,14.3498,8.4434,20.6595,93,93,19,HIGH
605135,"Bassitt, Chris",SP,5.2545,0.8757,10.2096,93,93,19,MED
605280,"Holmes, Clay",SP,10.2382,2.9472,15.2728,93,93,19,MED
605288,"Houser, Adrian",SP,3.4023,-2.7116,8.3639,93,93,19,HIGH
605400,"Nola, Aaron",SP,8.3719,2.4324,13.8389,93,93,19,HIGH
605488,"Springs, Jeffrey",SP,13.0437,5.8123,17.448,93,93,19,HIGH
605540,"Woodruff, Brandon",SP,10.6242,5.3168,14.9906,93,93,19,MED
607192,"Glasnow, Tyler",SP,14.9137,6.9496,19.8758,93,93,19,MED
607259,"Martinez, Nick",SP,12.2151,3.0115,18.1238,93,93,19,HIGH
607625,"Lugo, Seth",SP,12.2039,5.3546,17.0081,93,93,19,HIGH
608331,"Fried, Max",SP,11.7225,4.4911,16.6838,93,93,19,MED
608372,"Sugano, Tomoyuki",SP,7.5736,1.2345,12.5076,93,93,19,HIGH
608379,"Wacha, Michael",SP,9.1826,1.9255,14.2421,93,93,19,HIGH
608566,"Márquez, Germán",SP,4.1875,-2.8943,8.6685,93,93,19,MED
621111,"Buehler, Walker",SP,8.5469,0.6225,13.3534,93,93,19,HIGH
621121,"McCullers Jr., Lance",SP,8.7347,0.0829,14.7192,93,93,19,MED
622491,"Castillo, Luis",SP,4.8924,-3.3862,10.6568,93,93,19,HIGH
622663,"Severino, Luis",SP,6.9848,-0.5917,11.7879,93,93,19,HIGH
624133,"Suarez, Ranger",SP,6.7364,0.7633,11.6843,93,93,19,HIGH
641816,"Mahle, Tyler",SP,7.6449,1.823,12.5728,93,93,19,HIGH
641927,"Ober, Bailey",SP,9.5855,2.3788,14.8498,93,93,19,HIGH
642547,"Peralta, Freddy",SP,12.1592,5.9832,16.9529,93,93,19,HIGH
645261,"Alcantara, Sandy",SP,12.7633,4.5467,17.4725,93,93,19,HIGH
647336,"Soroka, Michael",SP,8.5463,2.6399,14.5071,93,93,19,HIGH
650633,"King, Michael",SP,12.0166,4.2156,17.5701,93,93,19,HIGH
650644,"Civale, Aaron",SP,8.9283,2.9435,13.275,93,93,19,HIGH
