pitcher,year,age,age_residual_28,career_year
594798,2021,33,5,6
594798,2022,34,6,7
594798,2023,35,7,8
594798,2024,36,8,9
594798,2025,37,9,10
594798,2026,38,10,11
594809,2021,33,5,1
594815,2015,25,3,1
594815,2017,27,1,2
594824,2018,29,1,1
594835,2015,23,5,1
594835,2017,25,3,2
594835,2018,26,2,3
594835,2019,27,1,4
594835,2021,29,1,5
594835,2022,30,2,6
594835,2023,31,3,7
594835,2024,32,4,8
594838,2022,34,6,1
594840,2015,27,1,1
594840,2016,28,0,2
594840,2017,29,1,3
594840,2018,30,2,4
594840,2019,31,3,5
594857,2015,26,2,1
594857,2016,27,1,2
594867,2017,26,2,1
594902,2017,25,3,1
594902,2018,26,2,2
594902,2019,27,1,3
594902,2023,31,3,4
594902,2024,32,4,5
594902,2025,33,5,6
594943,2016,28,0,1
594943,2017,29,1,2
594943,2018,30,2,3
594943,2023,35,7,4
594951,2015,27,1,1
594951,2016,28,0,2
594951,2019,31,3,3
594965,2018,26,2,1
594965,2019,27,1,2
594965,2021,29,1,3
594977,2015,27,1,1
594985,2016,28,0,1
594985,2021,33,5,2
594986,2015,24,4,1
594986,2016,25,3,2
594986,2017,26,2,3
594986,2019,28,0,4
594986,2021,30,2,5
594987,2015,25,3,1
594987,2018,28,0,2
594987,2019,29,1,3
594987,2021,31,3,4
594992,2017,28,0,1
594992,2018,29,1,2
595001,2015,28,0,1
595001,2016,29,1,2
595001,2017,30,2,3
595001,2019,32,4,4
595014,2015,27,1,1
595014,2016,28,0,2
595014,2017,29,1,3
595014,2018,30,2,4
595014,2019,31,3,5
595014,2021,33,5,6
595014,2022,34,6,7
595014,2024,36,8,8
595014,2025,37,9,9
595014,2026,38,10,10
595032,2015,26,2,1
595032,2016,27,1,2
595032,2017,28,0,3
595032,2018,29,1,4
595191,2015,25,3,1
595191,2016,26,2,2
595191,2017,27,1,3
595191,2018,28,0,4
595191,2019,29,1,5
595191,2021,31,3,6
595191,2022,32,4,7
595234,2017,26,2,1
595234,2018,27,1,2
595235,2015,27,1,1
595235,2016,28,0,2
595263,2021,34,6,1
595284,2021,30,2,1
595307,2015,27,1,1
595307,2016,28,0,2
595307,2017,29,1,3
595345,2016,25,3,1
595345,2017,26,2,2
595345,2018,27,1,3
595345,2021,30,2,4
595345,2022,31,3,5
595345,2023,32,4,6
595345,2024,33,5,7
595345,2025,34,6,8
595345,2026,35,7,9
595371,2015,28,0,1
595411,2017,27,1,1
595411,2018,28,0,2
595411,2021,31,3,3
595411,2023,33,5,4
595441,2015,27,1,1
595465,2015,25,3,1
595465,2016,26,2,2
595465,2017,27,1,3
595465,2018,28,0,4
595465,2019,29,1,5
595465,2021,31,3,6
595798,2019,28,0,1
595798,2021,30,2,2
595881,2018,25,3,1
595881,2019,26,2,2
595881,2021,28,0,3
595881,2022,29,1,4
595881,2024,31,3,5
595897,2018,25,3,1
595897,2019,26,2,2
595897,2023,30,2,3
595897,2024,31,3,4
595897,2025,32,4,5
595918,2015,23,5,1
595918,2016,24,4,2
595918,2017,25,3,3
595918,2018,26,2,4
595918,2019,27,1,5
595918,2021,29,1,6
595928,2017,24,4,1
595928,2018,25,3,2
595928,2019,26,2,3
595928,2021,28,0,4
595928,2023,30,2,5
595928,2024,31,3,6
595928,2025,32,4,7
595939,2019,27,1,1
595939,2021,29,1,2
595939,2022,30,2,3
595943,2021,29,1,1
595978,2023,31,3,1
595978,2024,32,4,2
595978,2025,33,5,3
595978,2026,34,6,4
596001,2017,25,3,1
596001,2018,26,2,2
596001,2019,27,1,3
596001,2021,29,1,4
596001,2022,30,2,5
596001,2023,31,3,6
596001,2024,32,4,7
596001,2025,33,5,8
596001,2026,34,6,9
596027,2017,25,3,1
596027,2018,26,2,2
596027,2019,27,1,3
596027,2021,29,1,4
596035,2019,27,1,1
596043,2016,23,5,1
596043,2017,24,4,2
596043,2018,25,3,3
596043,2019,26,2,4
596043,2022,29,1,5
596049,2016,24,4,1
596049,2021,29,1,2
596056,2021,28,0,1
596057,2015,22,6,1
596057,2016,23,5,2
596057,2017,24,4,3
596057,2018,25,3,4
596057,2019,26,2,5
596057,2021,28,0,6
596057,2022,29,1,7
596057,2023,30,2,8
596064,2015,23,5,1
596064,2016,24,4,2
596071,2017,25,3,1
596071,2018,26,2,2
596071,2019,27,1,3
596071,2021,29,1,4
596071,2022,30,2,5
596074,2018,26,2,1
596074,2019,27,1,2
596082,2021,29,1,1
596082,2022,30,2,2
596082,2023,31,3,3
596101,2018,26,2,1
596101,2019,27,1,2
596103,2021,29,1,1
596103,2025,33,5,2
596112,2016,23,5,1
596112,2017,24,4,2
596112,2018,25,3,3
596112,2019,26,2,4
596112,2021,28,0,5
596112,2022,29,1,6
596112,2023,30,2,7
596112,2025,32,4,8
596117,2022,29,1,1
596117,2024,31,3,2
596133,2016,23,5,1
596133,2017,24,4,2
596133,2018,25,3,3
596133,2019,26,2,4
596133,2021,28,0,5
596133,2022,29,1,6
596133,2023,30,2,7
596133,2024,31,3,8
596133,2025,32,4,9
596133,2026,33,5,10
596142,2025,33,5,1
596143,2016,23,5,1
596143,2017,24,4,2
596271,2017,30,2,1
596271,2018,31,3,2
596271,2022,35,7,3
596271,2023,36,8,4
596271,2025,38,10,5
596295,2018,25,3,1
596295,2021,28,0,2
596295,2022,29,1,3
596295,2023,30,2,4
596295,2024,31,3,5
596295,2025,32,4,6
596331,2015,26,2,1
596331,2016,27,1,2
596451,2018,25,3,1
596451,2019,26,2,2
596720,2017,24,4,1
596720,2018,25,3,2
596720,2019,26,2,3
596816,2017,28,0,1
596816,2018,29,1,2
596825,2021,28,0,1
597113,2018,29,1,1
597113,2019,30,2,2
597113,2021,32,4,3
598264,2015,25,3,1
598264,2016,26,2,2
598264,2017,27,1,3
598264,2018,28,0,4
598264,2019,29,1,5
598264,2021,31,3,6
598264,2022,32,4,7
598264,2023,33,5,8
598264,2024,34,6,9
598265,2022,32,4,1
598271,2015,25,3,1
598271,2017,27,1,2
598271,2018,28,0,3
598271,2019,29,1,4
598286,2019,30,2,1
598286,2021,32,4,2
598286,2023,34,6,3
598286,2024,35,7,4
598287,2015,26,2,1
598287,2016,27,1,2
598287,2017,28,0,3
598287,2018,29,1,4
598287,2019,30,2,5
598287,2021,32,4,6
598287,2022,33,5,7
599683,2016,26,2,1
599683,2017,27,1,2
599683,2018,28,0,3
599998,2015,28,0,1
599998,2016,29,1,2
599998,2017,30,2,3
600301,2016,27,1,1
600301,2018,29,1,2
600303,2018,29,1,1
600526,2016,23,5,1
600526,2017,24,4,2
600858,2019,25,3,1
600887,2019,27,1,1
600887,2021,29,1,2
600917,2016,23,5,1
600917,2017,24,4,2
600917,2018,25,3,3
600917,2019,26,2,4
600917,2022,29,1,5
600917,2023,30,2,6
600917,2024,31,3,7
600917,2025,32,4,8
600921,2017,24,4,1
600921,2021,28,0,2
600921,2022,29,1,3
600921,2023,30,2,4
600944,2016,22,6,1
600944,2017,23,5,2
600944,2018,24,4,3
600944,2021,27,1,4
600965,2017,25,3,1
600965,2018,26,2,2
600968,2017,23,5,1
600968,2018,24,4,2
600968,2019,25,3,3
600986,2017,24,4,1
600986,2018,25,3,2
600986,2019,26,2,3
600986,2023,30,2,4
600986,2024,31,3,5
601713,2017,24,4,1
601713,2018,25,3,2
601713,2019,26,2,3
601713,2021,28,0,4
601713,2022,29,1,5
601713,2023,30,2,6
601713,2024,31,3,7
601713,2025,32,4,8
601713,2026,33,5,9
602083,2015,22,6,1
602083,2017,24,4,2
602083,2018,25,3,3
602922,2019,25,3,1
602928,2017,23,5,1
605121,2018,26,2,1
605121,2019,27,1,2
605121,2024,32,4,3
605130,2018,26,2,1
605130,2019,27,1,2
605130,2021,29,1,3
605130,2022,30,2,4
605130,2023,31,3,5
605130,2024,32,4,6
605130,2025,33,5,7
605130,2026,34,6,8
605135,2015,26,2,1
605135,2016,27,1,2
605135,2018,29,1,3
605135,2019,30,2,4
605135,2021,32,4,5
605135,2022,33,5,6
605135,2023,34,6,7
605135,2024,35,7,8
605135,2025,36,8,9
605135,2026,37,9,10
605138,2021,28,0,1
605143,2018,28,0,1
605143,2019,29,1,2
605151,2015,23,5,1
605151,2016,24,4,2
605151,2017,25,3,3
605151,2018,26,2,4
605151,2019,27,1,5
605151,2021,29,1,6
605151,2022,30,2,7
605151,2023,31,3,8
605152,2016,26,2,1
605154,2017,27,1,1
605154,2018,28,0,2
605154,2019,29,1,3
605154,2021,31,3,4
605154,2022,32,4,5
605154,2023,33,5,6
605154,2024,34,6,7
605154,2025,35,7,8
605155,2018,26,2,1
605155,2019,27,1,2
605155,2021,29,1,3
605155,2023,31,3,4
605155,2024,32,4,5
605156,2015,25,3,1
605156,2018,28,0,2
605156,2019,29,1,3
605156,2022,32,4,4
605156,2024,34,6,5
605164,2016,24,4,1
605164,2017,25,3,2
605164,2018,26,2,3
605164,2019,27,1,4
605164,2021,29,1,5
605164,2022,30,2,6
605169,2015,25,3,1
605169,2017,27,1,2
605170,2018,25,3,1
605170,2019,26,2,2
605170,2022,29,1,3
605177,2015,25,3,1
605177,2016,26,2,2
605177,2017,27,1,3
605177,2018,28,0,4
605177,2019,29,1,5
605177,2021,31,3,6
605177,2022,32,4,7
605177,2023,33,5,8
605177,2024,34,6,9
605177,2025,35,7,10
605182,2016,26,2,1
605182,2017,27,1,2
605182,2018,28,0,3
605182,2019,29,1,4
605182,2022,32,4,5
605182,2023,33,5,6
605182,2024,34,6,7
605182,2025,35,7,8
605194,2016,24,4,1
605194,2017,25,3,2
605194,2021,29,1,3
605194,2022,30,2,4
605195,2017,25,3,1
605195,2018,26,2,2
605195,2019,27,1,3
605195,2021,29,1,4
605195,2022,30,2,5
605200,2015,22,6,1
605200,2016,23,5,2
605200,2017,24,4,3
605200,2018,25,3,4
605200,2019,26,2,5
605200,2021,28,0,6
605200,2022,29,1,7
605200,2023,30,2,8
605204,2017,24,4,1
605204,2018,25,3,2
605218,2015,24,4,1
605218,2016,25,3,2
605218,2017,26,2,3
605218,2018,27,1,4
605218,2019,28,0,5
605218,2021,30,2,6
605218,2022,31,3,7
605218,2023,32,4,8
605218,2024,33,5,9
605218,2025,34,6,10
605218,2026,35,7,11
605222,2016,26,2,1
605222,2017,27,1,2
605226,2015,23,5,1
605226,2016,24,4,2
605228,2015,23,5,1
605228,2016,24,4,2
605232,2015,22,6,1
605232,2016,23,5,2
605232,2017,24,4,3
605232,2018,25,3,4
605240,2017,24,4,1
605240,2018,25,3,2
605240,2019,26,2,3
605240,2021,28,0,4
605242,2016,23,5,1
605242,2017,24,4,2
605242,2018,25,3,3
605242,2021,28,0,4
605242,2022,29,1,5
605242,2023,30,2,6
605242,2025,32,4,7
605254,2017,25,3,1
605254,2018,26,2,2
605255,2018,25,3,1
605260,2018,26,2,1
605260,2019,27,1,2
605276,2018,25,3,1
605276,2019,26,2,2
605276,2021,28,0,3
605280,2018,25,3,1
605280,2019,26,2,2
605280,2021,28,0,3
605280,2022,29,1,4
605280,2023,30,2,5
605280,2024,31,3,6
605280,2025,32,4,7
605280,2026,33,5,8
605288,2015,22,6,1
605288,2018,25,3,2
605288,2019,26,2,3
605288,2021,28,0,4
605288,2022,29,1,5
605288,2023,30,2,6
605288,2024,31,3,7
605288,2025,32,4,8
605288,2026,33,5,9
605301,2018,26,2,1
605301,2019,27,1,2
605304,2015,26,2,1
605304,2016,27,1,2
605309,2015,22,6,1
605309,2016,23,5,2
605309,2017,24,4,3
605309,2018,25,3,4
605309,2019,26,2,5
605309,2021,28,0,6
605317,2015,26,2,1
605333,2015,25,3,1
605333,2017,27,1,2
605335,2024,32,4,1
605338,2015,22,6,1
605347,2015,22,6,1
605347,2017,24,4,2
605347,2018,25,3,3
605347,2019,26,2,4
605347,2021,28,0,5
605347,2022,29,1,6
605347,2023,30,2,7
605347,2024,31,3,8
605347,2025,32,4,9
605359,2015,25,3,1
605359,2016,26,2,2
605359,2017,27,1,3
605359,2018,28,0,4
605359,2019,29,1,5
605359,2021,31,3,6
605361,2019,29,1,1
605374,2015,25,3,1
605388,2015,25,3,1
605388,2016,26,2,2
605388,2017,27,1,3
605388,2018,28,0,4
605388,2019,29,1,5
605388,2021,31,3,6
605396,2015,25,3,1
605396,2016,26,2,2
605397,2016,24,4,1
605397,2017,25,3,2
605397,2018,26,2,3
605397,2019,27,1,4
605397,2021,29,1,5
605397,2022,30,2,6
605397,2023,31,3,7
605397,2024,32,4,8
605400,2015,22,6,1
605400,2016,23,5,2
605400,2017,24,4,3
605400,2018,25,3,4
605400,2019,26,2,5
605400,2021,28,0,6
605400,2022,29,1,7
605400,2023,30,2,8
605400,2024,31,3,9
605400,2025,32,4,10
605400,2026,33,5,11
605428,2017,24,4,1
605441,2017,24,4,1
605441,2018,25,3,2
605441,2019,26,2,3
605441,2021,28,0,4
605441,2023,30,2,5
605441,2026,33,5,6
605446,2018,26,2,1
605446,2019,27,1,2
605446,2022,30,2,3
605446,2023,31,3,4
605447,2019,26,2,1
605447,2021,28,0,2
605447,2022,29,1,3
605447,2023,30,2,4
605447,2024,31,3,5
605447,2025,32,4,6
605447,2026,33,5,7
605452,2015,22,6,1
605452,2016,23,5,2
605452,2017,24,4,3
605452,2018,25,3,4
605452,2019,26,2,5
605452,2021,28,0,6
605452,2024,31,3,7
605452,2025,32,4,8
605452,2026,33,5,9
605463,2019,27,1,1
605463,2022,30,2,2
605463,2023,31,3,3
605463,2024,32,4,4
605463,2025,33,5,5
605469,2019,27,1,1
605476,2015,26,2,1
605476,2016,27,1,2
605476,2017,28,0,3
605476,2018,29,1,4
605477,2015,26,2,1
605479,2019,30,2,1
605482,2019,27,1,1
605483,2016,24,4,1
605483,2017,25,3,2
605483,2018,26,2,3
605483,2019,27,1,4
605483,2021,29,1,5
605483,2022,30,2,6
605483,2023,31,3,7
605483,2024,32,4,8
605483,2025,33,5,9
605486,2018,27,1,1
605488,2018,26,2,1
605488,2019,27,1,2
605488,2021,29,1,3
605488,2022,30,2,4
605488,2023,31,3,5
605488,2024,32,4,6
605488,2025,33,5,7
605488,2026,34,6,8
605498,2018,26,2,1
605498,2019,27,1,2
605498,2023,31,3,3
605501,2018,25,3,1
605501,2019,26,2,2
605501,2021,28,0,3
605507,2021,28,0,1
605507,2022,29,1,2
605507,2025,32,4,3
605513,2018,26,2,1
605513,2019,27,1,2
605513,2021,29,1,3
605513,2023,31,3,4
605513,2024,32,4,5
605513,2025,33,5,6
605521,2019,26,2,1
605521,2021,28,0,2
605521,2022,29,1,3
605525,2016,23,5,1
605525,2018,25,3,2
605525,2019,26,2,3
605525,2021,28,0,4
605525,2022,29,1,5
605528,2017,27,1,1
605538,2015,23,5,1
605538,2016,24,4,2
605538,2017,25,3,3
605538,2018,26,2,4
605538,2019,27,1,5
605538,2021,29,1,6
605538,2022,30,2,7
605540,2017,24,4,1
605540,2018,25,3,2
605540,2019,26,2,3
605540,2021,28,0,4
605540,2022,29,1,5
605540,2023,30,2,6
605540,2025,32,4,7
605540,2026,33,5,8
605541,2015,25,3,1
605541,2016,26,2,2
605541,2017,27,1,3
605541,2018,28,0,4
605541,2019,29,1,5
605541,2021,31,3,6
605612,2021,28,0,1
605612,2022,29,1,2
605612,2023,30,2,3
605795,2017,28,0,1
605894,2015,23,5,1
605894,2016,24,4,2
606115,2022,28,0,1
606131,2016,23,5,1
606131,2017,24,4,2
606131,2018,25,3,3
606131,2019,26,2,4
606131,2022,29,1,5
606149,2017,26,2,1
606149,2018,27,1,2
606149,2019,28,0,3
606149,2021,30,2,4
606149,2022,31,3,5
606149,2023,32,4,6
606149,2024,33,5,7
606160,2015,25,3,1
606160,2016,26,2,2
606160,2017,27,1,3
606160,2019,29,1,4
606160,2021,31,3,5
606160,2022,32,4,6
606160,2023,33,5,7
606160,2024,34,6,8
606160,2025,35,7,9
606162,2018,25,3,1
606162,2019,26,2,2
606162,2021,28,0,3
606167,2016,23,5,1
606167,2017,24,4,2
606167,2018,25,3,3
606167,2019,26,2,4
606213,2021,28,0,1
606273,2015,27,1,1
606273,2016,28,0,2
606273,2017,29,1,3
606273,2018,30,2,4
606273,2019,31,3,5
606273,2022,34,6,6
606291,2016,23,5,1
606299,2019,25,3,1
606303,2019,25,3,1
606303,2021,27,1,2
606303,2022,28,0,3
606303,2023,29,1,4
606303,2024,30,2,5
606303,2025,31,3,6
606303,2026,32,4,7
606424,2017,24,4,1
606424,2018,25,3,2
606424,2019,26,2,3
606424,2021,28,0,4
606424,2022,29,1,5
606478,2018,25,3,1
606478,2019,26,2,2
606625,2017,24,4,1
606625,2018,25,3,2
606625,2019,26,2,3
606625,2021,28,0,4
606625,2022,29,1,5
606625,2023,30,2,6
606930,2016,26,2,1
606930,2017,27,1,2
606930,2018,28,0,3
606930,2019,29,1,4
606930,2021,31,3,5
606930,2022,32,4,6
606930,2023,33,5,7
606930,2024,34,6,8
606930,2025,35,7,9
606944,2018,26,2,1
606959,2017,24,4,1
606959,2019,26,2,2
606965,2016,26,2,1
606965,2017,27,1,2
606965,2018,28,0,3
606965,2019,29,1,4
606965,2021,31,3,5
606965,2022,32,4,6
606965,2023,33,5,7
606965,2024,34,6,8
606965,2025,35,7,9
606965,2026,36,8,10
606983,2016,23,5,1
606983,2017,24,4,2
606983,2018,25,3,3
606993,2022,29,1,1
606995,2018,28,0,1
606996,2025,33,5,1
606996,2026,34,6,2
607030,2018,26,2,1
607054,2018,28,0,1
607054,2021,31,3,2
607054,2022,32,4,3
607054,2023,33,5,4
607067,2015,25,3,1
607067,2016,26,2,2
607067,2021,31,3,3
607067,2023,33,5,4
607067,2024,34,6,5
607067,2025,35,7,6
607067,2026,36,8,7
607068,2015,25,3,1
607074,2015,23,5,1
607074,2016,24,4,2
607074,2017,25,3,3
607074,2018,26,2,4
607074,2019,27,1,5
607074,2021,29,1,6
607074,2022,30,2,7
607074,2023,31,3,8
607074,2024,32,4,9
607074,2025,33,5,10
607162,2017,28,0,1
607179,2021,29,1,1
607179,2022,30,2,2
607179,2023,31,3,3
607179,2024,32,4,4
607179,2025,33,5,5
607188,2017,24,4,1
607188,2018,25,3,2
607188,2019,26,2,3
607188,2021,28,0,4
607188,2023,30,2,5
607192,2016,23,5,1
607192,2017,24,4,2
607192,2018,25,3,3
607192,2019,26,2,4
607192,2021,28,0,5
607192,2022,29,1,6
607192,2023,30,2,7
607192,2024,31,3,8
607192,2025,32,4,9
607192,2026,33,5,10
607200,2017,24,4,1
607200,2018,25,3,2
607200,2019,26,2,3
607200,2021,28,0,4
607200,2022,29,1,5
607200,2024,31,3,6
607200,2025,32,4,7
607200,2026,33,5,8
607215,2017,25,3,1
607215,2018,26,2,2
607215,2019,27,1,3
607216,2018,26,2,1
607216,2021,29,1,2
607216,2022,30,2,3
607216,2023,31,3,4
607219,2017,24,4,1
607219,2018,25,3,2
607219,2019,26,2,3
607219,2021,28,0,4
607223,2019,26,2,1
607229,2016,23,5,1
607229,2017,24,4,2
607229,2018,25,3,3
607229,2019,26,2,4
607229,2021,28,0,5
607229,2022,29,1,6
607231,2016,24,4,1
607231,2017,25,3,2
607231,2018,26,2,3
607231,2019,27,1,4
607231,2021,29,1,5
607237,2017,25,3,1
607237,2018,26,2,2
607237,2019,27,1,3
607237,2021,29,1,4
607237,2022,30,2,5
607237,2023,31,3,6
607237,2024,32,4,7
607259,2015,25,3,1
607259,2016,26,2,2
607259,2017,27,1,3
607259,2022,32,4,4
607259,2023,33,5,5
607259,2024,34,6,6
607259,2025,35,7,7
607259,2026,36,8,8
607309,2015,26,2,1
607309,2016,27,1,2
607320,2016,24,4,1
607320,2017,25,3,2
607352,2016,26,2,1
607352,2017,27,1,2
607352,2018,28,0,3
607352,2019,29,1,4
607352,2021,31,3,5
607359,2015,27,1,1
607359,2016,28,0,2
607359,2021,33,5,3
607359,2022,34,6,4
607359,2023,35,7,5
607374,2015,25,3,1
607374,2016,26,2,2
607374,2018,28,0,3
607374,2019,29,1,4
607374,2021,31,3,5
607387,2018,28,0,1
607391,2019,30,2,1
607391,2021,32,4,2
607391,2022,33,5,3
607405,2015,26,2,1
607455,2017,24,4,1
607455,2018,25,3,2
607455,2019,26,2,3
607455,2021,28,0,4
607455,2022,29,1,5
607455,2023,30,2,6
607455,2024,31,3,7
607455,2025,32,4,8
607455,2026,33,5,9
607457,2015,25,3,1
607457,2016,26,2,2
607457,2017,27,1,3
607457,2018,28,0,4
607457,2019,29,1,5
607457,2021,31,3,6
607457,2022,32,4,7
607457,2023,33,5,8
607461,2023,30,2,1
607468,2018,26,2,1
607468,2021,29,1,2
607473,2017,28,0,1
607473,2018,29,1,2
607473,2019,30,2,3
607481,2017,24,4,1
607481,2018,25,3,2
607481,2019,26,2,3
607481,2021,28,0,4
607481,2022,29,1,5
607481,2023,30,2,6
607481,2024,31,3,7
607481,2025,32,4,8
607481,2026,33,5,9
607536,2017,24,4,1
607536,2018,25,3,2
607536,2019,26,2,3
607536,2021,28,0,4
607536,2022,29,1,5
607536,2023,30,2,6
607536,2024,31,3,7
607536,2025,32,4,8
607536,2026,33,5,9
607555,2019,26,2,1
607560,2019,30,2,1
607560,2021,32,4,2
607572,2018,25,3,1
607572,2019,26,2,2
607572,2021,28,0,3
607572,2022,29,1,4
607609,2022,30,2,1
607625,2016,27,1,1
607625,2017,28,0,2
607625,2018,29,1,3
607625,2019,30,2,4
607625,2021,32,4,5
607625,2022,33,5,6
607625,2023,34,6,7
607625,2024,35,7,8
607625,2025,36,8,9
607625,2026,37,9,10
607644,2018,25,3,1
607644,2019,26,2,2
607644,2021,28,0,3
607644,2022,29,1,4
607644,2023,30,2,5
607644,2024,31,3,6
607680,2021,32,4,1
607706,2016,26,2,1
607727,2016,26,2,1
607732,2019,30,2,1
607732,2023,34,6,2
607732,2025,36,8,3
607755,2018,25,3,1
607755,2019,26,2,2
607755,2021,28,0,3
607755,2022,29,1,4
607755,2023,30,2,5
607951,2017,23,5,1
607968,2015,27,1,1
607968,2017,29,1,2
607968,2018,30,2,3
607968,2023,35,7,4
608032,2016,24,4,1
608032,2017,25,3,2
608032,2019,27,1,3
608032,2021,29,1,4
608032,2022,30,2,5
608032,2023,31,3,6
608032,2024,32,4,7
608032,2025,33,5,8
608032,2026,34,6,9
608167,2015,25,3,1
608167,2016,26,2,2
608328,2017,24,4,1
608328,2018,25,3,2
608328,2019,26,2,3
608328,2021,28,0,4
608328,2022,29,1,5
608328,2023,30,2,6
608331,2017,23,5,1
608331,2018,24,4,2
608331,2019,25,3,3
608331,2021,27,1,4
608331,2022,28,0,5
608331,2023,29,1,6
608331,2024,30,2,7
608331,2025,31,3,8
608331,2026,32,4,9
608334,2016,23,5,1
608334,2017,24,4,2
608334,2018,25,3,3
608334,2019,26,2,4
608334,2021,28,0,5
608334,2023,30,2,6
608334,2024,31,3,7
608334,2025,32,4,8
608335,2021,27,1,1
608337,2016,22,6,1
608337,2017,23,5,2
608337,2018,24,4,3
608337,2019,25,3,4
608337,2021,27,1,5
608337,2022,28,0,6
608337,2023,29,1,7
608337,2025,31,3,8
608344,2019,25,3,1
608344,2021,27,1,2
608344,2022,28,0,3
608344,2023,29,1,4
608344,2024,30,2,5
608348,2022,28,0,1
608348,2023,29,1,2
608349,2015,24,4,1
608349,2016,25,3,2
608349,2017,26,2,3
608349,2018,27,1,4
608349,2021,30,2,5
608349,2022,31,3,6
608371,2017,23,5,1
608371,2018,24,4,2
608371,2019,25,3,3
608371,2021,27,1,4
608371,2022,28,0,5
608371,2023,29,1,6
608371,2024,30,2,7
608371,2025,31,3,8
608371,2026,32,4,9
608372,2025,36,8,1
608372,2026,37,9,2
608379,2015,24,4,1
608379,2016,25,3,2
608379,2017,26,2,3
608379,2018,27,1,4
608379,2019,28,0,5
608379,2021,30,2,6
608379,2022,31,3,7
608379,2023,32,4,8
608379,2024,33,5,9
608379,2025,34,6,10
608379,2026,35,7,11
608566,2016,21,7,1
608566,2017,22,6,2
608566,2018,23,5,3
608566,2019,24,4,4
608566,2021,26,2,5
608566,2022,27,1,6
608566,2023,28,0,7
608566,2024,29,1,8
608566,2025,30,2,9
608566,2026,31,3,10
608596,2019,28,0,1
608601,2017,26,2,1
608601,2018,27,1,2
608638,2016,26,2,1
608638,2018,28,0,2
608638,2019,29,1,3
608638,2021,31,3,4
608638,2022,32,4,5
608638,2023,33,5,6
608638,2024,34,6,7
608641,2015,25,3,1
608648,2015,25,3,1
608648,2016,26,2,2
608648,2017,27,1,3
608648,2018,28,0,4
608648,2019,29,1,5
608648,2021,31,3,6
608648,2022,32,4,7
608648,2023,33,5,8
608648,2024,34,6,9
608650,2017,26,2,1
608650,2021,30,2,2
608650,2025,34,6,3
608650,2026,35,7,4
608652,2017,26,2,1
608652,2018,27,1,2
608652,2019,28,0,3
608652,2021,30,2,4
608652,2022,31,3,5
608654,2018,26,2,1
608665,2015,25,3,1
608665,2016,26,2,2
608665,2017,27,1,3
608665,2018,28,0,4
608665,2021,31,3,5
608665,2022,32,4,6
608665,2023,33,5,7
608665,2025,35,7,8
608671,2025,34,6,1
608678,2015,24,4,1
608678,2016,25,3,2
608678,2017,26,2,3
608678,2018,27,1,4
608678,2019,28,0,5
608678,2021,30,2,6
608678,2022,31,3,7
608678,2023,32,4,8
608678,2024,33,5,9
608686,2021,31,3,1
608686,2022,32,4,2
608700,2017,26,2,1
608700,2019,28,0,2
608700,2021,30,2,3
608700,2022,31,3,4
608703,2022,32,4,1
608716,2017,26,2,1
608716,2018,27,1,2
608716,2019,28,0,3
608716,2021,30,2,4
608716,2022,31,3,5
608717,2016,26,2,1
608717,2017,27,1,2
608717,2018,28,0,3
608717,2019,29,1,4
608717,2021,31,3,5
608717,2022,32,4,6
608717,2023,33,5,7
608717,2024,34,6,8
608717,2025,35,7,9
608718,2016,27,1,1
608718,2017,28,0,2
608718,2018,29,1,3
608718,2019,30,2,4
608718,2021,32,4,5
608718,2022,33,5,6
608718,2023,34,6,7
608718,2024,35,7,8
608718,2025,36,8,9
608718,2026,37,9,10
608723,2018,26,2,1
608723,2019,27,1,2
608723,2021,29,1,3
608723,2022,30,2,4
608723,2023,31,3,5
608723,2024,32,4,6
608723,2026,34,6,7
611093,2015,23,5,1
611093,2016,24,4,2
611093,2017,25,3,3
611093,2018,26,2,4
611093,2022,30,2,5
611093,2023,31,3,6
612272,2015,26,2,1
612434,2015,21,7,1
612434,2016,22,6,2
612434,2017,23,5,3
612434,2018,24,4,4
612434,2019,25,3,5
612434,2021,27,1,6
612434,2022,28,0,7
612434,2023,29,1,8
612434,2024,30,2,9
612434,2025,31,3,10
612672,2015,30,2,1
612672,2016,31,3,2
612672,2017,32,4,3
612672,2018,33,5,4
612672,2019,34,6,5
613317,2019,26,2,1
613534,2017,26,2,1
613534,2018,27,1,2
613534,2019,28,0,3
613534,2021,30,2,4
613534,2022,31,3,5
613534,2023,32,4,6
613534,2024,33,5,7
613564,2023,30,2,1
614177,2022,27,1,1
614179,2017,23,5,1
614179,2018,24,4,2
614179,2019,25,3,3
614179,2021,27,1,4
614179,2022,28,0,5
614179,2023,29,1,6
614179,2024,30,2,7
614179,2025,31,3,8
615698,2019,24,4,1
615698,2021,26,2,2
615698,2022,27,1,3
615698,2023,28,0,4
615698,2024,29,1,5
615698,2025,30,2,6
615698,2026,31,3,7
615868,2016,24,4,1
617228,2021,33,5,1
617228,2022,34,6,2
620396,2021,30,2,1
620443,2022,26,2,1
620443,2024,28,0,2
620443,2025,29,1,3
620446,2019,23,5,1
620454,2018,22,6,1
620454,2019,23,5,2
620454,2022,26,2,3
620454,2023,27,1,4
620454,2025,29,1,5
620982,2017,23,5,1
620982,2019,25,3,2
620982,2024,30,2,3
621002,2018,24,4,1
621002,2019,25,3,2
621002,2021,27,1,3
621011,2021,27,1,1
621011,2022,28,0,2
