batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus
592450,761,3207,0.0726715022671335,-0.023945700614476283,0.23546263248190596,0.21151693186742968,106.7,91.4,147.9,132.9
660271,803,3170,0.06492442628500547,-0.0012413297467421525,0.1943909500560647,0.19314962030932253,99.1,101.3,139.8,129.1
665742,798,3318,0.06982229301521008,0.008122143514405817,0.15419530489354352,0.16231744840794934,103.9,105.3,131.9,122.6
670541,644,2356,0.05367931827234308,0.041817697353621466,0.10812087302758247,0.14993857038120395,88.1,119.9,122.8,120.0
519317,536,2132,0.05477349265887692,-0.004012699515905057,0.1300585947567679,0.12604589524086285,89.2,100.1,127.1,115.0
677951,734,2700,0.07307071313166501,0.026232159537127993,0.09636067310142879,0.12259283263855678,107.1,113.2,120.5,114.3
681481,340,1313,0.06693335874493148,-0.007879996946635976,0.1293365600137263,0.12145656306709031,101.1,98.4,127.0,114.1
667670,618,2409,0.06957422121583812,-0.01268037450875139,0.13332026894406382,0.12063989443531242,103.7,96.3,127.7,113.9
542303,697,2913,0.07921491782942222,-0.01815061386743578,0.13687471157397954,0.11872409770654377,113.1,93.9,128.4,113.5
665487,472,1665,0.08140416409347394,0.005279381834339725,0.11320035288944408,0.1184797347237838,115.2,104.1,123.8,113.5
665489,708,2662,0.07397239654784062,0.02661880337334203,0.08844996520279942,0.11506876857614146,108.0,113.3,118.9,112.7
656976,158,633,0.05571002307909915,0.022946386109394673,0.08689908408997835,0.10984547019937302,90.1,111.8,118.6,111.6
665833,617,2478,0.04706473699786726,-0.008567630236454522,0.11513863698974824,0.10657100675329373,81.6,98.1,124.2,111.0
608369,529,1885,0.0865863433212372,0.009780965669084507,0.0915238599600374,0.10130482562912191,120.3,106.0,119.5,109.9
656941,718,2969,0.059757452162200714,-0.021538905587739143,0.1194203089644534,0.09788140337671425,94.1,92.5,125.0,109.1
646240,593,2402,0.07462735230346552,-0.01366862640900502,0.10951510934108302,0.09584648293207801,108.6,95.9,123.1,108.7
695578,338,1404,0.04453619573669262,-0.0042459760764397185,0.09667098643570282,0.09242501035926311,79.2,100.0,120.5,108.0
701538,625,2331,0.07361393752445029,0.013136101536061606,0.07918906057665112,0.09232516211271273,107.6,107.5,117.1,108.0
521692,673,2373,0.07266356293666455,0.009565041851343664,0.08139379751566678,0.09095883936701044,106.7,106.0,117.5,107.7
669911,470,1973,0.06230229431640405,-0.03141766719723996,0.12142699122106562,0.09000932402382567,96.6,88.2,125.4,107.5
670242,267,1061,0.07766886251830663,-0.05140501933749263,0.13547581064163108,0.08407079130413846,111.6,79.5,128.2,106.3
660821,552,2048,0.06243851088001398,0.0035932747268387966,0.07967136826091933,0.08326464298775813,96.7,103.4,117.2,106.1
606466,596,2215,0.07123193852485285,0.011893459219920556,0.07049522010142593,0.0823886793213465,105.3,107.0,115.4,105.9
592626,467,1887,0.05077058549113841,-0.010833381951787837,0.09194547106595957,0.08111208911417174,85.3,97.1,119.6,105.6
671739,482,1727,0.058698993891745474,0.016009575421311487,0.06350304816383225,0.07951262358514373,93.0,108.7,114.0,105.3
683002,729,2942,0.06135744307603054,0.0017390254348809513,0.07699139726883593,0.07873042270371688,95.6,102.6,116.6,105.1
677594,620,2407,0.07383380724841283,-0.009975780224061596,0.08340715111159806,0.07343137088753647,107.8,97.5,117.9,104.0
669394,593,2124,0.06151154749694368,0.006364854619665078,0.06683822962247307,0.07320308424213814,95.8,104.6,114.6,104.0
671056,269,1069,0.0533279390061907,0.010862406208046654,0.059858322025555105,0.07072072823360176,87.8,106.5,113.3,103.5
668901,531,2052,0.0676311424642739,-0.01664312978749811,0.08660438683968925,0.06996125705219114,101.8,94.6,118.5,103.3
676059,466,1708,0.07725781724337762,0.007535879162647744,0.06129141453420387,0.06882729369685162,111.2,105.1,113.5,103.1
663586,472,1829,0.0821849962154055,-0.015215657027074747,0.08326265697216172,0.06804699994508696,116.0,95.2,117.9,102.9
624413,770,3097,0.05812447273449066,0.0031657858797092763,0.06338925046798496,0.06655503634769425,92.5,103.2,114.0,102.6
673237,641,2204,0.07549645038011178,0.01998326481629539,0.04607493641711728,0.06605820123341268,109.5,110.5,110.6,102.5
621439,394,1475,0.07951401904350026,-0.00981073720420335,0.07501901563393473,0.06520827842973138,113.4,97.6,116.3,102.3
596019,774,3028,0.07273955532451039,0.004014011618647393,0.0584098757587019,0.062423887377349295,106.8,103.5,113.0,101.7
691016,214,770,0.05923836225684579,0.0046408017738843906,0.05705323369306418,0.06169403546694857,93.6,103.8,112.7,101.6
641933,477,2015,0.066463474774425,-0.04325975808287688,0.10406044855121702,0.060800690468340135,100.6,83.1,122.0,101.4
682985,637,2625,0.06450404854179785,-0.015099862328347674,0.07583458066551252,0.060734718337164845,98.7,95.3,116.4,101.4
663656,355,1417,0.0723954896660758,0.014451566374030982,0.0461192604790737,0.06057082685310468,106.4,108.1,110.6,101.3
682829,695,2751,0.04741628681528726,-0.007143758453147678,0.06706771121217364,0.05992395275902596,82.0,98.7,114.7,101.2
642350,458,1824,0.06461748886109273,-0.037012805747338014,0.09588492008966917,0.05887211434233116,98.8,85.8,120.4,101.0
671213,252,1031,0.05715203569688412,-0.020189989821458556,0.07850877401351139,0.05831878419205283,91.5,93.1,116.9,100.9
681351,532,2015,0.07358335115072488,-0.0207274261994424,0.07832608038170658,0.057598654182264175,107.6,92.8,116.9,100.7
678877,222,824,0.04952548677472895,-0.014247580090876281,0.0705976975509664,0.05635011746009012,84.1,95.6,115.4,100.5
671277,532,1893,0.0618800640138092,0.030900605141813548,0.025572343242045006,0.05647294838385855,96.1,115.2,106.5,100.5
547180,647,2574,0.08211041993996315,-0.017326533209987217,0.07396905299317262,0.05664251978318541,115.9,94.3,116.0,100.5
502110,519,2157,0.07676555949122049,-0.02667144792263321,0.08258131137468964,0.05590986345205644,110.7,90.2,117.7,100.4
606192,728,2903,0.08123755121776084,-0.030638669592670593,0.08647672364162151,0.05583805404895092,115.1,88.5,118.5,100.3
663728,629,2523,0.07328175669334216,-0.025257927920146608,0.0788021388147472,0.05354421089460058,107.3,90.9,117.0,99.9
592518,674,2518,0.07058230166177334,0.011909299113347392,0.04201087483824655,0.053920173951593944,104.7,107.0,109.7,99.9
621043,378,1426,0.06715360099822792,0.028758589035064307,0.025118259353090287,0.0538768483881546,101.3,114.3,106.4,99.9
663698,286,1140,0.05069649435736049,-0.00023119974651321078,0.05299773142473916,0.052766531678225946,85.2,101.7,111.9,99.7
592885,314,1268,0.07626878545634644,0.006931882049912027,0.045700687068648486,0.05263256911856051,110.2,104.8,110.5,99.7
691406,176,629,0.05098445105251497,0.03308749040427826,0.018643867116932344,0.05173135752121061,85.5,116.1,105.1,99.5
624424,492,1984,0.06564794073348254,-0.010704863124802878,0.06272276131410247,0.05201789818929959,99.8,97.2,113.8,99.5
671732,460,1859,0.06352764342783916,0.0013374721221610219,0.05015180100677431,0.05148927312893534,97.8,102.4,111.4,99.4
545341,279,1088,0.06986536004803881,0.02118260879336209,0.029091890638375754,0.05027449943173784,104.0,111.0,107.2,99.2
664040,435,1680,0.08536557368737856,-0.0217830348055392,0.07164915398918495,0.04986611918364575,119.1,92.4,115.6,99.1
669357,419,1672,0.06767695425862186,-0.0481206557536682,0.09780705111881098,0.04968639536514278,101.8,80.9,120.7,99.1
663457,403,1655,0.04969237121526271,0.025532731012414545,0.024065142795344427,0.04959787380775897,84.2,112.9,106.2,99.0
672820,368,1377,0.06054217225519573,0.014585851809627414,0.03318869142919941,0.04777454323882682,94.8,108.1,108.0,98.7
592206,703,2479,0.07855352045379616,0.002301633031346038,0.04415601395161722,0.046457646982963265,112.4,102.8,110.2,98.4
681297,579,2370,0.05818885422802846,-0.022170119110756756,0.06837741073988074,0.04620729162912399,92.5,92.2,114.9,98.3
680776,748,2867,0.06322757916005114,0.011925010201998085,0.033676318437787754,0.04560132863978584,97.5,107.0,108.1,98.2
592663,448,1731,0.06546451978857303,-0.008847833516582245,0.05429766670321205,0.045449833186629804,99.6,98.0,112.2,98.2
516782,448,1726,0.07239799610007823,0.0010745349640238007,0.04427119114770432,0.04534572611172812,106.4,102.3,110.2,98.1
663624,517,1940,0.0746951338660615,-0.002799367490908232,0.04786985748409223,0.045070489993184,108.7,100.6,110.9,98.1
669127,539,2011,0.06585100844086786,-0.004296160095733458,0.04905158955623443,0.04475542946050098,100.0,99.9,111.1,98.0
575929,364,1408,0.07977045123291661,-0.025598270612783594,0.06914635876494844,0.04354808815216485,113.6,90.7,115.1,97.8
673548,584,2509,0.06548663738266251,-0.019019799107059303,0.06215097184403249,0.043131172736973186,99.7,93.6,113.7,97.7
605141,594,2348,0.06528927836672353,0.049252968996074564,-0.006294107412629827,0.04295886158344474,99.5,123.2,100.2,97.6
502671,673,2794,0.06640752957563968,-0.018295186026381517,0.059958781921651196,0.041663595895269676,100.6,93.9,113.3,97.4
553993,660,2612,0.06871732602743956,-0.013817090156483431,0.05543433201727794,0.041617241860794504,102.8,95.8,112.4,97.4
518692,697,2744,0.08017067471674574,0.0032322047516814955,0.03834224284823961,0.041574447599921106,114.0,103.2,109.0,97.4
656811,498,1943,0.06101467019185978,0.034583056560796084,0.006836999951902039,0.041420056512698124,95.3,116.8,102.8,97.3
663616,404,1599,0.061447764973598204,0.011635259665235683,0.028693917346146246,0.04032917701138193,95.7,106.8,107.1,97.1
694192,581,2138,0.06122975623843788,0.012036900222590649,0.02804279741907816,0.040079697641668806,95.5,107.0,107.0,97.0
669016,505,2113,0.051590090350992435,-0.017036278740579818,0.05637305047284077,0.03933677173226095,86.1,94.4,112.6,96.9
650333,712,2571,0.05195861894060306,0.06868426371943177,-0.031856849107548574,0.0368274146118832,86.4,131.6,95.2,96.4
