pitcher,pitcher_name,year,num_pitches,pl_plv,pl_pla,pl_plv_FF,pl_plv_SI,pl_plv_SL,pl_plv_ST,pl_plv_CH,pl_plv_CU,pl_plv_FC,pl_plv_FS
605483,"Snell, Blake",2024,1773,5.021180242440356,3.4367269805041163,3.3755662144415854,,4.870252598546948,,2.0285590908624282,3.459904638971972,,
592791,"Taillon, Jameson",2024,2483,5.020772498011986,3.0658168823462804,3.8729493211777957,4.010230814229514,,1.878245582883121,3.0984824024940067,3.0293890310375726,2.421497537221276,
622786,"Tinoco, Jesus",2024,664,5.020759239647702,3.0807767291400436,3.2331103895718982,3.5886315095804697,2.804310276430119,,5.329481998378734,,,
663704,"McArthur, James",2024,903,5.019093720311813,3.115636724583249,4.564106685745184,3.463775816436435,3.4414834245697286,,,2.707829701162602,,
671737,"Bradley, Taj",2024,2294,5.0189479440510345,3.296772402289931,2.8745297920409154,,,,,4.126881238241994,3.364520508707802,3.5549310282354813
607074,"Rodón, Carlos",2024,3569,5.018821047125329,3.394791562907927,2.8396467153563165,,2.9132515451544148,,4.416234294783713,4.482017416011709,4.814329766342569,
663776,"Sandoval, Patrick",2024,1521,5.018787418218191,3.1564258593263856,4.02808289056652,3.713792106158742,2.542872589515447,2.4742733644048815,3.454521563337707,3.464952358489324,,
666159,"Manning, Matt",2024,578,5.0187668803324925,3.1817969819654515,3.4616709402474353,,2.8987878893868615,2.8868763530386126,,3.376933035591197,,4.929129752532292
502085,"Robertson, David",2024,1230,5.01862439952823,3.223033170761804,,3.7343249481243497,3.0150662898724754,,4.745359139039776,3.9224308957106526,2.172779230573397,
592767,"Smyly, Drew",2024,1053,5.018224414208767,3.230539784057412,,3.457425301146154,,,,3.1770782469057988,3.164949288544779,
687911,"King, Bryan",2024,428,5.017929464561252,3.1644096012128466,3.347345914128896,4.831133253631757,,2.927375384799328,,3.191797738324251,,
621383,"Banks, Tanner",2024,1194,5.017538110536579,3.199917736587535,3.762591914142387,4.049115705386216,3.1852042942180425,1.8340561576863763,3.3874301484938716,,,
686580,"Slaten, Justin",2024,824,5.015144108590287,3.2100893839668716,2.6013500169434174,,,3.248237174031143,,3.7381180557132456,2.8913430502314696,
656464,"Ginkel, Kevin",2024,1191,5.01381899382553,3.347837270708789,3.4631345100889064,3.388848221371191,2.8191398156084215,,,,,
669387,"Mlodzinski, Carmen",2024,866,5.013483270705943,3.3155408071259496,3.453461024414054,,3.308566829025521,2.296842121184076,,,2.4390744103647606,
663992,"Lovelady, Richard",2024,528,5.013315067875138,3.206511518714339,3.535228986585416,3.6038721205806983,3.053381959897969,1.56007469523772,,,,
694738,"Roupp, Landen",2024,906,5.013224093428888,3.1875458136755057,6.447933202665576,3.913448624462932,3.4370301641904355,,4.926688130763138,2.5063433263653856,,
519151,"Pressly, Ryan",2024,986,5.013017545826987,3.224672928725907,3.8781268060293126,5.167440406117491,2.5763750231636244,,4.509126199018041,3.0009680582182074,,
621345,"Minter, A.J.",2024,540,5.009567168261686,3.2747726056333475,2.931272465102367,,,,4.365033198988197,,2.4227572125365615,
668678,"Gallen, Zac",2024,2645,5.009362117440012,3.4388496215392994,3.7119482292609725,,3.147638865084261,,3.142827747405379,2.711678008123169,4.375392990275385,
543351,"Jackson, Jay",2024,474,5.0085571357549314,3.1145481144189677,3.965080353108993,3.085848344378439,3.0067577786166897,,3.2122662056064186,,,
676664,"Sears, JP",2024,2926,5.0070458670976326,3.2221771720086068,3.458483151949176,3.480496452096732,2.8651068987742683,2.63922888006503,4.226272339190054,2.7731257862337184,,
669212,"Morgan, Eli",2024,724,5.006875815987641,3.1957262114129934,3.711954698387549,,3.39375651858424,,2.3803195141585505,,,
687765,"Spence, Mitch",2024,2508,5.006670426383603,3.216903205191418,,4.832244403057896,2.1220983381852037,,5.768674235339901,2.800687454877769,3.0227031615274154,
650633,"King, Michael",2024,3137,5.006272576284021,3.256544869507442,3.546422348227166,3.5441104086697877,2.8120933377723603,3.0511951081224,3.137874458258757,,,
675921,"Howard, Spencer",2024,562,5.0055954462694245,3.1419518595439273,3.523330319592109,,2.311246012197218,,4.293010942396762,3.6177059067264405,,
518876,"Kelly, Merrill",2024,1206,5.0053342490118595,3.245830126189146,3.795462858622404,4.204660093844058,1.7746824712106282,,2.7457968404985333,3.423450937111646,2.819264410491421,
671345,"Foley, Jason",2024,952,5.0052289746106124,3.081721891355305,3.5298197695727698,3.3582835925532386,2.6722351703972738,,4.5060610194831785,,,
542881,"Anderson, Tyler",2024,2913,5.005037627796082,3.2498025103028683,3.293281601608875,3.8166902490857986,4.506657752581257,,2.9117019398643276,,3.27050994198129,
668909,"Williams, Gavin",2024,1408,5.003263267804259,3.3795289407152564,2.924612121393208,,3.3385495616819085,,4.196215336215955,3.8209753868039797,3.154222269010388,
592351,"Gray, Jon",2024,1620,5.0024708488124325,3.1565798252364674,3.8560082608608877,,2.618985096657454,,3.5480678771415146,4.165832799448973,,
660853,"De Los Santos, Enyel",2024,1127,5.002210114114879,3.136761463734408,3.424870610459612,,2.867135521687887,,4.996607036557847,,,
677960,"Weathers, Ryan",2024,1492,5.002041970994154,3.3634411657899363,2.9205401372961806,2.9435665736149392,,3.7465913229548082,3.9414855579253807,,,
672582,"Zerpa, Angel",2024,1030,5.001468767213536,3.1123590383647572,4.353013333482224,2.589669834313151,2.766394215757259,,5.209978404255313,,,
657649,"Koenig, Jared",2024,1024,5.000933180673276,3.2025940547685785,4.614091597610113,3.1655070513707706,,,3.2567802326630293,3.096520917170553,2.6071033249971496,
669724,"Hanifee, Brenan",2024,536,5.000668971606967,3.1074485947940644,2.831388825097603,3.4486736886029856,2.7100169824274634,,3.8070662927891927,,,
608723,"Voth, Austin",2024,983,5.000661963836714,3.335548655441422,3.2810784375619573,,,3.101481462397551,,2.988093327078671,3.0143431705190427,
669438,"Englert, Mason",2024,407,5.000206753716157,3.293096520407553,3.8306930917597786,4.313501854142977,2.9480117024208834,,2.0528810960855353,,4.063991571644376,
664126,"Fairbanks, Pete",2024,729,4.999906302699667,3.2167289280104576,3.380460528617693,,3.2528709587823332,,1.8670868602342825,,,
607536,"Freeland, Kyle",2024,1840,4.999452313762463,3.18652881738023,3.4127667516893236,3.6503051568954152,,,3.392859267138123,2.9847659582759736,2.37421798458106,
657097,"Webb, Jacob",2024,948,4.998992773175267,3.3250528982613705,3.8126188023227225,,,2.978752658832404,3.122308952539303,,,
543859,"Tonkin, Michael",2024,1465,4.998440084154312,3.3278968646959513,3.451697608332953,2.818388482693029,3.2504416693639726,3.3189432019849985,,,,
668964,"Myers, Tobias",2024,2218,4.997261954392255,3.2817862830266815,2.6834905100514703,,2.7162026021719754,,5.559798586443533,3.568506489139464,3.2621003296228466,
669358,"Baz, Shane",2024,1206,4.9970296909278655,3.292800913688927,2.7475358480060663,,3.91586130475587,,4.403478683508318,3.857899673415373,,
696136,"Wicks, Jordan",2024,852,4.996471236114105,3.418470817671782,2.7572719201370095,3.947477807882766,3.1830097004087197,3.4064928819740867,3.9629828217411642,4.754158156014762,,
663546,"Hjelle, Sean",2024,1209,4.996317911424532,3.1891106161809004,,3.036605658184765,,,,3.3432098067046407,4.113909329247614,
650556,"Abreu, Bryan",2024,1341,4.996077375806411,3.367294169433957,3.4123447884023133,,3.1329579163669834,,,,,
657024,"Swanson, Erik",2024,666,4.995628971408401,3.4314855112526867,3.8209310072589933,,3.2789554154658926,,,,,3.2931285463935396
621114,"Burr, Ryan",2024,570,4.99488408395848,3.3635228472043366,4.335463315233678,,2.603599823412697,,,,,
678495,"Rodríguez, Randy",2024,879,4.9937642021419855,3.400778788030977,2.971693853810475,4.4482995422433245,3.244408967675339,,5.762186812729864,,,
694813,"Stone, Gavin",2024,2224,4.9935136060416205,3.271284001029576,3.5200630489553593,3.3598148162474395,1.924709711558867,1.6196022959813252,4.120773747872237,3.3532325808600234,3.159491642702257,
661527,"Martinez, Seth",2024,843,4.99157252508366,3.291507596026575,3.872809971213183,3.816078620286069,,2.24389102984453,4.133642880776691,,,
689225,"Brieske, Beau",2024,1314,4.991524446208543,3.3611823161189394,3.166205905752328,3.725362100846061,3.8889669421740223,,3.0847303038771106,,,
680736,"Wrobleski, Justin",2024,592,4.991228939256926,3.394909740368105,3.22762379442994,5.120852337949861,3.126515218410992,2.490559730564957,4.3874728925909405,4.226156352000128,,
663485,"Sands, Cole",2024,1175,4.990763648550311,3.306979552777861,3.3166927342390657,3.412509331457869,,,,3.00668475678817,2.966484784474071,3.682197165228324
663559,"Falter, Bailey",2024,2280,4.990656221617546,3.278538883531885,3.2929840720540327,3.112164139363994,3.529713179584345,,,3.4377863241904105,,3.279964725334418
676879,"Ashby, Aaron",2024,584,4.990358507874715,3.2253275650825284,4.283795461157911,3.5029811146816208,2.7629036235733633,,3.972210200914839,3.0232589360174167,,
614179,"Ruiz, José",2024,886,4.9899155424121515,3.3263215422602768,3.131992970096558,4.038033693570359,5.757847854823941,,4.811053154697312,3.0470509582175307,,
595345,"Okert, Steven",2024,676,4.988400178628957,3.2952323085813457,4.29186238487944,3.1657427771337616,2.9649826159097596,,3.348840550208198,,,
663465,"Allard, Kolby",2024,473,4.988287692990172,3.213002417436397,3.9179635441649534,2.1337915087042028,,,3.028970562205549,3.1949071193276612,2.3624118704789545,
605347,"López, Jorge",2024,846,4.98828029057498,3.2165803229080856,3.725043393512971,3.2283504773430565,2.946583759032716,,3.5627446254175013,3.528748499784161,,
519326,"Strickland, Hunter",2024,1172,4.986579716693705,3.290328566917246,4.147678948416461,3.1731083652204983,2.476647414903864,3.5904754737433358,4.581159231179415,,1.7656678377494242,
642547,"Peralta, Freddy",2024,3147,4.986508849520473,3.501289342803137,3.143161591536483,,3.3563332708791,2.751769358364273,4.420445672864378,3.26284197434123,,
518886,"Kimbrel, Craig",2024,963,4.985343405642574,3.5165560992545215,3.2371404407837243,,,3.633210505845909,,3.7281452126372567,,
502624,"Anderson, Chase",2024,1092,4.984137568425861,3.3077496411314984,4.5263300740510495,5.596699645770455,,3.3603924684931794,2.432149707087916,3.344955927451407,2.9294774792193596,
621244,"Berríos, José",2024,2992,4.982382275039446,3.356078970779021,3.8518121096923927,3.1730253536969197,3.228018334879554,,3.2301813390075136,,2.6154679139175183,
657508,"Baumann, Mike",2024,1066,4.982324428442438,3.3940983712972637,3.299160760524712,,3.883117916848887,,3.488494831137217,3.341960374996365,,
668941,"Romero, JoJo",2024,955,4.982091617651629,3.276099597961334,4.488565349480824,3.3139446951405738,,2.856031273806556,4.029787255796512,,,
689017,"Knack, Landon",2024,1280,4.9820243309530134,3.399466446406473,2.9220305454525928,,2.747677314023237,,4.903513063901725,4.6643152821827485,,
641656,"Hamilton, Ian",2024,661,4.981803645199071,3.3796404319171893,4.024745866863521,3.704924301412195,2.8561398742646897,,,,,
657514,"Bernardino, Brennan",2024,860,4.981700184539415,3.1512152688373085,,2.9956002803168573,3.199225355523806,,,3.4648087486006514,4.141700517546704,
676440,"Bibee, Tanner",2024,3186,4.980658997128145,3.3372467222471593,3.6678606987126923,4.538990086742782,,2.1647759444815904,3.4256824527359573,2.9877352858318833,2.4843785753596634,
519293,"Smith, Will",2024,673,4.980060823928682,3.267891740285161,4.244811278537483,,3.057405061815169,,2.838334928781787,3.5388934449288776,,
666200,"Luzardo, Jesús",2024,1083,4.980035098777702,3.4332272906883974,3.0998678565262843,3.607242421161441,3.4864073506898396,,3.6965880563831863,,,
663947,"Holton, Tyler",2024,1514,4.97839617833389,3.3312730004484736,3.888181644087327,3.15656172396214,,3.1807463039534003,3.179366987848473,3.3674882412732714,2.7772986646990336,
571670,"Floro, Dylan",2024,1018,4.977885466677531,3.1590243896998427,4.495181705328575,3.2006253500628254,3.1337257553450577,,2.5393482322209486,,,
676775,"Winn, Keaton",2024,847,4.974951786372634,3.3192435121464037,3.94837581001039,3.9395821644716253,3.220168723964324,,,,,3.599639775040483
672578,"Hernández, Carlos",2024,560,4.974932141401698,3.4721815726241,2.925438487688238,,3.7802394448251775,2.6587087135364147,,4.391924125805433,,4.844334094157512
621112,"Blackburn, Paul",2024,1286,4.9741970509631654,3.402612405690941,4.342714230322084,4.164232542547637,,2.9497796449317732,2.985566527975376,3.4117904765313742,2.199763891042098,
643410,"Leiter Jr., Mark",2024,1103,4.974016385796907,3.5064120297618535,3.9401756025695107,4.0301798539795275,,2.9527887755812667,,3.746818340702186,3.711318123410946,3.581459231004944
678394,"Bello, Brayan",2024,2801,4.97386031783365,3.3535973368053256,4.644350399444379,3.3401245150345,,3.0441803057118175,3.823367628681444,,,
605452,"Ross, Joe",2024,1210,4.972374173499611,3.283566639967689,4.110726317206421,4.001947920321539,2.6047882950676655,,2.7578677368090574,3.4970229679312865,,
681293,"Arrighetti, Spencer",2024,2505,4.972054614656453,3.3834370236554383,3.194266963484065,5.273285931817096,,3.612931627643942,4.637267060623163,3.5095459306505266,2.6381961523450244,
671096,"Abbott, Andrew",2024,2333,4.972051682440932,3.4473829466734207,3.8828365099943962,,,2.2891277225986073,3.619217241719328,3.3075017800610844,,
595014,"Treinen, Blake",2024,962,4.971093288741873,3.3801201671016345,4.724587275775651,3.0341182127272575,,2.9917062495873736,,,3.378126612350414,
666745,"Brito, Jhony",2024,639,4.970352015022425,3.309592966163569,4.0203564784810375,3.0838066125505783,4.375259480604024,3.2321791520394303,3.041148631172593,3.6258418291798495,,
596133,"Weaver, Luke",2024,1660,4.970206897936522,3.5986729224089418,3.050895055321817,,,,4.020154042711379,4.872136033371598,2.762591613407711,
682120,"Herrin, Tim",2024,1161,4.969199687362653,3.374313217066387,4.488400420251139,2.9229403162615277,2.681787954852325,,,3.62495251982636,,
670766,"McCaughan, Darren",2024,804,4.968015601484694,3.316441129719828,4.451306879644537,3.9497013239062255,,2.407091611538675,4.0004365915149425,,,
669022,"Gore, MacKenzie",2024,2994,4.967071630100178,3.5288970651713356,2.8195691872603703,,2.6288569087410174,4.17672672112503,5.231482440546763,3.612983938952466,4.131444104712145,
680730,"Parker, Mitchell",2024,2404,4.966981076974703,3.423736720329635,3.4705561020967615,,2.4518692746487627,,,4.006020632661217,,4.174937852752377
690829,"Joyce, Ben",2024,541,4.966783181223386,3.3298279914337856,2.806065062565539,3.751481954791453,4.014493426991384,,3.8519222388582612,,,
664285,"Valdez, Framber",2024,2758,4.962352288214756,3.3649011188565243,4.717923797772663,3.53804017500004,3.1934706700211546,,3.8690208539771973,3.4041040721874882,,
621111,"Buehler, Walker",2024,1595,4.962293685490232,3.4458917243786518,3.3344563276031636,3.8217678952973486,2.791979540193836,2.7387991081673757,4.513684609324871,3.6439862061813724,2.659773854447181,
642397,"Soto, Gregory",2024,1048,4.961491145908097,3.3955910101818967,4.470720638323522,2.8951429388193066,3.5351180625412297,3.5138510405996026,,,,
669084,"Hall, DL",2024,782,4.960709632615293,3.475259462760542,3.7526208873736255,,2.684907689040166,,3.8766717950181118,3.4977977881320577,,
493603,"Ottavino, Adam",2024,1019,4.959396801827693,3.3433152391405363,3.9969599389663966,3.8004346235491777,2.4928847118363393,2.709676816671333,4.7156637563151484,,3.301114380422261,
664208,"Maton, Phil",2024,1246,4.958892581700877,3.4544174840122714,,3.9722362296315517,3.0565176652884603,2.6568164120557007,,2.8854283827638216,3.776744238990796,
592094,"Adam, Jason",2024,1241,4.9587641685060255,3.5267180839364736,3.3240507226584963,,3.6123303536710605,4.060633780420268,3.4102784719677075,,2.165817261577903,
672456,"Montero, Keider",2024,1622,4.958339105639089,3.37781761226758,3.3563433580051356,3.9555477446430114,3.2362796956018567,,4.7168269484405325,3.289251412946575,,
663542,"Hudson, Bryan",2024,927,4.957420136198437,3.367242517610535,3.402457358943712,,,2.943066743354821,,,3.1725742012888176,
472610,"García, Luis",2024,908,4.957011177148711,3.4023813880760185,5.133567115120158,3.270673356394635,4.052431129225262,3.384633315339304,,,8.05098562215159,2.998018811083611
622663,"Severino, Luis",2024,3253,4.956860501273851,3.4727356637380407,3.293186515026905,3.4528656510986977,3.64510856194215,2.6366170283757207,4.4423329076288915,,3.942578993993653,
543243,"Gray, Sonny",2024,2483,4.956858498143729,3.3406585499447683,4.062844557918565,3.469209919726392,,2.5890346728363482,4.373278511445811,3.4932669146622004,2.7131249317648134,
681676,"Fernandez, Ryan",2024,1204,4.956740563307923,3.565537781371229,4.033499231479029,4.518678076169531,2.7495476749565224,,,,3.220403684212803,
656605,"Keller, Mitch",2024,2901,4.956434895259341,3.3951706202067973,3.7360804387835636,3.8759979674783143,2.6754489811619813,2.5928391032197364,3.249687790719527,3.3548117441117444,3.047373595247917,
669461,"Liberatore, Matthew",2024,1438,4.955864551286925,3.3654484989209346,3.858189098671618,2.548899030315054,3.0162995144761418,,4.594434649068589,3.7145925702976275,3.365892971156512,
642701,"Santana, Dennis",2024,1129,4.955823273805083,3.368787134375606,2.9680107399823044,3.941348807659015,3.172316779977587,,4.06849882760566,,3.165866083255171,
623433,"Anderson, Nick",2024,573,4.953766316602342,3.341995082260347,4.139943732541774,3.4322820205819884,,,5.267738160691428,3.231012968378229,,
702352,"Bivens, Spencer",2024,768,4.953451520135767,3.280358416886533,5.550981009919639,3.8959765366134125,,2.517524244895041,3.1348709547959306,,2.4286657578122863,
656412,"Faedo, Alex",2024,1101,4.952444095784837,3.5201619656640117,4.477231249779306,4.188230420009962,2.676333221084141,,3.1693344190631905,,,
663531,"Allen, Logan",2024,509,4.952141664526375,3.30974417294952,4.728276256555549,3.4330169073646193,,2.208754824625041,,,3.0665317034341424,3.900664105613199
608371,"Sims, Lucas",2024,885,4.952060301984179,3.5553872633459447,4.299710767553812,,2.3924099797462546,2.5962905387695585,,3.681321660748459,3.8224965002852986,
686730,"Spiers, Carson",2024,1554,4.951466233488503,3.374346178920609,4.118986227293945,3.2676222430865316,0.5226853932081585,2.790432043832979,3.9338584292649728,,2.5933255129495407,
700249,"Povich, Cade",2024,1389,4.95057724238019,3.4755932007559203,3.785722206659308,4.077694940682536,2.381383031058663,2.380640206752764,3.8812187469554047,3.296810932290553,3.1871834993844015,
805673,"Matthews, Zebby",2024,717,4.949534222268057,3.509431469927387,3.357055620196748,,3.2529421079289573,,5.314618590316188,2.914495442168155,2.9074685473403665,
669952,"White, Mitch",2024,561,4.948388644844133,3.4060062686634422,3.6146018426126147,4.461752390451679,3.552874423962095,2.4481847996914645,,3.6836153026888887,,
547184,"Kelly, Michael",2024,496,4.9473808262220915,3.420066315084518,4.717525175850069,,3.1056887435692833,2.884900591731917,,,,
673513,"Matsui, Yuki",2024,1076,4.9472827838096665,3.606485592720907,2.8946447471140218,,3.736339937572975,3.005808451233932,,6.832760646479786,,4.9370240762763355
605397,"Musgrove, Joe",2024,1626,4.947274836908525,3.4050641930842778,4.423286586878676,3.3894243297448146,,2.9299175128189248,3.9342842796462865,3.664040179945875,2.2943812461889657,
605488,"Springs, Jeffrey",2024,565,4.946824191122001,3.6424444869551094,4.294589829919344,,2.6986096280259773,2.337098525514225,3.026664878774204,,4.984593132084681,
434378,"Verlander, Justin",2024,1580,4.946501561829265,3.4941231983625096,3.577378182554032,,3.1197357768318845,,3.5426380507969544,3.9178146509880563,,
606965,"Devenski, Chris",2024,545,4.946043273145119,3.438350985273762,3.428652135956277,3.5488040067376634,,5.237133906925477,3.3322298813304787,,3.3581072730383283,
665152,"Kremer, Dean",2024,2171,4.945644393335742,3.498419849925238,3.370131133484213,3.8922385468883665,,,,3.285378524188836,2.8823159604460855,4.080890860774691
666205,"Muller, Kyle",2024,808,4.942459527801888,3.2644371144107183,3.526811085237176,,2.5909309555159084,,5.092460476296303,4.641153506287816,,
593958,"Rodriguez, Eduardo",2024,866,4.941962954708416,3.495334770107964,3.8640990251338465,3.7280078389273825,2.603643754809543,,2.762195812326455,,3.0092813836350647,
661563,"Gil, Luis",2024,2929,4.941676758563562,3.6319290534340194,3.439606537883776,,3.4483773015012247,,3.9399137814835203,,,
686613,"Brown, Hunter",2024,3061,4.941540301193418,3.5738419726771076,3.149345441807135,3.6999234368321314,2.5864211555262795,,4.0645778600185505,3.7507132724386647,3.3747696455370555,
656641,"Latz, Jacob",2024,825,4.941540274330355,3.6186978927553763,3.611219401622261,,3.1590160040800352,,3.909101389743549,3.6067925532001013,,
701542,"Warren, Will",2024,529,4.93998528115678,3.558693130953732,4.485423775324357,2.5430705835323035,,3.778608078908155,2.9150618202830803,,2.416310687794331,
543339,"Hudson, Daniel",2024,1118,4.939145055549156,3.5256985383269024,3.3324865235233627,4.6100113038948844,3.512020777010777,,4.080717314270727,,,
593576,"Neris, Héctor",2024,1024,4.938766012076935,3.6033494475214685,4.009984568404933,4.391505197116853,3.034025581799435,,,,,3.586560605439969
650644,"Civale, Aaron",2024,2734,4.93811520330815,3.553164640913546,3.9624801315515814,4.619172639210655,3.0935355244911786,2.0813335249574507,,3.0411084676681064,2.837824573650643,3.7070425887882212
518585,"Cruz, Fernando",2024,1138,4.938022636479421,3.6068041679630705,3.8118229268617494,,,,,,3.4054297600926766,3.6224897071335125
527048,"Pérez, Martín",2024,2347,4.937134319702749,3.482958130788223,4.395755341117031,3.749221484934118,,,2.898225174968852,3.370571694390012,3.119273460951373,
571882,"Law, Derek",2024,1366,4.937044162541426,3.4934672504391298,3.9533170512925366,4.187267032800225,2.3837192024508393,,2.6470746328931316,4.179183708955119,3.337917390998536,
665795,"Cabrera, Edward",2024,1734,4.9369573950860355,3.574134799686046,4.4637202046595625,4.081218515891324,3.078057471650702,,3.1464012797764855,3.4612558735524814,,
676106,"Hancock, Emerson",2024,1068,4.9368567978887405,3.4787375128982916,3.9164198842250517,3.1242138832027297,3.47772046068763,,3.0920680060745145,,3.525367082287353,
607625,"Lugo, Seth",2024,3281,4.93675814293389,3.483100241080235,3.7004366967715345,4.192618076756737,3.0653803747998154,4.047267209024541,4.276768366701351,3.022784064987551,2.7701059462583206,3.9175509533445805
657612,"Hill, Tim",2024,1106,4.936636777689314,3.3232312159196598,4.06895150750235,3.1091717826766594,3.707392887560978,,,,,
543518,"McGough, Scott",2024,614,4.936112450226919,3.5750818030535196,3.565542475971519,3.615013577492684,3.0011525321547623,,,,,4.421086355417243
666129,"Garrett, Braxton",2024,588,4.936075269969633,3.497363902708968,3.933363117788314,3.6923952204325214,3.1307783011491974,,3.8301505262076763,2.2960970991845606,2.889887343840366,
642520,"Garabito, Gerson",2024,492,4.935028004196162,3.5762290700951844,3.684654919768933,3.1164614298342403,5.7441066271586205,,5.602185770675508,2.9046345452622457,,
670174,"Winckowski, Josh",2024,1256,4.933910049149101,3.4346952675401665,4.071836773641435,3.474449810245151,3.0887793770754097,,3.279924770115681,,2.862377050934116,
607200,"Fedde, Erick",2024,2972,4.933221021272868,3.509551643093551,5.101922198119,4.345422311510527,,2.6201871333375895,3.1491778984258083,,2.8021752484176368,
672710,"Contreras, Roansy",2024,1149,4.9331023530507085,3.4841498532057527,3.4734359117719062,4.196146954973653,3.2114999401381095,3.0993552864344043,4.972557904019951,3.563941257376051,,
680694,"Bradish, Kyle",2024,674,4.93278041098764,3.5038662703620576,4.270033283805997,4.505718791220769,2.4628141930844443,,,2.892470863990548,,
669854,"Blanco, Ronel",2024,2865,4.932732944720572,3.575056872752441,3.784758750522789,,3.359699133537548,,3.4723455174179527,4.058110487827369,,
662253,"Muñoz, Andrés",2024,963,4.93248986224402,3.701978048322693,3.4542357547595266,4.484968506981961,3.1202348871713266,,,,,
621242,"Díaz, Edwin",2024,1114,4.932268216657067,3.687969737502444,3.7135171090975945,,3.269130778766314,,,,,
628708,"Marte, Yunior",2024,518,4.932243638117608,3.5344623534653596,4.4881776702528295,2.899823694402375,3.2966783188063182,,,,,5.700970645205169
622554,"Domínguez, Seranthony",2024,1137,4.931607744151994,3.5589105718799354,3.8018195472015197,3.1915412590549845,3.2696694635143295,3.3477905593569286,5.420100325756771,,,
681190,"Vásquez, Randy",2024,1719,4.931557788904371,3.508239739712665,3.460573056386794,3.512793244022623,,3.2090088897625275,3.994385406816562,3.7285430839745466,3.1884091196927695,
664076,"Cleavinger, Garrett",2024,1108,4.930927694391988,3.6040570024358054,3.858303236948908,4.048524287365153,2.7356165900064866,2.9078853038370536,,,3.363185534291164,
608331,"Fried, Max",2024,2806,4.929602169146984,3.5209446172368235,4.501688272787337,4.292352219567528,2.847464080181645,2.9691510293108703,3.5342797776622543,2.1538112105277776,3.568198794009362,
608718,"Suter, Brent",2024,1022,4.929166559150364,3.446104653306442,4.154395075460723,4.5475287237339295,2.8553633056896075,,1.6701359302662464,,,
571656,"Farmer, Buck",2024,1168,4.928645326596108,3.5479455944327647,4.721277686765035,3.9455651224239485,3.000289819174389,,2.9693460730832086,,,
594835,"Gonzales, Marco",2024,667,4.928236102469015,3.5247919431076236,4.272840297507315,2.7796217262856917,,,2.8465381981129436,2.643294489521711,3.5357038796312814,
608344,"Irvin, Cole",2024,1922,4.927635772449255,3.409025307652085,4.180042081851681,3.6746773008092504,2.6805419073588936,,2.814974293913952,3.3324344387756053,3.321398618369548,
663436,"Martin, Davis",2024,892,4.927544673675704,3.5748892833017507,4.368268007110052,,3.7867458204478694,2.794804404873611,3.2435170669441433,4.671793894913346,,
594580,"Moll, Sam",2024,624,4.927147323036702,3.5742599941343514,3.829500659099093,3.711440447965762,,2.463171285957058,5.129847550965026,,,
624133,"Suarez, Ranger",2024,2509,4.926556273964977,3.568509608867192,4.238244944532335,3.247534446377225,,,4.086367702643502,3.0975192863971657,3.127806208452556,
656550,"Holmes, Grant",2024,1024,4.926068451797997,3.5860825017565103,4.030335522984879,,2.795219336766353,,4.506697629423076,3.6876547481249116,3.8360288620497265,
593974,"Peralta, Wandy",2024,636,4.923536647358922,3.6660540602030647,4.669123582203593,3.7655805136740756,3.6233252829554523,,3.346839862433681,,,
571510,"Boyd, Matthew",2024,849,4.922644955393373,3.5504207117453044,4.122990661554214,3.388279656263391,3.2974034794565377,,3.432678201514749,3.1621734256758085,,
621389,"Blach, Ty",2024,1133,4.922354142007496,3.37575227512046,,3.517119241602794,,,3.773245061074155,4.295516238754503,2.3531363510261194,
621051,"Wilson, Steven",2024,623,4.922195545414224,3.5737028256343137,4.138107236098172,,,3.0020948693312164,5.383012336641411,,,
673929,"Leasure, Jordan",2024,587,4.919595840092045,3.667321643812058,3.5949979686902545,,3.248233068039692,,,4.376728086710427,,
594902,"Lively, Ben",2024,2432,4.9191680653755405,3.5442116091623186,4.435527219884374,3.4970897660504683,2.6004038701638734,3.052383645888879,2.974365560824337,3.249437204947645,,
670950,"Richards, Trevor",2024,1246,4.919100285605186,3.689972030902095,4.020513980247468,1.714338497716728,,,3.5251115822200365,,,
450203,"Morton, Charlie",2024,2839,4.918812492468198,3.568675113711678,4.4595444016981105,3.727647469277903,,,2.845166601176434,3.331050606592159,3.6526945701144466,
664747,"Díaz, Alexis",2024,977,4.918774380740858,3.7546237910256473,4.15454950445281,,2.7247555471377307,,,,,
605463,"Scott, Tayler",2024,1241,4.917996750921642,3.785649004109599,3.8423234489773463,4.273415575032436,,3.057619114023195,,,,4.232358668673269
669372,"Ginn, J.T.",2024,515,4.917904121720765,3.455911249572833,6.781668250730894,3.753999403562629,2.8435064945217405,,3.7699421163684796,,,
542888,"Armstrong, Shawn",2024,1130,4.917683535787338,3.4981328734640904,3.3352014344094716,3.7340759639759433,3.8843747125826997,1.9587350504443748,,,3.0096760380261127,
571578,"Corbin, Patrick",2024,2974,4.917317470233344,3.6058203811756275,4.693807765474199,3.7930942711841187,3.222650483449648,,2.923063294737382,3.0161754050052263,2.6644308947269195,
663623,"Irvin, Jake",2024,3124,4.917289062196483,3.5491393655972754,4.03699278139773,3.358342017591159,,,4.604065340659952,3.262715150159508,3.094990273885074,
