pitcher,tto1_delta_vs_overall,tto2_delta_vs_overall,tto3_delta_vs_overall,tto4_delta_vs_overall,tto1_pa,tto2_pa,tto3_pa,tto4_pa,tto1_rate,tto2_rate,tto3_rate,tto4_rate,overall_rate,total_pa,tto3_minus_tto1,player_name
641154,0.0002,-0.0043,0.0067,,1441.0,1423.0,867.0,,-0.19222761970853575,-0.19676739283204497,-0.18569780853517878,,-0.19244170463682658,3731,0.0065,Pablo López
641302,0.0251,0.0033,-0.1796,,1390.0,639.0,206.0,,-0.26618705035971224,-0.28794992175273865,-0.470873786407767,,-0.2912751677852349,2235,-0.2047,Tyler Alexander
641312,0.0297,-0.0634,-0.0088,,473.0,209.0,90.0,,-0.36152219873150104,-0.45454545454545453,-0.4,,-0.3911917098445596,772,-0.0385,Shaun Anderson
641329,0.0,,,,896.0,,,,-0.14397321428571427,,,,-0.14397321428571427,896,,Bryan Baker
641360,0.0,,,,790.0,,,,-0.19746835443037974,,,,-0.19746835443037974,790,,Phil Bickford
641401,0.0,,,,820.0,,,,-0.25853658536585367,,,,-0.25853658536585367,820,,Connor Brogdon
641482,0.0516,-0.0335,-0.0748,,1153.0,896.0,394.0,,-0.16045099739809193,-0.24553571428571427,-0.2868020304568528,,-0.21203438395415472,2443,-0.1264,Nestor Cortes
641540,-0.0071,0.0447,-0.0809,,1103.0,903.0,403.0,,-0.2810516772438803,-0.2292358803986711,-0.3548387096774194,,-0.273972602739726,2409,-0.0738,Dane Dunning
641585,-0.0321,0.0801,-0.0679,,299.0,269.0,176.0,,-0.3277591973244147,-0.21561338289962825,-0.36363636363636365,,-0.2956989247311828,744,-0.0359,J.P. France
641627,0.0,,,,744.0,,,,-0.1922043010752688,,,,-0.1922043010752688,744,,Trevor Gott
641656,0.0,,,,607.0,,,,-0.17462932454695224,,,,-0.17462932454695224,607,,Ian Hamilton
641712,0.0187,-0.0009,-0.039,,989.0,807.0,454.0,,-0.301314459049545,-0.32094175960346966,-0.3590308370044053,,-0.32,2250,-0.0577,Dakota Hudson
641729,0.0,,,,1473.0,,,,-0.12287847929395791,,,,-0.12287847929395791,1473,,Joe Jiménez
641745,0.0328,0.0042,-0.0833,,1575.0,970.0,668.0,,-0.2342857142857143,-0.26288659793814434,-0.3502994011976048,,-0.26704014939309056,3213,-0.116,Brad Keller
641755,0.0,,,,1403.0,,,,-0.218104062722737,,,,-0.218104062722737,1403,,Tyler Kinley
641771,-0.0114,0.0794,-0.1331,,881.0,599.0,282.0,,-0.3427922814982974,-0.25208681135225375,-0.4645390070921986,,-0.3314415437003405,1762,-0.1217,Chad Kuhl
641778,0.075,-0.0366,-0.1002,,1315.0,1185.0,551.0,,-0.17870722433460076,-0.290295358649789,-0.35390199637023595,,-0.2536873156342183,3051,-0.1752,Eric Lauer
641793,0.0246,-0.0239,-0.0435,,1449.0,765.0,398.0,,-0.2560386473429952,-0.3045751633986928,-0.3241206030150754,,-0.28062787136294026,2612,-0.0681,Zack Littell
641816,0.0494,0.0042,-0.1076,,1214.0,1160.0,603.0,,-0.17462932454695224,-0.21982758620689655,-0.33167495854063017,,-0.22405105811219347,2977,-0.157,Tyler Mahle
641835,0.0,,,,1337.0,,,,-0.2011967090501122,,,,-0.2011967090501122,1337,,Tim Mayza
641927,0.0496,-0.0422,-0.0194,,1098.0,1061.0,500.0,,-0.17304189435336975,-0.2648444863336475,-0.242,,-0.22264009025949605,2659,-0.069,Bailey Ober
641941,0.0,,,,1811.0,,,,-0.17614577581446714,,,,-0.17614577581446714,1811,,Emilio Pagán
642098,0.0041,0.0007,-0.0149,,383.0,272.0,118.0,,-0.4046997389033943,-0.40808823529411764,-0.423728813559322,,-0.4087968952134541,773,-0.019,
642100,0.0,,,,762.0,,,,-0.1167979002624672,,,,-0.1167979002624672,762,,Gabe Speier
642121,0.0,,,,687.0,,,,-0.1717612809315866,,,,-0.1717612809315866,687,,Cole Sulser
642152,0.0,,,,1328.0,,,,-0.2063253012048193,,,,-0.2063253012048193,1328,,Lou Trivino
642207,0.0,,,,1160.0,,,,-0.0008620689655172414,,,,-0.0008620689655172414,1160,,Devin Williams
642232,0.0346,-0.0366,-0.045,,1718.0,1150.0,388.0,,-0.23224679860302677,-0.3034782608695652,-0.3118556701030928,,-0.2668918918918919,3256,-0.0796,Ryan Yarbrough
642397,0.0145,-0.336,,,1576.0,68.0,,,-0.17893401015228427,-0.5294117647058824,,,-0.19343065693430658,1644,,Gregory Soto
642528,0.0038,-0.0543,,,946.0,67.0,,,-0.19556025369978858,-0.2537313432835821,,,-0.19940769990128332,1013,,Jonathan Loáisiga
642545,0.0207,-0.0296,-0.0124,,1017.0,638.0,174.0,,-0.31170108161258603,-0.3620689655172414,-0.3448275862068966,,-0.3324220885729907,1829,-0.0331,Jaime Barria
642547,0.0116,0.0202,-0.0743,,1727.0,1489.0,675.0,,-0.11407064273306311,-0.10543989254533244,-0.2,,-0.12567463377023902,3891,-0.0859,Freddy Peralta
642558,0.0427,-0.0403,-0.0304,,359.0,273.0,142.0,,-0.3565459610027855,-0.43956043956043955,-0.4295774647887324,,-0.3992248062015504,774,-0.073,Ariel Jurado
642585,0.0,,,,631.0,,,,0.0554675118858954,,,,0.0554675118858954,631,,Félix Bautista
642701,0.0,,,,1189.0,,,,-0.19428090832632464,,,,-0.19428090832632464,1189,,Dennis Santana
643230,0.023,-0.0253,-0.0469,,624.0,336.0,125.0,,-0.28205128205128205,-0.33035714285714285,-0.352,,-0.3050691244239631,1085,-0.0699,
643256,0.0,,,,1302.0,,,,-0.24807987711213517,,,,-0.24807987711213517,1302,,Adam Cimber
643316,0.0,,,,688.0,,,,-0.19476744186046513,,,,-0.19476744186046513,688,,Paul Fry
643327,0.0798,-0.0454,-0.0988,,547.0,421.0,248.0,,-0.1882998171846435,-0.31353919239904987,-0.36693548387096775,,-0.2680921052631579,1216,-0.1786,Zack Godley
643338,0.0,,,,1415.0,,,,-0.1667844522968198,,,,-0.1667844522968198,1415,,Chad Green
643377,0.0563,-0.3395,-0.4009,,1334.0,154.0,57.0,,-0.10419790104947527,-0.5,-0.5614035087719298,,-0.16051779935275082,1545,-0.4572,Griffin Jax
643410,0.0123,-0.2164,,,1146.0,65.0,,,-0.18673647469458987,-0.4153846153846154,,,-0.19900908340214699,1211,,Mark Leiter Jr.
643493,0.0046,-0.0207,,,753.0,166.0,,,-0.31208499335989376,-0.3373493975903614,,,-0.31664853101196955,919,,Austin Pruitt
643511,0.0,,,,1676.0,,,,-0.19630071599045346,,,,-0.19630071599045346,1676,,Tyler Rogers
645261,0.0477,-0.0116,-0.0578,0.0914,1521.0,1507.0,1213.0,164.0,-0.16568047337278108,-0.22495023224950234,-0.27122835943940643,-0.12195121951219512,-0.2133938706015891,4405,-0.1055,Sandy Alcantara
647315,0.0,,,,733.0,,,,-0.2878581173260573,,,,-0.2878581173260573,733,,Zach Pop
647336,0.0689,-0.0063,-0.142,,800.0,658.0,359.0,,-0.15125,-0.22644376899696048,-0.362116991643454,,-0.2201430930104568,1817,-0.2109,Michael Soroka
650556,0.0,,,,1409.0,,,,-0.07310149041873669,,,,-0.07310149041873669,1409,,Bryan Abreu
650633,0.0425,-0.0499,-0.0666,,1179.0,625.0,284.0,,-0.0916030534351145,-0.184,-0.2007042253521127,,-0.13409961685823754,2088,-0.1091,Michael King
650644,0.0666,-0.0385,-0.0665,,1210.0,1142.0,550.0,,-0.17603305785123968,-0.28108581436077057,-0.3090909090909091,,-0.24259131633356307,2902,-0.1331,Aaron Civale
650893,0.0,,,,1246.0,,,,-0.2608346709470305,,,,-0.2608346709470305,1246,,Génesis Cabrera
650895,0.0,,,,1049.0,,,,-0.1325071496663489,,,,-0.1325071496663489,1049,,Diego Castillo
650911,0.0111,-0.0057,-0.0108,,963.0,843.0,539.0,,-0.15991692627206647,-0.1767497034400949,-0.18181818181818182,,-0.17100213219616206,2345,-0.0219,Cristopher Sánchez
656222,0.0202,-0.1104,-0.0262,,1427.0,249.0,52.0,,-0.22284512964260686,-0.3534136546184739,-0.2692307692307692,,-0.24305555555555555,1728,-0.0464,Jalen Beeks
656232,0.0403,-0.0275,-0.1684,,477.0,204.0,81.0,,-0.2851153039832285,-0.35294117647058826,-0.49382716049382713,,-0.32545931758530183,762,-0.2087,Brandon Bielak
656234,0.0,,,,1054.0,,,,-0.27229601518026564,,,,-0.27229601518026564,1054,,Jake Bird
656271,-0.001,0.0207,,,1104.0,51.0,,,-0.23731884057971014,-0.21568627450980393,,,-0.23636363636363636,1155,,Brock Burke
656288,0.0134,-0.0045,-0.0195,,945.0,886.0,446.0,,-0.2518518518518518,-0.2697516930022573,-0.28475336322869954,,-0.2652613087395696,2277,-0.0329,Griffin Canning
656302,0.031,-0.0151,-0.0282,,1641.0,1630.0,927.0,,-0.1048141377209019,-0.150920245398773,-0.16396979503775622,,-0.13577894235350166,4198,-0.0592,Dylan Cease
656354,0.0,,,,636.0,,,,-0.2688679245283019,,,,-0.2688679245283019,636,,Austin Davis
656412,0.0904,-0.182,-0.0839,,479.0,208.0,65.0,,-0.17954070981210857,-0.4519230769230769,-0.35384615384615387,,-0.2699468085106383,752,-0.1743,Alex Faedo
656427,0.0603,-0.0196,-0.0812,,1614.0,1546.0,826.0,,-0.11028500619578686,-0.19016817593790428,-0.25181598062953997,,-0.17059708981435023,3986,-0.1415,Jack Flaherty
656457,0.0478,-0.0586,-0.3079,,473.0,118.0,51.0,,-0.23255813953488372,-0.3389830508474576,-0.5882352941176471,,-0.2803738317757009,642,-0.3557,Tyler Gilbert
656464,0.0,,,,1078.0,,,,-0.15769944341372913,,,,-0.15769944341372913,1078,,Kevin Ginkel
656529,0.0434,-0.3474,,,769.0,96.0,,,-0.13003901170351106,-0.5208333333333334,,,-0.17341040462427745,865,,Sam Hentges
656546,0.0351,-0.0998,-0.3354,,1415.0,229.0,80.0,,-0.17950530035335688,-0.314410480349345,-0.55,,-0.21461716937354988,1724,-0.3705,Jeff Hoffman
656550,0.0972,-0.1028,-0.0597,,434.0,315.0,164.0,,-0.1175115207373272,-0.31746031746031744,-0.27439024390243905,,-0.21467688937568455,913,-0.1569,Grant Holmes
656557,0.0717,-0.0085,-0.1688,,888.0,697.0,342.0,,-0.125,-0.20516499282639886,-0.3654970760233918,,-0.19667877529839128,1927,-0.2405,Tanner Houck
656605,0.0386,0.0046,-0.0705,,1499.0,1454.0,915.0,,-0.2121414276184123,-0.24621733149931224,-0.32131147540983607,,-0.25077559462254395,3868,-0.1092,Mitch Keller
656629,0.0512,-0.027,-0.2108,,1097.0,464.0,207.0,,-0.16317228805834094,-0.2413793103448276,-0.4251207729468599,,-0.21436651583710406,1768,-0.2619,Michael Kopech
656638,0.0,,,,881.0,,,,-0.16572077185017026,,,,-0.16572077185017026,881,,Alex Lange
656641,0.0055,-0.0234,,,506.0,120.0,,,-0.18774703557312253,-0.21666666666666667,,,-0.19329073482428116,626,,Jacob Latz
656685,0.0,,,,742.0,,,,-0.2398921832884097,,,,-0.2398921832884097,742,,Brett Martin
656730,0.0,,,,885.0,,,,-0.14463276836158193,,,,-0.14463276836158193,885,,Trevor Megill
656731,0.0391,0.021,-0.1458,,755.0,703.0,304.0,,-0.18675496688741722,-0.20483641536273114,-0.3717105263157895,,-0.22587968217934165,1762,-0.185,Tylor Megill
656756,0.0343,-0.0224,-0.0246,,1137.0,1081.0,601.0,,-0.2022867194371152,-0.2590194264569843,-0.2612312811980033,,-0.23660872649875841,2819,-0.0589,Jordan Montgomery
656794,-0.0033,-0.0126,0.0482,,1247.0,409.0,192.0,,-0.2181234963913392,-0.2273838630806846,-0.16666666666666666,,-0.21482683982683984,1848,0.0515,Sean Newcomb
656849,0.0203,0.0095,-0.0592,,1095.0,972.0,530.0,,-0.20730593607305936,-0.21810699588477367,-0.28679245283018867,,-0.22757027339237582,2597,-0.0795,David Peterson
656876,0.0459,-0.0237,-0.1424,,1009.0,668.0,214.0,,-0.09217046580773043,-0.16167664670658682,-0.2803738317757009,,-0.13802221047065044,1891,-0.1882,Drew Rasmussen
656945,0.0,,,,1782.0,,,,-0.12962962962962962,,,,-0.12962962962962962,1782,,Tanner Scott
656954,0.0486,-0.0351,-0.055,,286.0,211.0,118.0,,-0.32867132867132864,-0.41232227488151657,-0.4322033898305085,,-0.3772357723577236,615,-0.1035,Justus Sheffield
656970,0.0336,0.0612,-0.3275,,302.0,230.0,74.0,,-0.31456953642384106,-0.28695652173913044,-0.6756756756756757,,-0.3481848184818482,606,-0.3611,Devin Smeltzer
657006,0.0766,-0.0473,-0.0651,,865.0,772.0,457.0,,-0.09248554913294797,-0.21632124352331605,-0.23413566739606126,,-0.16905444126074498,2094,-0.1417,Justin Steele
657024,0.0274,-0.468,,,975.0,57.0,,,-0.1712820512820513,-0.6666666666666666,,,-0.19864341085271317,1032,,Erik Swanson
657044,0.0,,,,936.0,,,,-0.20833333333333334,,,,-0.20833333333333334,936,,Ryan Thompson
657053,0.0444,-0.0749,0.0029,,646.0,388.0,123.0,,-0.21052631578947367,-0.32989690721649484,-0.25203252032520324,,-0.2549697493517718,1157,-0.0415,Touki Toussaint
657093,-0.0444,0.1105,-0.1467,,341.0,283.0,110.0,,-0.4340175953079179,-0.2791519434628975,-0.5363636363636364,,-0.3896457765667575,734,-0.1023,Spenser Watkins
657097,0.0,,,,1074.0,,,,-0.20297951582867785,,,,-0.20297951582867785,1074,,Jacob Webb
657140,0.0531,-0.0384,-0.0417,,444.0,376.0,220.0,,-0.18243243243243243,-0.27393617021276595,-0.2772727272727273,,-0.23557692307692307,1040,-0.0948,Kyle Wright
657240,0.0,,,,634.0,,,,-0.21608832807570977,,,,-0.21608832807570977,634,,Julian Merryweather
657248,0.0802,-0.0536,-0.096,,337.0,295.0,117.0,,-0.22551928783382788,-0.3593220338983051,-0.4017094017094017,,-0.30574098798397864,749,-0.1762,Glenn Otto Jr.
657277,0.0423,-0.007,-0.0441,-0.0808,1551.0,1532.0,1108.0,75.0,-0.13023855577047067,-0.17950391644908617,-0.21660649819494585,-0.25333333333333335,-0.17252695733708392,4266,-0.0864,Logan Webb
657376,0.0755,-0.0315,-0.1512,,770.0,606.0,258.0,,-0.14545454545454545,-0.2524752475247525,-0.37209302325581395,,-0.22093023255813954,1634,-0.2266,Clarke Schmidt
657508,0.0155,-0.179,,,668.0,58.0,,,-0.27095808383233533,-0.46551724137931033,,,-0.2865013774104683,726,,Mike Baumann
657514,0.0,,,,730.0,,,,-0.19041095890410958,,,,-0.19041095890410958,730,,Brennan Bernardino
657571,0.0,,,,1297.0,,,,-0.17887432536622977,,,,-0.17887432536622977,1297,,Caleb Ferguson
657585,0.0,,,,687.0,,,,-0.2197962154294032,,,,-0.2197962154294032,687,,Reed Garrett
657612,0.0,,,,1615.0,,,,-0.25696594427244585,,,,-0.25696594427244585,1615,,Tim Hill
657649,0.0288,-0.2737,,,628.0,66.0,,,-0.16719745222929935,-0.4696969696969697,,,-0.19596541786743515,694,,Jared Koenig
657746,0.0397,-0.0533,0.0248,,1098.0,1084.0,572.0,,-0.1284153005464481,-0.22140221402214022,-0.14335664335664336,,-0.16811909949164852,2754,-0.0149,Joe Ryan
657756,0.0398,-0.0665,-0.0332,,368.0,194.0,52.0,,-0.38858695652173914,-0.4948453608247423,-0.46153846153846156,,-0.42833876221498374,614,-0.073,Connor Seabold
658648,-0.0166,0.0609,,,481.0,131.0,,,-0.1995841995841996,-0.12213740458015267,,,-0.1830065359477124,612,,Pedro Avila
659275,-0.001,0.0276,-0.0716,,547.0,212.0,74.0,,-0.226691042047532,-0.19811320754716982,-0.2972972972972973,,-0.22569027611044418,833,-0.0706,Dinelson Lamet
660271,0.0421,-0.0289,-0.0293,,907.0,823.0,490.0,,-0.02866593164277839,-0.09963547995139732,-0.1,,-0.07072072072072072,2220,-0.0713,Shohei Ohtani
660761,0.0388,-0.0128,-0.1362,,945.0,656.0,208.0,,-0.2624338624338624,-0.31402439024390244,-0.4375,,-0.30127142067440577,1809,-0.1751,José Suarez
660813,0.0,,,,669.0,,,,-0.16591928251121077,,,,-0.16591928251121077,669,,Brusdar Graterol
660825,0.0,,,,622.0,,,,-0.1382636655948553,,,,-0.1382636655948553,622,,Eduard Bazardo
660853,0.0,,,,1350.0,,,,-0.2414814814814815,,,,-0.2414814814814815,1350,,Enyel De Los Santos
660896,0.0,,,,804.0,,,,-0.24004975124378108,,,,-0.24004975124378108,804,,Jorge Alcala
661269,0.0187,0.0035,-0.0512,,290.0,273.0,125.0,,-0.3620689655172414,-0.3772893772893773,-0.432,,-0.3808139534883721,688,-0.0699,Vladimir Gutierrez
661395,0.0,,,,1058.0,,,,-0.062381852551984876,,,,-0.062381852551984876,1058,,Jhoan Duran
661403,0.0,,,,1417.0,,,,-0.06351446718419196,,,,-0.06351446718419196,1417,,Emmanuel Clase
661563,0.0145,0.0308,-0.1047,,459.0,456.0,198.0,,-0.19389978213507625,-0.17763157894736842,-0.31313131313131315,,-0.20844564240790656,1113,-0.1192,Luis Gil
662253,0.0,,,,1103.0,,,,-0.015412511332728921,,,,-0.015412511332728921,1103,,Andrés Muñoz
663158,0.0,,,,877.0,,,,-0.09122006841505131,,,,-0.09122006841505131,877,,Robert Suarez
663362,0.0221,-0.0149,-0.0133,,351.0,351.0,189.0,,-0.28205128205128205,-0.3190883190883191,-0.31746031746031744,,-0.3041526374859708,891,-0.0354,Matt Waldron
663372,0.0213,0.0171,-0.0799,,653.0,617.0,306.0,,-0.2679938744257274,-0.27228525121555913,-0.369281045751634,,-0.2893401015228426,1576,-0.1013,Ryan Feltner
663423,0.0222,-0.0736,-0.0588,,1271.0,290.0,117.0,,-0.23524783634933125,-0.3310344827586207,-0.3162393162393162,,-0.25744934445768775,1678,-0.081,Trent Thornton
663432,0.0,,,,820.0,,,,-0.2475609756097561,,,,-0.2475609756097561,820,,Tanner Rainey
663436,-0.0056,0.0199,-0.0287,,510.0,486.0,237.0,,-0.27647058823529413,-0.25102880658436216,-0.29957805907172996,,-0.2708840227088402,1233,-0.0231,Davis Martin
663460,-0.0101,0.0327,-0.0358,,881.0,697.0,387.0,,-0.2508513053348468,-0.20803443328550933,-0.27648578811369506,,-0.2407124681933842,1965,-0.0256,Kris Bubic
663465,0.0618,-0.0767,-0.1092,,789.0,414.0,156.0,,-0.26489226869455007,-0.4033816425120773,-0.4358974358974359,,-0.32671081677704195,1359,-0.171,Kolby Allard
663474,0.0025,-0.0465,0.0847,,709.0,635.0,327.0,,-0.20451339915373765,-0.25354330708661416,-0.12232415902140673,,-0.20706163973668462,1671,0.0822,Triston McKenzie
663485,0.0112,-0.1636,,,817.0,56.0,,,-0.18237454100367198,-0.35714285714285715,,,-0.19358533791523483,873,,Cole Sands
663546,0.0092,-0.0502,,,554.0,102.0,,,-0.23465703971119134,-0.29411764705882354,,,-0.24390243902439024,656,,Sean Hjelle
663554,0.0321,-0.0214,-0.0284,,792.0,714.0,357.0,,-0.2335858585858586,-0.28711484593837533,-0.29411764705882354,,-0.26570048309178745,1863,-0.0605,Casey Mize
663556,0.0301,-0.0396,0.0189,,720.0,701.0,322.0,,-0.09444444444444444,-0.16405135520684735,-0.10559006211180125,,-0.12449799196787148,1743,-0.0111,Shane McClanahan
663559,0.0105,-0.0313,0.0474,,953.0,735.0,273.0,,-0.2969569779643232,-0.33877551020408164,-0.2600732600732601,,-0.30749617542070373,1961,0.0369,Bailey Falter
663567,-0.0202,-0.002,0.1009,,644.0,390.0,137.0,,-0.41304347826086957,-0.39487179487179486,-0.291970802919708,,-0.3928266438941076,1171,0.1211,Peter Lambert
663568,0.0037,0.0273,-0.0549,,377.0,172.0,111.0,,-0.23872679045092837,-0.21511627906976744,-0.2972972972972973,,-0.24242424242424243,660,-0.0586,Stephen Kolek
663574,0.0,,,,738.0,,,,-0.17344173441734417,,,,-0.17344173441734417,738,,Tony Santillan
663623,0.0412,-0.0567,0.027,,873.0,869.0,491.0,,-0.26689576174112256,-0.36478711162255467,-0.28105906313645623,,-0.3081056874160322,2233,-0.0142,Jake Irvin
663687,0.033,-0.0752,-0.0474,,639.0,222.0,93.0,,-0.22065727699530516,-0.32882882882882886,-0.3010752688172043,,-0.25366876310272535,954,-0.0804,Hogan Harris
663738,-0.0028,0.0353,-0.0581,,900.0,490.0,254.0,,-0.2911111111111111,-0.2530612244897959,-0.3464566929133858,,-0.28832116788321166,1644,-0.0553,Daniel Lynch IV
663765,0.0223,-0.0118,-0.2007,,754.0,287.0,67.0,,-0.31432360742705573,-0.34843205574912894,-0.5373134328358209,,-0.33664259927797835,1108,-0.223,Jake Woodford
663773,0.026,-0.0918,,,470.0,133.0,,,-0.2957446808510638,-0.41353383458646614,,,-0.32172470978441126,603,,Bryan Hoeing
663776,0.0209,-0.0182,-0.0074,,882.0,826.0,453.0,,-0.1836734693877551,-0.22276029055690072,-0.2119205298013245,,-0.2045349375289218,2161,-0.0282,Patrick Sandoval
663855,0.0137,-0.0178,-0.1288,,1480.0,304.0,115.0,,-0.20540540540540542,-0.23684210526315788,-0.34782608695652173,,-0.21906266456029488,1899,-0.1424,Jordan Hicks
663903,0.0155,-0.0114,-0.0075,,1373.0,1324.0,824.0,,-0.23670793882010197,-0.263595166163142,-0.25970873786407767,,-0.2522010792388526,3521,-0.023,Brady Singer
663941,0.0118,-0.04,,,491.0,145.0,,,-0.2240325865580448,-0.27586206896551724,,,-0.2358490566037736,636,,Tristan Beck
663947,0.0,,,,1072.0,,,,-0.16044776119402984,,,,-0.16044776119402984,1072,,Tyler Holton
663978,0.051,-0.0592,0.01,,1009.0,935.0,389.0,,-0.20317145688800792,-0.31336898395721924,-0.2442159383033419,,-0.2541791684526361,2333,-0.041,Chris Paddack
663986,0.0,,,,834.0,,,,-0.18345323741007194,,,,-0.18345323741007194,834,,Trevor Stephan
664062,0.0469,-0.0461,-0.0221,,686.0,601.0,204.0,,-0.15160349854227406,-0.24459234608985025,-0.22058823529411764,,-0.19852448021462105,1491,-0.069,Tony Gonsolin
664076,0.0,,,,749.0,,,,-0.1308411214953271,,,,-0.1308411214953271,749,,Garrett Cleavinger
664126,0.0,,,,1029.0,,,,-0.09329446064139942,,,,-0.09329446064139942,1029,,Pete Fairbanks
664139,0.0,,,,685.0,,,,-0.23941605839416058,,,,-0.23941605839416058,685,,Ian Gibaut
664141,0.057,-0.0757,-0.002,,629.0,467.0,259.0,,-0.20349761526232116,-0.3361884368308351,-0.2625482625482625,,-0.2605166051660517,1355,-0.0591,JT Brubaker
664192,0.0399,0.0271,-0.1859,,880.0,632.0,281.0,,-0.19772727272727272,-0.21044303797468356,-0.4234875444839858,,-0.23759063022866703,1793,-0.2258,Joey Lucchesi
664199,0.0149,-0.124,,,1129.0,136.0,,,-0.2728077945084145,-0.4117647058823529,,,-0.28774703557312253,1265,,Taylor Clarke
664208,0.0,,,,1766.0,,,,-0.1857304643261608,,,,-0.1857304643261608,1766,,Phil Maton
664285,0.0075,0.0463,-0.0614,-0.1163,1615.0,1510.0,1139.0,104.0,-0.16470588235294117,-0.12582781456953643,-0.23353819139596138,-0.28846153846153844,-0.17216117216117216,4368,-0.0688,Framber Valdez
664299,0.0406,-0.0332,-0.0473,,981.0,766.0,304.0,,-0.1325178389398573,-0.206266318537859,-0.22039473684210525,,-0.17308629936616285,2051,-0.0879,Cristian Javier
664353,0.052,-0.0371,-0.0503,,706.0,588.0,296.0,,-0.21529745042492918,-0.304421768707483,-0.31756756756756754,,-0.2672955974842767,1590,-0.1023,José Urquidy
664747,0.0,,,,868.0,,,,-0.1336405529953917,,,,-0.1336405529953917,868,,Alexis Díaz
664854,0.0,,,,1297.0,,,,-0.09637625289128758,,,,-0.09637625289128758,1297,,Ryan Helsley
664875,0.0,,,,1007.0,,,,-0.24627606752730885,,,,-0.24627606752730885,1007,,Justin Lawrence
665152,0.0202,-0.0293,0.0157,,1111.0,1083.0,595.0,,-0.23582358235823583,-0.2853185595567867,-0.24033613445378152,,-0.25600573682323413,2789,-0.0045,Dean Kremer
665622,0.0225,0.0606,-0.197,,328.0,278.0,123.0,,-0.2682926829268293,-0.2302158273381295,-0.4878048780487805,,-0.2908093278463649,729,-0.2195,Luis Medina
665625,0.0,,,,613.0,,,,-0.26101141924959215,,,,-0.26101141924959215,613,,Elvis Peguero
665795,0.0588,0.0188,-0.1966,,855.0,798.0,332.0,,-0.1391812865497076,-0.17919799498746866,-0.39457831325301207,,-0.19798488664987404,1985,-0.2554,Edward Cabrera
665871,0.0479,-0.0566,-0.0087,,706.0,564.0,220.0,,-0.22521246458923513,-0.32978723404255317,-0.2818181818181818,,-0.2731543624161074,1490,-0.0566,Javier Assad
666120,-0.0051,0.1221,-0.2294,,461.0,410.0,208.0,,-0.25162689804772237,-0.12439024390243902,-0.47596153846153844,,-0.24652455977757182,1079,-0.2243,Ian Anderson
666129,-0.0074,0.0129,-0.0121,,567.0,546.0,234.0,,-0.2345679012345679,-0.21428571428571427,-0.23931623931623933,,-0.22717149220489977,1347,-0.0047,Braxton Garrett
666142,0.0323,-0.037,-0.0009,,744.0,641.0,336.0,,-0.10080645161290322,-0.17004680187207488,-0.13392857142857142,,-0.13306217315514235,1721,-0.0331,Cole Ragans
666157,0.0854,-0.0789,-0.0147,,678.0,662.0,389.0,,-0.11061946902654868,-0.27492447129909364,-0.21079691516709512,,-0.19606709080393292,1729,-0.1002,Nick Lodolo
666159,-0.0118,0.0119,0.0015,,445.0,413.0,226.0,,-0.2876404494382023,-0.2639225181598063,-0.2743362831858407,,-0.275830258302583,1084,0.0133,Matt Manning
666200,0.08,-0.0348,-0.0922,,1154.0,1067.0,598.0,,-0.09705372616984402,-0.21180880974695407,-0.2692307692307692,,-0.17701312522170984,2819,-0.1722,Jesús Luzardo
666201,0.0863,-0.007,-0.1248,,672.0,653.0,428.0,,-0.09970238095238096,-0.19295558958652373,-0.3107476635514019,,-0.18596691386195094,1753,-0.211,Alek Manoah
666205,0.0413,0.0129,-0.2872,,445.0,267.0,76.0,,-0.2898876404494382,-0.31835205992509363,-0.618421052631579,,-0.33121827411167515,788,-0.3285,Kyle Muller
666214,0.0567,-0.0971,-0.0658,,841.0,407.0,125.0,,-0.2294887039239001,-0.3832923832923833,-0.352,,-0.28623452294246177,1373,-0.1225,Joey Wentz
666374,0.0,,,,717.0,,,,-0.07670850767085077,,,,-0.07670850767085077,717,,Matt Brash
666808,0.0,,,,1272.0,,,,-0.12106918238993711,,,,-0.12106918238993711,1272,,Camilo Doval
666974,0.0,,,,910.0,,,,-0.1978021978021978,,,,-0.1978021978021978,910,,Yennier Cano
667463,0.0,,,,1066.0,,,,-0.25609756097560976,,,,-0.25609756097560976,1066,,John King
667755,0.0513,-0.0288,-0.0748,,723.0,507.0,301.0,,-0.12309820193637622,-0.20315581854043394,-0.24916943521594684,,-0.1743958197256695,1531,-0.1261,José Soriano
668674,0.0,,,,806.0,,,,-0.1575682382133995,,,,-0.1575682382133995,806,,Lucas Erceg
668676,0.0225,-0.0152,-0.014,,705.0,667.0,412.0,,-0.2936170212765957,-0.3313343328335832,-0.3300970873786408,,-0.31614349775784756,1784,-0.0365,Zach Plesac
668678,0.0435,0.0106,-0.0867,,1530.0,1498.0,952.0,,-0.13660130718954247,-0.16955941255006676,-0.2668067226890756,,-0.1801507537688442,3980,-0.1302,Zac Gallen
668881,0.0998,-0.0511,-0.0938,,818.0,791.0,439.0,,-0.05012224938875306,-0.20101137800252844,-0.2437357630979499,,-0.14990234375,2048,-0.1936,Hunter Greene
668909,-0.001,0.0388,-0.0725,,625.0,604.0,315.0,,-0.1888,-0.1490066225165563,-0.26031746031746034,,-0.1878238341968912,1544,-0.0715,Gavin Williams
