pitcher,tto1_delta_vs_overall,tto2_delta_vs_overall,tto3_delta_vs_overall,tto4_delta_vs_overall,tto1_pa,tto2_pa,tto3_pa,tto4_pa,tto1_rate,tto2_rate,tto3_rate,tto4_rate,overall_rate,total_pa,tto3_minus_tto1,player_name
573204,0.0,,,,1100.0,,,,-0.13636363636363635,,,,-0.13636363636363635,1100,,Caleb Thielbar
579328,0.0073,0.0048,-0.0244,,1730.0,1618.0,837.0,,-0.2491329479768786,-0.2515451174289246,-0.2807646356033453,,-0.25639187574671446,4185,-0.0316,Yusei Kikuchi
584171,-0.005,0.0211,,,492.0,117.0,,,-0.3252032520325203,-0.29914529914529914,,,-0.32019704433497537,609,,
592094,0.0,,,,1329.0,,,,-0.1053423626787058,,,,-0.1053423626787058,1329,,Jason Adam
592135,0.0,,,,644.0,,,,-0.22826086956521738,,,,-0.22826086956521738,644,,
592222,0.0,,,,720.0,,,,-0.33194444444444443,,,,-0.33194444444444443,720,,Alex Claudio
592229,0.0175,-0.0482,0.0365,,545.0,311.0,149.0,,-0.30091743119266057,-0.3665594855305466,-0.28187919463087246,,-0.31840796019900497,1005,0.019,Dylan Covey
592314,0.0538,-0.0417,-0.0246,,715.0,680.0,410.0,,-0.1972027972027972,-0.2926470588235294,-0.275609756097561,,-0.25096952908587256,1805,-0.0784,
592332,0.0275,-0.0001,-0.0467,0.0568,1997.0,1858.0,1258.0,69.0,-0.14521782674011016,-0.1727664155005382,-0.21939586645468998,-0.11594202898550725,-0.17271323813199538,5182,-0.0742,Kevin Gausman
592346,-0.0198,0.0839,-0.1477,,406.0,314.0,124.0,,-0.42857142857142855,-0.3248407643312102,-0.5564516129032258,,-0.4087677725118483,844,-0.1279,Chi Chi González
592351,0.0255,-0.0045,-0.0383,,1490.0,1357.0,833.0,,-0.2087248322147651,-0.23876197494473103,-0.2725090036014406,,-0.23423913043478262,3680,-0.0638,Jon Gray
592390,0.0,,,,787.0,,,,-0.22490470139771285,,,,-0.22490470139771285,787,,Heath Hembree
592426,0.0,,,,1339.0,,,,-0.169529499626587,,,,-0.169529499626587,1339,,Luke Jackson
592454,0.0,,,,1012.0,,,,-0.1600790513833992,,,,-0.1600790513833992,1012,,Tommy Kahnle
592468,0.0501,0.0349,-0.308,,336.0,189.0,76.0,,-0.3392857142857143,-0.3544973544973545,-0.6973684210526315,,-0.389351081530782,601,-0.3581,Nick Kingham
592644,0.0105,0.013,-0.061,,565.0,313.0,164.0,,-0.3858407079646018,-0.38338658146964855,-0.4573170731707317,,-0.3963531669865643,1042,-0.0715,Adam Plutko
592662,0.0386,0.0469,-0.1422,,1506.0,1469.0,894.0,,-0.1301460823373174,-0.12185159972770593,-0.31096196868008946,,-0.16877746187645387,3869,-0.1808,Robbie Ray
592716,-0.0106,-0.0072,0.0478,,584.0,445.0,197.0,,-0.363013698630137,-0.3595505617977528,-0.30456852791878175,,-0.3523654159869494,1226,0.0584,Adrian Sampson
592717,0.0628,-0.0088,-0.1226,,635.0,570.0,284.0,,-0.25826771653543307,-0.3298245614035088,-0.44366197183098594,,-0.3210208193418402,1489,-0.1854,Aaron Sanchez
592741,0.0,,,,788.0,,,,-0.25761421319796957,,,,-0.25761421319796957,788,,Chasen Shreve
592761,0.0322,-0.0455,-0.0274,,978.0,544.0,247.0,,-0.2034764826175869,-0.28125,-0.2631578947368421,,-0.2357263990955342,1769,-0.0597,Caleb Smith
592767,0.0565,-0.0428,-0.0986,,1222.0,815.0,347.0,,-0.24549918166939444,-0.34478527607361964,-0.40057636887608067,,-0.30201342281879195,2384,-0.1551,Drew Smyly
592773,0.0,,,,1886.0,,,,-0.16383881230116648,,,,-0.16383881230116648,1886,,Ryne Stanek
592789,0.0292,-0.042,0.0129,0.041,902.0,866.0,614.0,50.0,-0.21175166297117518,-0.28290993071593534,-0.2280130293159609,-0.2,-0.24095394736842105,2432,-0.0163,Noah Syndergaard
592791,0.0304,0.0185,-0.0855,,1680.0,1617.0,947.0,,-0.20833333333333334,-0.22016079158936303,-0.324181626187962,,-0.2386899151743638,4244,-0.1158,Jameson Taillon
592826,0.0372,0.0093,-0.1665,,1026.0,754.0,271.0,,-0.22807017543859648,-0.25596816976127323,-0.4317343173431734,,-0.265236470014627,2051,-0.2037,Vince Velasquez
592836,-0.0005,0.0116,-0.0195,,1319.0,1147.0,642.0,,-0.2971948445792267,-0.2850915431560593,-0.3161993769470405,,-0.29665379665379665,3108,-0.019,Taijuan Walker
592866,0.0214,-0.0289,0.0098,,1479.0,1301.0,614.0,,-0.2718052738336714,-0.3220599538816295,-0.28338762214983715,,-0.2931644077784325,3394,-0.0116,Trevor Williams
593144,0.0,,,,814.0,,,,-0.18181818181818182,,,,-0.18181818181818182,814,,Richard Rodríguez
593334,0.0323,0.0141,-0.1082,,975.0,840.0,400.0,,-0.20205128205128206,-0.22023809523809523,-0.3425,,-0.2343115124153499,2215,-0.1404,Domingo Germán
593372,0.0385,-0.0088,-0.0991,,580.0,296.0,199.0,,-0.16896551724137931,-0.21621621621621623,-0.3065326633165829,,-0.20744186046511628,1075,-0.1376,
593423,0.0232,-0.0033,-0.033,,1123.0,1069.0,684.0,,-0.1923419412288513,-0.21889616463985032,-0.24853801169590642,,-0.21557719054242003,2876,-0.0562,Frankie Montas
593576,0.0,,,,1708.0,,,,-0.13875878220140514,,,,-0.13875878220140514,1708,,Héctor Neris
593833,0.0,,,,746.0,,,,-0.23190348525469168,,,,-0.23190348525469168,746,,Wander Suero
593958,0.0378,-0.002,-0.0591,,1605.0,1562.0,973.0,,-0.18878504672897195,-0.22855313700384122,-0.2857142857142857,,-0.22657004830917873,4140,-0.0969,Eduardo Rodriguez
593974,0.0,,,,1597.0,,,,-0.2517219787100814,,,,-0.2517219787100814,1597,,Wandy Peralta
594577,0.0001,-0.0007,,,821.0,120.0,,,-0.28258221680876977,-0.2833333333333333,,,-0.2826780021253985,941,,Mike Mayers
594580,0.0,,,,795.0,,,,-0.1610062893081761,,,,-0.1610062893081761,795,,Sam Moll
594798,0.0362,0.0285,-0.083,-0.3347,1212.0,1169.0,720.0,52.0,0.024752475247524754,0.01710863986313088,-0.09444444444444444,-0.34615384615384615,-0.011417697431018078,3153,-0.1192,Jacob deGrom
594835,0.0465,-0.0296,-0.0261,,1227.0,1205.0,819.0,,-0.25835370823145887,-0.33443983402489624,-0.3308913308913309,,-0.30482928329744696,3251,-0.0725,Marco Gonzales
594902,0.0345,0.0239,-0.1333,,585.0,509.0,243.0,,-0.26837606837606837,-0.27897838899803534,-0.43621399176954734,,-0.3029169783096485,1337,-0.1678,Ben Lively
595014,0.0,,,,1219.0,,,,-0.0992616899097621,,,,-0.0992616899097621,1219,,Blake Treinen
595345,0.0,,,,1132.0,,,,-0.15636042402826855,,,,-0.15636042402826855,1132,,Steven Okert
595881,0.0331,-0.035,-0.0783,,544.0,262.0,113.0,,-0.2867647058823529,-0.3549618320610687,-0.39823008849557523,,-0.31991294885745375,919,-0.1115,Tyler Beede
596001,0.0192,0.0274,-0.1138,,1666.0,933.0,506.0,,-0.23649459783913565,-0.2282958199356913,-0.3695652173913043,,-0.2557165861513688,3105,-0.1331,Jakob Junis
596043,-0.0528,0.0895,-0.0526,,335.0,281.0,142.0,,-0.3522388059701492,-0.2099644128113879,-0.352112676056338,,-0.2994722955145119,758,0.0001,Daniel Mengden
596057,0.0496,-0.0606,-0.1821,,903.0,328.0,137.0,,-0.22812846068660023,-0.3384146341463415,-0.45985401459854014,,-0.2777777777777778,1368,-0.2317,Daniel Norris
596071,0.0477,-0.123,0.1091,,406.0,238.0,91.0,,-0.3251231527093596,-0.4957983193277311,-0.26373626373626374,,-0.3727891156462585,735,0.0614,Dillon Peters
596112,0.0,,,,980.0,,,,-0.17448979591836736,,,,-0.17448979591836736,980,,Robert Stephenson
596133,0.0427,-0.0033,-0.2104,,1532.0,696.0,300.0,,-0.20691906005221933,-0.25287356321839083,-0.46,,-0.24960443037974683,2528,-0.2531,Luke Weaver
596295,0.0231,0.0173,-0.0842,,1275.0,1069.0,569.0,,-0.3215686274509804,-0.3274087932647334,-0.4288224956063269,,-0.34466186062478543,2913,-0.1073,Austin Gomber
598264,0.0,,,,1107.0,,,,-0.10478771454381211,,,,-0.10478771454381211,1107,,Matt Barnes
598286,0.0171,-0.1429,,,600.0,72.0,,,-0.25666666666666665,-0.4166666666666667,,,-0.27380952380952384,672,,Nick Ramirez
598287,0.0,,,,979.0,,,,-0.20326864147088866,,,,-0.20326864147088866,979,,Noé Ramirez
600917,0.0,,,,1285.0,,,,-0.09649805447470818,,,,-0.09649805447470818,1285,,José Leclerc
600921,0.0,,,,618.0,,,,-0.2928802588996764,,,,-0.2928802588996764,618,,Andrés Machado
601713,0.044,0.0034,-0.1066,,1930.0,1711.0,852.0,,-0.14870466321243522,-0.18936294564582115,-0.2992957746478873,,-0.19274426886267526,4493,-0.1506,Nick Pivetta
605121,0.0,,,,699.0,,,,-0.19027181688125894,,,,-0.19027181688125894,699,,Justin Anderson
605130,0.0,,,,1859.0,,,,-0.15223238300161376,,,,-0.15223238300161376,1859,,Scott Barlow
605135,0.0455,-0.0276,-0.0287,,1757.0,1694.0,1154.0,,-0.17017643710870803,-0.24321133412042503,-0.24436741767764297,,-0.21563517915309446,4605,-0.0742,Chris Bassitt
605151,0.0,,,,943.0,,,,-0.21314952279957583,,,,-0.21314952279957583,943,,Archie Bradley
605154,0.0,,,,1396.0,,,,-0.2027220630372493,,,,-0.2027220630372493,1396,,John Brebbia
605156,0.0096,-0.0266,0.0263,,335.0,219.0,99.0,,-0.3701492537313433,-0.4063926940639269,-0.35353535353535354,,-0.37978560490045943,653,0.0166,Aaron Brooks
605164,0.0509,-0.0247,-0.0557,,1002.0,925.0,504.0,,-0.25848303393213573,-0.33405405405405403,-0.36507936507936506,,-0.30933772110242697,2431,-0.1066,Dylan Bundy
605177,0.0,,,,1557.0,,,,-0.12973667308927425,,,,-0.12973667308927425,1557,,Andrew Chafin
605182,0.0475,-0.0359,-0.0243,,967.0,903.0,556.0,,-0.14581178903826267,-0.2292358803986711,-0.21762589928057555,,-0.19332234130255566,2426,-0.0718,Mike Clevinger
605195,0.0,,,,654.0,,,,-0.16972477064220184,,,,-0.16972477064220184,654,,Kyle Crick
605200,0.02,0.0023,-0.0577,,1089.0,1050.0,420.0,,-0.29843893480257117,-0.3161904761904762,-0.3761904761904762,,-0.318483782727628,2559,-0.0778,Zach Davies
605218,0.0,,,,772.0,,,,-0.1878238341968912,,,,-0.1878238341968912,772,,Carl Edwards Jr.
605242,0.0332,-0.032,-0.1908,,1007.0,240.0,135.0,,-0.20556107249255212,-0.2708333333333333,-0.42962962962962964,,-0.23878437047756873,1382,-0.2241,Michael Fulmer
605276,-0.0047,0.0386,-0.0628,,451.0,311.0,157.0,,-0.43237250554323725,-0.3890675241157556,-0.49044585987261147,,-0.4276387377584331,919,-0.0581,
605280,0.0247,-0.0739,-0.0715,,1742.0,404.0,184.0,,-0.15384615384615385,-0.2524752475247525,-0.25,,-0.17854077253218884,2330,-0.0962,Clay Holmes
605288,0.013,0.0296,-0.0965,,1409.0,1084.0,522.0,,-0.25833924769339955,-0.24169741697416974,-0.367816091954023,,-0.2713101160862355,3015,-0.1095,Adrian Houser
605347,0.0422,-0.0697,-0.1829,,1574.0,450.0,192.0,,-0.25921219822109276,-0.3711111111111111,-0.484375,,-0.30144404332129965,2216,-0.2252,Jorge López
605397,0.0574,-0.0094,-0.0769,,1324.0,1297.0,831.0,,-0.1351963746223565,-0.20200462606013878,-0.2695547533092659,,-0.19264194669756662,3452,-0.1344,Joe Musgrove
605400,0.0724,-0.0091,-0.088,-0.0202,1970.0,1944.0,1402.0,80.0,-0.09492385786802031,-0.17644032921810698,-0.2553495007132668,-0.1875,-0.1673461823573017,5396,-0.1604,Aaron Nola
605446,0.015,-0.0148,-0.0091,,456.0,351.0,183.0,,-0.3092105263157895,-0.33903133903133903,-0.3333333333333333,,-0.3242424242424242,990,-0.0241,Dereck Rodríguez
605447,0.0,,,,1125.0,,,,-0.1511111111111111,,,,-0.1511111111111111,1125,,Jordan Romano
605452,0.0419,0.0166,-0.2046,,802.0,391.0,196.0,,-0.23815461346633415,-0.26342710997442453,-0.4846938775510204,,-0.28005759539236863,1389,-0.2465,Joe Ross
605463,0.0,,,,638.0,,,,-0.3103448275862069,,,,-0.3103448275862069,638,,Tayler Scott
605483,0.0685,-0.0185,-0.1081,,1498.0,1431.0,704.0,,-0.00801068090787717,-0.09503843466107617,-0.1846590909090909,,-0.07652078172309386,3633,-0.1766,Blake Snell
605488,0.0003,-0.0076,0.016,,1160.0,644.0,285.0,,-0.20172413793103447,-0.2096273291925466,-0.18596491228070175,,-0.20201053135471517,2089,0.0158,Jeffrey Springs
605498,-0.0241,0.0478,-0.0214,,471.0,309.0,161.0,,-0.35668789808917195,-0.284789644012945,-0.35403726708074534,,-0.332624867162593,941,0.0027,Andrew Suárez
605507,0.0035,-0.0112,0.0211,,440.0,328.0,101.0,,-0.275,-0.2896341463414634,-0.25742574257425743,,-0.27848101265822783,869,0.0176,Zach Thompson
605513,0.0047,-0.0323,0.0575,,605.0,491.0,226.0,,-0.22975206611570248,-0.2668024439918534,-0.17699115044247787,,-0.2344931921331316,1322,0.0528,Spencer Turnbull
605538,0.0,,,,699.0,,,,-0.2017167381974249,,,,-0.2017167381974249,699,,Matt Wisler
605540,0.0494,-0.0239,-0.057,,1095.0,978.0,539.0,,-0.04018264840182648,-0.11349693251533742,-0.14656771799628943,,-0.08958652373660031,2612,-0.1064,Brandon Woodruff
605541,-0.0217,0.1192,,,516.0,94.0,,,-0.3643410852713178,-0.22340425531914893,,,-0.34262295081967215,610,,
606149,0.0,,,,1180.0,,,,-0.11949152542372882,,,,-0.11949152542372882,1180,,Giovanny Gallegos
606160,0.0,,,,1318.0,,,,-0.21851289833080426,,,,-0.21851289833080426,1318,,Rafael Montero
606303,0.0,,,,1128.0,,,,-0.22783687943262412,,,,-0.22783687943262412,1128,,Joel Payamps
606424,0.0113,-0.1032,,,899.0,98.0,,,-0.2324805339265851,-0.3469387755102041,,,-0.24373119358074222,997,,Jarlín García
606625,0.0,,,,689.0,,,,-0.1204644412191582,,,,-0.1204644412191582,689,,Reyes Moronta
606930,0.0,,,,973.0,,,,-0.3001027749229188,,,,-0.3001027749229188,973,,Jacob Barnes
606965,0.0,,,,954.0,,,,-0.2693920335429769,,,,-0.2693920335429769,954,,Chris Devenski
607067,0.0145,-0.0037,-0.0247,,860.0,806.0,386.0,,-0.2534883720930233,-0.271712158808933,-0.2927461139896373,,-0.2680311890838207,2052,-0.0393,Colin Rea
607074,-0.0044,0.0155,-0.0189,,1448.0,1424.0,826.0,,-0.1526243093922652,-0.1327247191011236,-0.16707021791767554,,-0.14818820984315847,3698,-0.0144,Carlos Rodón
607179,0.0,,,,639.0,,,,-0.29577464788732394,,,,-0.29577464788732394,639,,Jordan Weems
607192,-0.0042,0.0247,-0.0338,,1163.0,887.0,502.0,,-0.07394668959587274,-0.04509582863585118,-0.10358565737051793,,-0.06974921630094044,2552,-0.0296,Tyler Glasnow
607200,0.0494,-0.0343,-0.0429,,1366.0,1239.0,580.0,,-0.25768667642752563,-0.3414043583535109,-0.35,,-0.30706436420722133,3185,-0.0923,Erick Fedde
607219,0.0386,-0.0812,0.0057,,469.0,232.0,132.0,,-0.31556503198294245,-0.4353448275862069,-0.3484848484848485,,-0.35414165666266506,833,-0.0329,Sal Romano
607229,0.0,,,,769.0,,,,-0.2665799739921977,,,,-0.2665799739921977,769,,Robert Gsellman
607231,0.0258,0.0178,-0.1948,,760.0,352.0,133.0,,-0.20789473684210527,-0.2159090909090909,-0.42857142857142855,,-0.23373493975903614,1245,-0.2207,John Gant
607237,0.0,,,,1054.0,,,,-0.18785578747628084,,,,-0.18785578747628084,1054,,Amir Garrett
607259,0.0522,-0.0382,-0.1343,,1331.0,637.0,336.0,,-0.17956423741547708,-0.27001569858712715,-0.36607142857142855,,-0.23177083333333334,2304,-0.1865,Nick Martinez
607455,0.0,,,,903.0,,,,-0.26688815060908083,,,,-0.26688815060908083,903,,Anthony Banda
607481,0.0,,,,1553.0,,,,-0.14874436574372182,,,,-0.14874436574372182,1553,,Aaron Bummer
607536,0.0113,0.0066,-0.0274,,1743.0,1685.0,1118.0,,-0.3092369477911647,-0.313946587537092,-0.3479427549194991,,-0.32050153981522217,4546,-0.0387,Kyle Freeland
607625,0.0298,0.0024,-0.1042,,1936.0,879.0,574.0,,-0.1534090909090909,-0.18088737201365188,-0.2874564459930314,,-0.18323989377397462,3389,-0.134,Seth Lugo
607644,0.0638,-0.046,-0.0431,,597.0,557.0,290.0,,-0.17922948073701842,-0.289048473967684,-0.28620689655172415,,-0.24307479224376732,1444,-0.107,John Means
608032,0.0,,,,1582.0,,,,-0.20417193426042984,,,,-0.20417193426042984,1582,,Carlos Estévez
608331,0.0107,-0.008,-0.005,,1636.0,1536.0,1035.0,,-0.13691931540342298,-0.15559895833333334,-0.15265700483091788,,-0.14761112431661516,4207,-0.0157,Max Fried
608334,0.0267,-0.096,0.054,,678.0,220.0,56.0,,-0.27728613569321536,-0.4,-0.25,,-0.3039832285115304,954,0.0273,Carson Fulmer
608337,0.001,0.0109,-0.0179,,1629.0,1589.0,1048.0,,-0.23204419889502761,-0.22215229704216488,-0.25095419847328243,,-0.23300515705578997,4266,-0.0189,Lucas Giolito
608344,0.0043,0.0263,-0.0522,,1079.0,892.0,538.0,,-0.2965708989805375,-0.27466367713004486,-0.35315985130111527,,-0.30091669988043046,2509,-0.0566,Cole Irvin
608371,0.0,,,,1027.0,,,,-0.1976630963972736,,,,-0.1976630963972736,1027,,Lucas Sims
608372,-0.0399,0.0064,0.0679,,324.0,321.0,160.0,,-0.38271604938271603,-0.3364485981308411,-0.275,,-0.34285714285714286,805,0.1077,Tomoyuki Sugano
608379,0.0186,0.0003,-0.0383,,1667.0,1564.0,820.0,,-0.22975404919016196,-0.24808184143222506,-0.2865853658536585,,-0.24833374475438164,4051,-0.0568,Michael Wacha
608566,-0.0032,0.0182,-0.0218,,1449.0,1421.0,981.0,,-0.27191166321601107,-0.25052779732582686,-0.290519877675841,,-0.26876136068553624,3851,-0.0186,Germán Márquez
608638,0.0,,,,845.0,,,,-0.2,,,,-0.2,845,,JT Chargois
608648,0.0,,,,825.0,,,,-0.19151515151515153,,,,-0.19151515151515153,825,,Tyler Duffey
608665,0.0059,-0.084,,,932.0,65.0,,,-0.21781115879828325,-0.3076923076923077,,,-0.22367101303911735,997,,Kendall Graveman
608678,0.0,,,,1051.0,,,,-0.25689819219790677,,,,-0.25689819219790677,1051,,Dominic Leone
608716,0.0,,,,665.0,,,,-0.2,,,,-0.2,665,,Drew Steckenrider
608717,0.0232,-0.0652,-0.1203,,1776.0,341.0,158.0,,-0.24887387387387389,-0.33724340175953077,-0.3924050632911392,,-0.2720879120879121,2275,-0.1435,Chris Stratton
608718,0.0044,0.0245,-0.176,,1702.0,230.0,75.0,,-0.24618096357226793,-0.22608695652173913,-0.4266666666666667,,-0.25062282012954656,2007,-0.1805,Brent Suter
608723,0.0074,0.0413,-0.2843,,1035.0,242.0,62.0,,-0.24057971014492754,-0.2066115702479339,-0.532258064516129,,-0.2479462285287528,1339,-0.2917,Austin Voth
612434,0.0,,,,1456.0,,,,-0.2438186813186813,,,,-0.2438186813186813,1456,,Miguel Castro
612672,0.0007,0.0233,-0.0577,,508.0,260.0,111.0,,-0.3110236220472441,-0.28846153846153844,-0.36936936936936937,,-0.3117178612059158,879,-0.0583,
613534,0.0,,,,659.0,,,,-0.13353566009104703,,,,-0.13353566009104703,659,,Austin Adams
614179,0.0,,,,1250.0,,,,-0.2776,,,,-0.2776,1250,,José Ruiz
615698,0.0602,-0.0341,-0.0678,,1495.0,1300.0,673.0,,-0.24347826086956523,-0.3376923076923077,-0.37147102526002973,,-0.3036332179930796,3468,-0.128,Cal Quantrill
621051,0.0,,,,836.0,,,,-0.21770334928229665,,,,-0.21770334928229665,836,,Steven Wilson
621076,0.0995,-0.0411,-0.1314,,566.0,527.0,264.0,,-0.18197879858657243,-0.3225806451612903,-0.4128787878787879,,-0.2815033161385409,1357,-0.2309,James Kaprielian
621107,0.0474,-0.0385,-0.0192,,1462.0,1382.0,837.0,,-0.19630642954856362,-0.2821997105643994,-0.2628434886499403,,-0.2436837815810921,3681,-0.0665,Zach Eflin
621111,0.009,0.0045,-0.0233,,1323.0,1279.0,761.0,,-0.17535903250188964,-0.17982799061767005,-0.2076215505913272,,-0.18435920309247694,3363,-0.0323,Walker Buehler
621112,-0.0219,0.0326,-0.0135,,837.0,686.0,303.0,,-0.32855436081242534,-0.27405247813411077,-0.3201320132013201,,-0.3066812705366922,1826,0.0084,Paul Blackburn
621121,0.0716,-0.0377,-0.0639,,719.0,676.0,407.0,,-0.11265646731571627,-0.22189349112426035,-0.24815724815724816,,-0.18423973362930077,1802,-0.1355,Lance McCullers Jr.
621219,0.0674,-0.0641,-0.1132,,446.0,275.0,110.0,,-0.24663677130044842,-0.3781818181818182,-0.42727272727272725,,-0.3140794223826715,831,-0.1806,Alec Mills
621237,0.0,,,,1475.0,,,,-0.1111864406779661,,,,-0.1111864406779661,1475,,José Alvarado
621242,0.0,,,,1524.0,,,,0.03412073490813648,,,,0.03412073490813648,1524,,Edwin Díaz
621244,0.0167,0.0192,-0.0412,-0.2454,2004.0,1975.0,1404.0,55.0,-0.21057884231536927,-0.20810126582278482,-0.26851851851851855,-0.4727272727272727,-0.22728944464876794,5438,-0.0579,José Berríos
621249,0.0,,,,706.0,,,,-0.2776203966005666,,,,-0.2776203966005666,706,,Duane Underwood Jr.
621295,0.0,,,,892.0,,,,-0.25,,,,-0.25,892,,Nick Wittgren
621345,0.0,,,,1336.0,,,,-0.11077844311377245,,,,-0.11077844311377245,1336,,A.J. Minter
621363,0.0,,,,900.0,,,,-0.1688888888888889,,,,-0.1688888888888889,900,,Colin Poche
621366,0.0174,0.0243,-0.1422,,774.0,159.0,122.0,,-0.25839793281653745,-0.25157232704402516,-0.4180327868852459,,-0.27582938388625594,1055,-0.1596,Ryan Borucki
621368,0.029,-0.0178,-0.1711,,635.0,257.0,81.0,,-0.2566929133858268,-0.3035019455252918,-0.4567901234567901,,-0.2857142857142857,973,-0.2001,Taylor Hearn
621381,0.0183,-0.0819,-0.1542,,1577.0,202.0,80.0,,-0.1274571972098922,-0.22772277227722773,-0.3,,-0.14577729962345348,1859,-0.1725,Matt Strahm
621383,0.0083,-0.1464,,,1055.0,60.0,,,-0.195260663507109,-0.35,,,-0.20358744394618833,1115,,Tanner Banks
621389,0.0464,-0.037,-0.1207,,858.0,480.0,183.0,,-0.351981351981352,-0.4354166666666667,-0.5191256830601093,,-0.398422090729783,1521,-0.1671,Ty Blach
622065,0.0379,-0.0882,-0.2269,,775.0,181.0,59.0,,-0.26064516129032256,-0.3867403314917127,-0.5254237288135594,,-0.29852216748768473,1015,-0.2648,Alex Young
622072,0.089,-0.0428,-0.1279,,1110.0,992.0,441.0,,-0.15045045045045044,-0.28225806451612906,-0.3673469387755102,,-0.2394809280377507,2543,-0.2169,Alex Wood
622075,0.0,,,,830.0,,,,-0.23734939759036144,,,,-0.23734939759036144,830,,Yency Almonte
622098,0.0,,,,794.0,,,,-0.23551637279596976,,,,-0.23551637279596976,794,,Drew Smith
622250,0.0,,,,678.0,,,,-0.17846607669616518,,,,-0.17846607669616518,678,,Josh Sborz
622251,0.0,,,,715.0,,,,-0.1888111888111888,,,,-0.1888111888111888,715,,Josh Staumont
622253,0.0,,,,861.0,,,,-0.23693379790940766,,,,-0.23693379790940766,861,,Dillon Tate
622491,0.0357,-0.0049,-0.0474,,2007.0,1995.0,1305.0,,-0.15445939212755355,-0.1949874686716792,-0.23754789272030652,,-0.1901262483512342,5307,-0.0831,Luis Castillo
622503,0.0046,-0.024,,,709.0,136.0,,,-0.25811001410437234,-0.2867647058823529,,,-0.26272189349112424,845,,Nabil Crismatt
622554,0.0,,,,1351.0,,,,-0.1376757957068838,,,,-0.1376757957068838,1351,,Seranthony Domínguez
622608,0.0154,0.001,-0.033,,1213.0,1015.0,597.0,,-0.35696619950535863,-0.37142857142857144,-0.4053601340033501,,-0.3723893805309734,2825,-0.0484,Antonio Senzatela
622663,0.0502,0.0031,-0.0897,,1282.0,1228.0,760.0,,-0.16536661466458658,-0.21254071661237786,-0.30526315789473685,,-0.21559633027522937,3270,-0.1399,Luis Severino
622694,0.0486,0.0191,-0.3065,,667.0,405.0,131.0,,-0.30134932533733133,-0.3308641975308642,-0.6564885496183206,,-0.34995843724023273,1203,-0.3551,Elieser Hernández
623149,0.0,,,,1367.0,,,,-0.13167520117044623,,,,-0.13167520117044623,1367,,Paul Sewald
623167,0.0467,-0.0237,-0.0714,,1288.0,982.0,516.0,,-0.28493788819875776,-0.35539714867617106,-0.40310077519379844,,-0.3316582914572864,2786,-0.1182,Chris Flexen
623211,0.0,,,,892.0,,,,-0.15807174887892378,,,,-0.15807174887892378,892,,Huascar Brazobán
623352,0.0,,,,1751.0,,,,0.0422615648201028,,,,0.0422615648201028,1751,,Josh Hader
623433,0.0,,,,642.0,,,,-0.16666666666666666,,,,-0.16666666666666666,642,,Nick Anderson
623437,0.0,,,,680.0,,,,-0.2411764705882353,,,,-0.2411764705882353,680,,Justin Topa
623465,0.0,,,,963.0,,,,-0.1142263759086189,,,,-0.1142263759086189,963,,Evan Phillips
623474,0.0,,,,937.0,,,,-0.21237993596584845,,,,-0.21237993596584845,937,,Jimmy Herget
624133,0.0188,-0.0305,0.0091,,1474.0,1117.0,704.0,,-0.17639077340569878,-0.22560429722470904,-0.18607954545454544,,-0.19514415781487102,3295,-0.0097,Ranger Suarez
624522,0.0208,-0.0021,-0.2391,,711.0,209.0,60.0,,-0.20675105485232068,-0.22966507177033493,-0.4666666666666667,,-0.22755102040816327,980,-0.2599,Keegan Thompson
625643,0.0295,0.0005,-0.0821,,1551.0,891.0,563.0,,-0.19213410702772404,-0.22109988776655443,-0.3037300177619893,,-0.221630615640599,3005,-0.1116,Reynaldo López
628317,0.0121,0.0001,-0.0361,,1204.0,951.0,404.0,,-0.19933554817275748,-0.2113564668769716,-0.24752475247524752,,-0.211410707307542,2559,-0.0482,Kenta Maeda
628452,0.0,,,,1870.0,,,,-0.08716577540106951,,,,-0.08716577540106951,1870,,Raisel Iglesias
628711,0.0222,0.0207,-0.0923,,1024.0,803.0,426.0,,-0.13671875,-0.1382316313823163,-0.2511737089201878,,-0.15889924545051043,2253,-0.1145,Julio Urías
630023,0.0517,-0.0151,-0.1023,,638.0,556.0,240.0,,-0.2335423197492163,-0.30035971223021585,-0.3875,,-0.28521617852161785,1434,-0.154,Yonny Chirinos
640444,0.0144,0.0222,-0.1782,,594.0,232.0,77.0,,-0.2878787878787879,-0.2801724137931034,-0.4805194805194805,,-0.3023255813953488,903,-0.1926,Wil Crowe
640448,0.0,,,,1415.0,,,,-0.21130742049469964,,,,-0.21130742049469964,1415,,Kyle Finnegan
640451,0.0,,,,730.0,,,,-0.14383561643835616,,,,-0.14383561643835616,730,,Hunter Harvey
640455,0.079,-0.0354,-0.1029,,1604.0,1431.0,740.0,,-0.13154613466334164,-0.24598183088749126,-0.31351351351351353,,-0.21059602649006623,3775,-0.182,Sean Manaea
640462,0.0,,,,917.0,,,,-0.11995637949836423,,,,-0.11995637949836423,917,,A.J. Puk
640470,0.059,-0.1295,-0.1249,,657.0,225.0,77.0,,-0.1537290715372907,-0.3422222222222222,-0.33766233766233766,,-0.2127215849843587,959,-0.1839,Adbert Alzolay
