batter,home_team,pa,core_fp,rate,annual_rate,total_pa,lift_pct,player_name,team,rank
452678,MIA,64,31,0.484375,0.2920035938903863,1113,65.9,,,
452678,NYM,241,61,0.25311203319502074,0.2920035938903863,1113,-13.3,,,
452678,PHI,94,26,0.2765957446808511,0.2920035938903863,1113,-5.3,,,
452678,PIT,42,22,0.5238095238095238,0.2920035938903863,1113,79.4,,,
452678,SD,57,16,0.2807017543859649,0.2920035938903863,1113,-3.9,,,
452678,TEX,207,57,0.2753623188405797,0.2920035938903863,1113,-5.7,,,
452678,WSH,117,40,0.3418803418803419,0.2920035938903863,1113,17.1,,,
453568,ATL,56,10,0.17857142857142858,0.35853269537480065,3135,-50.2,,,
453568,AZ,185,56,0.3027027027027027,0.35853269537480065,3135,-15.6,,,
453568,CHC,56,23,0.4107142857142857,0.35853269537480065,3135,14.6,,,
453568,CIN,48,10,0.20833333333333334,0.35853269537480065,3135,-41.9,,,
453568,COL,1735,728,0.4195965417867435,0.35853269537480065,3135,17.0,,,
453568,LAD,139,56,0.4028776978417266,0.35853269537480065,3135,12.4,,,
453568,MIA,60,13,0.21666666666666667,0.35853269537480065,3135,-39.6,,,
453568,MIL,68,14,0.20588235294117646,0.35853269537480065,3135,-42.6,,,
453568,NYM,71,18,0.2535211267605634,0.35853269537480065,3135,-29.3,,,
453568,PHI,83,18,0.21686746987951808,0.35853269537480065,3135,-39.5,,,
453568,PIT,67,29,0.43283582089552236,0.35853269537480065,3135,20.7,,,
453568,SD,200,53,0.265,0.35853269537480065,3135,-26.1,,,
453568,SF,181,41,0.2265193370165746,0.35853269537480065,3135,-36.8,,,
453568,STL,77,21,0.2727272727272727,0.35853269537480065,3135,-23.9,,,
453568,TEX,46,3,0.06521739130434782,0.35853269537480065,3135,-81.8,,,
453568,WSH,63,31,0.49206349206349204,0.35853269537480065,3135,37.2,,,
455117,ATH,102,6,0.058823529411764705,0.10303633648581384,2009,-42.9,,,
455117,BAL,43,1,0.023255813953488372,0.10303633648581384,2009,-77.4,,,
455117,BOS,41,4,0.0975609756097561,0.10303633648581384,2009,-5.3,,,
455117,CLE,42,9,0.21428571428571427,0.10303633648581384,2009,108.0,,,
455117,CWS,115,4,0.034782608695652174,0.10303633648581384,2009,-66.2,,,
455117,DET,67,0,0.0,0.10303633648581384,2009,-100.0,,,
455117,HOU,726,84,0.11570247933884298,0.10303633648581384,2009,12.3,,,
455117,KC,179,17,0.09497206703910614,0.10303633648581384,2009,-7.8,,,
455117,LAA,248,25,0.10080645161290322,0.10303633648581384,2009,-2.2,,,
455117,MIN,44,5,0.11363636363636363,0.10303633648581384,2009,10.3,,,
