batter,home_team,pa,core_fp,rate,annual_rate,total_pa,lift_pct,player_name,team,rank
542303,TEX,41,3,0.07317073170731707,0.2963917525773196,3492,-75.3,Marcell Ozuna,PIT,170.0
542303,WSH,166,65,0.39156626506024095,0.2963917525773196,3492,32.1,Marcell Ozuna,PIT,170.0
542340,AZ,53,3,0.05660377358490566,0.19700910273081926,1538,-71.3,,,
542340,BAL,494,115,0.23279352226720648,0.19700910273081926,1538,18.2,,,
542340,BOS,64,15,0.234375,0.19700910273081926,1538,19.0,,,
542340,CHC,106,16,0.1509433962264151,0.19700910273081926,1538,-23.4,,,
542340,CIN,41,4,0.0975609756097561,0.19700910273081926,1538,-50.5,,,
542340,COL,41,23,0.5609756097560976,0.19700910273081926,1538,184.7,,,
542340,MIA,49,1,0.02040816326530612,0.19700910273081926,1538,-89.6,,,
542340,MIL,142,8,0.056338028169014086,0.19700910273081926,1538,-71.4,,,
542340,NYM,261,72,0.27586206896551724,0.19700910273081926,1538,40.0,,,
542340,NYY,63,5,0.07936507936507936,0.19700910273081926,1538,-59.7,,,
542340,PIT,46,5,0.10869565217391304,0.19700910273081926,1538,-44.8,,,
542340,TB,74,10,0.13513513513513514,0.19700910273081926,1538,-31.4,,,
542340,TOR,56,16,0.2857142857142857,0.19700910273081926,1538,45.0,,,
542340,WSH,48,10,0.20833333333333334,0.19700910273081926,1538,5.7,,,
542364,ATL,88,15,0.17045454545454544,0.2465753424657534,803,-30.9,,,
542364,CHC,357,78,0.2184873949579832,0.2465753424657534,803,-11.4,,,
542364,MIA,83,17,0.20481927710843373,0.2465753424657534,803,-16.9,,,
542364,NYM,124,23,0.18548387096774194,0.2465753424657534,803,-24.8,,,
542364,PIT,46,18,0.391304347826087,0.2465753424657534,803,58.7,,,
542364,STL,61,19,0.3114754098360656,0.2465753424657534,803,26.3,,,
542364,WSH,44,28,0.6363636363636364,0.2465753424657534,803,158.1,,,
542583,ATH,61,8,0.13114754098360656,0.2637187000532765,1877,-50.3,,,
542583,ATL,74,31,0.4189189189189189,0.2637187000532765,1877,58.9,,,
542583,AZ,47,19,0.40425531914893614,0.2637187000532765,1877,53.3,,,
542583,BAL,65,11,0.16923076923076924,0.2637187000532765,1877,-35.8,,,
542583,CHC,65,5,0.07692307692307693,0.2637187000532765,1877,-70.8,,,
542583,CIN,79,22,0.27848101265822783,0.2637187000532765,1877,5.6,,,
542583,COL,43,18,0.4186046511627907,0.2637187000532765,1877,58.7,,,
542583,LAD,50,16,0.32,0.2637187000532765,1877,21.3,,,
542583,MIA,493,121,0.24543610547667344,0.2637187000532765,1877,-6.9,,,
542583,MIL,428,114,0.26635514018691586,0.2637187000532765,1877,1.0,,,
542583,NYM,46,13,0.2826086956521739,0.2637187000532765,1877,7.2,,,
542583,PHI,76,15,0.19736842105263158,0.2637187000532765,1877,-25.2,,,
542583,PIT,81,39,0.48148148148148145,0.2637187000532765,1877,82.6,,,
542583,SD,42,12,0.2857142857142857,0.2637187000532765,1877,8.3,,,
542583,SF,52,16,0.3076923076923077,0.2637187000532765,1877,16.7,,,
542583,STL,45,5,0.1111111111111111,0.2637187000532765,1877,-57.9,,,
542583,TB,65,7,0.1076923076923077,0.2637187000532765,1877,-59.2,,,
542583,WSH,65,23,0.35384615384615387,0.2637187000532765,1877,34.2,,,
542932,ATL,77,9,0.11688311688311688,0.21809744779582366,1293,-46.4,,,
542932,AZ,41,6,0.14634146341463414,0.21809744779582366,1293,-32.9,,,
542932,CHC,80,11,0.1375,0.21809744779582366,1293,-37.0,,,
542932,COL,41,10,0.24390243902439024,0.21809744779582366,1293,11.8,,,
542932,MIA,644,157,0.24378881987577639,0.21809744779582366,1293,11.8,,,
542932,NYM,116,26,0.22413793103448276,0.21809744779582366,1293,2.8,,,
542932,NYY,49,17,0.3469387755102041,0.21809744779582366,1293,59.1,,,
542932,PHI,86,11,0.12790697674418605,0.21809744779582366,1293,-41.4,,,
542932,PIT,46,14,0.30434782608695654,0.21809744779582366,1293,39.5,,,
542932,TB,40,11,0.275,0.21809744779582366,1293,26.1,,,
542932,WSH,73,10,0.136986301369863,0.21809744779582366,1293,-37.2,,,
543063,ATH,51,8,0.1568627450980392,0.23677474402730375,2344,-33.8,,,
543063,AZ,140,26,0.18571428571428572,0.23677474402730375,2344,-21.6,,,
543063,CHC,40,26,0.65,0.23677474402730375,2344,174.5,,,
543063,CIN,52,13,0.25,0.23677474402730375,2344,5.6,,,
543063,COL,167,72,0.4311377245508982,0.23677474402730375,2344,82.1,,,
543063,LAD,117,21,0.1794871794871795,0.23677474402730375,2344,-24.2,,,
543063,MIA,64,21,0.328125,0.23677474402730375,2344,38.6,,,
543063,MIL,49,10,0.20408163265306123,0.23677474402730375,2344,-13.8,,,
543063,NYM,65,-2,-0.03076923076923077,0.23677474402730375,2344,-113.0,,,
543063,PHI,49,6,0.12244897959183673,0.23677474402730375,2344,-48.3,,,
543063,PIT,63,17,0.2698412698412698,0.23677474402730375,2344,14.0,,,
543063,SD,122,30,0.2459016393442623,0.23677474402730375,2344,3.9,,,
543063,SF,1226,281,0.22920065252854813,0.23677474402730375,2344,-3.2,,,
543063,STL,91,9,0.0989010989010989,0.23677474402730375,2344,-58.2,,,
543063,WSH,48,17,0.3541666666666667,0.23677474402730375,2344,49.6,,,
543068,AZ,70,24,0.34285714285714286,0.30305755395683454,2224,13.1,,,
543068,BAL,49,30,0.6122448979591837,0.30305755395683454,2224,102.0,,,
543068,BOS,51,19,0.37254901960784315,0.30305755395683454,2224,22.9,,,
543068,COL,700,290,0.4142857142857143,0.30305755395683454,2224,36.7,,,
543068,CWS,49,3,0.061224489795918366,0.30305755395683454,2224,-79.8,,,
543068,DET,57,13,0.22807017543859648,0.30305755395683454,2224,-24.7,,,
543068,HOU,42,7,0.16666666666666666,0.30305755395683454,2224,-45.0,,,
543068,KC,45,27,0.6,0.30305755395683454,2224,98.0,,,
543068,LAA,63,7,0.1111111111111111,0.30305755395683454,2224,-63.3,,,
543068,LAD,72,11,0.1527777777777778,0.30305755395683454,2224,-49.6,,,
543068,MIL,40,-3,-0.075,0.30305755395683454,2224,-124.7,,,
543068,MIN,274,66,0.24087591240875914,0.30305755395683454,2224,-20.5,,,
543068,NYM,55,12,0.21818181818181817,0.30305755395683454,2224,-28.0,,,
543068,PHI,55,10,0.18181818181818182,0.30305755395683454,2224,-40.0,,,
543068,SD,90,33,0.36666666666666664,0.30305755395683454,2224,21.0,,,
543068,SEA,51,21,0.4117647058823529,0.30305755395683454,2224,35.9,,,
543068,SF,83,9,0.10843373493975904,0.30305755395683454,2224,-64.2,,,
543068,TB,286,61,0.21328671328671328,0.30305755395683454,2224,-29.6,,,
543068,TEX,52,24,0.46153846153846156,0.30305755395683454,2224,52.3,,,
543068,WSH,40,10,0.25,0.30305755395683454,2224,-17.5,,,
543228,ATH,80,29,0.3625,0.2294776119402985,1608,58.0,,,
543228,ATL,49,11,0.22448979591836735,0.2294776119402985,1608,-2.2,,,
543228,CHC,408,88,0.21568627450980393,0.2294776119402985,1608,-6.0,,,
543228,CIN,46,9,0.1956521739130435,0.2294776119402985,1608,-14.7,,,
543228,CLE,211,40,0.1895734597156398,0.2294776119402985,1608,-17.4,,,
543228,CWS,50,18,0.36,0.2294776119402985,1608,56.9,,,
543228,DET,46,8,0.17391304347826086,0.2294776119402985,1608,-24.2,,,
543228,MIA,51,5,0.09803921568627451,0.2294776119402985,1608,-57.3,,,
543228,MIL,50,7,0.14,0.2294776119402985,1608,-39.0,,,
543228,MIN,45,3,0.06666666666666667,0.2294776119402985,1608,-70.9,,,
543228,NYM,53,-1,-0.018867924528301886,0.2294776119402985,1608,-108.2,,,
543228,PHI,40,19,0.475,0.2294776119402985,1608,107.0,,,
543228,PIT,56,4,0.07142857142857142,0.2294776119402985,1608,-68.9,,,
543228,SD,51,19,0.37254901960784315,0.2294776119402985,1608,62.3,,,
543228,STL,76,25,0.32894736842105265,0.2294776119402985,1608,43.3,,,
543228,WSH,296,85,0.28716216216216217,0.2294776119402985,1608,25.1,,,
543257,ATH,327,71,0.21712538226299694,0.24110671936758893,2530,-9.9,,,
543257,ATL,60,9,0.15,0.24110671936758893,2530,-37.8,,,
543257,BAL,54,20,0.37037037037037035,0.24110671936758893,2530,53.6,,,
543257,BOS,68,19,0.27941176470588236,0.24110671936758893,2530,15.9,,,
543257,CLE,99,28,0.2828282828282828,0.24110671936758893,2530,17.3,,,
543257,CWS,115,16,0.1391304347826087,0.24110671936758893,2530,-42.3,,,
543257,DET,527,129,0.24478178368121442,0.24110671936758893,2530,1.5,,,
543257,HOU,90,29,0.32222222222222224,0.24110671936758893,2530,33.6,,,
543257,KC,146,38,0.2602739726027397,0.24110671936758893,2530,7.9,,,
543257,LAA,75,6,0.08,0.24110671936758893,2530,-66.8,,,
543257,MIN,334,82,0.24550898203592814,0.24110671936758893,2530,1.8,,,
543257,NYY,53,13,0.24528301886792453,0.24110671936758893,2530,1.7,,,
543257,PIT,52,7,0.1346153846153846,0.24110671936758893,2530,-44.2,,,
543257,SEA,68,11,0.16176470588235295,0.24110671936758893,2530,-32.9,,,
543257,STL,47,16,0.3404255319148936,0.24110671936758893,2530,41.2,,,
543257,TB,55,7,0.12727272727272726,0.24110671936758893,2530,-47.2,,,
543257,TEX,287,77,0.2682926829268293,0.24110671936758893,2530,11.3,,,
543257,TOR,73,32,0.4383561643835616,0.24110671936758893,2530,81.8,,,
543281,ATH,127,26,0.2047244094488189,0.2722731057452123,1201,-24.8,,,
543281,CHC,52,14,0.2692307692307692,0.2722731057452123,1201,-1.1,,,
543281,CWS,239,67,0.2803347280334728,0.2722731057452123,1201,3.0,,,
543281,DET,137,36,0.26277372262773724,0.2722731057452123,1201,-3.5,,,
543281,KC,45,17,0.37777777777777777,0.2722731057452123,1201,38.7,,,
543281,MIN,43,6,0.13953488372093023,0.2722731057452123,1201,-48.8,,,
543281,NYM,40,3,0.075,0.2722731057452123,1201,-72.5,,,
543281,PHI,76,29,0.3815789473684211,0.2722731057452123,1201,40.1,,,
543281,PIT,188,40,0.2127659574468085,0.2722731057452123,1201,-21.9,,,
543281,SD,42,13,0.30952380952380953,0.2722731057452123,1201,13.7,,,
543281,TOR,43,12,0.27906976744186046,0.2722731057452123,1201,2.5,,,
543281,WSH,169,64,0.378698224852071,0.2722731057452123,1201,39.1,,,
543305,BAL,227,40,0.1762114537444934,0.23061760840998685,1522,-23.6,,,
543305,BOS,110,40,0.36363636363636365,0.23061760840998685,1522,57.7,,,
543305,CLE,75,22,0.29333333333333333,0.23061760840998685,1522,27.2,,,
543305,CWS,41,6,0.14634146341463414,0.23061760840998685,1522,-36.5,,,
543305,LAA,48,4,0.08333333333333333,0.23061760840998685,1522,-63.9,,,
543305,MIN,60,26,0.43333333333333335,0.23061760840998685,1522,87.9,,,
543305,NYY,731,165,0.22571819425444598,0.23061760840998685,1522,-2.1,,,
543305,TB,114,8,0.07017543859649122,0.23061760840998685,1522,-69.6,,,
543305,TEX,44,5,0.11363636363636363,0.23061760840998685,1522,-50.7,,,
543305,TOR,72,35,0.4861111111111111,0.23061760840998685,1522,110.8,,,
543309,BAL,74,21,0.28378378378378377,0.20222446916076844,989,40.3,Kyle Higashioka,TEX,256.0
543309,BOS,42,7,0.16666666666666666,0.20222446916076844,989,-17.6,Kyle Higashioka,TEX,256.0
543309,CWS,40,1,0.025,0.20222446916076844,989,-87.6,Kyle Higashioka,TEX,256.0
543309,LAA,40,12,0.3,0.20222446916076844,989,48.4,Kyle Higashioka,TEX,256.0
543309,NYY,407,77,0.1891891891891892,0.20222446916076844,989,-6.4,Kyle Higashioka,TEX,256.0
543309,SD,134,39,0.291044776119403,0.20222446916076844,989,43.9,Kyle Higashioka,TEX,256.0
543309,TEX,192,36,0.1875,0.20222446916076844,989,-7.3,Kyle Higashioka,TEX,256.0
543309,TOR,60,7,0.11666666666666667,0.20222446916076844,989,-42.3,Kyle Higashioka,TEX,256.0
543333,ATL,56,2,0.03571428571428571,0.2402510085163604,2231,-85.1,,,
543333,AZ,135,14,0.1037037037037037,0.2402510085163604,2231,-56.8,,,
543333,CHC,115,21,0.1826086956521739,0.2402510085163604,2231,-24.0,,,
543333,CIN,60,37,0.6166666666666667,0.2402510085163604,2231,156.7,,,
543333,COL,128,25,0.1953125,0.2402510085163604,2231,-18.7,,,
543333,LAD,134,21,0.15671641791044777,0.2402510085163604,2231,-34.8,,,
543333,MIA,48,14,0.2916666666666667,0.2402510085163604,2231,21.4,,,
543333,MIL,64,4,0.0625,0.2402510085163604,2231,-74.0,,,
543333,NYM,47,16,0.3404255319148936,0.2402510085163604,2231,41.7,,,
543333,PHI,50,6,0.12,0.2402510085163604,2231,-50.1,,,
543333,PIT,74,25,0.33783783783783783,0.2402510085163604,2231,40.6,,,
543333,SD,1098,294,0.2677595628415301,0.2402510085163604,2231,11.4,,,
543333,SF,134,28,0.208955223880597,0.2402510085163604,2231,-13.0,,,
543333,STL,44,8,0.18181818181818182,0.2402510085163604,2231,-24.3,,,
543333,WSH,44,21,0.4772727272727273,0.2402510085163604,2231,98.7,,,
543510,ATL,53,12,0.22641509433962265,0.15789473684210525,1748,43.4,James McCann,AZ,308.0
543510,AZ,100,35,0.35,0.15789473684210525,1748,121.7,James McCann,AZ,308.0
543510,BAL,256,46,0.1796875,0.15789473684210525,1748,13.8,James McCann,AZ,308.0
543510,CLE,59,0,0.0,0.15789473684210525,1748,-100.0,James McCann,AZ,308.0
543510,CWS,276,49,0.17753623188405798,0.15789473684210525,1748,12.4,James McCann,AZ,308.0
543510,DET,262,40,0.15267175572519084,0.15789473684210525,1748,-3.3,James McCann,AZ,308.0
543510,KC,71,16,0.22535211267605634,0.15789473684210525,1748,42.7,James McCann,AZ,308.0
543510,LAA,47,13,0.2765957446808511,0.15789473684210525,1748,75.2,James McCann,AZ,308.0
543510,MIA,42,1,0.023809523809523808,0.15789473684210525,1748,-84.9,James McCann,AZ,308.0
543510,MIN,64,6,0.09375,0.15789473684210525,1748,-40.6,James McCann,AZ,308.0
543510,NYM,313,35,0.11182108626198083,0.15789473684210525,1748,-29.2,James McCann,AZ,308.0
543510,NYY,54,-1,-0.018518518518518517,0.15789473684210525,1748,-111.7,James McCann,AZ,308.0
543510,PHI,62,5,0.08064516129032258,0.15789473684210525,1748,-48.9,James McCann,AZ,308.0
543510,PIT,40,11,0.275,0.15789473684210525,1748,74.2,James McCann,AZ,308.0
543510,TB,49,8,0.16326530612244897,0.15789473684210525,1748,3.4,James McCann,AZ,308.0
543685,ATH,61,11,0.18032786885245902,0.39392133492252684,1678,-54.2,,,
543685,ATL,94,38,0.40425531914893614,0.39392133492252684,1678,2.6,,,
543685,AZ,43,20,0.46511627906976744,0.39392133492252684,1678,18.1,,,
543685,BOS,52,16,0.3076923076923077,0.39392133492252684,1678,-21.9,,,
543685,LAA,419,104,0.24821002386634844,0.39392133492252684,1678,-37.0,,,
543685,MIA,66,25,0.3787878787878788,0.39392133492252684,1678,-3.8,,,
543685,NYM,75,50,0.6666666666666666,0.39392133492252684,1678,69.2,,,
543685,NYY,44,14,0.3181818181818182,0.39392133492252684,1678,-19.2,,,
543685,PHI,74,45,0.6081081081081081,0.39392133492252684,1678,54.4,,,
543685,STL,44,23,0.5227272727272727,0.39392133492252684,1678,32.7,,,
543685,TEX,68,10,0.14705882352941177,0.39392133492252684,1678,-62.7,,,
543685,WSH,638,305,0.4780564263322884,0.39392133492252684,1678,21.4,,,
543760,ATH,864,337,0.3900462962962963,0.3371006302977614,4601,15.7,Marcus Semien,NYM,175.0
543760,BAL,137,43,0.31386861313868614,0.3371006302977614,4601,-6.9,Marcus Semien,NYM,175.0
543760,BOS,131,29,0.22137404580152673,0.3371006302977614,4601,-34.3,Marcus Semien,NYM,175.0
543760,CHC,41,13,0.3170731707317073,0.3371006302977614,4601,-5.9,Marcus Semien,NYM,175.0
543760,CLE,79,35,0.4430379746835443,0.3371006302977614,4601,31.4,Marcus Semien,NYM,175.0
543760,CWS,103,6,0.05825242718446602,0.3371006302977614,4601,-82.7,Marcus Semien,NYM,175.0
543760,DET,109,28,0.25688073394495414,0.3371006302977614,4601,-23.8,Marcus Semien,NYM,175.0
543760,HOU,209,85,0.40669856459330145,0.3371006302977614,4601,20.6,Marcus Semien,NYM,175.0
543760,KC,105,36,0.34285714285714286,0.3371006302977614,4601,1.7,Marcus Semien,NYM,175.0
543760,LAA,228,99,0.4342105263157895,0.3371006302977614,4601,28.8,Marcus Semien,NYM,175.0
543760,MIN,122,42,0.3442622950819672,0.3371006302977614,4601,2.1,Marcus Semien,NYM,175.0
543760,NYM,41,15,0.36585365853658536,0.3371006302977614,4601,8.5,Marcus Semien,NYM,175.0
543760,NYY,129,41,0.3178294573643411,0.3371006302977614,4601,-5.7,Marcus Semien,NYM,175.0
543760,PIT,44,16,0.36363636363636365,0.3371006302977614,4601,7.9,Marcus Semien,NYM,175.0
543760,SEA,219,50,0.228310502283105,0.3371006302977614,4601,-32.3,Marcus Semien,NYM,175.0
543760,SF,49,5,0.10204081632653061,0.3371006302977614,4601,-69.7,Marcus Semien,NYM,175.0
543760,TB,109,36,0.3302752293577982,0.3371006302977614,4601,-2.0,Marcus Semien,NYM,175.0
543760,TEX,1432,463,0.3233240223463687,0.3371006302977614,4601,-4.1,Marcus Semien,NYM,175.0
543760,TOR,450,172,0.38222222222222224,0.3371006302977614,4601,13.4,Marcus Semien,NYM,175.0
543807,ATH,112,19,0.16964285714285715,0.3384488901068786,3649,-49.9,George Springer,TOR,73.0
543807,BAL,128,36,0.28125,0.3384488901068786,3649,-16.9,George Springer,TOR,73.0
543807,BOS,170,68,0.4,0.3384488901068786,3649,18.2,George Springer,TOR,73.0
543807,CLE,90,36,0.4,0.3384488901068786,3649,18.2,George Springer,TOR,73.0
543807,CWS,76,31,0.40789473684210525,0.3384488901068786,3649,20.5,George Springer,TOR,73.0
543807,DET,77,34,0.44155844155844154,0.3384488901068786,3649,30.5,George Springer,TOR,73.0
543807,HOU,618,212,0.343042071197411,0.3384488901068786,3649,1.4,George Springer,TOR,73.0
543807,KC,85,23,0.27058823529411763,0.3384488901068786,3649,-20.1,George Springer,TOR,73.0
543807,LAA,137,68,0.49635036496350365,0.3384488901068786,3649,46.7,George Springer,TOR,73.0
543807,MIN,84,31,0.36904761904761907,0.3384488901068786,3649,9.0,George Springer,TOR,73.0
543807,NYY,129,33,0.2558139534883721,0.3384488901068786,3649,-24.4,George Springer,TOR,73.0
543807,SEA,110,38,0.34545454545454546,0.3384488901068786,3649,2.1,George Springer,TOR,73.0
543807,STL,54,23,0.42592592592592593,0.3384488901068786,3649,25.8,George Springer,TOR,73.0
543807,TB,162,32,0.19753086419753085,0.3384488901068786,3649,-41.6,George Springer,TOR,73.0
543807,TEX,137,53,0.38686131386861317,0.3384488901068786,3649,14.3,George Springer,TOR,73.0
543807,TOR,1480,498,0.3364864864864865,0.3384488901068786,3649,-0.6,George Springer,TOR,73.0
543877,ATH,62,13,0.20967741935483872,0.22084579239641178,2341,-5.1,Christian Vázquez,HOU,254.0
543877,BAL,97,23,0.23711340206185566,0.22084579239641178,2341,7.4,Christian Vázquez,HOU,254.0
543877,BOS,825,228,0.27636363636363637,0.22084579239641178,2341,25.1,Christian Vázquez,HOU,254.0
543877,CLE,72,18,0.25,0.22084579239641178,2341,13.2,Christian Vázquez,HOU,254.0
543877,CWS,80,12,0.15,0.22084579239641178,2341,-32.1,Christian Vázquez,HOU,254.0
543877,DET,79,22,0.27848101265822783,0.22084579239641178,2341,26.1,Christian Vázquez,HOU,254.0
543877,HOU,94,20,0.2127659574468085,0.22084579239641178,2341,-3.7,Christian Vázquez,HOU,254.0
543877,KC,53,7,0.1320754716981132,0.22084579239641178,2341,-40.2,Christian Vázquez,HOU,254.0
543877,LAA,71,10,0.14084507042253522,0.22084579239641178,2341,-36.2,Christian Vázquez,HOU,254.0
543877,MIN,426,67,0.1572769953051643,0.22084579239641178,2341,-28.8,Christian Vázquez,HOU,254.0
543877,NYY,107,33,0.308411214953271,0.22084579239641178,2341,39.7,Christian Vázquez,HOU,254.0
543877,SEA,55,6,0.10909090909090909,0.22084579239641178,2341,-50.6,Christian Vázquez,HOU,254.0
543877,TB,135,16,0.11851851851851852,0.22084579239641178,2341,-46.3,Christian Vázquez,HOU,254.0
543877,TEX,72,23,0.3194444444444444,0.22084579239641178,2341,44.6,Christian Vázquez,HOU,254.0
543877,TOR,113,19,0.168141592920354,0.22084579239641178,2341,-23.9,Christian Vázquez,HOU,254.0
543939,ATL,48,32,0.6666666666666666,0.3006739243131156,1929,121.7,,,
543939,AZ,41,8,0.1951219512195122,0.3006739243131156,1929,-35.1,,,
543939,CHC,130,42,0.3230769230769231,0.3006739243131156,1929,7.5,,,
543939,CIN,104,51,0.49038461538461536,0.3006739243131156,1929,63.1,,,
543939,COL,46,22,0.4782608695652174,0.3006739243131156,1929,59.1,,,
543939,LAD,48,15,0.3125,0.3006739243131156,1929,3.9,,,
543939,MIA,48,18,0.375,0.3006739243131156,1929,24.7,,,
543939,MIL,529,177,0.33459357277882795,0.3006739243131156,1929,11.3,,,
543939,PHI,46,8,0.17391304347826086,0.3006739243131156,1929,-42.2,,,
543939,PIT,140,56,0.4,0.3006739243131156,1929,33.0,,,
543939,SD,43,-2,-0.046511627906976744,0.3006739243131156,1929,-115.5,,,
543939,SEA,111,3,0.02702702702702703,0.3006739243131156,1929,-91.0,,,
543939,SF,64,13,0.203125,0.3006739243131156,1929,-32.4,,,
543939,STL,531,137,0.2580037664783427,0.3006739243131156,1929,-14.2,,,
544369,ATL,46,5,0.10869565217391304,0.30317848410757947,1227,-64.1,,,
544369,BAL,43,17,0.3953488372093023,0.30317848410757947,1227,30.4,,,
544369,BOS,91,29,0.31868131868131866,0.30317848410757947,1227,5.1,,,
544369,MIA,45,18,0.4,0.30317848410757947,1227,31.9,,,
544369,NYM,42,13,0.30952380952380953,0.30317848410757947,1227,2.1,,,
544369,NYY,469,181,0.3859275053304904,0.30317848410757947,1227,27.3,,,
544369,PHI,325,91,0.28,0.30317848410757947,1227,-7.6,,,
544369,TB,49,-3,-0.061224489795918366,0.30317848410757947,1227,-120.2,,,
544369,TOR,67,14,0.208955223880597,0.30317848410757947,1227,-31.1,,,
544369,WSH,50,7,0.14,0.30317848410757947,1227,-53.8,,,
544725,CLE,65,17,0.26153846153846155,0.17751004016064256,1245,47.3,,,
544725,CWS,797,139,0.17440401505646172,0.17751004016064256,1245,-1.7,,,
544725,DET,103,25,0.24271844660194175,0.17751004016064256,1245,36.7,,,
544725,KC,128,19,0.1484375,0.17751004016064256,1245,-16.4,,,
544725,LAA,52,2,0.038461538461538464,0.17751004016064256,1245,-78.3,,,
544725,MIN,100,19,0.19,0.17751004016064256,1245,7.0,,,
545121,ATL,55,5,0.09090909090909091,0.29562433297758806,937,-69.2,Ildemaro Vargas,AZ,28.0
545121,AZ,208,61,0.2932692307692308,0.29562433297758806,937,-0.8,Ildemaro Vargas,AZ,28.0
545121,CHC,40,8,0.2,0.29562433297758806,937,-32.3,Ildemaro Vargas,AZ,28.0
545121,COL,44,10,0.22727272727272727,0.29562433297758806,937,-23.1,Ildemaro Vargas,AZ,28.0
545121,NYM,50,15,0.3,0.29562433297758806,937,1.5,Ildemaro Vargas,AZ,28.0
545121,PHI,73,37,0.5068493150684932,0.29562433297758806,937,71.5,Ildemaro Vargas,AZ,28.0
545121,SD,43,14,0.32558139534883723,0.29562433297758806,937,10.1,Ildemaro Vargas,AZ,28.0
545121,SF,52,21,0.40384615384615385,0.29562433297758806,937,36.6,Ildemaro Vargas,AZ,28.0
545121,WSH,372,106,0.2849462365591398,0.29562433297758806,937,-3.6,Ildemaro Vargas,AZ,28.0
545341,ATH,54,8,0.14814814814814814,0.2655896607431341,3095,-44.2,,,
545341,ATL,73,6,0.0821917808219178,0.2655896607431341,3095,-69.1,,,
545341,AZ,266,95,0.35714285714285715,0.2655896607431341,3095,34.5,,,
545341,BAL,108,44,0.4074074074074074,0.2655896607431341,3095,53.4,,,
545341,BOS,127,20,0.15748031496062992,0.2655896607431341,3095,-40.7,,,
545341,CLE,47,5,0.10638297872340426,0.2655896607431341,3095,-59.9,,,
545341,COL,449,161,0.3585746102449889,0.2655896607431341,3095,35.0,,,
545341,CWS,60,8,0.13333333333333333,0.2655896607431341,3095,-49.8,,,
545341,DET,42,16,0.38095238095238093,0.2655896607431341,3095,43.4,,,
545341,HOU,63,11,0.1746031746031746,0.2655896607431341,3095,-34.3,,,
545341,KC,107,12,0.11214953271028037,0.2655896607431341,3095,-57.8,,,
545341,LAA,159,47,0.29559748427672955,0.2655896607431341,3095,11.3,,,
545341,LAD,50,6,0.12,0.2655896607431341,3095,-54.8,,,
545341,MIA,42,9,0.21428571428571427,0.2655896607431341,3095,-19.3,,,
545341,MIN,51,13,0.2549019607843137,0.2655896607431341,3095,-4.0,,,
545341,NYM,67,19,0.2835820895522388,0.2655896607431341,3095,6.8,,,
545341,NYY,101,40,0.39603960396039606,0.2655896607431341,3095,49.1,,,
545341,PHI,51,7,0.13725490196078433,0.2655896607431341,3095,-48.3,,,
545341,SD,45,1,0.022222222222222223,0.2655896607431341,3095,-91.6,,,
545341,SEA,53,18,0.33962264150943394,0.2655896607431341,3095,27.9,,,
545341,SF,52,18,0.34615384615384615,0.2655896607431341,3095,30.3,,,
545341,TB,97,18,0.18556701030927836,0.2655896607431341,3095,-30.1,,,
545341,TEX,68,11,0.16176470588235295,0.2655896607431341,3095,-39.1,,,
545341,TOR,816,216,0.2647058823529412,0.2655896607431341,3095,-0.3,,,
545341,WSH,47,13,0.2765957446808511,0.2655896607431341,3095,4.1,,,
545361,ATH,142,66,0.4647887323943662,0.4053343350864012,2662,14.7,Mike Trout,LAA,15.0
545361,BAL,87,32,0.367816091954023,0.4053343350864012,2662,-9.3,Mike Trout,LAA,15.0
545361,BOS,95,23,0.24210526315789474,0.4053343350864012,2662,-40.3,Mike Trout,LAA,15.0
545361,CLE,46,18,0.391304347826087,0.4053343350864012,2662,-3.5,Mike Trout,LAA,15.0
545361,CWS,60,24,0.4,0.4053343350864012,2662,-1.3,Mike Trout,LAA,15.0
545361,DET,56,11,0.19642857142857142,0.4053343350864012,2662,-51.5,Mike Trout,LAA,15.0
545361,HOU,145,34,0.23448275862068965,0.4053343350864012,2662,-42.2,Mike Trout,LAA,15.0
545361,KC,65,30,0.46153846153846156,0.4053343350864012,2662,13.9,Mike Trout,LAA,15.0
545361,LAA,1382,563,0.4073806078147612,0.4053343350864012,2662,0.5,Mike Trout,LAA,15.0
545361,MIN,55,10,0.18181818181818182,0.4053343350864012,2662,-55.1,Mike Trout,LAA,15.0
545361,NYY,56,22,0.39285714285714285,0.4053343350864012,2662,-3.1,Mike Trout,LAA,15.0
545361,SEA,157,92,0.5859872611464968,0.4053343350864012,2662,44.6,Mike Trout,LAA,15.0
545361,TB,74,38,0.5135135135135135,0.4053343350864012,2662,26.7,Mike Trout,LAA,15.0
545361,TEX,167,61,0.3652694610778443,0.4053343350864012,2662,-9.9,Mike Trout,LAA,15.0
545361,TOR,75,55,0.7333333333333333,0.4053343350864012,2662,80.9,Mike Trout,LAA,15.0
546318,ATL,69,24,0.34782608695652173,0.23222322232223222,1111,49.8,,,
546318,LAD,43,3,0.06976744186046512,0.23222322232223222,1111,-70.0,,,
546318,MIA,89,4,0.0449438202247191,0.23222322232223222,1111,-80.6,,,
546318,NYM,76,16,0.21052631578947367,0.23222322232223222,1111,-9.3,,,
546318,PHI,683,157,0.22986822840409957,0.23222322232223222,1111,-1.0,,,
546318,STL,44,5,0.11363636363636363,0.23222322232223222,1111,-51.1,,,
546318,WSH,107,49,0.45794392523364486,0.23222322232223222,1111,97.2,,,
