pitcher,year,sos_opp_bat_fp_per_pa,n_bf_with_sos
502032,2018,0.5340105837246167,190
502042,2018,0.5458201428565769,519
502043,2018,0.5393908447918776,638
502051,2018,0.583133506823305,8
502083,2018,0.5118265775210031,158
502085,2018,0.5485354212506579,222
502143,2018,0.5121951219512195,1
502154,2018,0.5416145152161458,127
502171,2018,0.5398675305215429,534
502188,2018,0.5750993590896619,162
502190,2018,0.5482521279606772,662
502202,2018,0.5346464375784671,201
502212,2018,0.5357694463114435,155
502239,2018,0.540513272113469,346
502327,2018,0.5357713950599453,345
502381,2018,0.518685950027906,46
502522,2018,0.5384328666481657,169
502593,2018,0.5395010725412582,161
502624,2018,0.5434765308825822,509
502706,2018,0.5482964998053349,569
502748,2018,0.5293085000973791,228
503285,2018,0.549529383747374,70
503449,2018,0.5403237659692924,104
504379,2018,0.5481199908825204,151
506433,2018,0.558078569672665,142
516472,2018,0.5290293917789418,9
516969,2018,0.5312976317715054,142
517008,2018,0.5443561297738334,229
517414,2018,0.5324701678406047,44
518397,2018,0.5493620940445091,220
518445,2018,0.5467398284619326,33
518452,2018,0.5416166440755124,424
518489,2018,0.5213643884694248,88
518516,2018,0.5532479647609239,436
518553,2018,0.5295900077561554,237
518566,2018,0.540037530673646,115
518586,2018,0.6303273817638124,4
518614,2018,0.5528047877694742,10
518617,2018,0.5497753934904481,199
518633,2018,0.5331190455202419,571
518693,2018,0.5377149920571975,174
518715,2018,0.5426612738915885,205
518748,2018,0.5624249106884486,70
518774,2018,0.553374171867898,533
518813,2018,0.5344585519205707,166
518858,2018,0.5272334092965735,114
518875,2018,0.5452760059995033,141
518883,2018,0.5510066516423408,6
518886,2018,0.538969867930518,200
519008,2018,0.5428733740253299,236
519043,2018,0.5350834711963488,369
519096,2018,0.533352446671825,168
519141,2018,0.5348068794364448,277
519144,2018,0.5429667436133977,671
519151,2018,0.5352912895763543,230
519166,2018,0.5335474678388824,129
519203,2018,0.7085162423178226,1
519240,2018,0.5396600992158591,46
519242,2018,0.5244814698046895,469
519293,2018,0.5315800860053433,176
519294,2018,0.5053653675106611,28
519295,2018,0.5655801506857433,3
519301,2018,0.5547193888252334,143
519326,2018,0.5272088837583265,165
519381,2018,0.5068984441775478,40
519393,2018,0.5210094418357555,45
519443,2018,0.5324012465871626,125
519455,2018,0.5160412265862783,448
520980,2018,0.5276881561807469,185
521230,2018,0.5435568045863238,87
521655,2018,0.5637215133503104,159
523260,2018,0.5513067607859617,215
525768,2018,0.5320631096372509,81
527048,2018,0.5427047848613079,318
527054,2018,0.5589211828467248,555
527055,2018,0.5405281824330179,124
532077,2018,0.5575379502004214,118
533167,2018,0.5271794582429166,116
534606,2018,0.5278276481149012,1
534812,2018,0.5618154377402134,36
541640,2018,0.5478454982953654,162
541650,2018,0.5552196679693485,18
541652,2018,0.5477316874917576,130
542289,2018,0.5058073872790487,12
542432,2018,0.5799610523915811,31
542881,2018,0.5529415951689329,572
542882,2018,0.5542889471517984,285
542888,2018,0.5390929781881024,37
542914,2018,0.5303511999697021,52
542924,2018,0.5466917467691489,19
542946,2018,0.49636747809673737,2
542947,2018,0.5330800554849254,112
542960,2018,0.5286947836610355,237
543001,2018,0.5188212550588357,88
543022,2018,0.5364636700705212,390
543031,2018,0.5650140913974006,68
543037,2018,0.5469151600869924,645
543045,2018,0.5512357277434445,159
543056,2018,0.5062154498293518,80
543101,2018,0.5579384345404486,375
543118,2018,0.5276201593327801,165
543135,2018,0.5586066759414251,354
543144,2018,0.541765597052275,26
543169,2018,0.5286211345490376,272
543193,2018,0.5877584483450873,38
543208,2018,0.5459596450204571,426
543219,2018,0.5567392769656262,77
543243,2018,0.5459496331142198,471
543258,2018,0.537789300600506,40
543272,2018,0.5375421514378256,251
543278,2018,0.5256970443904689,294
543294,2018,0.5346100291538303,644
543331,2018,0.5691402006767639,8
543339,2018,0.5393066051852328,156
543359,2018,0.5481800010745739,219
543391,2018,0.5029577490970063,79
543424,2018,0.5513378604422237,45
543475,2018,0.5421699950611726,286
543483,2018,0.5216322174357282,196
543506,2018,0.5373437300531977,123
543507,2018,0.5108219709444579,74
543508,2018,0.5087770593793771,27
543521,2018,0.5358481948492536,224
543548,2018,0.5430552965171749,79
543557,2018,0.5428722797795688,403
543606,2018,0.5444317517925039,577
543699,2018,0.5490506163403204,592
543734,2018,0.5386213504733364,192
543746,2018,0.5320944204900818,13
543766,2018,0.5228469532191018,217
543883,2018,0.534983477065734,182
543901,2018,0.48801835518286907,18
543903,2018,0.4691907438381638,7
543935,2018,0.49462898447902665,190
544727,2018,0.5498030777198372,244
544836,2018,0.5074213738667629,49
544928,2018,0.5701249547403073,72
544931,2018,0.5453191690481158,430
545332,2018,0.5142752548116373,24
545333,2018,0.5176689413373364,543
545363,2018,0.5855516158291126,37
547007,2018,0.5769184557495929,14
547179,2018,0.5387395385045165,261
547749,2018,0.549537908322461,119
547888,2018,0.54119167843019,502
547943,2018,0.5247099762426362,255
547973,2018,0.531785176016545,168
548357,2018,0.5476487101130121,49
548389,2018,0.5432388900822676,398
552640,2018,0.5507814968369866,147
553878,2018,0.5369110114003883,229
553902,2018,0.43656540712749575,7
554340,2018,0.5370426238090534,85
554430,2018,0.5458431645348615,564
570240,2018,0.525619840922074,332
570632,2018,0.5595388913667436,541
570663,2018,0.5276167426335202,204
570666,2018,0.523996376303102,130
570702,2018,0.5758718167057423,27
571035,2018,0.5561780442945579,58
571473,2018,0.5550120924102198,21
571476,2018,0.5311512070968131,123
571510,2018,0.528208644136071,559
571521,2018,0.5609296482412061,1
571561,2018,0.5305875188297803,73
571577,2018,0.5699193191482409,5
571578,2018,0.5499542105116092,622
571602,2018,0.5525692747152414,8
571656,2018,0.5219330369394479,251
571666,2018,0.5451831528558198,599
571670,2018,0.5310872119843424,213
571704,2018,0.5506594175523839,157
571710,2018,0.5389157563909607,253
571735,2018,0.5500590143414704,54
571760,2018,0.5421878046576484,616
571771,2018,0.5189504373177842,1
571800,2018,0.5428151272400296,148
571863,2018,0.5593357787721485,288
571871,2018,0.600784110493487,7
571882,2018,0.5034283603173072,49
571893,2018,0.5320746301530634,38
571901,2018,0.5355038674563062,151
571927,2018,0.5574091946342853,476
571945,2018,0.5493748018746916,635
571946,2018,0.5029731564904422,64
571948,2018,0.5387199922552374,30
571951,2018,0.5564426581380278,276
572020,2018,0.5468685762467584,498
572021,2018,0.5281165381993767,160
572044,2018,0.5375056882765673,60
572070,2018,0.5615661631784991,287
572140,2018,0.5375099455972608,454
572143,2018,0.5292932953000695,285
572193,2018,0.5421771428623264,214
572308,2018,0.5356347112281599,19
572362,2018,0.5514630239459511,338
572403,2018,0.532540174911824,180
572703,2018,0.5622742454792109,47
572750,2018,0.5351766021800871,161
572888,2018,0.5283455456730174,224
572955,2018,0.5557370245571713,147
572971,2018,0.5341526285312654,707
572998,2018,0.5016650593678906,55
573046,2018,0.5826842394951276,14
573064,2018,0.5531652572445714,103
573109,2018,0.5476242934823339,70
573124,2018,0.5337745343596508,198
573127,2018,0.5640318420437836,42
573166,2018,0.4646647230757453,10
573185,2018,0.5469300669209473,386
573186,2018,0.537403458512733,355
573668,2018,0.5431756141145212,163
576397,2018,0.5250774531681162,4
580792,2018,0.5292326127151963,47
582494,2018,0.5100711894474014,30
584171,2018,0.525243173020592,284
591672,2018,0.5734194296582906,2
591693,2018,0.529362512708663,130
592094,2018,0.5331313411257884,116
592102,2018,0.5287517842273899,200
592127,2018,0.5465695632605215,34
592130,2018,0.548793659216356,153
592135,2018,0.537585252099899,225
592145,2018,0.5520780746721661,195
592169,2018,0.54296918361728,128
592170,2018,0.5508927684706582,32
592222,2018,0.5256601825673508,242
592229,2018,0.5546436227890581,432
592238,2018,0.550990578441922,9
592314,2018,0.5619185586340312,578
592332,2018,0.5419650566341425,612
592340,2018,0.5408848318472994,121
592351,2018,0.5419176456980024,583
592390,2018,0.5200263414317012,184
592407,2018,0.6538684293231698,5
592426,2018,0.5517414115207041,150
592454,2018,0.5327213811230286,74
592468,2018,0.5562174756220651,264
592473,2018,0.530183130931267,94
592499,2018,0.5465199130657128,139
592547,2018,0.5501531793787388,148
592570,2018,0.5195597311177147,49
592612,2018,0.5557742401513278,48
592644,2018,0.5185335064950806,232
592662,2018,0.5586293347700706,428
592665,2018,0.5357394165300028,186
592705,2018,0.5659125606691122,65
592712,2018,0.558017984646008,32
592716,2018,0.5726043644425917,54
592717,2018,0.5556733397609844,384
592741,2018,0.5557768296999749,195
592761,2018,0.5599982166566296,254
592769,2018,0.5458967971723458,21
592773,2018,0.5650544491077215,220
592779,2018,0.5468347744994652,73
592789,2018,0.5622966110328429,499
592791,2018,0.5433127637616387,610
592804,2018,0.5302178821237417,73
592811,2018,0.5583950665714333,154
592815,2018,0.5359805730233372,140
592826,2018,0.5431430538732167,488
592833,2018,0.511642971919361,22
592836,2018,0.5694859334704656,51
592848,2018,0.5762310730124584,4
592858,2018,0.5186571487425377,28
592865,2018,0.5359264311902332,175
592866,2018,0.5543059797140453,533
593140,2018,0.5328479589356357,162
593144,2018,0.5340811952823122,207
593334,2018,0.5494838811916651,296
593372,2018,0.546009027212956,420
593423,2018,0.5468605322177145,227
593576,2018,0.5283420021829989,158
593833,2018,0.5469408749913001,143
593958,2018,0.5338073164818417,454
593974,2018,0.5545220645962311,192
594027,2018,0.5441913936113401,200
594056,2018,0.553268094705639,8
594577,2018,0.5408420580481484,179
594742,2018,0.5511415199701796,10
594798,2018,0.549450566894929,648
594824,2018,0.5356207393953996,3
594835,2018,0.5371715947730447,537
594840,2018,0.5506110582632234,191
594902,2018,0.5411541577311717,106
594943,2018,0.45968744799797845,3
594965,2018,0.566656609273319,86
594987,2018,0.5497821594688166,17
594992,2018,0.5585591795538856,36
595014,2018,0.529248864694391,246
595032,2018,0.5314176987634804,4
595191,2018,0.5552786637400532,17
595234,2018,0.5630873569095033,25
595345,2018,0.5429518646367951,20
595411,2018,0.5427521951881163,25
595465,2018,0.5484969093945472,205
595881,2018,0.48344038439223314,30
595897,2018,0.5169637558772289,6
595918,2018,0.5207697016360373,180
595928,2018,0.5413460243085512,19
596001,2018,0.541751823026263,587
596027,2018,0.5303522850924393,20
596043,2018,0.5495273941809249,404
596057,2018,0.5284819814973684,159
596071,2018,0.5688506124658729,105
596074,2018,0.5575770638244436,68
596101,2018,0.5522043446898627,26
596112,2018,0.5806576947947315,48
596133,2018,0.5495046331835437,481
596271,2018,0.5649050091965893,90
596295,2018,0.5612044170030797,259
596451,2018,0.5358400319667643,12
596720,2018,0.5500919072444101,93
596816,2018,0.5395788450693111,37
597113,2018,0.5884136314412443,22
598264,2018,0.521608340003291,198
598271,2018,0.5427329978294426,320
598287,2018,0.5417461227881115,284
599683,2018,0.5294515772879878,136
600301,2018,0.46690110472299984,4
600303,2018,0.5127262752957534,5
600917,2018,0.5510192570597396,174
600944,2018,0.5314884806259195,17
600965,2018,0.5397558079351613,27
600968,2018,0.51947403951527,159
600986,2018,0.5600082772275273,53
601713,2018,0.5516915519590867,529
602083,2018,0.5431272581668819,30
605121,2018,0.5461689715696123,207
605130,2018,0.5427766912423234,56
605135,2018,0.5202061970257666,138
605143,2018,0.5163164158518548,76
605151,2018,0.5473738612882139,255
605154,2018,0.533532766570543,160
605155,2018,0.5732089683117668,44
605156,2018,0.510934477416535,3
605164,2018,0.5451256047473783,589
605170,2018,0.5614442891239513,5
605177,2018,0.5595156665771107,179
605182,2018,0.5225353082245946,594
605195,2018,0.546312622012821,206
605200,2018,0.557001884633603,203
605204,2018,0.5670432007043291,2
605218,2018,0.5245729976407614,188
605232,2018,0.5653032122233236,77
605240,2018,0.5467045557810142,167
605242,2018,0.5311564928430956,470
605254,2018,0.5190304001283148,87
605255,2018,0.5327006575736065,112
605260,2018,0.5612074793279335,28
605276,2018,0.5487352825588395,342
605280,2018,0.5436586481004626,98
605288,2018,0.5276645825788093,44
605301,2018,0.5499013616735966,58
605309,2018,0.5523421367650097,167
605347,2018,0.5310367594371802,162
605359,2018,0.465053213486122,27
605388,2018,0.5630948065328626,180
605397,2018,0.5482007012473862,386
605400,2018,0.55457442091724,632
605441,2018,0.5309638507057127,120
605446,2018,0.5412609136029384,388
605452,2018,0.5958670913438581,44
605476,2018,0.5179316891174341,55
605483,2018,0.54740247500624,543
605486,2018,0.5365857175737889,8
605488,2018,0.5265650891622962,105
605498,2018,0.5439709785478376,518
605501,2018,0.4952023456593444,24
605513,2018,0.5473027340963401,52
605525,2018,0.5581134969400312,44
605538,2018,0.5524162608548279,115
605540,2018,0.5514872005084905,135
605541,2018,0.5375363403200922,305
606131,2018,0.5607431438864104,171
606149,2018,0.5339997554718853,36
606162,2018,0.5573088308848653,234
606167,2018,0.5659608536970459,77
606273,2018,0.5367019309906723,164
606424,2018,0.5768150181067956,211
606478,2018,0.5257580470245695,104
606625,2018,0.5359757187192621,214
606930,2018,0.538907124652417,168
606944,2018,0.5460330670517162,54
606965,2018,0.5471488229184728,153
606983,2018,0.5501397256442987,53
606995,2018,0.5255773081851327,37
607030,2018,0.5533243482959697,7
607054,2018,0.5117492012142786,7
607074,2018,0.5606969356146746,407
607188,2018,0.5549494644770568,211
607192,2018,0.5558135113817428,348
607200,2018,0.5727061610047605,149
607215,2018,0.5168051052762015,223
607216,2018,0.547784160438591,8
607219,2018,0.553600359274206,495
607229,2018,0.5433129321977015,278
607231,2018,0.555585560282572,373
607237,2018,0.5506283577215535,215
607352,2018,0.5431274387430817,262
607374,2018,0.5293605057523911,239
607387,2018,0.52045721610939,2
607455,2018,0.5153811585280242,47
607457,2018,0.55679808007697,191
607468,2018,0.5159188908384484,3
607473,2018,0.5638222240548437,185
607481,2018,0.5501148266811333,110
607536,2018,0.5385652456245003,674
607572,2018,0.5086888875814345,14
607625,2018,0.5451184587344987,319
607644,2018,0.5527959107668857,15
607755,2018,0.48391104152750336,17
607968,2018,0.5447880885064286,115
608328,2018,0.48412788981105764,45
608331,2018,0.5748176605127896,105
608334,2018,0.5301761648396559,148
608337,2018,0.541063192663667,577
608349,2018,0.5377233126041772,180
608371,2018,0.5154630436573732,56
608379,2018,0.5433587677236572,276
608566,2018,0.5369488803854695,653
608601,2018,0.546369340335328,75
608638,2018,0.5302800990442964,113
608648,2018,0.5399336494540898,72
608652,2018,0.5267895440060512,111
608654,2018,0.4955712588663579,3
608665,2018,0.5676471598869556,130
608678,2018,0.5379286986142424,86
608716,2018,0.557206850471893,228
608717,2018,0.5419288209672908,518
608718,2018,0.5503795201291913,314
608723,2018,0.5259972416092938,43
611093,2018,0.5366241520490083,105
612434,2018,0.5503029067718451,309
612672,2018,0.5655783830245437,405
613534,2018,0.5280045832862111,7
614179,2018,0.520160570052622,9
620454,2018,0.5274363145969555,122
621002,2018,0.49896964324949505,3
621044,2018,0.5029694667267848,7
621052,2018,0.5453946778197305,13
621056,2018,0.5364776032582804,129
621098,2018,0.5094166932867866,12
621107,2018,0.5578850017810775,410
621111,2018,0.5587965144905923,422
621112,2018,0.5453691463327268,98
621114,2018,0.5860530429363116,30
621121,2018,0.5406573649248345,443
621141,2018,0.5645326402270167,63
621142,2018,0.5259228067319467,58
621199,2018,0.5409399679645867,88
621219,2018,0.5128282125643984,36
621237,2018,0.54151076154683,218
621242,2018,0.5316954045699784,227
621244,2018,0.528572026152893,624
621249,2018,0.5405255654349405,15
621261,2018,0.5523300552818817,213
621289,2018,0.5275709730716974,88
621295,2018,0.5362676213201443,110
621345,2018,0.5495119145256959,209
621350,2018,0.5355552218650583,20
621366,2018,0.5334505140159164,326
621381,2018,0.5314282408641069,199
621385,2018,0.5269016570483833,147
621389,2018,0.5501869074401081,399
621397,2018,0.5351960984135437,88
622072,2018,0.5396708712638062,489
622075,2018,0.5313158046161696,47
622097,2018,0.536609840085545,53
622098,2018,0.5464732979151613,92
622161,2018,0.5304363203839167,67
622217,2018,0.5948890236118585,26
622259,2018,0.5371615331947672,67
622382,2018,0.5247767766302568,120
622446,2018,0.5379270019290703,171
622491,2018,0.5471408350182003,557
622492,2018,0.5755325602784015,38
622505,2018,0.5437936151375499,86
622554,2018,0.5516456305759805,194
622608,2018,0.5329140957159573,300
622663,2018,0.5478587728787688,623
622694,2018,0.5407249245726216,214
622766,2018,0.546993891482659,73
622772,2018,0.5522098933612717,60
622774,2018,0.5492172057660871,25
622783,2018,0.5321280048992384,45
622795,2018,0.5332748338525957,88
622864,2018,0.5292841991624149,210
623149,2018,0.5449463885552014,200
623167,2018,0.5004375617170728,32
623184,2018,0.5226325940366024,185
623352,2018,0.538153541977715,247
623354,2018,0.5799976373192491,32
623364,2018,0.5457260142344957,18
623381,2018,0.5374953705096616,103
623402,2018,0.5465278075704156,91
623430,2018,0.540925663780994,79
623434,2018,0.5604674727317671,36
623451,2018,0.5312096299447238,144
623454,2018,0.5322832755694703,36
623465,2018,0.5433386646591098,45
623470,2018,0.5542928578017327,41
624133,2018,0.5513155583894883,55
624427,2018,0.5031283805426997,75
624586,2018,0.53125,1
624636,2018,0.5182974121521607,2
625643,2018,0.5346187813216579,599
627500,2018,0.5259719306465488,7
627894,2018,0.5537893012162467,60
628317,2018,0.5492386879928957,425
628318,2018,0.5332306816283715,122
628333,2018,0.5599373623185282,151
628452,2018,0.5407648411107112,232
628711,2018,0.521884995165664,7
629496,2018,0.5439224029924302,36
630023,2018,0.5331344595325631,289
635903,2018,0.6125938182304098,5
639373,2018,0.5594335212884559,22
640455,2018,0.5480757477165404,566
640463,2018,0.5111477239212198,14
640464,2018,0.5553970324624774,89
641149,2018,0.585970684164698,17
641154,2018,0.5562258329652457,178
641341,2018,0.5402458533235663,94
641427,2018,0.5068481687509874,101
641438,2018,0.5473911057318983,194
641482,2018,0.5418033121960614,23
641490,2018,0.5413155347760737,37
641501,2018,0.528042237022995,19
641525,2018,0.6842131132429007,3
641571,2018,0.5427265206761265,256
641598,2018,0.5644993000448583,3
641627,2018,0.5338887709031305,65
641656,2018,0.5241435568180477,18
641712,2018,0.5506677703279431,94
641729,2018,0.5346353790198923,224
641745,2018,0.5374623522255774,464
641755,2018,0.5959597334710606,41
641771,2018,0.5458858140399878,280
641778,2018,0.5495222834946026,395
641793,2018,0.4792275765583943,67
641816,2018,0.5463411887825416,411
641835,2018,0.5399699202421934,120
641838,2018,0.5329858554773842,233
641851,2018,0.5265320939127606,19
641871,2018,0.5369953045235434,61
641941,2018,0.5459022690603057,204
641962,2018,0.5621481975168272,26
642003,2018,0.5541942405888183,139
642008,2018,0.5430145389471158,104
642028,2018,0.5426437962809656,45
642073,2018,0.575030245568658,59
642083,2018,0.49244709716718915,50
642098,2018,0.5239045780237083,118
642152,2018,0.5315189662888835,238
642231,2018,0.5470530315346092,132
642232,2018,0.551322549339022,494
642239,2018,0.5139447445480895,18
642528,2018,0.5524842231257306,76
642545,2018,0.55208199056867,466
642547,2018,0.5510031634348574,259
642558,2018,0.528547750486737,185
642571,2018,0.5498476579781921,85
642701,2018,0.576234206506963,17
643230,2018,0.5520316484792144,335
643256,2018,0.5149338921118427,212
643316,2018,0.5453376357639936,120
643320,2018,0.5947110798754174,19
643327,2018,0.5420961356011873,639
643338,2018,0.5381700659569547,234
643354,2018,0.5671551425856012,81
643410,2018,0.5520272362698473,99
643466,2018,0.5406585481085437,152
643493,2018,0.5491181421257271,230
643617,2018,0.5406767988182959,75
643778,2018,0.5674412496768518,75
644364,2018,0.5289881736753581,193
644428,2018,0.6201764906180016,15
645261,2018,0.5755946918271574,106
647336,2018,0.5329619721054002,87
650828,2018,0.535604233339635,217
650895,2018,0.5682793791821709,172
656186,2018,0.5424250070334883,67
656222,2018,0.5512095519365607,176
656257,2018,0.5458488742649678,51
656354,2018,0.5438108378013071,115
656427,2018,0.5527087391885316,492
656546,2018,0.5403811030163104,36
656547,2018,0.5249863871430145,197
656629,2018,0.5148365966239492,41
656725,2018,0.5696268748399367,29
656738,2018,0.5355522160965218,72
656756,2018,0.5126422698262146,94
656794,2018,0.5504816244389119,532
656798,2018,0.5563476797064699,156
656803,2018,0.5205313246009865,42
656805,2018,0.5260339624314232,55
656814,2018,0.4547327467999886,10
656887,2018,0.552035997876258,100
656945,2018,0.5397437145614232,192
656954,2018,0.5525767417520273,12
656977,2018,0.5283910291233889,42
657053,2018,0.5455770537607688,94
657117,2018,0.5655271048810036,31
657140,2018,0.5704673960827865,22
657205,2018,0.5295823991581042,58
657209,2018,0.58020878310192,7
657228,2018,0.6185746638208216,9
657571,2018,0.5323591090622473,154
657610,2018,0.5348780157458219,254
657612,2018,0.5158467584709487,164
657624,2018,0.5746114110064644,53
657681,2018,0.5708514611272072,18
657770,2018,0.5194925005552327,14
657786,2018,0.5270670480227871,16
658792,2018,0.5376530597999827,32
660271,2018,0.545861920719855,179
660853,2018,0.5255997904491336,58
660875,2018,0.5426104128640354,16
661255,2018,0.5504402229674388,29
663432,2018,0.5601391660607223,38
663465,2018,0.5549780358417054,33
663855,2018,0.5483252638261245,279
664023,2018,0.5338465504147647,3
664028,2018,0.5720824594420585,97
664068,2018,0.5690010636023458,6
664180,2018,0.5526212587677661,31
664192,2018,0.5482360507618224,435
664196,2018,0.5552071661137346,38
664208,2018,0.5489891267479516,185
664285,2018,0.5467428734625389,90
664641,2018,0.621311654705946,24
664682,2018,0.539504231830985,59
664701,2018,0.48687682471594396,18
664856,2018,0.5414234882321545,28
664869,2018,0.5609750631033729,30
669060,2018,0.5522932570126976,24
669203,2018,0.5354069234718282,114
669456,2018,0.522835550638673,325
670036,2018,0.5910516694239072,33
670950,2018,0.5628491877745514,410
672335,2018,0.5328050103489907,29
673633,2018,0.5349721139784454,215
282332,2019,0.508891303741399,371
407845,2019,0.5428863188641734,171
424144,2019,0.5191048441614617,127
425772,2019,0.5009736228845973,4
425794,2019,0.5424919439582699,564
425844,2019,0.5465372481959774,604
429719,2019,0.5235612485922013,243
429722,2019,0.45765944566585837,46
430935,2019,0.5408748580807632,473
431145,2019,0.4940082828802989,5
433587,2019,0.5438537150908649,241
433589,2019,0.5332161283155712,233
434378,2019,0.523713430563018,677
434538,2019,0.5389446911696559,241
434671,2019,0.5429462966899464,545
434778,2019,0.4059372024671937,3
435043,2019,0.5591736171960542,88
435079,2019,0.4812238661205037,6
435622,2019,0.5946020919744137,2
444468,2019,0.5176383751936197,200
445197,2019,0.5564589074827263,58
445213,2019,0.5564450167762962,183
445276,2019,0.5257713112856033,196
445926,2019,0.5467340910835661,261
446321,2019,0.5253825589192442,236
446372,2019,0.5313663478974063,145
446481,2019,0.5435761782189774,4
448179,2019,0.5339577913089478,179
