batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
Francisco Álvarez,C,C|DH,"C, DH",True,2.0,682626,129,513,0.05422172996192113,0.009825953280738833,0.02480079843875412,0.03462675171949295,88.6,106.1,106.4,95.9,0.452,0.306,0.77,0.168,0.115,0.396,129,0.025,0.396,0.392,C|DH,74.33872687679597,0.12068966,0.15909091,0.24712644,110.1,107.0,106.6
Jake Bauers,1B,1B|OF,"1B, OF",True,2.0,641343,145,579,0.06708642162267935,0.01760038455719415,0.01696604938246522,0.03456643393965937,101.2,109.4,104.8,95.9,0.43,0.234,0.79,0.174,0.095,0.404,145,0.017,0.404,0.42,1B|DH|LF|RF,76.34923930921053,0.17894737,0.23448276,0.29473684,112.4,123.0,100.1
Jackson Merrill,OF,OF,OF,False,1.0,701538,166,668,0.08358654724500332,-0.018184522452186453,0.05249910489711494,0.03431458244492849,117.4,93.9,111.8,95.8,0.566,0.376,0.761,0.171,0.136,0.405,166,0.052,0.405,0.454,CF,73.55164388020833,0.09166667,0.12790698,0.15833333,108.6,136.0,104.5
Austin Hays,OF,OF,OF,False,1.0,669720,47,183,0.06866914555730198,0.003503660341741989,0.03078272879531088,0.03428638913705287,102.8,103.3,107.5,95.8,0.541,0.349,0.684,0.186,0.197,0.406,47,0.031,0.406,0.19,DH|LF|RF,72.41543344350961,0.1025641,0.15686275,0.23076923,111.9,44.0,104.5
Byron Buxton,OF,OF|DH,"OF, DH",True,2.0,621439,180,658,0.0720668885289295,-0.014940722775684244,0.04805028482143146,0.03310956204574722,106.1,95.3,110.9,95.6,0.535,0.309,0.725,0.179,0.16,0.41,180,0.048,0.41,0.474,CF|DH,73.24693534044715,0.1097561,0.15,0.21138211,109.3,147.0,104.4
Miguel Vargas,3B,1B|3B,"1B, 3B",True,2.0,678246,177,716,0.08860743690118504,-0.01190977866365314,0.04442635990998302,0.032516581246329876,122.3,96.6,110.2,95.5,0.422,0.194,0.815,0.165,0.063,0.415,177,0.044,0.415,0.469,1B|3B|DH,73.29866020927602,0.13122172,0.15846995,0.26244344,111.7,145.0,102.5
Yonny Hernández,,,,,,660634,3,11,0.07581591585217815,0.03288405875445591,,0.03288405875445591,109.8,116.1,,95.5,0.545,0.301,0.79,0.273,0.0,,3,,,0.015,,,,,,,,
Spencer Jones,OF,OF,OF,False,1.0,682987,15,53,0.056343063203157975,-0.00014738039606204472,0.03306523088064867,0.032917850484586626,90.7,101.7,108.0,95.5,0.509,0.286,0.76,0.151,0.208,0.4,15,0.033,0.4,0.07,CF|DH|RF,,,,,,,104.3
Jo Adell,OF,OF,OF,False,1.0,666176,177,674,0.07443153433935602,-0.009014175249399278,0.04111810451386433,0.03210392926446505,108.4,97.9,109.6,95.4,0.565,0.363,0.721,0.181,0.153,0.408,177,0.041,0.408,0.469,CF|DH|LF|RF,76.99487051254326,0.10034602,0.12831858,0.19723183,113.2,151.0,104.3
Dustin Harris,OF,OF,OF,False,1.0,687957,53,189,0.03750399076089655,0.06563645025835685,-0.03411365882799755,0.0315227914303593,72.3,130.3,94.7,95.3,0.423,0.286,0.796,0.201,0.058,0.327,53,-0.034,0.327,0.209,LF|RF,66.71633424620697,0.07246377,0.08196721,0.37681159,103.9,52.0,104.2
Luis Guanipa,,,,,,806994,3,11,0.11229544042740716,0.03151200969079782,,0.03151200969079782,145.5,115.5,,95.3,0.636,0.294,0.791,0.273,0.0,,3,,,0.015,,,,,,,,
Jake Mccarthy,OF,OF,OF,False,1.0,664983,103,364,0.0758436593555417,0.012851601540811589,0.01823265571701348,0.03108425725782507,109.8,107.4,105.1,95.2,0.53,0.357,0.762,0.209,0.113,0.38,103,0.018,0.38,0.34,CF|DH|LF|RF,70.6812267485119,0.08571429,0.11842105,0.23809524,102.4,73.0,104.2
Colby Thomas,OF,OF,OF,False,1.0,687515,31,105,0.07017297322066733,0.009332127820209332,0.021983152684806634,0.03131528050501597,104.3,105.9,105.8,95.2,0.59,0.348,0.74,0.229,0.181,0.366,31,0.022,0.366,0.134,LF|RF,75.81100260416666,0.16666667,0.27777778,0.2,107.8,18.0,104.2
Ernie Clement,2B,2B|SS,"2B, SS",True,2.0,676391,167,512,0.052806585937518545,0.08284275558510923,-0.05169891057019066,0.03114384501491857,87.3,137.7,91.3,95.2,0.562,0.39,0.829,0.293,0.08,0.304,167,-0.052,0.304,0.455,2B|3B|SS,66.7216655344203,0.07246377,0.08287293,0.34782609,109.7,139.0,105.4
James Tibbs III,,,,,,696486,6,26,0.020622903240903896,0.03103945604323755,,0.03103945604323755,55.8,115.3,,95.2,0.423,0.288,0.795,0.154,0.077,,6,,,0.029,,,,,,,,
Jhonny Pereda,C,C,C,False,1.0,640902,7,27,0.08926766254194911,-0.03614827425405854,0.06734282815089915,0.03119455389684061,122.9,86.1,114.7,95.2,0.593,0.329,0.773,0.185,0.148,0.429,7,0.067,0.429,0.034,C,,,,,,,106.2
Ezequiel Duran,SS,2B|3B|SS,"2B, 3B, SS",True,3.0,677649,105,390,0.0619798025429803,0.011957749890425317,0.01881275485609646,0.030770504746521776,96.2,107.0,105.2,95.1,0.479,0.338,0.758,0.187,0.126,0.39,105,0.019,0.39,0.344,1B|2B|3B|LF|RF|SS,73.15831448739036,0.13157895,0.18292683,0.28070175,111.5,77.0,105.1
Daylen Lile,OF,OF|DH,"OF, DH",True,2.0,695734,185,630,0.07442251006887755,0.011521511536421471,0.019480771944388017,0.031002283480809488,108.4,106.8,105.3,95.1,0.549,0.349,0.802,0.214,0.117,0.37,185,0.019,0.37,0.481,DH|LF,70.34912109375,0.09920635,0.13157895,0.25,109.5,151.0,104.1
Bo Bichette,SS,3B|SS,"3B, SS",True,2.0,666182,183,647,0.06382551976547911,0.027714992645674324,0.002863517843446538,0.03057851048912086,98.0,113.8,102.0,95.1,0.538,0.392,0.811,0.218,0.082,0.359,183,0.003,0.359,0.478,3B|DH|SS,69.54561997991968,0.10843373,0.13432836,0.28915663,111.5,150.0,105.1
Brian Serven,C,C,C,False,1.0,661531,5,15,-0.022079499990016287,0.030980288366090163,,0.030980288366090163,14.0,115.2,,95.1,0.467,0.301,0.759,0.2,0.2,,5,,,0.024,C,,,,,,,106.1
Andrew Benintendi,DH,DH,DH,False,1.0,643217,129,484,0.06643049836144031,-0.024821656516679492,0.05515933614867521,0.030337679631995716,100.6,91.0,112.3,95.0,0.543,0.357,0.698,0.165,0.171,0.428,129,0.055,0.428,0.392,DH|LF,69.59447502367425,0.1010101,0.15037594,0.23232323,104.9,108.0,102.8
Jung Hoo Lee,OF,OF,OF,False,1.0,808982,166,619,0.05440435438899724,0.06374811917644138,-0.03406753962345095,0.02968057955299043,88.8,129.4,94.8,94.9,0.449,0.277,0.849,0.22,0.052,0.338,166,-0.034,0.338,0.454,CF|RF,68.51678497779187,0.09137056,0.10526316,0.3857868,107.6,133.0,104.0
Andrew Fischer,,,,,,702652,1,4,0.08126659673108502,0.02996614397175837,,0.02996614397175837,115.1,114.8,,94.9,0.5,0.297,0.776,0.25,0.25,,1,,,0.005,,,,,,,,
Josh Naylor,1B,1B,1B,False,1.0,647304,167,539,0.07116920577051265,0.03680702604334591,-0.006894124081590111,0.0299129019617558,105.2,117.8,100.1,94.9,0.553,0.372,0.803,0.232,0.102,0.362,167,-0.007,0.362,0.455,1B,70.06331920171802,0.1042654,0.13580247,0.2985782,111.5,138.0,99.6
Jesús Sánchez,OF,OF,OF,False,1.0,660821,136,512,0.06451516129457893,0.014117324066817453,0.0158997078827032,0.030017031949520656,98.7,107.9,104.6,94.9,0.547,0.352,0.769,0.199,0.125,0.377,136,0.016,0.377,0.405,DH|LF|RF,72.7057662726684,0.12435233,0.16216216,0.2746114,112.3,114.0,104.0
RJ Schreck,,,,,,702302,1,3,0.12328703789860045,0.02972855177157807,,0.02972855177157807,156.2,114.7,,94.9,0.667,0.296,0.781,0.333,0.0,,1,,,0.005,,,,,,,,
Angel Martínez,OF,OF,OF,False,1.0,682657,143,553,0.04129851107034037,0.023964839347344002,0.005501192574502989,0.02946603192184699,76.0,112.2,102.6,94.8,0.523,0.355,0.833,0.188,0.081,0.375,143,0.006,0.375,0.417,CF|LF|RF,71.21493066917539,0.10471204,0.12578616,0.19895288,110.1,110.0,104.0
Hayden Cantrelle,,,,,,676463,2,6,0.1365470129571655,0.02947937019104386,,0.02947937019104386,169.2,114.6,,94.8,0.667,0.308,0.763,0.333,0.333,,2,,,0.01,,,,,,,,
Xander Bogaerts,SS,SS,SS,False,1.0,593428,159,604,0.06862272309095943,0.017076508073999228,0.01155571527568611,0.028632223349685338,102.7,109.2,103.7,94.7,0.45,0.284,0.808,0.19,0.086,0.372,159,0.012,0.372,0.443,SS,70.9973777488426,0.11728395,0.1484375,0.2654321,110.4,134.0,104.9
Gavin Sheets,1B,1B|OF|DH,"1B, OF, DH",True,3.0,657757,123,507,0.029337432027711666,0.02238335151778841,0.0062565341205932205,0.02863988563838163,64.3,111.5,102.7,94.7,0.454,0.353,0.804,0.176,0.085,0.345,123,0.006,0.345,0.381,1B|DH|LF|RF,74.94336620410839,0.11188811,0.13559322,0.25174825,109.2,96.0,99.5
Ke'Bryan Hayes,3B,3B,3B,False,1.0,663647,118,400,0.0377528457288513,0.06395719863241629,-0.034988581645473985,0.028968616986942308,72.5,129.5,94.6,94.7,0.422,0.256,0.815,0.22,0.075,0.342,118,-0.035,0.342,0.371,3B,70.36493524774775,0.15315315,0.19101124,0.42342342,106.6,90.0,102.2
Zach Ehrhard,,,,,,701394,5,12,0.06480501730219618,0.02720290127864217,,0.02720290127864217,99.0,113.6,,94.4,0.667,0.31,0.786,0.333,0.167,,5,,,0.024,,,,,,,,
Curtis Mead,3B,1B|3B,"1B, 3B",True,2.0,678554,105,447,0.06448829972046169,0.012200982303817538,0.015076507658947089,0.027277489962764627,98.7,107.1,104.4,94.4,0.416,0.26,0.829,0.166,0.067,0.39,105,0.015,0.39,0.344,1B|2B|3B,72.13569493447581,0.14516129,0.16981132,0.29032258,109.6,81.0,102.1
Ryan Cesarini,,,,,,825761,3,10,-0.004871605883440542,0.026834181228250528,,0.026834181228250528,30.8,113.4,,94.3,0.4,0.29,0.771,0.2,0.1,,3,,,0.015,,,,,,,,
Will Smith,C,C,C,False,1.0,669257,130,559,0.06596332804609237,0.003721276240887904,0.022683945075541386,0.026405221316429292,100.1,103.4,105.9,94.2,0.413,0.236,0.809,0.165,0.066,0.398,130,0.023,0.398,0.394,C|DH,70.08654714595376,0.10404624,0.12,0.26589595,110.8,107.0,105.6
Joey Wiemer,OF,OF,OF,False,1.0,686894,80,314,0.04785406940740009,-0.022793767214424436,0.04855638089556857,0.02576261368114413,82.4,91.9,111.0,94.0,0.424,0.284,0.752,0.127,0.131,0.423,80,0.049,0.423,0.286,CF|RF,71.6658935546875,0.11956522,0.16666667,0.18478261,110.5,66.0,103.5
William Contreras,C,C|DH,"C, DH",True,2.0,661388,173,627,0.07580357630752438,0.03958664193982647,-0.014000789876115046,0.025585852063711424,109.8,119.0,98.7,94.0,0.461,0.276,0.824,0.219,0.065,0.355,173,-0.014,0.355,0.464,C|DH,73.21839096966912,0.15196078,0.17816092,0.30882353,111.6,138.0,105.4
Derek Hill,OF,OF,OF,False,1.0,656537,55,202,0.058979693664447344,-0.04187348035519789,0.067428131639342,0.02555465128414411,93.3,83.7,114.8,94.0,0.5,0.281,0.724,0.144,0.153,0.436,55,0.067,0.436,0.216,CF|LF|RF,71.39649188701924,0.06153846,0.09090909,0.2,103.4,44.0,103.5
Cole Young,2B,2B,2B,False,1.0,702284,171,682,0.06054999105868589,-0.015077227225899027,0.04037551602398172,0.025298288798082692,94.8,95.3,109.4,94.0,0.481,0.278,0.788,0.164,0.106,0.392,171,0.04,0.392,0.461,2B|SS,72.06309086134453,0.07563025,0.09782609,0.23529412,111.3,138.0,104.8
Garrett Mitchell,OF,OF,OF,False,1.0,669003,138,600,0.06768953469923061,-0.054262775102657985,0.07942748870038938,0.02516471359773139,101.8,78.3,117.1,93.9,0.412,0.24,0.689,0.11,0.14,0.453,138,0.079,0.453,0.408,CF|DH,76.64656161723164,0.10734463,0.17592593,0.14689266,112.6,114.0,103.5
Spencer Torkelson,1B,1B,1B,False,1.0,679529,168,740,0.08080942950133259,-0.04978104716933723,0.07505340752797623,0.025272360358639008,114.7,80.2,116.3,93.9,0.412,0.214,0.751,0.126,0.104,0.463,168,0.075,0.463,0.457,1B,73.21513812051435,0.12440191,0.16049383,0.22488038,109.8,132.0,99.0
Nick Castellanos,OF,OF,OF,False,1.0,592206,81,295,0.08772578403688479,-0.0012403327667080846,0.02614786610195496,0.024907533335246874,121.4,101.3,106.6,93.9,0.593,0.385,0.735,0.197,0.169,0.399,81,0.026,0.399,0.288,1B|DH|LF|RF,69.7151262267562,0.10743802,0.14772727,0.2231405,108.7,65.0,103.5
Felix Reyes,OF,OF,OF,False,1.0,694025,37,115,0.020958567434036866,0.060586531184813885,-0.03613298942235987,0.02445354176245402,56.1,128.1,94.4,93.8,0.583,0.379,0.77,0.235,0.157,0.311,37,-0.036,0.311,0.156,1B|LF|RF,74.8275146484375,0.08,0.10810811,0.22,110.3,28.0,103.4
Jasson Domínguez,OF,OF,OF,False,1.0,691176,37,115,0.08208167171533673,0.06744885684068237,-0.04294596942113757,0.024502887419544803,115.9,131.0,93.0,93.8,0.583,0.344,0.804,0.278,0.096,0.357,37,-0.043,0.357,0.156,DH|LF|RF,73.65029296875,0.11428571,0.16,0.28571429,107.9,19.0,103.4
Adolis García,OF,OF,OF,False,1.0,666969,171,714,0.057886036246712146,0.004622146836968088,0.019839449839479665,0.024461596676447754,92.2,103.8,105.4,93.8,0.447,0.297,0.743,0.155,0.122,0.395,171,0.02,0.395,0.461,CF|RF,71.74357316300676,0.11711712,0.15853659,0.26576577,109.5,133.0,103.4
Luis García,1B,1B,1B,False,1.0,671277,136,471,0.06439620028917863,0.030652607610485348,-0.0062050546878325945,0.024447552922652754,98.6,115.1,100.2,93.8,0.552,0.376,0.816,0.227,0.083,0.357,136,-0.006,0.357,0.405,1B|DH,73.13369703043193,0.15706806,0.18404908,0.27748691,110.9,112.0,99.0
Donovan Walton,3B,3B,3B,False,1.0,622268,5,18,0.08242295272788311,0.024658661898468857,,0.024658661898468857,116.2,112.5,,93.8,0.5,0.284,0.796,0.222,0.0,,5,,,0.024,2B|3B|DH,,,,,,,102.0
Owen Caissie,OF,OF,OF,False,1.0,683357,116,497,0.046205051209847206,-0.030879260986721377,0.05488878135589535,0.024009520369173976,80.8,88.4,112.3,93.7,0.453,0.266,0.732,0.121,0.143,0.435,116,0.055,0.435,0.367,DH|RF,74.33450370303468,0.10982659,0.16101695,0.17919075,112.6,101.0,103.4
Jonny Deluca,OF,OF,OF,False,1.0,676356,98,354,0.05545430427622386,0.021492660857870997,0.002494273666337071,0.023986934524208067,89.9,111.1,102.0,93.7,0.506,0.327,0.79,0.206,0.116,0.369,98,0.002,0.369,0.329,CF|RF,73.84651973329741,0.14655172,0.1827957,0.19827586,109.0,72.0,103.4
Vaughn Grissom,2B,1B|2B|3B,"1B, 2B, 3B",True,3.0,687093,68,249,0.06393514179969066,0.05142116162009055,-0.027722915848139015,0.023698245771951534,98.2,124.1,96.0,93.6,0.442,0.266,0.81,0.213,0.076,0.338,68,-0.028,0.338,0.254,1B|2B|3B|DH,72.08411175271739,0.15942029,0.18965517,0.34782609,107.2,57.0,104.6
Erick Brito,,,,,,684081,1,4,0.035763104550435104,0.023493664549823476,,0.023493664549823476,70.6,112.0,,93.6,0.5,0.302,0.782,0.25,0.0,,1,,,0.005,,,,,,,,
Isiah Kiner-Falefa,2B,2B,2B,False,1.0,643396,53,184,0.025372286568452793,0.076079692982773,-0.052308622464500215,0.02377107051827279,60.4,134.8,91.2,93.6,0.462,0.325,0.811,0.223,0.06,0.308,53,-0.052,0.308,0.209,2B|3B|SS,67.12712545955883,0.03921569,0.04545455,0.2745098,103.8,38.0,104.6
Pete Crow-Armstrong,OF,OF,OF,False,1.0,691718,170,616,0.0563562990676709,0.002649371318706496,0.020555857920626083,0.02320522923933258,90.7,103.0,105.5,93.5,0.555,0.402,0.764,0.183,0.138,0.378,170,0.021,0.378,0.459,CF,73.8418828125,0.128,0.16666667,0.216,111.5,140.0,103.3
Josh Kasevich,,,,,,688460,3,14,0.1489662707744415,0.0230056663135004,,0.0230056663135004,181.3,111.8,,93.5,0.429,0.283,0.79,0.214,0.0,,3,,,0.015,,,,,,,,
Oswald Peraza,2B,2B|3B,"2B, 3B",True,2.0,672724,114,422,0.08195098061002253,-0.016835721672299506,0.03985147030248183,0.023015748630182326,115.8,94.5,109.3,93.5,0.543,0.317,0.746,0.187,0.137,0.404,114,0.04,0.404,0.363,1B|2B|3B|DH|SS,71.81503163213316,0.08695652,0.128,0.19565217,110.1,102.0,104.5
Jhonkensy Noel,,,,,,678877,5,23,0.11333759717915791,0.02196493695161848,,0.02196493695161848,146.5,111.3,,93.3,0.565,0.319,0.769,0.174,0.174,,5,,,0.024,,,,,,,,
Kerry Carpenter,OF,OF|DH,"OF, DH",True,2.0,681481,129,513,0.04711005600377801,-0.016705836734123104,0.03866638054853943,0.021960543814416325,81.7,94.6,109.1,93.3,0.468,0.309,0.708,0.142,0.148,0.409,129,0.039,0.409,0.392,DH|LF|RF,72.20314706920904,0.08474576,0.12295082,0.2259887,110.3,109.0,103.2
Iván Herrera,DH,C|DH,"C, DH",True,2.0,671056,180,740,0.05201295630231762,0.007690346130706445,0.014456148000572131,0.022146494131278574,86.5,105.1,104.3,93.3,0.412,0.264,0.819,0.155,0.08,0.383,180,0.014,0.383,0.474,C|DH,74.28649529203057,0.1441048,0.17647059,0.27510917,112.3,156.0,101.8
John Rave,OF,OF,OF,False,1.0,670231,2,6,0.04933737005510556,0.021728142570898522,,0.021728142570898522,83.9,111.2,,93.2,0.833,0.302,0.781,0.333,0.167,,2,,,0.01,RF,,,,,,,103.1
Will Simpson,,,,,,687310,1,6,0.005955939078860971,0.021132033971815692,,0.021132033971815692,41.4,111.0,,93.1,0.333,0.294,0.781,0.167,0.0,,1,,,0.005,,,,,,,,
Jared Young,1B,1B,1B,False,1.0,676724,31,122,0.07415224935493567,0.0023534060330103047,0.01819977902734268,0.020553185060352985,108.1,102.8,105.1,93.0,0.508,0.329,0.791,0.189,0.082,0.387,31,0.018,0.387,0.134,1B|DH|LF,73.44867621527777,0.11111111,0.14814815,0.16666667,113.5,23.0,98.6
J. P. Crawford,SS,3B|SS,"3B, SS",True,2.0,641487,137,573,0.04866881587077457,0.011571232905251153,0.008787622697576793,0.020358855602827946,83.2,106.8,103.2,92.9,0.36,0.222,0.822,0.152,0.052,0.369,137,0.009,0.369,0.407,3B|SS,71.86022619298987,0.12162162,0.14634146,0.33108108,107.8,115.0,103.9
Edouard Julien,2B,2B,2B,False,1.0,666397,130,551,0.06397838783607326,-0.021622069575890177,0.04154811962395633,0.019926050048066156,98.2,92.4,109.7,92.8,0.408,0.22,0.767,0.138,0.105,0.426,130,0.042,0.426,0.394,1B|2B|DH,70.9623959189967,0.13157895,0.17857143,0.25657895,109.1,101.0,104.1
Bryan Ramos,,,,,,682868,6,22,0.0721308432934023,0.019322990254437962,,0.019322990254437962,106.2,110.2,,92.7,0.455,0.288,0.796,0.182,0.045,,6,,,0.029,,,,,,,,
Alan Roden,OF,OF,OF,False,1.0,702176,4,15,0.09476095795743236,0.018841311678570512,,0.018841311678570512,128.3,110.0,,92.6,0.6,0.309,0.778,0.2,0.133,,4,,,0.02,RF,,,,,,,102.8
Moisés Ballesteros,DH,DH,DH,False,1.0,694208,119,447,0.06899245664882978,0.01934137895291144,-0.0010898537993603706,0.01825152515355107,103.1,110.2,101.3,92.5,0.494,0.287,0.796,0.19,0.123,0.366,119,-0.001,0.366,0.373,C|DH,72.88021890219156,0.14935065,0.1965812,0.29220779,111.4,92.0,101.3
Matt Vierling,OF,OF,OF,False,1.0,663837,111,431,0.050664152695713,0.041233623057538006,-0.022813776347727223,0.018419846709810783,85.2,119.7,97.0,92.5,0.432,0.285,0.831,0.197,0.056,0.352,111,-0.023,0.352,0.357,CF|LF|RF,70.93973328637296,0.1147541,0.14,0.29508197,106.9,78.0,102.8
Max Muncy,3B,3B,3B,False,1.0,691777,113,428,0.05109015300470085,-0.03006690128370042,0.04819241669313394,0.01812551540943352,85.6,88.8,111.0,92.5,0.507,0.343,0.716,0.143,0.166,0.427,113,0.048,0.427,0.361,3B|DH,74.59785793138587,0.14673913,0.216,0.21195652,111.4,104.0,101.6
Gary Sánchez,C,C|DH,"C, DH",True,2.0,596142,100,435,0.05353284812144901,0.013759397006293668,0.004355903734561183,0.01811530074085485,88.0,107.8,102.3,92.4,0.349,0.245,0.746,0.136,0.09,0.385,100,0.004,0.385,0.333,1B|C|DH,71.93651543288935,0.13114754,0.17391304,0.24590164,109.1,88.0,104.5
Jake Burger,1B,1B,1B,False,1.0,669394,163,581,0.04458335344015162,0.015557593212925418,0.00237320506709339,0.017930798280018808,79.2,108.5,101.9,92.4,0.511,0.344,0.72,0.191,0.164,0.366,163,0.002,0.366,0.449,1B,74.12356487771739,0.14347826,0.21019108,0.23043478,113.6,141.0,98.2
Francisco Acuna,,,,,,672696,3,10,-0.030190397840778743,0.01755532793608955,,0.01755532793608955,6.1,109.4,,92.3,0.2,0.29,0.782,0.1,0.0,,3,,,0.015,,,,,,,,
José Ramírez,3B,3B|DH,"3B, DH",True,2.0,608070,185,794,0.06228487404728774,0.009058330310317797,0.008523752886093233,0.01758208319641103,96.5,105.7,103.2,92.3,0.458,0.304,0.831,0.164,0.064,0.378,185,0.009,0.378,0.481,3B|DH,69.92429846938775,0.10204082,0.12077295,0.25714286,110.8,153.0,101.5
Miguel Rojas,SS,2B|SS,"2B, SS",True,2.0,500743,70,234,0.06925036670228248,0.05669634578483159,-0.03923262197130205,0.017463723813529543,103.3,126.4,93.7,92.3,0.504,0.319,0.799,0.252,0.094,0.347,70,-0.039,0.347,0.259,2B|3B|DH|SS,69.18526418585526,0.11842105,0.15,0.36842105,108.3,56.0,103.6
Jax Biggers,,,,,,680890,5,18,0.123148060949467,0.017307275527037917,,0.017307275527037917,156.1,109.3,,92.3,0.556,0.301,0.795,0.222,0.056,,5,,,0.024,,,,,,,,
José Altuve,2B,2B,2B,False,1.0,514888,169,588,0.050194121448037705,0.030651246322694094,-0.013880455290396576,0.01677079103229752,84.7,115.1,98.7,92.2,0.469,0.287,0.78,0.199,0.107,0.347,169,-0.014,0.347,0.458,2B|DH,69.27370157047194,0.08673469,0.11111111,0.30612245,106.4,143.0,103.8
Dasan Brown,,,,,,672018,5,20,0.10311402319087885,0.01623631466638085,,0.01623631466638085,136.5,108.8,,92.1,0.45,0.274,0.775,0.2,0.2,,5,,,0.024,,,,,,,,
Mike Boeve,,,,,,801670,3,15,-0.0218122737227509,0.015700308029802573,,0.015700308029802573,14.3,108.6,,91.9,0.333,0.305,0.778,0.133,0.067,,3,,,0.015,,,,,,,,
Nolan Arenado,3B,3B,3B,False,1.0,571448,147,586,0.05710947888384122,0.022080644651804544,-0.006540583102917795,0.01554006154888675,91.5,111.4,100.2,91.9,0.449,0.335,0.772,0.184,0.102,0.36,147,-0.007,0.36,0.424,3B|DH,70.80772633272059,0.07647059,0.104,0.21764706,107.5,116.0,101.4
Jj Wetherholt,2B,2B,2B,False,1.0,802139,186,733,0.06189725952775421,0.00805924027990841,0.00674431898019612,0.014803559260104529,96.2,105.3,102.8,91.8,0.435,0.234,0.773,0.169,0.101,0.368,186,0.007,0.368,0.482,2B|SS,72.49544270833333,0.10569106,0.13265306,0.27642276,108.7,156.0,103.6
Leo De Vries,,,,,,815888,3,12,0.0782638509631675,0.015116438665573408,,0.015116438665573408,112.2,108.4,,91.8,0.583,0.31,0.76,0.25,0.25,,3,,,0.015,,,,,,,,
Jared Oliva,OF,OF,OF,False,1.0,666931,11,39,0.08218498418778046,0.012610734896542741,0.0023578386448605084,0.01496857354140325,116.0,107.3,101.9,91.8,0.513,0.291,0.782,0.231,0.128,0.359,11,0.002,0.359,0.052,CF,,,,,,,102.4
José Tena,DH,DH,DH,False,1.0,677588,86,362,0.06829052024629545,-0.03696221395451006,0.051995081282849555,0.015032867328339493,102.4,85.8,111.7,91.8,0.494,0.302,0.748,0.155,0.138,0.418,86,0.052,0.418,0.301,2B|3B|DH,72.94590357730263,0.12280702,0.17948718,0.21929825,112.5,60.0,100.9
Jase Bowen,OF,OF,OF,False,1.0,687749,8,31,0.025205013785813322,0.015095516182236427,,0.015095516182236427,60.3,108.3,,91.8,0.548,0.324,0.773,0.161,0.161,,8,,,0.038,LF|RF,,,,,,,102.4
Tommy Hopfe,,,,,,809101,3,14,0.10032519187499535,0.014660967744597998,,0.014660967744597998,133.7,108.2,,91.7,0.571,0.298,0.779,0.214,0.071,,3,,,0.015,,,,,,,,
Michael Chavis,,,,,,656308,1,2,0.2273841458733763,0.013508976557586247,,0.013508976557586247,258.0,107.7,,91.5,1.0,0.3,0.782,0.5,0.0,,1,,,0.005,,,,,,,,
Jean Walters,,,,,,695078,2,5,0.09241818064712277,0.012386265909560726,,0.012386265909560726,126.0,107.2,,91.3,0.8,0.299,0.788,0.4,0.0,,2,,,0.01,,,,,,,,
Brandon Valenzuela,C,C,C,False,1.0,678218,62,250,0.05890137097941251,-0.012460431853189966,0.024936150007136854,0.012475718153946888,93.2,96.4,106.4,91.3,0.524,0.347,0.725,0.156,0.156,0.412,62,0.025,0.412,0.237,C,72.56335302146084,0.09638554,0.14814815,0.1686747,111.4,47.0,103.8
Jose Fernandez,DH,1B|DH,"1B, DH",True,2.0,699912,108,426,0.03817027537217345,0.013711381137234078,-0.0009485768064908222,0.012762804330743257,72.9,107.7,101.3,91.3,0.453,0.335,0.767,0.176,0.12,0.37,108,-0.001,0.37,0.351,1B|3B|DH|SS,74.55224941539116,0.14285714,0.1875,0.24489796,110.9,97.0,100.6
Drew Waters,,,,,,671221,5,16,0.06278294413446742,0.012314946098184372,,0.012314946098184372,97.0,107.1,,91.2,0.625,0.306,0.779,0.188,0.188,,5,,,0.024,,,,,,,,
Jeremy Peña,SS,SS,SS,False,1.0,665161,46,180,0.10918557325770689,-0.0005047957695881371,0.012672706817298917,0.01216791104771078,142.4,101.6,104.0,91.2,0.567,0.305,0.779,0.206,0.111,0.391,46,0.013,0.391,0.187,SS,72.24003269361413,0.07608696,0.09589041,0.26086957,106.5,46.0,103.0
Tj Rumfield,1B,1B|DH,"1B, DH",True,2.0,681198,176,642,0.07572650538073608,0.02181125661120809,-0.01035864838889583,0.011452608222312258,109.7,111.3,99.4,91.1,0.511,0.308,0.79,0.207,0.095,0.36,176,-0.01,0.36,0.468,1B|DH,69.40808156120332,0.09958506,0.12371134,0.24896266,107.6,140.0,97.6
