mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
519242,"Sale, Chris",SP,12.378,0.1525,22.375,93,99,19,HIGH
543135,"Eovaldi, Nathan",SP,8.8074,-2.5025,14.4978,93,99,19,HIGH
547179,"Lorenzen, Michael",SP,6.8899,-2.6022,12.6126,93,99,19,HIGH
571927,"Matz, Steven",SP,7.8679,-6.5804,14.1471,93,99,19,MED
579328,"Kikuchi, Yusei",SP,10.4936,0.0484,16.5231,93,99,19,MED
592332,"Gausman, Kevin",SP,11.3831,1.2076,17.9658,93,99,19,HIGH
592662,"Ray, Robbie",SP,11.0529,3.2897,16.7404,93,99,19,HIGH
592791,"Taillon, Jameson",SP,8.702,-5.3905,14.8365,93,99,19,HIGH
593958,"Rodriguez, Eduardo",SP,7.0761,1.833,12.8651,93,99,19,HIGH
594798,"deGrom, Jacob",SP,14.7628,8.661,21.3626,93,99,19,HIGH
605135,"Bassitt, Chris",SP,5.5536,-3.7859,14.209,93,99,19,MED
605280,"Holmes, Clay",SP,9.9151,-0.5931,14.6106,93,99,19,MED
605288,"Houser, Adrian",SP,3.743,-8.4307,9.5901,93,99,19,HIGH
605400,"Nola, Aaron",SP,8.3558,-0.17,14.7557,93,99,19,HIGH
605488,"Springs, Jeffrey",SP,12.547,6.3451,18.2197,93,99,19,HIGH
605540,"Woodruff, Brandon",SP,11.6941,1.249,17.7236,93,99,19,MED
607192,"Glasnow, Tyler",SP,15.0706,7.3421,23.3212,93,99,19,MED
607259,"Martinez, Nick",SP,11.949,5.605,18.2282,93,99,19,HIGH
607625,"Lugo, Seth",SP,11.3137,3.9704,17.1565,93,99,19,HIGH
608331,"Fried, Max",SP,11.9277,0.7547,19.2106,93,99,19,MED
608372,"Sugano, Tomoyuki",SP,6.6314,-0.8785,12.3063,93,99,19,HIGH
608379,"Wacha, Michael",SP,9.4833,1.7306,15.8198,93,99,19,HIGH
608566,"Márquez, Germán",SP,5.5646,-3.5423,11.3746,93,99,19,MED
621111,"Buehler, Walker",SP,7.8377,0.0897,14.6408,93,99,19,HIGH
621121,"McCullers Jr., Lance",SP,8.8583,0.7565,15.1232,93,99,19,MED
622491,"Castillo, Luis",SP,4.547,-6.7421,11.1409,93,99,19,HIGH
622663,"Severino, Luis",SP,7.4523,-1.9925,13.2332,93,99,19,HIGH
624133,"Suarez, Ranger",SP,6.8917,-8.4037,13.4744,93,99,19,HIGH
641816,"Mahle, Tyler",SP,7.4513,-3.3771,14.2139,93,99,19,HIGH
641927,"Ober, Bailey",SP,9.244,-0.7846,14.19,93,99,19,HIGH
642547,"Peralta, Freddy",SP,11.8056,2.1573,16.4928,93,99,19,HIGH
645261,"Alcantara, Sandy",SP,12.2358,-0.1626,17.2323,93,99,19,HIGH
647336,"Soroka, Michael",SP,8.4833,-2.7145,14.2617,93,99,19,HIGH
650633,"King, Michael",SP,11.3581,3.902,18.1528,93,99,19,HIGH
650644,"Civale, Aaron",SP,8.4045,1.2536,14.0772,93,99,19,HIGH
650911,"Sánchez, Cristopher",SP,11.795,0.6522,16.8178,93,99,19,HIGH
656302,"Cease, Dylan",SP,15.3821,7.6341,20.7885,93,99,19,HIGH
656427,"Flaherty, Jack",SP,2.8862,-6.571,9.1515,93,99,19,HIGH
656492,"Griffin, Foster",SP,7.5158,-2.0096,12.8805,93,99,19,HIGH
656550,"Holmes, Grant",SP,7.9771,0.2292,14.2547,93,99,19,HIGH
656605,"Keller, Mitch",SP,13.0907,3.0343,18.0611,93,99,19,HIGH
656876,"Rasmussen, Drew",SP,13.2591,3.5951,18.9318,93,99,19,HIGH
657277,"Webb, Logan",SP,8.3109,-0.7837,18.709,93,99,19,HIGH
657746,"Ryan, Joe",SP,11.1896,3.1045,17.794,93,99,19,HIGH
663436,"Martin, Davis",SP,10.2178,1.1051,16.3552,93,99,19,HIGH
663460,"Bubic, Kris",SP,11.906,-1.4647,17.6831,93,99,19,MED
663554,"Mize, Casey",SP,11.8922,-2.2305,18.3435,93,99,19,MED
663556,"McClanahan, Shane",SP,10.4955,1.0518,15.0567,93,99,19,HIGH
663623,"Irvin, Jake",SP,9.3149,0.7662,14.5342,93,99,19,MED
663903,"Singer, Brady",SP,4.066,-10.117,9.3402,93,99,19,HIGH
663978,"Paddack, Chris",SP,5.9044,-1.4404,10.3773,93,99,19,MED
664285,"Valdez, Framber",SP,10.6577,-0.6314,16.4558,93,99,19,HIGH
665795,"Cabrera, Edward",SP,10.403,2.6435,16.0787,93,99,19,HIGH
666142,"Ragans, Cole",SP,7.3077,-2.8038,14.3583,93,99,19,MED
666200,"Luzardo, Jesús",SP,16.1047,5.5476,22.7012,93,99,19,HIGH
667755,"Soriano, José",SP,15.6513,8.4952,26.0505,93,99,19,HIGH
668678,"Gallen, Zac",SP,5.0366,-4.6451,11.4309,93,99,19,HIGH
668909,"Williams, Gavin",SP,12.1581,1.3377,17.5228,93,99,19,HIGH
669022,"Gore, MacKenzie",SP,9.6476,1.9276,15.9811,93,99,19,HIGH
669160,"May, Dustin",SP,6.962,-0.6952,13.1643,93,99,19,HIGH
669194,"Nelson, Ryne",SP,6.6264,-0.9172,13.328,93,99,19,HIGH
669302,"Gilbert, Logan",SP,14.1648,4.6762,20.9294,93,99,19,HIGH
669358,"Baz, Shane",SP,11.1761,-2.9617,17.3205,93,99,19,HIGH
669373,"Skubal, Tarik",SP,16.007,5.9482,21.6859,93,99,19,MED
669387,"Mlodzinski, Carmen",SP,11.1844,2.1323,17.2027,93,99,19,MED
669432,"Rogers, Trevor",SP,12.0349,-6.0287,17.8122,93,99,19,HIGH
669461,"Liberatore, Matthew",SP,3.3412,-4.4385,9.051,93,99,19,HIGH
669467,"Pallante, Andre",SP,7.5604,2.1085,12.7862,93,99,19,HIGH
669923,"Kirby, George",SP,11.068,3.7092,17.7696,93,99,19,HIGH
671096,"Abbott, Andrew",SP,6.114,-1.6684,11.0725,93,99,19,HIGH
671737,"Bradley, Taj",SP,10.5699,2.4689,17.5958,93,99,19,HIGH
672282,"Detmers, Reid",SP,14.0928,2.9243,20.497,93,99,19,HIGH
672456,"Montero, Keider",SP,11.635,5.1644,18.3065,93,99,19,HIGH
676083,"Junk, Janson",SP,9.5506,-1.5946,15.4021,93,99,19,MED
676106,"Hancock, Emerson",SP,11.7236,-2.703,17.739,93,99,19,HIGH
676282,"Cantillo, Joey",SP,8.1449,-4.1024,14.8479,93,99,19,HIGH
