rank,batter,player_name,team,pa_to,split_day,prior_fp_per_pa,xfp_rh2_per_pa,iso_to_sh,k_pct_to_sh,hr_per_pa_to_sh,hard_hit_pct_to_sh,contact_pct_to_sh,whiff_pct_to_sh,swstr_pct_to_sh,bb_pct_to_sh,chase_pct_to_sh,in_play_pct_to_sh,sb_per_pa_to_sh,xwoba_per_pa_to_sh,barrel_pct_to_sh,prior_fp_per_pa,prior_pa_eff,pa_to,split_day
80,669016,Brandon Marsh,PHI,95,30,0.46773417423264885,0.514779918264604,0.16557141020338847,0.20911412030554521,0.03490630286978194,0.4623621504664704,0.7759859270157352,0.22401407298426476,0.11251596434691645,0.06673643711130574,0.30597415046389564,0.19459207296437675,0.0,0.32867357346125825,0.06543825265327487,0.46773417423264885,455.5,95,30
81,621439,Byron Buxton,MIN,115,30,0.6227842687992347,0.5126206624549128,0.17503166902650566,0.2652153636991972,0.0359655096859376,0.4342128646903202,0.6975780869637002,0.3024219130362998,0.149909854316179,0.07382269778268398,0.30598587083045864,0.1740608380407126,0.0,0.31888445994915454,0.1218168034447117,0.6227842687992347,441.9166666666667,115,30
82,596142,Gary Sánchez,MIL,69,30,0.5059649414995011,0.5121011019192433,0.2072484835397698,0.2280053383516241,0.04288774167569964,0.39784474558325145,0.7185788815275425,0.2814211184724576,0.11534741364187223,0.12353615861868113,0.2592071376588063,0.15066073148970638,0.0,0.3415177530593473,0.12340973959212966,0.5059649414995011,202.41666666666666,69,30
83,805300,Jakob Marsee,MIA,122,30,0.6249502417534221,0.5111102916338125,0.13090312106458524,0.21105872883164561,0.02140469267291855,0.3907611035419332,0.8222150311498666,0.17778496885013334,0.07665655738626884,0.1088774131360774,0.24272224911076654,0.1627168021727945,0.0,0.3140568555157808,0.046383463749608805,0.6249502417534221,97.5,122,30
84,643446,Jeff McNeil,ATH,92,30,0.5463862868499192,0.5105470752221155,0.13867117339277069,0.16718874110104937,0.023855611681268006,0.3784015196409115,0.7966443287750392,0.20335567122496076,0.1076931871193406,0.08654874518363553,0.28693845080014524,0.1885026891223339,0.0,0.3289041161129127,0.0415288901974961,0.5463862868499192,511.8333333333333,92,30
85,624413,Pete Alonso,BAL,120,30,0.610220969330916,0.5105457232197684,0.15363039379185797,0.25229271470755277,0.028448862967214546,0.47875559308942117,0.721889719877236,0.278110280122764,0.12233101564921162,0.10561805824554474,0.26796202440933187,0.15855650389689957,0.0,0.32075952490174064,0.0736349739647503,0.610220969330916,689.25,120,30
86,807712,Luke Keaschall,MIN,111,30,0.6608759766819339,0.5101743570367026,0.11953948470094886,0.17200402717754096,0.02224259879178725,0.3073056692529665,0.8210874782692444,0.17891252173075556,0.08338240621106371,0.07077200856679969,0.26201487908999094,0.19546686548294612,0.0,0.3138021283019712,0.0506048320557937,0.6608759766819339,86.25,111,30
87,642708,Amed Rosario,NYY,63,30,0.47239210706300894,0.5066451186073723,0.18519828292717128,0.19847714347446754,0.039700301547176874,0.39192022813172844,0.744978417788051,0.2550215822119491,0.12936104055979525,0.07840619660617885,0.3023519221648241,0.19112546288410756,0.0,0.33471363878484617,0.10187211044591366,0.47239210706300894,331.4166666666667,63,30
88,682985,Riley Greene,DET,115,30,0.5148729964935221,0.506498774517138,0.16495513163197872,0.22521536369919715,0.028947965826288474,0.44596870784351955,0.7315098867997216,0.26849011320027844,0.11928416594437447,0.11637588927204566,0.2635161989666431,0.15460740043745003,0.0,0.34745554428650394,0.11461858052212737,0.5148729964935221,572.6666666666666,115,30
89,681082,Bryson Stott,PHI,81,30,0.5469650832459413,0.5063915332743951,0.12524755915699368,0.18023183437843618,0.020917012990008838,0.433405108393942,0.7965795789575064,0.20342042104249364,0.09370492616061502,0.0713847461638345,0.2947667389762398,0.19166624183378278,0.0,0.3214856978448797,0.06125848090964508,0.5469650832459413,585.1666666666666,81,30
90,665487,Fernando Tatis Jr.,SD,113,30,0.6149762032708793,0.5050047662891093,0.11368624600404041,0.245160049984737,0.018551838376297588,0.5570924161728048,0.7120671466743715,0.2879328533256285,0.13312955330582213,0.09591559647609757,0.278544263189474,0.16939441891509266,0.0,0.3332294493719391,0.10730137870826065,0.6149762032708793,589.75,113,30
91,621043,Carlos Correa,HOU,108,30,0.50940908579571,0.5046948331944258,0.15120950572960984,0.1869802895676161,0.026079749138461207,0.3969148217079479,0.7750662631654982,0.22493373683450182,0.10421320800705382,0.10240497359180142,0.2852707218354599,0.17083299279268832,0.0,0.33635469223112996,0.09435800648582314,0.50940908579571,511.9166666666667,108,30
92,662139,Daulton Varsho,TOR,93,30,0.5117964584022009,0.5042120946556019,0.15738132229000207,0.17916789965594446,0.03136946867107306,0.35048084592487094,0.7965858676038727,0.20341413239612735,0.10883731843881754,0.08144757736587196,0.2920412055228446,0.19485718758112713,0.0,0.3199226471487242,0.06597906465867383,0.5117964584022009,429.6666666666667,93,30
93,702332,Caleb Durbin,BOS,96,30,0.5982383295071987,0.5040174998732083,0.14105479167775714,0.17572236312409936,0.023496880678542147,0.3587453087347883,0.7992537095531596,0.20074629044684048,0.09029982373783826,0.08957562027282748,0.2573366549039797,0.1891701114458869,0.0,0.3109567207202397,0.041185676228921796,0.5982383295071987,211.25,96,30
94,682657,Angel Martínez,CLE,84,30,0.392348856554062,0.5027387378495897,0.18643692033912346,0.20425478227332988,0.0403550010255599,0.40184232174256096,0.8107097305046506,0.18929026949534944,0.09843392786008134,0.06543300970064085,0.318077069701677,0.17770021998653146,0.0,0.327851004736089,0.09719882144866848,0.392348856554062,258.0,84,30
95,607208,Trea Turner,PHI,121,30,0.6160112109720727,0.5021729895864238,0.14705733814516914,0.19565021352132322,0.028351100551519622,0.36794293691174734,0.7348451677090418,0.2651548322909582,0.1247202932986103,0.09273167626112334,0.29494036909982213,0.1811845606136359,0.0,0.3167198358168626,0.05827348046496009,0.6160112109720727,621.3333333333334,121,30
96,660821,Jesús Sánchez,TOR,85,30,0.4705988477516846,0.5017116879208483,0.15780850403802735,0.20284612860247933,0.03235360886467535,0.45007305675811954,0.7539721418521683,0.24602785814783168,0.12584414077812733,0.07486992184844261,0.30906302593892937,0.18004691254143906,0.0,0.3396154691968933,0.08913809664017446,0.4705988477516846,487.3333333333333,85,30
97,608348,Carson Kelly,CHC,79,30,0.48541681200354797,0.5016264464315183,0.1573381591196925,0.19721358739107558,0.029117149640530984,0.4451782584010724,0.7581665676956832,0.2418334323043168,0.1085564113091299,0.11230318582377254,0.2666278381632414,0.171864261635763,0.0,0.3383827199970954,0.10768104729117195,0.48541681200354797,316.5833333333333,79,30
98,701538,Jackson Merrill,SD,110,30,0.5921074323208267,0.500916918556308,0.15599393831173272,0.23772169792564413,0.029464893787472177,0.4260827833895072,0.7214455028968539,0.2785544971031461,0.145088566920289,0.08412319121274231,0.3155080366792706,0.17004041107509832,0.0,0.3242712661053615,0.10555664084308568,0.5921074323208267,397.4166666666667,110,30
99,695657,Colson Montgomery,CWS,111,30,0.6087542167914741,0.4997051069713054,0.20218989788647257,0.2772671850722778,0.043594911959047015,0.3910647059181025,0.6754004800077049,0.3245995199922952,0.14846444249770344,0.08808802588281699,0.2739924919793129,0.15585363987778567,0.0,0.32712490336391453,0.11696816958287867,0.6087542167914741,118.33333333333333,111,30
100,621020,Dansby Swanson,CHC,114,30,0.4872098128271352,0.4994065612441055,0.1833008817364193,0.22650970486988214,0.03961327556511343,0.4441371386178761,0.7144525479531214,0.2855474520468786,0.11901673255499073,0.12542023067919114,0.2488366370426023,0.1524742925777568,0.0,0.3329461063938182,0.1100293798618605,0.4872098128271352,623.9166666666666,114,30
101,807713,Matt Shaw,CHC,66,30,0.5164954504060505,0.49898787344503964,0.1646775854101374,0.20168800513777385,0.030721060425814482,0.36408182356909385,0.7847014700953482,0.21529852990465193,0.10815869262158843,0.07714158053188568,0.30543141775165,0.18176110774247753,0.0,0.32764297213654664,0.07983466823699539,0.5164954504060505,178.75,66,30
102,686527,Dominic Canzone,SEA,65,30,0.4826527721428731,0.4985203556601923,0.18519828292717128,0.21130150917887608,0.035107107491456235,0.4417518995511394,0.7145122976851696,0.28548770231483045,0.13220107781460905,0.08296396745367965,0.2900212073865743,0.18075459033383492,0.0,0.3376905503531484,0.12482777941353684,0.4826527721428731,220.25,65,30
103,668715,Spencer Steer,CIN,95,30,0.5390566702987344,0.4983859340940724,0.17370785290224697,0.26072702353135163,0.03490630286978194,0.38340909589730915,0.7438028289061273,0.25619717109387274,0.11857497752032425,0.08068992548339872,0.2827836858615775,0.16791119291352496,0.0,0.33072054707921633,0.1294765446638846,0.5390566702987344,622.75,95,30
104,691594,Javier Sanoja,MIA,62,30,0.5451213775927687,0.49784988521323686,0.1322149257456042,0.15912039874884842,0.022630044226259558,0.36408182356909385,0.81000071288273,0.18999928711727002,0.09381766394871673,0.0898260108732458,0.3025313511870355,0.19644181259860072,0.0,0.3172653339196109,0.04983466823699539,0.5451213775927687,142.5,62,30
105,681198,TJ Rumfield,COL,106,30,0.5059091560109416,0.49757626610578104,0.15843134359785355,0.18320896775517773,0.029891921233667445,0.38300916555743714,0.7758037508272507,0.22419624917274936,0.11255026464761816,0.08561209725190587,0.2916713321266202,0.18735677507324625,0.0,0.3293708267014875,0.08514315367208941,0.5059091560109416,0.0,106,30
106,592518,Manny Machado,SD,105,30,0.6042814452818683,0.4956943332151401,0.13531622564939721,0.20856174937793642,0.026364255492698958,0.3881041227086272,0.7495506712882749,0.25044932871172504,0.11142016857783676,0.12154815101746994,0.256959812659726,0.1603630451564904,0.0,0.32440373436385356,0.059687750629910545,0.6042814452818683,644.75,105,30
107,664040,Brandon Lowe,PIT,106,30,0.5358340562847919,0.4955816035724363,0.2037882370001996,0.23742583522505725,0.04438467485685586,0.4051981398026443,0.6643734533836382,0.3356265466163619,0.1559581321376803,0.09888643353509173,0.2904789187836,0.16188823716205486,0.0,0.32985480512044124,0.10242279336495327,0.5358340562847919,482.5833333333333,106,30
108,680757,Steven Kwan,CLE,112,30,0.5809857573855026,0.494965370978577,0.12184719676081278,0.14774818981022966,0.022163724327986578,0.2000597252329152,0.8672592432521679,0.13274075674783223,0.05971358033777696,0.09632902577125316,0.25816808764088467,0.18553299006836316,0.0,0.3159821710740358,0.03637567024598202,0.5809857573855026,651.3333333333334,112,30
109,682626,Francisco Alvarez,NYM,84,30,0.48030951764198476,0.4945329272115436,0.16977864360965883,0.20425478227332988,0.03641799315154416,0.3869923584757886,0.7475299764796528,0.2524700235203472,0.1172181587042832,0.0948447744065232,0.28764616934726167,0.17108110117754288,0.0,0.33874231999713317,0.12134081143644425,0.48030951764198476,333.8333333333333,84,30
110,694497,Evan Carter,TEX,98,30,0.5495544552242008,0.49416089997023394,0.15867664181502267,0.2304600547301235,0.030784217389896305,0.41280165779008526,0.7563286875090292,0.24367131249097085,0.10309516324834658,0.11627676137124189,0.24993529201149312,0.1588523265598759,0.0,0.32798180706591074,0.09075878930635944,0.5495544552242008,164.41666666666666,98,30
111,657757,Gavin Sheets,SD,83,30,0.4445865713906513,0.49315977739708944,0.1822528199207134,0.22666215837314344,0.03260936861854631,0.4309834759719035,0.7745951505880752,0.22540484941192487,0.10730918136245353,0.07068144817207257,0.30399868497384847,0.17496059680385706,0.0,0.32165287435743906,0.09075878930635944,0.4445865713906513,480.8333333333333,83,30
112,680700,Richie Palacios,TB,51,30,0.519742890685852,0.4924246465670143,0.14779211980525253,0.18389809592215772,0.028281313395892387,0.36636364285432993,0.7925413189314133,0.20745868106858675,0.09641340959156662,0.10730019870719729,0.2626939880449595,0.16828012361911535,0.0,0.33422521617919987,0.07208996173131975,0.519742890685852,131.83333333333334,51,30
113,664023,Ian Happ,CHC,115,30,0.5406254525830002,0.4916568327883066,0.19596288356996322,0.2766439351277686,0.04298305354558673,0.40184232174256096,0.6791070240629259,0.320892975937074,0.1380122144326233,0.11212057012310951,0.2704114014407628,0.15312465764796857,0.0,0.3311348721241704,0.12374749401504015,0.5406254525830002,665.75,115,30
114,687462,Spencer Horwitz,PIT,85,30,0.5588638200375862,0.49094394435539745,0.1452745626019502,0.18215647343006552,0.028432040237224357,0.3278535403417535,0.7859298407181923,0.21407015928180775,0.09272111238696013,0.11389431209234503,0.2745869202679661,0.17373776427645485,0.0,0.3217118204646731,0.04614321133055127,0.5588638200375862,298.5833333333333,85,30
115,657656,Ramón Laureano,SD,105,30,0.5097197294865985,0.4906958604073548,0.17796259359785355,0.2570465978627849,0.03363698276542625,0.4393861739906785,0.7247594698864803,0.2752405301135197,0.13962302503886517,0.08154815101746994,0.29241300957101035,0.16344271954907047,0.0,0.330755681182467,0.11951681045897038,0.5097197294865985,405.0,105,30
116,641343,Jake Bauers,MIL,91,30,0.42320554069067245,0.49023117943810174,0.17441977033217418,0.21465356720105636,0.039272682990391626,0.48181028136442944,0.7465360000091003,0.25346399999089975,0.11740217465201365,0.08221959231720727,0.25484149984800786,0.18390854403653434,0.0,0.3305608358924689,0.08681275498869162,0.42320554069067245,275.5833333333333,91,30
117,670623,Isaac Paredes,HOU,94,30,0.5897055843234388,0.4893115299830701,0.14693563620268804,0.19748499121662014,0.02746276613822808,0.3252885422339946,0.7826485853739076,0.2173514146260925,0.10194003536881333,0.0857398784062184,0.28408331693477135,0.1640752696796532,0.0,0.3134671342104039,0.052030146293039425,0.5897055843234388,540.4166666666666,94,30
118,609280,Miguel Andujar,SD,60,30,0.5506177430316396,0.4890637383049619,0.15003882009700695,0.21177240539466258,0.02282682721953138,0.4148229721779935,0.7810866244448482,0.21891337555515175,0.10946961872128998,0.06860185543850408,0.29468807602835123,0.18091199730218321,0.0,0.3155140302191643,0.04193122972315304,0.5506177430316396,270.9166666666667,60,30
119,664761,Alec Bohm,PHI,107,30,0.5706159552122263,0.48830032377893556,0.11890437338930158,0.18211190806802102,0.022563791554123504,0.38775524889930296,0.7908467077011979,0.2091532922988021,0.09402784507014905,0.08082966510542172,0.2647631629569759,0.1917993360686101,0.0,0.31281441271066035,0.03833436018230414,0.5706159552122263,565.3333333333334,107,30
120,666182,Bo Bichette,NYM,115,30,0.559462068461047,0.4874319069450218,0.12429045911500188,0.22521536369919715,0.021930421966639344,0.4284192713202193,0.7651483550364244,0.2348516449635756,0.12435621226223363,0.06531205948481164,0.3349940221222327,0.188573050625031,0.0,0.3226844599491546,0.05211542405745923,0.559462068461047,525.25,115,30
121,666176,Jo Adell,LAA,122,30,0.5070587203169512,0.4872132151305615,0.14384881440382002,0.2055642233371401,0.03167866527565826,0.4426112223894283,0.745356535619121,0.25464346438087904,0.13234109450044126,0.055158404871614594,0.31263433008548974,0.1898537699618997,0.0,0.3251557287809616,0.07080472924609599,0.5070587203169512,404.5833333333333,122,30
122,641584,Jake Fraley,TB,55,30,0.5359226455791279,0.48692146547410203,0.1693258283859548,0.22967555345530002,0.03222297893552095,0.33802508456217684,0.7802977425857003,0.21970225741429972,0.10297967152882088,0.08770476559388991,0.26115476545875854,0.16757470404374505,0.0,0.32368746726450465,0.09176398647930505,0.5359226455791279,313.1666666666667,55,30
123,641487,J.P. Crawford,SEA,83,30,0.47568065351674127,0.4858587190190047,0.13963904407544472,0.1986901304011154,0.024704230278625356,0.4000810134347464,0.7946612850783324,0.20533871492166766,0.08743759444096032,0.12486864029029918,0.24949161956845842,0.16167671246280935,0.0,0.33532478418358685,0.08894521607623304,0.47568065351674127,584.0833333333334,83,30
124,660688,Keibert Ruiz,WSH,54,30,0.4943192852552195,0.484023717550791,0.1535774715143892,0.17905867234525882,0.027902545805768824,0.3832440248095724,0.7916409735572035,0.20835902644279652,0.10160241888435245,0.06522031022373985,0.28830553518158464,0.1982647807168824,0.0,0.30791982179840394,0.06298386130210039,0.4943192852552195,413.4166666666667,54,30
125,663837,Matt Vierling,DET,56,30,0.4610233510824455,0.48389846368334405,0.15829445264646466,0.19321283316689233,0.02765562062164697,0.40223851996676757,0.8030250926942023,0.19697490730579778,0.09387280083795325,0.08152462488028826,0.2802869827606914,0.17587752782120586,0.0,0.3209003982808709,0.05358566477096274,0.4610233510824455,364.5833333333333,56,30
126,605137,Josh Bell,MIN,105,30,0.49527018618212426,0.48378679436529937,0.15760328271334864,0.19644053725672425,0.030000619129062583,0.3967883799746671,0.743427076931159,0.25657292306884105,0.11935211574548815,0.10377037323969214,0.2698111922335205,0.17685148511577262,0.0,0.32756802686147934,0.08183169527622572,0.49527018618212426,579.1666666666666,105,30
127,681481,Kerry Carpenter,DET,84,30,0.5825008514256317,0.4828545514593083,0.19123787107746998,0.3014770044955521,0.04429200889957565,0.4560019608269826,0.6611910476282201,0.33880895237177994,0.14896607348885335,0.0948447744065232,0.284518733191474,0.1479778266738295,0.0,0.3186016949971332,0.0965964174591348,0.5825008514256317,407.25,84,30
128,668885,Austin Martin,MIN,76,30,0.4829731979382036,0.4810902205247737,0.15073344426412272,0.19421094593646693,0.025407196180862672,0.39148583179472457,0.7912322364645885,0.20876776353541157,0.08378600833862336,0.14463435703536087,0.22591979402210013,0.15103133738297203,0.0,0.33660917786941263,0.06433835294300577,0.4829731979382036,161.08333333333334,76,30
129,694384,Nolan Schanuel,LAA,111,30,0.5118971881854513,0.4805957636801774,0.14773342513812454,0.1836999336102895,0.029360036514207172,0.33389610794668706,0.8000714326323102,0.1999285673676899,0.09025025034234148,0.08808802588281699,0.2551627651364701,0.18263478723144916,0.0,0.31432129167615364,0.0449884723586431,0.5118971881854513,471.4166666666667,111,30
130,643289,Mauricio Dubón,ATL,102,30,0.5015213520271826,0.4797465953268178,0.15120950572960984,0.20007832498370062,0.02665503772239786,0.33657287584848716,0.7971947625982426,0.20280523740175738,0.09923504495294606,0.07364114404923755,0.2919516637224948,0.19041566500932,0.0,0.3175175394997491,0.07129735574364712,0.5015213520271826,431.5,102,30
131,665926,Andrés Giménez,TOR,100,30,0.47904597935999194,0.47906140457453417,0.16624384359785355,0.18382930404599693,0.03055618614997118,0.3262167873608414,0.7765364183082074,0.22346358169179265,0.12009936776422665,0.06521969990423061,0.32938037981845314,0.2014477782793786,0.0,0.31162323325785396,0.05371897556691953,0.47904597935999194,519.5,100,30
132,671289,Tyler Freeman,COL,53,30,0.5140729708423883,0.47883875369054735,0.1276847305819736,0.18064326236601336,0.02354336439682609,0.3561338720539493,0.8071364020216656,0.19286359797833444,0.09935882943652281,0.07137765305740308,0.2905848191061936,0.1897143432816138,0.0,0.32780654639914775,0.04377436069999493,0.5140729708423883,348.5833333333333,53,30
133,663728,Cal Raleigh,SEA,124,30,0.6050278962779413,0.47866932829527303,0.16503119985574263,0.2631124383008669,0.03486452469555172,0.33126545885527503,0.7068951157955565,0.2931048842044435,0.14361460525157158,0.0997882540120112,0.30826634411790094,0.14994073414065137,0.0,0.32310625207287536,0.1038677345895963,0.6050278962779413,646.0,124,30
134,669477,Casey Schmitt,SF,81,30,0.42140298827247535,0.4784984325800435,0.18033230491970553,0.22278502586779794,0.03286920422506859,0.4389646514528647,0.7485161875090292,0.2514838124909709,0.12547849874720252,0.06640962178572504,0.2952148612105072,0.18481500428065833,0.0,0.33032756136194,0.11095802614536608,0.42140298827247535,251.91666666666666,81,30
135,543760,Marcus Semien,NYM,102,30,0.5751257124737407,0.47811532693062436,0.1321197793742146,0.20625116448987346,0.022978567134162547,0.35813050287830145,0.7574130909171729,0.24258690908282704,0.11890489605563742,0.07814564855374202,0.2725447780117481,0.18800259694675464,0.0,0.31936097233557004,0.08051182922338333,0.5751257124737407,650.75,102,30
136,521692,Salvador Perez,KC,109,30,0.5141877197015436,0.4764957397873126,0.15363039379185797,0.22729401566484916,0.03315473211645955,0.3907611035419332,0.740059247065622,0.25994075293437807,0.13796813582867692,0.06265648025733946,0.339672789835242,0.18317003149619046,0.0,0.31406735013692405,0.09289509165658556,0.5141877197015436,630.5,109,30
137,668904,Royce Lewis,MIN,61,30,0.5387760374857989,0.47523799416210466,0.17244539604269107,0.25960899708561574,0.035715022772693575,0.40962121853463557,0.7145280796134899,0.2854719203865102,0.12529609104128042,0.10137201093331896,0.2774463431247843,0.15924166830179734,0.0,0.3243907226562303,0.0950412717107088,0.5387760374857989,337.25,61,30
138,665833,Oneil Cruz,PIT,122,30,0.4529565553847375,0.4746180752373501,0.20058244103327394,0.30995982773274455,0.04537729541264455,0.532841868545457,0.6401828085176641,0.359817191482336,0.16158743444583776,0.07995179330136663,0.30269129259269595,0.15200720520862276,0.0,0.33832421219328396,0.16792829263613057,0.4529565553847375,426.75,122,30
139,686217,Sal Frelick,MIL,94,30,0.5304434424940503,0.4740738628235004,0.12679843967240872,0.1650174587490877,0.0236748873503493,0.28914438955386035,0.8238894603266328,0.17611053967336726,0.08140443574046462,0.1044314671912651,0.2516155292687133,0.18001447630203918,0.0,0.3168698141951209,0.04187787246806335,0.5304434424940503,477.9166666666667,94,30
140,671218,Heliot Ramos,SF,96,30,0.46502139888682104,0.4737036316449074,0.158233695844202,0.2718762092779456,0.031015677671023378,0.4901638050172017,0.7384766476263857,0.2615233523736144,0.13179713814393848,0.0756867313839386,0.30163366706766465,0.1607240661239664,0.0,0.32859796165248234,0.1259771785918877,0.46502139888682104,477.25,96,30
141,802139,JJ Wetherholt,STL,120,30,0.5059091560109416,0.4735044789148846,0.15273522764884365,0.20229271470755278,0.031897138829283495,0.4000649393405506,0.748766701306206,0.251233298693794,0.11197089955782234,0.10561805824554474,0.25569208575902513,0.1634563042745821,0.0,0.3306940275163458,0.07129735574364712,0.5059091560109416,0.0,120,30
142,687263,Zach Neto,LAA,130,30,0.5321702463471603,0.4730735912034723,0.17243860726315002,0.2653299402492606,0.0341672342016407,0.37730229558462913,0.7203903732654915,0.27960962673450845,0.13110672811045287,0.11739333591572292,0.27736643862519145,0.14810620420268916,0.0,0.32633318123991334,0.09742655954227267,0.5321702463471603,514.8333333333334,130,30
143,679529,Spencer Torkelson,DET,102,30,0.48261291132938,0.4728762386668189,0.16962622024918572,0.26180672004542904,0.03400797889886845,0.4283790788387678,0.7299259104563861,0.27007408954361395,0.11052761716065779,0.1186861890942826,0.23613760238940754,0.1443921796412181,0.0,0.3355858858866267,0.11305157380848618,0.48261291132938,569.5833333333334,102,30
144,669224,Austin Wells,NYY,76,30,0.49426832129380793,0.47249505838039924,0.1466595673921194,0.20156388711293752,0.029472236831269174,0.4225324730296876,0.7441531525521672,0.25584684744783276,0.11623183128626056,0.12422619377005475,0.2681694660407195,0.16444949515808271,0.0,0.32696883977556246,0.07125986554795448,0.49426832129380793,344.1666666666667,76,30
145,668227,Randy Arozarena,SEA,118,30,0.5078897094537164,0.471543095057162,0.15041225840703612,0.20456566655819944,0.025174202293375723,0.3723706335146876,0.7393042531718718,0.26069574682812835,0.119261163564695,0.09390056293668377,0.3006221481314439,0.16985828091423183,0.0,0.3295599303322946,0.0767958986438426,0.5078897094537164,677.0833333333334,118,30
146,542303,Marcell Ozuna,PIT,93,30,0.5830958504705053,0.4713334173785475,0.13697315902469595,0.24452737678012745,0.027567187302251772,0.3910647059181025,0.735630162971524,0.26436983702847605,0.1181866838920993,0.08144757736587196,0.2727007283359013,0.16351118865790806,0.0,0.3222574864713663,0.08994114255585169,0.5830958504705053,621.3333333333334,93,30
147,696100,Hunter Goodman,COL,102,30,0.5296498889630953,0.4705854609655857,0.19744392016354784,0.31736227560098457,0.041360920075339036,0.4505648772515474,0.6654130165092788,0.33458698349072125,0.16390789626588376,0.08265015305824656,0.3149776258778608,0.15417850813969558,0.0,0.32473824291337405,0.10663560023009261,0.5296498889630953,335.1666666666667,102,30
148,663586,Austin Riley,ATL,120,30,0.5155080234059115,0.47027827956132023,0.15247527804906202,0.2078482702631084,0.028448862967214546,0.4273347148250711,0.714431568869196,0.285568431130804,0.13173746606890746,0.09311805824554473,0.2882088045406478,0.16706070056198302,0.0,0.32256202590214084,0.08320808199772373,0.5155080234059115,521.6666666666666,120,30
149,690993,Colt Keith,DET,83,30,0.46918174458484213,0.46973641300127805,0.13622771531820294,0.20568313739412245,0.020751661108664894,0.4726387819195521,0.7580263691086329,0.24197363089136711,0.10789206018309,0.07068144817207257,0.2584734530843244,0.18602543223145782,0.0,0.3330281848076715,0.07949970640442067,0.46918174458484213,380.3333333333333,83,30
150,687859,Troy Johnston,COL,90,30,0.4797289828598612,0.4694312572147944,0.15456141547757407,0.21608459098239674,0.027885270232662365,0.39831738909569636,0.7676928906976173,0.23230710930238274,0.11057942129418061,0.07784920942347966,0.29550765327596457,0.18947755717988968,0.0,0.32540390458720897,0.052486551085083676,0.4797289828598612,50.416666666666664,90,30
151,602104,Ramón Urías,STL,55,30,0.443361562214892,0.468362443835452,0.16614626904351207,0.21228424910747398,0.03222297893552095,0.4069906018035562,0.7573269732743928,0.24267302672560723,0.1154972779572106,0.08770476559388991,0.2743609774233898,0.18457503633803804,0.0,0.3217353545884483,0.09176398647930505,0.443361562214892,362.6666666666667,55,30
152,802415,Chandler Simpson,TB,113,30,0.5472689526828225,0.468294546456611,0.11070570771929027,0.13533346038936128,0.018551838376297588,0.22046382555720664,0.8410994285798955,0.15890057142010452,0.08100178502007936,0.07016452351472416,0.2896096244281304,0.22462310625191623,0.0,0.314430116307173,0.02709841376666353,0.5472689526828225,183.75,113,30
153,663743,Nick Fortes,TB,73,30,0.3798293209955037,0.4680344147904417,0.14718607000460748,0.16851645599518428,0.025720865269515298,0.4257631408890769,0.8063399285817476,0.19366007141825242,0.09905190654389079,0.06398100507217998,0.29756837719789503,0.2046956584737981,0.0,0.3234827101310969,0.04571987911650949,0.3798293209955037,294.9166666666667,73,30
154,571448,Nolan Arenado,AZ,92,30,0.5459113094727631,0.4669685365726685,0.15886917253433935,0.21324137267999674,0.03530599336065732,0.3034015196409115,0.7380082145682432,0.2619917854317569,0.11919090053454268,0.06296383952325818,0.29785206652480734,0.18479537451024564,0.0,0.31760472162984477,0.07486222353082947,0.5459113094727631,547.25,92,30
155,673357,Luis Robert Jr.,NYM,94,30,0.4751295278456595,0.4668816247623482,0.14280340479772938,0.19748499121662014,0.02746276613822808,0.42094071614703815,0.7448512835907144,0.2551487164092856,0.11937149280807985,0.1044314671912651,0.29167151905656824,0.17749960992617025,0.0,0.32614733725608924,0.052030146293039425,0.4751295278456595,470.25,94,30
156,694377,Nick Yorke,PIT,71,30,0.41282469857533627,0.46653099712927243,0.1421550628876149,0.1939899896745,0.02593431643357766,0.4540818235690939,0.7955862342446463,0.20441376575535378,0.09821335431924771,0.09082897371167922,0.27168748132386,0.1798410960409725,0.0,0.32866051449838046,0.06983466823699538,0.41282469857533627,30.0,71,30
157,656305,Matt Chapman,SF,110,30,0.5221735646736141,0.4649542903251649,0.1357191754238569,0.20242758027858532,0.022322036644615028,0.3618945218084686,0.7776145403589876,0.22238545964101247,0.10205419813738961,0.0797753651257858,0.2737458783495639,0.1841628527680116,0.0,0.3143542343026447,0.05330890705114149,0.5221735646736141,585.3333333333334,110,30
158,673237,Yainer Diaz,HOU,84,30,0.5349110024309359,0.4649358696108728,0.14339595004585273,0.18342144893999654,0.028543977403512666,0.32549307082126594,0.7417126225770873,0.25828737742291263,0.13353945261449163,0.06543300970064085,0.3183986304772692,0.2089560740022128,0.0,0.3111824241637999,0.05918192223474184,0.5349110024309359,538.75,84,30
159,691023,Jordan Walker,STL,107,30,0.3674365608922871,0.4647354470530459,0.20839853681342607,0.28989633920574553,0.047834549676867205,0.49471591390097663,0.6742388874248724,0.32576111257512763,0.15408666466477722,0.08523495144903405,0.2937479741396855,0.16168518774967758,0.0,0.34213034613980137,0.15163809664017444,0.3674365608922871,342.1666666666667,107,30
160,605170,Victor Caratini,MIN,88,30,0.48587019954078875,0.46443528039658744,0.12524755915699368,0.17846411248215882,0.02422546612593881,0.3575945341319415,0.7916461772249429,0.20835382277505718,0.09519933957537054,0.08821314412947469,0.26933199279521053,0.18335946266126174,0.0,0.33125270845077104,0.0618005913601729,0.48587019954078875,309.5833333333333,88,30
